AT3G09720	Ddx52
AT4G02930	Tufm
AT4G03200	Spata20
AT4G04350	Lars2
AT4G05450	Fdx1l
AT4G05450	Gm49373
AT4G21090	Fdx1l
AT4G21090	Gm49373
AT4G14385	Meaf6
AT4G14385	Meaf6
AT4G14385	Meaf6
AT4G14385	Meaf6
AT4G14385	Meaf6
AT5G05720	Rbm19
AT5G05720	Rbm19
AT5G08695	Rbm19
AT5G08695	Rbm19
AT4G19610	Rbm19
AT4G19610	Rbm19
AT4G20910	Henmt1
AT4G20910	Henmt1
AT4G20910	Henmt1
AT4G20910	Henmt1
AT4G20910	Henmt1
AT4G20920	Henmt1
AT4G20920	Henmt1
AT4G20920	Henmt1
AT4G20920	Henmt1
AT4G20920	Henmt1
AT4G23660	Coq2
AT4G23660	Coq2
AT4G24270	Sart3
AT4G24270	Sart3
AT4G24820	Psmd6
AT4G24820	Psmd6
AT4G24880	Snupn
AT4G26780	Grpel2
AT4G26780	Grpel1
AT5G55200	Grpel2
AT5G55200	Grpel1
AT4G26870	Dars
AT4G31180	Dars
AT4G27585	Stoml2
AT4G27585	Stoml2
AT4G27585	Stoml2
AT4G27585	Stoml2
AT5G54100	Stoml2
AT5G54100	Stoml2
AT5G54100	Stoml2
AT5G54100	Stoml2
AT5G52840	Ndufa5
AT5G52840	Ndufa5
AT4G28005	Ndufa5
AT4G28005	Ndufa5
AT4G30310	Fggy
AT4G30930	Mrpl21
AT4G30930	Mrpl21
AT5G10360	Rps6
AT4G31700	Rps6
AT4G31770	Dbr1
AT4G31770	Dbr1
AT4G31770	Dbr1
AT4G31770	Dbr1
AT4G31770	Dbr1
AT4G31770	Dbr1
AT4G31790	Dph5
AT4G31790	Dph5
AT4G31790	Dph5
AT4G32470	Uqcrb
AT5G25450	Uqcrb
AT4G32820	Cabin1
AT4G32820	Cabin1
AT4G32820	Cabin1
AT4G32820	Cabin1
AT4G36020	Lin28b
AT4G36020	Lin28a
AT4G36020	Lin28a
AT4G36020	Lin28a
AT4G36020	Lin28a
AT4G36390	Cdk5rap1
AT4G36390	Cdk5rap1
AT4G36390	Cdk5rap1
AT4G37190	Msto1
AT4G37190	Msto1
AT4G39280	Farsa
AT4G39280	Farsa
AT5G03080	Dolpp1
AT5G03080	Dolpp1
AT5G03080	Dolpp1
AT5G03080	Dolpp1
AT5G03080	Dolpp1
AT5G03905	Isca2
AT5G03905	Isca2
AT5G03905	Isca2
AT5G03905	Isca2
AT5G08290	Txnl4a
AT5G08290	Txnl4a
AT5G08565	Supt4a
AT5G08565	Supt4a
AT5G08565	Supt4a
AT5G63670	Supt4a
AT5G63670	Supt4a
AT5G63670	Supt4a
AT5G09310	Psenen
AT5G09310	Psenen
AT5G09310	Psenen
AT5G09310	Psenen
AT5G09310	Psenen
AT5G13520	Lta4h
AT5G13530	Bcl3
AT5G13530	Bcl3
AT5G13530	Ankrd27
AT5G13570	Dcp2
AT5G13570	Dcp2
AT5G14140	Zfp511
AT5G14140	Zfp511
AT5G14140	Zfp511
AT5G14140	Prap1
AT5G14240	Pdcl3
AT5G14240	Pdcl3
AT5G14240	Pdcl2
AT5G14240	Pdcl2
AT5G15540	Nipbl
AT5G19820	Ipo5
AT5G19820	Ranbp6
AT5G19910	Med31
AT5G40470	Fbxl15
AT5G40470	Fbxl15
AT5G21900	Fbxl15
AT5G21900	Fbxl15
AT5G23550	Sft2d2
AT5G23550	Sft2d2
AT5G23550	Sft2d2
AT5G23550	Sft2d1
AT5G23550	Gm12166
AT5G24170	Sft2d2
AT5G24170	Sft2d2
AT5G24170	Sft2d2
AT5G24170	Sft2d1
AT5G24170	Gm12166
AT5G24680	Zup1
AT5G24680	Zup1
AT5G24680	Zup1
AT5G24680	Zup1
AT5G24680	Zup1
AT5G24680	Zup1
AT5G24680	Zup1
AT5G24680	Zup1
AT5G27730	Hgsnat
AT5G27730	Hgsnat
AT5G47900	Hgsnat
AT5G47900	Hgsnat
AT5G38890	Exosc1
AT5G38890	Exosc1
AT5G40480	Nup210l
AT5G40480	Nup210l
AT5G40480	Nup210
AT5G40480	Nup210
AT5G40480	Nup210
AT5G40660	Atpaf2
AT5G40660	Atpaf2
AT5G42870	Lpin1
AT5G42870	Lpin1
AT5G42870	Lpin1
AT5G42870	Lpin1
AT5G42870	Lpin1
AT5G47680	Trmt10a
AT5G47680	Trmt10a
AT5G47680	Trmt10a
AT5G49400	Zcchc10
AT5G51740	Oma1
AT5G52800	Primpol
AT5G52800	Primpol
AT5G52800	Primpol
AT5G52800	Primpol
AT5G52800	Primpol
AT5G52800	Primpol
AT5G55760	Sirt6
AT5G55760	Sirt6
AT5G55760	Sirt6
AT5G63910	Pcyox1
AT5G63910	Pcyox1
AT5G63910	Pcyox1
AT5G63910	Pcyox1
AT5G64730	Wdr83
AT5G64730	Wdr83
AT5G64730	Wdr83
AT3G60860	Arfgef1
AT3G60860	Arfgef2
AT3G60860	Arfgef2
AT1G01960	Arfgef1
AT1G01960	Arfgef2
AT1G01960	Arfgef2
AT1G02410	Cox11
AT1G02410	Cox11
AT1G03475	Cpox
AT4G03205	Cpox
AT4G03380	Naf1
AT4G03380	Naf1
AT1G03760	Uri1
AT1G03760	Uri1
AT1G03760	Uri1
AT1G03910	Cactin
AT2G36815	Cactin
AT1G04130	Ttc4
AT1G04130	Ttc4
AT1G04130	Ttc4
AT1G04640	Lipt2
AT1G05910	Atad2
AT1G05910	Atad2
AT1G05910	Atad2
AT1G05910	Atad2
AT1G05910	Atad2b
AT2G30460	Slc35e3
AT1G06890	Slc35e3
AT2G28315	Slc35e3
AT5G42420	Slc35e3
AT1G21070	Slc35e3
AT1G76670	Slc35e3
AT1G34020	Slc35e3
AT4G09810	Slc35e3
AT4G39390	Slc35e3
AT1G08110	Glo1
AT1G08110	Glo1
AT1G08750	Pigk
AT1G08750	Pigk
AT1G08750	Pigk
AT1G08750	Pigk
AT1G08750	Pigk
AT1G09150	Mcts2
AT1G09150	Mcts1
AT1G09640	Eef1g
AT1G57720	Eef1g
AT1G09760	Snrpa1
AT1G09760	Snrpa1
AT1G09815	Pold4
AT1G09815	Pold4
AT1G13330	Psmc3ip
AT1G13330	Psmc3ip
AT2G32060	Rps12
AT2G32060	Rps12
AT2G32060	Rps12
AT2G32060	Rps12-ps3
AT2G32060	Rps12
AT1G15930	Rps12
AT1G15930	Rps12
AT1G15930	Rps12
AT1G15930	Rps12-ps3
AT1G15930	Rps12
ATCG00660	Mrpl20
ATCG00660	Mrpl20
ATCG00660	Mrpl20
ATCG00660	Mrpl20
AT1G16740	Mrpl20
AT1G16740	Mrpl20
AT1G16740	Mrpl20
AT1G16740	Mrpl20
AT1G16810	Fam32a
AT1G53400	Ubtd2
AT1G53400	Ubtd1
AT1G16960	Ubtd2
AT1G16960	Ubtd1
AT5G45740	Ubtd2
AT5G45740	Ubtd1
AT1G17130	Yju2
AT1G17130	Yju2
AT2G32050	Yju2
AT2G32050	Yju2
AT3G43250	Yju2
AT3G43250	Yju2
AT2G29430	Yju2
AT2G29430	Yju2
AT1G17210	Zc3hc1
AT1G17210	Zc3hc1
AT1G17210	Zc3hc1
AT1G17210	Zc3hc1
AT1G48950	Zc3hc1
AT1G48950	Zc3hc1
AT1G48950	Zc3hc1
AT1G48950	Zc3hc1
AT1G17680	Gtf3c3
AT1G18450	Actl6a
AT1G18450	Actl6b
AT1G18450	Actl6b
AT1G27410	Dclre1b
AT1G27410	Dclre1b
AT1G27410	Dclre1b
AT1G27410	Dclre1b
AT1G27410	Dclre1b
AT1G19025	Dclre1b
AT1G19025	Dclre1b
AT1G19025	Dclre1b
AT1G19025	Dclre1b
AT1G19025	Dclre1b
AT1G20220	Rpp25l
AT1G20220	Rpp25
AT1G76010	Rpp25l
AT1G76010	Rpp25
AT3G07030	Rpp25l
AT3G07030	Rpp25
AT1G76300	Snrpd3
AT1G76300	Snrpd3
AT1G20580	Snrpd3
AT1G20580	Snrpd3
AT1G58936	Ippk
AT1G58936	Ippk
AT1G58936	Ippk
AT1G59312	Ippk
AT1G59312	Ippk
AT1G59312	Ippk
AT1G58643	Ippk
AT1G58643	Ippk
AT1G58643	Ippk
AT1G22100	Ippk
AT1G22100	Ippk
AT1G22100	Ippk
AT5G42810	Ippk
AT5G42810	Ippk
AT5G42810	Ippk
AT1G59171	Ippk
AT1G59171	Ippk
AT1G59171	Ippk
AT1G25375	Lactb2
AT1G26550	Pin4
AT5G41910	Med10
AT5G41910	Med10
AT5G41910	Med10
AT5G41910	Med10
AT1G26665	Med10
AT1G26665	Med10
AT1G26665	Med10
AT1G26665	Med10
AT1G26840	Orc6
AT1G26840	Orc6
AT1G26840	Orc6
AT1G26840	Orc6
AT1G26840	Orc6
AT1G27752	Ascc2
AT1G27752	Ascc2
AT1G28060	Prpf3
AT1G28060	Prpf3
AT1G28060	Prpf3
AT1G28060	Prpf3
AT3G55930	Prpf3
AT3G55930	Prpf3
AT3G55930	Prpf3
AT3G55930	Prpf3
AT1G29030	Api5
AT3G19515	Api5
AT2G34040	Api5
AT1G29150	Psmd11
AT1G29150	Psmd11
AT1G31780	Cog6
AT1G31780	Cog6
AT1G31780	Cog6
AT2G35520	Dad1
AT2G35520	Dad1
AT1G32210	Dad1
AT1G32210	Dad1
AT1G34150	Pus3
AT1G34150	Pus3
AT1G34260	Pikfyve
AT1G34260	Pikfyve
AT1G71010	Pikfyve
AT1G71010	Pikfyve
AT3G14270	Pikfyve
AT3G14270	Pikfyve
AT4G33240	Pikfyve
AT4G33240	Pikfyve
AT1G69740	Alad
AT1G69740	Alad
AT1G44318	Alad
AT1G44318	Alad
AT1G47640	Tmem147
AT1G47640	Tmem147
AT1G47640	Tmem147
AT1G47640	Tmem147
AT1G47640	Tmem147
AT1G47640	Tmem147
AT1G49015	Eif3b
AT5G25780	Eif3b
AT5G27640	Eif3b
AT3G59245	Pir
AT3G59245	Pir
AT2G43120	Pir
AT2G43120	Pir
AT3G59220	Pir
AT3G59220	Pir
AT3G59260	Pir
AT3G59260	Pir
AT1G50590	Pir
AT1G50590	Pir
AT2G32950	Cop1
AT2G32950	Cop1
AT2G46340	Cop1
AT2G46340	Cop1
AT4G11110	Cop1
AT4G11110	Cop1
AT1G53090	Cop1
AT1G53090	Cop1
AT3G15354	Cop1
AT3G15354	Cop1
AT1G58440	Sqle
AT1G58440	Sqle
AT4G37760	Sqle
AT4G37760	Sqle
AT2G22830	Sqle
AT2G22830	Sqle
AT1G60490	Pik3c3
AT1G60490	Pik3c3
AT1G60490	Pik3c3
AT1G60490	Pik3c3
AT1G60995	Tmem259
AT1G60995	Tmem259
AT1G62730	Ndufaf6
AT1G65540	Letm1
AT1G65540	Letm1
AT3G59820	Letm1
AT3G59820	Letm1
AT5G37475	Eif3j1
AT5G37475	Eif3j2
AT1G66070	Eif3j1
AT1G66070	Eif3j2
AT1G69750	Cox19
AT1G69750	Cox19
AT1G69750	Cox19
AT1G66590	Cox19
AT1G66590	Cox19
AT1G66590	Cox19
AT1G67180	Topbp1
AT1G77320	Topbp1
AT1G67500	Rev3l
AT1G67500	Rev3l
AT1G67500	Rev3l
AT1G67630	Pola2
AT1G67630	Pola2
AT3G54826	Dnlz
AT1G69070	Nop14
AT1G69070	Nop14
AT1G74370	Trim32
AT1G74370	Trim32
AT1G74370	Trim32
AT1G74370	Trim32
AT3G29270	Trim32
AT3G29270	Trim32
AT3G29270	Trim32
AT3G29270	Trim32
AT1G69330	Trim32
AT1G69330	Trim32
AT1G69330	Trim32
AT1G69330	Trim32
AT2G01290	Rpia
AT1G71100	Rpia
AT3G04790	Rpia
AT1G71340	Gde1
AT1G71340	Gde1
AT1G71340	Gde1
AT1G71340	Gde1
AT1G72320	Nop9
AT5G26200	Slc25a44
AT5G26200	Slc25a44
AT5G26200	Slc25a44
AT5G26200	Slc25a44
AT1G72820	Slc25a44
AT1G72820	Slc25a44
AT1G72820	Slc25a44
AT1G72820	Slc25a44
AT5G15640	Slc25a44
AT5G15640	Slc25a44
AT5G15640	Slc25a44
AT5G15640	Slc25a44
AT1G73380	AW209491
AT1G73380	AW209491
AT1G73380	AW209491
AT1G78790	Cenpx
AT1G78790	Cenpx
AT1G78790	Cenpx
AT1G79190	Tti1
AT1G79190	Tti1
AT1G79190	Tti1
AT1G79280	Tpr
AT1G79280	Tpr
AT1G79280	Tpr
AT1G79280	Tpr
AT1G80350	Katna1
AT1G80350	Katna1
AT1G80350	Katna1
AT1G80350	Katna1
AT1G80350	Katnal1
AT1G80420	Xrcc1
AT1G80420	Xrcc1
AT2G02500	Crppa
AT2G02500	Crppa
AT2G02500	Crppa
AT2G02500	Crppa
AT2G02500	Crppa
AT2G02500	Crppa
AT2G02500	Crppa
AT3G18630	Ung
AT3G18630	Ung
AT3G18630	Ung
AT3G18630	Ung
AT2G10550	Ung
AT2G10550	Ung
AT2G10550	Ung
AT2G10550	Ung
AT2G16790	Idnk
AT2G16790	Idnk
AT2G16790	Idnk
AT5G24360	Ern1
AT5G24360	Ern2
AT5G24360	Ern2
AT2G17520	Ern1
AT2G17520	Ern2
AT2G17520	Ern2
AT5G45600	Yeats4
AT5G45600	Yeats4
AT2G18000	Yeats4
AT2G18000	Yeats4
AT4G36210	Tmco4
AT4G36210	Tmco4
AT4G36210	Tmco4
AT2G18100	Tmco4
AT2G18100	Tmco4
AT2G18100	Tmco4
AT2G18770	Srprb
AT2G18770	Srprb
AT5G05670	Srprb
AT5G05670	Srprb
AT2G19260	Taf3
AT2G19260	Taf3
AT2G19260	Taf3
AT2G19260	Taf3
AT4G10930	Taf3
AT4G10930	Taf3
AT4G10930	Taf3
AT4G10930	Taf3
AT3G05670	Taf3
AT3G05670	Taf3
AT3G05670	Taf3
AT3G05670	Taf3
AT2G19870	Mrm1
AT4G27090	Rpl14
AT4G27090	Rpl14
AT2G20450	Rpl14
AT2G20450	Rpl14
AT2G21150	Fam50a
AT2G21150	Fam50b
AT2G21150	Fam50b
AT2G21440	Rbm28
AT2G21440	Rbm28
AT4G39220	Rer1
AT2G21600	Rer1
AT4G32175	Exosc3
AT4G32175	Exosc3
AT2G25355	Exosc3
AT2G25355	Exosc3
AT5G38747	Ybey
AT2G25870	Ybey
AT2G25920	Exd1
AT2G25920	Exd1
AT2G25920	Exd1
AT2G26000	Brap
AT2G26000	Brap
AT2G26000	Brap
AT2G42160	Brap
AT2G42160	Brap
AT2G42160	Brap
AT2G28815	Mrpl16
ATCG00790	Mrpl16
ATMG00080	Mrpl16
AT2G29020	Rab5if
AT5G59410	Rab5if
AT2G31660	Ipo8
AT2G31660	Ipo7
AT3G59020	Ipo8
AT3G59020	Ipo7
AT2G33820	Slc25a2
AT2G33820	Slc25a15
AT2G34690	Gltpd2
AT2G34690	Gltpd2
AT2G34690	Cptp
AT2G34690	Cptp
AT4G39670	Gltpd2
AT4G39670	Gltpd2
AT4G39670	Cptp
AT4G39670	Cptp
AT2G35110	Nckap1l
AT2G35110	Nckap1l
AT2G35110	Nckap1
AT2G35110	Nckap1
AT4G39380	Cramp1l
AT4G39380	Cramp1l
AT4G39380	Cramp1l
AT3G53430	Rpl12
AT2G37190	Rpl12
AT5G60670	Rpl12
AT2G38270	Glrx5
AT2G38270	Glrx5
AT3G54900	Glrx5
AT3G54900	Glrx5
AT3G15660	Glrx5
AT3G15660	Glrx5
AT2G38730	Ppih
AT2G38730	Ppih
AT2G38730	Gm7879
AT2G38730	Ppih
AT2G38730	Ppih
AT2G39630	Alg5
AT2G39630	Alg5
AT2G39630	Alg5
AT2G39800	Aldh18a1
AT2G39800	Aldh18a1
AT3G55610	Aldh18a1
AT3G55610	Aldh18a1
AT2G40190	Alg11
AT2G40190	Alg11
AT2G40290	Eif2s1
AT5G05470	Eif2s1
AT2G42120	Pold2
AT2G42120	Pold2
AT2G42810	Ppp5c
AT2G42810	Ppp5c
AT2G43190	Pop4
AT3G60070	Mfsd12
AT3G60070	Mfsd12
AT2G44280	Mfsd12
AT2G44280	Mfsd12
AT5G60460	Sec61b
AT5G60460	Gm10320
AT3G60540	Sec61b
AT3G60540	Gm10320
AT2G45070	Sec61b
AT2G45070	Gm10320
AT2G45690	Pex16
AT4G30600	Srpr
AT4G30600	Srpr
AT2G47790	Wdr89
AT2G47790	Wdr89
AT5G60590	Yrdc
AT3G01920	Yrdc
AT3G03570	Scai
AT3G03570	Scai
AT4G40050	Scai
AT4G40050	Scai
AT3G03710	Pnpt1
AT5G14580	Pnpt1
AT3G04740	Med14
AT3G04740	Med14
AT3G04740	Med14
AT5G28220	Emc2
AT3G04830	Emc2
AT3G54380	Mcm3ap
AT3G54380	Mcm3ap
AT3G54380	Mcm3ap
AT3G06290	Mcm3ap
AT3G06290	Mcm3ap
AT3G06290	Mcm3ap
AT4G02840	Snrpd1
AT4G02840	Snrpd1
AT4G02840	Snrpd1
AT3G07590	Snrpd1
AT3G07590	Snrpd1
AT3G07590	Snrpd1
AT3G08800	Ints4
AT3G08800	Ints4
AT3G10110	Timm22
AT3G10110	Timm22
AT3G10110	Timm22
AT3G10110	Timm22
AT3G11400	Eif3g
AT5G06000	Eif3g
AT3G15160	Ap5z1
AT3G15160	Ap5z1
AT3G16730	Ncaph2
AT3G16730	Ncaph2
AT3G16730	Ncaph2
AT3G17611	Rhbdd1
AT3G17611	Rhbdd1
AT3G18730	Tonsl
AT3G18730	Tonsl
AT3G18730	Tonsl
AT3G18730	Tonsl
AT3G20660	Slc22a13
AT3G20660	Slc22a13b
AT3G20660	Slc22a4
AT3G20810	Kdm8
AT3G20810	Kdm8
AT3G22980	Efl1
AT3G22980	Efl1
AT3G22980	Efl1
AT3G23620	Rpf2
AT3G23620	Rpf2
AT3G23620	Rpf2
AT3G23620	Rpf2
AT3G23620	Rpf2
AT3G24080	Kri1
AT3G24080	Kri1
AT3G24495	Msh6
AT4G02070	Msh6
AT3G27325	Pgap1
AT3G28715	Atp6v0d2
AT3G28715	Atp6v0d1
AT3G28710	Atp6v0d2
AT3G28710	Atp6v0d1
AT5G20570	Rbx1
AT5G20570	Rbx1
AT5G20570	Rbx1
AT3G42830	Rbx1
AT3G42830	Rbx1
AT3G42830	Rbx1
AT3G51270	Riok2
AT3G51270	Riok2
AT3G52140	Cluh
AT3G52140	Cluh
AT3G53760	Tubgcp4
AT3G53760	Tubgcp4
AT3G53760	Tubgcp4
AT3G53760	Tubgcp4
AT3G54470	Umps
AT3G54630	Ndc80
AT3G54630	Ndc80
AT3G54630	Ndc80
AT4G00560	Mat2b
AT4G00560	Mat2b
AT4G00560	Mat2b
AT4G01880	Trmt13
AT4G01880	Trmt13
AT4G01880	Trmt13
AT4G01880	Trmt13
AT4G02110	Slf1
AT4G02110	Slf1
AT4G02110	Slf1
AT4G02110	Slf1
AT4G02110	Slf1
AT4G03120	Snrpc
AT4G03120	Snrpc
AT4G03120	Snrpc
AT4G03120	Snrpc
AT4G03280	Uqcrfs1
AT5G13430	Uqcrfs1
AT5G13440	Uqcrfs1
AT4G13780	Mars
AT4G13780	Mars
AT5G67530	Ppil2
AT5G67530	Ppil2
AT5G67530	Ppil2
AT4G17070	Ppil2
AT4G17070	Ppil2
AT4G17070	Ppil2
AT4G17160	Rab2b
AT4G17160	Rab2b
AT4G17160	Rab2a
AT4G35860	Rab2b
AT4G35860	Rab2b
AT4G35860	Rab2a
AT4G17170	Rab2b
AT4G17170	Rab2b
AT4G17170	Rab2a
AT5G47190	Mrpl19
AT4G17560	Mrpl19
AT4G18372	Naa38
AT4G19490	Vps54
AT4G19490	Vps54
AT4G19490	Vps54
AT4G20350	Alkbh6
AT4G20350	Alkbh6
AT4G20350	Alkbh6
AT4G21110	Bud31
AT4G21110	Bud31
AT4G21110	Bud31
AT4G21110	Bud31
AT4G21520	Wrap53
AT4G21520	Wrap53
AT4G24830	Ass1
AT4G26750	Vta1
AT4G26750	Vta1
AT4G26750	Vta1
AT4G29735	Tmem258
AT4G29735	Tmem258
AT4G29830	Wdr61
AT4G29830	Wdr61
AT4G29830	Wdr61
AT4G34910	Ddx56
AT4G36050	Apex2
AT4G36050	Apex2
AT4G36050	Apex2
AT4G36050	Apex2
AT4G36050	Apex2
AT4G36050	Apex2
AT4G36050	Apex2
AT4G38240	Mgat1
AT4G38240	Mgat1
AT4G38240	Mgat1
AT4G38240	Mgat1
AT4G38630	Psmd4
AT4G38630	Psmd4
AT4G38630	Psmd4
AT5G01960	Rnft1
AT5G01960	Rnft2
AT5G01960	Rnft2
AT5G01960	Rnft2
AT5G03750	Rfwd3
AT5G04600	Nifk
AT5G04600	Nifk
AT5G04600	Nifk
AT5G05010	Arcn1
AT5G05080	Ube2s
AT5G05080	Ube2s
AT5G05080	Ube2s
AT5G05080	Ube2s
AT5G06410	Hscb
AT5G06410	Hscb
AT5G06410	Hscb
AT5G08180	Nhp2
AT5G08550	Paxbp1
AT5G08550	Paxbp1
AT5G09210	Paxbp1
AT5G09210	Paxbp1
AT5G39900	Guf1
AT5G39900	Guf1
AT5G39900	Guf1
AT5G09860	Thoc1
AT5G09860	Thoc1
AT5G09910	Rabl3
AT5G09910	Rabl3
AT5G64813	Rabl3
AT5G64813	Rabl3
AT5G11030	Glmn
AT5G11030	Glmn
AT5G11030	Glmn
AT5G11030	Glmn
AT5G11030	Glmn
AT5G14600	Trmt61a
AT5G14600	Trmt61a
AT5G14600	Trmt61a
AT5G14600	Trmt61a
AT5G15550	Wdr12
AT5G15550	Wdr12
AT5G15550	Wdr12
AT5G15550	Wdr12
AT5G15550	Wdr12
AT5G15920	Smc5
AT5G15920	Smc5
AT5G15920	Smc5
AT5G16260	Htatsf1
AT5G16260	Htatsf1
AT5G16690	Orc3
AT5G16690	Orc3
AT5G16690	Orc3
AT5G19130	Gpaa1
AT5G19130	Gpaa1
AT5G19990	Psmc5
AT5G20000	Psmc5
AT5G22100	Rcl1
AT5G22110	Gm49384
AT5G22110	Pole2
AT5G22110	Pole2
AT5G37340	Zpr1
AT5G37340	Zpr1
AT5G22480	Zpr1
AT5G22480	Zpr1
AT5G22820	Saal1
AT5G23110	Sacs
AT5G23110	Sacs
AT5G23110	Sacs
AT5G23110	Sacs
AT5G23110	Sacs
AT5G23140	Clpp
AT5G24670	Adat3
AT5G24670	Gm49322
AT5G24670	Adat3
AT5G24670	Gm49322
AT5G24670	Adat3
AT5G38720	Rrp7a
AT5G38720	Rrp7a
AT5G38720	Rrp7a
AT5G38720	Rrp7a
AT5G39410	Sccpdh
AT5G39410	Sccpdh
AT5G39410	Sccpdh
AT5G39410	Sccpdh
AT5G41190	Nob1
AT5G41190	Nob1
AT5G41190	Nob1
AT5G42850	Txndc17
AT5G43500	Actr8
AT5G43500	Actr8
AT5G43500	Actr8
AT5G46280	Mcm3
AT5G47490	Sec16b
AT5G47490	Sec16b
AT5G47490	Sec16b
AT5G47490	Sec16b
AT5G47480	Sec16b
AT5G47480	Sec16b
AT5G47480	Sec16b
AT5G47480	Sec16b
AT5G51660	Cpsf1
AT5G51660	Cpsf1
AT5G54440	Trappc10
AT5G54440	Trappc10
AT5G54440	Trappc10
AT5G56130	Thoc3
AT5G57160	Lig4
AT5G57160	Lig4
AT5G58410	Ltn1
AT5G58410	Ltn1
AT5G61220	Lyrm4
AT5G61330	Aatf
AT5G61540	Aga
AT5G61540	Aga
AT5G61540	Aga
AT5G63010	Dph7
AT5G63010	Dph7
AT5G63010	Dph7
AT5G63010	Dph7
AT5G63010	Dph7
AT5G63010	Dph7
AT5G64050	Ears2
AT5G64670	Mrpl15
AT5G64670	Mrpl15
AT5G64670	Mrpl15
AT5G64670	Mrpl15
AT5G65490	Ecd
AT5G65490	Ecd
AT1G01880	Gen1
AT1G01880	Gen1
AT1G01880	Gen1
AT1G01880	Gen1
AT1G01930	Ankzf1
AT1G01930	Ankzf1
AT1G01930	Ankzf1
AT1G02140	Magohb
AT1G02140	Magohb
AT1G02140	Magoh
AT1G02145	Alg12
AT1G02145	Alg12
AT1G02145	Alg12
AT1G02970	Wee1
AT1G04290	Acot13
AT2G29590	Acot13
AT3G61200	Acot13
AT1G06560	Nsun6
AT1G06560	Nsun6
AT1G06560	Nsun6
AT1G06560	Nsun6
AT1G06560	Nsun6
AT1G07980	Chrac1
AT1G07980	Chrac1
AT5G26110	Trp53rkb
AT5G26110	Trp53rkb
AT5G26110	Trp53rka
AT1G08120	Trp53rkb
AT1G08120	Trp53rkb
AT1G08120	Trp53rka
AT1G08190	Vps41
AT1G11110	Gid8
AT1G11110	Gid8
AT4G09300	Gid8
AT4G09300	Gid8
AT1G61150	Gid8
AT1G61150	Gid8
AT1G11520	Sf3b2
AT4G21660	Sf3b2
AT1G11890	Sec22b
AT1G11890	Sec22b
AT1G11890	Sec22b
AT1G11890	Sec22b
AT1G12230	Taldo1
AT1G12230	Taldo1
AT1G12270	Stip1
AT1G62740	Stip1
AT4G12400	Stip1
AT1G12730	Pigu
AT1G12730	Pigu
AT1G63110	Pigu
AT1G63110	Pigu
AT1G15130	Pdcd6ip
AT1G15130	Pdcd6ip
AT1G16020	Ccz1
AT1G80910	Ccz1
AT1G16040	Pigf
AT1G16470	Psma2
AT1G16470	Psma2
AT1G79210	Psma2
AT1G79210	Psma2
AT1G19120	Lsm1
AT1G19120	Lsm1
AT3G14080	Lsm1
AT3G14080	Lsm1
AT1G19340	Mettl4
AT1G19340	Mettl4
AT1G76860	Lsm3
AT1G76860	Lsm3
AT1G21190	Lsm3
AT1G21190	Lsm3
AT1G24510	Cct5
AT2G46230	Fcf1
AT2G46230	Fcf1
AT1G26530	Fcf1
AT1G26530	Fcf1
AT5G01400	Sympk
AT1G27595	Sympk
AT1G27980	Sgpl1
AT1G27980	Sgpl1
AT1G27980	Sgpl1
AT1G29260	Pex7
AT1G29260	Pex7
AT1G29880	Gars
AT2G43330	Slc2a13
AT2G35740	Slc2a13
AT4G16480	Slc2a13
AT1G30220	Slc2a13
AT5G66470	Eral1
AT1G30960	Eral1
AT1G32270	Stx7
AT1G32270	Stx7
AT5G16830	Stx7
AT5G16830	Stx7
AT5G46860	Stx7
AT5G46860	Stx7
AT4G17730	Stx7
AT4G17730	Stx7
AT1G43690	Mindy3
AT1G43690	Mindy3
AT1G43690	Mindy3
AT1G48170	Psmg4
AT1G48170	Psmg4
AT1G48310	Smarcal1
AT1G48310	Smarcal1
AT1G48310	Smarcal1
AT1G48360	Fan1
AT3G17770	Tkfc
AT1G48430	Tkfc
AT1G49170	3110040N11Rik
AT1G49340	Pi4ka
AT1G49340	Pi4ka
AT1G51040	Pi4ka
AT1G51040	Pi4ka
AT1G49910	Bub3
AT1G49910	Bub3
AT3G19590	Bub3
AT3G19590	Bub3
AT1G50240	Stk36
AT1G50240	Stk36
AT1G50240	Stk36
AT3G20060	Ube2c
AT3G20060	Ube2c
AT1G50490	Ube2c
AT1G50490	Ube2c
AT1G79990	Copb2
AT3G15980	Copb2
AT1G52360	Copb2
AT2G28920	Rnf11
AT2G28920	Rnf11
AT2G28920	Rnf11
AT3G60220	Rnf11
AT3G60220	Rnf11
AT3G60220	Rnf11
AT1G53010	Rnf11
AT1G53010	Rnf11
AT1G53010	Rnf11
AT3G47990	Rnf11
AT3G47990	Rnf11
AT3G47990	Rnf11
AT1G53690	Polr2k
AT1G53690	Polr2k
AT5G41010	Polr2k
AT5G41010	Polr2k
AT1G55805	Bola1
AT1G55805	Bola1
AT1G55805	Bola1
AT1G60530	Mx1
AT1G60530	Mx1
AT1G60530	Mx1
AT1G60530	Mx1
AT1G60530	Mx2
AT1G60530	Mx2
AT1G60500	Mx1
AT1G60500	Mx1
AT1G60500	Mx1
AT1G60500	Mx1
AT1G60500	Mx2
AT1G60500	Mx2
AT1G61410	Xrcc4
AT1G61410	Xrcc4
AT1G61410	Xrcc4
AT1G61410	Xrcc4
AT3G23100	Xrcc4
AT3G23100	Xrcc4
