Ddx52	YGL171W
Impa1	YHR046C
Impa1	YDR287W
Impa1	YHR046C
Impa1	YDR287W
Dis3	YMR287C
Dis3	YOL021C
Dis3	YOL021C
Dis3l	YDR293C
Dis3l	YDR293C
Dis3l	YDR293C
Dis3l	YDR293C
Dis3l2	YDR293C
Dis3l2	YDR293C
Hsp90ab1	YMR186W
Hsp90ab1	YPL240C
Hsp90b1	YMR186W
Hsp90b1	YPL240C
Hsp90b1	YMR186W
Hsp90b1	YPL240C
Hsp90aa1	YMR186W
Hsp90aa1	YPL240C
Hsp90aa1	YMR186W
Hsp90aa1	YPL240C
Hsp90aa1	YMR186W
Hsp90aa1	YPL240C
Hsp90ab1	YMR186W
Hsp90ab1	YPL240C
Hsp90ab1	YMR186W
Hsp90ab1	YPL240C
Arfgap2	YER122C
Arfgap2	YER122C
Arfgap3	YER122C
Arfgap3	YER122C
Mapre1	YER016W
Mapre2	YER016W
Mapre2	YER016W
Mapre2	YER016W
Mapre2	YER016W
Mapre2	YER016W
Mapre3	YER016W
Mapre3	YER016W
Mapre3	YER016W
Gpi1	YBR196C
Gpi1	YBR196C
Cln3	YJL059W
Cln3	YJL059W
Cln3	YJL059W
Cln3	YJL059W
Cln3	YJL059W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Tsen34	YAR008W
Cul3	YGR003W
Cul3	YGR003W
Ercc2	YER171W
Ercc2	YER171W
Ercc2	YER171W
Ercc2	YER171W
Gsk3a	YDL079C
Gsk3a	YMR139W
Gsk3a	YDL079C
Gsk3a	YMR139W
Gsk3b	YDL079C
Gsk3b	YMR139W
Gsk3b	YDL079C
Gsk3b	YMR139W
Hsph1	YPL106C
Hsph1	YBR169C
Hsph1	YPL106C
Hsph1	YBR169C
Hsph1	YPL106C
Hsph1	YBR169C
Hsph1	YPL106C
Hsph1	YBR169C
Hspa4l	YPL106C
Hspa4l	YBR169C
Hspa4l	YPL106C
Hspa4l	YBR169C
Hspa4l	YPL106C
Hspa4l	YBR169C
Hspa4l	YPL106C
Hspa4l	YBR169C
Hspa4l	YPL106C
Hspa4l	YBR169C
Hspa4l	YPL106C
Hspa4l	YBR169C
Hspa4	YPL106C
Hspa4	YBR169C
Polr1b	YPR010C
Polr3b	YOR207C
Polr3b	YOR207C
Polr2b	YOR151C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat3	YBR042C
Agpat3	YDR018C
Agpat4	YBR042C
Agpat4	YDR018C
Agpat4	YBR042C
Agpat4	YDR018C
Agpat4	YBR042C
Agpat4	YDR018C
Etnk2	YDR147W
Etnk2	YLR133W
Etnk2	YDR147W
Etnk2	YLR133W
Etnk1	YDR147W
Etnk1	YLR133W
Etnk1	YDR147W
Etnk1	YLR133W
Etnk1	YDR147W
Etnk1	YLR133W
Cyb5r2	YIL043C
Cyb5r2	YIL043C
Cyb5r3	YIL043C
Cyb5r3	YIL043C
Cyb5r3	YIL043C
Cyb5r1	YIL043C
Cyb5r1	YIL043C
Hmox2	YLR205C
Nxf7	YPL169C
Nxf7	YPL169C
Nxf7	YPL169C
Nxf2	YPL169C
Nxf2	YPL169C
Nxf2	YPL169C
Nxf1	YPL169C
Nxf1	YPL169C
Nxf1	YPL169C
Nxf3	YPL169C
Nxf3	YPL169C
Nxf7	YPL169C
Nxf7	YPL169C
Atp13a2	YOR291W
Atp13a2	YOR291W
Atp13a3	YOR291W
Atp13a3	YOR291W
Atp13a3	YOR291W
Atp13a5	YOR291W
Atp13a5	YOR291W
Atp13a5	YOR291W
Atp13a4	YOR291W
Atp13a4	YOR291W
Atp13a4	YOR291W
Ythdf3	YDR374C
Ythdf3	YDR374C
Ythdf3	YDR374C
Ythdf2	YDR374C
Ythdf1	YDR374C
Ythdf1	YDR374C
Ythdf1	YDR374C
Ap1m2	YPL259C
Ap1m2	YPL259C
Ap1m2	YPL259C
Ap1m1	YPL259C
Ap2m1	YOL062C
Ap2m1	YOL062C
Ap2m1	YOL062C
Ppp2r2b	YGL190C
Ppp2r2b	YGL190C
Ppp2r2b	YGL190C
Ppp2r2c	YGL190C
Ppp2r2a	YGL190C
Ppp2r2a	YGL190C
Ppp2r2d	YGL190C
Ppp2r2d	YGL190C
Rnf5	YER116C
Slc9a9	YDR456W
Slc9a7	YDR456W
Slc9a7	YDR456W
Slc9a7	YDR456W
Slc9a6	YDR456W
Slc9a6	YDR456W
Slc9a8	YDR456W
Slc9a8	YDR456W
Slc9a8	YDR456W
Cbs	YGR012W
Cbs	YGR155W
Cbs	YGR012W
Cbs	YGR155W
Cbs	YGR012W
Cbs	YGR155W
Hnrnpa3	YGR159C
Hnrnpa3	YGR159C
Hnrnpa1	YGR159C
Hnrnpa1	YGR159C
Hnrnpa1	YGR159C
Hnrnpa1	YGR159C
Hnrnpa1	YGR159C
Hnrnpa2b1	YGR159C
Hnrnpa2b1	YGR159C
Hnrnpa2b1	YGR159C
Prpf31	YGR091W
Prpf31	YGR091W
Prpf31	YGR091W
Top3b	YLR234W
Top3b	YLR234W
Top3b	YLR234W
Top3b	YLR234W
Top3b	YLR234W
Top3b	YLR234W
Top3a	YLR234W
Top3a	YLR234W
Top3a	YLR234W
Top3a	YLR234W
Wdr45	YGR223C
Wdr45	YGR223C
Wdr45	YGR223C
Wdr45	YGR223C
Wdr45	YGR223C
Wdr45	YGR223C
Wdr45	YGR223C
Wdr45	YGR223C
Wdr45b	YGR223C
Wdr45b	YGR223C
Wdr45b	YGR223C
Ppip5k1	YLR410W
Ppip5k1	YLR410W
Ppip5k1	YLR410W
Ppip5k1	YLR410W
Ppip5k1	YLR410W
Ppip5k2	YLR410W
Ppip5k2	YLR410W
Ppip5k2	YLR410W
Pign	YKL165C
Pign	YKL165C
Pign	YKL165C
Pign	YKL165C
Llgl2	YPR032W
Llgl2	YBL106C
Llgl2	YPR032W
Llgl2	YBL106C
Stxbp5l	YPR032W
Stxbp5l	YBL106C
Stxbp5l	YPR032W
Stxbp5l	YBL106C
Stxbp5l	YPR032W
Stxbp5l	YBL106C
Stxbp5l	YPR032W
Stxbp5l	YBL106C
Stxbp5l	YPR032W
Stxbp5l	YBL106C
Stxbp5	YPR032W
Stxbp5	YBL106C
Stxbp5	YPR032W
Stxbp5	YBL106C
Stxbp5	YPR032W
Stxbp5	YBL106C
Prkx	YPL203W
Prkx	YKL166C
Prkx	YJL164C
Prkacb	YPL203W
Prkacb	YKL166C
Prkacb	YJL164C
Prkacb	YPL203W
Prkacb	YKL166C
Prkacb	YJL164C
Prkacb	YPL203W
Prkacb	YKL166C
Prkacb	YJL164C
Prkacb	YPL203W
Prkacb	YKL166C
Prkacb	YJL164C
Prkaca	YPL203W
Prkaca	YKL166C
Prkaca	YJL164C
Prkaca	YPL203W
Prkaca	YKL166C
Prkaca	YJL164C
Slc3a1	YIL172C
Slc3a1	YJL221C
Slc3a1	YOL157C
Slc3a1	YGR287C
Slc3a1	YBR299W
Slc3a1	YGR292W
Slc3a1	YJL216C
Clip1	YCL029C
Clip1	YCL029C
Clip1	YCL029C
Clip1	YCL029C
Clip1	YCL029C
Clip1	YCL029C
Clip1	YCL029C
Clip1	YCL029C
Rab11a	YER031C
Rab11a	YGL210W
Rab11b	YER031C
Rab11b	YGL210W
Rab11a	YER031C
Rab11a	YGL210W
Rab11b	YER031C
Rab11b	YGL210W
Rab11b	YER031C
Rab11b	YGL210W
Rab11a	YER031C
Rab11a	YGL210W
Cnot2	YDL165W
Cnot2	YDL165W
Cnot2	YDL165W
Cnot2	YDL165W
Cnot2	YDL165W
Cnot2	YDL165W
Mgll	YKL094W
Mgll	YKL094W
Mgll	YKL094W
Mgll	YKL094W
Mgll	YKL094W
Mgll	YKL094W
Arhgdib	YDL135C
Arhgdib	YDL135C
Arhgdib	YDL135C
Arhgdib	YDL135C
Arhgdig	YDL135C
Arhgdig	YDL135C
Arhgdib	YDL135C
Arhgdia	YDL135C
Arhgdia	YDL135C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a	YEL034W
Eif5a	YJR047C
Eif5a2	YEL034W
Eif5a2	YJR047C
Pfdn6	YLR200W
Pfdn6	YLR200W
Pfdn6	YLR200W
Pfdn6	YLR200W
Pfdn6	YLR200W
Atp5g3	Q0130
Atp5g3	Q0130
Atp5g2	Q0130
Atp5g2	Q0130
Atp5g2	Q0130
Atp5g1	Q0130
Atp5g1	Q0130
Atp5g1	Q0130
Atp5g1	Q0130
Prodh	YLR142W
Prodh	YLR142W
Dhtkd1	YIL125W
Dhtkd1	YIL125W
Ogdhl	YIL125W
Ogdhl	YIL125W
Ogdh	YIL125W
Ogdh	YIL125W
Ogdh	YIL125W
Ogdh	YIL125W
Mlh1	YMR167W
Mlh1	YMR167W
Alas1	YDR232W
Alas1	YDR232W
Alas1	YDR232W
Alas1	YDR232W
Alas1	YDR232W
Alas2	YDR232W
Alas2	YDR232W
Hmbs	YDL205C
Hmbs	YDL205C
Hmbs	YDL205C
Csk	YPR154W
Csk	YGR136W
Grap2	YPR154W
Grap2	YGR136W
Grap2	YPR154W
Grap2	YGR136W
Grb2	YPR154W
Grb2	YGR136W
Grap	YPR154W
Grap	YGR136W
Grb2	YPR154W
Grb2	YGR136W
Grb2	YPR154W
Grb2	YGR136W
Grb2	YPR154W
Grb2	YGR136W
Grb2	YPR154W
Grb2	YGR136W
Rab1b	YFL038C
Rab1a	YFL038C
Rab1a	YFL038C
Rab13	YFL005W
Rab8b	YFL005W
Rab8a	YFL005W
Rab10	YFL005W
Kifc1	YPR141C
Kifc5b	YPR141C
Kifc1	YPR141C
Tmem14c	YJR085C
Tmem14a	YJR085C
Tmem14a	YJR085C
Abcd1	YPL147W
Abcd1	YPL147W
Abcd2	YPL147W
Abcd3	YKL188C
Abcd3	YKL188C
Ints11	YLR277C
Ints11	YLR277C
Cpsf3	YLR277C
Cpsf3	YLR277C
Cpsf3	YLR277C
Cpsf3	YLR277C
Cpsf3	YLR277C
Cpsf3	YOR179C
Gpx7	YKL026C
Gpx7	YIR037W
Gpx7	YBR244W
Gpx7	YKL026C
Gpx7	YIR037W
Gpx7	YBR244W
Gpx4	YKL026C
Gpx4	YIR037W
Gpx4	YBR244W
Gpx4	YKL026C
Gpx4	YIR037W
Gpx4	YBR244W
Gpx4	YKL026C
Gpx4	YIR037W
Gpx4	YBR244W
Adck1	YLR253W
Adck1	YLR253W
Adck1	YLR253W
Clpb	YLL026W
Clpb	YDR258C
Clpb	YLL026W
Clpb	YDR258C
Clpb	YLL026W
Clpb	YDR258C
Clpb	YLL026W
Clpb	YDR258C
Dhdds	YMR101C
Dhdds	YBR002C
Dhdds	YMR101C
Dhdds	YBR002C
Dhdds	YMR101C
Dhdds	YBR002C
Dhdds	YMR101C
Dhdds	YBR002C
Dhdds	YMR101C
Dhdds	YBR002C
Dhdds	YMR101C
Dhdds	YBR002C
Csl	YNR001C
Csl	YCR005C
Cs	YNR001C
Cs	YCR005C
Ndor1	YPR048W
Ndor1	YPR048W
Ndor1	YPR048W
Ndor1	YPR048W
Ndor1	YPR048W
Ndor1	YPR048W
Ndor1	YPR048W
Por	YFR030W
Por	YHR042W
Por	YFR030W
Por	YHR042W
Pkm	YAL038W
Pkm	YOR347C
Pkm	YAL038W
Pkm	YOR347C
Pklr	YAL038W
Pklr	YOR347C
Pklr	YAL038W
Pklr	YOR347C
Hdac2	YNL330C
Hdac1	YNL330C
Hdac2	YNL330C
Hdac8	YGL194C
Ruvbl1	YDR190C
Ruvbl1	YDR190C
Ruvbl2	YPL235W
Ruvbl2	YPL235W
Derl2	YBR201W
Derl2	YDR411C
Derl2	YBR201W
Derl2	YDR411C
Derl2	YBR201W
Derl2	YDR411C
Derl2	YBR201W
Derl2	YDR411C
Derl3	YBR201W
Derl3	YDR411C
Derl3	YBR201W
Derl3	YDR411C
Derl1	YBR201W
Derl1	YDR411C
Dxo	YGL246C
Dxo	YGL246C
Dxo	YGL246C
Dxo	YGL246C
Dxo	YGL246C
Dxo	YGL246C
Dxo	YGL246C
Dxo	YGL246C
Dxo	YGL246C
Abhd4	YLR099C
Abhd4	YDR125C
Abhd4	YGR110W
Abhd5	YGR110W
Abhd5	YGR110W
Abhd5	YGR110W
Abhd4	YGR110W
Abhd4	YGR110W
Abhd4	YGR110W
Abhd4	YGR110W
Slc25a24	YNL083W
Slc25a54	YNL083W
Slc25a23	YNL083W
Slc25a23	YNL083W
Slc25a25	YNL083W
Slc25a25	YNL083W
Slc25a25	YNL083W
Slc25a25	YNL083W
Slc25a25	YNL083W
Kat5	YOR244W
Ddx39b	YDL084W
Ddx39b	YDL084W
Ddx39b	YDL084W
Ddx39	YDL084W
Ddx39	YDL084W
Ddx39	YDL084W
Ddx39	YDL084W
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf2	YBR172C
Gigyf1	YBR172C
Gigyf1	YBR172C
Gigyf2	YBR172C
Ppp3cc	YLR433C
Ppp3cc	YML057W
Ppp3cc	YLR433C
Ppp3cc	YML057W
Ppp3ca	YLR433C
Ppp3ca	YML057W
Ppp3ca	YLR433C
Ppp3ca	YML057W
Ppp3cb	YLR433C
Ppp3cb	YML057W
Ppp3cb	YLR433C
Ppp3cb	YML057W
Ppp3cb	YLR433C
Ppp3cb	YML057W
Ppp3cb	YLR433C
Ppp3cb	YML057W
4930544G11Rik	YPR165W
4930544G11Rik	YNL090W
Rhob	YPR165W
Rhob	YNL090W
Rhoa	YPR165W
Rhoa	YNL090W
Rhoc	YPR165W
Rhoc	YNL090W
Rhoc	YPR165W
Rhoc	YNL090W
Rhoc	YPR165W
Rhoc	YNL090W
Rhoa	YPR165W
Rhoa	YNL090W
Rhoc	YPR165W
Rhoc	YNL090W
Rhoc	YPR165W
Rhoc	YNL090W
Gyg	YJL137C
Gyg	YKR058W
Gyg	YJL137C
Gyg	YKR058W
Gyg	YJL137C
Gyg	YKR058W
Ppm1l	YDL006W
Ppm1f	YBR125C
Ptgr1	YML131W
Ptgr2	YML131W
Ptgr2	YML131W
Ptgr2	YML131W
Ptgr2	YML131W
Man1b1	YJR131W
Man1b1	YJR131W
Ctps2	YBL039C
Ctps2	YJR103W
Ctps2	YBL039C
Ctps2	YJR103W
Ctps2	YBL039C
Ctps2	YJR103W
Ctps2	YBL039C
Ctps2	YJR103W
Ctps2	YBL039C
Ctps2	YJR103W
Ctps2	YBL039C
Ctps2	YJR103W
Ctps	YBL039C
Ctps	YJR103W
Eif5	YPR041W
Eif5	YPR041W
Eif5	YPR041W
Eif5	YPR041W
Eif5	YPR041W
Eif5	YPR041W
Eif5	YPR041W
Eif5	YPR041W
Eif5	YPR041W
Uqcrc1	YLR163C
Uqcrc1	YBL045C
Uqcrc1	YLR163C
Uqcrc1	YBL045C
Uqcrc1	YLR163C
Uqcrc1	YBL045C
Uqcrc1	YLR163C
Uqcrc1	YBL045C
Pmpcb	YLR163C
Pmpcb	YBL045C
Pmpca	YHR024C
Pmpca	YHR024C
Gm8300	YMR260C
Gm8332	YMR260C
Gm21936	YMR260C
Gm5788	YMR260C
Gm2056	YMR260C
Gm4027	YMR260C
BB287469	YMR260C
Gm2075	YMR260C
Gm6803	YMR260C
Gm2022	YMR260C
Gm16368	YMR260C
Gm5039	YMR260C
Gm5039	YMR260C
Gm5662	YMR260C
Gm2016	YMR260C
Gm2035	YMR260C
Gm21319	YMR260C
Eif1ax	YMR260C
Eif1a	YMR260C
Eif1a	YMR260C
Srpk3	YMR216C
Srpk2	YMR216C
Srpk1	YMR216C
Srpk1	YMR216C
Plcd4	YPL268W
Plcd4	YPL268W
Plcd4	YPL268W
Plcd4	YPL268W
Plcd4	YPL268W
Plcd4	YPL268W
Plcd4	YPL268W
Plcd3	YPL268W
Plcd3	YPL268W
Plcd1	YPL268W
Plcd1	YPL268W
Plcd1	YPL268W
Dgat2l6	YOR245C
Awat1	YOR245C
Awat2	YOR245C
Awat2	YOR245C
Dgat2	YOR245C
Mogat2	YOR245C
Mogat1	YOR245C
Mogat1	YOR245C
Mogat1	YOR245C
Mogat1	YOR245C
Mogat1	YOR245C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Pigq	YGR216C
Ap2b1	YKL135C
Ap2b1	YKL135C
Ap2b1	YKL135C
Ap2b1	YKL135C
Ap1b1	YKL135C
Ap1b1	YKL135C
Ap1b1	YKL135C
Alg13	YGL047W
Alg13	YGL047W
Alg13	YGL047W
Alg13	YGL047W
Glt28d2	YGL047W
Alg13	YGL047W
Alg13	YGL047W
Alg13	YGL047W
Ak3	YER170W
Ak4	YER170W
Ak4	YER170W
Ak4	YER170W
Ak4	YER170W
Ak4	YER170W
Ak2	YDR226W
Ak2	YDR226W
Atp2c2	YGL167C
Atp2c1	YGL167C
Atp2c1	YGL167C
Atp2c1	YGL167C
Atp2c1	YGL167C
Atp2c1	YGL167C
Atp2c1	YGL167C
Atp2c1	YGL167C
Aspscr1	YMR067C
Arfgef1	YBL060W
Arfgef1	YPR095C
Cyth1	YBL060W
Cyth1	YPR095C
Cyth1	YBL060W
Cyth1	YPR095C
Cyth1	YBL060W
Cyth1	YPR095C
Cyth1	YBL060W
Cyth1	YPR095C
Cyth4	YBL060W
Cyth4	YPR095C
Cyth2	YBL060W
Cyth2	YPR095C
Cyth2	YBL060W
Cyth2	YPR095C
Cyth2	YBL060W
Cyth2	YPR095C
Cyth2	YBL060W
Cyth2	YPR095C
Cyth3	YBL060W
Cyth3	YPR095C
Cyth3	YBL060W
Cyth3	YPR095C
Cyth2	YBL060W
Cyth2	YPR095C
Coro1b	YLR429W
Coro1b	YLR429W
Coro1c	YLR429W
Coro6	YLR429W
Coro6	YLR429W
Coro6	YLR429W
Coro6	YLR429W
Coro6	YLR429W
Coro1a	YLR429W
Coro1a	YLR429W
Lsm14a	YPR129W
Lsm14a	YPR129W
Lsm14a	YPR129W
Lsm14b	YPR129W
Ddhd2	YOR022C
Ubc	YLL039C
Ubc	YLL039C
Nop58	YOR310C
Nop58	YOR310C
Nop58	YOR310C
Nop58	YOR310C
Nop56	YLR197W
Nop56	YLR197W
Nop56	YLR197W
Nop56	YLR197W
Smarcd1	YNR023W
Smarcd1	YCR052W
Anapc11	YDL008W
Anapc11	YDL008W
Pigt	YHR188C
Pigt	YHR188C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Cux1	YKL179C
Dnaja2	YPR061C
Eif4g3	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Eif4g1	YGR162W
Osbpl5	YKR003W
Osbpl5	YKR003W
Osbpl8	YKR003W
Osbpl8	YKR003W
Fryl	YIL129C
Fry	YIL129C
Fryl	YIL129C
Fryl	YIL129C
Fryl	YIL129C
Fryl	YIL129C
Fryl	YIL129C
Fryl	YIL129C
Fryl	YIL129C
Rgs3	YLR452C
Trim39	YOL054W
Trim39	YOL054W
Trim39	YOL054W
Trim80	YOL054W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Chchd7	YHR116W
Mat1a	YLR180W
Mat1a	YDR502C
Mat1a	YLR180W
Mat1a	YDR502C
Mat1a	YLR180W
Mat1a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Mat2a	YLR180W
Mat2a	YDR502C
Eef1akmt3	YNL024C
Mettl21a	YNL024C
Mettl21a	YNL024C
Mettl21e	YNL024C
Vcpkmt	YNL024C
Nedd8	YDR139C
Nedd8	YDR139C
Gapdh	YGR192C
Gapdh	YJR009C
Gapdh	YJL052W
Gm10358	YGR192C
Gm10358	YJR009C
Gm10358	YJL052W
Gm3839	YGR192C
Gm3839	YJR009C
Gm3839	YJL052W
Gapdh	YGR192C
Gapdh	YJR009C
Gapdh	YJL052W
Gapdh	YGR192C
Gapdh	YJR009C
Gapdh	YJL052W
Gapdh	YGR192C
Gapdh	YJR009C
Gapdh	YJL052W
Gapdhs	YGR192C
Gapdhs	YJR009C
Gapdhs	YJL052W
Gapdhs	YGR192C
Gapdhs	YJR009C
Gapdhs	YJL052W
Xpr1	YIL047C
Xpr1	YIL047C
Xpr1	YIL047C
Ist1	YNL265C
Rpl17	YJL177W
Rpl17	YKL180W
Gm6133	YJL177W
Gm6133	YKL180W
Copz1	YPL010W
Copz1	YPL010W
Copz1	YPL010W
Copz2	YPL010W
Copz2	YPL010W
Atp7b	YDR270W
Atp7b	YDR270W
Atp7a	YDR270W
Atp7a	YDR270W
Gk5	YHL032C
Gk5	YHL032C
Gk	YHL032C
Gk	YHL032C
Gk	YHL032C
Gk	YHL032C
Gk2	YHL032C
Gykl1	YHL032C
Eif2b5	YDR211W
Eif2b5	YDR211W
Eif2b5	YDR211W
Zfand2b	YNL155W
Zfand2b	YNL155W
Zfand2b	YNL155W
Zfand2b	YNL155W
Zfand2a	YNL155W
Zfand2a	YNL155W
Zfand2a	YNL155W
Slc25a39	YGR257C
Slc25a39	YGR257C
Slc25a39	YGR257C
Slc25a39	YGR257C
Slc25a39	YGR257C
Slc25a39	YGR257C
Slc25a39	YGR257C
Slc25a39	YGR257C
Slc25a40	YGR257C
Slc25a40	YGR257C
Slc25a40	YGR257C
Slc25a40	YGR257C
Ahcyl2	YER043C
Ahcyl2	YER043C
Ahcyl2	YER043C
Ahcyl2	YER043C
Ahcyl2	YER043C
Ahcyl2	YER043C
Ahcyl1	YER043C
Gm4737	YER043C
Ahcy	YER043C
Rab5c	YOR089C
Rab5c	YOR089C
Rab5b	YOR089C
Rab5a	YOR089C
Rpl15	YMR121C
Rpl15	YLR029C
Rpl15	YMR121C
Rpl15	YLR029C
Rpl15	YMR121C
Rpl15	YLR029C
Rpl15	YMR121C
Rpl15	YLR029C
Rpl15	YMR121C
Rpl15	YLR029C
Cndp2	YFR044C
Cndp2	YFR044C
Cndp1	YFR044C
Ctdspl2	YLL010C
Ctdspl2	YLR019W
Ctdspl2	YLL010C
Ctdspl2	YLR019W
Ctdspl2	YLL010C
Ctdspl2	YLR019W
Ctdspl2	YLL010C
Ctdspl2	YLR019W
Ctdsp2	YLL010C
Ctdsp2	YLR019W
Ctdsp2	YLL010C
Ctdsp2	YLR019W
Ctdspl	YLL010C
Ctdspl	YLR019W
Ctdspl	YLL010C
Ctdspl	YLR019W
Ctdsp1	YLL010C
Ctdsp1	YLR019W
Uros	YOR278W
Uros	YOR278W
Uros	YOR278W
Uros	YOR278W
Uros	YOR278W
Uros	YOR278W
Uros	YOR278W
Uros	YOR278W
Usf2	YJR060W
Stxbp3	YDR164C
Stxbp2	YDR164C
Stxbp2	YDR164C
Stxbp1	YDR164C
Stxbp1	YDR164C
Amt	YDR019C
Sec31b	YDL195W
Nadk	YJR049C
Nadk	YEL041W
Nadk	YJR049C
Nadk	YEL041W
Nadk	YJR049C
Nadk	YEL041W
Pgam1	YKL152C
Pgam1	YDL021W
Pgam1	YOL056W
Pgam2	YKL152C
Pgam2	YDL021W
Pgam2	YOL056W
Bpgm	YKL152C
Bpgm	YDL021W
Bpgm	YOL056W
Bpgm	YKL152C
Bpgm	YDL021W
Bpgm	YOL056W
Bpgm	YKL152C
Bpgm	YDL021W
Bpgm	YOL056W
Bpgm	YKL152C
Bpgm	YDL021W
Bpgm	YOL056W
Cox6b2	YLR038C
Cox6b2	YLR038C
Cox6b2	YLR038C
Cox6b2	YLR038C
Cox6b2	YLR038C
Cox6b2	YLR038C
Cox6b2	YLR038C
Cox6b2	YLR038C
Cox6b1	YLR038C
Cox6b1	YLR038C
Yif1a	YNL263C
Yif1b	YNL263C
Yif1b	YNL263C
Yif1b	YNL263C
Yif1b	YNL263C
Yif1b	YNL263C
Gfm1	YLR069C
Gfm2	YJL102W
Gfm2	YJL102W
Gfm2	YJL102W
Gfm2	YJL102W
Gfm2	YJL102W
Gfm2	YJL102W
Gfm2	YJL102W
Taf9b	YMR236W
Taf9b	YMR236W
Taf9b	YMR236W
Taf9	YMR236W
Taf9	YMR236W
Taf9	YMR236W
Ak6	YMR236W
Taf9	YMR236W
Taf9	YMR236W
Ermp1	YBR074W
Ermp1	YBR074W
Ermp1	YBR074W
Taz	YPR140W
Yipf3	YGL161C
Yipf1	YGL161C
Ppp4r3b	YNL201C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Ldah	YPR147C
Folh1	YJR126C
Folh1	YJR126C
Naalad2	YJR126C
Naalad2	YJR126C
Naalad2	YJR126C
Rps10	YOR293W
Rps10	YMR230W
Gm49804	YOR293W
Gm49804	YMR230W
Rps10	YOR293W
Rps10	YMR230W
Rps10	YOR293W
Rps10	YMR230W
Rps10	YOR293W
Rps10	YMR230W
Rps10	YOR293W
Rps10	YMR230W
Rps10	YOR293W
Rps10	YMR230W
Enpp3	YEL016C
Enpp3	YCR026C
Enpp3	YEL016C
Enpp3	YCR026C
Enpp1	YEL016C
Enpp1	YCR026C
Enpp1	YEL016C
Enpp1	YCR026C
Enpp2	YEL016C
Enpp2	YCR026C
Enpp5	YEL016C
Enpp5	YCR026C
Enpp5	YEL016C
Enpp5	YCR026C
Enpp4	YEL016C
Enpp4	YCR026C
Enpp4	YEL016C
Enpp4	YCR026C
Enpp7	YEL016C
Enpp7	YCR026C
Enpp7	YEL016C
Enpp7	YCR026C
Enpp5	YEL016C
Enpp5	YCR026C
Cap1	YNL138W
Cap1	YNL138W
Cap1	YNL138W
Cap2	YNL138W
Cap2	YNL138W
Cap2	YNL138W
Cap2	YNL138W
Synj2	YNL106C
Synj2	YOR109W
Synj2	YIL002C
Synj2	YNL106C
Synj2	YOR109W
Synj2	YIL002C
Synj2	YNL106C
Synj2	YOR109W
