NCU00919	YGL171W
NCU09322	YBL061C
NCU09322	YER096W
NCU02351	YDL203C
NCU02592	YDL203C
NCU05649	YER185W
NCU05649	YGR213C
NCU05649	YLR046C
NCU05209	YER185W
NCU05209	YGR213C
NCU05209	YLR046C
NCU02363	YER185W
NCU02363	YGR213C
NCU02363	YLR046C
NCU02934	YHR178W
NCU08652	YHR178W
NCU08651	YLR014C
NCU07669	YLR014C
NCU07059	YGR263C
NCU03903	YGR263C
NCU06152	YGR263C
NCU07597	YGR263C
NCU11352	YGR263C
NCU07966	YDR038C
NCU07966	YDR040C
NCU07966	YDR039C
NCU08147	YDR038C
NCU08147	YDR040C
NCU08147	YDR039C
NCU05046	YDR038C
NCU05046	YDR040C
NCU05046	YDR039C
NCU09672	YLR213C
NCU08072	YGR189C
NCU05974	YGR189C
NCU09117	YGR189C
NCU06986	YOL084W
NCU06986	YMR266W
NCU08776	YOL084W
NCU08776	YMR266W
NCU08316	YLL005C
NCU04068	YHR147C
NCU03416	YPL128C
NCU01007	YER050C
NCU00554	YDR158W
NCU07076	YLR144C
NCU07076	YNR067C
NCU00360	YLR290C
NCU00575	YDR516C
NCU00575	YCL040W
NCU05420	YGL148W
NCU07725	YPR060C
NCU09610	YOR165W
NCU03926	YDR175C
NCU09539	YNL081C
NCU07837	YJR035W
NCU03740	YKL034W
NCU07456	YBR256C
NCU01666	YCL009C
NCU07507	YDR379C-A
NCU09371	YOL143C
NCU04111	YLR361C
NCU07879	YMR177W
NCU07879	YPL224C
NCU06269	YNL116W
NCU06269	YHR115C
NCU07578	YPR128C
NCU00316	YPR128C
NCU05775	YKL146W
NCU05775	YNL101W
NCU03783	YKL146W
NCU03783	YNL101W
NCU04230	YER065C
NCU02481	YPR006C
NCU05683	YJR016C
NCU04579	YJR016C
NCU08771	YMR108W
NCU07982	YMR108W
NCU01957	YPL036W
NCU01957	YGL008C
NCU01680	YPL036W
NCU01680	YGL008C
NCU07543	YNL039W
NCU07334	YBL042C
NCU07334	YIR028W
NCU07334	YBR021W
NCU06038	YPL183W-A
NCU03139	YCL030C
NCU02019	YHR009C
NCU09535	YHR009C
NCU07001	YNL277W
NCU11368	YCL050C
NCU11368	YDR530C
NCU09817	YDR035W
NCU05548	YBR249C
NCU08292	YJL163C
NCU01976	YHL024W
NCU07166	YOR340C
NCU02618	YLR191W
NCU00030	YJL208C
NCU09500	YOR144C
NCU11399	YOR149C
NCU04743	YBR094W
NCU08356	YDR242W
NCU08803	YDR242W
NCU01816	YIR029W
NCU05392	YOL141W
NCU05257	YCR096C
NCU05257	YCL067C
NCU05257	YCR039C
NCU08402	YMR318C
NCU08402	YCR105W
NCU04823	YMR318C
NCU04823	YCR105W
NCU00260	YMR318C
NCU00260	YCR105W
NCU01517	YIL099W
NCU08746	YIL099W
NCU09805	YIL099W
NCU08131	YIL099W
NCU01562	YLL057C
NCU07819	YLL057C
NCU07610	YLL057C
NCU09800	YLL057C
NCU08110	YJL012C
NCU01745	YPL019C
NCU01745	YFL004W
NCU01989	YOL048C
NCU01989	YAL018C
NCU01989	YOL047C
NCU05053	YOL048C
NCU05053	YAL018C
NCU05053	YOL047C
NCU08891	YDR423C
NCU07379	YDR423C
NCU01994	YDR423C
NCU03905	YDR423C
NCU10675	YGR055W
NCU04942	YGR055W
NCU07754	YGR055W
NCU02195	YGR055W
NCU02397	YLR134W
NCU02397	YLR044C
NCU02397	YGR087C
NCU02397	YDL080C
NCU02425	YNL047C
NCU02425	YIL105C
NCU02425	YGR097W
NCU02425	YPR115W
NCU02430	YML082W
NCU02430	YJR130C
NCU08117	YML082W
NCU08117	YJR130C
NCU05093	YML082W
NCU05093	YJR130C
NCU02576	YIR023W
NCU08000	YIR023W
NCU03643	YIR023W
NCU05994	YIR023W
NCU06042	YJR051W
NCU06042	YEL047C
NCU08124	YJR051W
NCU08124	YEL047C
NCU02580	YJR051W
NCU02580	YEL047C
NCU02668	YIL123W
NCU02668	YNL066W
NCU02668	YJL116C
NCU02668	YKR042W
NCU03141	YOL011W
NCU03141	YMR006C
NCU03141	YMR008C
NCU03141	YNL012W
NCU05239	YBR038W
NCU03611	YNL192W
NCU04251	YNL192W
NCU09324	YBR023C
NCU04352	YBR023C
NCU04350	YBR023C
NCU05268	YBR023C
NCU08936	YCL048W
NCU08936	YDR522C
NCU08936	YBR078W
NCU08936	YDR055W
NCU09345	YFL058W
NCU09345	YNL332W
NCU09345	YJR156C
NCU09345	YDL244W
NCU00092	YGR271C-A
NCU01845	YDR051C
NCU06465	YDR297W
NCU01797	YCR091W
NCU05589	YMR140W
NCU02660	YGL010W
NCU02060	YHR134W
NCU09226	YHR134W
NCU02591	YPL189W
NCU02591	YGL084C
NCU08827	YGR205W
NCU01210	YNR033W
NCU06714	YNR033W
NCU11098	YNL011C
NCU10468	YMR062C
NCU06262	YPL279C
NCU06262	YOR390W
NCU03979	YGR286C
NCU03094	YBR268W
NCU06512	YER091C
NCU02623	YNR018W
NCU00114	YDR041W
NCU00556	YDL224C
NCU00556	YNL197C
NCU04840	YPR185W
NCU09711	YNL212W
NCU08878	YML064C
NCU07174	YCL010C
NCU02416	YNR008W
NCU03188	YML086C
NCU03608	YLR355C
NCU01371	YHR100C
NCU04171	YDR237W
NCU01004	YGR170W
NCU10007	YNL117W
NCU10007	YIR031C
NCU02184	YLR286C
NCU04500	YLR286C
NCU00605	YKL027W
NCU00605	YHR003C
NCU08661	YIL145C
NCU06110	YGR144W
NCU08296	YNL137C
NCU02951	YMR158W
NCU08728	YNR037C
NCU05290	YML106W
NCU05290	YMR271C
NCU06659	YGR210C
NCU04430	YBR286W
NCU09600	YDL086W
NCU03468	YOL137W
NCU05394	YOL137W
NCU00106	YDR300C
NCU00106	YHR033W
NCU03497	YER145C
NCU03497	YBR207W
NCU00713	YGL037C
NCU09870	YMR014W
NCU01817	YPR089W
NCU16682	YDR179W-A
NCU02468	YKL008C
NCU02468	YHL003C
NCU00008	YKL008C
NCU00008	YHL003C
NCU00586	YML052W
NCU00586	YDL222C
NCU00586	YNL194C
NCU00609	YJR075W
NCU08232	YJR075W
NCU07338	YJR075W
NCU02071	YHR097C
NCU02071	YDR348C
NCU00687	YHR097C
NCU00687	YDR348C
NCU00974	YBR014C
NCU00974	YPL156C
NCU00974	YDL010W
NCU08579	YPL072W
NCU01457	YDL122W
NCU01540	YJL198W
NCU01540	YCR037C
NCU01540	YNR013C
NCU01735	YCR021C
NCU01735	YBR054W
NCU01735	YDR033W
NCU01996	YMR063W
NCU01996	YFR012W
NCU01996	YOL019W
NCU02190	YPL145C
NCU02190	YOR237W
NCU08578	YPL145C
NCU08578	YOR237W
NCU02597	YJL213W
NCU06400	YJL213W
NCU09670	YJL213W
NCU02671	YER130C
NCU02671	YKL062W
NCU02671	YMR037C
NCU02750	YJL016W
NCU02750	YNL278W
NCU02750	YLR187W
NCU02794	YGR266W
NCU03220	YGR266W
NCU03079	YGR266W
NCU02932	YHR132W-A
NCU02932	YNL157W
NCU03860	YHR132W-A
NCU03860	YNL157W
NCU06762	YJL183W
NCU03055	YDR245W
NCU03213	YJR061W
NCU03213	YKL201C
NCU06792	YJR061W
NCU06792	YKL201C
NCU03263	YML072C
NCU03263	YOR086C
NCU03263	YNL087W
NCU03601	YLR414C
NCU03601	YKL187C
NCU03601	YLR413W
NCU09915	YHR124W
NCU03725	YHR124W
NCU04729	YHR124W
NCU03863	YOR049C
NCU05068	YOR049C
NCU04218	YOR049C
NCU03887	YGR068C
NCU03887	YOR018W
NCU03887	YFR022W
NCU03914	YLR300W
NCU03914	YOR190W
NCU03914	YDR261C
NCU04329	YJL042W
NCU04329	YPL137C
NCU04329	YOR227W
NCU04830	YMR021C
NCU04830	YPR008W
NCU04830	YGL166W
NCU06071	YDL144C
NCU04832	YDL144C
NCU09079	YDL144C
NCU04847	YNL289W
NCU04847	YDL127W
NCU04847	YDL179W
NCU05564	YLR324W
NCU05564	YGR004W
NCU05564	YBR168W
NCU09326	YGR282C
NCU06381	YGR282C
NCU09175	YGR282C
NCU06648	YER114C
NCU06648	YBL085W
NCU07389	YER114C
NCU07389	YBL085W
NCU06871	YMR306W
NCU06871	YGR032W
NCU06871	YLR342W
NCU06910	YOR008C
NCU06910	YOL105C
NCU06910	YNL283C
NCU07500	YBR162C
NCU07499	YBR162C
NCU07501	YBR162C
NCU07691	YDR444W
NCU07691	YDL109C
NCU07691	YGL144C
NCU07922	YNL014W
NCU09903	YPL226W
NCU07985	YMR155W
NCU16534	YDL054C
NCU08066	YIL088C
NCU08066	YER119C
NCU08066	YBL089W
NCU04309	YFR007W
NCU02565	YKL162C
NCU02705	YLR393W
NCU01338	YOR238W
NCU08022	YER168C
NCU08671	YMR220W
NCU05202	YDL183C
NCU08028	YOL032W
NCU11307	YLR220W
NCU04613	YOR131C
NCU00150	YIL020C
NCU03730	YMR283C
NCU05200	YNL123W
NCU09794	YMR315W
NCU03166	YAR015W
NCU02371	YPL246C
NCU07442	YHR039C
NCU04363	YGR186W
NCU03649	YJR052W
NCU04323	YLR420W
NCU08410	YMR193W
NCU02369	YJR153W
NCU09873	YKR097W
NCU06966	YGR203W
NCU06365	YDR291W
NCU08417	YDL076C
NCU06403	YPR155C
NCU03813	YOR388C
NCU11201	YKR043C
NCU01324	YGR149W
NCU01761	YGR215W
NCU09909	YHL016C
NCU08007	YCR019W
NCU02497	YEL055C
NCU10044	YKL114C
NCU02381	YER026C
NCU09770	YBL015W
NCU09699	YJL127C
NCU01985	YJR010W
NCU02632	YGR125W
NCU04354	YDR332W
NCU11173	YPL214C
NCU01768	YMR196W
NCU01852	YPR201W
NCU01256	YNL191W
NCU02005	YPR167C
NCU02159	YDL213C
NCU06205	YCR084C
NCU00076	YCL036W
NCU00076	YDR514C
NCU00164	YPL216W
NCU00164	YGL133W
NCU00215	YPL067C
NCU16489	YPL067C
NCU00295	YBR216C
NCU00295	YGL060W
NCU00344	YLR451W
NCU02094	YLR451W
NCU00379	YCR067C
NCU00379	YNR026C
NCU01724	YLR138W
NCU00430	YLR138W
NCU00495	YHR155W
NCU00495	YNL257C
NCU00590	YPR172W
NCU00590	YLR456W
NCU01695	YNL251C
NCU00806	YNL251C
NCU00897	YKL072W
NCU00897	YMR053C
NCU00914	YPL141C
NCU00914	YOR233W
NCU01121	YPL239W
NCU16418	YPL239W
NCU01122	YPR022C
NCU05242	YPR022C
NCU01218	YHR199C
NCU01218	YHR198C
NCU01231	YKL217W
NCU07607	YKL217W
NCU09519	YJR096W
NCU01233	YJR096W
NCU01414	YKL043W
NCU01414	YMR016C
NCU01548	YHR138C
NCU01548	YNL015W
NCU01748	YFL010C
NCU01645	YFL010C
NCU01722	YIR033W
NCU01722	YKL020C
NCU01777	YLR177W
NCU01777	YDR505C
NCU01814	YHR142W
NCU05720	YHR142W
NCU01862	YAL034C
NCU01862	YOR338W
NCU01883	YDR388W
NCU04637	YDR388W
NCU01940	YCR008W
NCU06179	YCR008W
NCU03621	YDR150W
NCU01953	YDR150W
NCU01958	YCL066W
NCU01958	YCR040W
NCU02010	YNL104C
NCU02010	YOR108W
NCU02096	YGR234W
NCU10051	YGR234W
NCU02282	YKL004W
NCU02282	YDR072C
NCU02315	YDR026C
NCU02315	YBR049C
NCU02358	YBR214W
NCU02358	YGL056C
NCU07495	YGR086C
NCU02540	YGR086C
NCU03054	YBR007C
NCU08606	YBR007C
NCU07290	YMR091C
NCU03064	YMR091C
NCU03241	YLR449W
NCU03241	YML074C
NCU08307	YPL133C
NCU03352	YPL133C
NCU03532	YNL027W
NCU07952	YNL027W
NCU06281	YMR162C
NCU03592	YMR162C
NCU03696	YCL026C-A
NCU03696	YCL026C-B
NCU03928	YJR054W
NCU03928	YML047C
NCU03975	YPL038W
NCU03975	YDR253C
NCU04212	YKL133C
NCU04212	YMR115W
NCU04221	YDR001C
NCU04221	YBR001C
NCU04373	YGR014W
NCU04373	YDR420W
NCU04466	YNL335W
NCU04466	YFL061W
NCU04479	YDR415C
NCU04994	YDR415C
NCU04511	YMR237W
NCU04511	YOR299W
NCU04561	YOR363C
NCU04561	YAL051W
NCU04639	YGR131W
NCU04639	YPR149W
NCU04653	YIL067C
NCU06085	YIL067C
NCU04747	YDR122W
NCU04747	YLR096W
NCU04827	YBR033W
NCU04827	YKL038W
NCU04887	YBR015C
NCU04887	YJL186W
NCU04990	YPL026C
NCU04990	YDR247W
NCU05079	YKR093W
NCU08738	YKR093W
NCU05391	YJR077C
NCU05390	YJR077C
NCU05457	YNL052W
NCU05457	YIL111W
NCU05542	YJR133W
NCU05542	YDR399W
NCU11324	YPR097W
NCU05560	YPR097W
NCU05565	YAL011W
NCU06928	YAL011W
NCU05859	YEL023C
NCU05694	YEL023C
NCU05721	YKR021W
NCU05721	YJL084C
NCU07293	YGL215W
NCU05726	YGL215W
NCU05939	YER066W
NCU05939	YFL009W
NCU06043	YCR010C
NCU06043	YNR002C
NCU09886	YHR067W
NCU06180	YHR067W
NCU06199	YPR042C
NCU06199	YJR091C
NCU06256	YNL108C
NCU06256	YOR110W
NCU06276	YJL083W
NCU06276	YKR019C
NCU06361	YDR233C
NCU06361	YDL204W
NCU06399	YDR259C
NCU06399	YOR028C
NCU06425	YJR115W
NCU06425	YBL043W
NCU07883	YPL184C
NCU06459	YPL184C
NCU06864	YEL007W
NCU06864	YHR177W
NCU06907	YDR146C
NCU06907	YLR131C
NCU07158	YPR157W
NCU07158	YGR141W
NCU10125	YPR200C
NCU07197	YPR200C
NCU07587	YDL056W
NCU07246	YDL056W
NCU07572	YNL144C
NCU07572	YHR131C
NCU07724	YJL112W
NCU07724	YKR036C
NCU07761	YBR161W
NCU07761	YPL057C
NCU07836	YDR197W
NCU07836	YHR063C
NCU07869	YHR133C
NCU07869	YNL156C
NCU07911	YJL082W
NCU07911	YKR018C
NCU07955	YOR147W
NCU07955	YHR194W
NCU08939	YEL036C
NCU08024	YEL036C
NCU08372	YLR020C
NCU08372	YLL012W
NCU08594	YDR213W
NCU08594	YLR228C
NCU08602	YPR170W-B
NCU08602	YPR169W-A
NCU09108	YGR273C
NCU09108	YMR295C
NCU09243	YGR009C
NCU09243	YMR017W
NCU09319	YML034W
NCU09319	YDR458C
NCU09360	YGR212W
NCU09639	YGR212W
NCU09449	YPL228W
NCU09449	YMR180C
NCU09466	YLR108C
NCU09466	YDR132C
NCU09860	YML109W
NCU09860	YMR273C
NCU10436	YMR305C
NCU10436	YGR279C
NCU16947	YNL094W
NCU11176	YNL094W
NCU11322	YDR501W
NCU11322	YLR183C
NCU11427	YOR042W
NCU11427	YDR273W
NCU00006	YAR014C
NCU00007	YNL294C
NCU00027	YMR059W
NCU00029	YKL175W
NCU00033	YPR153W
NCU00041	YJR086W
NCU00064	YNL233W
NCU00083	YDR169C
NCU00090	YHL027W
NCU00101	YCL052C
NCU00151	YIL019W
NCU00152	YJR092W
NCU00161	YJR098C
NCU00211	YKL138C
NCU00225	YLR150W
NCU00237	YGL248W
NCU00273	YJL039C
NCU00340	YHR084W
NCU00357	YGL219C
NCU00395	YLR203C
NCU00427	YEL015W
NCU00431	YNL131W
NCU00436	YBR179C
NCU00444	YPL129W
NCU00445	YDR421W
NCU00461	YDL215C
NCU00468	YBR166C
NCU00502	YPL078C
NCU00506	YMR123W
NCU00522	YHR112C
NCU00571	YGL242C
NCU00589	YBR287W
NCU00599	YKL155C
NCU00600	YIL118W
NCU00628	YER022W
NCU00641	YJL003W
NCU00644	YPR020W
NCU00649	YOR209C
NCU00665	YHR202W
NCU00675	YMR212C
NCU00680	YPR002W
NCU00689	YBL086C
NCU00692	YHR064C
NCU00717	YJL108C
NCU00737	YKR065C
NCU00758	YHL008C
NCU00830	YLR411W
NCU00952	YMR225C
NCU00963	YKR080W
NCU00965	YML055W
NCU01101	YOL026C
NCU01149	YML079W
NCU01163	YKL069W
NCU01184	YDL209C
NCU01203	YDR412W
NCU01216	YJR090C
NCU01252	YMR100W
NCU01254	YNR039C
NCU01255	YOR211C
NCU01279	YIL090W
NCU01294	YJR062C
NCU01304	YOR017W
NCU01329	YLR063W
NCU01362	YFL013C
NCU01470	YEL013W
NCU01473	YDR322W
NCU01485	YPL173W
NCU01489	YDL235C
NCU01584	YJR053W
NCU01640	YDL020C
NCU01650	YKL167C
NCU01689	YMR241W
NCU01780	YJR055W
NCU01793	YDR381W
NCU01799	YBR233W-A
NCU01856	YFL031W
NCU01878	YLR309C
NCU01884	YGR042W
NCU01894	YGR165W
NCU01911	YNL272C
NCU01945	YOR155C
NCU01982	YNL080C
NCU02013	YFR011C
NCU02026	YDR229W
NCU02064	YGR235C
NCU02067	YOL009C
NCU02118	YOL003C
NCU02168	YDR090C
NCU02233	YIR007W
NCU02245	YPL150W
NCU02267	YLR077W
NCU02276	YBR081C
NCU02277	YJR112W-A
NCU02367	YMR265C
NCU02378	YCR061W
NCU02415	YIL108W
NCU02473	YGR119C
NCU02530	YLL009C
NCU02579	YDR262W
NCU02599	YDL072C
NCU02635	YPL050C
NCU02681	YBR171W
NCU02684	YMR044W
NCU02690	YNL115C
NCU02765	YHR087W
NCU02804	YGR076C
NCU02833	YOR296W
NCU02899	YJL123C
NCU02940	YIL039W
NCU02941	YER010C
NCU02978	YBL007C
NCU02996	YDR452W
NCU03008	YDR493W
NCU03021	YGL045W
NCU03028	YMR276W
NCU03041	YJR141W
NCU03045	YLR084C
NCU03059	YDR191W
NCU03096	YPL011C
NCU03113	YDR162C
NCU03118	YIR034C
NCU03193	YPR063C
NCU03200	YHR205W
NCU03230	YNL306W
NCU03237	YMR055C
NCU03343	YIL093C
NCU03368	YNL259C
NCU03381	YOR311C
NCU03405	YDR016C
NCU03423	YLR250W
NCU03462	YLR352W
NCU03516	YCR003W
NCU03517	YGL213C
NCU03537	YDR254W
NCU03561	YDL198C
NCU03658	YJL204C
NCU03660	YKL051W
NCU03662	YNL085W
NCU03678	YMR171C
NCU03712	YKL098W
NCU03850	YIR032C
NCU03862	YDR058C
NCU03883	YER072W
NCU03885	YOR023C
NCU03908	YER004W
NCU03909	YKR062W
NCU03925	YOR084W
NCU03968	YEL019C
NCU04007	YKR082W
NCU04050	YEL009C
NCU04082	YIL098C
NCU04143	YKL116C
NCU04179	YOR113W
NCU04188	YOL129W
NCU04189	YGR229C
NCU04192	YKL103C
NCU04198	YPR018W
NCU04225	YKR085C
NCU04246	YMR289W
NCU04273	YNL175C
NCU04274	YIR011C
NCU04317	YOR021C
NCU04320	YPL254W
NCU04335	YNL183C
NCU04337	YDR346C
NCU04381	YLR137W
NCU04388	YDL046W
NCU04410	YJL087C
NCU04415	YML128C
NCU04427	YCR030C
NCU04512	YJR140C
NCU04580	YPR139C
NCU04601	YIL140W
NCU04644	YGR147C
NCU04724	YCL034W
NCU04760	YMR071C
NCU04764	YDR316W
NCU04777	YGL159W
NCU04789	YGL164C
NCU04809	YCR098C
NCU04986	YDR362C
NCU05007	YPL054W
NCU05067	YNL051W
NCU05077	YBR290W
NCU05195	YJL049W
NCU05203	YDL133W
NCU05211	YBR156C
NCU05220	YDR377W
NCU05226	YDR061W
NCU05237	YDR367W
NCU05248	YOR215C
NCU05263	YDR308C
NCU05266	YLL032C
NCU05280	YKL052C
NCU05304	YOR198C
NCU05343	YBL051C
NCU05360	YNL321W
NCU05426	YDR267C
NCU05517	YJR144W
NCU05539	YGR247W
NCU05686	YEL040W
NCU05706	YIR038C
NCU05771	YOR352W
NCU05816	YDL067C
NCU05979	YBR095C
NCU05985	YBL011W
NCU05986	YBR151W
NCU05989	YFR033C
NCU06021	YPR169W
NCU06066	YDL045W-A
NCU06076	YIL156W-B
NCU06088	YOR252W
NCU06090	YKL082C
NCU06118	YJL010C
NCU06193	YLL006W
NCU06200	YNR021W
NCU06201	YBL001C
NCU06209	YCL012C
NCU06227	YBR141C
NCU06246	YGL064C
NCU06259	YDL113C
NCU06271	YML020W
NCU06312	YDL035C
NCU06331	YAL009W
NCU06339	YIL101C
NCU06369	YNL181W
NCU06436	YCR068W
NCU06446	YBR279W
NCU06463	YAL034W-A
NCU06485	YNL248C
NCU06540	YCR077C
NCU06546	YDR393W
NCU06554	YNL010W
NCU06637	YDR479C
NCU06651	YOR052C
NCU06703	YNL291C
NCU06706	YHR187W
NCU06715	YDR407C
NCU06748	YIL157C
NCU06786	YMR286W
NCU06801	YDR428C
NCU06842	YBR112C
NCU06878	YGR113W
NCU06968	YLL023C
NCU06974	YFR025C
NCU06981	YHL028W
NCU07012	YJL020C
NCU07018	YPL116W
NCU07020	YOR132W
NCU07170	YIR030C
NCU07282	YKL054C
NCU07295	YJL054W
NCU07307	YKL182W
NCU07308	YPL231W
NCU07329	YOR174W
NCU07378	YFL033C
NCU07383	YDR176W
NCU07386	YJR101W
NCU07403	YDL212W
NCU07412	YGL131C
NCU07417	YKR088C
NCU07435	YLR330W
NCU07481	YOR188W
NCU07504	YCL038C
NCU07531	YBR295W
NCU07558	YDL001W
NCU07571	YJR112W
NCU07585	YBR213W
NCU07655	YGL172W
NCU07682	YJL071W
NCU07714	YDL063C
NCU07727	YDR100W
NCU07739	YNL237W
NCU07793	YDR470C
NCU07795	YPR143W
NCU07824	YAL010C
NCU07935	YBL107C
NCU08045	YGR157W
NCU08067	YER118C
NCU08093	YML081C-A
NCU08161	YNL206C
NCU08177	YJL057C
NCU08278	YMR166C
NCU08299	YMR024W
NCU08343	YOR301W
NCU08365	YBR193C
NCU08369	YBL029C-A
NCU08370	YFR048W
NCU08374	YFR016C
NCU08377	YJL005W
NCU08425	YJR124C
NCU08468	YLR319C
NCU08484	YPR135W
NCU08611	YGL252C
NCU08682	YNL091W
NCU08736	YCL047C
NCU08743	YBR106W
NCU08766	YLR423C
NCU08807	YGL035C
NCU08840	YMR033W
NCU08860	YLR104W
NCU08879	YDR217C
NCU08898	YDR234W
NCU08909	YMR307W
NCU08947	YJL166W
NCU08959	YPL260W
NCU08961	YNL054W
NCU08992	YDR079W
NCU09010	YDR124W
NCU09048	YMR268C
NCU09085	YHR071W
NCU09107	YGR105W
NCU09130	YAL013W
NCU09143	YDR322C-A
NCU09204	YGL247W
NCU09208	YLR055C
NCU09212	YLR248W
NCU09250	YBL059C-A
NCU09291	YPR037C
NCU09310	YDR028C
NCU09337	YNL279W
NCU09382	YDR161W
NCU09514	YOR322C
NCU09528	YER002W
NCU09537	YFL047W
NCU09552	YNL273W
NCU09561	YOL146W
NCU09598	YMR302C
NCU09599	YDR512C
NCU09733	YMR244W
NCU09825	YLL002W
NCU09826	YLR312W-A
NCU09852	YBR096W
NCU10036	YOR216C
NCU10381	YGL114W
NCU10518	YOR043W
NCU10747	YMR129W
NCU10897	YDR320C-A
NCU11000	YBR215W
NCU11027	YOL098C
NCU11241	YGL085W
NCU11345	YPL118W
NCU11369	YIL041W
NCU12100	YLR218C
NCU12112	YGL136C
NCU16329	YMR002W
NCU16368	YGL196W
NCU16397	YGL122C
NCU16511	YBR022W
NCU16549	YMR126C
NCU16725	YOR087W
NCU16779	YKL014C
NCU16890	YJL025W
NCU16891	YOR305W
NCU16952	YLR099W-A
NCU16968	YOR037W
