CG5589	YGL171W
VhaM9.7-b	YCL005W-A
VhaM9.7-c	YCL005W-A
VhaM9.7-a	YCL005W-A
VhaM9.7-a	YCL005W-A
Aps	YOR163W
Aps	YOR163W
Aps	YOR163W
GMF	YDR063W
cnk	YCL032W
cnk	YCL032W
tweek	YLR087C
tweek	YLR087C
tweek	YLR087C
tweek	YLR087C
tweek	YLR087C
tweek	YLR087C
CG12362	YKR017C
CG12362	YKR017C
ari-1	YKR017C
ari-1	YKR017C
ari-1	YKR017C
ari-1	YKR017C
ari-1	YKR017C
ari-1	YKR017C
CG1582	YLR419W
CG1582	YLR419W
Rhau	YLR419W
Rhau	YLR419W
CG4572	YGL203C
CG4572	YGL203C
CG4572	YGL203C
Papss	YKL001C
Papss	YKL001C
Papss	YKL001C
Papss	YKL001C
Papss	YKL001C
Papss	YKL001C
Papss	YKL001C
Papss	YKL001C
r	YJL130C
r	YJL130C
r	YJL130C
Hydr1	YBR177C
Hydr1	YPL095C
Hydr1	YMR210W
Hydr1	YBR177C
Hydr1	YPL095C
Hydr1	YMR210W
Hydr1	YBR177C
Hydr1	YPL095C
Hydr1	YMR210W
Hydr1	YBR177C
Hydr1	YPL095C
Hydr1	YMR210W
Hydr1	YBR177C
Hydr1	YPL095C
Hydr1	YMR210W
Gs1	YPR035W
Gs1	YPR035W
Gs1	YPR035W
Gs2	YPR035W
Gs2	YPR035W
Gs2	YPR035W
Gs2	YPR035W
Gs2	YPR035W
Gs2	YPR035W
tomboy40	YMR203W
Tom40	YMR203W
Tom40	YMR203W
Tom40	YMR203W
RpS2	YGL123W
RpS2	YGL123W
RpS2	YGL123W
Atg8b	YBL078C
Atg8b	YBL078C
Atg8a	YBL078C
Atg8a	YBL078C
Atg8a	YBL078C
CG8417	YER003C
ncm	YGR278W
ThrRS	YKL194C
ThrRS	YIL078W
ThrRS	YKL194C
ThrRS	YIL078W
ThrRS	YKL194C
ThrRS	YIL078W
ThrRS	YKL194C
ThrRS	YIL078W
RpL40	YKR094C
RpL40	YIL148W
RpL40	YKR094C
RpL40	YIL148W
CG8036	YBR117C
CG8036	YPR074C
CG8036	YBR117C
CG8036	YPR074C
CG8036	YBR117C
CG8036	YPR074C
CG5103	YBR117C
CG5103	YPR074C
CG7927	YDR333C
CG7927	YDR333C
CG7927	YDR333C
sesB	YBL030C
sesB	YBR085W
sesB	YMR056C
sesB	YBL030C
sesB	YBR085W
sesB	YMR056C
sesB	YBL030C
sesB	YBR085W
sesB	YMR056C
sesB	YBL030C
sesB	YBR085W
sesB	YMR056C
sesB	YBL030C
sesB	YBR085W
sesB	YMR056C
Ant2	YBL030C
Ant2	YBR085W
Ant2	YMR056C
Ant2	YBL030C
Ant2	YBR085W
Ant2	YMR056C
Ant2	YBL030C
Ant2	YBR085W
Ant2	YMR056C
Sod2	YHR008C
Sod2	YHR008C
CG4858	YIL003W
PIG-A	YPL175W
PIG-A	YPL175W
Vps28	YPL065W
Vps28	YPL065W
CG8132	YLR351C
NitFhit	YJL126W
CG14185	YJL031C
CG12007	YJL031C
CG31802	YOR257W
CG17493	YOR257W
CG17493	YOR257W
CG17493	YOR257W
AcCoAS	YAL054C
AcCoAS	YLR153C
AcCoAS	YAL054C
AcCoAS	YLR153C
AcCoAS	YAL054C
AcCoAS	YLR153C
Sfxn2	YOR271C
Sfxn1-3	YOR271C
Sfxn1-3	YOR271C
Sfxn1-3	YOR271C
Sfxn1-3	YOR271C
Frl	YIL159W
Frl	YNL271C
Frl	YIL159W
Frl	YNL271C
Frl	YIL159W
Frl	YNL271C
Frl	YIL159W
Frl	YNL271C
grp	YBR274W
grp	YBR274W
grp	YBR274W
grp	YBR274W
grp	YBR274W
Dp1	YJL080C
Dp1	YJL080C
Dp1	YJL080C
Dp1	YJL080C
Dp1	YJL080C
Dp1	YJL080C
Dp1	YJL080C
RpS15	YOL040C
RpS15	YOL040C
retn	YDL002C
retn	YDL002C
retn	YDL002C
retn	YDL002C
retn	YDL002C
Sec23	YPR181C
Sec23	YPR181C
Sec23	YPR181C
Sec23	YPR181C
Sec23	YPR181C
Sec23	YPR181C
Sec23	YPR181C
RpS15Aa	YLR367W
RpS15Aa	YJL190C
RpS15Aa	YLR367W
RpS15Aa	YJL190C
RpS15Aa	YLR367W
RpS15Aa	YJL190C
RpS15Aa	YLR367W
RpS15Aa	YJL190C
RpS15Aa	YLR367W
RpS15Aa	YJL190C
RpS15Ab	YLR367W
RpS15Ab	YJL190C
CG13223	YJR106W
CG13223	YDL206W
Gart	YGL234W
Gart	YGL234W
Gart	YGL234W
CenB1A	YDR524C
CenB1A	YDR524C
Pp2A-29B	YAL016W
Pp2A-29B	YAL016W
Pp2A-29B	YAL016W
Pp2A-29B	YAL016W
Pp2A-29B	YAL016W
CG30060	YLR179C
CG30060	YLR178C
Taf11	YML015C
Cyt-b5	YNL111C
Cyt-b5	YNL111C
CG3566	YNL111C
CG3566	YNL111C
CG3566	YNL111C
Sec61alpha	YLR378C
Sec61alpha	YLR378C
PGAP5	YDR182W
PGAP5	YDR182W
PGAP5	YDR182W
Atx2	YGR178C
Atx2	YGR178C
Atx2	YGR178C
Atx2	YGR178C
Mo25	YKL189W
Mo25	YKL189W
Tnpo	YBR017C
Tnpo	YBR017C
Tnpo	YBR017C
Tnpo	YBR017C
CG8219	YBR017C
RpL31	YDL075W
RpL31	YLR406C
RpL31	YDL075W
RpL31	YLR406C
RpL31	YDL075W
RpL31	YLR406C
Lst8	YNL006W
Rab6	YLR262C
Rab6	YLR262C
AdipoR	YOL002C
AdipoR	YDR492W
AdipoR	YOL002C
AdipoR	YDR492W
AdipoR	YOL002C
AdipoR	YDR492W
AdipoR	YOL002C
AdipoR	YDR492W
AdipoR	YOL002C
AdipoR	YDR492W
CysRS-m	YNL247W
CysRS-m	YNL247W
CysRS	YNL247W
Pect	YGR007W
Pect	YGR007W
Pect	YGR007W
Pect	YGR007W
CG7560	YPL023C
CG7560	YGL125W
RpS27	YKL156W
RpS27	YHR021C
RpS27	YKL156W
RpS27	YHR021C
RpS19b	YOL121C
RpS19b	YNL302C
RpS19b	YOL121C
RpS19b	YNL302C
RpS19a	YOL121C
RpS19a	YNL302C
RpS19a	YOL121C
RpS19a	YNL302C
RpS19a	YOL121C
RpS19a	YNL302C
RpS19a	YOL121C
RpS19a	YNL302C
RpS19a	YOL121C
RpS19a	YNL302C
Snr1	YLR321C
CG11077	YOR292C
CG11077	YLR251W
CG9018	YDR289C
CG9018	YDR289C
kto	YCR081W
kto	YCR081W
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
ctrip	YKL010C
slmo	YDR185C
slmo	YLR168C
slmo	YDR185C
slmo	YLR168C
slmo	YDR185C
slmo	YLR168C
slmo	YDR185C
slmo	YLR168C
slmo	YDR185C
slmo	YLR168C
CG7912	YLR092W
CG7912	YBR294W
CG5002	YLR092W
CG5002	YBR294W
Esp	YLR092W
Esp	YBR294W
Esp	YLR092W
Esp	YBR294W
CG6928	YLR092W
CG6928	YBR294W
CG6928	YLR092W
CG6928	YBR294W
CG6928	YLR092W
CG6928	YBR294W
CG6928	YLR092W
CG6928	YBR294W
Trf4-1	YOL115W
Trf4-1	YNL299W
Trf4-1	YOL115W
Trf4-1	YNL299W
Trf4-1	YOL115W
Trf4-1	YNL299W
Trf4-1	YOL115W
Trf4-1	YNL299W
Trf4-1	YOL115W
Trf4-1	YNL299W
Trf4-1	YOL115W
Trf4-1	YNL299W
Trf4-1	YOL115W
Trf4-1	YNL299W
Trf4-2	YOL115W
Trf4-2	YNL299W
Trf4-2	YOL115W
Trf4-2	YNL299W
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
CG11486	YKL025C
Max	YOR032C
Max	YOR032C
Max	YOR032C
stg	YMR036C
stg	YMR036C
twe	YMR036C
twe	YMR036C
twe	YMR036C
twe	YMR036C
RNaseX25	YPL123C
RpL10	YLR075W
RpL10	YLR075W
RpL10	YLR075W
Ubc6	YGL058W
Ubc6	YGL058W
Set	YNL246W
RpS18	YML026C
RpS18	YDR450W
RpS18	YML026C
RpS18	YDR450W
alc	YER027C
alc	YGL208W
alc	YER027C
alc	YGL208W
Brf	YGR246C
Brf	YGR246C
CG2862	YDL125C
CG2862	YDL125C
CG2862	YDL125C
CG32500	YKL040C
CG33502	YKL040C
CG32857	YKL040C
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
Idh	YLR174W
Idh	YNL009W
Idh	YDL066W
CG10700	YNR074C
CG4199	YNR074C
CG4199	YNR074C
CG4199	YNR074C
CG4199	YNR074C
CG4199	YNR074C
CG4199	YNR074C
CG4199	YNR074C
blw	YBL099W
shrb	YLR025W
Gpdh1	YOL059W
Gpdh1	YDL022W
Gpdh1	YOL059W
Gpdh1	YDL022W
Gpdh1	YOL059W
Gpdh1	YDL022W
Gpdh1	YOL059W
Gpdh1	YDL022W
Gpdh1	YOL059W
Gpdh1	YDL022W
Gpdh1	YOL059W
Gpdh1	YDL022W
Gpdh2	YOL059W
Gpdh2	YDL022W
RpL18	YNL301C
RpL18	YOL120C
RpL18	YNL301C
RpL18	YOL120C
RpL18	YNL301C
RpL18	YOL120C
CG3308	YMR262W
Miro	YAL048C
Miro	YAL048C
Miro	YAL048C
Miro	YAL048C
RpL29	YFR032C-A
RpL29	YFR032C-A
RpL29	YFR032C-A
Srr	YER086W
Srr	YKL218C
Srr	YER086W
Srr	YKL218C
Fpgs	YOR241W
Fpgs	YOR241W
blp	YJL104W
blp	YJL104W
CG1409	YJL104W
CG42366	YJL106W
CG42366	YJL106W
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E1	YOL139C
eIF4E5	YOL139C
eIF4E4	YOL139C
Atg18a	YFR021W
Atg18a	YFR021W
Atg18a	YFR021W
Atg18a	YFR021W
Atg18a	YFR021W
Atg18a	YFR021W
Atg18a	YFR021W
Atg18b	YFR021W
Atg18b	YFR021W
CG8314	YNL326C
Dnz1	YNL326C
Set1	YHR119W
Set1	YHR119W
Set1	YHR119W
Set1	YHR119W
Set1	YHR119W
Set1	YHR119W
Set1	YHR119W
Set1	YHR119W
Set1	YHR119W
Mms19	YIL128W
Nmnat	YGR010W
Nmnat	YLR328W
Nmnat	YGR010W
Nmnat	YLR328W
Nmnat	YGR010W
Nmnat	YLR328W
Nmnat	YGR010W
Nmnat	YLR328W
CG13890	YLR284C
CG13890	YOR180C
feo	YOR058C
sofe	YOR058C
sofe	YOR058C
qm	YPL069C
qm	YPL069C
qm	YPL069C
CG7324	YGR100W
CG7324	YGR100W
CG13784	YMR010W
CG13784	YMR010W
CG13784	YMR010W
CG13784	YMR010W
CG13784	YMR010W
CG4908	YDR375C
CG4908	YDR375C
Cul2	YDL132W
Cul2	YDL132W
Cul1	YDL132W
Cul1	YDL132W
Cul1	YDL132W
Cul1	YDL132W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Sin3A	YOL004W
Pih1D1	YHR034C
CG9149	YIL160C
yip2	YIL160C
eEF2	YOR133W
eEF2	YDR385W
eEF2	YOR133W
eEF2	YDR385W
eEF2	YOR133W
eEF2	YDR385W
CG4849	YKL173W
snf	YIR009W
Orc1	YLR442C
Orc1	YML065W
Cdc6	YJL194W
HDAC6	YNL021W
HDAC6	YNL021W
HDAC6	YNL021W
HDAC6	YNL021W
HDAC6	YNL021W
HDAC6	YNL021W
HDAC6	YNL021W
CG1640	YDR111C
CG1640	YLR089C
CG1640	YDR111C
CG1640	YLR089C
CG1640	YDR111C
CG1640	YLR089C
CG1640	YDR111C
CG1640	YLR089C
CG1640	YDR111C
CG1640	YLR089C
CG1640	YDR111C
CG1640	YLR089C
CG1640	YDR111C
CG1640	YLR089C
Pus1	YPL212C
Pus1	YGL063W
Pus1	YPL212C
Pus1	YGL063W
AP-1gamma	YPR029C
AP-1gamma	YPR029C
AP-1gamma	YPR029C
AP-1gamma	YPR029C
AP-1gamma	YPR029C
AP-1gamma	YPR029C
AP-1gamma	YPR029C
AP-1gamma	YPR029C
AP-1gamma	YPR029C
RpL34b	YIL052C
RpL34b	YER056C-A
RpL34b	YIL052C
RpL34b	YER056C-A
RpL34b	YIL052C
RpL34b	YER056C-A
RpL34b	YIL052C
RpL34b	YER056C-A
RpL34a	YIL052C
RpL34a	YER056C-A
RpL34a	YIL052C
RpL34a	YER056C-A
RpL34a	YIL052C
RpL34a	YER056C-A
Syx6	YDR468C
Syx6	YDR468C
Syx6	YDR468C
ppl	YAL044C
RpL9	YGL147C
RpL9	YNL067W
RpL9	YGL147C
RpL9	YNL067W
RpL9	YGL147C
RpL9	YNL067W
Ppcdc	YKL088W
Ppcdc	YKL088W
eIF2Bdelta	YGR083C
eIF2Bdelta	YGR083C
eIF2Bdelta	YGR083C
eIF2Bdelta	YGR083C
twr	YIR022W
Mtr4	YJL050W
tst	YLR398C
tst	YLR398C
Caf1-55	YEL056W
Caf1-55	YEL056W
Atg9	YDL149W
Atg9	YDL149W
RpS3	YNL178W
RpS3	YNL178W
mrj	YJR097W
mrj	YJR097W
mrj	YJR097W
mrj	YJR097W
mrj	YJR097W
mrj	YJR097W
mrj	YJR097W
mrj	YJR097W
spas	YPL074W
spas	YPL074W
spas	YPL074W
spas	YPL074W
spas	YPL074W
spas	YPL074W
RpS3A	YLR441C
RpS3A	YML063W
RpS3A	YLR441C
RpS3A	YML063W
RpS3A	YLR441C
RpS3A	YML063W
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
Pdk1	YOL100W
Pdk1	YDR490C
CG5793	YNL168C
CG5793	YNL168C
CG5793	YNL168C
elm	YKL190W
elm	YKL190W
CanB	YKL190W
CanB	YKL190W
CanB2	YKL190W
CanB2	YKL190W
RnrS	YJL026W
RnrS	YGR180C
lwr	YDL064W
lwr	YDL064W
lwr	YDL064W
lwr	YDL064W
twin	YAL021C
twin	YAL021C
twin	YAL021C
twin	YAL021C
twin	YAL021C
twin	YAL021C
Dak1	YKL024C
Adk1	YKL024C
Adk1	YKL024C
Trs23	YDR246W
CG4407	YDL045C
CG4407	YDL045C
CG16848	YDL045C
Gnpnat	YFL017C
Gnpnat	YFL017C
Gnpnat	YFL017C
Gnpnat	YFL017C
Gnpnat	YFL017C
Gnpnat	YFL017C
Gnpnat	YFL017C
CCT3	YJL014W
CCT3	YJL014W
CCT3	YJL014W
CCT3	YJL014W
CycC	YNL025C
SF1	YLR116W
SF1	YLR116W
SF1	YLR116W
CG10903	YCR047C
CG10903	YCR047C
CG3645	YML080W
CG3645	YML080W
CG3645	YML080W
upSET	YPL181W
upSET	YJL105W
upSET	YKR029C
upSET	YPL181W
upSET	YJL105W
upSET	YKR029C
Ostgamma	YOR085W
rho-7	YGR101W
rho-7	YGR101W
Pde9	YOR360C
Pde9	YOR360C
Pde9	YOR360C
Pde9	YOR360C
lds	YOR191W
RpL22	YLR061W
RpL22	YFL034C-A
RpL23	YER117W
RpL23	YBL087C
CG9240	YMR150C
CG9240	YMR150C
Nup358	YDR002W
Nup358	YDR002W
DNAlig1	YDL164C
CG3347	YPL138C
CG3347	YPL138C
CG4747	YLR455W
CG4747	YLR455W
CG4747	YLR455W
Vha16-1	YPL234C
Vha16-1	YEL027W
Vha16-1	YPL234C
Vha16-1	YEL027W
Vha16-1	YPL234C
Vha16-1	YEL027W
Vha16-1	YPL234C
Vha16-1	YEL027W
Vha16-3	YPL234C
Vha16-3	YEL027W
Vha16-3	YPL234C
Vha16-3	YEL027W
Vha16-2	YPL234C
Vha16-2	YEL027W
ERp60	YCL043C
ERp60	YDR518W
CG14621	YOR307C
CG14621	YJL193W
CG14621	YOR307C
CG14621	YJL193W
CG14621	YOR307C
CG14621	YJL193W
CG14621	YOR307C
CG14621	YJL193W
Pgm	YKL127W
Pgm	YMR105C
ACC	YMR207C
ACC	YNR016C
ACC	YMR207C
ACC	YNR016C
ACC	YMR207C
ACC	YNR016C
ACC	YMR207C
ACC	YNR016C
ACC	YMR207C
ACC	YNR016C
ACC	YMR207C
ACC	YNR016C
Hcs	YDL141W
Hcs	YDL141W
Hcs	YDL141W
Hcs	YDL141W
RanBP3	YIL063C
RanBP3	YIL063C
TM9SF4	YDR107C
TM9SF4	YLR083C
TM9SF4	YDR107C
TM9SF4	YLR083C
TM9SF2	YDR107C
TM9SF2	YLR083C
TM9SF2	YDR107C
TM9SF2	YLR083C
NAT1	YGL049C
NAT1	YGL049C
NAT1	YGL049C
CG11771	YCL057W
Grx1t	YDR513W
Grx1t	YCL035C
Grx1	YDR513W
Grx1	YCL035C
Grx1	YDR513W
Grx1	YCL035C
CG9344	YDR378C
SmF	YPR182W
RpS14a	YJL191W
RpS14a	YCR031C
RpS14b	YJL191W
RpS14b	YCR031C
RpS14b	YJL191W
RpS14b	YCR031C
RpS14a	YJL191W
RpS14a	YCR031C
CG1129	YDL055C
CG1129	YDL055C
CG1129	YDL055C
CG1129	YDL055C
TfIIB	YPR086W
TfIIB	YPR086W
CG11811	YDR454C
CG7685	YDR221W
CG7685	YDR221W
GCS2beta	YDR221W
GCS2beta	YDR221W
CG6225	YLL029W
CG6225	YLL029W
Pld	YKR031C
Pld	YKR031C
Pld	YKR031C
Pld	YKR031C
Pld	YKR031C
Pld	YKR031C
CG32110	YPL020C
RpL13A	YNL069C
RpL13A	YIL133C
RpL13A	YNL069C
RpL13A	YIL133C
Ate1	YGL017W
Ate1	YGL017W
Ate1	YGL017W
Ate1	YGL017W
spel1	YOL090W
spel1	YOL090W
spel1	YOL090W
spel1	YOL090W
Gfat2	YMR085W
Gfat2	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
Gfat1	YMR085W
Gfat1	YKL104C
glu	YLR086W
Tim9a	YEL020W-A
Tim9a	YEL020W-A
AsnS	YGR124W
AsnS	YPR145W
CG6951	YHR144C
CG6951	YHR144C
CG2059	YGR031W
CG2059	YGR031W
CG7456	YPR105C
Ptpa	YPL152W
Ptpa	YIL153W
CG17683	YNL240C
CG17683	YNL240C
CG17683	YNL240C
CG17683	YNL240C
SmB	YER029C
Fib	YDL014W
CG4960	YPR028W
CG4960	YPR028W
ReepB	YPR028W
ReepB	YPR028W
ReepB	YPR028W
ReepB	YPR028W
Snx1	YOR069W
Snx1	YOR069W
gkt	YBR223C
CG11208	YEL020C
EloC	YPL046C
EloC	YPL046C
Rcc1	YGL097W
Rcc1	YGL097W
Rcc1	YGL097W
CG9485	YPR184W
CG9485	YPR184W
CG9485	YPR184W
CG9485	YPR184W
CG9485	YPR184W
CG9485	YPR184W
Hmg-2	YBR089C-A
Nup93-2	YFR002W
Nup93-1	YFR002W
UQCR-C2	YPR191W
UQCR-C2	YPR191W
lok	YDL101C
lok	YDL101C
lok	YDL101C
lok	YDL101C
slmb	YIL046W
slmb	YIL046W
slmb	YIL046W
Sin1	YOL078W
CG9921	YML030W
CG9921	YML030W
Fatp	YBR041W
Fatp	YBR041W
Fatp	YBR041W
Fatp	YBR041W
CG44252	YBR041W
CG44252	YBR041W
CG44252	YBR041W
CG44253	YBR041W
Sar1	YPL218W
Sar1	YPL218W
Sar1	YPL218W
Sar1	YPL218W
bchs	YCR032W
mv	YCR032W
CG32576	YMR292W
CG32576	YMR292W
Tps1	YBR126C
Tps1	YDR074W
Tps1	YML100W
Tps1	YMR261C
CG14971	YML038C
mRpL4	YML025C
CG10628	YHR168W
Rack1	YMR116C
Rack1	YPR178W
Rack1	YMR116C
Rack1	YPR178W
Rack1	YMR116C
Rack1	YPR178W
Tim17b1	YJL143W
Tim17b2	YJL143W
Tim17b2	YJL143W
CG1724	YJL143W
Tim17b	YJL143W
Tim17b	YJL143W
Reps	YIR006C
Reps	YIR006C
Ogg1	YML060W
Taf1	YGR274C
Taf1	YGR274C
Taf1	YGR274C
Taf1	YGR274C
Taf1	YGR274C
Taf1	YGR274C
muc	YNL071W
muc	YNL071W
muc	YNL071W
muc	YNL071W
muc	YNL071W
muc	YNL071W
RpS7	YNL096C
RpS7	YOR096W
RpS7	YNL096C
RpS7	YOR096W
RpS7	YNL096C
RpS7	YOR096W
RpS7	YNL096C
RpS7	YOR096W
ash2	YLR015W
ash2	YLR015W
ash2	YLR015W
Mdh2	YKL085W
CG10749	YKL085W
CG10748	YKL085W
CG5013	YLR285W
CG2747	YJL207C
CG2747	YJL207C
CG2747	YJL207C
CG2747	YJL207C
CG2747	YJL207C
CG2747	YJL207C
Mfe2	YKR009C
Mfe2	YKR009C
CG11753	YJL004C
CG11753	YJL004C
CG11753	YJL004C
Art3	YBR034C
Art3	YBR034C
RpS30	YLR287C-A
RpS30	YOR182C
RpS30	YLR287C-A
RpS30	YOR182C
RpS30	YLR287C-A
RpS30	YOR182C
Hex-t2	YGL253W
Hex-t2	YFR053C
Hex-A	YGL253W
Hex-A	YFR053C
Hex-A	YGL253W
Hex-A	YFR053C
Hex-A	YGL253W
Hex-A	YFR053C
Hex-C	YGL253W
Hex-C	YFR053C
Nak	YBR059C
Nak	YIL095W
Nak	YNL020C
Nak	YBR059C
Nak	YIL095W
Nak	YNL020C
Nak	YBR059C
Nak	YIL095W
Nak	YNL020C
Nak	YBR059C
Nak	YIL095W
Nak	YNL020C
CG7394	YLR008C
CG7394	YLR008C
CG7394	YLR008C
CG7394	YLR008C
RpS5a	YJR123W
RpS5a	YJR123W
RpS5a	YJR123W
RpS5a	YJR123W
RpS5b	YJR123W
RpS5b	YJR123W
CG6700	YPR045C
CG6700	YPR045C
Pex12	YMR026C
Pex12	YMR026C
RpS24	YER074W
RpS24	YIL069C
Baldspot	YLR372W
Baldspot	YJL196C
Baldspot	YCR034W
Baldspot	YLR372W
Baldspot	YJL196C
Baldspot	YCR034W
Gpo3	YIL155C
Gpo3	YIL155C
Gpo2	YIL155C
Gpo1	YIL155C
Gpo1	YIL155C
Gpo1	YIL155C
Gpo1	YIL155C
CG1416	YNL281W
CG1416	YDR214W
CG1416	YNL281W
CG1416	YDR214W
CG1416	YNL281W
CG1416	YDR214W
CG9143	YBR142W
RpL36A	YNL162W
RpL36A	YHR141C
RpL36A	YNL162W
RpL36A	YHR141C
CG2918	YKL073W
CG2918	YKL073W
dare	YDR376W
CG5316	YOR258W
E(Pc)	YFL024C
E(Pc)	YFL024C
E(Pc)	YFL024C
E(Pc)	YFL024C
E(Pc)	YFL024C
CG6244	YKL160W
CG40228	YKL160W
CG40228	YKL160W
CG40228	YKL160W
CG40228	YKL160W
CG9747	YGL055W
CG9747	YGL055W
Desat1	YGL055W
Desat1	YGL055W
Desat1	YGL055W
Desat1	YGL055W
Desat1	YGL055W
Desat2	YGL055W
Fad2	YGL055W
CG8630	YGL055W
CG9743	YGL055W
CG10082	YDR017C
CG10082	YDR017C
CG33230	YDR198C
SREBP	YOR344C
SREBP	YOR344C
SREBP	YOR344C
SREBP	YOR344C
TBC1D5	YJL044C
fd102C	YCR065W
fd96Cb	YCR065W
Odc1	YKL184W
Odc2	YKL184W
jing	YPR015C
jing	YPR015C
jing	YPR015C
jing	YPR015C
CG14721	YOR143C
CG14721	YOR143C
CG9581	YER078C
Dip-C	YFR006W
Dip-C	YFR006W
RpL21	YPL079W
RpL21	YBR191W
RpL21	YPL079W
RpL21	YBR191W
RpL21	YPL079W
RpL21	YBR191W
Vha44	YKL080W
Vha44	YKL080W
Vha44	YKL080W
DPCoAC	YHR002W
DPCoAC	YHR002W
DPCoAC	YHR002W
DPCoAC	YHR002W
DPCoAC	YHR002W
DPCoAC	YHR002W
CG5823	YER100W
CG5823	YER100W
hrg	YKR002W
hrg	YKR002W
hrg	YKR002W
hrg	YKR002W
Klp67A	YGL216W
Klp67A	YGL216W
Klp67A	YGL216W
mor	YFR037C
mor	YJL176C
mor	YFR037C
mor	YJL176C
CG1354	YHL014C
CG1354	YBR025C
CG1354	YHL014C
CG1354	YBR025C
CG1354	YHL014C
CG1354	YBR025C
CG1354	YHL014C
CG1354	YBR025C
CG1354	YHL014C
CG1354	YBR025C
CG17807	YML014W
fbp	YLR377C
fbp	YLR377C
fbp	YLR377C
fbp	YLR377C
CG2540	YER163C
CG10365	YER163C
CG10365	YER163C
CG10365	YER163C
CG10365	YER163C
Nadsyn	YHR074W
Nadsyn	YHR074W
Nadsyn	YHR074W
Tbp	YER148W
unc-45	YOR035C
unc-45	YOR035C
CG9961	YCR012W
CG9961	YCR012W
Pgk	YCR012W
Pgk	YCR012W
Pgk	YCR012W
Pgk	YCR012W
Pgk	YCR012W
CG3756	YPR110C
Vha26	YOR332W
Vha26	YOR332W
Vha26	YOR332W
pds5	YMR076C
pds5	YMR076C
Drp1	YKR001C
Drp1	YLL001W
Drp1	YKR001C
Drp1	YLL001W
CG31381	YOR274W
CG31381	YOR274W
CG4988	YHR210C
CG4988	YNR071C
CG32444	YHR210C
CG32444	YNR071C
CG10996	YHR210C
CG10996	YNR071C
CG32445	YHR210C
CG32445	YNR071C
CG10467	YHR210C
CG10467	YNR071C
CG6388	YDR120C
NTPase	YEL042W
NTPase	YEL042W
NTPase	YEL042W
NTPase	YEL042W
NTPase	YEL042W
Ercc1	YML095C
CG9601	YMR156C
CG4293	YML067C
CG4293	YML067C
CG4293	YML067C
CG4293	YML067C
CG4293	YML067C
NaPi-III	YBR296C
NaPi-III	YBR296C
GlyP	YPR160W
GlyP	YPR160W
Mpcp2	YER053C
Mpcp2	YER053C
Mpcp2	YER053C
Mpcp1	YER053C
Mpcp1	YER053C
Mpcp1	YER053C
CG7971	YDR482C
CG7971	YDR482C
CG7971	YDR482C
CG7971	YDR482C
CG7971	YDR482C
CG7971	YDR482C
or	YJL024C
car	YLR396C
car	YLR396C
car	YLR396C
Vha36-1	YEL051W
Vha36-3	YEL051W
Vha36-3	YEL051W
Sgt	YOR007C
Sgt	YOR007C
snama	YKL059C
snama	YKL059C
CG9410	YOL008W
Aos1	YPR180W
AspRS-m	YPL104W
AspRS-m	YPL104W
AspRS-m	YPL104W
RpII215	YDL140C
CG17209	YOR116C
CG7611	YCL039W
CG7611	YCL039W
CG7611	YCL039W
CG7611	YCL039W
CG7611	YCL039W
