AT3G09720	CG5589
AT5G55310	Top1
AT5G55300	Top1
AT5G55300	Top1
AT5G55300	Top1
AT5G55300	Top1
AT5G55300	Top1
AT5G62030	Dph1
AT5G62030	Dph1
AT5G62030	Dph1
AT5G64200	SC35
AT5G64200	SC35
AT5G64200	SC35
AT5G64200	SC35
AT5G60730	CG1598
AT3G10350	CG1598
AT1G01910	CG1598
AT2G06530	Vps2
AT1G03950	Vps2
AT5G44560	Vps2
AT2G18720	eIF2gamma
AT2G18720	eIF2gamma
AT2G18720	eIF2gamma
AT4G18330	eIF2gamma
AT4G18330	eIF2gamma
AT4G18330	eIF2gamma
AT1G04170	eIF2gamma
AT1G04170	eIF2gamma
AT1G04170	eIF2gamma
AT1G04730	cutlet
AT1G05270	CG46280
AT1G05270	CG46280
AT2G32340	CG46280
AT2G32340	CG46280
AT1G09770	Cdc5
AT1G09770	Cdc5
AT1G10500	MagR
AT1G10500	MagR
AT2G36260	MagR
AT2G36260	MagR
AT2G16710	MagR
AT2G16710	MagR
AT1G12310	CG17272
AT1G62820	CG17272
AT4G23010	Papst2
AT1G12600	Papst2
AT1G80670	Rae1
AT1G15850	Rae1
AT5G62130	PGAP3
AT5G62130	PGAP3
AT1G16560	PGAP3
AT1G16560	PGAP3
AT1G16590	rev7
AT1G78510	qless
AT1G78510	qless
AT1G17050	qless
AT1G17050	qless
AT2G34630	qless
AT2G34630	qless
AT1G36623	qless
AT1G36623	qless
AT1G17470	CG6195
AT1G72660	CG6195
AT4G39520	128up
AT1G18340	Tfb4
AT5G61140	obe
AT1G20960	l(3)72Ab
AT2G42270	l(3)72Ab
AT1G76720	eIF5B
AT1G76720	eIF5B
AT1G76720	eIF5B
AT1G76720	eIF5B
AT1G76720	eIF5B
AT1G76810	eIF5B
AT1G76810	eIF5B
AT1G76810	eIF5B
AT1G76810	eIF5B
AT1G76810	eIF5B
AT1G21160	eIF5B
AT1G21160	eIF5B
AT1G21160	eIF5B
AT1G21160	eIF5B
AT1G21160	eIF5B
AT2G27700	eIF5B
AT2G27700	eIF5B
AT2G27700	eIF5B
AT2G27700	eIF5B
AT2G27700	eIF5B
AT1G71410	bma
AT1G71410	bma
AT1G71410	bma
AT1G71410	CG1951
AT1G22870	bma
AT1G22870	bma
AT1G22870	bma
AT1G22870	CG1951
AT3G58150	CG13601
AT3G58150	CG13601
AT3G58150	CG43999
AT3G58150	CG43999
AT3G58150	CG43998
AT3G58150	CG43998
AT3G58150	CG43998
AT1G28510	CG13601
AT1G28510	CG13601
AT1G28510	CG43999
AT1G28510	CG43999
AT1G28510	CG43998
AT1G28510	CG43998
AT1G28510	CG43998
AT1G29320	l(2)k09848
AT1G29320	l(2)k09848
AT1G30460	Clp
AT1G33410	Nup160
AT1G33410	Nup160
AT1G48160	Srp19
AT1G50200	AlaRS
AT1G50200	AlaRS
AT5G22800	AlaRS-m
AT4G27130	eIF1
AT5G54760	eIF1
AT1G54290	eIF1
AT5G54940	eIF1
AT1G56590	cm
AT1G56590	cm
AT1G60830	LS2
AT1G60830	U2af50
AT1G60830	U2af50
AT1G60830	U2af50
AT1G60830	U2af50
AT4G36690	LS2
AT4G36690	U2af50
AT4G36690	U2af50
AT4G36690	U2af50
AT4G36690	U2af50
AT1G60900	LS2
AT1G60900	U2af50
AT1G60900	U2af50
AT1G60900	U2af50
AT1G60900	U2af50
AT5G61410	CG30499
AT5G61410	CG30499
AT1G63290	CG30499
AT1G63290	CG30499
AT3G01850	CG30499
AT3G01850	CG30499
AT5G02820	mei-W68
AT1G63990	mei-W68
AT3G13170	mei-W68
AT1G67930	fws
AT1G67930	fws
AT1G67930	fws
AT1G67930	fws
AT1G67930	fws
AT1G71270	Vps52
AT1G71300	Vps52
AT1G73820	Ssu72
AT1G73820	Ssu72
AT1G73820	Ssu72
AT1G73930	CG3309
AT1G73930	CG3309
AT1G76630	CG8777
AT1G79640	fray
AT1G79640	fray
AT1G79640	fray
AT1G79640	fray
AT1G79640	fray
AT1G79640	fray
AT1G79640	fray
AT1G79640	fray
AT5G14720	fray
AT5G14720	fray
AT5G14720	fray
AT5G14720	fray
AT5G14720	fray
AT5G14720	fray
AT5G14720	fray
AT5G14720	fray
AT1G79880	La
AT4G32720	La
AT2G06510	RpA-70
AT4G19130	RpA-70
AT5G45400	RpA-70
AT5G61000	RpA-70
AT5G08020	RpA-70
AT2G14695	frc
AT2G14695	frc
AT4G32272	frc
AT4G32272	frc
AT2G17190	Ubqn
AT2G17190	Ubqn
AT2G17200	Ubqn
AT2G17200	Ubqn
AT3G03060	bor
AT3G03060	bor
AT5G16930	bor
AT5G16930	bor
AT4G36580	bor
AT4G36580	bor
AT2G18330	bor
AT2G18330	bor
AT2G19450	mdy
AT2G19450	mdy
AT2G19450	mdy
AT2G19450	mdy
AT2G19560	PCID2
AT4G23600	CG1461
AT4G23600	CG1461
AT4G23590	CG1461
AT4G23590	CG1461
AT2G24850	CG1461
AT2G24850	CG1461
AT2G20610	CG1461
AT2G20610	CG1461
AT4G28420	CG1461
AT4G28420	CG1461
AT4G28410	CG1461
AT4G28410	CG1461
AT5G36160	CG1461
AT5G36160	CG1461
AT5G53970	CG1461
AT5G53970	CG1461
AT3G55440	Tpi
AT3G55440	Tpi
AT3G55440	Tpi
AT2G21170	Tpi
AT2G21170	Tpi
AT2G21170	Tpi
AT2G22310	Usp12-46
AT4G39910	Usp12-46
AT2G24830	CG4709
AT2G24830	CG4709
AT2G25100	CG13690
AT2G26200	CG34195
AT2G26590	Rpn13
AT2G26590	Rpn13
AT2G26590	Rpn13
AT2G26590	Rpn13
AT2G26590	Rpn13
AT2G26590	Rpn13
AT2G26590	Rpn13R
AT2G26970	CG10214
AT3G28500	RpLP2
AT5G40040	RpLP2
AT2G27710	RpLP2
AT2G27720	RpLP2
AT3G44590	RpLP2
AT2G29210	SRm160
AT2G30330	Blos1
AT4G08360	Spt5
AT4G08350	Spt5
AT2G34210	Spt5
AT2G38710	CG5902
AT2G38710	CG5902
AT2G38710	CG5902
AT5G16740	VGAT
AT2G41190	VGAT
AT3G09340	VGAT
AT3G09330	VGAT
AT5G02170	VGAT
AT5G02180	VGAT
AT3G54830	VGAT
AT2G39130	VGAT
AT5G15240	VGAT
AT3G28960	VGAT
AT3G55280	RpL23A
AT2G39460	RpL23A
AT2G40590	RpS26
AT2G40590	RpS26
AT2G40590	RpS26
AT2G40590	RpS26
AT2G40590	RpS26
AT2G40510	RpS26
AT2G40510	RpS26
AT2G40510	RpS26
AT2G40510	RpS26
AT2G40510	RpS26
AT3G56340	RpS26
AT3G56340	RpS26
AT3G56340	RpS26
AT3G56340	RpS26
AT3G56340	RpS26
AT2G40730	yata
AT2G40730	yata
AT2G40780	CG31957
AT2G40780	CG31957
AT4G10650	CG17141
AT2G41670	CG17141
AT2G42680	mbf1
AT2G42680	mbf1
AT2G42680	mbf1
AT2G42680	mbf1
AT2G42680	mbf1
AT3G58680	mbf1
AT3G58680	mbf1
AT3G58680	mbf1
AT3G58680	mbf1
AT3G58680	mbf1
AT3G24500	mbf1
AT3G24500	mbf1
AT3G24500	mbf1
AT3G24500	mbf1
AT3G24500	mbf1
AT2G42740	RpL11
AT2G42740	RpL11
AT5G45775	RpL11
AT5G45775	RpL11
AT3G58700	RpL11
AT3G58700	RpL11
AT4G18730	RpL11
AT4G18730	RpL11
ATCG01310	mRpL2
ATCG00830	mRpL2
AT2G44065	mRpL2
AT5G09550	Gdi
AT5G09550	Gdi
AT5G09550	Gdi
AT3G59920	Gdi
AT3G59920	Gdi
AT3G59920	Gdi
AT2G44100	Gdi
AT2G44100	Gdi
AT2G44100	Gdi
AT5G23600	CG33057
AT5G23600	CG33057
AT2G45330	CG33057
AT2G45330	CG33057
AT2G47510	Fum4
AT2G47510	Fum3
AT2G47510	Fum3
AT2G47510	Fum2
AT2G47510	Fum1
AT2G47510	Fum1
AT5G50950	Fum4
AT5G50950	Fum3
AT5G50950	Fum3
AT5G50950	Fum2
AT5G50950	Fum1
AT5G50950	Fum1
AT3G29160	AMPKalpha
AT3G29160	AMPKalpha
AT3G29160	AMPKalpha
AT3G01090	AMPKalpha
AT3G01090	AMPKalpha
AT3G01090	AMPKalpha
AT5G39440	AMPKalpha
AT5G39440	AMPKalpha
AT5G39440	AMPKalpha
AT3G02820	CG10336
AT3G02820	CG10336
AT3G03250	UGP
AT3G03250	UGP
AT3G03250	UGP
AT3G03250	UGP
AT5G17310	UGP
AT5G17310	UGP
AT5G17310	UGP
AT5G17310	UGP
AT5G49460	ATPCL
AT5G49460	ATPCL
AT5G49460	ATPCL
AT5G49460	ATPCL
AT3G06650	ATPCL
AT3G06650	ATPCL
AT3G06650	ATPCL
AT3G06650	ATPCL
AT3G09820	CG3809
AT3G09820	AdenoK
AT3G09820	AdenoK
AT3G09820	AdenoK
AT5G03300	CG3809
AT5G03300	AdenoK
AT5G03300	AdenoK
AT5G03300	AdenoK
AT3G10950	RpL37A
AT3G10950	RpL37A
AT3G10950	RpL37A
AT3G60245	RpL37A
AT3G60245	RpL37A
AT3G60245	RpL37A
AT5G08100	CG7860
AT5G08100	CG7860
AT3G16150	CG7860
AT3G16150	CG7860
AT3G19190	Atg2
AT3G19190	Atg2
AT3G19840	CG42724
AT3G19840	CG42724
AT3G19840	CG42724
AT3G19840	CG42724
AT3G19840	CG42724
AT3G19840	CG42724
AT3G19840	CG42724
AT3G21640	shu
AT3G21640	CG30075
AT3G26720	LManII
AT3G26720	LManII
AT3G26720	LManV
AT3G26720	LManV
AT3G26720	LManI
AT3G26720	LManI
AT5G13980	LManII
AT5G13980	LManII
AT5G13980	LManV
AT5G13980	LManV
AT5G13980	LManI
AT5G13980	LManI
AT5G66150	LManII
AT5G66150	LManII
AT5G66150	LManV
AT5G66150	LManV
AT5G66150	LManI
AT5G66150	LManI
AT3G42050	VhaSFD
AT3G42050	VhaSFD
AT3G42050	VhaSFD
AT3G42050	VhaSFD
AT5G60230	CG31812
AT3G45590	CG31812
AT3G45577	CG31812
AT3G48710	Dek
AT5G63550	Dek
AT4G26630	Dek
AT5G55660	Dek
AT5G23740	RpS11
AT5G23740	RpS11
AT3G48930	RpS11
AT3G48930	RpS11
AT4G30800	RpS11
AT4G30800	RpS11
AT3G49410	l(2)37Cd
AT5G24450	l(2)37Cd
AT3G52640	Nct
AT3G52640	Nct
AT3G52640	Nct
AT3G52640	Nct
AT5G27700	RpS21
AT5G27700	RpS21
AT5G27700	RpS21
AT5G27700	RpS21
AT5G27700	RpS21
AT3G53890	RpS21
AT3G53890	RpS21
AT3G53890	RpS21
AT3G53890	RpS21
AT3G53890	RpS21
AT3G56900	CG13137
AT3G56900	Aladin
AT3G56900	Aladin
AT5G28350	Rich
AT5G28350	Rich
AT3G61480	Rich
AT3G61480	Rich
AT5G28442	Rich
AT5G28442	Rich
AT5G58040	Fip1
AT3G66652	Fip1
AT4G01710	Arpc5
AT4G01710	Arpc5
AT5G65274	Arpc5
AT5G65274	Arpc5
AT4G04880	Ada
AT4G04910	Nsf2
AT4G04910	Nsf2
AT4G04910	Nsf2
AT4G04910	comt
AT4G04910	comt
AT4G09650	ATPsynO
AT5G13450	ATPsynO
AT4G10320	IleRS
AT4G10320	IleRS
AT4G10320	IleRS
AT4G10920	Ssb-c31a
AT5G09240	Ssb-c31a
AT5G09250	Ssb-c31a
AT4G16970	CG5790
AT4G16970	CG5790
AT4G16970	Cdc7
AT4G16970	Cdc7
AT5G53530	Vps26
AT4G27690	Vps26
AT4G31120	csul
AT4G31120	csul
AT4G31400	eco
AT4G31400	eco
AT4G32930	CG4646
AT4G32930	CG4646
AT4G36980	CG6695
AT4G36980	CG6695
AT4G38440	CG32104
AT5G06120	Ranbp16
AT5G06120	Ranbp16
AT5G06120	Ranbp16
AT5G06120	Ranbp16
AT5G06120	Ranbp16
AT5G06120	Ranbp16
AT5G06830	CG30291
AT5G09880	Caper
AT5G09880	Caper
AT5G59770	Hacd1
AT5G11500	CG4593
AT5G11500	CG4593
AT5G11980	CG6488
AT5G18200	Galt
AT5G18200	Galt
AT5G26040	HDAC11
AT5G26040	HDAC11
AT5G27970	mon2
AT5G27970	mon2
AT5G35430	Not10
AT5G35430	Not10
AT5G36790	CG5567
AT5G36790	CG32487
AT5G36790	CG2680
AT5G36700	CG5567
AT5G36700	CG32487
AT5G36700	CG2680
AT5G47760	CG5567
AT5G47760	CG32487
AT5G47760	CG2680
AT5G38460	gny
AT5G38460	gny
AT5G42890	CG11151
AT5G42890	CG11151
AT5G43430	CG7834
AT5G43430	CG7834
AT5G44200	Cbp20
AT5G49880	Mad1
AT5G50870	Ubc4
AT5G50870	Ubc4
AT5G50870	Ubc4
AT5G51970	Sodh-2
AT5G51970	Sodh-1
AT5G51970	Sodh-1
AT5G52220	CG34001
AT5G52220	CG34001
AT5G53480	Fs(2)Ket
AT5G53480	Fs(2)Ket
AT5G53480	Fs(2)Ket
AT5G53480	Fs(2)Ket
AT5G53480	Fs(2)Ket
AT5G54750	Bet3
AT5G55100	su(w[a])
AT5G55100	su(w[a])
AT5G55100	su(w[a])
AT5G55100	su(w[a])
AT5G55100	su(w[a])
AT5G55100	su(w[a])
AT5G55100	su(w[a])
AT5G57950	CG9588
AT5G58130	CG14230
AT5G58575	Sgf11
AT5G60190	Den1
AT5G60190	Den1
AT5G61770	ppan
AT5G63220	CG9853
AT5G63220	CG9853
AT5G63220	CG9853
AT1G54590	Prp18
AT1G03140	Prp18
AT1G03360	Rrp4
AT1G03360	Rrp4
AT1G06790	CG7339
AT1G06790	CG7339
AT1G08840	CG2990
AT1G08840	CG2990
AT3G57940	l(1)G0020
AT3G57940	l(1)G0020
AT1G10490	l(1)G0020
AT1G10490	l(1)G0020
AT1G11880	PIG-V
AT1G11880	PIG-V
AT1G11880	PIG-V
AT5G24520	wap
AT5G24520	wap
AT5G24520	wap
AT5G24520	wap
AT1G12910	wap
AT1G12910	wap
AT1G12910	wap
AT1G12910	wap
AT3G26640	wap
AT3G26640	wap
AT3G26640	wap
AT3G26640	wap
AT4G37040	CG5188
AT3G25740	CG5188
AT1G13270	CG5188
AT2G45240	CG13630
AT5G19610	garz
AT5G19610	garz
AT5G19610	garz
AT5G39500	garz
AT5G39500	garz
AT5G39500	garz
AT1G13980	garz
AT1G13980	garz
AT1G13980	garz
AT1G14570	CG8892
AT1G14570	CG8892
AT1G14570	CG8892
AT1G14570	CG8892
AT5G06520	Sf3a1
AT3G49130	Sf3a1
AT5G06890	Sf3a1
AT5G12280	Sf3a1
AT3G27600	Sf3a1
AT4G16200	Sf3a1
AT1G14650	Sf3a1
AT1G14640	Sf3a1
AT1G15250	RpL37b
AT1G15250	RpL37a
AT1G15250	RpL37a
AT3G16080	RpL37b
AT3G16080	RpL37a
AT3G16080	RpL37a
AT1G52300	RpL37b
AT1G52300	RpL37a
AT1G52300	RpL37a
AT1G16890	ben
AT1G16890	ben
AT1G16890	ben
AT1G16890	ben
AT1G16890	ben
AT1G16890	CG3473
AT1G16890	CG3473
AT1G78870	ben
AT1G78870	ben
AT1G78870	ben
AT1G78870	ben
AT1G78870	ben
AT1G78870	CG3473
AT1G78870	CG3473
AT1G73030	Chmp1
AT1G73030	Chmp1
AT1G17730	Chmp1
AT1G17730	Chmp1
AT1G18040	CG6800
AT1G18040	Cdk7
AT1G73690	CG6800
AT1G73690	Cdk7
AT1G66750	CG6800
AT1G66750	Cdk7
AT1G19140	CG30493
AT1G22200	CG7011
AT1G36050	CG7011
AT5G63190	Pdcd4
AT5G63190	Pdcd4
AT5G63190	Pdcd4
AT5G63190	Pdcd4
AT3G48390	Pdcd4
AT3G48390	Pdcd4
AT3G48390	Pdcd4
AT3G48390	Pdcd4
AT4G24800	Pdcd4
AT4G24800	Pdcd4
AT4G24800	Pdcd4
AT4G24800	Pdcd4
AT1G22730	Pdcd4
AT1G22730	Pdcd4
AT1G22730	Pdcd4
AT1G22730	Pdcd4
AT1G67490	GCS1
AT1G67490	GCS1
AT1G24320	GCS1
AT1G24320	GCS1
AT5G51110	Pcd
AT1G29810	Pcd
AT1G30825	Arpc2
AT1G30825	Arpc2
AT2G33385	Arpc2
AT2G33385	Arpc2
AT4G26810	Non2
AT4G34290	Non2
AT2G14880	Non2
AT3G03590	Non2
AT2G35605	Non2
AT1G31760	Non2
AT3G48600	Non2
AT4G22360	Non2
AT1G49520	Non2
AT3G19080	Non2
AT4G35490	mRpL11
AT1G33980	Upf3
AT1G33980	Upf3
AT1G35660	CG6511
AT1G35660	CG6511
AT1G36980	CG15012
AT1G42470	Npc1a
AT1G42470	Npc1a
AT1G42470	Npc1a
AT1G42470	Npc1a
AT1G42470	Npc1a
AT1G42470	Npc1a
AT1G42470	Npc1a
AT4G38350	Npc1a
AT4G38350	Npc1a
AT4G38350	Npc1a
AT4G38350	Npc1a
AT4G38350	Npc1a
AT4G38350	Npc1a
AT4G38350	Npc1a
AT1G48175	CG5292
AT1G48175	CG5292
AT1G49040	Sbf
AT1G49040	Sbf
AT1G49880	Alr
AT1G49880	Alr
AT1G51160	Bet5
AT1G51310	CG3021
AT1G51730	CG15605
AT1G51730	CG5515
AT1G51730	CG5515
AT1G51730	CG5515
AT1G51730	CG5515
AT1G53900	eIF2Balpha
AT1G53880	eIF2Balpha
AT1G72340	eIF2Balpha
AT1G55300	Taf7
AT1G55300	Taf7
AT4G09350	CG32640
AT4G09350	CG32641
AT1G56300	CG32640
AT1G56300	CG32641
AT2G33735	CG32640
AT2G33735	CG32641
AT5G16650	CG32640
AT5G16650	CG32641
AT1G59520	CG9646
AT1G59520	CG9646
AT1G60200	CG4119
AT1G60200	CG4119
AT3G54350	Rcd5
AT1G75530	Rcd5
AT1G60700	Rcd5
AT1G61050	alpha4GT2
AT1G61050	alpha4GT1
AT2G38150	alpha4GT2
AT2G38150	alpha4GT1
AT2G38152	alpha4GT2
AT2G38152	alpha4GT1
AT3G09020	alpha4GT2
AT3G09020	alpha4GT1
AT5G01250	alpha4GT2
AT5G01250	alpha4GT1
AT1G63800	UbcE2H
AT1G63800	UbcE2H
AT1G63800	UbcE2H
AT5G41340	UbcE2H
AT5G41340	UbcE2H
AT5G41340	UbcE2H
AT2G46030	UbcE2H
AT2G46030	UbcE2H
AT2G46030	UbcE2H
AT1G64350	Nup44A
AT1G64350	Nup44A
AT1G64350	Nup44A
AT3G45950	Slu7
AT1G65660	Slu7
AT4G37120	Slu7
AT1G66680	CG9643
AT1G66680	CG9643
AT1G68990	mtRNApol
AT1G68990	mtRNApol
AT5G15700	mtRNApol
AT5G15700	mtRNApol
AT2G24120	mtRNApol
AT2G24120	mtRNApol
AT3G27830	mRpL12
AT3G27850	mRpL12
AT3G27840	mRpL12
AT4G37660	mRpL12
AT3G06040	mRpL12
AT2G03130	mRpL12
AT1G70190	mRpL12
AT4G36420	mRpL12
AT1G71220	Uggt
AT1G71350	eIF2D
AT1G71840	CG5114
AT1G71840	CG5114
AT1G71990	FucTB
AT1G71990	FucTB
AT1G71990	FucTB
AT1G79915	CG10584
AT1G80070	Prp8
AT4G38780	Prp8
AT5G35590	CG30382
AT5G35590	Prosalpha1
AT5G35590	Prosalpha1
AT5G35590	CG30382
AT2G05840	CG30382
AT2G05840	Prosalpha1
AT2G05840	Prosalpha1
AT2G05840	CG30382
ATMG00285	mt:ND2
AT2G11000	Naa35
AT2G11000	Naa35
AT2G13440	CG4610
AT4G34450	gammaCOP
AT4G34450	gammaCOP
AT4G34450	gammaCOP
AT4G34450	gammaCOP
AT2G16200	gammaCOP
AT2G16200	gammaCOP
AT2G16200	gammaCOP
AT2G16200	gammaCOP
AT2G16360	RpS25
AT2G16360	RpS25
AT4G34555	RpS25
AT4G34555	RpS25
AT4G39200	RpS25
AT4G39200	RpS25
AT2G21580	RpS25
AT2G21580	RpS25
AT2G27775	CG34231
AT3G25210	CG34231
AT5G27300	CG34231
AT2G27790	CG34231
AT2G27800	CG34231
AT4G36800	UbcE2M
AT4G36800	UbcE2M
AT4G36800	UbcE2M
AT2G18600	UbcE2M
AT2G18600	UbcE2M
AT2G18600	UbcE2M
AT2G20635	Bub1
AT2G20635	Bub1
AT2G20635	Bub1
AT2G20635	BubR1
AT2G20930	CG9067
AT4G38930	Ufd1-like
AT2G21270	Ufd1-like
AT2G29070	Ufd1-like
AT2G22010	CG6752
AT2G22010	CG6752
AT2G22425	Spase12
AT4G40042	Spase12
AT5G09470	CG1907
AT5G09470	CG18418
AT5G09470	CG7514
AT4G24570	CG1907
AT4G24570	CG18418
AT4G24570	CG7514
AT2G22500	CG1907
AT2G22500	CG18418
AT2G22500	CG7514
AT5G19760	CG1907
AT5G19760	CG18418
AT5G19760	CG7514
AT2G22690	CG3295
AT4G37880	CG3295
AT5G09630	CG3295
AT2G23930	SNRPG
AT2G23930	SNRPG
AT3G11500	SNRPG
AT3G11500	SNRPG
AT2G24490	RPA2
AT2G24490	RPA2
AT3G02920	RPA2
AT3G02920	RPA2
AT3G02190	RpL39
AT4G31985	RpL39
AT2G25210	RpL39
AT2G31740	CG2614
AT2G31740	CG2614
AT2G32080	Pur-alpha
AT2G32080	Pur-alpha
AT2G32080	Pur-alpha
AT2G32080	Pur-alpha
AT2G32080	Pur-alpha
AT2G32080	Pur-alpha
AT2G32080	Pur-alpha
AT2G34570	CG17652
AT2G34570	CG17652
AT2G35040	CG11089
AT2G35040	CG11089
AT5G56610	PTPMT1
AT5G56610	PTPMT1
AT2G35680	PTPMT1
AT2G35680	PTPMT1
AT2G36305	Sras
AT3G59980	AIMP1
AT2G42780	EloA
AT2G42780	EloA
AT2G44195	Cwc25
AT2G44200	Cwc25
AT2G44660	xit
AT2G47610	RpL7A
AT2G47610	RpL7A
AT2G47610	RpL7A
AT2G47610	RpL7A
AT2G47610	RpL7A
AT3G62870	RpL7A
AT3G62870	RpL7A
AT3G62870	RpL7A
AT3G62870	RpL7A
AT3G62870	RpL7A
AT3G02680	nbs
AT3G02680	nbs
AT4G32900	CG17327
AT4G32900	CG17327
AT5G16870	CG1307
AT5G16870	CG1307
AT3G03010	CG1307
AT3G03010	CG1307
AT3G03100	ND-B17.2
AT3G03100	ND-B17.2
AT3G03100	ND-B17.2
AT3G04480	CG1578
AT3G04480	CG1578
AT3G04480	CG1578
AT3G04600	TrpRS
AT5G39930	cbc
AT3G04680	cbc
AT5G39920	cbc
AT3G04820	CG6745
AT3G06110	Mkp3
AT3G06110	Mkp3
AT3G06110	Mkp3
AT3G06110	Mkp3
AT3G07080	CG8195
AT4G32140	CG8195
AT3G22845	CG9308
AT3G22845	CHOp24
AT3G22845	CHOp24
AT3G07680	CG9308
AT3G07680	CHOp24
AT3G07680	CHOp24
AT3G08980	CG11110
AT3G09470	CG2121
AT3G09470	CG2121
AT3G09470	CG4928
AT3G09470	CG4928
AT3G09470	CG4928
AT3G11450	CG10565
AT3G11450	CG10565
AT5G06110	CG10565
AT5G06110	CG10565
AT3G11710	LysRS
AT3G11710	LysRS
AT3G11710	LysRS
AT3G44200	Nek2
AT3G63280	Nek2
AT3G20860	Nek2
AT3G12200	Nek2
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12210	Amun
AT3G12480	NC2alpha
AT5G19490	NC2alpha
AT3G13050	CG4324
AT3G13050	CG4324
AT3G20390	UK114
AT3G20390	UK114
AT3G20740	escl
AT3G20740	escl
AT3G20740	esc
AT3G22590	CG6220
AT3G22590	hyx
AT3G22590	hyx
AT3G56150	eIF3c
AT3G56150	eIF3c
AT3G22860	eIF3c
AT3G22860	eIF3c
AT3G25100	CDC45L
AT5G65165	SdhBL
AT5G65165	SdhBL
AT5G65165	SdhB
AT3G27380	SdhBL
AT3G27380	SdhBL
AT3G27380	SdhB
AT5G40650	SdhBL
AT5G40650	SdhBL
AT5G40650	SdhB
AT3G27430	Prosbeta2
AT3G27430	Prosbeta2R2
AT3G27430	Prosbeta2R1
AT5G40580	Prosbeta2
AT5G40580	Prosbeta2R2
AT5G40580	Prosbeta2R1
AT3G28430	ema
AT3G28430	ema
AT3G28430	ema
AT3G28700	CG17726
AT4G32640	Sec24CD
AT4G32640	Sec24CD
AT4G32640	Sec24CD
AT3G44340	Sec24CD
AT3G44340	Sec24CD
AT3G44340	Sec24CD
AT5G62410	SMC2
AT3G47460	SMC2
AT5G52240	MSBP
AT5G52240	MSBP
AT5G52240	MSBP
AT3G48890	MSBP
AT3G48890	MSBP
AT3G48890	MSBP
AT5G41970	CG11980
AT5G41970	CG11980
AT5G41970	CG11980
AT3G49320	CG11980
AT3G49320	CG11980
AT3G49320	CG11980
AT3G51260	Prosalpha4
AT5G66140	Prosalpha4
AT3G51800	CG10576
AT3G51800	CG10576
AT3G51800	CG10576
AT3G57090	Fis1
AT3G57090	Fis1
AT3G57090	Fis1
AT3G57090	Fis1
AT3G57090	Fis1
AT3G57090	Fis1
AT5G12390	Fis1
AT5G12390	Fis1
AT5G12390	Fis1
AT5G12390	Fis1
AT5G12390	Fis1
AT5G12390	Fis1
AT3G61140	CSN1b
AT5G52520	GluProRS
AT5G52520	GluProRS
AT5G10880	GluProRS
AT5G10880	GluProRS
AT3G62120	GluProRS
AT3G62120	GluProRS
AT5G26710	GluProRS
AT5G26710	GluProRS
AT3G63480	Khc
AT4G02580	ND-24
AT4G02580	ND-24
AT4G02580	ND-24L
AT4G04870	CLS
AT4G04870	CLS
AT4G04870	CLS
AT4G04870	CLS
AT4G10790	Faf2
AT4G10790	Faf2
AT4G11970	Ythdc1
AT4G11970	Ythdc1
AT4G17190	Fpps
AT5G47770	Fpps
AT4G17910	PIG-Wa
AT4G17910	PIG-Wb
AT4G17910	PIG-Wb
AT4G19003	Vps25
AT4G21150	OstDelta
AT4G21150	OstDelta
AT4G22350	Usp39
AT4G22285	Usp39
AT4G22410	Usp39
AT4G27040	lsn
AT5G53540	nmd
AT5G53540	nmd
AT5G53540	nmd
AT5G53540	CG4701
AT4G27680	nmd
AT4G27680	nmd
AT4G27680	nmd
AT4G27680	CG4701
AT4G33410	SppL
AT4G33410	SppL
AT4G33410	SppL
AT4G33410	SppL
AT4G33410	SppL
AT4G33410	SppL
AT4G34340	Taf8
AT4G38120	CG16989
AT4G38120	CG16989
AT5G05970	Grip71
AT5G08630	Acf
AT5G09260	Vps20
AT5G09260	Vps20
AT5G63880	Vps20
AT5G63880	Vps20
AT5G09390	holn1
AT5G13480	Wdr33
AT5G13480	Wdr33
AT5G14250	CSN3
AT5G17070	PPP4R2r
AT5G17070	PPP4R2r
AT5G17070	PPP4R2r
AT5G17070	PPP4R2r
AT5G17290	Atg5
AT5G18070	nst
AT5G19485	eIF2Bgamma
AT5G19950	Tdrd3
AT5G54600	mRpL24
AT5G23535	mRpL24
AT5G27620	CycH
AT5G38840	CG7706
AT5G45900	Atg7
AT5G45900	Atg7
AT5G51170	CG16790
AT5G51170	CG16790
AT5G55960	CG2698
AT5G55960	CG2698
AT5G55960	CG2698
AT5G55960	CG2698
AT5G55960	CG2698
AT5G55960	CG2698
AT5G55960	CG2698
AT5G60620	CG3209
AT5G60620	CG3209
AT5G60620	CG3209
AT5G60620	CG3209
AT5G60620	CG15450
AT5G62760	ZAP3
AT5G62760	ZAP3
AT5G62760	ZAP3
AT5G62760	ZAP3
AT5G64150	HemK1
AT5G64150	HemK1
AT1G03330	CG10418
AT1G04850	CG8209
AT5G48690	CG8209
AT4G14950	Tango5
AT4G14950	Tango5
AT4G14950	Tango5
AT4G14950	Tango5
AT4G14950	Tango5
AT4G14950	Tango5
AT4G14950	CG32087
AT1G05360	Tango5
AT1G05360	Tango5
AT1G05360	Tango5
AT1G05360	Tango5
