AT3G09720	YGL171W
AT1G63855	YLR285W
AT1G67140	YJL207C
AT1G76150	YKR009C
AT1G79985	YJL004C
AT4G29510	YBR034C
AT2G19670	YBR034C
AT4G29390	YLR287C-A
AT4G29390	YOR182C
AT2G19750	YLR287C-A
AT2G19750	YOR182C
AT5G56670	YLR287C-A
AT5G56670	YOR182C
AT4G29130	YGL253W
AT4G29130	YFR053C
AT2G19860	YGL253W
AT2G19860	YFR053C
AT4G37840	YGL253W
AT4G37840	YFR053C
AT2G32850	YBR059C
AT2G32850	YIL095W
AT2G32850	YNL020C
AT5G03030	YLR008C
AT3G09700	YLR008C
AT2G35795	YLR008C
AT2G37270	YJR123W
AT3G11940	YJR123W
AT2G39340	YPR045C
AT3G04460	YMR026C
AT5G28060	YER074W
AT5G28060	YIL069C
AT3G04920	YER074W
AT3G04920	YIL069C
AT3G06460	YLR372W
AT3G06460	YJL196C
AT3G06460	YCR034W
AT3G06470	YLR372W
AT3G06470	YJL196C
AT3G06470	YCR034W
AT3G10370	YIL155C
AT3G12050	YNL281W
AT3G12050	YDR214W
AT3G16840	YBR142W
AT3G23390	YNL162W
AT3G23390	YHR141C
AT4G14320	YNL162W
AT4G14320	YHR141C
AT5G64830	YOL022C
AT4G16660	YKL073W
AT4G32360	YDR376W
AT5G01310	YOR258W
AT5G04670	YFL024C
AT5G46030	YKL160W
AT1G02880	YOR143C
AT2G44750	YOR143C
AT4G02860	YHR029C
AT1G03210	YHR029C
AT4G02850	YHR029C
AT1G09300	YER078C
AT4G29490	YFR006W
AT1G09590	YPL079W
AT1G09590	YBR191W
AT1G09690	YPL079W
AT1G09690	YBR191W
AT1G57660	YPL079W
AT1G57660	YBR191W
AT1G57860	YPL079W
AT1G57860	YBR191W
AT1G12840	YKL080W
AT4G01100	YPR011C
AT4G32400	YHR002W
AT1G14560	YHR002W
AT4G26180	YHR002W
AT1G17280	YER100W
AT5G50430	YER100W
AT1G17980	YKR002W
AT1G18550	YGL216W
AT2G47620	YFR037C
AT2G47620	YJL176C
AT2G33610	YFR037C
AT2G33610	YJL176C
AT1G21700	YFR037C
AT1G21700	YJL176C
AT1G56050	YHL014C
AT1G56050	YBR025C
AT1G30580	YHL014C
AT1G30580	YBR025C
AT1G36310	YML014W
AT3G54050	YLR377C
AT5G64380	YLR377C
AT1G43670	YLR377C
AT5G26220	YER163C
AT4G31290	YER163C
AT1G44790	YER163C
AT1G55090	YHR074W
AT1G55520	YER148W
AT3G13445	YER148W
AT1G56090	YOR035C
AT1G79550	YCR012W
AT1G56190	YCR012W
AT3G12780	YCR012W
AT1G60620	YPR110C
AT1G60850	YPR110C
AT1G64200	YOR332W
AT4G11150	YOR332W
AT3G08560	YOR332W
AT5G47690	YMR076C
AT1G77600	YMR076C
AT4G33650	YKR001C
AT4G33650	YLL001W
AT2G14120	YKR001C
AT2G14120	YLL001W
AT2G27760	YOR274W
AT3G47800	YHR210C
AT3G47800	YNR071C
AT3G01260	YHR210C
AT3G01260	YNR071C
AT5G15140	YHR210C
AT5G15140	YNR071C
AT3G17940	YHR210C
AT3G17940	YNR071C
AT5G15810	YDR120C
AT3G02320	YDR120C
AT5G18280	YEL042W
AT3G04080	YEL042W
AT3G05210	YML095C
AT3G14890	YMR156C
AT3G22290	YML067C
AT3G26570	YBR296C
AT3G46970	YPR160W
AT3G29320	YPR160W
AT5G14040	YER053C
AT3G48850	YER053C
AT3G49601	YDR482C
AT3G50860	YJL024C
AT3G54860	YLR396C
AT3G58730	YEL051W
AT3G62580	YPR098C
AT4G08320	YOR007C
AT4G22960	YGL082W
AT4G22960	YPL191C
AT4G11860	YGL082W
AT4G11860	YPL191C
AT5G47430	YKL059C
AT4G17410	YKL059C
AT4G17650	YOL008W
AT4G24940	YPR180W
AT5G50680	YPR180W
AT5G50580	YPR180W
AT4G33760	YPL104W
AT4G35800	YDL140C
AT5G60040	YOR116C
AT5G43920	YCL039W
AT5G08560	YCL039W
AT5G64070	YNL267W
AT5G09350	YNL267W
AT5G44450	YBR261C
AT5G57120	YKR092C
AT5G57565	YDR507C
AT5G57565	YCL024W
AT5G57630	YDR507C
AT5G57630	YCL024W
AT5G63060	YLR380W
AT1G02100	YDR435C
AT1G03150	YPR131C
AT1G74270	YOR234C
AT1G74270	YPL143W
AT1G07070	YOR234C
AT1G07070	YPL143W
AT1G41880	YOR234C
AT1G41880	YPL143W
AT3G55750	YOR234C
AT3G55750	YPL143W
AT1G27970	YER009W
AT1G27310	YER009W
AT1G11570	YER009W
AT1G11650	YBR212W
AT1G11650	YHR086W
AT5G54900	YBR212W
AT5G54900	YHR086W
AT4G27000	YBR212W
AT4G27000	YHR086W
AT5G19350	YBR212W
AT5G19350	YHR086W
AT3G19130	YBR212W
AT3G19130	YHR086W
AT1G49600	YBR212W
AT1G49600	YHR086W
AT1G47490	YBR212W
AT1G47490	YHR086W
AT1G47500	YBR212W
AT1G47500	YHR086W
AT1G12780	YBR019C
AT1G63180	YBR019C
AT1G64440	YBR019C
AT4G23920	YBR019C
AT4G10960	YBR019C
AT3G26618	YBR143C
AT1G12920	YBR143C
AT5G47880	YBR143C
AT1G79450	YNL323W
AT1G79450	YNR048W
AT1G79450	YCR094W
AT1G16360	YNL323W
AT1G16360	YNR048W
AT1G16360	YCR094W
AT1G54320	YNL323W
AT1G54320	YNR048W
AT1G54320	YCR094W
AT3G12740	YNL323W
AT3G12740	YNR048W
AT3G12740	YCR094W
AT5G46150	YNL323W
AT5G46150	YNR048W
AT5G46150	YCR094W
AT1G18090	YDR263C
AT1G18090	YOR033C
AT1G29630	YDR263C
AT1G29630	YOR033C
AT4G38510	YBR127C
AT1G76030	YBR127C
AT1G20260	YBR127C
AT2G21880	YML001W
AT4G09720	YML001W
AT1G22740	YML001W
AT1G49300	YML001W
AT3G18820	YML001W
AT1G52280	YML001W
AT3G16100	YML001W
AT1G80050	YML022W
AT1G80050	YDR441C
AT5G11160	YML022W
AT5G11160	YDR441C
AT1G27450	YML022W
AT1G27450	YDR441C
AT4G12440	YML022W
AT4G12440	YDR441C
AT4G22570	YML022W
AT4G22570	YDR441C
AT1G29965	YOR312C
AT1G29965	YMR242C
AT1G29970	YOR312C
AT1G29970	YMR242C
AT2G34480	YOR312C
AT2G34480	YMR242C
AT3G14600	YOR312C
AT3G14600	YMR242C
AT5G19510	YAL003W
AT5G12110	YAL003W
AT1G30230	YAL003W
AT2G18110	YAL003W
AT1G32340	YML068W
AT4G09670	YML051W
AT1G34200	YML051W
AT1G66130	YML051W
AT3G19670	YPR152C
AT3G19670	YKL012W
AT1G44910	YPR152C
AT1G44910	YKL012W
AT1G49540	YGR200C
AT3G19170	YDR430C
AT1G49630	YDR430C
AT1G50480	YBR084W
AT1G50480	YGR204W
AT5G07440	YAL062W
AT5G07440	YOR375C
AT5G18170	YAL062W
AT5G18170	YOR375C
AT3G03910	YAL062W
AT3G03910	YOR375C
AT1G51720	YAL062W
AT1G51720	YOR375C
AT1G55750	YDR311W
AT3G61420	YDR311W
AT1G55900	YPL063W
AT1G65040	YOL013C
AT3G16090	YOL013C
AT5G36280	YKL192C
AT5G47630	YKL192C
AT1G65290	YKL192C
AT2G44620	YKL192C
AT1G68000	YPR113W
AT4G38570	YPR113W
AT1G76050	YGR169C
AT1G76050	YOL066C
AT1G76050	YDL036C
AT5G51140	YGR169C
AT5G51140	YOL066C
AT5G51140	YDL036C
ATCG00905	YNR036C
ATCG01230	YNR036C
ATMG00980	YNR036C
AT2G07675	YNR036C
ATCG00065	YNR036C
AT5G66760	YJL045W
AT5G66760	YKL148C
AT2G18450	YJL045W
AT2G18450	YKL148C
AT3G16320	YBL084C
AT2G20000	YBL084C
AT5G06460	YKL210W
AT2G30110	YKL210W
AT4G15000	YHR010W
AT4G15000	YDR471W
AT3G22230	YHR010W
AT3G22230	YDR471W
AT2G32220	YHR010W
AT2G32220	YDR471W
AT2G32260	YGR202C
AT2G34050	YNL315C
AT4G16760	YGL205W
AT2G35690	YGL205W
AT4G20100	YDR352W
AT4G20100	YOL092W
AT4G20100	YBR147W
AT2G41050	YDR352W
AT2G41050	YOL092W
AT2G41050	YBR147W
AT4G36850	YDR352W
AT4G36850	YOL092W
AT4G36850	YBR147W
AT3G59990	YBL091C
AT2G44180	YBL091C
AT2G46560	YJR033C
AT4G22220	YOR226C
AT4G22220	YPL135W
AT4G04080	YOR226C
AT4G04080	YPL135W
AT3G01020	YOR226C
AT3G01020	YPL135W
AT4G18360	YML054C
AT3G14415	YML054C
AT3G14420	YML054C
AT3G14150	YML054C
AT3G14130	YML054C
AT5G54310	YIL044C
AT3G17660	YIL044C
AT3G19210	YBR073W
AT3G19210	YGL163C
AT3G21660	YBL058W
AT4G04210	YBL058W
AT4G22150	YBL058W
AT4G15410	YBL058W
AT5G63840	YBR229C
AT3G23640	YBR229C
AT3G24350	YLR026C
AT5G05760	YLR026C
AT3G55380	YMR022W
AT3G55380	YDR054C
AT5G59300	YMR022W
AT5G59300	YDR054C
AT3G46460	YMR022W
AT3G46460	YDR054C
AT3G50670	YIL061C
AT3G52090	YOL005C
AT3G55070	YIL097W
AT3G56450	YBL050W
AT3G56190	YBL050W
AT3G57150	YLR175W
AT4G03240	YDL120W
AT5G20160	YEL026W
AT4G22380	YEL026W
AT4G12600	YEL026W
AT4G13430	YGL009C
AT4G17510	YJR099W
AT5G01230	YBR061C
AT5G10920	YHR018C
AT5G13240	YDR005C
AT5G55190	YLR293C
AT5G55190	YOR185C
AT5G20020	YLR293C
AT5G20020	YOR185C
AT5G20010	YLR293C
AT5G20010	YOR185C
AT5G22010	YOR217W
AT5G35080	YDR057W
AT5G41360	YIL143C
AT5G41370	YIL143C
AT5G52580	YDL234C
AT1G01090	YER178W
AT1G59900	YER178W
AT1G24180	YER178W
AT1G02080	YCR093W
AT5G46400	YML046W
AT1G04080	YML046W
AT4G13360	YDR036C
AT3G24360	YDR036C
AT4G31810	YDR036C
AT3G60510	YDR036C
AT2G30650	YDR036C
AT2G30660	YDR036C
AT5G65940	YDR036C
AT1G06550	YDR036C
AT5G22440	YPL220W
AT5G22440	YGL135W
AT1G08360	YPL220W
AT1G08360	YGL135W
AT2G27530	YPL220W
AT2G27530	YGL135W
AT1G10520	YCR014C
AT1G11870	YHR011W
AT1G11930	YBL036C
AT4G26860	YBL036C
AT1G13700	YHR163W
AT1G13700	YGR248W
AT5G24400	YHR163W
AT5G24400	YGR248W
AT5G24410	YHR163W
AT5G24410	YGR248W
AT5G24420	YHR163W
AT5G24420	YGR248W
AT3G49360	YHR163W
AT3G49360	YGR248W
AT1G15310	YPR088C
AT1G48900	YPR088C
AT5G49500	YPR088C
AT4G04640	YBR039W
AT1G15700	YBR039W
AT2G33040	YBR039W
AT1G16820	YDL227C
AT1G78900	YDL185W
AT4G34200	YER081W
AT4G34200	YIL074C
AT3G19480	YER081W
AT3G19480	YIL074C
AT1G17745	YER081W
AT1G17745	YIL074C
AT1G73570	YLR207W
AT1G18260	YLR207W
AT1G18540	YLR448W
AT1G18540	YML073C
AT1G74050	YLR448W
AT1G74050	YML073C
AT1G74060	YLR448W
AT1G74060	YML073C
AT5G47510	YMR079W
AT5G47510	YKL091C
AT1G55690	YMR079W
AT1G55690	YKL091C
AT5G56160	YMR079W
AT5G56160	YKL091C
AT3G24840	YMR079W
AT3G24840	YKL091C
AT1G75370	YMR079W
AT1G75370	YKL091C
AT1G19650	YMR079W
AT1G19650	YKL091C
AT4G39170	YMR079W
AT4G39170	YKL091C
AT2G21520	YMR079W
AT2G21520	YKL091C
AT4G36490	YMR079W
AT4G36490	YKL091C
AT2G18180	YMR079W
AT2G18180	YKL091C
AT4G39180	YMR079W
AT4G39180	YKL091C
AT2G21540	YMR079W
AT2G21540	YKL091C
AT4G34580	YMR079W
AT4G34580	YKL091C
AT2G16380	YMR079W
AT2G16380	YKL091C
AT1G21760	YLR097C
AT5G35790	YNL241C
AT1G24280	YNL241C
AT5G13110	YNL241C
AT3G27300	YNL241C
AT5G40760	YNL241C
AT1G25380	YEL006W
AT1G25380	YIL006W
AT2G47490	YEL006W
AT2G47490	YIL006W
AT5G66380	YIL134W
AT3G25040	YBL040C
AT1G29330	YBL040C
AT1G34065	YNL003C
AT4G39460	YNL003C
AT1G61580	YOR063W
AT1G43170	YOR063W
AT2G46470	YER154W
AT5G62050	YER154W
AT4G31990	YLR027C
AT5G11520	YLR027C
AT1G62800	YLR027C
AT5G19550	YLR027C
AT1G64190	YGR256W
AT1G64190	YHR183W
AT5G41670	YGR256W
AT5G41670	YHR183W
AT3G02360	YGR256W
AT3G02360	YHR183W
AT5G42040	YFR052W
AT1G64520	YFR052W
AT1G67370	YIL072W
AT1G72370	YLR048W
AT1G72370	YGR214W
AT3G04770	YLR048W
AT3G04770	YGR214W
AT1G74260	YGR061C
AT2G03120	YKL100C
AT2G04390	YML024W
AT2G04390	YDR447C
AT5G04800	YML024W
AT5G04800	YDR447C
AT2G05220	YML024W
AT2G05220	YDR447C
AT3G10610	YML024W
AT3G10610	YDR447C
AT3G51190	YIL018W
AT3G51190	YFR031C-A
AT2G18020	YIL018W
AT2G18020	YFR031C-A
AT4G36130	YIL018W
AT4G36130	YFR031C-A
AT2G22870	YDR336W
AT5G11480	YDR336W
AT5G58370	YDR336W
AT4G32530	YHR026W
AT2G25610	YHR026W
AT4G33010	YMR189W
AT2G26080	YMR189W
AT2G26470	YMR114C
AT3G50240	YBL063W
AT5G47820	YBL063W
AT2G36200	YEL061C
AT3G45850	YEL061C
AT2G28620	YEL061C
AT2G37420	YEL061C
AT2G31970	YNL250W
AT3G28155	YLR045C
AT2G40770	YLR247C
AT5G16440	YPL117C
AT3G02780	YPL117C
AT3G05000	YOR115C
AT3G06580	YBR020W
AT3G06580	YDR009W
AT3G07890	YOL112W
AT3G07890	YNL293W
AT3G08530	YGL206C
AT3G11130	YGL206C
AT4G26600	YNL061W
AT5G55920	YNL061W
AT3G17205	YGL141W
AT3G20630	YBR058C
AT3G20650	YBR236C
AT3G44620	YPR073C
AT5G42300	YNR032C-A
AT3G45180	YNR032C-A
AT3G46940	YBR252W
AT3G47630	YGR046W
AT3G48570	YDR086C
AT5G50460	YDR086C
AT3G51980	YBR101C
AT3G52390	YBL055C
AT3G55360	YDL015C
AT4G00800	YAL002W
AT5G14220	YER014W
AT4G01690	YER014W
AT4G05590	YHR162W
AT4G05590	YGR243W
AT4G14695	YHR162W
AT4G14695	YGR243W
AT4G22310	YHR162W
AT4G22310	YGR243W
AT4G11820	YML126C
AT4G17020	YPL122C
AT4G22330	YPL087W
AT4G22330	YBR183W
AT4G30890	YER151C
AT5G02310	YGR184C
AT5G02310	YLR024C
AT5G11340	YOR253W
AT5G13050	YER183C
AT5G17410	YHR172W
AT5G18400	YKR071C
AT5G23290	YML094W
AT5G23300	YKL216W
AT5G27450	YMR208W
AT5G54260	YMR224C
AT5G65720	YCL017C
AT5G09890	YNL161W
AT4G33080	YNL161W
AT1G30640	YNL161W
AT1G03920	YNL161W
AT2G20470	YNL161W
AT1G04950	YGL112C
AT1G54360	YGL112C
AT1G05055	YLR005W
AT2G42650	YKR060W
AT2G42650	YHR052W
AT3G58660	YKR060W
AT3G58660	YHR052W
AT1G06380	YKR060W
AT1G06380	YHR052W
AT2G47810	YBL021C
AT1G09030	YBL021C
AT2G13570	YBL021C
AT5G47640	YBL021C
AT4G14540	YBL021C
AT3G53340	YBL021C
AT2G37060	YBL021C
AT2G38880	YBL021C
AT1G26690	YML012W
AT1G69460	YML012W
AT2G03290	YML012W
AT2G03040	YML012W
AT1G14010	YML012W
AT3G29070	YML012W
AT1G09580	YML012W
AT1G57620	YML012W
AT1G21900	YML012W
AT3G10780	YML012W
AT1G09730	YIL031W
AT4G33620	YIL031W
AT3G48480	YIL031W
AT4G16370	YJL212C
AT4G16370	YPR194C
AT5G64410	YJL212C
AT5G64410	YPR194C
AT1G09930	YJL212C
AT1G09930	YPR194C
AT4G27730	YJL212C
AT4G27730	YPR194C
AT5G53510	YJL212C
AT5G53510	YPR194C
AT5G53520	YJL212C
AT5G53520	YPR194C
AT4G10770	YJL212C
AT4G10770	YPR194C
AT4G26590	YJL212C
AT4G26590	YPR194C
AT5G55930	YJL212C
AT5G55930	YPR194C
AT1G30360	YLR241W
AT1G58520	YLR241W
AT1G10090	YLR241W
AT1G69450	YLR241W
AT3G01100	YLR241W
AT3G54510	YLR241W
AT4G04340	YLR241W
AT4G22120	YLR241W
AT1G62320	YLR241W
AT1G11960	YLR241W
AT3G21620	YLR241W
AT4G15430	YLR241W
AT4G02900	YLR241W
AT1G32090	YLR241W
AT1G63050	YOR175C
AT1G12640	YOR175C
AT1G16970	YMR284W
AT1G17820	YPR091C
AT1G73200	YPR091C
AT1G18640	YGR208W
AT1G24470	YBR159W
AT1G67730	YBR159W
AT4G13590	YBR187W
AT5G36290	YBR187W
AT1G68650	YBR187W
AT1G25520	YBR187W
AT1G30590	YKL125W
AT2G34750	YKL125W
AT2G39240	YKL125W
AT2G35020	YDL103C
AT1G31070	YDL103C
AT1G36020	YIR002C
AT1G35530	YIR002C
AT1G36240	YGL030W
AT1G77940	YGL030W
AT3G18740	YGL030W
AT1G50940	YPR004C
AT3G54560	YOL012C
AT2G38810	YOL012C
AT1G52740	YOL012C
AT2G39445	YDR437W
AT1G61280	YDR437W
AT2G21390	YDL145C
AT1G62020	YDL145C
AT4G22340	YBR029C
AT1G62430	YBR029C
AT4G26770	YBR029C
AT1G68310	YHR122W
AT3G09380	YHR122W
AT3G50845	YHR122W
AT4G17300	YCR024C
AT3G07420	YCR024C
AT1G70980	YCR024C
AT5G56680	YCR024C
AT5G38750	YCR024C
AT1G71790	YIL034C
AT1G73020	YBR086C
AT1G78010	YMR023C
AT2G01120	YPR162C
AT2G04630	YPR187W
AT5G51940	YPR187W
AT2G05170	YMR231W
ATMG00220	Q0120
ATMG00220	Q0105
AT2G07727	Q0120
AT2G07727	Q0105
AT2G16440	YPR019W
AT2G17975	YDL167C
AT3G15680	YDL167C
AT5G25490	YDL167C
AT2G26695	YDL167C
AT2G18290	YGL240W
AT2G18990	YDR183W
AT3G25580	YDR183W
AT3G50960	YDR183W
AT5G66410	YDR183W
AT2G19385	YCR087C-A
AT2G27970	YBR135W
AT2G27960	YBR135W
AT5G26030	YOR176W
AT2G30390	YOR176W
AT2G37600	YPL249C-A
AT2G37600	YMR194W
AT3G53740	YPL249C-A
AT3G53740	YMR194W
AT5G02450	YPL249C-A
AT5G02450	YMR194W
AT5G45920	YOR126C
AT5G62930	YOR126C
AT3G11210	YOR126C
AT2G38180	YOR126C
AT5G02610	YDL136W
AT5G02610	YDL191W
AT2G39390	YDL136W
AT2G39390	YDL191W
AT3G09500	YDL136W
AT3G09500	YDL191W
AT3G55170	YDL136W
AT3G55170	YDL191W
AT2G43030	YGR220C
AT3G17465	YGR220C
AT3G05520	YKL007W
AT3G05540	YKL056C
AT3G16640	YKL056C
AT5G12210	YPR176C
AT3G12070	YPR176C
AT3G60500	YDR280W
AT3G12990	YDR280W
AT3G16565	YNL040W
AT5G39400	YNL128W
AT3G50110	YNL128W
AT3G19420	YNL128W
AT5G09320	YML097C
AT3G19770	YML097C
AT3G21350	YHR058C
AT4G15165	YGR135W
AT3G22110	YGR135W
AT3G23890	YNL088W
AT3G24200	YGR255C
AT5G39740	YPL131W
AT3G25520	YPL131W
AT5G22950	YKL041W
AT3G45000	YKL041W
AT3G47370	YHL015W
AT5G62300	YHL015W
AT3G45030	YHL015W
AT3G47810	YHR012W
AT3G55480	YGR261C
AT3G57050	YAL012W
AT3G57050	YGL184C
AT3G59410	YDR283C
AT3G61620	YGR195W
AT4G27490	YGR158C
AT4G01860	YPL183C
AT4G16700	YNL169C
AT4G18100	YBL092W
AT5G46430	YBL092W
AT4G24440	YKL058W
AT5G57440	YKL033W-A
AT4G25840	YKL033W-A
AT4G29860	YPR085C
AT4G38495	YEL044W
AT5G20090	YGL080W
AT5G27720	YER112W
AT5G48870	YER146W
AT5G60340	YDL166C
AT5G63610	YPL042C
AT5G63960	YDL102W
AT1G01020	YLR242C
AT4G01510	YLR242C
AT5G47700	YDL130W
AT5G47700	YDL081C
AT4G00810	YDL130W
AT4G00810	YDL081C
AT1G01100	YDL130W
AT1G01100	YDL081C
AT5G24510	YDL130W
AT5G24510	YDL081C
AT4G16030	YBR084C-A
AT4G16030	YBL027W
AT1G02780	YBR084C-A
AT1G02780	YBL027W
AT4G02230	YBR084C-A
AT4G02230	YBL027W
AT3G16780	YBR084C-A
AT3G16780	YBL027W
AT4G03320	YHR040W
AT1G04940	YHR040W
AT1G04945	YHR040W
AT1G05900	YAL015C
AT1G05900	YOL043C
AT2G31450	YAL015C
AT2G31450	YOL043C
AT4G21490	YML120C
AT4G05020	YML120C
AT2G20800	YML120C
AT4G28220	YML120C
AT1G60750	YPR127W
AT1G60750	YOL165C
AT1G60750	YCR107W
AT1G60750	YJR155W
AT1G60750	YNL331C
AT1G60750	YDL243C
AT1G10810	YPR127W
AT1G10810	YOL165C
AT1G10810	YCR107W
AT1G10810	YJR155W
AT1G10810	YNL331C
AT1G10810	YDL243C
AT1G60710	YPR127W
AT1G60710	YOL165C
AT1G60710	YCR107W
AT1G60710	YJR155W
AT1G60710	YNL331C
AT1G60710	YDL243C
AT1G60730	YPR127W
AT1G60730	YOL165C
AT1G60730	YCR107W
AT1G60730	YJR155W
AT1G60730	YNL331C
AT1G60730	YDL243C
AT1G60690	YPR127W
AT1G60690	YOL165C
AT1G60690	YCR107W
AT1G60690	YJR155W
AT1G60690	YNL331C
AT1G60690	YDL243C
AT1G60680	YPR127W
AT1G60680	YOL165C
AT1G60680	YCR107W
AT1G60680	YJR155W
AT1G60680	YNL331C
AT1G60680	YDL243C
AT1G12960	YGL103W
AT1G70600	YGL103W
AT1G23290	YGL103W
AT1G14360	YPL244C
AT2G02810	YPL244C
AT1G64170	YJL094C
AT4G23700	YJL094C
AT5G41610	YJL094C
AT3G17630	YJL094C
AT3G53720	YJL094C
AT2G13620	YJL094C
AT1G79400	YJL094C
AT1G16380	YJL094C
AT3G52080	YJL094C
AT1G17220	YOL023W
AT4G11160	YOL023W
AT1G22840	YJR048W
AT1G22840	YEL039C
AT4G10040	YJR048W
AT4G10040	YEL039C
AT1G22882	YOR154W
AT1G71360	YOR154W
AT4G23950	YOR154W
AT5G57300	YML110C
AT1G26160	YBR242W
AT1G26160	YGL101W
AT2G23820	YBR242W
AT2G23820	YGL101W
AT1G27520	YHR204W
AT4G10360	YPR114W
AT4G10360	YJR116W
AT4G19645	YPR114W
AT4G19645	YJR116W
AT1G31300	YPR114W
AT1G31300	YJR116W
AT1G37010	YNL126W
AT1G48030	YFL018C
AT3G17240	YFL018C
AT1G48510	YGR112W
AT3G17910	YGR112W
AT1G54250	YOR224C
AT3G59600	YOR224C
AT1G60430	YLR370C
AT3G06050	YLR109W
AT1G66810	YLR136C
AT1G66810	YDR151C
AT1G68200	YLR136C
AT1G68200	YDR151C
AT1G71800	YGL044C
AT1G71860	YOR208W
AT1G73180	YGR054W
AT1G77720	YDL028C
AT1G80410	YDL040C
AT1G80500	YBR254C
AT3G13580	YPL198W
AT3G13580	YGL076C
AT2G44120	YPL198W
AT2G44120	YGL076C
AT2G01250	YPL198W
AT2G01250	YGL076C
AT2G03690	YDR204W
AT5G18380	YMR143W
AT5G18380	YDL083C
AT2G09990	YMR143W
AT2G09990	YDL083C
AT3G04230	YMR143W
AT3G04230	YDL083C
AT5G40950	YNL005C
AT5G15220	YNL005C
AT2G16930	YNL005C
AT5G07090	YHR203C
AT5G07090	YJR145C
AT2G17360	YHR203C
AT2G17360	YJR145C
AT5G58420	YHR203C
AT5G58420	YJR145C
AT2G17930	YHR099W
AT4G36080	YHR099W
AT2G18250	YGR277C
AT3G47610	YKR023W
AT2G22530	YJL062W
AT3G58130	YMR281W
AT2G27340	YMR281W
AT2G28390	YGL124C
AT2G36300	YGR172C
AT3G52760	YGR172C
AT5G54200	YMR102C
AT5G54200	YKL121W
AT3G15470	YMR102C
AT3G15470	YKL121W
AT5G02430	YMR102C
AT5G02430	YKL121W
AT2G37670	YMR102C
AT2G37670	YKL121W
AT5G13860	YCL008C
AT3G12400	YCL008C
AT2G38830	YCL008C
AT2G41530	YJL068C
AT3G59540	YLR325C
AT2G43460	YLR325C
AT2G45270	YDL104C
AT3G63000	YBR170C
AT2G47970	YBR170C
AT3G02040	YPL110C
AT5G41080	YPL110C
AT5G43300	YPL110C
AT5G18930	YOL052C
AT3G02470	YOL052C
AT5G15950	YOL052C
AT3G25570	YOL052C
AT3G17717	YOL052C
AT3G05090	YOL087C
AT3G07100	YIL109C
AT3G07100	YNL049C
AT3G08950	YBR037C
AT3G08950	YBR024W
AT3G10090	YOR167C
AT3G10090	YLR264W
AT5G03850	YOR167C
AT5G03850	YLR264W
AT5G64140	YOR167C
AT5G64140	YLR264W
AT3G10530	YER082C
AT3G15080	YOL080C
AT3G16680	YBR154C
AT5G57980	YBR154C
AT3G22320	YBR154C
AT3G18790	YJR050W
AT3G26730	YLR427W
AT4G33865	YLR388W
AT4G33865	YDL061C
AT3G44010	YLR388W
AT3G44010	YDL061C
AT3G43980	YLR388W
AT3G43980	YDL061C
AT3G49010	YDL082W
AT3G49010	YMR142C
AT3G48960	YDL082W
AT3G48960	YMR142C
AT5G23900	YDL082W
AT5G23900	YMR142C
AT3G49640	YNR015W
AT3G55160	YMR259C
AT4G02350	YGL233W
AT3G56640	YGL233W
AT3G58140	YPR047W
AT3G59650	YPR100W
AT3G61710	YPL120W
AT4G01660	YGL119W
AT4G18593	YIR026C
AT4G19006	YDR427W
AT5G45620	YDR427W
AT4G22440	YGR098C
AT4G24300	YGR098C
AT5G39770	YDR386W
AT4G30870	YDR386W
AT4G35520	YPL164C
AT4G36400	YDL178W
AT4G36400	YEL071W
AT4G38090	YCR059C
AT4G38090	YDL177C
AT4G39690	YKR016W
AT5G03500	YOL135C
AT5G03220	YOL135C
AT5G08160	YPL236C
AT5G10780	YGL231C
AT5G10790	YMR223W
AT5G11560	YCL045C
AT5G37130	YNL313C
AT5G17270	YNL313C
AT5G49570	YPL096W
AT5G50810	YJR135W-A
AT5G52210	YPL051W
AT5G55310	YOL006C
AT5G55300	YOL006C
AT5G58240	YDR305C
AT5G62030	YIL103W
AT5G60730	YDL100C
AT3G10350	YDL100C
AT1G01910	YDL100C
AT2G06530	YKL002W
AT1G03950	YKL002W
AT5G44560	YKL002W
AT2G18720	YER025W
AT4G18330	YER025W
AT1G04170	YER025W
AT1G04730	YMR078C
AT4G17585	YGL140C
AT5G46600	YGL140C
AT5G46610	YGL140C
AT4G17970	YGL140C
AT1G08440	YGL140C
AT1G08430	YGL140C
AT2G27240	YGL140C
AT3G11680	YGL140C
AT4G00910	YGL140C
AT1G25480	YGL140C
AT1G68600	YGL140C
AT2G17470	YGL140C
AT1G18420	YGL140C
AT3G18440	YGL140C
AT1G09770	YMR213W
AT1G10500	YLL027W
AT2G36260	YLL027W
AT2G16710	YLL027W
AT1G80670	YER107C
AT1G15850	YER107C
AT5G62130	YCR044C
AT1G16560	YCR044C
AT1G78510	YBR003W
AT1G17050	YBR003W
AT2G34630	YBR003W
AT1G36623	YBR003W
AT1G17470	YGR173W
AT1G72660	YGR173W
AT4G39520	YAL036C
AT1G18340	YPR056W
AT5G16140	YHR189W
AT5G38290	YHR189W
AT5G19830	YHR189W
AT1G18440	YHR189W
AT4G35090	YGR088W
AT1G20630	YGR088W
AT1G20620	YGR088W
AT1G76430	YML123C
AT1G20860	YML123C
AT5G43350	YML123C
AT5G43370	YML123C
AT5G43360	YML123C
AT3G54700	YML123C
AT2G38940	YML123C
AT2G32830	YML123C
AT4G08878	YML123C
AT5G43340	YML123C
