CG5589	NCU00919
MCU	NCU08166
MCU	NCU08166
CG4572	NCU06720
CG4572	NCU04316
CG4572	NCU06720
CG4572	NCU04316
CG4572	NCU06720
CG4572	NCU04316
Papss	NCU09896
Papss	NCU09896
Papss	NCU09896
Papss	NCU09896
Papss	NCU09896
Papss	NCU09896
Papss	NCU09896
Papss	NCU09896
r	NCU08287
r	NCU08287
r	NCU08287
Hydr1	NCU01302
Hydr1	NCU01302
Hydr1	NCU01302
Hydr1	NCU01302
Hydr1	NCU01302
Gs1	NCU04856
Gs1	NCU06724
Gs1	NCU04856
Gs1	NCU06724
Gs1	NCU04856
Gs1	NCU06724
Gs2	NCU04856
Gs2	NCU06724
Gs2	NCU04856
Gs2	NCU06724
Gs2	NCU04856
Gs2	NCU06724
Gs2	NCU04856
Gs2	NCU06724
Gs2	NCU04856
Gs2	NCU06724
Gs2	NCU04856
Gs2	NCU06724
tomboy40	NCU01179
Tom40	NCU01179
Tom40	NCU01179
Tom40	NCU01179
RpS2	NCU06047
RpS2	NCU06047
RpS2	NCU06047
Atg8b	NCU01545
Atg8b	NCU01545
Atg8a	NCU01545
Atg8a	NCU01545
Atg8a	NCU01545
CG8417	NCU02322
CG8417	NCU07165
ncm	NCU00066
ThrRS	NCU03129
ThrRS	NCU02380
ThrRS	NCU03129
ThrRS	NCU02380
ThrRS	NCU03129
ThrRS	NCU02380
ThrRS	NCU03129
ThrRS	NCU02380
RpL40	NCU05275
RpL40	NCU05032
RpL40	NCU05275
RpL40	NCU05032
CG6420	NCU03965
CG6420	NCU03965
CG8036	NCU01328
CG8036	NCU01328
CG8036	NCU01328
CG5103	NCU01328
CG7927	NCU03367
CG7927	NCU03367
CG7927	NCU03367
sesB	NCU09477
sesB	NCU09477
sesB	NCU09477
sesB	NCU09477
sesB	NCU09477
Ant2	NCU09477
Ant2	NCU09477
Ant2	NCU09477
Sod2	NCU01213
Sod2	NCU09560
Sod2	NCU01213
Sod2	NCU09560
CG4858	NCU01084
CG3262	NCU04788
CG3262	NCU04788
CG3262	NCU04788
PIG-A	NCU09757
PIG-A	NCU09757
Vps28	NCU11209
Vps28	NCU11209
CG8132	NCU06726
NitFhit	NCU05757
CG14185	NCU01571
CG12007	NCU01571
CG31802	NCU09871
CG17493	NCU09871
CG17493	NCU09871
CG17493	NCU09871
CG6432	NCU01417
CG6432	NCU01417
AcCoAS	NCU06836
AcCoAS	NCU06836
AcCoAS	NCU06836
Sfxn2	NCU00227
Sfxn1-3	NCU00227
Sfxn1-3	NCU00227
Sfxn1-3	NCU00227
Sfxn1-3	NCU00227
CG16717	NCU04147
grp	NCU08346
grp	NCU08346
grp	NCU08346
grp	NCU08346
grp	NCU08346
Dp1	NCU03897
Dp1	NCU03897
Dp1	NCU03897
Dp1	NCU03897
Dp1	NCU03897
Dp1	NCU03897
Dp1	NCU03897
RpS15	NCU00971
RpS15	NCU00971
Sec23	NCU01318
Sec23	NCU01318
Sec23	NCU01318
Sec23	NCU01318
Sec23	NCU01318
Sec23	NCU01318
Sec23	NCU01318
RpS15Aa	NCU06431
RpS15Aa	NCU06431
RpS15Aa	NCU06431
RpS15Aa	NCU06431
RpS15Aa	NCU06431
RpS15Ab	NCU06431
CG13223	NCU02826
Gart	NCU00177
Gart	NCU00177
Gart	NCU00177
CenB1A	NCU02830
CenB1A	NCU02830
Pp2A-29B	NCU00488
Pp2A-29B	NCU00488
Pp2A-29B	NCU00488
Pp2A-29B	NCU00488
Pp2A-29B	NCU00488
CG30060	NCU01112
Taf11	NCU07775
Cyt-b5	NCU03910
Cyt-b5	NCU03910
CG3566	NCU03910
CG3566	NCU03910
CG3566	NCU03910
Sec61alpha	NCU08897
Sec61alpha	NCU08897
PGAP5	NCU07483
PGAP5	NCU07483
PGAP5	NCU07483
Atx2	NCU09256
Atx2	NCU05400
Atx2	NCU09256
Atx2	NCU05400
Atx2	NCU09256
Atx2	NCU05400
Atx2	NCU09256
Atx2	NCU05400
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG9331	NCU09783
CG31674	NCU09783
CG31674	NCU09783
CG31673	NCU09783
CG31673	NCU09783
CG1236	NCU09783
Mo25	NCU03576
Mo25	NCU03576
Tnpo	NCU03690
Tnpo	NCU03690
Tnpo	NCU03690
Tnpo	NCU03690
CG8219	NCU03690
RpL31	NCU08344
RpL31	NCU08344
RpL31	NCU08344
Lst8	NCU04281
Rab6	NCU05234
Rab6	NCU05234
AdipoR	NCU04987
AdipoR	NCU04987
AdipoR	NCU04987
AdipoR	NCU04987
AdipoR	NCU04987
CG16903	NCU06979
CysRS-m	NCU05642
CysRS-m	NCU05642
CysRS	NCU05642
Pect	NCU04289
Pect	NCU04289
Pect	NCU04289
Pect	NCU04289
CG7560	NCU09545
CG7560	NCU07690
RpS27	NCU00618
RpS27	NCU00618
RpS19b	NCU07826
RpS19b	NCU07826
RpS19a	NCU07826
RpS19a	NCU07826
RpS19a	NCU07826
RpS19a	NCU07826
RpS19a	NCU07826
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
Ih	NCU08642
CG11077	NCU07915
CG11077	NCU06533
CG11077	NCU02117
CG9018	NCU04116
CG9018	NCU04116
kto	NCU00962
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
ctrip	NCU09866
slmo	NCU04307
slmo	NCU04307
slmo	NCU04307
slmo	NCU04307
slmo	NCU04307
CG7912	NCU04433
CG7912	NCU03235
CG5002	NCU04433
CG5002	NCU03235
Esp	NCU04433
Esp	NCU03235
Esp	NCU04433
Esp	NCU03235
CG6928	NCU04433
CG6928	NCU03235
CG6928	NCU04433
CG6928	NCU03235
CG6928	NCU04433
CG6928	NCU03235
CG6928	NCU04433
CG6928	NCU03235
CHORD	NCU03087
Trf4-1	NCU05588
Trf4-1	NCU05588
Trf4-1	NCU05588
Trf4-1	NCU05588
Trf4-1	NCU05588
Trf4-1	NCU05588
Trf4-1	NCU05588
Trf4-2	NCU05588
Trf4-2	NCU05588
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
CG11486	NCU01929
Gld	NCU01853
Gld	NCU09798
Gld	NCU07113
Gld	NCU01853
Gld	NCU09798
Gld	NCU07113
CG9503	NCU01853
CG9503	NCU09798
CG9503	NCU07113
CG9518	NCU01853
CG9518	NCU09798
CG9518	NCU07113
CG9518	NCU01853
CG9518	NCU09798
CG9518	NCU07113
CG9518	NCU01853
CG9518	NCU09798
CG9518	NCU07113
CG45065	NCU01853
CG45065	NCU09798
CG45065	NCU07113
CG9514	NCU01853
CG9514	NCU09798
CG9514	NCU07113
CG6142	NCU01853
CG6142	NCU09798
CG6142	NCU07113
CG12539	NCU01853
CG12539	NCU09798
CG12539	NCU07113
CG9522	NCU01853
CG9522	NCU09798
CG9522	NCU07113
CG9521	NCU01853
CG9521	NCU09798
CG9521	NCU07113
CG9519	NCU01853
CG9519	NCU09798
CG9519	NCU07113
CG12398	NCU01853
CG12398	NCU09798
CG12398	NCU07113
CG9512	NCU01853
CG9512	NCU09798
CG9512	NCU07113
CG9512	NCU01853
CG9512	NCU09798
CG9512	NCU07113
Eo	NCU01853
Eo	NCU09798
Eo	NCU07113
Max	NCU01871
Max	NCU04731
Max	NCU05970
Max	NCU01871
Max	NCU04731
Max	NCU05970
Max	NCU01871
Max	NCU04731
Max	NCU05970
CG18558	NCU07762
CG18558	NCU02191
CG34057	NCU07762
CG34057	NCU02191
CG34057	NCU07762
CG34057	NCU02191
CG34056	NCU07762
CG34056	NCU02191
CG2975	NCU07762
CG2975	NCU02191
CG2983	NCU07762
CG2983	NCU02191
tgy	NCU07762
tgy	NCU02191
tgy	NCU07762
tgy	NCU02191
CG8708	NCU07762
CG8708	NCU02191
CG8708	NCU07762
CG8708	NCU02191
CG8708	NCU07762
CG8708	NCU02191
C1GalTA	NCU07762
C1GalTA	NCU02191
C1GalTA	NCU07762
C1GalTA	NCU02191
C1GalTA	NCU07762
C1GalTA	NCU02191
CG3119	NCU07762
CG3119	NCU02191
CG3119	NCU07762
CG3119	NCU02191
stg	NCU02496
stg	NCU02496
twe	NCU02496
twe	NCU02496
twe	NCU02496
twe	NCU02496
Nf1	NCU01642
Nf1	NCU01642
Nf1	NCU01642
Nf1	NCU01642
Nf1	NCU01642
CG32732	NCU08733
CG2224	NCU06939
CG2224	NCU06939
RpL10	NCU08964
RpL10	NCU08964
RpL10	NCU08964
Ubc6	NCU07665
Ubc6	NCU09731
Ubc6	NCU07665
Ubc6	NCU09731
Set	NCU03769
RpS18	NCU00475
RpS18	NCU00475
alc	NCU03837
alc	NCU03837
Brf	NCU04523
Brf	NCU04523
CG2862	NCU04509
CG2862	NCU04509
CG2862	NCU04509
CG32500	NCU01779
CG33502	NCU01779
CG32857	NCU01779
Idh	NCU03857
Idh	NCU03857
Idh	NCU03857
Idh	NCU03857
Idh	NCU03857
Idh	NCU03857
Idh	NCU03857
Idh	NCU03857
Idh	NCU03857
CG10700	NCU05850
CG4199	NCU05850
CG4199	NCU05850
CG4199	NCU05850
CG4199	NCU05850
CG4199	NCU05850
CG4199	NCU05850
CG4199	NCU05850
blw	NCU02514
shrb	NCU01282
Gpdh1	NCU00742
Gpdh1	NCU00742
Gpdh1	NCU00742
Gpdh1	NCU00742
Gpdh1	NCU00742
Gpdh1	NCU00742
Gpdh2	NCU00742
RpL18	NCU03988
RpL18	NCU03988
RpL18	NCU03988
CG3308	NCU05309
Miro	NCU03966
Miro	NCU03966
Miro	NCU03966
Miro	NCU03966
RpL29	NCU00315
RpL29	NCU00315
RpL29	NCU00315
Srr	NCU02450
Srr	NCU03607
Srr	NCU02450
Srr	NCU03607
Fpgs	NCU00893
Fpgs	NCU00892
Fpgs	NCU00893
Fpgs	NCU00892
blp	NCU05515
blp	NCU05515
CG1409	NCU05515
Ppt1	NCU06530
Ppt1	NCU06530
CG42366	NCU01498
CG42366	NCU01498
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E1	NCU02076
eIF4E5	NCU02076
eIF4E4	NCU02076
Atg18a	NCU03441
Atg18a	NCU03441
Atg18a	NCU03441
Atg18a	NCU03441
Atg18a	NCU03441
Atg18a	NCU03441
Atg18a	NCU03441
Atg18b	NCU03441
Atg18b	NCU03441
ninaB	NCU11424
CG8314	NCU01935
Dnz1	NCU01935
Set1	NCU01206
Set1	NCU01206
Set1	NCU01206
Set1	NCU01206
Set1	NCU01206
Set1	NCU01206
Set1	NCU01206
Set1	NCU01206
Set1	NCU01206
Mms19	NCU00964
Nmnat	NCU04019
Nmnat	NCU04019
Nmnat	NCU04019
Nmnat	NCU04019
CG43333	NCU09568
CG14435	NCU08360
CG14435	NCU08360
ric8a	NCU02788
ric8a	NCU02788
CG13890	NCU00299
feo	NCU06277
sofe	NCU06277
sofe	NCU06277
qm	NCU01427
qm	NCU01427
qm	NCU01427
CG7324	NCU00681
CG7324	NCU00681
CG13784	NCU09543
CG13784	NCU09543
CG13784	NCU09543
CG13784	NCU09543
CG13784	NCU09543
CG4908	NCU03231
CG4908	NCU03231
Cul2	NCU05204
Cul2	NCU05204
Cul1	NCU05204
Cul1	NCU05204
Cul1	NCU05204
Cul1	NCU05204
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
Sin3A	NCU02578
CG9149	NCU05558
CG9149	NCU04796
CG9149	NCU09646
yip2	NCU05558
yip2	NCU04796
yip2	NCU09646
eEF2	NCU07700
eEF2	NCU07700
eEF2	NCU07700
CG4849	NCU02572
snf	NCU08034
snf	NCU02780
Orc1	NCU02965
Cdc6	NCU02776
HDAC6	NCU01525
HDAC6	NCU01525
HDAC6	NCU01525
HDAC6	NCU01525
HDAC6	NCU01525
HDAC6	NCU01525
HDAC6	NCU01525
CG1640	NCU03973
CG1640	NCU03973
CG1640	NCU03973
CG1640	NCU03973
CG1640	NCU03973
CG1640	NCU03973
CG1640	NCU03973
Pus1	NCU07528
Pus1	NCU07528
AP-1gamma	NCU04121
AP-1gamma	NCU04121
AP-1gamma	NCU04121
AP-1gamma	NCU04121
AP-1gamma	NCU04121
AP-1gamma	NCU04121
AP-1gamma	NCU04121
AP-1gamma	NCU04121
AP-1gamma	NCU04121
RpL34b	NCU07857
RpL34b	NCU07857
RpL34b	NCU07857
RpL34b	NCU07857
RpL34a	NCU07857
RpL34a	NCU07857
RpL34a	NCU07857
Syx6	NCU01199
Syx6	NCU01199
Syx6	NCU01199
ppl	NCU08877
RpL9	NCU02744
RpL9	NCU02744
RpL9	NCU02744
Ppcdc	NCU04237
Ppcdc	NCU04237
eIF2Bdelta	NCU01468
eIF2Bdelta	NCU01468
eIF2Bdelta	NCU01468
eIF2Bdelta	NCU01468
twr	NCU04519
Mtr4	NCU03363
tst	NCU01857
tst	NCU01857
Caf1-55	NCU06679
Caf1-55	NCU06679
Atg9	NCU02422
Atg9	NCU02422
RpS3	NCU00489
RpS3	NCU00489
RpS3A	NCU01452
RpS3A	NCU01452
RpS3A	NCU01452
Wdr62	NCU06758
Wdr62	NCU06758
Wdr62	NCU06758
Wdr62	NCU06758
Wdr62	NCU06758
Wdr62	NCU06758
Wdr62	NCU06758
Wdr62	NCU06758
Pdk1	NCU03571
Pdk1	NCU03571
Pdk1	NCU03571
Pdk1	NCU03571
Pdk1	NCU03571
Pdk1	NCU03571
Pdk1	NCU03571
Pdk1	NCU03571
Pdk1	NCU03571
CG6028	NCU08018
CG6028	NCU07506
CG5793	NCU03283
CG5793	NCU03283
CG5793	NCU03283
elm	NCU03833
elm	NCU03833
CanB	NCU03833
CanB	NCU03833
CanB2	NCU03833
CanB2	NCU03833
RnrS	NCU07887
lwr	NCU04302
lwr	NCU04302
lwr	NCU04302
lwr	NCU04302
twin	NCU07779
twin	NCU07779
twin	NCU07779
twin	NCU07779
twin	NCU07779
twin	NCU07779
vtd	NCU03291
vtd	NCU03291
Dak1	NCU12069
Dak1	NCU02812
Adk1	NCU12069
Adk1	NCU02812
Adk1	NCU12069
Adk1	NCU02812
eIF3k	NCU09707
Trs23	NCU11085
CG4407	NCU09233
CG4407	NCU09233
CG16848	NCU09233
ND-51L1	NCU04044
ND-51	NCU04044
ND-51	NCU04044
Gnpnat	NCU01902
Gnpnat	NCU01902
Gnpnat	NCU01902
Gnpnat	NCU01902
Gnpnat	NCU01902
Gnpnat	NCU01902
Gnpnat	NCU01902
CCT3	NCU01843
CCT3	NCU01843
CCT3	NCU01843
CCT3	NCU01843
CycC	NCU01563
SF1	NCU04110
SF1	NCU04110
SF1	NCU04110
CG10903	NCU00777
CG10903	NCU00777
CG3645	NCU00065
CG3645	NCU00065
CG3645	NCU00065
upSET	NCU02121
upSET	NCU06233
upSET	NCU04389
upSET	NCU02121
upSET	NCU06233
upSET	NCU04389
Ostgamma	NCU03995
EndoA	NCU01068
EndoA	NCU01068
EndoA	NCU01068
rho-7	NCU03080
rho-7	NCU03080
lds	NCU04445
RpL22	NCU06661
RpL23	NCU02905
CG9240	NCU17017
CG9240	NCU17017
Nup358	NCU00443
Nup358	NCU06644
Nup358	NCU00443
Nup358	NCU06644
tra2	NCU04164
tra2	NCU04164
tra2	NCU04164
tra2	NCU04164
tra2	NCU04164
tra2	NCU04164
tra2	NCU04164
DNAlig1	NCU06481
beta-Man	NCU09042
beta-Man	NCU00890
beta-Man	NCU09042
beta-Man	NCU00890
beta-Man	NCU09042
beta-Man	NCU00890
beta-Man	NCU09042
beta-Man	NCU00890
beta-Man	NCU09042
beta-Man	NCU00890
CG4747	NCU11370
CG4747	NCU11370
CG4747	NCU11370
Vha16-1	NCU00667
Vha16-1	NCU01332
Vha16-1	NCU00667
Vha16-1	NCU01332
Vha16-1	NCU00667
Vha16-1	NCU01332
Vha16-1	NCU00667
Vha16-1	NCU01332
Vha16-3	NCU00667
Vha16-3	NCU01332
Vha16-3	NCU00667
Vha16-3	NCU01332
Vha16-2	NCU00667
Vha16-2	NCU01332
ERp60	NCU09223
CG14621	NCU05453
CG14621	NCU05453
CG14621	NCU05453
CG14621	NCU05453
Pgm	NCU10058
ACC	NCU08535
ACC	NCU08535
ACC	NCU08535
ACC	NCU08535
ACC	NCU08535
ACC	NCU08535
Hcs	NCU05516
Hcs	NCU05516
Hcs	NCU05516
Hcs	NCU05516
TM9SF2	NCU07330
TM9SF2	NCU07330
Su(var)3-3	NCU09120
Su(var)3-3	NCU09120
Su(var)3-3	NCU09120
CG11771	NCU06618
Grx1t	NCU01219
Grx1	NCU01219
Grx1	NCU01219
CG11539	NCU03760
CG11539	NCU03760
CG9344	NCU10352
SmF	NCU01614
CG9393	NCU00923
CG9393	NCU00923
RpS14a	NCU07830
RpS14b	NCU07830
RpS14b	NCU07830
RpS14a	NCU07830
CG1129	NCU06003
CG1129	NCU06003
CG1129	NCU06003
CG1129	NCU06003
TfIIB	NCU07289
TfIIB	NCU07289
CG11811	NCU06300
CG7685	NCU05606
CG7685	NCU05606
GCS2beta	NCU05606
GCS2beta	NCU05606
CG6225	NCU00112
CG6225	NCU00112
Pld	NCU06342
Pld	NCU10400
Pld	NCU03955
Pld	NCU06342
Pld	NCU10400
Pld	NCU03955
Pld	NCU06342
Pld	NCU10400
Pld	NCU03955
Pld	NCU06342
Pld	NCU10400
Pld	NCU03955
Pld	NCU06342
Pld	NCU10400
Pld	NCU03955
Pld	NCU06342
Pld	NCU10400
Pld	NCU03955
CG32110	NCU05389
RpL13A	NCU01221
RpL13A	NCU01221
Ate1	NCU01803
Ate1	NCU01803
Ate1	NCU01803
Ate1	NCU01803
ND-B14	NCU00418
ND-B14	NCU00418
spel1	NCU02230
spel1	NCU02230
spel1	NCU02230
spel1	NCU02230
Gfat2	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
Gfat1	NCU07366
CG9005	NCU16778
CG9005	NCU16778
CG9005	NCU16778
glu	NCU09063
Tim9a	NCU00198
Tim9a	NCU00198
AsnS	NCU04303
CG6951	NCU06673
CG6951	NCU06673
CG2059	NCU01454
CG2059	NCU01454
CG7456	NCU11246
Ptpa	NCU03269
Ptpa	NCU04810
CG17683	NCU03204
CG17683	NCU03204
CG17683	NCU03204
CG17683	NCU03204
SmB	NCU02508
Fib	NCU03702
CG4960	NCU06702
CG4960	NCU06702
ReepB	NCU06702
ReepB	NCU06702
ReepB	NCU06702
ReepB	NCU06702
Snx1	NCU04137
Snx1	NCU04137
gkt	NCU06345
eIF4EHP	NCU09546
eIF4EHP	NCU09546
eIF4EHP	NCU09546
eIF4EHP	NCU09546
EloC	NCU03406
EloC	NCU03406
Rcc1	NCU05513
Rcc1	NCU05513
Rcc1	NCU05513
CG9485	NCU00743
CG9485	NCU00743
CG9485	NCU00743
CG9485	NCU00743
CG9485	NCU00743
CG9485	NCU00743
robls54B	NCU09095
robls54B	NCU09095
CG10822	NCU09095
CG16837	NCU09095
robl22E	NCU09095
robl22E	NCU09095
CG10834	NCU09095
robl	NCU09095
robl37BC	NCU09095
Nup93-2	NCU01702
Nup93-1	NCU01702
Adgf-A	NCU04642
Adgf-A	NCU04048
Adgf-A	NCU04642
Adgf-A	NCU04048
Adgf-B	NCU04642
Adgf-B	NCU04048
Adgf-E	NCU04642
Adgf-E	NCU04048
Adgf-C	NCU04642
Adgf-C	NCU04048
Adgf-D	NCU04642
Adgf-D	NCU04048
UQCR-C2	NCU03559
UQCR-C2	NCU03559
lok	NCU02751
lok	NCU02814
lok	NCU02751
lok	NCU02814
lok	NCU02751
lok	NCU02814
lok	NCU02751
lok	NCU02814
slmb	NCU07521
slmb	NCU07521
slmb	NCU07521
Sin1	NCU00324
CG9921	NCU02451
CG9921	NCU02451
Fatp	NCU06032
Fatp	NCU06032
Fatp	NCU06032
Fatp	NCU06032
CG44252	NCU06032
CG44252	NCU06032
CG44252	NCU06032
CG44253	NCU06032
Sar1	NCU11181
Sar1	NCU11181
Sar1	NCU11181
Sar1	NCU11181
bchs	NCU00671
mv	NCU00671
APP-BP1	NCU08040
APP-BP1	NCU08040
CG32576	NCU06396
CG32576	NCU06396
Tps1	NCU05503
Tps1	NCU01810
Tps1	NCU09715
Tps1	NCU05041
Tps1	NCU00793
CG14971	NCU03097
ida	NCU01963
mRpL4	NCU01474
CG10628	NCU05302
rho-5	NCU01305
Rack1	NCU05810
Rack1	NCU05810
Rack1	NCU05810
Tim17b1	NCU05623
Tim17b2	NCU05623
Tim17b2	NCU05623
CG1724	NCU05623
Tim17b	NCU05623
Tim17b	NCU05623
Ogg1	NCU03040
BuGZ	NCU06145
BuGZ	NCU06145
BuGZ	NCU06145
BuGZ	NCU06145
BuGZ	NCU06145
BuGZ	NCU06145
BuGZ	NCU06145
Taf1	NCU02556
Taf1	NCU02556
Taf1	NCU02556
Taf1	NCU02556
Taf1	NCU02556
Taf1	NCU02556
muc	NCU07659
muc	NCU07659
muc	NCU07659
muc	NCU07659
muc	NCU07659
muc	NCU07659
RpS7	NCU00258
RpS7	NCU00258
RpS7	NCU00258
RpS7	NCU00258
ash2	NCU06993
ash2	NCU06993
ash2	NCU06993
Mdh2	NCU04899
CG10749	NCU04899
CG10748	NCU04899
CG5013	NCU04775
CG2747	NCU08993
CG2747	NCU08993
CG2747	NCU08993
CG2747	NCU08993
CG2747	NCU08993
CG2747	NCU08993
CG8207	NCU05937
Mfe2	NCU08828
Mfe2	NCU08828
CG11753	NCU02294
CG11753	NCU02294
CG11753	NCU02294
Art3	NCU01669
Art3	NCU07459
Art3	NCU01669
Art3	NCU07459
RpL28	NCU06210
RpL28	NCU06210
RpL28	NCU06210
RpL28	NCU06210
RpL28	NCU06210
RpL28	NCU06210
RpS30	NCU06048
RpS30	NCU09089
RpS30	NCU06048
RpS30	NCU09089
RpS30	NCU06048
RpS30	NCU09089
Hex-t2	NCU04728
Hex-t2	NCU06996
Hex-t2	NCU02542
Hex-A	NCU04728
Hex-A	NCU06996
Hex-A	NCU02542
Hex-A	NCU04728
Hex-A	NCU06996
Hex-A	NCU02542
Hex-A	NCU04728
Hex-A	NCU06996
Hex-A	NCU02542
Hex-C	NCU04728
Hex-C	NCU06996
Hex-C	NCU02542
Nak	NCU06202
Nak	NCU06202
Nak	NCU06202
Nak	NCU06202
CG7394	NCU00075
CG7394	NCU00075
CG7394	NCU00075
CG7394	NCU00075
RpS5a	NCU09475
RpS5a	NCU09475
RpS5a	NCU09475
RpS5a	NCU09475
RpS5b	NCU09475
RpS5b	NCU09475
CG6700	NCU06594
CG6700	NCU06594
CG6052	NCU04021
ABCA	NCU04021
ABCA	NCU04021
ABCA	NCU04021
RpS24	NCU07182
Baldspot	NCU06694
Baldspot	NCU06694
Gpo2	NCU05454
Gpo1	NCU05454
Gpo1	NCU05454
Gpo1	NCU05454
Gpo1	NCU05454
CG1416	NCU04087
CG1416	NCU04087
CG1416	NCU04087
CG9143	NCU04041
RpL36A	NCU00706
RpL36A	NCU00706
CG2918	NCU09485
CG2918	NCU09485
dare	NCU08005
CG5316	NCU06572
E(Pc)	NCU03834
E(Pc)	NCU03834
E(Pc)	NCU03834
E(Pc)	NCU03834
E(Pc)	NCU03834
CG6244	NCU01447
CG40228	NCU01447
CG40228	NCU01447
CG40228	NCU01447
CG40228	NCU01447
CG9747	NCU05259
CG9747	NCU05259
Desat1	NCU05259
Desat1	NCU05259
Desat1	NCU05259
Desat1	NCU05259
Desat1	NCU05259
Desat2	NCU05259
Fad2	NCU05259
CG8630	NCU05259
CG9743	NCU05259
CG3168	NCU09767
CG3168	NCU01285
CG3168	NCU09767
CG3168	NCU01285
CG3168	NCU09767
CG3168	NCU01285
CG3168	NCU09767
CG3168	NCU01285
CG3168	NCU09767
CG3168	NCU01285
CG3168	NCU09767
CG3168	NCU01285
CG3168	NCU09767
CG3168	NCU01285
CG10082	NCU03546
CG10082	NCU03546
CG33230	NCU02158
RhoGAP68F	NCU02524
RhoGAP68F	NCU02524
RhoGAP68F	NCU02524
RhoGAP68F	NCU02524
rtet	NCU09098
fd102C	NCU00019
fd102C	NCU06173
fd96Cb	NCU00019
fd96Cb	NCU06173
Odc1	NCU01271
Odc2	NCU01271
jing	NCU03206
jing	NCU03043
jing	NCU03206
jing	NCU03043
jing	NCU03206
jing	NCU03043
jing	NCU03206
jing	NCU03043
CG11777	NCU10388
Cypl	NCU00578
CG14721	NCU04944
CG14721	NCU04944
CG9581	NCU05971
Dip-C	NCU11288
Dip-C	NCU00154
Dip-C	NCU11288
Dip-C	NCU00154
RpL21	NCU01948
RpL21	NCU01948
RpL21	NCU01948
Vha44	NCU09897
Vha44	NCU09897
Vha44	NCU09897
DPCoAC	NCU08326
DPCoAC	NCU08326
DPCoAC	NCU08326
DPCoAC	NCU08326
DPCoAC	NCU08326
DPCoAC	NCU08326
CG5823	NCU05592
CG5823	NCU05592
hrg	NCU08983
hrg	NCU08983
hrg	NCU08983
hrg	NCU08983
Klp67A	NCU06144
Klp67A	NCU06144
Klp67A	NCU06144
mor	NCU08003
mor	NCU08003
CG1354	NCU02044
CG1354	NCU02044
CG1354	NCU02044
CG1354	NCU02044
CG1354	NCU02044
spict	NCU00490
spict	NCU00490
fbp	NCU04797
fbp	NCU04797
fbp	NCU04797
fbp	NCU04797
CG2540	NCU02737
CG10365	NCU02737
CG10365	NCU02737
CG10365	NCU02737
CG10365	NCU02737
Nadsyn	NCU04648
Nadsyn	NCU04648
Nadsyn	NCU04648
Tbp	NCU04770
unc-45	NCU06821
unc-45	NCU06821
CG9961	NCU07914
CG9961	NCU07914
Pgk	NCU07914
Pgk	NCU07914
Pgk	NCU07914
Pgk	NCU07914
Pgk	NCU07914
CG3756	NCU02533
Vha26	NCU07446
Vha26	NCU07446
Vha26	NCU07446
pds5	NCU00424
pds5	NCU00424
Drp1	NCU04100
Drp1	NCU09808
Drp1	NCU04100
Drp1	NCU09808
CG31381	NCU10185
CG31381	NCU10185
CG4988	NCU08516
CG4988	NCU08398
CG4988	NCU09705
CG32444	NCU08516
CG32444	NCU08398
CG32444	NCU09705
CG10996	NCU08516
CG10996	NCU08398
CG10996	NCU09705
CG32445	NCU08516
CG32445	NCU08398
CG32445	NCU09705
CG10467	NCU08516
CG10467	NCU08398
CG10467	NCU09705
CG6388	NCU06336
NTPase	NCU03713
NTPase	NCU03713
NTPase	NCU03713
NTPase	NCU03713
NTPase	NCU03713
Ercc1	NCU07066
CG9601	NCU08151
CG18155	NCU02107
CG4293	NCU04293
CG4293	NCU04293
CG4293	NCU04293
CG4293	NCU04293
CG4293	NCU04293
NaPi-III	NCU09564
NaPi-III	NCU09564
swm	NCU07699
swm	NCU07699
swm	NCU07699
swm	NCU07699
GlyP	NCU07027
GlyP	NCU07027
Mpcp2	NCU07465
Mpcp2	NCU07465
