AT3G09720.1 YGL171W_mRNA
AT1G54050.1 YBR072W_mRNA
AT1G54050.1 YDR171W_mRNA
AT5G12020.1 YBR072W_mRNA
AT5G12020.1 YDR171W_mRNA
AT5G12030.1 YBR072W_mRNA
AT5G12030.1 YDR171W_mRNA
AT4G21870.1 YBR072W_mRNA
AT4G21870.1 YDR171W_mRNA
AT2G19310.1 YBR072W_mRNA
AT2G19310.1 YDR171W_mRNA
AT3G50850.1 YNL024C_mRNA
AT5G49560.1 YNL024C_mRNA
AT1G08125.2 YNL024C_mRNA
AT5G44170.1 YNL024C_mRNA
AT1G73320.1 YNL024C_mRNA
AT2G26810.1 YBR271W_mRNA
AT1G11970.1 YDR139C_mRNA
AT1G11980.1 YDR139C_mRNA
AT1G79530.1 YGR192C_mRNA
AT1G79530.1 YJR009C_mRNA
AT1G79530.1 YJL052W_mRNA
AT1G16300.1 YGR192C_mRNA
AT1G16300.1 YJR009C_mRNA
AT1G16300.1 YJL052W_mRNA
AT1G13440.1 YGR192C_mRNA
AT1G13440.1 YJR009C_mRNA
AT1G13440.1 YJL052W_mRNA
AT3G04120.1 YGR192C_mRNA
AT3G04120.1 YJR009C_mRNA
AT3G04120.1 YJL052W_mRNA
AT5G35730.1 YDR414C_mRNA
AT2G32295.1 YDR414C_mRNA
AT2G03260.1 YIL047C_mRNA
AT2G03240.1 YIL047C_mRNA
AT1G14040.1 YIL047C_mRNA
AT2G03250.1 YIL047C_mRNA
AT4G25350.1 YIL047C_mRNA
AT1G35350.1 YIL047C_mRNA
AT1G26730.1 YIL047C_mRNA
AT1G69480.1 YIL047C_mRNA
AT3G29060.1 YIL047C_mRNA
AT3G23430.1 YIL047C_mRNA
AT1G68740.1 YIL047C_mRNA
AT1G25420.1 YNL265C_mRNA
AT1G34220.1 YNL265C_mRNA
AT1G67430.1 YJL177W_mRNA
AT1G67430.1 YKL180W_mRNA
AT1G27400.1 YJL177W_mRNA
AT1G27400.1 YKL180W_mRNA
AT1G31812.1 YGR037C_mRNA
AT4G08520.1 YPL010W_mRNA
AT3G09800.6 YPL010W_mRNA
AT1G60970.1 YPL010W_mRNA
AT1G63440.1 YDR270W_mRNA
AT5G44790.1 YDR270W_mRNA
AT1G80460.1 YHL032C_mRNA
AT4G18300.1 YDR211W_mRNA
AT2G34970.1 YDR211W_mRNA
AT3G02270.1 YDR211W_mRNA
AT3G57480.1 YNL155W_mRNA
AT2G41835.1 YNL155W_mRNA
AT5G48205.1 YNL155W_mRNA
AT3G28210.1 YNL155W_mRNA
AT4G27940.1 YGR257C_mRNA
AT2G46320.1 YGR257C_mRNA
AT3G23810.1 YER043C_mRNA
AT4G13940.1 YER043C_mRNA
AT3G54840.1 YOR089C_mRNA
AT5G45130.2 YOR089C_mRNA
AT4G19640.1 YOR089C_mRNA
AT4G17390.1 YMR121C_mRNA
AT4G17390.1 YLR029C_mRNA
AT4G16720.1 YMR121C_mRNA
AT4G16720.1 YLR029C_mRNA
AT4G17830.2 YFR044C_mRNA
AT4G17830.2 YBR281C_mRNA
AT5G11860.1 YLL010C_mRNA
AT5G11860.1 YLR019W_mRNA
AT1G12360.1 YDR164C_mRNA
AT4G12120.1 YDR164C_mRNA
AT1G02010.4 YDR164C_mRNA
AT1G11860.3 YDR019C_mRNA
AT3G63460.1 YDL195W_mRNA
AT1G18830.1 YDL195W_mRNA
AT1G21640.2 YJR049C_mRNA
AT1G21640.2 YEL041W_mRNA
AT3G21070.3 YJR049C_mRNA
AT3G21070.3 YEL041W_mRNA
AT1G78050.1 YKL152C_mRNA
AT1G78050.1 YDL021W_mRNA
AT1G78050.1 YOL056W_mRNA
AT1G22170.1 YKL152C_mRNA
AT1G22170.1 YDL021W_mRNA
AT1G22170.1 YOL056W_mRNA
AT5G04120.1 YOR283W_mRNA
AT3G50520.1 YOR283W_mRNA
AT5G57815.1 YLR038C_mRNA
AT4G28060.1 YLR038C_mRNA
AT1G22450.1 YLR038C_mRNA
AT1G32710.1 YLR038C_mRNA
AT3G59500.1 YNL263C_mRNA
AT1G30890.1 YNL263C_mRNA
AT1G45332.1 YLR069C_mRNA
AT2G45030.1 YLR069C_mRNA
AT1G62750.1 YJL102W_mRNA
AT1G54140.1 YMR236W_mRNA
AT1G67420.4 YBR074W_mRNA
AT5G20660.1 YBR074W_mRNA
AT3G05510.1 YPR140W_mRNA
AT2G27480.1 YGR058W_mRNA
AT5G04170.1 YGR058W_mRNA
AT3G10300.6 YGR058W_mRNA
AT3G05280.1 YGL161C_mRNA
AT5G27490.1 YGL161C_mRNA
AT2G39805.2 YGL161C_mRNA
AT3G06670.2 YNL201C_mRNA
AT5G49390.1 YNL201C_mRNA
AT3G11220.1 YPL101W_mRNA
AT3G11620.1 YPR147C_mRNA
AT5G19740.1 YJR126C_mRNA
AT4G07670.1 YJR126C_mRNA
AT3G54720.1 YJR126C_mRNA
AT5G41520.1 YOR293W_mRNA
AT5G41520.1 YMR230W_mRNA
AT5G52650.1 YOR293W_mRNA
AT5G52650.1 YMR230W_mRNA
AT4G25740.1 YOR293W_mRNA
AT4G25740.1 YMR230W_mRNA
AT4G29690.1 YEL016C_mRNA
AT4G29690.1 YCR026C_mRNA
AT4G29700.1 YEL016C_mRNA
AT4G29700.1 YCR026C_mRNA
AT4G29680.1 YEL016C_mRNA
AT4G29680.1 YCR026C_mRNA
AT4G29710.1 YEL016C_mRNA
AT4G29710.1 YCR026C_mRNA
AT4G34490.2 YNL138W_mRNA
AT1G01230.1 YLR350W_mRNA
AT1G01230.1 YGR038W_mRNA
AT5G42000.1 YLR350W_mRNA
AT5G42000.1 YGR038W_mRNA
AT3G20750.1 YMR136W_mRNA
AT3G20750.1 YLR013W_mRNA
AT3G20750.1 YIR013C_mRNA
AT5G66320.1 YMR136W_mRNA
AT5G66320.1 YLR013W_mRNA
AT5G66320.1 YIR013C_mRNA
AT3G51080.1 YMR136W_mRNA
AT3G51080.1 YLR013W_mRNA
AT3G51080.1 YIR013C_mRNA
AT4G36240.1 YMR136W_mRNA
AT4G36240.1 YLR013W_mRNA
AT4G36240.1 YIR013C_mRNA
AT4G34680.1 YMR136W_mRNA
AT4G34680.1 YLR013W_mRNA
AT4G34680.1 YIR013C_mRNA
AT3G60530.1 YMR136W_mRNA
AT3G60530.1 YLR013W_mRNA
AT3G60530.1 YIR013C_mRNA
AT2G45050.1 YMR136W_mRNA
AT2G45050.1 YLR013W_mRNA
AT2G45050.1 YIR013C_mRNA
AT5G25830.1 YMR136W_mRNA
AT5G25830.1 YLR013W_mRNA
AT5G25830.1 YIR013C_mRNA
AT4G32890.1 YMR136W_mRNA
AT4G32890.1 YLR013W_mRNA
AT4G32890.1 YIR013C_mRNA
AT3G24050.1 YMR136W_mRNA
AT3G24050.1 YLR013W_mRNA
AT3G24050.1 YIR013C_mRNA
AT3G54810.1 YMR136W_mRNA
AT3G54810.1 YLR013W_mRNA
AT3G54810.1 YIR013C_mRNA
AT3G45170.1 YMR136W_mRNA
AT3G45170.1 YLR013W_mRNA
AT3G45170.1 YIR013C_mRNA
AT2G28340.1 YMR136W_mRNA
AT2G28340.1 YLR013W_mRNA
AT2G28340.1 YIR013C_mRNA
AT1G08010.1 YMR136W_mRNA
AT1G08010.1 YLR013W_mRNA
AT1G08010.1 YIR013C_mRNA
AT1G08000.1 YMR136W_mRNA
AT1G08000.1 YLR013W_mRNA
AT1G08000.1 YIR013C_mRNA
AT3G50870.1 YMR136W_mRNA
AT3G50870.1 YLR013W_mRNA
AT3G50870.1 YIR013C_mRNA
AT4G36620.1 YMR136W_mRNA
AT4G36620.1 YLR013W_mRNA
AT4G36620.1 YIR013C_mRNA
AT5G56860.1 YMR136W_mRNA
AT5G56860.1 YLR013W_mRNA
AT5G56860.1 YIR013C_mRNA
AT4G26150.1 YMR136W_mRNA
AT4G26150.1 YLR013W_mRNA
AT4G26150.1 YIR013C_mRNA
AT5G26930.1 YMR136W_mRNA
AT5G26930.1 YLR013W_mRNA
AT5G26930.1 YIR013C_mRNA
AT3G16870.1 YMR136W_mRNA
AT3G16870.1 YLR013W_mRNA
AT3G16870.1 YIR013C_mRNA
AT4G16141.1 YMR136W_mRNA
AT4G16141.1 YLR013W_mRNA
AT4G16141.1 YIR013C_mRNA
AT5G49300.1 YMR136W_mRNA
AT5G49300.1 YLR013W_mRNA
AT5G49300.1 YIR013C_mRNA
AT3G06740.1 YMR136W_mRNA
AT3G06740.1 YLR013W_mRNA
AT3G06740.1 YIR013C_mRNA
AT1G09330.1 YDR084C_mRNA
AT1G54160.1 YGL237C_mRNA
AT3G14020.1 YGL237C_mRNA
AT1G72830.2 YGL237C_mRNA
AT1G17590.1 YGL237C_mRNA
AT2G34720.1 YGL237C_mRNA
AT1G30500.2 YGL237C_mRNA
AT3G20910.1 YGL237C_mRNA
AT5G12840.1 YGL237C_mRNA
AT3G48990.1 YBR222C_mRNA
AT2G47430.1 YIL147C_mRNA
AT2G17820.1 YIL147C_mRNA
AT1G48090.2 YLL040C_mRNA
AT4G17140.3 YLL040C_mRNA
AT1G55150.2 YNL112W_mRNA
AT5G63120.2 YNL112W_mRNA
AT1G76710.3 YJL168C_mRNA
AT1G77300.1 YJL168C_mRNA
AT2G13810.1 YJL060W_mRNA
AT1G77670.1 YJL060W_mRNA
AT5G48030.1 YFL016C_mRNA
AT1G80030.1 YFL016C_mRNA
AT3G17830.1 YFL016C_mRNA
AT2G22360.1 YFL016C_mRNA
AT4G39960.1 YFL016C_mRNA
AT5G13780.1 YHR013C_mRNA
AT2G44140.1 YNL223W_mRNA
AT3G59950.1 YNL223W_mRNA
AT5G26594.1 YLR006C_mRNA
AT3G04280.1 YLR006C_mRNA
AT3G23610.3 YIL113W_mRNA
AT3G23610.3 YNL053W_mRNA
AT5G60550.1 YER129W_mRNA
AT5G60550.1 YGL179C_mRNA
AT3G45240.1 YER129W_mRNA
AT3G45240.1 YGL179C_mRNA
AT3G52250.1 YCR033W_mRNA
AT5G09650.1 YBR011C_mRNA
AT5G09650.1 YMR267W_mRNA
AT2G27600.1 YPR173C_mRNA
AT1G08270.2 YPR173C_mRNA
AT3G27120.1 YER047C_mRNA
AT1G10390.1 YGL092W_mRNA
AT1G59660.1 YGL092W_mRNA
AT1G80680.1 YGL092W_mRNA
AT1G79650.4 YEL037C_mRNA
AT1G16190.1 YEL037C_mRNA
AT3G02540.1 YEL037C_mRNA
AT5G38470.1 YEL037C_mRNA
AT1G17880.1 YPL037C_mRNA
AT1G17880.1 YDR252W_mRNA
AT1G73230.1 YPL037C_mRNA
AT1G73230.1 YDR252W_mRNA
AT1G36370.1 YBR263W_mRNA
AT1G36370.1 YLR058C_mRNA
AT1G22020.1 YBR263W_mRNA
AT1G22020.1 YLR058C_mRNA
AT4G13930.1 YBR263W_mRNA
AT4G13930.1 YLR058C_mRNA
AT4G13890.1 YBR263W_mRNA
AT4G13890.1 YLR058C_mRNA
AT4G32520.1 YBR263W_mRNA
AT4G32520.1 YLR058C_mRNA
AT5G26780.2 YBR263W_mRNA
AT5G26780.2 YLR058C_mRNA
AT4G37930.1 YBR263W_mRNA
AT4G37930.1 YLR058C_mRNA
AT1G26760.1 YPL165C_mRNA
AT2G19640.2 YPL165C_mRNA
AT5G06620.1 YHR207C_mRNA
AT1G33040.1 YHR193C_mRNA
AT4G10480.1 YHR193C_mRNA
AT3G49470.2 YHR193C_mRNA
AT5G13850.1 YHR193C_mRNA
AT3G12390.1 YHR193C_mRNA
AT3G16260.1 YKR079C_mRNA
AT1G52160.1 YKR079C_mRNA
AT5G48460.1 YDR129C_mRNA
AT5G55400.1 YDR129C_mRNA
AT4G26700.1 YDR129C_mRNA
AT5G35700.1 YDR129C_mRNA
AT2G04750.1 YDR129C_mRNA
AT2G20420.1 YGR244C_mRNA
AT2G28540.2 YER068W_mRNA
AT3G45630.1 YER068W_mRNA
AT5G60170.2 YER068W_mRNA
AT3G02460.1 YMR192W_mRNA
AT3G02460.1 YPL249C_mRNA
AT5G15930.1 YMR192W_mRNA
AT5G15930.1 YPL249C_mRNA
AT3G57300.2 YGL150C_mRNA
AT3G12810.1 YDR334W_mRNA
AT5G67510.1 YLR344W_mRNA
AT5G67510.1 YGR034W_mRNA
AT3G49910.1 YLR344W_mRNA
AT3G49910.1 YGR034W_mRNA
AT4G15930.1 YDR424C_mRNA
AT5G22770.1 YBL037W_mRNA
AT5G22780.1 YBL037W_mRNA
AT5G27380.1 YOL049W_mRNA
AT5G51220.1 YPL215W_mRNA
AT5G52790.1 YOL060C_mRNA
AT2G14520.1 YOL060C_mRNA
AT4G33700.1 YOL060C_mRNA
AT1G47330.1 YOL060C_mRNA
AT1G03270.1 YOL060C_mRNA
AT4G14230.1 YOL060C_mRNA
AT4G14240.1 YOL060C_mRNA
AT3G18220.1 YDR284C_mRNA
AT3G18220.1 YDR503C_mRNA
AT1G15080.1 YDR284C_mRNA
AT1G15080.1 YDR503C_mRNA
AT3G02600.1 YDR284C_mRNA
AT3G02600.1 YDR503C_mRNA
AT2G01180.3 YDR284C_mRNA
AT2G01180.3 YDR503C_mRNA
AT3G06170.1 YDR105C_mRNA
AT1G16180.1 YDR105C_mRNA
AT5G19720.1 YOR168W_mRNA
AT1G25350.2 YOR168W_mRNA
AT2G28000.1 YLR259C_mRNA
AT5G18820.1 YLR259C_mRNA
AT1G55490.1 YLR259C_mRNA
AT3G13470.1 YLR259C_mRNA
AT5G56500.1 YLR259C_mRNA
AT1G26230.1 YLR259C_mRNA
AT3G13860.1 YLR259C_mRNA
AT3G23990.1 YLR259C_mRNA
AT2G33210.1 YLR259C_mRNA
AT1G26520.1 YNR029C_mRNA
AT1G50500.2 YJL029C_mRNA
AT1G50970.1 YJL029C_mRNA
AT5G10270.1 YKL139W_mRNA
AT5G64960.1 YKL139W_mRNA
AT1G53050.1 YKL139W_mRNA
AT2G28450.1 YKR056W_mRNA
AT2G37550.1 YDL226C_mRNA
AT3G53710.1 YDL226C_mRNA
AT3G55640.1 YGR096W_mRNA
AT3G53940.1 YGR096W_mRNA
AT2G37890.1 YGR096W_mRNA
AT3G21390.2 YGR096W_mRNA
AT5G48970.1 YGR096W_mRNA
AT2G38280.1 YML035C_mRNA
AT2G38560.1 YGL043W_mRNA
AT3G09200.1 YLR340W_mRNA
AT3G11250.1 YLR340W_mRNA
AT2G40010.1 YLR340W_mRNA
AT5G17440.1 YDL087C_mRNA
AT3G03340.2 YDL087C_mRNA
AT5G26980.1 YOL018C_mRNA
AT3G05710.2 YOL018C_mRNA
AT4G02195.1 YOL018C_mRNA
AT3G60740.1 YOR349W_mRNA
AT5G13840.1 YGL003C_mRNA
AT4G11920.1 YGL003C_mRNA
AT4G22910.1 YGL003C_mRNA
AT5G26955.1 YGL116W_mRNA
AT4G33260.1 YGL116W_mRNA
AT4G33270.1 YGL116W_mRNA
AT5G27945.1 YGL116W_mRNA
AT5G27080.1 YGL116W_mRNA
AT5G26900.1 YGL116W_mRNA
AT5G27570.1 YGL116W_mRNA
AT4G34640.1 YHR190W_mRNA
AT4G34650.1 YHR190W_mRNA
AT5G10350.1 YIR001C_mRNA
AT5G65260.1 YIR001C_mRNA
AT5G51120.2 YIR001C_mRNA
AT5G49970.1 YBR035C_mRNA
AT4G34370.1 YKR017C_mRNA
AT2G16090.1 YKR017C_mRNA
AT3G27720.1 YKR017C_mRNA
AT3G27710.1 YKR017C_mRNA
AT2G01130.1 YLR419W_mRNA
AT1G48650.2 YLR419W_mRNA
AT5G04895.1 YLR419W_mRNA
AT2G35920.3 YLR419W_mRNA
AT2G30800.1 YLR419W_mRNA
AT1G06670.1 YLR419W_mRNA
AT5G22980.1 YMR297W_mRNA
AT5G22980.1 YBR139W_mRNA
AT3G45010.1 YMR297W_mRNA
AT3G45010.1 YBR139W_mRNA
AT3G10410.1 YMR297W_mRNA
AT3G10410.1 YBR139W_mRNA
AT5G22960.1 YMR297W_mRNA
AT5G22960.1 YBR139W_mRNA
AT1G15000.1 YGL203C_mRNA
AT1G79230.1 YOR251C_mRNA
AT1G16460.2 YOR251C_mRNA
AT5G67520.1 YKL001C_mRNA
AT3G03900.1 YKL001C_mRNA
AT2G14750.1 YKL001C_mRNA
AT4G39940.1 YKL001C_mRNA
AT5G43780.1 YKL001C_mRNA
AT4G14680.2 YKL001C_mRNA
AT3G22890.1 YKL001C_mRNA
AT1G19920.1 YKL001C_mRNA
AT3G20330.1 YJL130C_mRNA
AT1G29900.1 YJR109C_mRNA
AT1G34340.1 YBR177C_mRNA
AT1G34340.1 YPL095C_mRNA
AT1G34340.1 YMR210W_mRNA
AT5G49950.1 YBR177C_mRNA
AT5G49950.1 YPL095C_mRNA
AT5G49950.1 YMR210W_mRNA
AT3G50790.1 YBR177C_mRNA
AT3G50790.1 YPL095C_mRNA
AT3G50790.1 YMR210W_mRNA
AT3G17820.1 YPR035W_mRNA
AT1G48470.1 YPR035W_mRNA
AT5G16570.1 YPR035W_mRNA
AT1G66200.3 YPR035W_mRNA
AT5G37600.1 YPR035W_mRNA
AT5G35630.1 YPR035W_mRNA
AT1G50400.1 YMR203W_mRNA
AT3G20000.1 YMR203W_mRNA
AT1G58684.1 YGL123W_mRNA
AT1G59359.1 YGL123W_mRNA
AT1G58983.1 YGL123W_mRNA
AT1G58380.1 YGL123W_mRNA
AT2G41840.1 YGL123W_mRNA
AT3G57490.1 YGL123W_mRNA
AT2G05630.2 YBL078C_mRNA
AT1G62040.1 YBL078C_mRNA
AT4G21980.2 YBL078C_mRNA
AT4G04620.1 YBL078C_mRNA
AT3G60640.1 YBL078C_mRNA
AT4G16520.1 YBL078C_mRNA
AT2G45170.1 YBL078C_mRNA
AT1G67070.1 YER003C_mRNA
AT3G02570.1 YER003C_mRNA
AT1G80930.1 YGR278W_mRNA
AT5G26830.1 YKL194C_mRNA
AT5G26830.1 YIL078W_mRNA
AT3G52590.1 YKR094C_mRNA
AT3G52590.1 YIL148W_mRNA
AT2G36170.1 YKR094C_mRNA
AT2G36170.1 YIL148W_mRNA
AT2G45290.1 YBR117C_mRNA
AT2G45290.1 YPR074C_mRNA
AT3G60750.1 YBR117C_mRNA
AT3G60750.1 YPR074C_mRNA
AT2G46900.1 YDR333C_mRNA
AT5G17400.1 YBL030C_mRNA
AT5G17400.1 YBR085W_mRNA
AT5G17400.1 YMR056C_mRNA
AT5G56450.1 YBL030C_mRNA
AT5G56450.1 YBR085W_mRNA
AT5G56450.1 YMR056C_mRNA
AT5G13490.1 YBL030C_mRNA
AT5G13490.1 YBR085W_mRNA
AT5G13490.1 YMR056C_mRNA
AT3G08580.1 YBL030C_mRNA
AT3G08580.1 YBR085W_mRNA
AT3G08580.1 YMR056C_mRNA
AT4G28390.1 YBL030C_mRNA
AT4G28390.1 YBR085W_mRNA
AT4G28390.1 YMR056C_mRNA
AT4G00651.1 YHR008C_mRNA
AT3G56350.1 YHR008C_mRNA
AT3G10920.1 YHR008C_mRNA
AT3G45100.1 YPL175W_mRNA
AT4G05000.1 YPL065W_mRNA
AT4G21560.1 YPL065W_mRNA
AT5G12040.1 YLR351C_mRNA
AT4G08790.1 YJL126W_mRNA
AT5G41820.1 YJL031C_mRNA
AT4G24490.1 YJL031C_mRNA
AT4G37010.2 YOR257W_mRNA
AT5G36880.2 YAL054C_mRNA
AT5G36880.2 YLR153C_mRNA
AT5G63070.1 YOL040C_mRNA
AT1G04270.1 YOL040C_mRNA
AT5G09510.1 YOL040C_mRNA
AT5G09500.1 YOL040C_mRNA
AT1G33850.1 YOL040C_mRNA
AT5G43640.1 YOL040C_mRNA
AT5G09490.1 YOL040C_mRNA
AT1G55650.1 YML127W_mRNA
AT1G55650.1 YDL002C_mRNA
AT3G13350.1 YML127W_mRNA
AT3G13350.1 YDL002C_mRNA
AT1G76110.1 YML127W_mRNA
AT1G76110.1 YDL002C_mRNA
AT1G04880.1 YML127W_mRNA
AT1G04880.1 YDL002C_mRNA
AT5G43670.1 YPR181C_mRNA
AT2G21630.1 YPR181C_mRNA
AT4G14160.1 YPR181C_mRNA
AT3G23660.2 YPR181C_mRNA
AT1G05520.1 YPR181C_mRNA
AT3G46040.1 YLR367W_mRNA
AT3G46040.1 YJL190C_mRNA
AT5G59850.1 YLR367W_mRNA
AT5G59850.1 YJL190C_mRNA
AT1G07770.1 YLR367W_mRNA
AT1G07770.1 YJL190C_mRNA
AT2G39590.1 YLR367W_mRNA
AT2G39590.1 YJL190C_mRNA
AT1G08960.1 YJR106W_mRNA
AT1G08960.1 YDL206W_mRNA
AT5G17860.1 YJR106W_mRNA
AT5G17860.1 YDL206W_mRNA
AT5G17850.1 YJR106W_mRNA
AT5G17850.1 YDL206W_mRNA
AT3G14070.1 YJR106W_mRNA
AT3G14070.1 YDL206W_mRNA
AT1G54115.1 YJR106W_mRNA
AT1G54115.1 YDL206W_mRNA
AT1G09830.1 YGL234W_mRNA
AT3G55010.1 YGL234W_mRNA
AT1G60860.1 YDR524C_mRNA
AT1G10870.2 YDR524C_mRNA
AT5G13300.1 YDR524C_mRNA
AT5G61980.1 YDR524C_mRNA
AT1G13320.1 YAL016W_mRNA
AT3G25800.1 YAL016W_mRNA
AT1G25490.1 YAL016W_mRNA
AT1G18100.1 YLR179C_mRNA
AT1G18100.1 YLR178C_mRNA
AT2G27550.1 YLR179C_mRNA
AT2G27550.1 YLR178C_mRNA
AT5G03840.1 YLR179C_mRNA
AT5G03840.1 YLR178C_mRNA
AT5G62040.1 YLR179C_mRNA
AT5G62040.1 YLR178C_mRNA
AT4G20370.1 YLR179C_mRNA
AT4G20370.1 YLR178C_mRNA
AT1G65480.2 YLR179C_mRNA
AT1G65480.2 YLR178C_mRNA
AT1G20000.1 YML015C_mRNA
AT4G20280.1 YML015C_mRNA
AT1G26340.1 YNL111C_mRNA
AT2G46650.1 YNL111C_mRNA
AT5G53560.1 YNL111C_mRNA
AT2G32720.1 YNL111C_mRNA
AT5G48810.1 YNL111C_mRNA
AT1G78720.1 YLR378C_mRNA
AT1G29310.1 YLR378C_mRNA
AT2G34250.1 YLR378C_mRNA
AT1G53710.1 YDR182W_mRNA
AT1G54170.1 YGR178C_mRNA
AT3G14010.5 YGR178C_mRNA
AT5G18940.1 YKL189W_mRNA
AT4G17270.1 YKL189W_mRNA
AT5G47540.1 YKL189W_mRNA
AT2G03410.1 YKL189W_mRNA
AT2G16953.1 YBR017C_mRNA
AT2G16950.1 YBR017C_mRNA
AT2G16960.1 YBR017C_mRNA
AT4G26230.1 YDL075W_mRNA
AT4G26230.1 YLR406C_mRNA
AT5G56710.1 YDL075W_mRNA
AT5G56710.1 YLR406C_mRNA
AT2G19740.1 YDL075W_mRNA
AT2G19740.1 YLR406C_mRNA
AT2G22040.1 YNL006W_mRNA
AT3G18140.1 YNL006W_mRNA
AT5G10260.1 YLR262C_mRNA
AT2G22290.1 YLR262C_mRNA
AT5G64990.2 YLR262C_mRNA
AT2G44610.1 YLR262C_mRNA
AT4G39890.1 YLR262C_mRNA
AT4G38320.1 YOL002C_mRNA
AT4G38320.1 YDR492W_mRNA
AT4G37680.3 YOL002C_mRNA
AT4G37680.3 YDR492W_mRNA
AT4G38290.1 YOL002C_mRNA
AT4G38290.1 YDR492W_mRNA
AT2G40710.1 YOL002C_mRNA
AT2G40710.1 YDR492W_mRNA
AT2G24150.1 YOL002C_mRNA
AT2G24150.1 YDR492W_mRNA
AT4G30850.1 YOL002C_mRNA
AT4G30850.1 YDR492W_mRNA
AT5G20270.1 YOL002C_mRNA
AT5G20270.1 YDR492W_mRNA
AT5G38830.1 YNL247W_mRNA
AT3G56300.1 YNL247W_mRNA
AT2G31170.1 YNL247W_mRNA
AT2G38670.1 YGR007W_mRNA
AT2G44160.1 YPL023C_mRNA
AT2G44160.1 YGL125W_mRNA
AT3G59970.3 YPL023C_mRNA
AT3G59970.3 YGL125W_mRNA
AT3G61110.1 YKL156W_mRNA
AT3G61110.1 YHR021C_mRNA
AT3G61111.1 YKL156W_mRNA
AT3G61111.1 YHR021C_mRNA
AT2G45710.1 YKL156W_mRNA
AT2G45710.1 YHR021C_mRNA
AT5G47930.1 YKL156W_mRNA
AT5G47930.1 YHR021C_mRNA
AT5G15520.1 YOL121C_mRNA
AT5G15520.1 YNL302C_mRNA
AT3G02080.1 YOL121C_mRNA
AT3G02080.1 YNL302C_mRNA
AT5G61170.1 YOL121C_mRNA
AT5G61170.1 YNL302C_mRNA
AT3G17590.2 YBR289W_mRNA
AT3G17590.2 YLR321C_mRNA
AT5G19750.1 YOR292C_mRNA
AT5G19750.1 YLR251W_mRNA
AT3G24570.1 YOR292C_mRNA
AT3G24570.1 YLR251W_mRNA
AT5G65180.1 YDR289C_mRNA
AT5G10060.1 YDR289C_mRNA
AT3G26990.1 YDR289C_mRNA
AT4G00450.1 YCR081W_mRNA
AT4G38600.1 YKL010C_mRNA
AT5G02880.1 YKL010C_mRNA
AT5G13070.1 YDR185C_mRNA
AT5G13070.1 YLR168C_mRNA
AT5G13550.1 YLR092W_mRNA
AT5G13550.1 YBR294W_mRNA
AT5G53770.1 YOL115W_mRNA
AT5G53770.1 YNL299W_mRNA
AT1G24610.1 YHL039W_mRNA
AT1G24610.1 YPL208W_mRNA
AT1G01920.1 YHL039W_mRNA
AT1G01920.1 YPL208W_mRNA
AT2G02990.1 YPL123C_mRNA
AT1G26820.1 YPL123C_mRNA
AT1G14220.1 YPL123C_mRNA
AT1G14210.1 YPL123C_mRNA
AT2G39780.1 YPL123C_mRNA
AT1G66580.1 YLR075W_mRNA
AT1G26910.1 YLR075W_mRNA
AT1G14320.1 YLR075W_mRNA
AT2G02760.1 YGL058W_mRNA
AT1G14400.1 YGL058W_mRNA
AT5G62540.1 YGL058W_mRNA
AT1G74560.3 YNL246W_mRNA
AT1G18800.1 YNL246W_mRNA
AT1G34030.1 YML026C_mRNA
AT1G34030.1 YDR450W_mRNA
AT4G09800.1 YML026C_mRNA
AT4G09800.1 YDR450W_mRNA
AT1G22780.1 YML026C_mRNA
AT1G22780.1 YDR450W_mRNA
AT1G27070.1 YNL173C_mRNA
AT1G27070.1 YHR146W_mRNA
AT1G27070.1 YDR422C_mRNA
AT5G21170.2 YER027C_mRNA
AT5G21170.2 YGL208W_mRNA
AT2G28060.1 YER027C_mRNA
AT2G28060.1 YGL208W_mRNA
AT2G01280.1 YGR246C_mRNA
AT3G09360.1 YGR246C_mRNA
AT2G45100.1 YGR246C_mRNA
AT1G30455.1 YGR246C_mRNA
AT3G56490.1 YDL125C_mRNA
AT1G31160.1 YDL125C_mRNA
AT5G48545.1 YDL125C_mRNA
AT4G01940.1 YKL040C_mRNA
AT1G51390.1 YKL040C_mRNA
AT3G20970.1 YKL040C_mRNA
AT1G65930.1 YLR174W_mRNA
AT1G65930.1 YNL009W_mRNA
AT1G65930.1 YDL066W_mRNA
AT1G54340.1 YLR174W_mRNA
AT1G54340.1 YNL009W_mRNA
AT1G54340.1 YDL066W_mRNA
AT5G14590.1 YLR174W_mRNA
AT5G14590.1 YNL009W_mRNA
AT5G14590.1 YDL066W_mRNA
AT3G52880.2 YNR074C_mRNA
AT3G09940.1 YNR074C_mRNA
AT5G03630.1 YNR074C_mRNA
AT3G27820.1 YNR074C_mRNA
AT1G63940.2 YNR074C_mRNA
ATCG00120.1 YBL099W_mRNA
ATMG01190.1 YBL099W_mRNA
AT2G07629.1 YBL099W_mRNA
ATMG00690.1 YBL099W_mRNA
ATMG00090.1 YBL099W_mRNA
ATMG01200.1 YBL099W_mRNA
AT2G07698.1 YBL099W_mRNA
AT4G29160.1 YLR025W_mRNA
AT2G19830.2 YLR025W_mRNA
AT2G40690.1 YOL059W_mRNA
AT2G40690.1 YDL022W_mRNA
AT5G40610.1 YOL059W_mRNA
AT5G40610.1 YDL022W_mRNA
AT5G27850.1 YNL301C_mRNA
