AT3G09720.1 ENSMUSP00000048802
AT4G36220.1 ENSMUSP00000132180
AT4G36220.1 ENSMUSP00000134591
AT4G36220.1 ENSMUSP00000134331
AT4G36220.1 ENSMUSP00000133811
AT4G36220.1 ENSMUSP00000050464
AT4G36220.1 ENSMUSP00000030299
AT4G36220.1 ENSMUSP00000030303
AT4G36980.4 ENSMUSP00000147069
AT4G36980.4 ENSMUSP00000083205
AT4G36980.4 ENSMUSP00000147103
AT4G36980.4 ENSMUSP00000146982
AT4G36980.4 ENSMUSP00000146794
AT4G38440.1 ENSMUSP00000106420
AT4G38440.1 ENSMUSP00000037275
AT4G38440.1 ENSMUSP00000097127
AT4G38440.1 ENSMUSP00000138873
AT4G38440.1 ENSMUSP00000138619
AT5G06120.1 ENSMUSP00000099879
AT5G06120.1 ENSMUSP00000154350
AT5G06120.1 ENSMUSP00000022696
AT5G06120.1 ENSMUSP00000129504
AT5G06120.1 ENSMUSP00000153855
AT5G06830.1 ENSMUSP00000099441
AT5G06830.1 ENSMUSP00000114849
AT5G06830.1 ENSMUSP00000123113
AT5G06830.1 ENSMUSP00000114724
AT5G06830.1 ENSMUSP00000114661
AT5G09880.1 ENSMUSP00000029149
AT5G09880.1 ENSMUSP00000119298
AT5G09880.1 ENSMUSP00000105216
AT5G09880.1 ENSMUSP00000117462
AT5G09880.1 ENSMUSP00000116820
AT5G59770.1 ENSMUSP00000110401
AT5G59770.1 ENSMUSP00000088998
AT5G59770.1 ENSMUSP00000141406
AT5G59770.1 ENSMUSP00000074397
AT5G59770.1 ENSMUSP00000060462
AT5G10480.3 ENSMUSP00000110401
AT5G10480.3 ENSMUSP00000088998
AT5G10480.3 ENSMUSP00000141406
AT5G10480.3 ENSMUSP00000074397
AT5G10480.3 ENSMUSP00000060462
AT5G11500.1 ENSMUSP00000022614
AT5G11980.1 ENSMUSP00000137677
AT5G11980.1 ENSMUSP00000034391
AT5G11980.1 ENSMUSP00000093173
AT5G18200.1 ENSMUSP00000103673
AT5G18200.1 ENSMUSP00000081745
AT5G26040.2 ENSMUSP00000043828
AT5G26040.2 ENSMUSP00000121624
AT5G27970.2 ENSMUSP00000073462
AT5G27970.2 ENSMUSP00000037568
AT5G27970.2 ENSMUSP00000131052
AT5G27970.2 ENSMUSP00000151951
AT5G35430.1 ENSMUSP00000148963
AT5G35430.1 ENSMUSP00000149745
AT5G35430.1 ENSMUSP00000149024
AT5G35430.1 ENSMUSP00000064840
AT5G35430.1 ENSMUSP00000149867
AT5G36790.1 ENSMUSP00000086796
AT5G36790.1 ENSMUSP00000052866
AT5G36700.1 ENSMUSP00000086796
AT5G36700.1 ENSMUSP00000052866
AT5G47760.1 ENSMUSP00000086796
AT5G47760.1 ENSMUSP00000052866
AT5G38460.1 ENSMUSP00000155066
AT5G38460.1 ENSMUSP00000095574
AT5G42890.1 ENSMUSP00000102312
AT5G42890.1 ENSMUSP00000028918
AT5G43430.4 ENSMUSP00000145650
AT5G43430.4 ENSMUSP00000145493
AT5G43430.4 ENSMUSP00000145672
AT5G43430.4 ENSMUSP00000145061
AT5G43430.4 ENSMUSP00000145608
AT5G43430.4 ENSMUSP00000004729
AT5G44200.1 ENSMUSP00000023460
AT5G44200.1 ENSMUSP00000156386
AT5G49880.1 ENSMUSP00000031534
AT5G50870.2 ENSMUSP00000144580
AT5G50870.2 ENSMUSP00000144308
AT5G50870.2 ENSMUSP00000144366
AT5G50870.2 ENSMUSP00000144428
AT5G50870.2 ENSMUSP00000144060
AT5G50870.2 ENSMUSP00000143941
AT5G50870.2 ENSMUSP00000122471
AT5G50930.1 ENSMUSP00000030815
AT5G50930.1 ENSMUSP00000135536
AT5G50930.1 ENSMUSP00000030813
AT5G50930.1 ENSMUSP00000134756
AT5G50930.1 ENSMUSP00000121878
AT5G50930.1 ENSMUSP00000101320
AT5G50930.1 ENSMUSP00000101321
AT5G51970.1 ENSMUSP00000106180
AT5G52220.1 ENSMUSP00000135221
AT5G52220.1 ENSMUSP00000135688
AT5G52220.1 ENSMUSP00000135029
AT5G52220.1 ENSMUSP00000135077
AT5G53480.1 ENSMUSP00000001479
AT5G54750.2 ENSMUSP00000151285
AT5G54750.2 ENSMUSP00000093432
AT5G54750.2 ENSMUSP00000030660
AT5G55100.2 ENSMUSP00000143640
AT5G55100.2 ENSMUSP00000142464
AT5G55100.2 ENSMUSP00000062413
AT5G57950.2 ENSMUSP00000098295
AT5G57950.2 ENSMUSP00000143635
AT5G58130.1 ENSMUSP00000152517
AT5G58130.1 ENSMUSP00000152186
AT5G58130.1 ENSMUSP00000152324
AT5G58575.1 ENSMUSP00000072967
AT5G58575.1 ENSMUSP00000102750
AT5G58575.1 ENSMUSP00000122610
AT5G58575.1 ENSMUSP00000102752
AT5G58575.1 ENSMUSP00000121917
AT5G60190.1 ENSMUSP00000150601
AT5G60190.1 ENSMUSP00000129441
AT5G60190.1 ENSMUSP00000054509
AT5G60190.1 ENSMUSP00000137228
AT5G60190.1 ENSMUSP00000149463
AT5G60190.1 ENSMUSP00000150192
AT5G61770.2 ENSMUSP00000149658
AT5G61770.2 ENSMUSP00000004203
AT5G63220.1 ENSMUSP00000116975
AT5G63220.1 ENSMUSP00000117473
AT5G63220.1 ENSMUSP00000106502
AT5G63220.1 ENSMUSP00000026976
AT5G63520.1 ENSMUSP00000122828
AT5G63520.1 ENSMUSP00000117341
AT5G63520.1 ENSMUSP00000119304
AT5G63520.1 ENSMUSP00000117106
AT5G63520.1 ENSMUSP00000034859
AT4G00520.2 ENSMUSP00000099383
AT4G00520.2 ENSMUSP00000017451
AT1G01710.1 ENSMUSP00000099383
AT1G01710.1 ENSMUSP00000017451
AT1G54590.1 ENSMUSP00000041428
AT1G54590.1 ENSMUSP00000141457
AT1G54590.1 ENSMUSP00000116495
AT1G03140.1 ENSMUSP00000041428
AT1G03140.1 ENSMUSP00000141457
AT1G03140.1 ENSMUSP00000116495
AT4G13110.1 ENSMUSP00000048742
AT4G13110.1 ENSMUSP00000122257
AT1G03350.1 ENSMUSP00000048742
AT1G03350.1 ENSMUSP00000122257
AT1G03360.1 ENSMUSP00000118770
AT1G03360.1 ENSMUSP00000043519
AT1G03360.1 ENSMUSP00000141404
AT1G06110.1 ENSMUSP00000106765
AT1G06110.1 ENSMUSP00000099625
AT1G06110.1 ENSMUSP00000106766
AT1G06110.1 ENSMUSP00000028603
AT1G06790.1 ENSMUSP00000155181
AT1G06790.1 ENSMUSP00000023113
AT1G08840.3 ENSMUSP00000090119
AT1G08840.3 ENSMUSP00000115750
AT1G09920.1 ENSMUSP00000091583
AT3G57940.1 ENSMUSP00000028608
AT1G10490.1 ENSMUSP00000028608
AT1G11880.1 ENSMUSP00000065601
AT1G11880.1 ENSMUSP00000050647
AT5G24520.1 ENSMUSP00000058168
AT1G12910.1 ENSMUSP00000058168
AT3G26640.1 ENSMUSP00000058168
AT4G37040.1 ENSMUSP00000048190
AT3G25740.1 ENSMUSP00000048190
AT1G13270.1 ENSMUSP00000048190
AT2G45240.1 ENSMUSP00000029804
AT5G19610.1 ENSMUSP00000134762
AT5G19610.1 ENSMUSP00000026254
AT5G19610.1 ENSMUSP00000135062
AT5G19610.1 ENSMUSP00000135847
AT5G39500.1 ENSMUSP00000134762
AT5G39500.1 ENSMUSP00000026254
AT5G39500.1 ENSMUSP00000135062
AT5G39500.1 ENSMUSP00000135847
AT1G13980.1 ENSMUSP00000134762
AT1G13980.1 ENSMUSP00000026254
AT1G13980.1 ENSMUSP00000135062
AT1G13980.1 ENSMUSP00000135847
AT1G14570.1 ENSMUSP00000156376
AT1G14570.1 ENSMUSP00000110804
AT5G06520.1 ENSMUSP00000002198
AT3G49130.1 ENSMUSP00000002198
AT5G06890.1 ENSMUSP00000002198
AT5G12280.1 ENSMUSP00000002198
AT3G27600.1 ENSMUSP00000002198
AT4G16200.1 ENSMUSP00000002198
AT1G14650.1 ENSMUSP00000002198
AT1G14640.1 ENSMUSP00000002198
AT1G15250.1 ENSMUSP00000046506
AT3G16080.1 ENSMUSP00000046506
AT1G52300.1 ENSMUSP00000046506
AT1G16890.3 ENSMUSP00000096932
AT1G78870.2 ENSMUSP00000096932
AT1G73030.1 ENSMUSP00000113588
AT1G73030.1 ENSMUSP00000147285
AT1G73030.1 ENSMUSP00000000759
AT1G17730.1 ENSMUSP00000113588
AT1G17730.1 ENSMUSP00000147285
AT1G17730.1 ENSMUSP00000000759
AT1G18040.1 ENSMUSP00000153369
AT1G18040.1 ENSMUSP00000088845
AT1G73690.1 ENSMUSP00000153369
AT1G73690.1 ENSMUSP00000088845
AT1G66750.1 ENSMUSP00000153369
AT1G66750.1 ENSMUSP00000088845
AT1G19140.2 ENSMUSP00000148339
AT1G19140.2 ENSMUSP00000034234
AT1G19140.2 ENSMUSP00000124695
AT1G22200.1 ENSMUSP00000006035
AT1G22200.1 ENSMUSP00000119051
AT1G22200.1 ENSMUSP00000115912
AT1G22200.1 ENSMUSP00000086025
AT1G36050.1 ENSMUSP00000006035
AT1G36050.1 ENSMUSP00000119051
AT1G36050.1 ENSMUSP00000115912
AT1G36050.1 ENSMUSP00000086025
AT5G63190.1 ENSMUSP00000025931
AT5G63190.1 ENSMUSP00000073975
AT5G63190.1 ENSMUSP00000133135
AT3G48390.1 ENSMUSP00000025931
AT3G48390.1 ENSMUSP00000073975
AT3G48390.1 ENSMUSP00000133135
AT4G24800.1 ENSMUSP00000025931
AT4G24800.1 ENSMUSP00000073975
AT4G24800.1 ENSMUSP00000133135
AT1G22730.1 ENSMUSP00000025931
AT1G22730.1 ENSMUSP00000073975
AT1G22730.1 ENSMUSP00000133135
AT1G67490.1 ENSMUSP00000032114
AT1G24320.1 ENSMUSP00000032114
AT3G61990.1 ENSMUSP00000119330
AT3G61990.1 ENSMUSP00000134830
AT3G62000.2 ENSMUSP00000119330
AT3G62000.2 ENSMUSP00000134830
AT1G24735.2 ENSMUSP00000119330
AT1G24735.2 ENSMUSP00000134830
AT1G67990.1 ENSMUSP00000119330
AT1G67990.1 ENSMUSP00000134830
AT1G67980.1 ENSMUSP00000119330
AT1G67980.1 ENSMUSP00000134830
AT4G34050.3 ENSMUSP00000119330
AT4G34050.3 ENSMUSP00000134830
AT4G26220.1 ENSMUSP00000119330
AT4G26220.1 ENSMUSP00000134830
AT5G51110.1 ENSMUSP00000151542
AT5G51110.1 ENSMUSP00000020298
AT5G51110.1 ENSMUSP00000115392
AT5G51110.1 ENSMUSP00000021958
AT1G29810.1 ENSMUSP00000151542
AT1G29810.1 ENSMUSP00000020298
AT1G29810.1 ENSMUSP00000115392
AT1G29810.1 ENSMUSP00000021958
AT1G30825.1 ENSMUSP00000109450
AT1G30825.1 ENSMUSP00000109451
AT1G30825.1 ENSMUSP00000006467
AT2G33385.2 ENSMUSP00000109450
AT2G33385.2 ENSMUSP00000109451
AT2G33385.2 ENSMUSP00000006467
AT1G32810.2 ENSMUSP00000117373
AT1G32810.2 ENSMUSP00000120665
AT1G32810.2 ENSMUSP00000121780
AT1G32810.2 ENSMUSP00000099064
AT1G32810.2 ENSMUSP00000018716
AT4G10600.1 ENSMUSP00000117373
AT4G10600.1 ENSMUSP00000120665
AT4G10600.1 ENSMUSP00000121780
AT4G10600.1 ENSMUSP00000099064
AT4G10600.1 ENSMUSP00000018716
AT4G35490.1 ENSMUSP00000025836
AT1G33980.2 ENSMUSP00000037354
AT1G33980.2 ENSMUSP00000075614
AT1G33980.2 ENSMUSP00000121631
AT1G35660.1 ENSMUSP00000134967
AT1G35660.1 ENSMUSP00000134801
AT1G35660.1 ENSMUSP00000059166
AT1G35660.1 ENSMUSP00000115641
AT1G36980.1 ENSMUSP00000101489
AT1G36980.1 ENSMUSP00000030626
AT1G36980.1 ENSMUSP00000023686
AT1G42470.1 ENSMUSP00000004505
AT1G42470.1 ENSMUSP00000025279
AT4G38350.2 ENSMUSP00000004505
AT4G38350.2 ENSMUSP00000025279
AT1G48175.1 ENSMUSP00000019944
AT1G49040.1 ENSMUSP00000033058
AT1G49040.1 ENSMUSP00000126217
AT1G49040.1 ENSMUSP00000132072
AT1G49040.1 ENSMUSP00000115740
AT1G49040.1 ENSMUSP00000122386
AT1G49040.1 ENSMUSP00000130476
AT1G49040.1 ENSMUSP00000129805
AT1G49040.1 ENSMUSP00000127105
AT1G49850.1 ENSMUSP00000139130
AT1G49850.1 ENSMUSP00000150893
AT1G49850.1 ENSMUSP00000040478
AT1G49850.1 ENSMUSP00000129843
AT1G49850.1 ENSMUSP00000058630
AT1G49850.1 ENSMUSP00000105823
AT2G15580.1 ENSMUSP00000139130
AT2G15580.1 ENSMUSP00000150893
AT2G15580.1 ENSMUSP00000040478
AT2G15580.1 ENSMUSP00000129843
AT2G15580.1 ENSMUSP00000058630
AT2G15580.1 ENSMUSP00000105823
AT3G58720.3 ENSMUSP00000139130
AT3G58720.3 ENSMUSP00000150893
AT3G58720.3 ENSMUSP00000040478
AT3G58720.3 ENSMUSP00000129843
AT3G58720.3 ENSMUSP00000058630
AT3G58720.3 ENSMUSP00000105823
AT1G49880.1 ENSMUSP00000049186
AT1G49880.1 ENSMUSP00000157329
AT1G49880.1 ENSMUSP00000157116
AT1G49880.1 ENSMUSP00000157249
AT1G49880.1 ENSMUSP00000157365
AT1G51160.1 ENSMUSP00000050153
AT1G51160.1 ENSMUSP00000099662
AT1G51160.1 ENSMUSP00000099661
AT1G51160.1 ENSMUSP00000104302
AT1G51310.1 ENSMUSP00000125266
AT1G51310.1 ENSMUSP00000023019
AT1G51730.1 ENSMUSP00000019917
AT1G52500.2 ENSMUSP00000152963
AT1G52500.2 ENSMUSP00000153441
AT1G52500.2 ENSMUSP00000045200
AT1G52500.2 ENSMUSP00000153633
AT1G53900.2 ENSMUSP00000118760
AT1G53900.2 ENSMUSP00000122923
AT1G53900.2 ENSMUSP00000031334
AT1G53880.1 ENSMUSP00000118760
AT1G53880.1 ENSMUSP00000122923
AT1G53880.1 ENSMUSP00000031334
AT1G72340.2 ENSMUSP00000118760
AT1G72340.2 ENSMUSP00000122923
AT1G72340.2 ENSMUSP00000031334
AT1G55300.2 ENSMUSP00000065645
AT1G55300.2 ENSMUSP00000096867
AT1G55300.2 ENSMUSP00000108849
AT1G55300.2 ENSMUSP00000009740
AT1G59520.4 ENSMUSP00000128699
AT1G59520.4 ENSMUSP00000037011
AT1G60200.1 ENSMUSP00000138565
AT1G60200.1 ENSMUSP00000138572
AT1G60200.1 ENSMUSP00000048470
AT3G54350.1 ENSMUSP00000131407
AT3G54350.1 ENSMUSP00000155008
AT3G54350.1 ENSMUSP00000043901
AT1G75530.1 ENSMUSP00000131407
AT1G75530.1 ENSMUSP00000155008
AT1G75530.1 ENSMUSP00000043901
AT1G60700.1 ENSMUSP00000131407
AT1G60700.1 ENSMUSP00000155008
AT1G60700.1 ENSMUSP00000043901
AT1G61000.1 ENSMUSP00000106999
AT1G61000.1 ENSMUSP00000028000
AT1G61000.1 ENSMUSP00000141427
AT1G61000.1 ENSMUSP00000141319
AT1G61050.2 ENSMUSP00000155672
AT1G61050.2 ENSMUSP00000129719
AT1G61050.2 ENSMUSP00000057999
AT2G38150.1 ENSMUSP00000155672
AT2G38150.1 ENSMUSP00000129719
AT2G38150.1 ENSMUSP00000057999
AT2G38152.1 ENSMUSP00000155672
AT2G38152.1 ENSMUSP00000129719
AT2G38152.1 ENSMUSP00000057999
AT3G09020.1 ENSMUSP00000155672
AT3G09020.1 ENSMUSP00000129719
AT3G09020.1 ENSMUSP00000057999
AT5G01250.1 ENSMUSP00000155672
AT5G01250.1 ENSMUSP00000129719
AT5G01250.1 ENSMUSP00000057999
AT1G63800.1 ENSMUSP00000092121
AT1G63800.1 ENSMUSP00000100058
AT5G41340.1 ENSMUSP00000092121
AT5G41340.1 ENSMUSP00000100058
AT2G46030.3 ENSMUSP00000092121
AT2G46030.3 ENSMUSP00000100058
AT1G64350.1 ENSMUSP00000025421
AT3G45950.1 ENSMUSP00000122142
AT3G45950.1 ENSMUSP00000116609
AT3G45950.1 ENSMUSP00000137281
AT3G45950.1 ENSMUSP00000020681
AT1G65660.1 ENSMUSP00000122142
AT1G65660.1 ENSMUSP00000116609
AT1G65660.1 ENSMUSP00000137281
AT1G65660.1 ENSMUSP00000020681
AT4G37120.1 ENSMUSP00000122142
AT4G37120.1 ENSMUSP00000116609
AT4G37120.1 ENSMUSP00000137281
AT4G37120.1 ENSMUSP00000020681
AT1G66680.1 ENSMUSP00000113039
AT1G66680.1 ENSMUSP00000140096
AT1G66680.1 ENSMUSP00000140277
AT1G66680.1 ENSMUSP00000033257
AT1G68080.1 ENSMUSP00000038056
AT1G68080.1 ENSMUSP00000119695
AT1G68080.1 ENSMUSP00000099723
AT1G68080.1 ENSMUSP00000030393
AT1G68080.1 ENSMUSP00000112504
AT1G68080.1 ENSMUSP00000080312
AT1G68990.2 ENSMUSP00000124230
AT1G68990.2 ENSMUSP00000124936
AT1G68990.2 ENSMUSP00000124556
AT1G68990.2 ENSMUSP00000020580
AT5G15700.2 ENSMUSP00000124230
AT5G15700.2 ENSMUSP00000124936
AT5G15700.2 ENSMUSP00000124556
AT5G15700.2 ENSMUSP00000020580
AT2G24120.1 ENSMUSP00000124230
AT2G24120.1 ENSMUSP00000124936
AT2G24120.1 ENSMUSP00000124556
AT2G24120.1 ENSMUSP00000020580
AT3G27830.1 ENSMUSP00000044417
AT3G27850.1 ENSMUSP00000044417
AT3G27840.1 ENSMUSP00000044417
AT4G37660.1 ENSMUSP00000044417
AT3G06040.1 ENSMUSP00000044417
AT2G03130.1 ENSMUSP00000044417
AT1G70190.1 ENSMUSP00000044417
AT4G36420.1 ENSMUSP00000044417
AT1G71220.3 ENSMUSP00000133772
AT1G71220.3 ENSMUSP00000123327
AT1G71220.3 ENSMUSP00000121249
AT1G71220.3 ENSMUSP00000117738
AT1G71220.3 ENSMUSP00000037930
AT1G71220.3 ENSMUSP00000134078
AT1G71350.1 ENSMUSP00000137887
AT1G71350.1 ENSMUSP00000138061
AT1G71350.1 ENSMUSP00000063894
AT1G71350.1 ENSMUSP00000137678
AT1G71350.1 ENSMUSP00000108065
AT1G71350.1 ENSMUSP00000067461
AT1G71840.1 ENSMUSP00000139411
AT1G71840.1 ENSMUSP00000136644
AT1G71840.1 ENSMUSP00000006462
AT1G71840.1 ENSMUSP00000140427
AT1G71990.1 ENSMUSP00000106156
AT1G71990.1 ENSMUSP00000040370
AT1G71990.1 ENSMUSP00000125265
AT1G71990.1 ENSMUSP00000069816
AT1G71990.1 ENSMUSP00000124437
AT1G79900.1 ENSMUSP00000121596
AT1G79900.1 ENSMUSP00000122076
AT1G79900.1 ENSMUSP00000121602
AT1G79900.1 ENSMUSP00000025732
AT1G79900.1 ENSMUSP00000117220
AT1G79915.1 ENSMUSP00000114563
AT1G79915.1 ENSMUSP00000044108
AT1G79915.1 ENSMUSP00000120894
AT1G80070.1 ENSMUSP00000099568
AT1G80070.1 ENSMUSP00000115635
AT1G80070.1 ENSMUSP00000018449
AT4G38780.1 ENSMUSP00000099568
AT4G38780.1 ENSMUSP00000115635
AT4G38780.1 ENSMUSP00000018449
AT5G35590.1 ENSMUSP00000124781
AT5G35590.1 ENSMUSP00000021412
AT2G05840.1 ENSMUSP00000124781
AT2G05840.1 ENSMUSP00000021412
ATMG00285.1 ENSMUSP00000080992
AT2G11000.1 ENSMUSP00000129049
AT2G11000.1 ENSMUSP00000132674
AT2G11000.1 ENSMUSP00000126079
AT2G11000.1 ENSMUSP00000022038
AT2G11000.1 ENSMUSP00000128097
AT2G11000.1 ENSMUSP00000127270
AT2G11000.1 ENSMUSP00000127466
AT2G13440.1 ENSMUSP00000034896
AT4G34450.1 ENSMUSP00000109237
AT4G34450.1 ENSMUSP00000038368
AT4G34450.1 ENSMUSP00000126726
AT2G16200.2 ENSMUSP00000109237
AT2G16200.2 ENSMUSP00000038368
AT2G16200.2 ENSMUSP00000126726
AT2G16360.1 ENSMUSP00000148977
AT2G16360.1 ENSMUSP00000149401
AT2G16360.1 ENSMUSP00000079180
AT4G34555.1 ENSMUSP00000148977
AT4G34555.1 ENSMUSP00000149401
AT4G34555.1 ENSMUSP00000079180
AT4G39200.1 ENSMUSP00000148977
AT4G39200.1 ENSMUSP00000149401
AT4G39200.1 ENSMUSP00000079180
AT2G21580.1 ENSMUSP00000148977
AT2G21580.1 ENSMUSP00000149401
AT2G21580.1 ENSMUSP00000079180
AT3G51090.1 ENSMUSP00000082090
AT3G51090.1 ENSMUSP00000032842
AT3G51090.1 ENSMUSP00000021800
AT2G16460.1 ENSMUSP00000082090
AT2G16460.1 ENSMUSP00000032842
AT2G16460.1 ENSMUSP00000021800
AT2G27775.2 ENSMUSP00000112547
AT2G27775.2 ENSMUSP00000040952
AT3G25210.1 ENSMUSP00000112547
AT3G25210.1 ENSMUSP00000040952
AT5G27300.1 ENSMUSP00000112547
AT5G27300.1 ENSMUSP00000040952
AT2G27790.1 ENSMUSP00000112547
AT2G27790.1 ENSMUSP00000040952
AT2G27800.1 ENSMUSP00000112547
AT2G27800.1 ENSMUSP00000040952
AT4G01400.1 ENSMUSP00000135709
AT2G16880.1 ENSMUSP00000135709
AT4G36800.1 ENSMUSP00000005714
AT4G36800.1 ENSMUSP00000122638
AT4G36800.1 ENSMUSP00000120234
AT4G36800.1 ENSMUSP00000132604
AT2G18600.1 ENSMUSP00000005714
AT2G18600.1 ENSMUSP00000122638
AT2G18600.1 ENSMUSP00000120234
AT2G18600.1 ENSMUSP00000132604
AT2G20635.1 ENSMUSP00000028858
AT2G20930.1 ENSMUSP00000015157
AT4G38930.2 ENSMUSP00000111241
AT4G38930.2 ENSMUSP00000005394
AT2G21270.3 ENSMUSP00000111241
AT2G21270.3 ENSMUSP00000005394
AT2G29070.2 ENSMUSP00000111241
AT2G29070.2 ENSMUSP00000005394
AT2G22010.2 ENSMUSP00000124824
AT2G22010.2 ENSMUSP00000125695
AT2G22010.2 ENSMUSP00000125745
AT2G22010.2 ENSMUSP00000040803
AT2G22010.2 ENSMUSP00000124548
AT2G22010.2 ENSMUSP00000136953
AT2G22010.2 ENSMUSP00000125495
AT2G22425.1 ENSMUSP00000154282
AT2G22425.1 ENSMUSP00000139654
AT2G22425.1 ENSMUSP00000154167
AT2G22425.1 ENSMUSP00000154169
AT2G22425.1 ENSMUSP00000154732
AT4G40042.1 ENSMUSP00000154282
AT4G40042.1 ENSMUSP00000139654
AT4G40042.1 ENSMUSP00000154167
AT4G40042.1 ENSMUSP00000154169
AT4G40042.1 ENSMUSP00000154732
AT5G09470.1 ENSMUSP00000014750
AT5G09470.1 ENSMUSP00000114685
AT5G09470.1 ENSMUSP00000120900
AT4G24570.1 ENSMUSP00000014750
AT4G24570.1 ENSMUSP00000114685
AT4G24570.1 ENSMUSP00000120900
AT2G22500.1 ENSMUSP00000014750
AT2G22500.1 ENSMUSP00000114685
AT2G22500.1 ENSMUSP00000120900
AT5G19760.1 ENSMUSP00000014750
AT5G19760.1 ENSMUSP00000114685
AT5G19760.1 ENSMUSP00000120900
AT2G22690.1 ENSMUSP00000001081
AT2G22690.1 ENSMUSP00000118594
AT2G22690.1 ENSMUSP00000115130
AT2G22690.1 ENSMUSP00000002292
AT4G37880.1 ENSMUSP00000001081
AT4G37880.1 ENSMUSP00000118594
AT4G37880.1 ENSMUSP00000115130
AT4G37880.1 ENSMUSP00000002292
AT5G09630.1 ENSMUSP00000001081
AT5G09630.1 ENSMUSP00000118594
AT5G09630.1 ENSMUSP00000115130
AT5G09630.1 ENSMUSP00000002292
AT2G23930.1 ENSMUSP00000137416
AT2G23930.1 ENSMUSP00000086987
AT3G11500.1 ENSMUSP00000137416
AT3G11500.1 ENSMUSP00000086987
AT2G24490.1 ENSMUSP00000123780
AT2G24490.1 ENSMUSP00000099621
AT3G02920.1 ENSMUSP00000123780
AT3G02920.1 ENSMUSP00000099621
AT3G02190.1 ENSMUSP00000110886
AT3G02190.1 ENSMUSP00000041794
AT3G02190.1 ENSMUSP00000112791
AT4G31985.1 ENSMUSP00000110886
AT4G31985.1 ENSMUSP00000041794
AT4G31985.1 ENSMUSP00000112791
AT2G25210.1 ENSMUSP00000110886
AT2G25210.1 ENSMUSP00000041794
AT2G25210.1 ENSMUSP00000112791
AT2G31740.1 ENSMUSP00000028017
AT2G31740.1 ENSMUSP00000135879
AT3G60910.1 ENSMUSP00000135822
AT3G60910.1 ENSMUSP00000124267
AT3G17365.2 ENSMUSP00000135822
AT3G17365.2 ENSMUSP00000124267
AT5G04610.1 ENSMUSP00000135822
AT5G04610.1 ENSMUSP00000124267
AT2G32080.1 ENSMUSP00000065002
AT2G32080.1 ENSMUSP00000059404
AT2G32080.1 ENSMUSP00000136957
AT2G34570.1 ENSMUSP00000050603
AT2G34570.1 ENSMUSP00000124832
AT2G34570.1 ENSMUSP00000119261
AT2G35040.1 ENSMUSP00000027384
AT5G56610.1 ENSMUSP00000150740
AT5G56610.1 ENSMUSP00000155761
AT2G35680.1 ENSMUSP00000150740
AT2G35680.1 ENSMUSP00000155761
AT2G36305.1 ENSMUSP00000153695
AT2G36305.1 ENSMUSP00000153448
AT2G36305.1 ENSMUSP00000025823
AT2G36305.1 ENSMUSP00000153303
AT2G36305.1 ENSMUSP00000153100
AT2G36305.1 ENSMUSP00000153024
AT3G59980.1 ENSMUSP00000142513
AT3G59980.1 ENSMUSP00000142914
AT3G59980.1 ENSMUSP00000142534
AT3G59980.1 ENSMUSP00000029663
AT2G40660.1 ENSMUSP00000142365
AT2G41020.1 ENSMUSP00000111318
AT2G41020.1 ENSMUSP00000111319
AT2G41020.1 ENSMUSP00000033497
AT2G41020.1 ENSMUSP00000123657
AT2G41020.1 ENSMUSP00000114924
AT2G42780.1 ENSMUSP00000030427
AT2G44195.1 ENSMUSP00000122738
AT2G44195.1 ENSMUSP00000018685
AT2G44195.1 ENSMUSP00000103205
AT2G44200.1 ENSMUSP00000122738
AT2G44200.1 ENSMUSP00000018685
AT2G44200.1 ENSMUSP00000103205
AT2G44660.1 ENSMUSP00000095901
AT2G47610.1 ENSMUSP00000138961
AT2G47610.1 ENSMUSP00000099962
AT3G62870.1 ENSMUSP00000138961
AT3G62870.1 ENSMUSP00000099962
AT3G02680.1 ENSMUSP00000029879
AT3G02680.1 ENSMUSP00000120829
AT4G32900.2 ENSMUSP00000103656
AT4G32900.2 ENSMUSP00000103657
AT5G16870.1 ENSMUSP00000103656
AT5G16870.1 ENSMUSP00000103657
AT3G03010.1 ENSMUSP00000103656
AT3G03010.1 ENSMUSP00000103657
AT3G03100.1 ENSMUSP00000136313
AT3G03100.1 ENSMUSP00000020209
AT3G03100.1 ENSMUSP00000119625
AT3G04480.1 ENSMUSP00000060730
AT3G04480.1 ENSMUSP00000028640
AT3G04480.1 ENSMUSP00000099601
AT3G04600.1 ENSMUSP00000124625
AT3G04600.1 ENSMUSP00000105474
AT3G04600.1 ENSMUSP00000125320
AT5G39930.1 ENSMUSP00000028475
AT5G39930.1 ENSMUSP00000129300
AT3G04680.1 ENSMUSP00000028475
AT3G04680.1 ENSMUSP00000129300
AT5G39920.1 ENSMUSP00000028475
AT5G39920.1 ENSMUSP00000129300
AT3G04820.1 ENSMUSP00000114588
AT3G04820.1 ENSMUSP00000113801
AT3G04820.1 ENSMUSP00000123129
AT3G04820.1 ENSMUSP00000122033
AT3G06110.2 ENSMUSP00000020118
AT3G06110.2 ENSMUSP00000133511
AT3G06110.2 ENSMUSP00000126984
AT3G07080.1 ENSMUSP00000140918
AT3G07080.1 ENSMUSP00000139639
AT3G07080.1 ENSMUSP00000027580
AT4G32140.1 ENSMUSP00000140918
AT4G32140.1 ENSMUSP00000139639
AT4G32140.1 ENSMUSP00000027580
AT3G22845.1 ENSMUSP00000054834
