FBpp0074936 YGL171W_mRNA
FBpp0302537 YER025W_mRNA
FBpp0307983 YER025W_mRNA
FBpp0302538 YER025W_mRNA
FBpp0077230 YMR078C_mRNA
FBpp0072468 YMR213W_mRNA
FBpp0289951 YMR213W_mRNA
FBpp0304862 YLL027W_mRNA
FBpp0073900 YLL027W_mRNA
FBpp0071600 YER107C_mRNA
FBpp0085452 YCR044C_mRNA
FBpp0085453 YCR044C_mRNA
FBpp0085131 YBR003W_mRNA
FBpp0311406 YBR003W_mRNA
FBpp0083213 YGR173W_mRNA
FBpp0087084 YAL036C_mRNA
FBpp0077650 YPR056W_mRNA
FBpp0074825 YDR256C_mRNA
FBpp0079333 YDR256C_mRNA
FBpp0308626 YDR256C_mRNA
FBpp0082601 YGR271W_mRNA
FBpp0075282 YER172C_mRNA
FBpp0301573 YAL035W_mRNA
FBpp0301572 YAL035W_mRNA
FBpp0301571 YAL035W_mRNA
FBpp0073003 YAL035W_mRNA
FBpp0301570 YAL035W_mRNA
FBpp0303967 YGL083W_mRNA
FBpp0303968 YGL083W_mRNA
FBpp0303969 YGL083W_mRNA
FBpp0084711 YGL083W_mRNA
FBpp0077676 YPR107C_mRNA
FBpp0076589 YML105C_mRNA
FBpp0079326 YOR335C_mRNA
FBpp0089366 YOR335C_mRNA
FBpp0072908 YNL244C_mRNA
FBpp0301728 YJL121C_mRNA
FBpp0088028 YJL121C_mRNA
FBpp0085657 YHL022C_mRNA
FBpp0078760 YDR484W_mRNA
FBpp0305110 YNL222W_mRNA
FBpp0310565 YNL222W_mRNA
FBpp0074516 YNL222W_mRNA
FBpp0087646 YPR189W_mRNA
FBpp0080906 YDL051W_mRNA
FBpp0081356 YAR007C_mRNA
FBpp0080474 YCR048W_mRNA
FBpp0080474 YNR019W_mRNA
FBpp0080473 YCR048W_mRNA
FBpp0080473 YNR019W_mRNA
FBpp0080472 YCR048W_mRNA
FBpp0080472 YNR019W_mRNA
FBpp0312493 YCR048W_mRNA
FBpp0312493 YNR019W_mRNA
FBpp0075833 YJR084W_mRNA
FBpp0084948 YDR050C_mRNA
FBpp0084950 YDR050C_mRNA
FBpp0084949 YDR050C_mRNA
FBpp0083704 YBL067C_mRNA
FBpp0083704 YER098W_mRNA
FBpp0310303 YLR424W_mRNA
FBpp0079480 YLR424W_mRNA
FBpp0077750 YNL072W_mRNA
FBpp0083854 YLR059C_mRNA
FBpp0086252 YDR382W_mRNA
FBpp0086252 YOL039W_mRNA
FBpp0085716 YML010W_mRNA
FBpp0083889 YOR289W_mRNA
FBpp0083890 YOR289W_mRNA
FBpp0290388 YOR289W_mRNA
FBpp0086703 YJR001W_mRNA
FBpp0072687 YOL127W_mRNA
FBpp0312181 YER131W_mRNA
FBpp0312181 YGL189C_mRNA
FBpp0080640 YER131W_mRNA
FBpp0080640 YGL189C_mRNA
FBpp0080639 YER131W_mRNA
FBpp0080639 YGL189C_mRNA
FBpp0080641 YER131W_mRNA
FBpp0080641 YGL189C_mRNA
FBpp0303872 YER131W_mRNA
FBpp0303872 YGL189C_mRNA
FBpp0305956 YOR112W_mRNA
FBpp0084843 YOR112W_mRNA
FBpp0083715 YMR097C_mRNA
FBpp0294020 YOR298C-A_mRNA
FBpp0075151 YOR298C-A_mRNA
FBpp0075152 YOR298C-A_mRNA
FBpp0303170 YOR298C-A_mRNA
FBpp0294021 YOR298C-A_mRNA
FBpp0309436 YPR102C_mRNA
FBpp0309436 YGR085C_mRNA
FBpp0085717 YPR102C_mRNA
FBpp0085717 YGR085C_mRNA
FBpp0075941 YEL050C_mRNA
FBpp0079458 YER136W_mRNA
FBpp0297299 YER136W_mRNA
FBpp0311558 YER136W_mRNA
FBpp0076401 YOL102C_mRNA
FBpp0311127 YOL102C_mRNA
FBpp0079554 YPL262W_mRNA
FBpp0075907 YPL262W_mRNA
FBpp0304212 YPL262W_mRNA
FBpp0070916 YPL262W_mRNA
FBpp0070915 YPL262W_mRNA
FBpp0070914 YPL262W_mRNA
FBpp0089374 YDR477W_mRNA
FBpp0070208 YDR477W_mRNA
FBpp0070209 YDR477W_mRNA
FBpp0271702 YMR048W_mRNA
FBpp0080645 YMR048W_mRNA
FBpp0099885 YKL035W_mRNA
FBpp0290912 YKL035W_mRNA
FBpp0099884 YKL035W_mRNA
FBpp0290913 YKL035W_mRNA
FBpp0082018 YJR105W_mRNA
FBpp0078656 YJR094W-A_mRNA
FBpp0078656 YPR043W_mRNA
FBpp0078655 YJR094W-A_mRNA
FBpp0078655 YPR043W_mRNA
FBpp0291726 YJR094W-A_mRNA
FBpp0291726 YPR043W_mRNA
FBpp0072840 YNL242W_mRNA
FBpp0305632 YNL242W_mRNA
FBpp0080496 YPR036W_mRNA
FBpp0080494 YPR036W_mRNA
FBpp0080495 YPR036W_mRNA
FBpp0307142 YPR036W_mRNA
FBpp0288501 YLR105C_mRNA
FBpp0087114 YBR048W_mRNA
FBpp0087114 YDR025W_mRNA
FBpp0087115 YBR048W_mRNA
FBpp0087115 YDR025W_mRNA
FBpp0080700 YBR123C_mRNA
FBpp0307130 YKR057W_mRNA
FBpp0307130 YJL136C_mRNA
FBpp0077309 YKR057W_mRNA
FBpp0077309 YJL136C_mRNA
FBpp0077308 YKR057W_mRNA
FBpp0077308 YJL136C_mRNA
FBpp0077307 YKR057W_mRNA
FBpp0077307 YJL136C_mRNA
FBpp0271801 YKR057W_mRNA
FBpp0271801 YJL136C_mRNA
FBpp0078164 YLR039C_mRNA
FBpp0306792 YLR039C_mRNA
FBpp0078568 YJR093C_mRNA
FBpp0077378 YIL062C_mRNA
FBpp0307163 YIL062C_mRNA
FBpp0311095 YBR080C_mRNA
FBpp0311094 YBR080C_mRNA
FBpp0082346 YBR080C_mRNA
FBpp0073585 YBR080C_mRNA
FBpp0305521 YBR080C_mRNA
FBpp0082522 YDR298C_mRNA
FBpp0078151 YBL076C_mRNA
FBpp0078150 YBL076C_mRNA
FBpp0078152 YBL076C_mRNA
FBpp0079211 YMR039C_mRNA
FBpp0311683 YDL017W_mRNA
FBpp0080603 YDL017W_mRNA
FBpp0310032 YDL017W_mRNA
FBpp0070911 YDL017W_mRNA
FBpp0070298 YJL053W_mRNA
FBpp0088811 YBR133C_mRNA
FBpp0088810 YBR133C_mRNA
FBpp0099670 YFR027W_mRNA
FBpp0076592 YFR027W_mRNA
FBpp0311588 YCR090C_mRNA
FBpp0086877 YCR090C_mRNA
FBpp0075718 YDR527W_mRNA
FBpp0079897 YJL097W_mRNA
FBpp0309989 YMR132C_mRNA
FBpp0070969 YMR132C_mRNA
FBpp0079833 YML071C_mRNA
FBpp0078951 YBR018C_mRNA
FBpp0305544 YBR018C_mRNA
FBpp0308731 YNL297C_mRNA
FBpp0290447 YNL297C_mRNA
FBpp0074927 YDL236W_mRNA
FBpp0072877 YDL236W_mRNA
FBpp0271787 YDL236W_mRNA
FBpp0304502 YOR002W_mRNA
FBpp0079595 YOR002W_mRNA
FBpp0084902 YGR207C_mRNA
FBpp0084901 YGR207C_mRNA
FBpp0082973 YPL178W_mRNA
FBpp0081800 YLR070C_mRNA
FBpp0081800 YDL246C_mRNA
FBpp0081800 YJR159W_mRNA
FBpp0081141 YLR070C_mRNA
FBpp0081141 YDL246C_mRNA
FBpp0081141 YJR159W_mRNA
FBpp0308959 YLR070C_mRNA
FBpp0308959 YDL246C_mRNA
FBpp0308959 YJR159W_mRNA
FBpp0294038 YLR347C_mRNA
FBpp0294037 YLR347C_mRNA
FBpp0294036 YLR347C_mRNA
FBpp0294035 YLR347C_mRNA
FBpp0080922 YLR347C_mRNA
FBpp0088818 YKR068C_mRNA
FBpp0082314 YIL007C_mRNA
FBpp0112092 YPL047W_mRNA
FBpp0083415 YHR066W_mRNA
FBpp0083415 YDR312W_mRNA
FBpp0310621 YOR164C_mRNA
FBpp0078589 YOR164C_mRNA
FBpp0112104 YOR164C_mRNA
FBpp0078625 YDL238C_mRNA
FBpp0073422 YBR053C_mRNA
FBpp0073420 YBR053C_mRNA
FBpp0073421 YBR053C_mRNA
FBpp0073419 YBR053C_mRNA
FBpp0307825 YBR053C_mRNA
FBpp0082476 YBR053C_mRNA
FBpp0307826 YBR053C_mRNA
FBpp0082475 YBR053C_mRNA
FBpp0074553 YGL173C_mRNA
FBpp0291292 YGL173C_mRNA
FBpp0099722 YMR001C_mRNA
FBpp0074608 YMR001C_mRNA
FBpp0305251 YIL045W_mRNA
FBpp0305251 YER054C_mRNA
FBpp0075467 YIL045W_mRNA
FBpp0075467 YER054C_mRNA
FBpp0075466 YIL045W_mRNA
FBpp0075466 YER054C_mRNA
FBpp0305239 YHL023C_mRNA
FBpp0075528 YHL023C_mRNA
FBpp0075527 YHL023C_mRNA
FBpp0078343 YCR027C_mRNA
FBpp0078342 YCR027C_mRNA
FBpp0309823 YDR286C_mRNA
FBpp0309824 YDR286C_mRNA
FBpp0078820 YDR286C_mRNA
FBpp0078821 YDR286C_mRNA
FBpp0079785 YDR128W_mRNA
FBpp0310217 YDR128W_mRNA
FBpp0087946 YLR348C_mRNA
FBpp0308392 YLR348C_mRNA
FBpp0306654 YLR348C_mRNA
FBpp0083299 YLR348C_mRNA
FBpp0082215 YLR348C_mRNA
FBpp0311942 YLR348C_mRNA
FBpp0082216 YLR348C_mRNA
FBpp0086405 YOL147C_mRNA
FBpp0305138 YKL120W_mRNA
FBpp0086651 YKL120W_mRNA
FBpp0086650 YKL120W_mRNA
FBpp0087405 YOL071W_mRNA
FBpp0303465 YOL071W_mRNA
FBpp0087881 YOL071W_mRNA
FBpp0308396 YEL064C_mRNA
FBpp0300980 YEL064C_mRNA
FBpp0087743 YEL064C_mRNA
FBpp0083131 YGR006W_mRNA
FBpp0072020 YHR069C_mRNA
FBpp0309932 YHR069C_mRNA
FBpp0303920 YKL144C_mRNA
FBpp0075838 YKL144C_mRNA
FBpp0111884 YHR164C_mRNA
FBpp0071350 YHR164C_mRNA
FBpp0310578 YNL132W_mRNA
FBpp0071217 YNL132W_mRNA
FBpp0308218 YBR004C_mRNA
FBpp0308217 YBR004C_mRNA
FBpp0308219 YBR004C_mRNA
FBpp0293677 YPL247C_mRNA
FBpp0301179 YPL247C_mRNA
FBpp0308582 YPL247C_mRNA
FBpp0077060 YPL247C_mRNA
FBpp0084120 YLR244C_mRNA
FBpp0087010 YJR031C_mRNA
FBpp0087010 YEL022W_mRNA
FBpp0087011 YJR031C_mRNA
FBpp0087011 YEL022W_mRNA
FBpp0293612 YJR031C_mRNA
FBpp0293612 YEL022W_mRNA
FBpp0297153 YDR330W_mRNA
FBpp0303670 YDR330W_mRNA
FBpp0078681 YDR330W_mRNA
FBpp0078682 YDR330W_mRNA
FBpp0082817 YJL203W_mRNA
FBpp0071888 YDR500C_mRNA
FBpp0071888 YLR185W_mRNA
FBpp0303429 YDR500C_mRNA
FBpp0303429 YLR185W_mRNA
FBpp0073844 YDR500C_mRNA
FBpp0073844 YLR185W_mRNA
FBpp0305066 YDR092W_mRNA
FBpp0305067 YDR092W_mRNA
FBpp0298297 YDR092W_mRNA
FBpp0073686 YDR092W_mRNA
FBpp0289793 YDR092W_mRNA
FBpp0080227 YDR092W_mRNA
FBpp0310283 YDR092W_mRNA
FBpp0074859 YKR035W-A_mRNA
FBpp0311533 YKR035W-A_mRNA
FBpp0083530 YDL108W_mRNA
FBpp0070723 YDL108W_mRNA
FBpp0075398 YAL042W_mRNA
FBpp0298826 YGL027C_mRNA
FBpp0288666 YGL027C_mRNA
FBpp0312086 YNR035C_mRNA
FBpp0080890 YNR035C_mRNA
FBpp0072839 YOR295W_mRNA
FBpp0072839 YMR233W_mRNA
FBpp0082412 YNL185C_mRNA
FBpp0079547 YPL006W_mRNA
FBpp0292910 YPL006W_mRNA
FBpp0292909 YPL006W_mRNA
FBpp0292908 YPL006W_mRNA
FBpp0310205 YPL006W_mRNA
FBpp0310204 YPL006W_mRNA
FBpp0310203 YPL006W_mRNA
FBpp0082851 YJL035C_mRNA
FBpp0307971 YJL035C_mRNA
FBpp0304151 YGR029W_mRNA
FBpp0074563 YGR029W_mRNA
FBpp0084936 YML077W_mRNA
FBpp0070168 YDL033C_mRNA
FBpp0086153 YDR152W_mRNA
FBpp0084874 YKR026C_mRNA
FBpp0113012 YMR227C_mRNA
FBpp0081253 YMR227C_mRNA
FBpp0070765 YGR013W_mRNA
FBpp0309405 YGR013W_mRNA
FBpp0071068 YEL012W_mRNA
FBpp0071067 YEL012W_mRNA
FBpp0071069 YEL012W_mRNA
FBpp0087937 YGL100W_mRNA
FBpp0087936 YGL100W_mRNA
FBpp0087938 YGL100W_mRNA
FBpp0084787 YDR088C_mRNA
FBpp0310348 YIL064W_mRNA
FBpp0077359 YIL064W_mRNA
FBpp0304562 YFL036W_mRNA
FBpp0077654 YFL036W_mRNA
FBpp0076238 YGL068W_mRNA
FBpp0074831 YOR336W_mRNA
FBpp0084779 YDR117C_mRNA
FBpp0301081 YIR012W_mRNA
FBpp0075377 YIR012W_mRNA
FBpp0087124 YHR165C_mRNA
FBpp0087968 YGL011C_mRNA
FBpp0087969 YGL011C_mRNA
FBpp0087970 YGL011C_mRNA
FBpp0291433 YGL011C_mRNA
FBpp0072187 YEL053C_mRNA
FBpp0099812 YEL053C_mRNA
FBpp0071745 YGL236C_mRNA
FBpp0303129 YNL287W_mRNA
FBpp0290505 YNL287W_mRNA
FBpp0085154 YNL287W_mRNA
FBpp0085155 YNL287W_mRNA
FBpp0081846 YGR027C_mRNA
FBpp0081846 YLR333C_mRNA
FBpp0081845 YGR027C_mRNA
FBpp0081845 YLR333C_mRNA
FBpp0304448 YLR306W_mRNA
FBpp0304449 YLR306W_mRNA
FBpp0076445 YLR306W_mRNA
FBpp0309714 YGR188C_mRNA
FBpp0312105 YGR188C_mRNA
FBpp0078704 YGR188C_mRNA
FBpp0085368 YGR188C_mRNA
FBpp0075952 YGR048W_mRNA
FBpp0084801 YJR010C-A_mRNA
FBpp0071476 YDR255C_mRNA
FBpp0074151 YFL017W-A_mRNA
FBpp0111906 YFL017W-A_mRNA
FBpp0305226 YNL312W_mRNA
FBpp0080967 YNL312W_mRNA
FBpp0072094 YJL189W_mRNA
FBpp0077570 YOR004W_mRNA
FBpp0305723 YOR004W_mRNA
FBpp0084087 YLR028C_mRNA
FBpp0084087 YMR120C_mRNA
FBpp0292528 YLR028C_mRNA
FBpp0292528 YMR120C_mRNA
FBpp0076791 YMR274C_mRNA
FBpp0087757 YGL105W_mRNA
FBpp0083766 YNL230C_mRNA
FBpp0083767 YNL230C_mRNA
FBpp0077396 YNL245C_mRNA
FBpp0070931 YOR067C_mRNA
FBpp0309987 YLL045C_mRNA
FBpp0309987 YHL033C_mRNA
FBpp0070877 YLL045C_mRNA
FBpp0070877 YHL033C_mRNA
FBpp0311460 YLL045C_mRNA
FBpp0311460 YHL033C_mRNA
FBpp0070878 YLL045C_mRNA
FBpp0070878 YHL033C_mRNA
FBpp0309986 YLL045C_mRNA
FBpp0309986 YHL033C_mRNA
FBpp0307782 YBL057C_mRNA
FBpp0082189 YBL057C_mRNA
FBpp0311370 YLR143W_mRNA
FBpp0073444 YLR143W_mRNA
FBpp0308797 YLR143W_mRNA
FBpp0081461 YOL097C_mRNA
FBpp0086820 YOR250C_mRNA
FBpp0076346 YOR243C_mRNA
FBpp0305422 YBR276C_mRNA
FBpp0074802 YBR276C_mRNA
FBpp0303122 YBR276C_mRNA
FBpp0074803 YBR276C_mRNA
FBpp0086486 YDR438W_mRNA
FBpp0086486 YML018C_mRNA
FBpp0071663 YGL200C_mRNA
FBpp0070643 YGL200C_mRNA
FBpp0310166 YGL200C_mRNA
FBpp0085545 YMR035W_mRNA
FBpp0077979 YGR285C_mRNA
FBpp0293954 YGR285C_mRNA
FBpp0071302 YDR037W_mRNA
FBpp0292593 YDR037W_mRNA
FBpp0071301 YDR037W_mRNA
FBpp0071094 YAR018C_mRNA
FBpp0071583 YER159C_mRNA
FBpp0086776 YLR418C_mRNA
FBpp0289644 YLR418C_mRNA
FBpp0081448 YLR418C_mRNA
FBpp0086013 YMR309C_mRNA
FBpp0309235 YMR309C_mRNA
FBpp0070175 YLR103C_mRNA
FBpp0311226 YLL041C_mRNA
FBpp0074419 YLL041C_mRNA
FBpp0085489 YLL041C_mRNA
FBpp0075382 YOR157C_mRNA
FBpp0078473 YOR157C_mRNA
FBpp0070782 YOR157C_mRNA
FBpp0302999 YHR098C_mRNA
FBpp0077487 YHR098C_mRNA
FBpp0303000 YHR098C_mRNA
FBpp0086591 YFR031C_mRNA
FBpp0073959 YPL170W_mRNA
FBpp0290813 YPL170W_mRNA
FBpp0305868 YPL170W_mRNA
FBpp0081444 YER156C_mRNA
FBpp0081442 YER156C_mRNA
FBpp0081443 YER156C_mRNA
FBpp0073989 YOL038W_mRNA
FBpp0311675 YDR101C_mRNA
FBpp0076827 YDR101C_mRNA
FBpp0311825 YDR101C_mRNA
FBpp0271719 YIL065C_mRNA
FBpp0271717 YIL065C_mRNA
FBpp0085409 YIL065C_mRNA
FBpp0311263 YIL065C_mRNA
FBpp0271718 YIL065C_mRNA
FBpp0271716 YIL065C_mRNA
FBpp0083898 YHR020W_mRNA
FBpp0083898 YGL245W_mRNA
FBpp0083899 YHR020W_mRNA
FBpp0083899 YGL245W_mRNA
FBpp0084304 YDL142C_mRNA
FBpp0084305 YDL142C_mRNA
FBpp0084303 YDL142C_mRNA
FBpp0303777 YDL142C_mRNA
FBpp0087266 YJL167W_mRNA
FBpp0077448 YJL091C_mRNA
FBpp0306201 YJL091C_mRNA
FBpp0072678 YJL091C_mRNA
FBpp0087774 YJR102C_mRNA
FBpp0309240 YMR149W_mRNA
FBpp0088527 YMR149W_mRNA
FBpp0074414 YFR005C_mRNA
FBpp0083533 YPL002C_mRNA
FBpp0079654 YGR028W_mRNA
FBpp0310207 YGR028W_mRNA
FBpp0310206 YGR028W_mRNA
FBpp0080234 YGR028W_mRNA
FBpp0074288 YML114C_mRNA
FBpp0071767 YMR077C_mRNA
FBpp0300826 YMR077C_mRNA
FBpp0079616 YHR156C_mRNA
FBpp0078362 YNL317W_mRNA
FBpp0078363 YNL317W_mRNA
FBpp0071023 YPL149W_mRNA
FBpp0075699 YEL058W_mRNA
FBpp0086469 YOR260W_mRNA
FBpp0078093 YPR025C_mRNA
FBpp0085890 YHR171W_mRNA
FBpp0085891 YHR171W_mRNA
FBpp0078900 YNL063W_mRNA
FBpp0303612 YNL063W_mRNA
FBpp0070924 YOR125C_mRNA
FBpp0072946 YNL127W_mRNA
FBpp0304368 YNL127W_mRNA
FBpp0072945 YNL127W_mRNA
FBpp0305197 YDR469W_mRNA
FBpp0073137 YDR469W_mRNA
FBpp0079701 YDR469W_mRNA
FBpp0293850 YDR469W_mRNA
FBpp0077258 YML061C_mRNA
FBpp0077258 YHR031C_mRNA
FBpp0309921 YML061C_mRNA
FBpp0309921 YHR031C_mRNA
FBpp0080790 YHR123W_mRNA
FBpp0080790 YNL130C_mRNA
FBpp0310051 YHR123W_mRNA
FBpp0310051 YNL130C_mRNA
FBpp0079119 YHR123W_mRNA
FBpp0079119 YNL130C_mRNA
FBpp0310052 YHR123W_mRNA
FBpp0310052 YNL130C_mRNA
FBpp0080150 YGL243W_mRNA
FBpp0304017 YGL243W_mRNA
FBpp0110210 YOR236W_mRNA
FBpp0082746 YOR236W_mRNA
FBpp0083097 YCL004W_mRNA
FBpp0307391 YLR403W_mRNA
FBpp0307392 YLR403W_mRNA
FBpp0112224 YLR403W_mRNA
FBpp0085120 YLR403W_mRNA
FBpp0085810 YDR141C_mRNA
FBpp0303087 YDR141C_mRNA
FBpp0308231 YJL046W_mRNA
FBpp0308232 YJL046W_mRNA
FBpp0075686 YBL026W_mRNA
FBpp0070235 YPL008W_mRNA
FBpp0087637 YPL093W_mRNA
FBpp0289874 YPL093W_mRNA
FBpp0083166 YIL083C_mRNA
FBpp0312439 YIL083C_mRNA
FBpp0303077 YIL083C_mRNA
FBpp0076460 YJR065C_mRNA
FBpp0306212 YJR065C_mRNA
FBpp0072460 YMR130W_mRNA
FBpp0070645 YMR130W_mRNA
FBpp0088820 YER105C_mRNA
FBpp0088820 YBL079W_mRNA
FBpp0309200 YER105C_mRNA
FBpp0309200 YBL079W_mRNA
FBpp0309199 YER105C_mRNA
FBpp0309199 YBL079W_mRNA
FBpp0083076 YHL031C_mRNA
FBpp0082947 YBR110W_mRNA
FBpp0084183 YNL219C_mRNA
FBpp0070110 YCR036W_mRNA
FBpp0079936 YCR036W_mRNA
FBpp0080817 YPR183W_mRNA
FBpp0079606 YLR167W_mRNA
FBpp0075238 YMR074C_mRNA
FBpp0084735 YBR221C_mRNA
FBpp0084738 YBR221C_mRNA
FBpp0111905 YPR133C_mRNA
FBpp0307918 YPR133C_mRNA
FBpp0310666 YBR227C_mRNA
FBpp0083264 YBR227C_mRNA
FBpp0310667 YBR227C_mRNA
FBpp0084161 YGL022W_mRNA
FBpp0309852 YGL187C_mRNA
FBpp0078918 YGL187C_mRNA
FBpp0078919 YGL187C_mRNA
FBpp0312212 YMR099C_mRNA
FBpp0310255 YMR099C_mRNA
FBpp0080153 YMR099C_mRNA
FBpp0080943 YBR173C_mRNA
FBpp0074715 YJL115W_mRNA
FBpp0291576 YJL115W_mRNA
FBpp0073073 YML130C_mRNA
FBpp0079218 YIL049W_mRNA
FBpp0072315 YNL227C_mRNA
FBpp0083842 YLR450W_mRNA
FBpp0083842 YML075C_mRNA
FBpp0081548 YGL095C_mRNA
FBpp0088360 YOR150W_mRNA
FBpp0083769 YKL022C_mRNA
FBpp0100025 YBR006W_mRNA
FBpp0100024 YBR006W_mRNA
FBpp0100026 YBR006W_mRNA
FBpp0289952 YBR006W_mRNA
FBpp0084265 YBR006W_mRNA
FBpp0075581 YMR092C_mRNA
FBpp0075582 YMR092C_mRNA
FBpp0081847 YDR205W_mRNA
FBpp0085169 YPR118W_mRNA
FBpp0306623 YPR118W_mRNA
FBpp0085170 YPR118W_mRNA
FBpp0081725 YGR095C_mRNA
FBpp0081434 YKR030W_mRNA
FBpp0081829 YBL071W-A_mRNA
FBpp0076654 YMR300C_mRNA
FBpp0076655 YMR300C_mRNA
FBpp0293248 YMR300C_mRNA
FBpp0081261 YMR300C_mRNA
FBpp0113107 YPL126W_mRNA
FBpp0301152 YOR122C_mRNA
FBpp0078864 YOR122C_mRNA
FBpp0078865 YOR122C_mRNA
FBpp0078866 YOR122C_mRNA
FBpp0301151 YOR122C_mRNA
FBpp0089196 YOR122C_mRNA
FBpp0307026 YIL022W_mRNA
FBpp0083164 YIL022W_mRNA
FBpp0083163 YIL022W_mRNA
FBpp0288705 YOR196C_mRNA
FBpp0112333 YMR009W_mRNA
FBpp0081152 YDR196C_mRNA
FBpp0311988 YLR208W_mRNA
FBpp0083801 YLR208W_mRNA
FBpp0083411 YOR070C_mRNA
FBpp0086845 YEL011W_mRNA
FBpp0291319 YDR228C_mRNA
FBpp0072598 YPR051W_mRNA
FBpp0302739 YPR051W_mRNA
FBpp0070202 YPR051W_mRNA
FBpp0297083 YDL171C_mRNA
FBpp0305785 YDL171C_mRNA
FBpp0075100 YDL171C_mRNA
FBpp0075103 YDL171C_mRNA
FBpp0311304 YDL171C_mRNA
FBpp0305786 YDL171C_mRNA
FBpp0297082 YDL171C_mRNA
FBpp0076451 YLR195C_mRNA
FBpp0085546 YGR002C_mRNA
FBpp0081234 YLR275W_mRNA
FBpp0312321 YGR218W_mRNA
FBpp0079278 YGR218W_mRNA
FBpp0079908 YDL065C_mRNA
FBpp0309544 YDL065C_mRNA
FBpp0085658 YOR370C_mRNA
FBpp0071507 YGR267C_mRNA
FBpp0071506 YGR267C_mRNA
FBpp0071505 YGR267C_mRNA
FBpp0073739 YBR204C_mRNA
FBpp0073739 YGL130W_mRNA
FBpp0085690 YNL148C_mRNA
FBpp0309600 YMR304W_mRNA
FBpp0073474 YMR304W_mRNA
FBpp0070402 YLR117C_mRNA
FBpp0099795 YDR140W_mRNA
FBpp0076285 YDR091C_mRNA
FBpp0076284 YDR091C_mRNA
FBpp0293253 YKL213C_mRNA
FBpp0310466 YKL213C_mRNA
FBpp0077645 YKL213C_mRNA
FBpp0309710 YMR321C_mRNA
FBpp0309710 YLL062C_mRNA
FBpp0309710 YPL273W_mRNA
FBpp0080732 YMR321C_mRNA
FBpp0080732 YLL062C_mRNA
FBpp0080732 YPL273W_mRNA
FBpp0309709 YMR321C_mRNA
FBpp0309709 YLL062C_mRNA
FBpp0309709 YPL273W_mRNA
FBpp0080731 YMR321C_mRNA
FBpp0080731 YLL062C_mRNA
FBpp0080731 YPL273W_mRNA
FBpp0311160 YMR321C_mRNA
FBpp0311160 YLL062C_mRNA
FBpp0311160 YPL273W_mRNA
FBpp0311159 YMR321C_mRNA
FBpp0311159 YLL062C_mRNA
FBpp0311159 YPL273W_mRNA
FBpp0070299 YNL182C_mRNA
FBpp0074757 YIL004C_mRNA
FBpp0074758 YIL004C_mRNA
FBpp0082468 YKL191W_mRNA
FBpp0075358 YHL013C_mRNA
FBpp0075317 YML093W_mRNA
FBpp0070422 YBR175W_mRNA
FBpp0300790 YBR175W_mRNA
FBpp0080044 YDR098C_mRNA
FBpp0080044 YER174C_mRNA
FBpp0087323 YLR196W_mRNA
FBpp0070181 YJR072C_mRNA
FBpp0075139 YKR038C_mRNA
FBpp0087037 YEL052W_mRNA
FBpp0292314 YEL052W_mRNA
FBpp0099892 YJR095W_mRNA
FBpp0099892 YBR291C_mRNA
FBpp0099890 YJR095W_mRNA
FBpp0099890 YBR291C_mRNA
FBpp0099888 YJR095W_mRNA
FBpp0099888 YBR291C_mRNA
FBpp0099889 YJR095W_mRNA
FBpp0099889 YBR291C_mRNA
FBpp0083958 YLR383W_mRNA
FBpp0075203 YJR121W_mRNA
FBpp0305828 YJR121W_mRNA
FBpp0088250 YJR121W_mRNA
FBpp0311086 YJR121W_mRNA
FBpp0079445 YGR103W_mRNA
FBpp0073008 YGL142C_mRNA
FBpp0073009 YGL142C_mRNA
FBpp0306028 YDR108W_mRNA
FBpp0074734 YDR108W_mRNA
FBpp0086505 YER162C_mRNA
FBpp0086506 YER162C_mRNA
FBpp0070317 YDL201W_mRNA
FBpp0099686 YER102W_mRNA
FBpp0099686 YBL072C_mRNA
FBpp0301957 YER102W_mRNA
FBpp0301957 YBL072C_mRNA
FBpp0311987 YER102W_mRNA
FBpp0311987 YBL072C_mRNA
FBpp0311986 YER102W_mRNA
FBpp0311986 YBL072C_mRNA
FBpp0086223 YKL113C_mRNA
FBpp0111291 YDR066C_mRNA
FBpp0111291 YER139C_mRNA
FBpp0077351 YDR023W_mRNA
FBpp0307454 YDR023W_mRNA
FBpp0083750 YCR075C_mRNA
FBpp0310702 YCR075C_mRNA
FBpp0076330 YIR008C_mRNA
FBpp0071373 YDL004W_mRNA
FBpp0305117 YDL004W_mRNA
FBpp0310433 YDL004W_mRNA
FBpp0290492 YPL009C_mRNA
FBpp0290493 YPL009C_mRNA
FBpp0075697 YPL263C_mRNA
FBpp0077129 YPL086C_mRNA
FBpp0303030 YJR057W_mRNA
FBpp0085966 YJR057W_mRNA
FBpp0077399 YOR160W_mRNA
FBpp0307125 YOR160W_mRNA
FBpp0304503 YJR113C_mRNA
FBpp0079597 YJR113C_mRNA
FBpp0087926 YMR239C_mRNA
FBpp0086837 YHL021C_mRNA
FBpp0288460 YHL021C_mRNA
FBpp0310193 YHL021C_mRNA
FBpp0070170 YHL021C_mRNA
FBpp0071063 YJL101C_mRNA
FBpp0089361 YJL101C_mRNA
FBpp0309124 YJL101C_mRNA
FBpp0309125 YJL101C_mRNA
FBpp0072249 YMR277W_mRNA
FBpp0310097 YMR277W_mRNA
FBpp0297532 YLR209C_mRNA
FBpp0303831 YLR209C_mRNA
