EAA35509 YGL171W_mRNA
EAA32584 YGR082W_mRNA
EAA34843 YPL098C_mRNA
EAA33728 YDR323C_mRNA
EAA31673 YBR104W_mRNA
EAA31164 YHL002W_mRNA
EAA31894 YBR235W_mRNA
EAA30209 YKL087C_mRNA
EAA31327 YAL039C_mRNA
EAA35389 YOR181W_mRNA
EAA31898 YLR281C_mRNA
EAA27709 YOR269W_mRNA
EAA31722 YOR269W_mRNA
EDO65208 YGL094C_mRNA
EAA28394 YNR006W_mRNA
EAA35142 YJR125C_mRNA
ESA43385 YPR117W_mRNA
ESA43385 YLR454W_mRNA
EAA33634 YDR440W_mRNA
EAA33099 YBR200W_mRNA
EAA29913 YNR063W_mRNA
EAA33271 YNR063W_mRNA
EAA34351 YNR063W_mRNA
ESA44036 YNR063W_mRNA
EAA30595 YNR063W_mRNA
EAA31262 YNR063W_mRNA
EAA34263 YNR063W_mRNA
EAA33375 YNR063W_mRNA
EAA35064 YNR063W_mRNA
ESA42756 YNR063W_mRNA
EAA35641 YNR063W_mRNA
EAA33549 YDR170C_mRNA
EAA27043 YPL132W_mRNA
EAA27013 YDR044W_mRNA
EAA26677 YNL124W_mRNA
EAA29303 YBR155W_mRNA
EAA33138 YBR155W_mRNA
EAA36500 YLR239C_mRNA
EAA27888 YGR270W_mRNA
EAA29374 YJL157C_mRNA
EAA31281 YJL157C_mRNA
EAA31205 YML004C_mRNA
EAA32877 YDR331W_mRNA
EAA32791 YER007C-A_mRNA
EAA31979 YPL048W_mRNA
EAA31979 YGR201C_mRNA
EAA31979 YKL081W_mRNA
EAA33128 YPL213W_mRNA
EAA35044 YNL275W_mRNA
EAA27521 YNL275W_mRNA
EAA28087 YOR369C_mRNA
ESA42568 YKL095W_mRNA
EAA28545 YGR047C_mRNA
EAA36450 YJL081C_mRNA
EAA36156 YML008C_mRNA
EAA32116 YLR147C_mRNA
ESA43616 YGL014W_mRNA
ESA43616 YGL178W_mRNA
ESA43300 YKL211C_mRNA
EAA27369 YPR168W_mRNA
EAA30004 YGL110C_mRNA
EAA26769 YDR473C_mRNA
EAA27271 YDL097C_mRNA
EAA33845 YHR082C_mRNA
EAA30367 YNL041C_mRNA
EAA29924 YOR103C_mRNA
ESA43611 YFL001W_mRNA
EAA35374 YFR019W_mRNA
EAA32389 YGL040C_mRNA
EAA30291 YOR361C_mRNA
EAA36317 YER175C_mRNA
EAA36317 YHR209W_mRNA
EAA33122 YER175C_mRNA
EAA33122 YHR209W_mRNA
EAA32570 YGR175C_mRNA
EAA36560 YLR240W_mRNA
EAA36081 YOL027C_mRNA
EAA36081 YPR125W_mRNA
EAA34833 YLL018C-A_mRNA
EAA34999 YPL167C_mRNA
EAA32088 YBL035C_mRNA
EAA35857 YNL310C_mRNA
EAA29241 YDL148C_mRNA
ESA42757 YOR095C_mRNA
EAA28580 YKL033W_mRNA
EAA28438 YIL149C_mRNA
EAA28438 YKR095W_mRNA
EAA35793 YML021C_mRNA
EAA36239 YDR248C_mRNA
EAA33565 YDR248C_mRNA
EAA30285 YHR079C_mRNA
EAA28594 YNL107W_mRNA
EAA35896 YFL034W_mRNA
EAA30071 YKL154W_mRNA
EAA31348 YOR201C_mRNA
EAA36538 YKL006W_mRNA
EAA36538 YHL001W_mRNA
EAA33697 YPL043W_mRNA
EAA28102 YCL001W_mRNA
EAA33337 YLR126C_mRNA
EAA36597 YOL142W_mRNA
EDO65346 YHL010C_mRNA
EAA31655 YJL055W_mRNA
EAA34304 YBL038W_mRNA
EAA34887 YJR132W_mRNA
EAA35222 YOR130C_mRNA
EAA32167 YDR418W_mRNA
EAA32167 YEL054C_mRNA
EAA31624 YPL059W_mRNA
EAA35174 YPR138C_mRNA
EAA35174 YGR121C_mRNA
EAA32441 YNL142W_mRNA
EAA32988 YPL227C_mRNA
EAA31599 YOR323C_mRNA
EAA34384 YNL048W_mRNA
EAA32669 YJR007W_mRNA
EAA31874 YJR006W_mRNA
EAA26757 YGR123C_mRNA
EAA32725 YBR257W_mRNA
EAA36046 YER019C-A_mRNA
EAA36046 YER087C-B_mRNA
EDO65366 YDR292C_mRNA
EAA36465 YNL035C_mRNA
EDO65325 YGL169W_mRNA
EAA29085 YLR071C_mRNA
ESA42544 YDR159W_mRNA
ESA44334 YGR074W_mRNA
EAA31951 YDL217C_mRNA
EAA33480 YDR429C_mRNA
ESA43223 YNL163C_mRNA
EAA34504 YKR081C_mRNA
EAA26715 YNL308C_mRNA
EAA30442 YDR097C_mRNA
EAA33455 YFL025C_mRNA
EAA27606 YLR447C_mRNA
EAA31322 YCR023C_mRNA
ESA42215 YCR023C_mRNA
EAA36417 YCR023C_mRNA
EAA29075 YCR023C_mRNA
EAA35730 YCR023C_mRNA
EAA33074 YCR023C_mRNA
ESA42910 YCR023C_mRNA
EAA33964 YIL164C_mRNA
EAA27465 YIL165C_mRNA
EAA32736 YNL207W_mRNA
EAA27772 YMR012W_mRNA
EAA26639 YEL021W_mRNA
EAA28302 YIL144W_mRNA
EAA32191 YLR298C_mRNA
EAA33112 YEL024W_mRNA
EAA35402 YGR264C_mRNA
EAA32302 YDR027C_mRNA
EAA28067 YCR063W_mRNA
ESA43942 YOL058W_mRNA
EAA35121 YLR181C_mRNA
EAA31099 YLR276C_mRNA
ESA43843 YBL019W_mRNA
EAA36132 YHR200W_mRNA
EAA33932 YNL110C_mRNA
EAA26942 YFR051C_mRNA
EAA28897 YGL018C_mRNA
EAA31439 YDL208W_mRNA
EAA28886 YLR289W_mRNA
EAA31920 YJL125C_mRNA
ESA42456 YOR272W_mRNA
EAA34557 YOL034W_mRNA
EAA34822 YNL286W_mRNA
EAA30553 YLR088W_mRNA
EAA33463 YJR142W_mRNA
ESA42318 YJR142W_mRNA
EAA34118 YGL048C_mRNA
EAA36212 YOL010W_mRNA
EAA29052 YPR175W_mRNA
EAA34200 YGR211W_mRNA
EAA26803 YLR316C_mRNA
EAA29434 YCL031C_mRNA
EAA28740 YOR056C_mRNA
EAA33853 YOR141C_mRNA
EAA33443 YEL032W_mRNA
EAA35373 YDR301W_mRNA
EAA30402 YMR218C_mRNA
EAA34610 YNL253W_mRNA
EAA33632 YOR005C_mRNA
EAA32495 YMR247C_mRNA
EAA35636 YER048W-A_mRNA
EAA31177 YDR299W_mRNA
ESA41970 YBR246W_mRNA
EAA27549 YOL033W_mRNA
EAA33664 YNL284C_mRNA
EAA30489 YMR234W_mRNA
EAA27899 YCL057C-A_mRNA
EAA30645 YCR071C_mRNA
ESA43048 YLR114C_mRNA
EAA36311 YBR192W_mRNA
EAA34933 YHR037W_mRNA
EAA28680 YPR049C_mRNA
EAA33426 YDR392W_mRNA
EAA30203 YNL224C_mRNA
EAA32673 YFL027C_mRNA
EAA34888 YPL162C_mRNA
EAA32970 YIL120W_mRNA
EAA32970 YIL121W_mRNA
EAA32970 YNL065W_mRNA
EAA29407 YIL120W_mRNA
EAA29407 YIL121W_mRNA
EAA29407 YNL065W_mRNA
EAA31598 YBR043C_mRNA
EAA35555 YBR180W_mRNA
EAA28715 YBR180W_mRNA
EAA33218 YBR180W_mRNA
ESA43109 YNR070W_mRNA
ESA43109 YDR011W_mRNA
ESA43109 YPL058C_mRNA
EAA28834 YOR328W_mRNA
EAA28834 YDR406W_mRNA
EAA28834 YOR153W_mRNA
EAA35951 YOR328W_mRNA
EAA35951 YDR406W_mRNA
EAA35951 YOR153W_mRNA
EAA29293 YOR328W_mRNA
EAA29293 YDR406W_mRNA
EAA29293 YOR153W_mRNA
EAA31317 YOR328W_mRNA
EAA31317 YDR406W_mRNA
EAA31317 YOR153W_mRNA
EAA35270 YDR049W_mRNA
EAA34515 YNR030W_mRNA
ESA44020 YDR400W_mRNA
EAA34775 YDR400W_mRNA
ESA44097 YKR066C_mRNA
EAA28627 YGR262C_mRNA
EAA30224 YDR080W_mRNA
ESA43369 YNL316C_mRNA
EAA32646 YMR135C_mRNA
EAA34207 YMR240C_mRNA
EAA31652 YLR268W_mRNA
EAA35058 YLR354C_mRNA
EAA35058 YGR043C_mRNA
EAA32020 YIL162W_mRNA
EAA35312 YOR027W_mRNA
EAA35514 YLR459W_mRNA
EAA30631 YOR275C_mRNA
EAA33435 YPL084W_mRNA
EAA31674 YDR302W_mRNA
EAA34300 YML092C_mRNA
EAA27276 YJL124C_mRNA
EAA29271 YLR438C-A_mRNA
EAA30991 YNL036W_mRNA
EAA30440 YNL036W_mRNA
EAA27329 YJR064W_mRNA
EAA32079 YDR339C_mRNA
ESA44123 YAL043C_mRNA
EAA34297 YDR294C_mRNA
EAA33068 YDR142C_mRNA
EAA28055 YPR081C_mRNA
EAA28055 YBR121C_mRNA
EAA34084 YDR497C_mRNA
EAA34084 YOL103W_mRNA
EAA28241 YML070W_mRNA
EAA28241 YFL053W_mRNA
EAA31889 YML070W_mRNA
EAA31889 YFL053W_mRNA
EAA26764 YDR127W_mRNA
EAA34541 YLR305C_mRNA
ESA44150 YOR339C_mRNA
EAA33241 YGL137W_mRNA
EAA27683 YHR143W-A_mRNA
ESA42901 YDL128W_mRNA
ESA44231 YDL128W_mRNA
EAA35715 YDL128W_mRNA
EAA33061 YDL128W_mRNA
ESA42105 YDL128W_mRNA
EAA28770 YIL096C_mRNA
EAA34866 YAL044W-A_mRNA
EAA30515 YMR217W_mRNA
EAA31998 YNL075W_mRNA
EAA36423 YGR280C_mRNA
EAA27242 YBR251W_mRNA
ESA44022 YJR022W_mRNA
EAA31723 YBL013W_mRNA
EAA28123 YLR106C_mRNA
EAA27591 YFL002C_mRNA
EAA30676 YER157W_mRNA
EAA31980 YBR146W_mRNA
ESA42825 YPL207W_mRNA
EAA31952 YAL032C_mRNA
EAA33660 YOR254C_mRNA
EAA27446 YOR254C_mRNA
EAA29212 YDL156W_mRNA
EAA32918 YML096W_mRNA
EAA26563 YER061C_mRNA
EAA33243 YER134C_mRNA
EAA33800 YJR017C_mRNA
EAA33152 YOR159C_mRNA
EAA31137 YIL150C_mRNA
EAA31677 YJL153C_mRNA
EAA28401 YLR387C_mRNA
EAA28401 YBR267W_mRNA
EAA35690 YHL030W_mRNA
ESA44226 YHR005C-A_mRNA
EAA28069 YNL113W_mRNA
EAA29399 YOL096C_mRNA
ESA43814 YGR024C_mRNA
EAA34549 YBL097W_mRNA
EAA35489 YPR166C_mRNA
EAA28247 YBR105C_mRNA
EAA28247 YGR066C_mRNA
EAA33636 YPL045W_mRNA
EAA32657 YPL146C_mRNA
EAA26814 YOL073C_mRNA
EAA35913 YIL110W_mRNA
EAA30981 YOR356W_mRNA
EAA34550 YFL045C_mRNA
EAA30286 YDR266C_mRNA
EAA28805 YMR093W_mRNA
EAA29712 YDR188W_mRNA
EAA36180 YPL097W_mRNA
ESA41889 YHL004W_mRNA
ESA42808 YHR089C_mRNA
EAA31688 YLR066W_mRNA
EAA28571 YJL109C_mRNA
EAA34552 YER006W_mRNA
EAA31440 YLR291C_mRNA
EAA34950 YMR165C_mRNA
EAA26670 YDR212W_mRNA
EAA28160 YDL029W_mRNA
ESA44289 YBR026C_mRNA
EAA35825 YIR005W_mRNA
EAA32304 YHR166C_mRNA
EDO65389 YGR252W_mRNA
ESA41948 YLR186W_mRNA
EAA32553 YJR070C_mRNA
EAA26605 YKR053C_mRNA
EAA26605 YJL134W_mRNA
EAA32123 YKL019W_mRNA
EAA27901 YLR215C_mRNA
EAA36195 YLR243W_mRNA
EAA26727 YJR069C_mRNA
EAA36313 YKL013C_mRNA
EAA26628 YDL219W_mRNA
EAA30445 YKR076W_mRNA
EAA30445 YMR251W_mRNA
EAA30445 YGR154C_mRNA
EAA26905 YKR076W_mRNA
EAA26905 YMR251W_mRNA
EAA26905 YGR154C_mRNA
EAA36369 YKL071W_mRNA
EAA26876 YDR236C_mRNA
EAA28373 YDR236C_mRNA
EAA35989 YOR280C_mRNA
EAA35989 YMR222C_mRNA
EAA32534 YHR049W_mRNA
EAA31859 YNR050C_mRNA
EAA35966 YPL013C_mRNA
ESA43000 YGR227W_mRNA
EAA28010 YHR113W_mRNA
EAA30807 YBL020W_mRNA
EAA32357 YOR142W_mRNA
EAA36187 YDL147W_mRNA
EAA34719 YLR166C_mRNA
ESA43682 YLR384C_mRNA
EAA36168 YJL069C_mRNA
ESA43518 YDL190C_mRNA
EAA27912 YLL031C_mRNA
EAA36408 YKL151C_mRNA
EAA36501 YGR283C_mRNA
EAA36501 YMR310C_mRNA
EAA35672 YOR334W_mRNA
EAA35672 YPL060W_mRNA
EAA32828 YDR083W_mRNA
EAA32881 YOR100C_mRNA
EAA29667 YOL041C_mRNA
EAA35460 YDR489W_mRNA
EAA35153 YHR111W_mRNA
EAA31431 YDR472W_mRNA
EAA36035 YHR062C_mRNA
EAA36026 YLR245C_mRNA
EAA28983 YEL060C_mRNA
EAA28983 YOR003W_mRNA
EAA36577 YEL060C_mRNA
EAA36577 YOR003W_mRNA
EAA30582 YCR045C_mRNA
EAA28148 YCR045C_mRNA
EAA33843 YEL038W_mRNA
EAA31160 YOR222W_mRNA
EAA31160 YPL134C_mRNA
ESA43787 YHR085W_mRNA
EAA28668 YMR027W_mRNA
EAA27286 YAR035W_mRNA
EAA33859 YGR181W_mRNA
ESA43260 YBL104C_mRNA
EAA36482 YDR460W_mRNA
EDO65328 YNL044W_mRNA
ESA43353 YGR163W_mRNA
EAA30701 YMR244C-A_mRNA
EAA31663 YLR193C_mRNA
EAA30035 YBL098W_mRNA
EAA32045 YDR495C_mRNA
EAA32445 YCR009C_mRNA
EAA26646 YCR079W_mRNA
EAA27475 YCR053W_mRNA
EAA35002 YLR323C_mRNA
EAA32087 YNL231C_mRNA
EAA32087 YNL264C_mRNA
ESA42829 YAL033W_mRNA
EAA35055 YJR104C_mRNA
EAA33982 YPL160W_mRNA
ESA43998 YMR194C-B_mRNA
EAA35772 YOR210W_mRNA
EAA33876 YMR038C_mRNA
EAA33976 YGR245C_mRNA
EAA29369 YNL252C_mRNA
EAA27605 YDR337W_mRNA
EAA35422 YLR430W_mRNA
EAA35422 YER176W_mRNA
EAA32398 YIL091C_mRNA
EAA29351 YMR061W_mRNA
ESA42191 YDL182W_mRNA
ESA42191 YDL131W_mRNA
EAA30401 YER021W_mRNA
EAA30579 YIR004W_mRNA
EAA35225 YER048C_mRNA
EAA33048 YDR166C_mRNA
EAA35245 YER094C_mRNA
EAA30358 YJL145W_mRNA
EAA32532 YNL325C_mRNA
EAA34331 YNL218W_mRNA
EAA32702 YGL241W_mRNA
EAA29312 YGR185C_mRNA
ESA44167 YPL157W_mRNA
EAA28516 YLR189C_mRNA
EAA34516 YLR189C_mRNA
ESA44283 YLR189C_mRNA
ESA41790 YLR189C_mRNA
ESA41981 YFL044C_mRNA
EAA34894 YKL145W_mRNA
EAA32830 YGR253C_mRNA
EAA36526 YGR238C_mRNA
EAA27029 YOR048C_mRNA
EAA28003 YLR051C_mRNA
EAA30578 YMR073C_mRNA
EAA28359 YGL244W_mRNA
EAA29618 YGR116W_mRNA
EAA34408 YMR250W_mRNA
EAA36582 YMR250W_mRNA
ESA43277 YKL205W_mRNA
ESA43826 YCR042C_mRNA
EAA27637 YJL088W_mRNA
EAA33310 YJL154C_mRNA
EAA30993 YGL211W_mRNA
EAA36436 YJL002C_mRNA
ESA42052 YKL174C_mRNA
EAA36552 YNR056C_mRNA
EAA36552 YGL077C_mRNA
ESA42733 YDL210W_mRNA
ESA44349 YFR047C_mRNA
AGG15992 Q0275_mRNA
EAA32301 YLR274W_mRNA
EAA26682 YFL030W_mRNA
EAA28705 YOR074C_mRNA
EAA35069 YPR144C_mRNA
EAA26753 YOR184W_mRNA
EAA29280 YMR131C_mRNA
EAA32735 YHR027C_mRNA
EAA27582 YER070W_mRNA
EAA27582 YIL066C_mRNA
EAA28177 YBL033C_mRNA
EAA29400 YDR487C_mRNA
EAA26880 YOR119C_mRNA
EAA27879 YER090W_mRNA
EAA32593 YER037W_mRNA
EAA32593 YGL224C_mRNA
ESA43018 YDL043C_mRNA
EAA26643 YMR272C_mRNA
EAA32521 YHR077C_mRNA
EDO65450 YBR243C_mRNA
EAA32740 YDR361C_mRNA
EAA31901 YIL008W_mRNA
EAA30446 YNL062C_mRNA
EAA36594 YNL221C_mRNA
EAA29376 YJL008C_mRNA
EAA32883 YDL098C_mRNA
EAA36525 YHR186C_mRNA
ESA43821 YPL125W_mRNA
EAA31914 YPR055W_mRNA
EAA26745 YDR486C_mRNA
ESA42918 YJL072C_mRNA
EAA32827 YER143W_mRNA
EDO65333 YOR308C_mRNA
EAA28310 YLR435W_mRNA
EAA36564 YMR293C_mRNA
EAA34520 YOR065W_mRNA
EAA27030 YDL058W_mRNA
ESA42173 YLR085C_mRNA
EAA30842 YKR070W_mRNA
EAA35343 YKR070W_mRNA
ESA42772 YKR070W_mRNA
EAA31870 YGR171C_mRNA
EAA26770 YOR341W_mRNA
EAA36215 YLR271W_mRNA
EAA29835 YCL001W-A_mRNA
EAA29835 YNL001W_mRNA
EAA28367 YCR054C_mRNA
EAA32596 YLR409C_mRNA
EAA30910 YBR282W_mRNA
EAA35911 YHR075C_mRNA
EAA26915 YBR079C_mRNA
EAA33169 YPL029W_mRNA
EAA31132 YJL092W_mRNA
EAA27270 YLL011W_mRNA
EAA33132 YBR097W_mRNA
ESA43261 YPR040W_mRNA
EAA35786 YLR401C_mRNA
EAA30223 YNL172W_mRNA
EAA34005 YHR068W_mRNA
ESA43237 YDR410C_mRNA
EAA30256 YOL064C_mRNA
EAA34097 YOL064C_mRNA
EAA28448 YOL064C_mRNA
EAA34588 YJL140W_mRNA
EAA36134 YJR014W_mRNA
EAA30469 YGL232W_mRNA
EAA33582 YKL018W_mRNA
EAA32119 YLR222C_mRNA
EAA34711 YLR318W_mRNA
ESA43901 YPR066W_mRNA
EAA33222 YDR087C_mRNA
EAA30157 YKL195W_mRNA
EAA28543 YNL022C_mRNA
EAA34305 YBR087W_mRNA
EAA33696 YDR325W_mRNA
ESA42416 YKL215C_mRNA
EDO64924 YEL029C_mRNA
EDO64924 YNR027W_mRNA
EDO65367 YBR136W_mRNA
EAA34884 YDR419W_mRNA
EAA31997 YMR080C_mRNA
EAA36466 YPL028W_mRNA
EAA35198 YPL028W_mRNA
EAA35510 YPL040C_mRNA
ESA42016 YGR078C_mRNA
EAA34783 YKL134C_mRNA
EAA35714 YCR072C_mRNA
EAA32660 YMR028W_mRNA
EAA35463 YJR024C_mRNA
EAA35003 YNR007C_mRNA
EAA34605 YDR465C_mRNA
EAA36573 YEL002C_mRNA
AGG16017 Q0250_mRNA
AGG16005 Q0045_mRNA
AGG16005 Q0070_mRNA
EAA29381 YER087W_mRNA
ESA41989 YPL111W_mRNA
EAA34367 YMR201C_mRNA
EAA36131 YEL004W_mRNA
EAA35698 YHR181W_mRNA
ESA43841 YGL191W_mRNA
EAA30837 YNL177C_mRNA
ESA43757 YER155C_mRNA
EAA33402 YOR173W_mRNA
EAA33402 YLR270W_mRNA
EAA34379 YDR137W_mRNA
EAA36238 YOL057W_mRNA
EAA32475 YML121W_mRNA
EAA28223 YDL117W_mRNA
ESA42642 YDL117W_mRNA
ESA42662 YNL070W_mRNA
EAA26925 YGR193C_mRNA
EAA32826 YDR071C_mRNA
EAA29563 YLR100W_mRNA
EAA35643 YGL050W_mRNA
EAA27444 YKL047W_mRNA
EAA35638 YOL152W_mRNA
EAA27774 YOL152W_mRNA
EAA35136 YOL152W_mRNA
EAA27305 YOL152W_mRNA
EAA30048 YOL152W_mRNA
EAA35556 YOL152W_mRNA
EAA30686 YOL152W_mRNA
EAA35649 YOL152W_mRNA
EAA34691 YGR044C_mRNA
EAA33762 YGR044C_mRNA
EAA29056 YGR044C_mRNA
EAA32239 YGR044C_mRNA
EAA36144 YGR044C_mRNA
EAA27891 YGR044C_mRNA
EAA28939 YGR044C_mRNA
ESA43329 YGR044C_mRNA
EAA33012 YOR099W_mRNA
EAA31709 YBR199W_mRNA
EAA28416 YIL085C_mRNA
EAA28416 YNL029C_mRNA
EAA30792 YIL085C_mRNA
EAA30792 YNL029C_mRNA
EAA33558 YIL085C_mRNA
EAA33558 YNL029C_mRNA
EAA28695 YKL046C_mRNA
EAA28695 YMR238W_mRNA
EAA35418 YKL046C_mRNA
EAA35418 YMR238W_mRNA
EAA31880 YKL046C_mRNA
EAA31880 YMR238W_mRNA
EAA30195 YKL046C_mRNA
EAA30195 YMR238W_mRNA
EAA33345 YKL046C_mRNA
EAA33345 YMR238W_mRNA
EAA30434 YKL046C_mRNA
EAA30434 YMR238W_mRNA
EAA32017 YKL046C_mRNA
EAA32017 YMR238W_mRNA
EAA30793 YOL119C_mRNA
EAA30793 YOR306C_mRNA
ESA43948 YOL119C_mRNA
ESA43948 YOR306C_mRNA
EAA27117 YOL119C_mRNA
EAA27117 YOR306C_mRNA
EAA27839 YOL119C_mRNA
EAA27839 YOR306C_mRNA
EAA29533 YOL119C_mRNA
EAA29533 YOR306C_mRNA
EAA34835 YOL119C_mRNA
EAA34835 YOR306C_mRNA
ESA43777 YOL119C_mRNA
ESA43777 YOR306C_mRNA
EAA32542 YGR288W_mRNA
EAA32542 YBR297W_mRNA
EAA32542 YPR196W_mRNA
EAA32542 YFL052W_mRNA
ESA43884 YGR288W_mRNA
ESA43884 YBR297W_mRNA
ESA43884 YPR196W_mRNA
ESA43884 YFL052W_mRNA
EAA28609 YGR288W_mRNA
EAA28609 YBR297W_mRNA
EAA28609 YPR196W_mRNA
EAA28609 YFL052W_mRNA
EAA28843 YGR288W_mRNA
EAA28843 YBR297W_mRNA
EAA28843 YPR196W_mRNA
EAA28843 YFL052W_mRNA
EAA34177 YGR288W_mRNA
EAA34177 YBR297W_mRNA
EAA34177 YPR196W_mRNA
EAA34177 YFL052W_mRNA
EAA35495 YDR045C_mRNA
EAA32822 YLR439W_mRNA
EAA26703 YNL262W_mRNA
EAA31488 YGL099W_mRNA
EAA30032 YDR364C_mRNA
EAA31643 YDR079C-A_mRNA
EAA32328 YDL207W_mRNA
EAA31947 YCR057C_mRNA
ESA42348 YKL060C_mRNA
ESA43149 YOL055C_mRNA
ESA43149 YPL258C_mRNA
ESA43149 YPR121W_mRNA
EAA32070 YAL025C_mRNA
EAA28338 YJR139C_mRNA
EAA26899 YGL174W_mRNA
EAA31961 YMR128W_mRNA
EAA27716 YDL060W_mRNA
EAA31334 YJR066W_mRNA
EAA31334 YKL203C_mRNA
EAA31362 YOR077W_mRNA
EAA29353 YGR090W_mRNA
EAA33889 YKL021C_mRNA
EAA31072 YER140W_mRNA
EAA29986 YJR074W_mRNA
EAA29383 YDR060W_mRNA
ESA44186 YKL017C_mRNA
EAA32728 YHR170W_mRNA
EAA36050 YIL001W_mRNA
EAA36058 YOR128C_mRNA
AGG16014 Q0085_mRNA
EAA36019 YDR353W_mRNA
EAA36019 YHR106W_mRNA
ESA42665 YOR319W_mRNA
ESA43483 YDR390C_mRNA
EAA29048 YIR042C_mRNA
EAA31691 YBR060C_mRNA
EAA33021 YNL333W_mRNA
EAA33021 YFL059W_mRNA
EAA33021 YMR096W_mRNA
EAA30405 YGL155W_mRNA
EAA29796 YPR016C_mRNA
EAA35292 YLR003C_mRNA
EAA32763 YLR009W_mRNA
EAA29638 YMR137C_mRNA
EAA27313 YMR146C_mRNA
EAA31630 YGL238W_mRNA
EAA27995 YNR020C_mRNA
ESA42399 YPL237W_mRNA
EAA33640 YMR229C_mRNA
EAA32996 YNL059C_mRNA
EAA32853 YOR145C_mRNA
EAA34893 YDL143W_mRNA
EAA35448 YEL003W_mRNA
ESA42564 YER012W_mRNA
EAA31538 YKL172W_mRNA
ESA42697 YIL010W_mRNA
EAA30955 YGL251C_mRNA
EAA26950 YML069W_mRNA
EAA28414 YBL008W_mRNA
EAA33290 YBR153W_mRNA
EAA36426 YGR099W_mRNA
ESA43427 YPL082C_mRNA
ESA43359 YML049C_mRNA
EAA28364 YGR145W_mRNA
EAA29514 YKR089C_mRNA
EAA29514 YOR081C_mRNA
EDO65416 YMR313C_mRNA
EAA35266 YMR313C_mRNA
EAA30557 YGR001C_mRNA
EAA34540 YBL041W_mRNA
EAA32761 YGR033C_mRNA
EAA32128 YJR117W_mRNA
EAA28054 YHR088W_mRNA
EAA34642 YBR202W_mRNA
ESA42407 YBR055C_mRNA
EAA32294 YGL207W_mRNA
EAA31789 YOR057W_mRNA
EAA28079 YJR122W_mRNA
EAA35923 YKL207W_mRNA
EDO65380 YFL003C_mRNA
ESA42761 YFL003C_mRNA
EAA27217 YBR070C_mRNA
EAA30207 YDR148C_mRNA
EAA28906 YJL001W_mRNA
EAA28245 YDR238C_mRNA
EAA34354 YDR167W_mRNA
EAA31320 YMR041C_mRNA
EAA28743 YMR296C_mRNA
EAA27006 YDL077C_mRNA
EAA33101 YLR417W_mRNA
EAA35646 YDR397C_mRNA
EAA32944 YCL059C_mRNA
EAA28499 YAL046C_mRNA
EAA30260 YLL035W_mRNA
EAA27945 YPL222W_mRNA
EAA26820 YNL024C-A_mRNA
ESA44085 YNL320W_mRNA
EAA35211 YOR262W_mRNA
EAA35144 YNR003C_mRNA
EAA36112 YGR276C_mRNA
EAA33470 YDR416W_mRNA
EAA30271 YOR118W_mRNA
EAA29571 YDL090C_mRNA
EAA35391 YPL022W_mRNA
EDO65046 YGR194C_mRNA
EAA31207 YER141W_mRNA
EAA28127 YPL001W_mRNA
EAA35853 YGR093W_mRNA
EAA29765 YKL196C_mRNA
EAA28304 YGL153W_mRNA
EAA33895 YNL102W_mRNA
EAA34052 YBR269C_mRNA
EAA35753 YOR111W_mRNA
EAA36000 YNL239W_mRNA
EAA35381 YMR042W_mRNA
EAA35381 YMR043W_mRNA
EAA33879 YER093C_mRNA
EAA29611 YER046W_mRNA
EAA32172 YKL028W_mRNA
EAA32000 YHR117W_mRNA
EAA32000 YNL121C_mRNA
EAA35108 YPL030W_mRNA
EAA35604 YOL138C_mRNA
EAA31096 YLR057W_mRNA
EAA30860 YLR057W_mRNA
EAA29739 YLR057W_mRNA
EAA34947 YLR057W_mRNA
EAA32435 YLR057W_mRNA
ESA42026 YLR057W_mRNA
EAA34496 YGR217W_mRNA
ESA43107 YLR050C_mRNA
EAA32076 YMR202W_mRNA
EAA34972 YJR025C_mRNA
ESA41946 YDR143C_mRNA
ESA43124 YJR078W_mRNA
EAA30491 YJR078W_mRNA
EAA26819 YML098W_mRNA
EAA27206 YNL032W_mRNA
EAA28583 YPR094W_mRNA
EAA35901 YEL046C_mRNA
EAA28057 YGL021W_mRNA
EAA28057 YBL009W_mRNA
EAA35272 YJR034W_mRNA
EAA34813 YHR007C_mRNA
EAA34718 YDL193W_mRNA
EAA27165 YKL110C_mRNA
EAA33301 YGR187C_mRNA
EAA28477 YAL014C_mRNA
EAA28477 YGL212W_mRNA
EAA29824 YKL009W_mRNA
EAA33300 YBR247C_mRNA
EAA34793 YLR149C_mRNA
EAA31737 YBL023C_mRNA
EAA27151 YMR106C_mRNA
EAA27737 YOL077C_mRNA
EAA28757 YFR050C_mRNA
EAA30827 YGL195W_mRNA
EAA34657 YGR005C_mRNA
EAA34820 YDR013W_mRNA
ESA41961 YLR386W_mRNA
EAA35080 YLR127C_mRNA
EAA35357 YOR206W_mRNA
ESA44319 YER069W_mRNA
EAA27237 YOR091W_mRNA
EAA28739 YHR072W-A_mRNA
EAA29994 YLR016C_mRNA
EDO64938 YGR021W_mRNA
EAA35851 YOR362C_mRNA
EAA30549 YLR074C_mRNA
EAA35262 YMR049C_mRNA
EAA28536 YDL153C_mRNA
EAA27818 YDR365C_mRNA
EAA32038 YER052C_mRNA
EAA30387 YDR434W_mRNA
EAA27248 YDL111C_mRNA
ESA43569 YOL107W_mRNA
ESA42172 YNL026W_mRNA
EAA29703 YJL111W_mRNA
ESA42166 YFL007W_mRNA
EAA34590 YDR496C_mRNA
