ENSMUSP00000048802 EAA35509
ENSMUSP00000064330 EAA35324
ENSMUSP00000031654 EAA32651
ENSMUSP00000144685 EAA32651
ENSMUSP00000144196 EAA32651
ENSMUSP00000151324 EAA29352
ENSMUSP00000151729 EAA29352
ENSMUSP00000020004 EAA29352
ENSMUSP00000005607 EAA29352
ENSMUSP00000119702 EAA28714
ENSMUSP00000115128 EAA28714
ENSMUSP00000026666 EAA29264
ENSMUSP00000026666 EAA29981
ENSMUSP00000026666 ESA43922
ENSMUSP00000101866 EAA29264
ENSMUSP00000101866 EAA29981
ENSMUSP00000101866 ESA43922
ENSMUSP00000153844 EAA35365
ENSMUSP00000022378 EAA35365
ENSMUSP00000071864 EAA35365
ENSMUSP00000152543 EAA35365
ENSMUSP00000152393 EAA35365
ENSMUSP00000116801 ESA43526
ENSMUSP00000109134 EAA28037
ENSMUSP00000109135 EAA28037
ENSMUSP00000031143 EAA28037
ENSMUSP00000116865 ESA41944
ENSMUSP00000132155 EAA35310
ENSMUSP00000128939 EAA35310
ENSMUSP00000022176 EAA35310
ENSMUSP00000015891 EAA33768
ENSMUSP00000127456 EAA33877
ENSMUSP00000125887 EAA33877
ENSMUSP00000130722 EAA33877
ENSMUSP00000047950 EAA31698
ENSMUSP00000040591 ESA44221
ENSMUSP00000126445 EAA35361
ENSMUSP00000059415 EAA35361
ENSMUSP00000141945 EAA35361
ENSMUSP00000129311 EAA35361
ENSMUSP00000071255 EAA35361
ENSMUSP00000141927 EAA35361
ENSMUSP00000143937 EAA28347
ENSMUSP00000005234 EAA28347
ENSMUSP00000065764 EAA32880
ENSMUSP00000153587 EAA32880
ENSMUSP00000065254 EAA32880
ENSMUSP00000005122 EAA30403
ENSMUSP00000122623 EAA30403
ENSMUSP00000117115 EAA30403
ENSMUSP00000146157 EAA35185
ENSMUSP00000078580 EAA35185
ENSMUSP00000145948 EAA35185
ENSMUSP00000145921 EAA35185
ENSMUSP00000081000 AGG16009
ENSMUSP00000068491 EAA33984
ENSMUSP00000022461 EAA33984
ENSMUSP00000127944 EAA33984
ENSMUSP00000120583 EAA33984
ENSMUSP00000120632 EAA31604
ENSMUSP00000139866 EAA35771
ENSMUSP00000027139 EAA35771
ENSMUSP00000117363 EAA35771
ENSMUSP00000140008 EAA35771
ENSMUSP00000003029 EAA36093
ENSMUSP00000113228 EAA35490
ENSMUSP00000031101 EAA35490
ENSMUSP00000144278 EAA28538
ENSMUSP00000084519 EAA28538
ENSMUSP00000143807 EAA28538
ENSMUSP00000020957 EAA27424
ENSMUSP00000118827 EAA28019
ENSMUSP00000021313 EAA28019
ENSMUSP00000032440 EAA28442
ENSMUSP00000046877 EAA31996
ENSMUSP00000065721 EAA31996
ENSMUSP00000107831 EAA32844
ENSMUSP00000107833 EAA32844
ENSMUSP00000012028 EAA32844
ENSMUSP00000131320 ESA43555
ENSMUSP00000023393 ESA43555
ENSMUSP00000132603 ESA43555
ENSMUSP00000127642 ESA43555
ENSMUSP00000115278 EAA27666
ENSMUSP00000113717 EAA27666
ENSMUSP00000146885 EAA27666
ENSMUSP00000146556 EAA27666
ENSMUSP00000121679 EAA30363
ENSMUSP00000041450 EAA30363
ENSMUSP00000119775 EAA30363
ENSMUSP00000077174 ESA42805
ENSMUSP00000105691 ESA42805
ENSMUSP00000105694 ESA42805
ENSMUSP00000121013 ESA42805
ENSMUSP00000039507 ESA42805
ENSMUSP00000131816 EAA35340
ENSMUSP00000133069 EAA35340
ENSMUSP00000015680 EAA35340
ENSMUSP00000139298 EAA35340
ENSMUSP00000125797 EAA35340
ENSMUSP00000100054 ESA41844
ENSMUSP00000080600 ESA41844
ENSMUSP00000089085 ESA41844
ENSMUSP00000021314 ESA41844
ENSMUSP00000099748 EAA28381
ENSMUSP00000037597 EAA31888
ENSMUSP00000136986 EAA27634
ENSMUSP00000022224 EAA27634
ENSMUSP00000118316 EAA27634
ENSMUSP00000114406 EAA27634
ENSMUSP00000130438 EAA29014
ENSMUSP00000130438 EAA33687
ENSMUSP00000057354 EAA29014
ENSMUSP00000057354 EAA33687
ENSMUSP00000149891 EAA29014
ENSMUSP00000149891 EAA33687
ENSMUSP00000105178 EAA26681
ENSMUSP00000020538 EAA26681
ENSMUSP00000099934 EAA26681
ENSMUSP00000099933 EAA26681
ENSMUSP00000075289 EAA31855
ENSMUSP00000106883 EAA31855
ENSMUSP00000147761 EAA36055
ENSMUSP00000147889 EAA36055
ENSMUSP00000100600 EAA36055
ENSMUSP00000026607 EAA36055
ENSMUSP00000109015 EAA36055
ENSMUSP00000087405 EAA29459
ENSMUSP00000103788 ESA43408
ENSMUSP00000103788 ESA43219
ENSMUSP00000029942 ESA43408
ENSMUSP00000029942 ESA43219
ENSMUSP00000006254 EAA26791
ENSMUSP00000045199 EAA28281
ENSMUSP00000099973 EAA28281
ENSMUSP00000133398 EAA31950
ENSMUSP00000124382 EAA31950
ENSMUSP00000124093 EAA31950
ENSMUSP00000001818 EAA35866
ENSMUSP00000061835 EAA35072
ENSMUSP00000113217 EAA35072
ENSMUSP00000113229 EAA35072
ENSMUSP00000112510 EAA35072
ENSMUSP00000079379 EAA34633
ENSMUSP00000116530 EAA35560
ENSMUSP00000102724 EAA35560
ENSMUSP00000116284 EAA35910
ENSMUSP00000122734 EAA35910
ENSMUSP00000118933 EAA35910
ENSMUSP00000015725 EAA35910
ENSMUSP00000041049 EAA35485
ENSMUSP00000119743 EAA35518
ENSMUSP00000119148 EAA35518
ENSMUSP00000123583 EAA35518
ENSMUSP00000021370 EAA33482
ENSMUSP00000152394 EAA33482
ENSMUSP00000044877 EAA27928
ENSMUSP00000030265 EAA30794
ENSMUSP00000138948 EAA30794
ENSMUSP00000026175 EAA34139
ENSMUSP00000038061 EAA34139
ENSMUSP00000059861 EAA31390
ENSMUSP00000120430 EAA31390
ENSMUSP00000113553 EAA31390
ENSMUSP00000052149 EAA30911
ENSMUSP00000121391 EAA30911
ENSMUSP00000079538 EAA30911
ENSMUSP00000109585 EAA34500
ENSMUSP00000148144 EAA34827
ENSMUSP00000147891 EAA34827
ENSMUSP00000147803 EAA34827
ENSMUSP00000066621 EAA34827
ENSMUSP00000151813 EAA35878
ENSMUSP00000152025 EAA35878
ENSMUSP00000001836 EAA35878
ENSMUSP00000076217 EAA27682
ENSMUSP00000124016 ESA42481
ENSMUSP00000124099 ESA42481
ENSMUSP00000124039 ESA42481
ENSMUSP00000006452 ESA42481
ENSMUSP00000125155 ESA42481
ENSMUSP00000120389 EAA28387
ENSMUSP00000120389 EAA27814
ENSMUSP00000123510 EAA28387
ENSMUSP00000123510 EAA27814
ENSMUSP00000036149 EAA28387
ENSMUSP00000036149 EAA27814
ENSMUSP00000112113 ESA43156
ENSMUSP00000133622 ESA43156
ENSMUSP00000119237 ESA43156
ENSMUSP00000119931 ESA43156
ENSMUSP00000123613 EAA33520
ENSMUSP00000123613 EAA26828
ENSMUSP00000003622 EAA33520
ENSMUSP00000003622 EAA26828
ENSMUSP00000020931 EAA30486
ENSMUSP00000151976 EAA30486
ENSMUSP00000026459 EAA34017
ENSMUSP00000105612 EAA35515
ENSMUSP00000020705 EAA35515
ENSMUSP00000139269 EAA27180
ENSMUSP00000138885 EAA27180
ENSMUSP00000096165 EAA27180
ENSMUSP00000139076 EAA27180
ENSMUSP00000153183 EAA32976
ENSMUSP00000095262 EAA32976
ENSMUSP00000152931 EAA32976
ENSMUSP00000032182 ESA42154
ENSMUSP00000145777 ESA42154
ENSMUSP00000145683 ESA42154
ENSMUSP00000113030 EAA28339
ENSMUSP00000006915 EAA28339
ENSMUSP00000099757 ESA43690
ENSMUSP00000119221 EAA26891
ENSMUSP00000119221 EDO65264
ENSMUSP00000025651 EAA26891
ENSMUSP00000025651 EDO65264
ENSMUSP00000117246 EAA26891
ENSMUSP00000117246 EDO65264
ENSMUSP00000112241 EAA26891
ENSMUSP00000112241 EDO65264
ENSMUSP00000121306 EAA32598
ENSMUSP00000120879 EAA26729
ENSMUSP00000118676 EAA26729
ENSMUSP00000088041 EAA26729
ENSMUSP00000099685 EAA26729
ENSMUSP00000006103 EAA31417
ENSMUSP00000104116 EAA31417
ENSMUSP00000026461 EAA30409
ENSMUSP00000136556 EAA30409
ENSMUSP00000048416 EAA28898
ENSMUSP00000119737 EAA28898
ENSMUSP00000114585 EAA28898
ENSMUSP00000121979 EAA28898
ENSMUSP00000101005 EAA28035
ENSMUSP00000003156 EAA28035
ENSMUSP00000101006 EAA28035
ENSMUSP00000021368 EAA29899
ENSMUSP00000152476 EAA29899
ENSMUSP00000152242 EAA29899
ENSMUSP00000134361 EAA29935
ENSMUSP00000043439.10 EAA29935
ENSMUSP00000134487 EAA29935
ENSMUSP00000153177 EAA32359
ENSMUSP00000153462 EAA32359
ENSMUSP00000022609 EAA32359
ENSMUSP00000108511 EAA29458
ENSMUSP00000027503 EAA29458
ENSMUSP00000108514 EAA29458
ENSMUSP00000133115 EAA33153
ENSMUSP00000110906 EAA33153
ENSMUSP00000012679 EAA33153
ENSMUSP00000155936 EAA32645
ENSMUSP00000153334 EAA32645
ENSMUSP00000053033 EAA31196
ENSMUSP00000081001 AGG16010
ENSMUSP00000081001 AGG16015
ENSMUSP00000081001 AGG15998
ENSMUSP00000081001 AGG16001
ENSMUSP00000081001 AGG16000
ENSMUSP00000081001 AGG15999
ENSMUSP00000106950 EAA36429
ENSMUSP00000013737 EAA36429
ENSMUSP00000141370 EAA36429
ENSMUSP00000152762 ESA42461
ENSMUSP00000078369 ESA42461
ENSMUSP00000152155 ESA42461
ENSMUSP00000087762 ESA43619
ENSMUSP00000129279 ESA43619
ENSMUSP00000046302 ESA41830
ENSMUSP00000116663 ESA41830
ENSMUSP00000034905 EAA32287
ENSMUSP00000042187 EAA31776
ENSMUSP00000123705 ESA41793
ENSMUSP00000038938 ESA41793
ENSMUSP00000029402 EAA35682
ENSMUSP00000125713 EAA35682
ENSMUSP00000123986 EAA35682
ENSMUSP00000030698 EAA34382
ENSMUSP00000126645 ESA44220
ENSMUSP00000128601 ESA44220
ENSMUSP00000098338 ESA44220
ENSMUSP00000022856 ESA44220
ENSMUSP00000132747 ESA44220
ENSMUSP00000142802 EAA26591
ENSMUSP00000031082 EAA26591
ENSMUSP00000069284 EAA26591
ENSMUSP00000031081 EAA26591
ENSMUSP00000000090 ESA42595
ENSMUSP00000148252 ESA42591
ENSMUSP00000003964 ESA42591
ENSMUSP00000032371 ESA42591
ENSMUSP00000079124 EAA33127
ENSMUSP00000091433 EAA33127
ENSMUSP00000027494 EAA34696
ENSMUSP00000137071 ESA44299
ENSMUSP00000086072 ESA44299
ENSMUSP00000046256 ESA44299
ENSMUSP00000102147 ESA44299
ENSMUSP00000121240 ESA44299
ENSMUSP00000072867 EAA29919
ENSMUSP00000072867 EAA29700
ENSMUSP00000072867 EAA30616
ENSMUSP00000121750 EAA29919
ENSMUSP00000121750 EAA29700
ENSMUSP00000121750 EAA30616
ENSMUSP00000121598 EAA29919
ENSMUSP00000121598 EAA29700
ENSMUSP00000121598 EAA30616
ENSMUSP00000049404 EAA29919
ENSMUSP00000049404 EAA29700
ENSMUSP00000049404 EAA30616
ENSMUSP00000025215 ESA44208
ENSMUSP00000094873 EAA33015
ENSMUSP00000094874 EAA33015
ENSMUSP00000021527 EAA33015
ENSMUSP00000114873 EAA30733
ENSMUSP00000101977 EAA30733
ENSMUSP00000026479 ESA44142
ENSMUSP00000077606 ESA42576
ENSMUSP00000070865 EAA33436
ENSMUSP00000137366 ESA43351
ENSMUSP00000154804 ESA43351
ENSMUSP00000013845 ESA43351
ENSMUSP00000126977 ESA43351
ENSMUSP00000129688 ESA43351
ENSMUSP00000026820 EAA30323
ENSMUSP00000112421 EAA30323
ENSMUSP00000106154 EAA30323
ENSMUSP00000028652 EAA30323
ENSMUSP00000106153 EAA30323
ENSMUSP00000106150 EAA30323
ENSMUSP00000119314 EAA34141
ENSMUSP00000157031 EAA34141
ENSMUSP00000147091 EAA34141
ENSMUSP00000141712 EAA34141
ENSMUSP00000001172 EAA34141
ENSMUSP00000127875 EAA27675
ENSMUSP00000119912 EAA27675
ENSMUSP00000120524 EAA27675
ENSMUSP00000119288 EAA27675
ENSMUSP00000090991 EAA34486
ENSMUSP00000051430 EAA34486
ENSMUSP00000105183 EAA34486
ENSMUSP00000047467 EAA30689
ENSMUSP00000149207 EAA30689
ENSMUSP00000150707 EAA30689
ENSMUSP00000033933 EAA29822
ENSMUSP00000129317 EAA28657
ENSMUSP00000132985 EAA28657
ENSMUSP00000132906 EAA28657
ENSMUSP00000002368 EAA28657
ENSMUSP00000035106 EAA36124
ENSMUSP00000121747 EAA36124
ENSMUSP00000032944 ESA42580
ENSMUSP00000020804 ESA42580
ENSMUSP00000032151 EAA32257
ENSMUSP00000135058 EAA32257
ENSMUSP00000052521 EAA30857
ENSMUSP00000154507 EAA30857
ENSMUSP00000079864 EAA33461
ENSMUSP00000138944 EAA33461
ENSMUSP00000065046 EAA33461
ENSMUSP00000139202 EAA33461
ENSMUSP00000129201 ESA42289
ENSMUSP00000152668 ESA42289
ENSMUSP00000152526 ESA42289
ENSMUSP00000152640 ESA42289
ENSMUSP00000152740 ESA42289
ENSMUSP00000152763 ESA42289
ENSMUSP00000152796 ESA42289
ENSMUSP00000071048 ESA42289
ENSMUSP00000142808 EAA36488
ENSMUSP00000142808 EAA29384
ENSMUSP00000029794 EAA36488
ENSMUSP00000029794 EAA29384
ENSMUSP00000062841 EAA29141
ENSMUSP00000153048 EAA29037
ENSMUSP00000151520 EAA29037
ENSMUSP00000122156 EAA29037
ENSMUSP00000122982 EAA29037
ENSMUSP00000088085 EAA29037
ENSMUSP00000118777 EAA29037
ENSMUSP00000022203 EAA31554
ENSMUSP00000132290 EAA28948
ENSMUSP00000136858 EDO65042
ENSMUSP00000025642 EDO65042
ENSMUSP00000105796 EAA29209
ENSMUSP00000027432 EAA28800
ENSMUSP00000039990 EAA30369
ENSMUSP00000036913 EAA30369
ENSMUSP00000149915 EAA33401
ENSMUSP00000155679 EAA33401
ENSMUSP00000025506 EAA36157
ENSMUSP00000137596 EAA35438
ENSMUSP00000028817 EAA35438
ENSMUSP00000131911 EAA27612
ENSMUSP00000104775 EAA27612
ENSMUSP00000074596 EAA27612
ENSMUSP00000104776 EAA27612
ENSMUSP00000130383 EAA27612
ENSMUSP00000070596 EAA27612
ENSMUSP00000030133 EAA35190
ENSMUSP00000089203 EAA35190
ENSMUSP00000095747 EAA35190
ENSMUSP00000022925 EAA33209
ENSMUSP00000114673 EDO64976
ENSMUSP00000033044 EDO64976
ENSMUSP00000074724 EAA27079
ENSMUSP00000157281 EAA27079
ENSMUSP00000157149 EAA33945
ENSMUSP00000101583 EAA30400
ENSMUSP00000030731 EAA30400
ENSMUSP00000071292 EAA30945
ENSMUSP00000134000 EAA32331
ENSMUSP00000112250 EAA32331
ENSMUSP00000085591 EAA32331
ENSMUSP00000027050 EAA27550
ENSMUSP00000140054 EAA27550
ENSMUSP00000140115 EAA27550
ENSMUSP00000006611 EAA31671
ENSMUSP00000130629 EAA33406
ENSMUSP00000044677 EAA33406
ENSMUSP00000128605 EAA29339
ENSMUSP00000096177 EAA29339
ENSMUSP00000005120 EAA29339
ENSMUSP00000153629 EAA29337
ENSMUSP00000093644 EAA29337
ENSMUSP00000153392 EAA29337
ENSMUSP00000117348 EAA27559
ENSMUSP00000026387 EAA27559
ENSMUSP00000115494 EAA27559
ENSMUSP00000147815 EAA31656
ENSMUSP00000033008 EAA31656
ENSMUSP00000109121 ESA42209
ENSMUSP00000084373 ESA42209
ENSMUSP00000046719 ESA42209
ENSMUSP00000121784 ESA42209
ENSMUSP00000050703 EAA30385
ENSMUSP00000071636 EAA30385
ENSMUSP00000133276 EAA30385
ENSMUSP00000103301 EAA29736
ENSMUSP00000103299 EAA29736
ENSMUSP00000119949 EAA29736
ENSMUSP00000019945 EAA33751
ENSMUSP00000101180 EAA33751
ENSMUSP00000101178 EAA33751
ENSMUSP00000128512 EAA33751
ENSMUSP00000020420 EAA29959
ENSMUSP00000059947 EAA27175
ENSMUSP00000016396 EAA26885
ENSMUSP00000112368 EAA36314
ENSMUSP00000089728 EAA36314
ENSMUSP00000118218 EAA33219
ENSMUSP00000143909 EAA33219
ENSMUSP00000031008 EAA33219
ENSMUSP00000038205 EAA33219
ENSMUSP00000109761 EAA33219
ENSMUSP00000144088 EAA33219
ENSMUSP00000153859 ESA43366
ENSMUSP00000154426 ESA43366
ENSMUSP00000022727 ESA43366
ENSMUSP00000038489 EAA28720
ENSMUSP00000133336 EAA30664
ENSMUSP00000095388 EAA30664
ENSMUSP00000075401 EAA30664
ENSMUSP00000017408 EAA30664
ENSMUSP00000140598 EAA28316
ENSMUSP00000034801 EAA28316
ENSMUSP00000139684 EAA28316
ENSMUSP00000099552 EAA33858
ENSMUSP00000102149 ESA42008
ENSMUSP00000116746 ESA42008
ENSMUSP00000099325 ESA42008
ENSMUSP00000116245 ESA42008
ENSMUSP00000118090 EAA33869
ENSMUSP00000114728 EAA33869
ENSMUSP00000113312 EAA26607
ENSMUSP00000098648 EAA26607
ENSMUSP00000152783 EAA27214
ENSMUSP00000039416 EAA27214
ENSMUSP00000152217 EAA27214
ENSMUSP00000140934 EAA29590
ENSMUSP00000139933 EAA29590
ENSMUSP00000069508 EAA29590
ENSMUSP00000129828 EAA29590
ENSMUSP00000043580 EAA26604
ENSMUSP00000081544 ESA43295
ENSMUSP00000147794 EAA34262
ENSMUSP00000151340 EAA34878
ENSMUSP00000044993 EAA34878
ENSMUSP00000061282 ESA43494
ENSMUSP00000148830 EAA27728
ENSMUSP00000148434 EAA27728
ENSMUSP00000148321 EAA27728
ENSMUSP00000105147 EAA27728
ENSMUSP00000151347 EAA32007
ENSMUSP00000021335 EAA32007
ENSMUSP00000006341 ESA44253
ENSMUSP00000006341 EAA29065
ENSMUSP00000109442 EAA33165
ENSMUSP00000117981 EAA33165
ENSMUSP00000056039 EAA33165
ENSMUSP00000115199 EAA33165
ENSMUSP00000144904 EAA30558
ENSMUSP00000085523 EAA30558
ENSMUSP00000010698 EDO65037
ENSMUSP00000114682 EDO65037
ENSMUSP00000090590 EDO65037
ENSMUSP00000142877 EAA30831
ENSMUSP00000022087 EAA32836
ENSMUSP00000105321 EAA32836
ENSMUSP00000135455 EAA32836
ENSMUSP00000156956 EAA30278
ENSMUSP00000077553 EAA30278
ENSMUSP00000156437 EAA30278
ENSMUSP00000156607 EAA30278
ENSMUSP00000052262 EAA33168
ENSMUSP00000004343 ESA43265
ENSMUSP00000142470 ESA43265
ENSMUSP00000142723 ESA43265
ENSMUSP00000142361 ESA43265
ENSMUSP00000099469 EAA34967
ENSMUSP00000106089 EAA36497
ENSMUSP00000106090 EAA36497
ENSMUSP00000028635 EAA36497
ENSMUSP00000113194 EAA35915
ENSMUSP00000051838 EAA35915
ENSMUSP00000118182 EAA32366
ENSMUSP00000117927 EAA32366
ENSMUSP00000031625 EAA35040
ENSMUSP00000114421 EAA35040
ENSMUSP00000143026 EAA35040
ENSMUSP00000025632 EAA32232
ENSMUSP00000146336 EAA34900
ENSMUSP00000045297 EAA34900
ENSMUSP00000146640 EAA34900
ENSMUSP00000039853 EAA27645
ENSMUSP00000125562 EAA35059
ENSMUSP00000125321 EAA35059
ENSMUSP00000028021 EAA35059
ENSMUSP00000141646 EAA35059
ENSMUSP00000107221 EAA35059
ENSMUSP00000023269 EAA34963
ENSMUSP00000026487 ESA44139
ENSMUSP00000118504 ESA44139
ENSMUSP00000006692 EDO64977
ENSMUSP00000023040 EAA26883
ENSMUSP00000155823 EAA26883
ENSMUSP00000030446 EAA35030
ENSMUSP00000150589 EAA26930
ENSMUSP00000121358 EAA26930
ENSMUSP00000040138 EAA30767
ENSMUSP00000019908 EAA31665
ENSMUSP00000156158 EAA33023
ENSMUSP00000156241 EAA33023
ENSMUSP00000156269 EAA33023
ENSMUSP00000045272 EAA33023
ENSMUSP00000045409 EAA32165
ENSMUSP00000113454 EAA32165
ENSMUSP00000010049 EAA28537
ENSMUSP00000010049 ESA42605
ENSMUSP00000010049 EAA27425
ENSMUSP00000087694 EAA29128
ENSMUSP00000040431 EDO65444
ENSMUSP00000034966 EAA31868
ENSMUSP00000054490 ESA43665
ENSMUSP00000041968 EAA27014
ENSMUSP00000029628 EAA36117
ENSMUSP00000114968 EAA36117
ENSMUSP00000113614 EAA36117
ENSMUSP00000019882 EAA33799
ENSMUSP00000103827 EAA33799
ENSMUSP00000116741 EAA33799
ENSMUSP00000038063 EAA31101
ENSMUSP00000084466 EAA31100
ENSMUSP00000029256 EAA33359
ENSMUSP00000141003 EAA34862
ENSMUSP00000139519 EAA34862
ENSMUSP00000027700 EAA34862
ENSMUSP00000141176 EAA34862
ENSMUSP00000140790 EAA34862
ENSMUSP00000140344 EAA34862
ENSMUSP00000019927 EAA28248
ENSMUSP00000027214 EAA35809
ENSMUSP00000101095 EAA30588
ENSMUSP00000101095 ESA41799
ENSMUSP00000078998 EAA30588
ENSMUSP00000078998 ESA41799
ENSMUSP00000097297 EAA30588
ENSMUSP00000097297 ESA41799
ENSMUSP00000070054 EAA30588
ENSMUSP00000070054 ESA41799
ENSMUSP00000156344 EAA28509
ENSMUSP00000113388 EAA28509
ENSMUSP00000118199 EAA28509
ENSMUSP00000021424 EAA27530
ENSMUSP00000048313 EAA27530
ENSMUSP00000105710 EAA27530
ENSMUSP00000026270 EAA35576
ENSMUSP00000140063 EAA32019
ENSMUSP00000059871 EAA35837
ENSMUSP00000148082 EAA32399
ENSMUSP00000117971 EAA32399
ENSMUSP00000044645 EAA32173
ENSMUSP00000023068 EAA32173
ENSMUSP00000148466 EAA29290
ENSMUSP00000148785 EAA29290
ENSMUSP00000034096 EAA29290
ENSMUSP00000152289 EAA34717
ENSMUSP00000152619 EAA34717
ENSMUSP00000112121 EAA34717
ENSMUSP00000016105 EAA30951
ENSMUSP00000136572 EAA30951
ENSMUSP00000021726 EAA30951
ENSMUSP00000146136 EAA34807
ENSMUSP00000126294 EAA34807
ENSMUSP00000048036 ESA42244
ENSMUSP00000045901 ESA42244
ENSMUSP00000119875 EAA33454
ENSMUSP00000133062 EAA33454
ENSMUSP00000116986 EAA28228
ENSMUSP00000145062 EAA28228
ENSMUSP00000004396 EAA28228
ENSMUSP00000095656 EAA32277
ENSMUSP00000102000 EAA32277
ENSMUSP00000042572 EAA28727
ENSMUSP00000036710 EAA31967
ENSMUSP00000010348 EAA28849
ENSMUSP00000150978 EAA28849
ENSMUSP00000144339 EAA35778
ENSMUSP00000031590 EAA35778
ENSMUSP00000031262 EAA27020
ENSMUSP00000119410 EAA27020
ENSMUSP00000022256 EAA28375
ENSMUSP00000153591 EAA28375
ENSMUSP00000053440 EAA27729
ENSMUSP00000031099 EAA27729
ENSMUSP00000027602 EAA31111
ENSMUSP00000027602 EAA35505
ENSMUSP00000118465 EAA30876
ENSMUSP00000030169 EAA30876
ENSMUSP00000123478 EAA30876
ENSMUSP00000117586 EAA30876
ENSMUSP00000078216 ESA43635
ENSMUSP00000025743 EAA35934
ENSMUSP00000025745 EAA35934
ENSMUSP00000099878 ESA43687
ENSMUSP00000115074 EAA27620
ENSMUSP00000115978 EAA27620
ENSMUSP00000114670 EAA27620
ENSMUSP00000115203 EAA27620
ENSMUSP00000119924 EAA27620
ENSMUSP00000070991 EAA27620
ENSMUSP00000139249 EAA32884
ENSMUSP00000140958 EAA32884
ENSMUSP00000043730 EAA32884
ENSMUSP00000021993 EAA31571
ENSMUSP00000115645 EAA29773
ENSMUSP00000103118 EAA29773
ENSMUSP00000003906 EAA27845
ENSMUSP00000105376 EAA27845
ENSMUSP00000116276 EAA32258
ENSMUSP00000115602 EAA32258
ENSMUSP00000109242 EAA32258
ENSMUSP00000119478 EAA32258
ENSMUSP00000028209 EAA32258
ENSMUSP00000152379 EAA33713
ENSMUSP00000152880 EAA33713
ENSMUSP00000021667 EAA33713
ENSMUSP00000152679 EAA33713
ENSMUSP00000025464 ESA41866
ENSMUSP00000115320 ESA41866
ENSMUSP00000091487 EAA31361
ENSMUSP00000117762 EAA31361
ENSMUSP00000118619 EAA31361
ENSMUSP00000016033 EAA31424
ENSMUSP00000117754 EAA33978
ENSMUSP00000113851 EAA33978
ENSMUSP00000140848 EAA33978
ENSMUSP00000025350 EAA33586
ENSMUSP00000144010 EAA33586
ENSMUSP00000026540 EAA28066
ENSMUSP00000027247 EAA36521
ENSMUSP00000142151 EAA36521
ENSMUSP00000113699 EAA36521
ENSMUSP00000031145 EAA36521
ENSMUSP00000059385 EAA32551
ENSMUSP00000032898 EAA30542
ENSMUSP00000100503 EAA30542
ENSMUSP00000021157 EAA35494
ENSMUSP00000151230 EAA26728
ENSMUSP00000151662 EAA26728
ENSMUSP00000037121 EAA26728
ENSMUSP00000151811 EAA26728
ENSMUSP00000151455 EAA26728
ENSMUSP00000151484 EAA26728
ENSMUSP00000151477 EAA26728
ENSMUSP00000151562 EAA26728
ENSMUSP00000107751 EAA32075
ENSMUSP00000074756 EAA32075
ENSMUSP00000135761 EAA36580
ENSMUSP00000104361 EAA36580
ENSMUSP00000042082 EAA30408
ENSMUSP00000125749 EAA30408
ENSMUSP00000125681 EAA30408
ENSMUSP00000018383 EAA32393
ENSMUSP00000045269 EAA32417
ENSMUSP00000118238 EAA33563
ENSMUSP00000113953 EAA33563
ENSMUSP00000048971 EAA33563
ENSMUSP00000032065 EAA29713
ENSMUSP00000122602 EAA29713
ENSMUSP00000145474 EAA29713
ENSMUSP00000119449 EAA29713
ENSMUSP00000122127 EAA31710
ENSMUSP00000149752 ESA43046
ENSMUSP00000002902 ESA43046
ENSMUSP00000099453 EAA30590
ENSMUSP00000099453 EAA36512
ENSMUSP00000015855 EAA33336
ENSMUSP00000144069 EAA30364
ENSMUSP00000035218 EAA30364
ENSMUSP00000140592 EAA28457
ENSMUSP00000116627 EAA28457
ENSMUSP00000152608 EAA32584
ENSMUSP00000021482 EAA32584
ENSMUSP00000148566 EAA32584
ENSMUSP00000136493 EAA32584
ENSMUSP00000085981 EAA34843
ENSMUSP00000105226 EAA34843
ENSMUSP00000105227 EAA34843
ENSMUSP00000113943 EAA34843
ENSMUSP00000144749 EAA33728
ENSMUSP00000120883 EAA33728
ENSMUSP00000014694 EAA33728
ENSMUSP00000021693 EAA31673
ENSMUSP00000114620 EAA31164
ENSMUSP00000121898 EAA31164
ENSMUSP00000099820 EAA31164
ENSMUSP00000121228 EAA31164
ENSMUSP00000028050 EAA31164
ENSMUSP00000100025 EAA31164
ENSMUSP00000038106 EAA31894
ENSMUSP00000053553 EAA31112
ENSMUSP00000053553 ESA44124
ENSMUSP00000053553 EAA29774
ENSMUSP00000114852 EAA31112
ENSMUSP00000114852 ESA44124
ENSMUSP00000114852 EAA29774
ENSMUSP00000107743 EAA30209
ENSMUSP00000033717 EAA30209
ENSMUSP00000133731 EAA31327
ENSMUSP00000115168 ESA43339
ENSMUSP00000137430 ESA43339
ENSMUSP00000120747 ESA43339
ENSMUSP00000033505 EAA35389
ENSMUSP00000043968 EAA35389
ENSMUSP00000031695 EAA35389
ENSMUSP00000076594 EAA31898
ENSMUSP00000107102 EAA31898
ENSMUSP00000021091 EAA27709
ENSMUSP00000021091 EAA31722
ENSMUSP00000099578 EAA27709
ENSMUSP00000099578 EAA31722
ENSMUSP00000118231 EAA27709
ENSMUSP00000118231 EAA31722
ENSMUSP00000151874 EDO65208
ENSMUSP00000151216 EDO65208
ENSMUSP00000005825 EDO65208
ENSMUSP00000119396 EAA28394
ENSMUSP00000101809 EAA28394
ENSMUSP00000101811 EAA28394
ENSMUSP00000026900 EAA28394
ENSMUSP00000104883 EAA35142
ENSMUSP00000104884 EAA35142
ENSMUSP00000010421 ESA43385
