FBpp0074936 ENSMUSP00000048802
FBpp0088887 ENSMUSP00000109875
FBpp0113095 ENSMUSP00000109876
FBpp0113095 ENSMUSP00000067178
FBpp0113095 ENSMUSP00000119216
FBpp0113095 ENSMUSP00000144499
FBpp0113095 ENSMUSP00000144658
FBpp0113095 ENSMUSP00000063412
FBpp0113095 ENSMUSP00000109875
FBpp0271905 ENSMUSP00000117761
FBpp0271905 ENSMUSP00000103506
FBpp0271905 ENSMUSP00000114385
FBpp0271905 ENSMUSP00000029540
FBpp0271904 ENSMUSP00000117761
FBpp0271904 ENSMUSP00000103506
FBpp0271904 ENSMUSP00000114385
FBpp0271904 ENSMUSP00000029540
FBpp0291487 ENSMUSP00000068253
FBpp0291488 ENSMUSP00000068253
FBpp0291483 ENSMUSP00000068253
FBpp0291484 ENSMUSP00000068253
FBpp0291486 ENSMUSP00000068253
FBpp0291485 ENSMUSP00000068253
FBpp0306011 ENSMUSP00000068253
FBpp0111769 ENSMUSP00000068253
FBpp0071033 ENSMUSP00000092821
FBpp0071033 ENSMUSP00000103932
FBpp0071033 ENSMUSP00000050521
FBpp0071033 ENSMUSP00000103936
FBpp0071033 ENSMUSP00000092766
FBpp0071033 ENSMUSP00000103934
FBpp0071033 ENSMUSP00000103937
FBpp0298274 ENSMUSP00000092821
FBpp0298274 ENSMUSP00000103932
FBpp0298274 ENSMUSP00000050521
FBpp0298274 ENSMUSP00000103936
FBpp0298274 ENSMUSP00000092766
FBpp0298274 ENSMUSP00000103934
FBpp0298274 ENSMUSP00000103937
FBpp0072541 ENSMUSP00000153890
FBpp0072541 ENSMUSP00000154653
FBpp0072541 ENSMUSP00000123416
FBpp0072541 ENSMUSP00000087084
FBpp0072541 ENSMUSP00000110611
FBpp0072541 ENSMUSP00000116188
FBpp0072541 ENSMUSP00000076088
FBpp0072541 ENSMUSP00000154309
FBpp0072542 ENSMUSP00000153890
FBpp0072542 ENSMUSP00000154653
FBpp0072542 ENSMUSP00000123416
FBpp0072542 ENSMUSP00000087084
FBpp0072542 ENSMUSP00000110611
FBpp0072542 ENSMUSP00000116188
FBpp0072542 ENSMUSP00000076088
FBpp0072542 ENSMUSP00000154309
FBpp0089283 ENSMUSP00000153890
FBpp0089283 ENSMUSP00000154653
FBpp0089283 ENSMUSP00000123416
FBpp0089283 ENSMUSP00000087084
FBpp0089283 ENSMUSP00000110611
FBpp0089283 ENSMUSP00000116188
FBpp0089283 ENSMUSP00000076088
FBpp0089283 ENSMUSP00000154309
FBpp0072543 ENSMUSP00000153890
FBpp0072543 ENSMUSP00000154653
FBpp0072543 ENSMUSP00000123416
FBpp0072543 ENSMUSP00000087084
FBpp0072543 ENSMUSP00000110611
FBpp0072543 ENSMUSP00000116188
FBpp0072543 ENSMUSP00000076088
FBpp0072543 ENSMUSP00000154309
FBpp0072539 ENSMUSP00000153890
FBpp0072539 ENSMUSP00000154653
FBpp0072539 ENSMUSP00000123416
FBpp0072539 ENSMUSP00000087084
FBpp0072539 ENSMUSP00000110611
FBpp0072539 ENSMUSP00000116188
FBpp0072539 ENSMUSP00000076088
FBpp0072539 ENSMUSP00000154309
FBpp0072540 ENSMUSP00000153890
FBpp0072540 ENSMUSP00000154653
FBpp0072540 ENSMUSP00000123416
FBpp0072540 ENSMUSP00000087084
FBpp0072540 ENSMUSP00000110611
FBpp0072540 ENSMUSP00000116188
FBpp0072540 ENSMUSP00000076088
FBpp0072540 ENSMUSP00000154309
FBpp0075916 ENSMUSP00000143962
FBpp0075916 ENSMUSP00000143859
FBpp0075916 ENSMUSP00000103161
FBpp0076186 ENSMUSP00000021898
FBpp0076186 ENSMUSP00000152080
FBpp0076186 ENSMUSP00000091940
FBpp0076186 ENSMUSP00000140336
FBpp0076186 ENSMUSP00000035361
FBpp0076186 ENSMUSP00000103040
FBpp0076186 ENSMUSP00000115509
FBpp0076186 ENSMUSP00000117190
FBpp0076186 ENSMUSP00000119293
FBpp0076233 ENSMUSP00000106887
FBpp0076233 ENSMUSP00000120183
FBpp0076233 ENSMUSP00000115310
FBpp0076233 ENSMUSP00000114762
FBpp0076233 ENSMUSP00000028644
FBpp0076233 ENSMUSP00000106888
FBpp0076233 ENSMUSP00000112158
FBpp0076233 ENSMUSP00000097287
FBpp0076235 ENSMUSP00000106887
FBpp0076235 ENSMUSP00000120183
FBpp0076235 ENSMUSP00000115310
FBpp0076235 ENSMUSP00000114762
FBpp0076235 ENSMUSP00000028644
FBpp0076235 ENSMUSP00000106888
FBpp0076235 ENSMUSP00000112158
FBpp0076235 ENSMUSP00000097287
FBpp0076234 ENSMUSP00000106887
FBpp0076234 ENSMUSP00000120183
FBpp0076234 ENSMUSP00000115310
FBpp0076234 ENSMUSP00000114762
FBpp0076234 ENSMUSP00000028644
FBpp0076234 ENSMUSP00000106888
FBpp0076234 ENSMUSP00000112158
FBpp0076234 ENSMUSP00000097287
FBpp0077038 ENSMUSP00000135482
FBpp0077038 ENSMUSP00000070264
FBpp0077038 ENSMUSP00000110479
FBpp0077038 ENSMUSP00000135018
FBpp0077038 ENSMUSP00000034508
FBpp0077038 ENSMUSP00000106938
FBpp0077040 ENSMUSP00000135482
FBpp0077040 ENSMUSP00000070264
FBpp0077040 ENSMUSP00000110479
FBpp0077040 ENSMUSP00000135018
FBpp0077040 ENSMUSP00000034508
FBpp0077040 ENSMUSP00000106938
FBpp0077039 ENSMUSP00000135482
FBpp0077039 ENSMUSP00000070264
FBpp0077039 ENSMUSP00000110479
FBpp0077039 ENSMUSP00000135018
FBpp0077039 ENSMUSP00000034508
FBpp0077039 ENSMUSP00000106938
FBpp0301178 ENSMUSP00000135482
FBpp0301178 ENSMUSP00000070264
FBpp0301178 ENSMUSP00000110479
FBpp0301178 ENSMUSP00000135018
FBpp0301178 ENSMUSP00000034508
FBpp0301178 ENSMUSP00000106938
FBpp0301177 ENSMUSP00000135482
FBpp0301177 ENSMUSP00000070264
FBpp0301177 ENSMUSP00000110479
FBpp0301177 ENSMUSP00000135018
FBpp0301177 ENSMUSP00000034508
FBpp0301177 ENSMUSP00000106938
FBpp0077041 ENSMUSP00000135482
FBpp0077041 ENSMUSP00000070264
FBpp0077041 ENSMUSP00000110479
FBpp0077041 ENSMUSP00000135018
FBpp0077041 ENSMUSP00000034508
FBpp0077041 ENSMUSP00000106938
FBpp0308590 ENSMUSP00000135482
FBpp0308590 ENSMUSP00000070264
FBpp0308590 ENSMUSP00000110479
FBpp0308590 ENSMUSP00000135018
FBpp0308590 ENSMUSP00000034508
FBpp0308590 ENSMUSP00000106938
FBpp0308589 ENSMUSP00000135482
FBpp0308589 ENSMUSP00000070264
FBpp0308589 ENSMUSP00000110479
FBpp0308589 ENSMUSP00000135018
FBpp0308589 ENSMUSP00000034508
FBpp0308589 ENSMUSP00000106938
FBpp0352241 ENSMUSP00000135482
FBpp0352241 ENSMUSP00000070264
FBpp0352241 ENSMUSP00000110479
FBpp0352241 ENSMUSP00000135018
FBpp0352241 ENSMUSP00000034508
FBpp0352241 ENSMUSP00000106938
FBpp0077329 ENSMUSP00000147323
FBpp0077329 ENSMUSP00000074252
FBpp0077329 ENSMUSP00000112711
FBpp0077329 ENSMUSP00000137163
FBpp0077329 ENSMUSP00000045084
FBpp0077329 ENSMUSP00000112605
FBpp0077329 ENSMUSP00000119184
FBpp0077329 ENSMUSP00000112705
FBpp0077329 ENSMUSP00000113235
FBpp0077329 ENSMUSP00000091700
FBpp0271738 ENSMUSP00000147323
FBpp0271738 ENSMUSP00000074252
FBpp0271738 ENSMUSP00000112711
FBpp0271738 ENSMUSP00000137163
FBpp0271738 ENSMUSP00000045084
FBpp0271738 ENSMUSP00000112605
FBpp0271738 ENSMUSP00000119184
FBpp0271738 ENSMUSP00000112705
FBpp0271738 ENSMUSP00000113235
FBpp0271738 ENSMUSP00000091700
FBpp0304043 ENSMUSP00000147323
FBpp0304043 ENSMUSP00000074252
FBpp0304043 ENSMUSP00000112711
FBpp0304043 ENSMUSP00000137163
FBpp0304043 ENSMUSP00000045084
FBpp0304043 ENSMUSP00000112605
FBpp0304043 ENSMUSP00000119184
FBpp0304043 ENSMUSP00000112705
FBpp0304043 ENSMUSP00000113235
FBpp0304043 ENSMUSP00000091700
FBpp0077330 ENSMUSP00000147323
FBpp0077330 ENSMUSP00000074252
FBpp0077330 ENSMUSP00000112711
FBpp0077330 ENSMUSP00000137163
FBpp0077330 ENSMUSP00000045084
FBpp0077330 ENSMUSP00000112605
FBpp0077330 ENSMUSP00000119184
FBpp0077330 ENSMUSP00000112705
FBpp0077330 ENSMUSP00000113235
FBpp0077330 ENSMUSP00000091700
FBpp0077847 ENSMUSP00000018990
FBpp0077847 ENSMUSP00000119606
FBpp0077847 ENSMUSP00000108079
FBpp0077847 ENSMUSP00000043562
FBpp0077848 ENSMUSP00000018990
FBpp0077848 ENSMUSP00000119606
FBpp0077848 ENSMUSP00000108079
FBpp0077848 ENSMUSP00000043562
FBpp0077845 ENSMUSP00000018990
FBpp0077845 ENSMUSP00000119606
FBpp0077845 ENSMUSP00000108079
FBpp0077845 ENSMUSP00000043562
FBpp0298380 ENSMUSP00000018990
FBpp0298380 ENSMUSP00000119606
FBpp0298380 ENSMUSP00000108079
FBpp0298380 ENSMUSP00000043562
FBpp0077846 ENSMUSP00000018990
FBpp0077846 ENSMUSP00000119606
FBpp0077846 ENSMUSP00000108079
FBpp0077846 ENSMUSP00000043562
FBpp0298381 ENSMUSP00000018990
FBpp0298381 ENSMUSP00000119606
FBpp0298381 ENSMUSP00000108079
FBpp0298381 ENSMUSP00000043562
FBpp0077844 ENSMUSP00000018990
FBpp0077844 ENSMUSP00000119606
FBpp0077844 ENSMUSP00000108079
FBpp0077844 ENSMUSP00000043562
FBpp0079664 ENSMUSP00000114910
FBpp0079664 ENSMUSP00000115113
FBpp0079664 ENSMUSP00000119406
FBpp0079664 ENSMUSP00000070012
FBpp0079664 ENSMUSP00000114752
FBpp0079664 ENSMUSP00000153215
FBpp0079664 ENSMUSP00000061539
FBpp0079664 ENSMUSP00000045862
FBpp0292906 ENSMUSP00000114910
FBpp0292906 ENSMUSP00000115113
FBpp0292906 ENSMUSP00000119406
FBpp0292906 ENSMUSP00000070012
FBpp0292906 ENSMUSP00000114752
FBpp0292906 ENSMUSP00000153215
FBpp0292906 ENSMUSP00000061539
FBpp0292906 ENSMUSP00000045862
FBpp0305602 ENSMUSP00000114910
FBpp0305602 ENSMUSP00000115113
FBpp0305602 ENSMUSP00000119406
FBpp0305602 ENSMUSP00000070012
FBpp0305602 ENSMUSP00000114752
FBpp0305602 ENSMUSP00000153215
FBpp0305602 ENSMUSP00000061539
FBpp0305602 ENSMUSP00000045862
FBpp0079665 ENSMUSP00000114910
FBpp0079665 ENSMUSP00000115113
FBpp0079665 ENSMUSP00000119406
FBpp0079665 ENSMUSP00000070012
FBpp0079665 ENSMUSP00000114752
FBpp0079665 ENSMUSP00000153215
FBpp0079665 ENSMUSP00000061539
FBpp0079665 ENSMUSP00000045862
FBpp0079666 ENSMUSP00000114910
FBpp0079666 ENSMUSP00000115113
FBpp0079666 ENSMUSP00000119406
FBpp0079666 ENSMUSP00000070012
FBpp0079666 ENSMUSP00000114752
FBpp0079666 ENSMUSP00000153215
FBpp0079666 ENSMUSP00000061539
FBpp0079666 ENSMUSP00000045862
FBpp0080816 ENSMUSP00000070361
FBpp0080816 ENSMUSP00000102266
FBpp0080816 ENSMUSP00000102265
FBpp0080816 ENSMUSP00000142243
FBpp0080816 ENSMUSP00000141535
FBpp0080816 ENSMUSP00000141723
FBpp0080816 ENSMUSP00000044093
FBpp0292792 ENSMUSP00000070361
FBpp0292792 ENSMUSP00000102266
FBpp0292792 ENSMUSP00000102265
FBpp0292792 ENSMUSP00000142243
FBpp0292792 ENSMUSP00000141535
FBpp0292792 ENSMUSP00000141723
FBpp0292792 ENSMUSP00000044093
FBpp0311158 ENSMUSP00000070361
FBpp0311158 ENSMUSP00000102266
FBpp0311158 ENSMUSP00000102265
FBpp0311158 ENSMUSP00000142243
FBpp0311158 ENSMUSP00000141535
FBpp0311158 ENSMUSP00000141723
FBpp0311158 ENSMUSP00000044093
FBpp0080815 ENSMUSP00000070361
FBpp0080815 ENSMUSP00000102266
FBpp0080815 ENSMUSP00000102265
FBpp0080815 ENSMUSP00000142243
FBpp0080815 ENSMUSP00000141535
FBpp0080815 ENSMUSP00000141723
FBpp0080815 ENSMUSP00000044093
FBpp0292791 ENSMUSP00000070361
FBpp0292791 ENSMUSP00000102266
FBpp0292791 ENSMUSP00000102265
FBpp0292791 ENSMUSP00000142243
FBpp0292791 ENSMUSP00000141535
FBpp0292791 ENSMUSP00000141723
FBpp0292791 ENSMUSP00000044093
FBpp0080821 ENSMUSP00000029694
FBpp0080821 ENSMUSP00000135397
FBpp0080821 ENSMUSP00000135131
FBpp0080821 ENSMUSP00000127843
FBpp0080821 ENSMUSP00000103134
FBpp0080821 ENSMUSP00000135168
FBpp0080821 ENSMUSP00000134834
FBpp0080821 ENSMUSP00000135428
FBpp0080821 ENSMUSP00000135177
FBpp0080821 ENSMUSP00000134840
FBpp0080820 ENSMUSP00000029694
FBpp0080820 ENSMUSP00000135397
FBpp0080820 ENSMUSP00000135131
FBpp0080820 ENSMUSP00000127843
FBpp0080820 ENSMUSP00000103134
FBpp0080820 ENSMUSP00000135168
FBpp0080820 ENSMUSP00000134834
FBpp0080820 ENSMUSP00000135428
FBpp0080820 ENSMUSP00000135177
FBpp0080820 ENSMUSP00000134840
FBpp0302998 ENSMUSP00000029694
FBpp0302998 ENSMUSP00000135397
FBpp0302998 ENSMUSP00000135131
FBpp0302998 ENSMUSP00000127843
FBpp0302998 ENSMUSP00000103134
FBpp0302998 ENSMUSP00000135168
FBpp0302998 ENSMUSP00000134834
FBpp0302998 ENSMUSP00000135428
FBpp0302998 ENSMUSP00000135177
FBpp0302998 ENSMUSP00000134840
FBpp0080871 ENSMUSP00000134264
FBpp0080871 ENSMUSP00000134183
FBpp0080871 ENSMUSP00000133584
FBpp0080871 ENSMUSP00000109412
FBpp0080871 ENSMUSP00000025305
FBpp0080870 ENSMUSP00000134264
FBpp0080870 ENSMUSP00000134183
FBpp0080870 ENSMUSP00000133584
FBpp0080870 ENSMUSP00000109412
FBpp0080870 ENSMUSP00000025305
FBpp0081523 ENSMUSP00000038729
FBpp0081523 ENSMUSP00000098987
FBpp0081523 ENSMUSP00000105023
FBpp0081523 ENSMUSP00000048326
FBpp0306561 ENSMUSP00000038729
FBpp0306561 ENSMUSP00000098987
FBpp0306561 ENSMUSP00000105023
FBpp0306561 ENSMUSP00000048326
FBpp0290868 ENSMUSP00000038729
FBpp0290868 ENSMUSP00000098987
FBpp0290868 ENSMUSP00000105023
FBpp0290868 ENSMUSP00000048326
FBpp0306560 ENSMUSP00000038729
FBpp0306560 ENSMUSP00000098987
FBpp0306560 ENSMUSP00000105023
FBpp0306560 ENSMUSP00000048326
FBpp0306559 ENSMUSP00000038729
FBpp0306559 ENSMUSP00000098987
FBpp0306559 ENSMUSP00000105023
FBpp0306559 ENSMUSP00000048326
FBpp0081805 ENSMUSP00000143173
FBpp0081805 ENSMUSP00000143073
FBpp0081805 ENSMUSP00000142935
FBpp0081805 ENSMUSP00000142684
FBpp0081805 ENSMUSP00000096757
FBpp0081805 ENSMUSP00000142863
FBpp0081805 ENSMUSP00000143738
FBpp0081805 ENSMUSP00000103845
FBpp0081805 ENSMUSP00000112450
FBpp0292061 ENSMUSP00000143173
FBpp0292061 ENSMUSP00000143073
FBpp0292061 ENSMUSP00000142935
FBpp0292061 ENSMUSP00000142684
FBpp0292061 ENSMUSP00000096757
FBpp0292061 ENSMUSP00000142863
FBpp0292061 ENSMUSP00000143738
FBpp0292061 ENSMUSP00000103845
FBpp0292061 ENSMUSP00000112450
FBpp0082435 ENSMUSP00000037596
FBpp0291415 ENSMUSP00000032443
FBpp0291415 ENSMUSP00000107234
FBpp0291415 ENSMUSP00000064334
FBpp0291415 ENSMUSP00000033018
FBpp0291415 ENSMUSP00000128695
FBpp0291416 ENSMUSP00000032443
FBpp0291416 ENSMUSP00000107234
FBpp0291416 ENSMUSP00000064334
FBpp0291416 ENSMUSP00000033018
FBpp0291416 ENSMUSP00000128695
FBpp0297359 ENSMUSP00000032443
FBpp0297359 ENSMUSP00000107234
FBpp0297359 ENSMUSP00000064334
FBpp0297359 ENSMUSP00000033018
FBpp0297359 ENSMUSP00000128695
FBpp0297360 ENSMUSP00000032443
FBpp0297360 ENSMUSP00000107234
FBpp0297360 ENSMUSP00000064334
FBpp0297360 ENSMUSP00000033018
FBpp0297360 ENSMUSP00000128695
FBpp0086254 ENSMUSP00000032443
FBpp0086254 ENSMUSP00000107234
FBpp0086254 ENSMUSP00000064334
FBpp0086254 ENSMUSP00000033018
FBpp0086254 ENSMUSP00000128695
FBpp0084714 ENSMUSP00000032443
FBpp0084714 ENSMUSP00000107234
FBpp0084714 ENSMUSP00000064334
FBpp0084714 ENSMUSP00000033018
FBpp0084714 ENSMUSP00000128695
FBpp0086266 ENSMUSP00000032443
FBpp0086266 ENSMUSP00000107234
FBpp0086266 ENSMUSP00000064334
FBpp0086266 ENSMUSP00000033018
FBpp0086266 ENSMUSP00000128695
FBpp0083231 ENSMUSP00000122643
FBpp0083231 ENSMUSP00000117131
FBpp0312602 ENSMUSP00000124276
FBpp0312602 ENSMUSP00000015271
FBpp0312602 ENSMUSP00000039670
FBpp0312602 ENSMUSP00000124121
FBpp0312602 ENSMUSP00000102060
FBpp0312602 ENSMUSP00000021116
FBpp0294023 ENSMUSP00000124276
FBpp0294023 ENSMUSP00000015271
FBpp0294023 ENSMUSP00000039670
FBpp0294023 ENSMUSP00000124121
FBpp0294023 ENSMUSP00000102060
FBpp0294023 ENSMUSP00000021116
FBpp0307981 ENSMUSP00000124276
FBpp0307981 ENSMUSP00000015271
FBpp0307981 ENSMUSP00000039670
FBpp0307981 ENSMUSP00000124121
FBpp0307981 ENSMUSP00000102060
FBpp0307981 ENSMUSP00000021116
FBpp0294022 ENSMUSP00000124276
FBpp0294022 ENSMUSP00000015271
FBpp0294022 ENSMUSP00000039670
FBpp0294022 ENSMUSP00000124121
FBpp0294022 ENSMUSP00000102060
FBpp0294022 ENSMUSP00000021116
FBpp0294024 ENSMUSP00000124276
FBpp0294024 ENSMUSP00000015271
FBpp0294024 ENSMUSP00000039670
FBpp0294024 ENSMUSP00000124121
FBpp0294024 ENSMUSP00000102060
FBpp0294024 ENSMUSP00000021116
FBpp0083795 ENSMUSP00000124276
FBpp0083795 ENSMUSP00000015271
FBpp0083795 ENSMUSP00000039670
FBpp0083795 ENSMUSP00000124121
FBpp0083795 ENSMUSP00000102060
FBpp0083795 ENSMUSP00000021116
FBpp0083794 ENSMUSP00000124276
FBpp0083794 ENSMUSP00000015271
FBpp0083794 ENSMUSP00000039670
FBpp0083794 ENSMUSP00000124121
FBpp0083794 ENSMUSP00000102060
FBpp0083794 ENSMUSP00000021116
FBpp0290584 ENSMUSP00000108891
FBpp0290584 ENSMUSP00000108893
FBpp0290584 ENSMUSP00000139228
FBpp0290584 ENSMUSP00000139019
FBpp0290584 ENSMUSP00000036181
FBpp0290584 ENSMUSP00000075501
FBpp0290585 ENSMUSP00000108891
FBpp0290585 ENSMUSP00000108893
FBpp0290585 ENSMUSP00000139228
FBpp0290585 ENSMUSP00000139019
FBpp0290585 ENSMUSP00000036181
FBpp0290585 ENSMUSP00000075501
FBpp0290581 ENSMUSP00000108891
FBpp0290581 ENSMUSP00000108893
FBpp0290581 ENSMUSP00000139228
FBpp0290581 ENSMUSP00000139019
FBpp0290581 ENSMUSP00000036181
FBpp0290581 ENSMUSP00000075501
FBpp0084020 ENSMUSP00000108891
FBpp0084020 ENSMUSP00000108893
FBpp0084020 ENSMUSP00000139228
FBpp0084020 ENSMUSP00000139019
FBpp0084020 ENSMUSP00000036181
FBpp0084020 ENSMUSP00000075501
FBpp0306895 ENSMUSP00000108891
FBpp0306895 ENSMUSP00000108893
FBpp0306895 ENSMUSP00000139228
FBpp0306895 ENSMUSP00000139019
FBpp0306895 ENSMUSP00000036181
FBpp0306895 ENSMUSP00000075501
FBpp0290582 ENSMUSP00000108891
FBpp0290582 ENSMUSP00000108893
FBpp0290582 ENSMUSP00000139228
FBpp0290582 ENSMUSP00000139019
FBpp0290582 ENSMUSP00000036181
FBpp0290582 ENSMUSP00000075501
FBpp0306894 ENSMUSP00000108891
FBpp0306894 ENSMUSP00000108893
FBpp0306894 ENSMUSP00000139228
FBpp0306894 ENSMUSP00000139019
FBpp0306894 ENSMUSP00000036181
FBpp0306894 ENSMUSP00000075501
FBpp0311443 ENSMUSP00000108891
FBpp0311443 ENSMUSP00000108893
FBpp0311443 ENSMUSP00000139228
FBpp0311443 ENSMUSP00000139019
FBpp0311443 ENSMUSP00000036181
FBpp0311443 ENSMUSP00000075501
FBpp0290583 ENSMUSP00000108891
FBpp0290583 ENSMUSP00000108893
FBpp0290583 ENSMUSP00000139228
FBpp0290583 ENSMUSP00000139019
FBpp0290583 ENSMUSP00000036181
FBpp0290583 ENSMUSP00000075501
FBpp0084833 ENSMUSP00000099473
FBpp0084833 ENSMUSP00000123435
FBpp0084833 ENSMUSP00000153103
FBpp0084833 ENSMUSP00000053703
FBpp0084833 ENSMUSP00000125354
FBpp0084833 ENSMUSP00000124570
FBpp0084833 ENSMUSP00000124322
FBpp0303325 ENSMUSP00000099473
FBpp0303325 ENSMUSP00000123435
FBpp0303325 ENSMUSP00000153103
FBpp0303325 ENSMUSP00000053703
FBpp0303325 ENSMUSP00000125354
FBpp0303325 ENSMUSP00000124570
FBpp0303325 ENSMUSP00000124322
FBpp0084834 ENSMUSP00000099473
FBpp0084834 ENSMUSP00000123435
FBpp0084834 ENSMUSP00000153103
FBpp0084834 ENSMUSP00000053703
FBpp0084834 ENSMUSP00000125354
FBpp0084834 ENSMUSP00000124570
FBpp0084834 ENSMUSP00000124322
FBpp0085834 ENSMUSP00000106807
FBpp0085834 ENSMUSP00000087961
FBpp0085834 ENSMUSP00000106805
FBpp0085834 ENSMUSP00000121103
FBpp0085834 ENSMUSP00000118275
FBpp0085834 ENSMUSP00000114979
FBpp0085834 ENSMUSP00000118565
FBpp0086197 ENSMUSP00000155298
FBpp0086197 ENSMUSP00000097874
FBpp0086197 ENSMUSP00000137923
FBpp0086197 ENSMUSP00000062392
FBpp0086197 ENSMUSP00000064812
FBpp0086197 ENSMUSP00000070019
FBpp0086197 ENSMUSP00000138788
FBpp0293607 ENSMUSP00000155298
FBpp0293607 ENSMUSP00000097874
FBpp0293607 ENSMUSP00000137923
FBpp0293607 ENSMUSP00000062392
FBpp0293607 ENSMUSP00000064812
FBpp0293607 ENSMUSP00000070019
FBpp0293607 ENSMUSP00000138788
FBpp0111731 ENSMUSP00000155298
FBpp0111731 ENSMUSP00000097874
FBpp0111731 ENSMUSP00000137923
FBpp0111731 ENSMUSP00000062392
FBpp0111731 ENSMUSP00000064812
FBpp0111731 ENSMUSP00000070019
FBpp0111731 ENSMUSP00000138788
FBpp0086198 ENSMUSP00000155298
FBpp0086198 ENSMUSP00000097874
FBpp0086198 ENSMUSP00000137923
FBpp0086198 ENSMUSP00000062392
FBpp0086198 ENSMUSP00000064812
FBpp0086198 ENSMUSP00000070019
FBpp0086198 ENSMUSP00000138788
FBpp0304291 ENSMUSP00000155298
FBpp0304291 ENSMUSP00000097874
FBpp0304291 ENSMUSP00000137923
FBpp0304291 ENSMUSP00000062392
FBpp0304291 ENSMUSP00000064812
FBpp0304291 ENSMUSP00000070019
FBpp0304291 ENSMUSP00000138788
FBpp0293606 ENSMUSP00000155298
FBpp0293606 ENSMUSP00000097874
FBpp0293606 ENSMUSP00000137923
FBpp0293606 ENSMUSP00000062392
FBpp0293606 ENSMUSP00000064812
FBpp0293606 ENSMUSP00000070019
FBpp0293606 ENSMUSP00000138788
FBpp0086196 ENSMUSP00000155298
FBpp0086196 ENSMUSP00000097874
FBpp0086196 ENSMUSP00000137923
FBpp0086196 ENSMUSP00000062392
FBpp0086196 ENSMUSP00000064812
FBpp0086196 ENSMUSP00000070019
FBpp0086196 ENSMUSP00000138788
FBpp0087535 ENSMUSP00000125714
FBpp0087535 ENSMUSP00000124742
FBpp0087535 ENSMUSP00000030288
FBpp0087535 ENSMUSP00000141991
FBpp0087535 ENSMUSP00000124370
FBpp0087535 ENSMUSP00000124112
FBpp0087535 ENSMUSP00000081396
FBpp0291386 ENSMUSP00000125714
FBpp0291386 ENSMUSP00000124742
FBpp0291386 ENSMUSP00000030288
FBpp0291386 ENSMUSP00000141991
FBpp0291386 ENSMUSP00000124370
FBpp0291386 ENSMUSP00000124112
FBpp0291386 ENSMUSP00000081396
FBpp0304288 ENSMUSP00000125714
FBpp0304288 ENSMUSP00000124742
FBpp0304288 ENSMUSP00000030288
FBpp0304288 ENSMUSP00000141991
FBpp0304288 ENSMUSP00000124370
FBpp0304288 ENSMUSP00000124112
FBpp0304288 ENSMUSP00000081396
FBpp0087732 ENSMUSP00000115180
FBpp0087732 ENSMUSP00000119187
FBpp0087732 ENSMUSP00000115124
FBpp0087732 ENSMUSP00000112404
FBpp0087732 ENSMUSP00000077117
FBpp0087732 ENSMUSP00000117270
FBpp0087732 ENSMUSP00000118620
FBpp0087732 ENSMUSP00000071009
FBpp0087732 ENSMUSP00000121054
FBpp0087732 ENSMUSP00000115330
FBpp0308409 ENSMUSP00000088344
FBpp0308409 ENSMUSP00000054631
FBpp0308409 ENSMUSP00000099098
FBpp0308409 ENSMUSP00000063217
FBpp0308409 ENSMUSP00000105741
FBpp0308409 ENSMUSP00000135190
FBpp0308409 ENSMUSP00000135359
FBpp0308409 ENSMUSP00000135346
FBpp0308409 ENSMUSP00000105742
FBpp0308409 ENSMUSP00000135718
FBpp0308409 ENSMUSP00000135643
FBpp0308409 ENSMUSP00000135172
FBpp0308409 ENSMUSP00000023008
FBpp0308409 ENSMUSP00000134825
FBpp0099488 ENSMUSP00000088344
FBpp0099488 ENSMUSP00000054631
FBpp0099488 ENSMUSP00000099098
FBpp0099488 ENSMUSP00000063217
FBpp0099488 ENSMUSP00000105741
FBpp0099488 ENSMUSP00000135190
FBpp0099488 ENSMUSP00000135359
FBpp0099488 ENSMUSP00000135346
FBpp0099488 ENSMUSP00000105742
FBpp0099488 ENSMUSP00000135718
FBpp0099488 ENSMUSP00000135643
FBpp0099488 ENSMUSP00000135172
FBpp0099488 ENSMUSP00000023008
FBpp0099488 ENSMUSP00000134825
FBpp0290176 ENSMUSP00000088344
FBpp0290176 ENSMUSP00000054631
FBpp0290176 ENSMUSP00000099098
FBpp0290176 ENSMUSP00000063217
FBpp0290176 ENSMUSP00000105741
FBpp0290176 ENSMUSP00000135190
FBpp0290176 ENSMUSP00000135359
FBpp0290176 ENSMUSP00000135346
FBpp0290176 ENSMUSP00000105742
FBpp0290176 ENSMUSP00000135718
FBpp0290176 ENSMUSP00000135643
FBpp0290176 ENSMUSP00000135172
FBpp0290176 ENSMUSP00000023008
FBpp0290176 ENSMUSP00000134825
FBpp0099770 ENSMUSP00000123566
FBpp0099770 ENSMUSP00000112542
FBpp0099770 ENSMUSP00000145795
FBpp0099770 ENSMUSP00000033074
FBpp0099770 ENSMUSP00000059139
FBpp0111590 ENSMUSP00000065016
FBpp0111590 ENSMUSP00000021076
FBpp0304180 ENSMUSP00000065016
FBpp0304180 ENSMUSP00000021076
FBpp0304179 ENSMUSP00000065016
FBpp0304179 ENSMUSP00000021076
FBpp0290744 ENSMUSP00000065016
FBpp0290744 ENSMUSP00000021076
FBpp0311553 ENSMUSP00000065016
FBpp0311553 ENSMUSP00000021076
FBpp0111589 ENSMUSP00000065016
FBpp0111589 ENSMUSP00000021076
FBpp0304850 ENSMUSP00000113359
