ENSMUSP00000048802 YGL171W_mRNA
ENSMUSP00000155150 YBR037C_mRNA
ENSMUSP00000155150 YBR024W_mRNA
ENSMUSP00000134240 YOR167C_mRNA
ENSMUSP00000134240 YLR264W_mRNA
ENSMUSP00000133357 YOR167C_mRNA
ENSMUSP00000133357 YLR264W_mRNA
ENSMUSP00000110013 YOR167C_mRNA
ENSMUSP00000110013 YLR264W_mRNA
ENSMUSP00000133642 YOR167C_mRNA
ENSMUSP00000133642 YLR264W_mRNA
ENSMUSP00000134615 YOR167C_mRNA
ENSMUSP00000134615 YLR264W_mRNA
ENSMUSP00000025170 YER082C_mRNA
ENSMUSP00000157147 YER082C_mRNA
ENSMUSP00000121599 YOL080C_mRNA
ENSMUSP00000070815 YOL080C_mRNA
ENSMUSP00000109653 YOL080C_mRNA
ENSMUSP00000004786 YBR154C_mRNA
ENSMUSP00000144956 YJR050W_mRNA
ENSMUSP00000145001 YJR050W_mRNA
ENSMUSP00000144710 YJR050W_mRNA
ENSMUSP00000144743 YJR050W_mRNA
ENSMUSP00000086923 YJR050W_mRNA
ENSMUSP00000107726 YLR427W_mRNA
ENSMUSP00000107725 YLR427W_mRNA
ENSMUSP00000041778 YLR427W_mRNA
ENSMUSP00000131696 YLR427W_mRNA
ENSMUSP00000038352 YLR388W_mRNA
ENSMUSP00000038352 YDL061C_mRNA
ENSMUSP00000000756 YDL082W_mRNA
ENSMUSP00000000756 YMR142C_mRNA
ENSMUSP00000034375 YNR015W_mRNA
ENSMUSP00000041701 YMR259C_mRNA
ENSMUSP00000021857 YPR047W_mRNA
ENSMUSP00000153019 YPR047W_mRNA
ENSMUSP00000153209 YPR047W_mRNA
ENSMUSP00000153628 YPR047W_mRNA
ENSMUSP00000153658 YPR047W_mRNA
ENSMUSP00000097177 YPR047W_mRNA
ENSMUSP00000095322 YPR100W_mRNA
ENSMUSP00000116580 YPL120W_mRNA
ENSMUSP00000129156 YPL120W_mRNA
ENSMUSP00000119369 YPL120W_mRNA
ENSMUSP00000141262 YGL119W_mRNA
ENSMUSP00000125002 YGL119W_mRNA
ENSMUSP00000027766 YGL119W_mRNA
ENSMUSP00000128290 YGL119W_mRNA
ENSMUSP00000104015 YGL119W_mRNA
ENSMUSP00000003860 YGL119W_mRNA
ENSMUSP00000129530 YIR026C_mRNA
ENSMUSP00000130683 YIR026C_mRNA
ENSMUSP00000027970 YIR026C_mRNA
ENSMUSP00000044320 YIR026C_mRNA
ENSMUSP00000129515 YIR026C_mRNA
ENSMUSP00000130507 YIR026C_mRNA
ENSMUSP00000126676 YIR026C_mRNA
ENSMUSP00000130256 YDR427W_mRNA
ENSMUSP00000126160 YDR427W_mRNA
ENSMUSP00000130580 YDR427W_mRNA
ENSMUSP00000026560 YDR427W_mRNA
ENSMUSP00000155304 YGR098C_mRNA
ENSMUSP00000064465 YGR098C_mRNA
ENSMUSP00000155074 YGR098C_mRNA
ENSMUSP00000155666 YGR098C_mRNA
ENSMUSP00000155469 YGR098C_mRNA
ENSMUSP00000114895 YDR386W_mRNA
ENSMUSP00000025841 YDR386W_mRNA
ENSMUSP00000118580 YDR386W_mRNA
ENSMUSP00000152686 YPL164C_mRNA
ENSMUSP00000129900 YPL164C_mRNA
ENSMUSP00000019378 YPL164C_mRNA
ENSMUSP00000152840 YPL164C_mRNA
ENSMUSP00000095235 YDL178W_mRNA
ENSMUSP00000095235 YEL071W_mRNA
ENSMUSP00000108502 YDL178W_mRNA
ENSMUSP00000108502 YEL071W_mRNA
ENSMUSP00000157113 YDL177C_mRNA
ENSMUSP00000066181 YKR016W_mRNA
ENSMUSP00000098859 YKR016W_mRNA
ENSMUSP00000128967 YKR016W_mRNA
ENSMUSP00000128367 YKR016W_mRNA
ENSMUSP00000109788 YKR016W_mRNA
ENSMUSP00000146205 YKR016W_mRNA
ENSMUSP00000104855 YOL135C_mRNA
ENSMUSP00000020665 YOL135C_mRNA
ENSMUSP00000131852 YOL135C_mRNA
ENSMUSP00000104854 YOL135C_mRNA
ENSMUSP00000116997 YOL135C_mRNA
ENSMUSP00000120617 YOL135C_mRNA
ENSMUSP00000120077 YOL135C_mRNA
ENSMUSP00000122182 YOL135C_mRNA
ENSMUSP00000139998 YPL236C_mRNA
ENSMUSP00000139846 YPL236C_mRNA
ENSMUSP00000115964 YPL236C_mRNA
ENSMUSP00000122688 YPL236C_mRNA
ENSMUSP00000140329 YPL236C_mRNA
ENSMUSP00000027401 YPL236C_mRNA
ENSMUSP00000028551 YGL231C_mRNA
ENSMUSP00000111409 YMR223W_mRNA
ENSMUSP00000137509 YMR223W_mRNA
ENSMUSP00000139402 YMR223W_mRNA
ENSMUSP00000041263 YMR223W_mRNA
ENSMUSP00000093427 YMR223W_mRNA
ENSMUSP00000080888 YCL045C_mRNA
ENSMUSP00000137103 YCL045C_mRNA
ENSMUSP00000152874 YCL045C_mRNA
ENSMUSP00000049034 YCL045C_mRNA
ENSMUSP00000157317 YNL313C_mRNA
ENSMUSP00000157097 YNL313C_mRNA
ENSMUSP00000024882 YNL313C_mRNA
ENSMUSP00000157138 YNL313C_mRNA
ENSMUSP00000157026 YNL313C_mRNA
ENSMUSP00000157215 YNL313C_mRNA
ENSMUSP00000153025 YPL096W_mRNA
ENSMUSP00000153445 YPL096W_mRNA
ENSMUSP00000022310 YPL096W_mRNA
ENSMUSP00000152998 YPL096W_mRNA
ENSMUSP00000050156 YJR135W-A_mRNA
ENSMUSP00000047497 YJR135W-A_mRNA
ENSMUSP00000139211 YPL051W_mRNA
ENSMUSP00000126387 YPL051W_mRNA
ENSMUSP00000122066 YPL051W_mRNA
ENSMUSP00000104436 YPL051W_mRNA
ENSMUSP00000000958 YOL006C_mRNA
ENSMUSP00000105094 YOL006C_mRNA
ENSMUSP00000124500 YDR305C_mRNA
ENSMUSP00000123820 YDR305C_mRNA
ENSMUSP00000124957 YDR305C_mRNA
ENSMUSP00000124073 YDR305C_mRNA
ENSMUSP00000136011 YDR305C_mRNA
ENSMUSP00000123874 YDR305C_mRNA
ENSMUSP00000124017 YDR305C_mRNA
ENSMUSP00000116537 YIL103W_mRNA
ENSMUSP00000042162 YIL103W_mRNA
ENSMUSP00000139873 YNL125C_mRNA
ENSMUSP00000053218 YNL125C_mRNA
ENSMUSP00000118381 YNL125C_mRNA
ENSMUSP00000091597 YNL125C_mRNA
ENSMUSP00000115212 YNL125C_mRNA
ENSMUSP00000128419 YNL125C_mRNA
ENSMUSP00000116648 YNL125C_mRNA
ENSMUSP00000117670 YBR111C_mRNA
ENSMUSP00000136233 YBR111C_mRNA
ENSMUSP00000026927 YBR111C_mRNA
ENSMUSP00000156845 YER120W_mRNA
ENSMUSP00000156845 YBL091C-A_mRNA
ENSMUSP00000024897 YER120W_mRNA
ENSMUSP00000024897 YBL091C-A_mRNA
ENSMUSP00000064699 YER120W_mRNA
ENSMUSP00000064699 YBL091C-A_mRNA
ENSMUSP00000081578 YHR175W_mRNA
ENSMUSP00000103091 YHR175W_mRNA
ENSMUSP00000103092 YHR175W_mRNA
ENSMUSP00000112822 YHR175W_mRNA
ENSMUSP00000081574 YHR175W_mRNA
ENSMUSP00000147311 YDR405W_mRNA
ENSMUSP00000148138 YDR405W_mRNA
ENSMUSP00000039784 YDR405W_mRNA
ENSMUSP00000125384 YNL129W_mRNA
ENSMUSP00000037198 YNL129W_mRNA
ENSMUSP00000005069 YNL129W_mRNA
ENSMUSP00000123418 YDR282C_mRNA
ENSMUSP00000119033 YDR282C_mRNA
ENSMUSP00000114344 YDR282C_mRNA
ENSMUSP00000119195 YDR282C_mRNA
ENSMUSP00000043355 YDR282C_mRNA
ENSMUSP00000032566 YFR018C_mRNA
ENSMUSP00000156493 YFR018C_mRNA
ENSMUSP00000038732 YFR018C_mRNA
ENSMUSP00000153157 YIL048W_mRNA
ENSMUSP00000089394 YIL048W_mRNA
ENSMUSP00000104806 YIL048W_mRNA
ENSMUSP00000104804 YIL048W_mRNA
ENSMUSP00000104805 YIL048W_mRNA
ENSMUSP00000136793 YIL048W_mRNA
ENSMUSP00000029060 YIL048W_mRNA
ENSMUSP00000084799 YGL221C_mRNA
ENSMUSP00000127501 YGL221C_mRNA
ENSMUSP00000109976 YGL221C_mRNA
ENSMUSP00000124713 YGL221C_mRNA
ENSMUSP00000123553 YGL221C_mRNA
ENSMUSP00000004943 YAR002C-A_mRNA
ENSMUSP00000004943 YGL002W_mRNA
ENSMUSP00000004943 YHR110W_mRNA
ENSMUSP00000121643 YAR002C-A_mRNA
ENSMUSP00000121643 YGL002W_mRNA
ENSMUSP00000121643 YHR110W_mRNA
ENSMUSP00000004508 YAR002C-A_mRNA
ENSMUSP00000004508 YGL002W_mRNA
ENSMUSP00000004508 YHR110W_mRNA
ENSMUSP00000153554 YAR002C-A_mRNA
ENSMUSP00000153554 YGL002W_mRNA
ENSMUSP00000153554 YHR110W_mRNA
ENSMUSP00000105531 YAR002C-A_mRNA
ENSMUSP00000105531 YGL002W_mRNA
ENSMUSP00000105531 YHR110W_mRNA
ENSMUSP00000122062 YMR118C_mRNA
ENSMUSP00000122062 YKL141W_mRNA
ENSMUSP00000080273 YMR118C_mRNA
ENSMUSP00000080273 YKL141W_mRNA
ENSMUSP00000106968 YMR118C_mRNA
ENSMUSP00000106968 YKL141W_mRNA
ENSMUSP00000015256 YPR021C_mRNA
ENSMUSP00000139571 YPR021C_mRNA
ENSMUSP00000122103 YPR021C_mRNA
ENSMUSP00000143020 YMR278W_mRNA
ENSMUSP00000084582 YMR278W_mRNA
ENSMUSP00000143375 YMR278W_mRNA
ENSMUSP00000124851 YMR278W_mRNA
ENSMUSP00000081998 YMR278W_mRNA
ENSMUSP00000054782 YMR278W_mRNA
ENSMUSP00000151396 YOR079C_mRNA
ENSMUSP00000151451 YOR079C_mRNA
ENSMUSP00000082343 YOR079C_mRNA
ENSMUSP00000151869 YOR079C_mRNA
ENSMUSP00000154901 YCR002C_mRNA
ENSMUSP00000097767 YCR002C_mRNA
ENSMUSP00000101956 YCR002C_mRNA
ENSMUSP00000112124 YCR002C_mRNA
ENSMUSP00000023095 YCR002C_mRNA
ENSMUSP00000155480 YCR002C_mRNA
ENSMUSP00000123678 YMR075W_mRNA
ENSMUSP00000118317 YMR075W_mRNA
ENSMUSP00000101034 YMR075W_mRNA
ENSMUSP00000115162 YMR075W_mRNA
ENSMUSP00000121477 YMR075W_mRNA
ENSMUSP00000114904 YMR075W_mRNA
ENSMUSP00000120150 YMR075W_mRNA
ENSMUSP00000122659 YMR075W_mRNA
ENSMUSP00000019257 YMR075W_mRNA
ENSMUSP00000117094 YMR075W_mRNA
ENSMUSP00000101035 YMR075W_mRNA
ENSMUSP00000122190 YMR075W_mRNA
ENSMUSP00000114808 YMR075W_mRNA
ENSMUSP00000032269 YML032C_mRNA
ENSMUSP00000125502 YML032C_mRNA
ENSMUSP00000125559 YML032C_mRNA
ENSMUSP00000147483 YDL100C_mRNA
ENSMUSP00000065337 YDL100C_mRNA
ENSMUSP00000148233 YKL002W_mRNA
ENSMUSP00000147393 YKL002W_mRNA
ENSMUSP00000148218 YKL002W_mRNA
ENSMUSP00000005711 YKL002W_mRNA
ENSMUSP00000088736 YER025W_mRNA
ENSMUSP00000059395 YER025W_mRNA
ENSMUSP00000109555 YER025W_mRNA
ENSMUSP00000131768 YMR078C_mRNA
ENSMUSP00000131366 YMR078C_mRNA
ENSMUSP00000129694 YMR078C_mRNA
ENSMUSP00000043896 YMR078C_mRNA
ENSMUSP00000131349 YMR078C_mRNA
ENSMUSP00000151669 YMR213W_mRNA
ENSMUSP00000151963 YMR213W_mRNA
ENSMUSP00000151826 YMR213W_mRNA
ENSMUSP00000151392 YMR213W_mRNA
ENSMUSP00000151369 YMR213W_mRNA
ENSMUSP00000151606 YMR213W_mRNA
ENSMUSP00000151607 YMR213W_mRNA
ENSMUSP00000151792 YMR213W_mRNA
ENSMUSP00000024727 YMR213W_mRNA
ENSMUSP00000153175 YLL027W_mRNA
ENSMUSP00000054858 YLL027W_mRNA
ENSMUSP00000100547 YLL027W_mRNA
ENSMUSP00000121815 YER107C_mRNA
ENSMUSP00000029013 YER107C_mRNA
ENSMUSP00000119668 YCR044C_mRNA
ENSMUSP00000088337 YCR044C_mRNA
ENSMUSP00000116206 YBR003W_mRNA
ENSMUSP00000116089 YBR003W_mRNA
ENSMUSP00000055689 YBR003W_mRNA
ENSMUSP00000121873 YBR003W_mRNA
ENSMUSP00000018568 YGR173W_mRNA
ENSMUSP00000020741 YAL036C_mRNA
ENSMUSP00000031333 YPR056W_mRNA
ENSMUSP00000068850 YHR189W_mRNA
ENSMUSP00000028610 YDR256C_mRNA
ENSMUSP00000036726 YGR271W_mRNA
ENSMUSP00000099509 YER172C_mRNA
ENSMUSP00000027252 YAL035W_mRNA
ENSMUSP00000089874 YGL083W_mRNA
ENSMUSP00000133992 YGL083W_mRNA
ENSMUSP00000134366 YGL083W_mRNA
ENSMUSP00000114598 YLR151C_mRNA
ENSMUSP00000073213 YLR151C_mRNA
ENSMUSP00000104737 YLR151C_mRNA
ENSMUSP00000065791 YLR151C_mRNA
ENSMUSP00000116868 YLR151C_mRNA
ENSMUSP00000133451 YPR107C_mRNA
ENSMUSP00000097819 YPR107C_mRNA
ENSMUSP00000102228 YPR107C_mRNA
ENSMUSP00000018871 YPR107C_mRNA
ENSMUSP00000124899 YPR107C_mRNA
ENSMUSP00000155957 YDR408C_mRNA
ENSMUSP00000156130 YDR408C_mRNA
ENSMUSP00000112826 YML105C_mRNA
ENSMUSP00000072386 YML105C_mRNA
ENSMUSP00000116373 YML105C_mRNA
ENSMUSP00000024733 YOR335C_mRNA
ENSMUSP00000034441 YOR335C_mRNA
ENSMUSP00000136642 YNL244C_mRNA
ENSMUSP00000041538 YNL244C_mRNA
ENSMUSP00000149825 YNL244C_mRNA
ENSMUSP00000007139 YNL244C_mRNA
ENSMUSP00000027157 YJL121C_mRNA
ENSMUSP00000109628 YJL121C_mRNA
ENSMUSP00000059056 YHL022C_mRNA
ENSMUSP00000104753 YHL022C_mRNA
ENSMUSP00000104754 YHL022C_mRNA
ENSMUSP00000046856 YHR072W_mRNA
ENSMUSP00000133926 YDR484W_mRNA
ENSMUSP00000025178 YDR484W_mRNA
ENSMUSP00000030905 YNL222W_mRNA
ENSMUSP00000101220 YNL222W_mRNA
ENSMUSP00000153556 YPR189W_mRNA
ENSMUSP00000153156 YPR189W_mRNA
ENSMUSP00000089045 YPR189W_mRNA
ENSMUSP00000153521 YPR189W_mRNA
ENSMUSP00000153309 YPR189W_mRNA
ENSMUSP00000115666 YDL051W_mRNA
ENSMUSP00000088365 YDL051W_mRNA
ENSMUSP00000130313 YDL051W_mRNA
ENSMUSP00000107879 YDL051W_mRNA
ENSMUSP00000119773 YDL051W_mRNA
ENSMUSP00000000767 YAR007C_mRNA
ENSMUSP00000090585 YAR007C_mRNA
ENSMUSP00000023214 YCR048W_mRNA
ENSMUSP00000023214 YNR019W_mRNA
ENSMUSP00000128207 YJR084W_mRNA
ENSMUSP00000125292 YDR050C_mRNA
ENSMUSP00000130858 YDR050C_mRNA
ENSMUSP00000114060 YBL067C_mRNA
ENSMUSP00000114060 YER098W_mRNA
ENSMUSP00000070554 YBL067C_mRNA
ENSMUSP00000070554 YER098W_mRNA
ENSMUSP00000114395 YBL067C_mRNA
ENSMUSP00000114395 YER098W_mRNA
ENSMUSP00000082754 YBL067C_mRNA
ENSMUSP00000082754 YER098W_mRNA
ENSMUSP00000122714 YLR424W_mRNA
ENSMUSP00000104435 YLR424W_mRNA
ENSMUSP00000029105 YLR424W_mRNA
ENSMUSP00000112067 YLR424W_mRNA
ENSMUSP00000105360 YNL072W_mRNA
ENSMUSP00000105358 YNL072W_mRNA
ENSMUSP00000120374 YNL072W_mRNA
ENSMUSP00000121864 YNL072W_mRNA
ENSMUSP00000066769 YNL072W_mRNA
ENSMUSP00000149774 YLR059C_mRNA
ENSMUSP00000149784 YLR059C_mRNA
ENSMUSP00000149074 YLR059C_mRNA
ENSMUSP00000034524 YLR059C_mRNA
ENSMUSP00000101625 YDR382W_mRNA
ENSMUSP00000101625 YOL039W_mRNA
ENSMUSP00000101626 YDR382W_mRNA
ENSMUSP00000101626 YOL039W_mRNA
ENSMUSP00000081474 YDR382W_mRNA
ENSMUSP00000081474 YOL039W_mRNA
ENSMUSP00000078490 YDR076W_mRNA
ENSMUSP00000078490 YDR004W_mRNA
ENSMUSP00000128357 YDR076W_mRNA
ENSMUSP00000128357 YDR004W_mRNA
ENSMUSP00000152105 YDR076W_mRNA
ENSMUSP00000152105 YDR004W_mRNA
ENSMUSP00000147164 YML010W_mRNA
ENSMUSP00000003527 YML010W_mRNA
ENSMUSP00000147059 YML010W_mRNA
ENSMUSP00000157050 YOR289W_mRNA
ENSMUSP00000111475 YOR289W_mRNA
ENSMUSP00000156982 YOR289W_mRNA
ENSMUSP00000036085 YOR289W_mRNA
ENSMUSP00000138558 YCR066W_mRNA
ENSMUSP00000108807 YCR066W_mRNA
ENSMUSP00000117582 YCR066W_mRNA
ENSMUSP00000070619 YCR066W_mRNA
ENSMUSP00000076341 YCR066W_mRNA
ENSMUSP00000108805 YCR066W_mRNA
ENSMUSP00000036299 YJR001W_mRNA
ENSMUSP00000099541 YOL127W_mRNA
ENSMUSP00000100805 YOL127W_mRNA
ENSMUSP00000026420 YER131W_mRNA
ENSMUSP00000026420 YGL189C_mRNA
ENSMUSP00000025890 YOR112W_mRNA
ENSMUSP00000147668 YMR097C_mRNA
ENSMUSP00000036491 YMR097C_mRNA
ENSMUSP00000015236 YOR298C-A_mRNA
ENSMUSP00000099595 YPR102C_mRNA
ENSMUSP00000099595 YGR085C_mRNA
ENSMUSP00000121108 YPR102C_mRNA
ENSMUSP00000121108 YGR085C_mRNA
ENSMUSP00000002844 YEL050C_mRNA
ENSMUSP00000109057 YEL050C_mRNA
ENSMUSP00000109056 YEL050C_mRNA
ENSMUSP00000152075 YER136W_mRNA
ENSMUSP00000152454 YER136W_mRNA
ENSMUSP00000062996 YER136W_mRNA
ENSMUSP00000015435 YER136W_mRNA
ENSMUSP00000085555 YOL102C_mRNA
ENSMUSP00000027810 YPL262W_mRNA
ENSMUSP00000030243 YDR477W_mRNA
ENSMUSP00000154562 YDR477W_mRNA
ENSMUSP00000063166 YDR477W_mRNA
ENSMUSP00000150909 YMR048W_mRNA
ENSMUSP00000150350 YMR048W_mRNA
ENSMUSP00000150808 YMR048W_mRNA
ENSMUSP00000149833 YMR048W_mRNA
ENSMUSP00000034964 YMR048W_mRNA
ENSMUSP00000099939 YKL035W_mRNA
ENSMUSP00000056324 YKL035W_mRNA
ENSMUSP00000153265 YJR105W_mRNA
ENSMUSP00000058919 YJR094W-A_mRNA
ENSMUSP00000058919 YPR043W_mRNA
ENSMUSP00000144551 YNL242W_mRNA
ENSMUSP00000046412 YNL242W_mRNA
ENSMUSP00000114998 YNL242W_mRNA
ENSMUSP00000144525 YNL242W_mRNA
ENSMUSP00000152527 YNL242W_mRNA
ENSMUSP00000037441 YNL242W_mRNA
ENSMUSP00000141797 YPR036W_mRNA
ENSMUSP00000040756 YPR036W_mRNA
ENSMUSP00000141636 YPR036W_mRNA
ENSMUSP00000145431 YLR105C_mRNA
ENSMUSP00000147630 YBR048W_mRNA
ENSMUSP00000147630 YDR025W_mRNA
ENSMUSP00000003521 YBR048W_mRNA
ENSMUSP00000003521 YDR025W_mRNA
ENSMUSP00000147907 YBR048W_mRNA
ENSMUSP00000147907 YDR025W_mRNA
ENSMUSP00000109521 YBR123C_mRNA
ENSMUSP00000028157 YBR123C_mRNA
ENSMUSP00000135165 YBR123C_mRNA
ENSMUSP00000058432 YKR057W_mRNA
ENSMUSP00000058432 YJL136C_mRNA
ENSMUSP00000124727 YLR039C_mRNA
ENSMUSP00000043437 YLR039C_mRNA
ENSMUSP00000125709 YLR039C_mRNA
ENSMUSP00000079059 YJR093C_mRNA
ENSMUSP00000109163 YJR093C_mRNA
ENSMUSP00000109164 YJR093C_mRNA
ENSMUSP00000109162 YJR093C_mRNA
ENSMUSP00000113995 YJR093C_mRNA
ENSMUSP00000108483 YIL062C_mRNA
ENSMUSP00000095143 YIL062C_mRNA
ENSMUSP00000076933 YIL062C_mRNA
ENSMUSP00000088516 YIL062C_mRNA
ENSMUSP00000099364 YBR080C_mRNA
ENSMUSP00000156380 YDR298C_mRNA
ENSMUSP00000023677 YDR298C_mRNA
ENSMUSP00000125172 YDR298C_mRNA
ENSMUSP00000156308 YDR298C_mRNA
ENSMUSP00000118216 YDR298C_mRNA
ENSMUSP00000130058 YBL076C_mRNA
ENSMUSP00000126806 YBL076C_mRNA
ENSMUSP00000132082 YBL076C_mRNA
ENSMUSP00000048096 YBL076C_mRNA
ENSMUSP00000106130 YMR039C_mRNA
ENSMUSP00000022816 YMR039C_mRNA
ENSMUSP00000113385 YDL017W_mRNA
ENSMUSP00000112392 YDL017W_mRNA
ENSMUSP00000075792 YDL017W_mRNA
ENSMUSP00000031221 YDL017W_mRNA
ENSMUSP00000119612 YDL017W_mRNA
ENSMUSP00000101087 YJL053W_mRNA
ENSMUSP00000090130 YJL053W_mRNA
ENSMUSP00000151888 YJL053W_mRNA
ENSMUSP00000034470 YJL053W_mRNA
ENSMUSP00000023873 YBR133C_mRNA
ENSMUSP00000111530 YFR027W_mRNA
ENSMUSP00000095274 YFR027W_mRNA
ENSMUSP00000157382 YFR027W_mRNA
ENSMUSP00000025142 YFR027W_mRNA
ENSMUSP00000157069 YFR027W_mRNA
ENSMUSP00000022613 YFR027W_mRNA
ENSMUSP00000119309 YCR090C_mRNA
ENSMUSP00000115797 YCR090C_mRNA
ENSMUSP00000117717 YCR090C_mRNA
ENSMUSP00000119565 YCR090C_mRNA
ENSMUSP00000113866 YCR090C_mRNA
ENSMUSP00000102338 YCR090C_mRNA
ENSMUSP00000113991 YCR090C_mRNA
ENSMUSP00000114234 YCR090C_mRNA
ENSMUSP00000102337 YCR090C_mRNA
ENSMUSP00000109382 YML036W_mRNA
ENSMUSP00000109381 YML036W_mRNA
ENSMUSP00000063927 YML036W_mRNA
ENSMUSP00000144160 YML036W_mRNA
ENSMUSP00000086998 YML036W_mRNA
ENSMUSP00000144660 YML036W_mRNA
ENSMUSP00000109380 YML036W_mRNA
ENSMUSP00000144588 YML036W_mRNA
ENSMUSP00000117259 YML036W_mRNA
ENSMUSP00000072018 YNL038W_mRNA
ENSMUSP00000151930 YNL038W_mRNA
ENSMUSP00000138619 YDR527W_mRNA
ENSMUSP00000110401 YJL097W_mRNA
ENSMUSP00000088998 YJL097W_mRNA
ENSMUSP00000141406 YJL097W_mRNA
ENSMUSP00000074397 YJL097W_mRNA
ENSMUSP00000060462 YJL097W_mRNA
ENSMUSP00000022614 YMR132C_mRNA
ENSMUSP00000137677 YML071C_mRNA
ENSMUSP00000103673 YBR018C_mRNA
ENSMUSP00000081745 YBR018C_mRNA
ENSMUSP00000073462 YNL297C_mRNA
ENSMUSP00000037568 YNL297C_mRNA
ENSMUSP00000131052 YNL297C_mRNA
ENSMUSP00000151951 YNL297C_mRNA
ENSMUSP00000086796 YDL236W_mRNA
ENSMUSP00000052866 YDL236W_mRNA
ENSMUSP00000155066 YOR002W_mRNA
ENSMUSP00000095574 YOR002W_mRNA
ENSMUSP00000145650 YGR207C_mRNA
ENSMUSP00000145493 YGR207C_mRNA
ENSMUSP00000145672 YGR207C_mRNA
ENSMUSP00000145061 YGR207C_mRNA
ENSMUSP00000145608 YGR207C_mRNA
ENSMUSP00000004729 YGR207C_mRNA
ENSMUSP00000030815 YOL086W-A_mRNA
ENSMUSP00000135536 YOL086W-A_mRNA
ENSMUSP00000030813 YOL086W-A_mRNA
ENSMUSP00000134756 YOL086W-A_mRNA
ENSMUSP00000121878 YOL086W-A_mRNA
ENSMUSP00000101320 YOL086W-A_mRNA
ENSMUSP00000101321 YOL086W-A_mRNA
ENSMUSP00000106180 YLR070C_mRNA
ENSMUSP00000106180 YDL246C_mRNA
ENSMUSP00000106180 YJR159W_mRNA
ENSMUSP00000001479 YLR347C_mRNA
ENSMUSP00000151285 YKR068C_mRNA
ENSMUSP00000093432 YKR068C_mRNA
ENSMUSP00000030660 YKR068C_mRNA
ENSMUSP00000098295 YIL007C_mRNA
ENSMUSP00000143635 YIL007C_mRNA
ENSMUSP00000072967 YPL047W_mRNA
ENSMUSP00000102750 YPL047W_mRNA
ENSMUSP00000122610 YPL047W_mRNA
ENSMUSP00000102752 YPL047W_mRNA
ENSMUSP00000121917 YPL047W_mRNA
ENSMUSP00000149658 YHR066W_mRNA
ENSMUSP00000149658 YDR312W_mRNA
ENSMUSP00000004203 YHR066W_mRNA
ENSMUSP00000004203 YDR312W_mRNA
ENSMUSP00000116975 YOR164C_mRNA
ENSMUSP00000117473 YOR164C_mRNA
ENSMUSP00000106502 YOR164C_mRNA
ENSMUSP00000026976 YOR164C_mRNA
ENSMUSP00000028223 YLR231C_mRNA
ENSMUSP00000108445 YLR231C_mRNA
ENSMUSP00000084882 YDL238C_mRNA
ENSMUSP00000112758 YDL238C_mRNA
ENSMUSP00000023832 YBR053C_mRNA
ENSMUSP00000140004 YGL173C_mRNA
ENSMUSP00000140278 YGL173C_mRNA
ENSMUSP00000034981 YGL173C_mRNA
ENSMUSP00000139510 YGL173C_mRNA
ENSMUSP00000022212 YMR001C_mRNA
ENSMUSP00000076130 YMR001C_mRNA
ENSMUSP00000120476 YMR001C_mRNA
ENSMUSP00000146253 YMR001C_mRNA
ENSMUSP00000145631 YMR001C_mRNA
ENSMUSP00000033154 YMR001C_mRNA
ENSMUSP00000065679 YIL045W_mRNA
ENSMUSP00000065679 YER054C_mRNA
ENSMUSP00000147736 YIL045W_mRNA
ENSMUSP00000147736 YER054C_mRNA
ENSMUSP00000147633 YIL045W_mRNA
ENSMUSP00000147633 YER054C_mRNA
ENSMUSP00000084578 YIL045W_mRNA
ENSMUSP00000084578 YER054C_mRNA
ENSMUSP00000123219 YHL023C_mRNA
ENSMUSP00000105016 YHL023C_mRNA
ENSMUSP00000020530 YHL023C_mRNA
ENSMUSP00000155149 YCR027C_mRNA
ENSMUSP00000155010 YCR027C_mRNA
ENSMUSP00000155126 YCR027C_mRNA
ENSMUSP00000024518 YCR027C_mRNA
ENSMUSP00000155216 YCR027C_mRNA
ENSMUSP00000030787 YCR027C_mRNA
ENSMUSP00000116181 YDR286C_mRNA
ENSMUSP00000025488 YDR286C_mRNA
ENSMUSP00000043671 YDR128W_mRNA
ENSMUSP00000034437 YDR128W_mRNA
ENSMUSP00000148397 YDR128W_mRNA
ENSMUSP00000026899 YLR348C_mRNA
ENSMUSP00000032761 YOL147C_mRNA
ENSMUSP00000113365 YOL147C_mRNA
ENSMUSP00000121011 YOL147C_mRNA
ENSMUSP00000037962 YOL147C_mRNA
ENSMUSP00000126631 YOL147C_mRNA
ENSMUSP00000039188 YKL120W_mRNA
ENSMUSP00000099666 YKL120W_mRNA
ENSMUSP00000018884 YKL120W_mRNA
ENSMUSP00000025570 YOL071W_mRNA
ENSMUSP00000118837 YEL064C_mRNA
ENSMUSP00000121205 YEL064C_mRNA
ENSMUSP00000108039 YEL064C_mRNA
ENSMUSP00000120185 YEL064C_mRNA
ENSMUSP00000120737 YEL064C_mRNA
ENSMUSP00000143838 YCL064C_mRNA
ENSMUSP00000064849 YCL064C_mRNA
ENSMUSP00000107529 YCL064C_mRNA
ENSMUSP00000120868 YCL064C_mRNA
ENSMUSP00000031594 YCL064C_mRNA
ENSMUSP00000058198 YCL064C_mRNA
ENSMUSP00000139753 YML002W_mRNA
ENSMUSP00000140554 YML002W_mRNA
ENSMUSP00000146118 YML002W_mRNA
ENSMUSP00000140259 YML002W_mRNA
ENSMUSP00000041751 YML002W_mRNA
