AT3G09720.1 FBpp0074936
AT1G60830.1 FBpp0298007
AT1G60830.1 FBpp0074013
AT1G60830.1 FBpp0298005
AT1G60830.1 FBpp0298006
AT4G36690.1 FBpp0071961
AT4G36690.1 FBpp0298007
AT4G36690.1 FBpp0074013
AT4G36690.1 FBpp0298005
AT4G36690.1 FBpp0298006
AT1G60900.1 FBpp0071961
AT1G60900.1 FBpp0298007
AT1G60900.1 FBpp0074013
AT1G60900.1 FBpp0298005
AT1G60900.1 FBpp0298006
AT5G61410.1 FBpp0301728
AT5G61410.1 FBpp0088028
AT1G63290.1 FBpp0301728
AT1G63290.1 FBpp0088028
AT3G01850.1 FBpp0301728
AT3G01850.1 FBpp0088028
AT5G02820.1 FBpp0085657
AT1G63990.1 FBpp0085657
AT3G13170.1 FBpp0085657
AT1G67930.1 FBpp0312206
AT1G67930.1 FBpp0080553
AT1G67930.1 FBpp0080552
AT1G67930.1 FBpp0312207
AT1G67930.1 FBpp0296965
AT1G71270.1 FBpp0078760
AT1G71300.1 FBpp0078760
AT1G73820.2 FBpp0305110
AT1G73820.2 FBpp0310565
AT1G73820.2 FBpp0074516
AT1G73930.1 FBpp0311143
AT1G73930.1 FBpp0070764
AT1G76630.2 FBpp0087646
AT1G79640.1 FBpp0288648
AT1G79640.1 FBpp0288649
AT1G79640.1 FBpp0083058
AT1G79640.1 FBpp0312567
AT1G79640.1 FBpp0312568
AT1G79640.1 FBpp0310694
AT1G79640.1 FBpp0083057
AT1G79640.1 FBpp0288546
AT5G14720.1 FBpp0288648
AT5G14720.1 FBpp0288649
AT5G14720.1 FBpp0083058
AT5G14720.1 FBpp0312567
AT5G14720.1 FBpp0312568
AT5G14720.1 FBpp0310694
AT5G14720.1 FBpp0083057
AT5G14720.1 FBpp0288546
AT1G79880.1 FBpp0080906
AT4G32720.1 FBpp0080906
AT2G06510.1 FBpp0081356
AT4G19130.2 FBpp0081356
AT5G45400.1 FBpp0081356
AT5G61000.1 FBpp0081356
AT5G08020.1 FBpp0081356
AT2G14695.1 FBpp0289098
AT2G14695.1 FBpp0074990
AT4G32272.2 FBpp0289098
AT4G32272.2 FBpp0074990
AT2G17190.1 FBpp0074519
AT2G17190.1 FBpp0309477
AT2G17200.1 FBpp0074519
AT2G17200.1 FBpp0309477
AT3G03060.1 FBpp0297140
AT3G03060.1 FBpp0082728
AT5G16930.1 FBpp0297140
AT5G16930.1 FBpp0082728
AT4G36580.1 FBpp0297140
AT4G36580.1 FBpp0082728
AT2G18330.1 FBpp0297140
AT2G18330.1 FBpp0082728
AT2G19450.1 FBpp0080474
AT2G19450.1 FBpp0080473
AT2G19450.1 FBpp0080472
AT2G19450.1 FBpp0312493
AT2G19560.1 FBpp0075833
AT4G23600.1 FBpp0073725
AT4G23600.1 FBpp0308581
AT4G23590.1 FBpp0073725
AT4G23590.1 FBpp0308581
AT2G24850.1 FBpp0073725
AT2G24850.1 FBpp0308581
AT2G20610.1 FBpp0073725
AT2G20610.1 FBpp0308581
AT4G28420.2 FBpp0073725
AT4G28420.2 FBpp0308581
AT4G28410.1 FBpp0073725
AT4G28410.1 FBpp0308581
AT5G36160.1 FBpp0073725
AT5G36160.1 FBpp0308581
AT5G53970.1 FBpp0073725
AT5G53970.1 FBpp0308581
AT3G55440.1 FBpp0084948
AT3G55440.1 FBpp0084950
AT3G55440.1 FBpp0084949
AT2G21170.1 FBpp0084948
AT2G21170.1 FBpp0084950
AT2G21170.1 FBpp0084949
AT2G22310.1 FBpp0083704
AT4G39910.1 FBpp0083704
AT2G24830.1 FBpp0310303
AT2G24830.1 FBpp0079480
AT2G25100.1 FBpp0077750
AT2G26200.1 FBpp0111303
AT2G26590.1 FBpp0308980
AT2G26590.1 FBpp0112985
AT2G26590.1 FBpp0112986
AT2G26590.1 FBpp0086736
AT2G26590.1 FBpp0112987
AT2G26590.1 FBpp0086737
AT2G26590.1 FBpp0070709
AT2G26970.1 FBpp0083854
AT3G28500.1 FBpp0086252
AT5G40040.1 FBpp0086252
AT2G27710.1 FBpp0086252
AT2G27720.2 FBpp0086252
AT3G44590.1 FBpp0086252
AT2G29210.1 FBpp0075617
AT2G30330.1 FBpp0290948
AT4G08360.1 FBpp0085716
AT4G08350.1 FBpp0085716
AT2G34210.1 FBpp0085716
AT2G38710.1 FBpp0083889
AT2G38710.1 FBpp0083890
AT2G38710.1 FBpp0290388
AT5G16740.1 FBpp0086703
AT2G41190.1 FBpp0086703
AT3G09340.1 FBpp0086703
AT3G09330.1 FBpp0086703
AT5G02170.1 FBpp0086703
AT5G02180.1 FBpp0086703
AT3G54830.1 FBpp0086703
AT2G39130.1 FBpp0086703
AT5G15240.1 FBpp0086703
AT3G28960.1 FBpp0086703
AT3G55280.1 FBpp0072687
AT2G39460.1 FBpp0072687
AT2G40590.1 FBpp0312181
AT2G40590.1 FBpp0080640
AT2G40590.1 FBpp0080639
AT2G40590.1 FBpp0080641
AT2G40590.1 FBpp0303872
AT2G40510.1 FBpp0312181
AT2G40510.1 FBpp0080640
AT2G40510.1 FBpp0080639
AT2G40510.1 FBpp0080641
AT2G40510.1 FBpp0303872
AT3G56340.1 FBpp0312181
AT3G56340.1 FBpp0080640
AT3G56340.1 FBpp0080639
AT3G56340.1 FBpp0080641
AT3G56340.1 FBpp0303872
AT2G40730.1 FBpp0305956
AT2G40730.1 FBpp0084843
AT2G40780.1 FBpp0077203
AT2G40780.1 FBpp0306862
AT4G10650.1 FBpp0083715
AT2G41670.1 FBpp0083715
AT2G42680.1 FBpp0294020
AT2G42680.1 FBpp0075151
AT2G42680.1 FBpp0075152
AT2G42680.1 FBpp0303170
AT2G42680.1 FBpp0294021
AT3G58680.1 FBpp0294020
AT3G58680.1 FBpp0075151
AT3G58680.1 FBpp0075152
AT3G58680.1 FBpp0303170
AT3G58680.1 FBpp0294021
AT3G24500.1 FBpp0294020
AT3G24500.1 FBpp0075151
AT3G24500.1 FBpp0075152
AT3G24500.1 FBpp0303170
AT3G24500.1 FBpp0294021
AT2G42740.1 FBpp0309436
AT2G42740.1 FBpp0085717
AT5G45775.2 FBpp0309436
AT5G45775.2 FBpp0085717
AT3G58700.1 FBpp0309436
AT3G58700.1 FBpp0085717
AT4G18730.1 FBpp0309436
AT4G18730.1 FBpp0085717
ATCG01310.1 FBpp0075941
ATCG00830.1 FBpp0075941
AT2G44065.1 FBpp0075941
AT5G09550.1 FBpp0079458
AT5G09550.1 FBpp0297299
AT5G09550.1 FBpp0311558
AT3G59920.1 FBpp0079458
AT3G59920.1 FBpp0297299
AT3G59920.1 FBpp0311558
AT2G44100.1 FBpp0079458
AT2G44100.1 FBpp0297299
AT2G44100.1 FBpp0311558
AT5G23600.1 FBpp0076401
AT5G23600.1 FBpp0311127
AT2G45330.1 FBpp0076401
AT2G45330.1 FBpp0311127
AT2G47510.1 FBpp0079554
AT2G47510.1 FBpp0075907
AT2G47510.1 FBpp0304212
AT2G47510.1 FBpp0070916
AT2G47510.1 FBpp0070915
AT2G47510.1 FBpp0070914
AT5G50950.1 FBpp0079554
AT5G50950.1 FBpp0075907
AT5G50950.1 FBpp0304212
AT5G50950.1 FBpp0070916
AT5G50950.1 FBpp0070915
AT5G50950.1 FBpp0070914
AT3G29160.1 FBpp0089374
AT3G29160.1 FBpp0070208
AT3G29160.1 FBpp0070209
AT3G01090.2 FBpp0089374
AT3G01090.2 FBpp0070208
AT3G01090.2 FBpp0070209
AT5G39440.1 FBpp0089374
AT5G39440.1 FBpp0070208
AT5G39440.1 FBpp0070209
AT3G02820.2 FBpp0271702
AT3G02820.2 FBpp0080645
AT3G03250.2 FBpp0099885
AT3G03250.2 FBpp0290912
AT3G03250.2 FBpp0099884
AT3G03250.2 FBpp0290913
AT5G17310.2 FBpp0099885
AT5G17310.2 FBpp0290912
AT5G17310.2 FBpp0099884
AT5G17310.2 FBpp0290913
AT5G49460.1 FBpp0309030
AT5G49460.1 FBpp0289825
AT5G49460.1 FBpp0289824
AT5G49460.1 FBpp0289823
AT3G06650.1 FBpp0309030
AT3G06650.1 FBpp0289825
AT3G06650.1 FBpp0289824
AT3G06650.1 FBpp0289823
AT3G09820.1 FBpp0082018
AT3G09820.1 FBpp0075629
AT3G09820.1 FBpp0312149
AT3G09820.1 FBpp0075630
AT5G03300.1 FBpp0082018
AT5G03300.1 FBpp0075629
AT5G03300.1 FBpp0312149
AT5G03300.1 FBpp0075630
AT3G10950.1 FBpp0078656
AT3G10950.1 FBpp0078655
AT3G10950.1 FBpp0291726
AT3G60245.1 FBpp0078656
AT3G60245.1 FBpp0078655
AT3G60245.1 FBpp0291726
AT5G08100.1 FBpp0308748
AT5G08100.1 FBpp0073861
AT3G16150.1 FBpp0308748
AT3G16150.1 FBpp0073861
AT3G19190.2 FBpp0072840
AT3G19190.2 FBpp0305632
AT3G19840.1 FBpp0292136
AT3G19840.1 FBpp0292139
AT3G19840.1 FBpp0311305
AT3G19840.1 FBpp0292137
AT3G19840.1 FBpp0311306
AT3G19840.1 FBpp0306612
AT3G19840.1 FBpp0292135
AT3G21640.1 FBpp0072146
AT3G21640.1 FBpp0086683
AT3G26720.1 FBpp0079620
AT3G26720.1 FBpp0079621
AT3G26720.1 FBpp0079344
AT3G26720.1 FBpp0311773
AT3G26720.1 FBpp0302811
AT3G26720.1 FBpp0079632
AT5G13980.1 FBpp0079620
AT5G13980.1 FBpp0079621
AT5G13980.1 FBpp0079344
AT5G13980.1 FBpp0311773
AT5G13980.1 FBpp0302811
AT5G13980.1 FBpp0079632
AT5G66150.1 FBpp0079620
AT5G66150.1 FBpp0079621
AT5G66150.1 FBpp0079344
AT5G66150.1 FBpp0311773
AT5G66150.1 FBpp0302811
AT5G66150.1 FBpp0079632
AT3G42050.1 FBpp0080496
AT3G42050.1 FBpp0080494
AT3G42050.1 FBpp0080495
AT3G42050.1 FBpp0307142
AT5G60230.2 FBpp0288501
AT3G45590.1 FBpp0288501
AT3G45577.1 FBpp0288501
AT3G48710.1 FBpp0099858
AT5G63550.2 FBpp0099858
AT4G26630.1 FBpp0099858
AT5G55660.1 FBpp0099858
AT5G23740.1 FBpp0087114
AT5G23740.1 FBpp0087115
AT3G48930.1 FBpp0087114
AT3G48930.1 FBpp0087115
AT4G30800.1 FBpp0087114
AT4G30800.1 FBpp0087115
AT3G49410.1 FBpp0080700
AT5G24450.1 FBpp0080700
AT3G52640.2 FBpp0297224
AT3G52640.2 FBpp0084083
AT3G52640.2 FBpp0291079
AT3G52640.2 FBpp0306637
AT5G27700.1 FBpp0307130
AT5G27700.1 FBpp0077309
AT5G27700.1 FBpp0077308
AT5G27700.1 FBpp0077307
AT5G27700.1 FBpp0271801
AT3G53890.1 FBpp0307130
AT3G53890.1 FBpp0077309
AT3G53890.1 FBpp0077308
AT3G53890.1 FBpp0077307
AT3G53890.1 FBpp0271801
AT3G56900.1 FBpp0290898
AT3G56900.1 FBpp0071254
AT3G56900.1 FBpp0308972
AT5G28350.1 FBpp0078164
AT5G28350.1 FBpp0306792
AT3G61480.2 FBpp0078164
AT3G61480.2 FBpp0306792
AT5G28442.1 FBpp0078164
AT5G28442.1 FBpp0306792
AT5G58040.1 FBpp0078568
AT3G66652.1 FBpp0078568
AT4G01710.1 FBpp0077378
AT4G01710.1 FBpp0307163
AT5G65274.1 FBpp0077378
AT5G65274.1 FBpp0307163
AT4G04880.2 FBpp0081451
AT4G04910.1 FBpp0311095
AT4G04910.1 FBpp0311094
AT4G04910.1 FBpp0082346
AT4G04910.1 FBpp0073585
AT4G04910.1 FBpp0305521
AT4G09650.1 FBpp0082522
AT5G13450.1 FBpp0082522
AT4G10320.1 FBpp0078151
AT4G10320.1 FBpp0078150
AT4G10320.1 FBpp0078152
AT4G10920.1 FBpp0079211
AT5G09240.2 FBpp0079211
AT5G09250.4 FBpp0079211
AT4G16970.1 FBpp0311683
AT4G16970.1 FBpp0080603
AT4G16970.1 FBpp0310032
AT4G16970.1 FBpp0070911
AT5G53530.1 FBpp0070298
AT4G27690.1 FBpp0070298
AT4G31120.1 FBpp0088811
AT4G31120.1 FBpp0088810
AT4G31400.1 FBpp0099670
AT4G31400.1 FBpp0076592
AT4G32930.2 FBpp0311588
AT4G32930.2 FBpp0086877
AT4G36980.4 FBpp0088855
AT4G36980.4 FBpp0088854
AT4G38440.1 FBpp0075718
AT5G06120.1 FBpp0089083
AT5G06120.1 FBpp0309272
AT5G06120.1 FBpp0292665
AT5G06120.1 FBpp0292663
AT5G06120.1 FBpp0292664
AT5G06120.1 FBpp0292662
AT5G06830.1 FBpp0071478
AT5G09880.1 FBpp0088579
AT5G09880.1 FBpp0088583
AT5G59770.1 FBpp0079897
AT5G11500.1 FBpp0309989
AT5G11500.1 FBpp0070969
AT5G11980.1 FBpp0079833
AT5G18200.1 FBpp0078951
AT5G18200.1 FBpp0305544
AT5G26040.2 FBpp0084109
AT5G26040.2 FBpp0293582
AT5G27970.2 FBpp0308731
AT5G27970.2 FBpp0290447
AT5G35430.1 FBpp0082112
AT5G35430.1 FBpp0401462
AT5G36790.1 FBpp0074927
AT5G36790.1 FBpp0072877
AT5G36790.1 FBpp0271787
AT5G36700.1 FBpp0074927
AT5G36700.1 FBpp0072877
AT5G36700.1 FBpp0271787
AT5G47760.1 FBpp0074927
AT5G47760.1 FBpp0072877
AT5G47760.1 FBpp0271787
AT5G38460.1 FBpp0304502
AT5G38460.1 FBpp0079595
AT5G42890.1 FBpp0304108
AT5G42890.1 FBpp0073650
AT5G43430.4 FBpp0084902
AT5G43430.4 FBpp0084901
AT5G44200.1 FBpp0082973
AT5G49880.1 FBpp0087680
AT5G50870.2 FBpp0311672
AT5G50870.2 FBpp0311673
AT5G50870.2 FBpp0076124
AT5G51970.1 FBpp0081800
AT5G51970.1 FBpp0081141
AT5G51970.1 FBpp0308959
AT5G52220.1 FBpp0306191
AT5G52220.1 FBpp0290169
AT5G53480.1 FBpp0294038
AT5G53480.1 FBpp0294037
AT5G53480.1 FBpp0294036
AT5G53480.1 FBpp0294035
AT5G53480.1 FBpp0080922
AT5G54750.2 FBpp0088818
AT5G55100.2 FBpp0307668
AT5G55100.2 FBpp0296932
AT5G55100.2 FBpp0296931
AT5G55100.2 FBpp0292012
AT5G55100.2 FBpp0070171
AT5G55100.2 FBpp0089323
AT5G55100.2 FBpp0089322
AT5G57950.2 FBpp0082314
AT5G58130.1 FBpp0074556
AT5G58575.1 FBpp0112092
AT5G60190.1 FBpp0087013
AT5G60190.1 FBpp0291088
AT5G61770.2 FBpp0083415
AT5G63220.1 FBpp0310621
AT5G63220.1 FBpp0078589
AT5G63220.1 FBpp0112104
AT1G54590.1 FBpp0083131
AT1G03140.1 FBpp0083131
AT1G03360.1 FBpp0072020
AT1G03360.1 FBpp0309932
AT1G06790.1 FBpp0303920
AT1G06790.1 FBpp0075838
AT1G08840.3 FBpp0111884
AT1G08840.3 FBpp0071350
AT3G57940.1 FBpp0310578
AT3G57940.1 FBpp0071217
AT1G10490.1 FBpp0310578
AT1G10490.1 FBpp0071217
AT1G11880.1 FBpp0308218
AT1G11880.1 FBpp0308217
AT1G11880.1 FBpp0308219
AT5G24520.1 FBpp0293677
AT5G24520.1 FBpp0301179
AT5G24520.1 FBpp0308582
AT5G24520.1 FBpp0077060
AT1G12910.1 FBpp0293677
AT1G12910.1 FBpp0301179
AT1G12910.1 FBpp0308582
AT1G12910.1 FBpp0077060
AT3G26640.1 FBpp0293677
AT3G26640.1 FBpp0301179
AT3G26640.1 FBpp0308582
AT3G26640.1 FBpp0077060
AT4G37040.1 FBpp0079614
AT3G25740.1 FBpp0079614
AT1G13270.1 FBpp0079614
AT2G45240.1 FBpp0084120
AT5G19610.1 FBpp0087010
AT5G19610.1 FBpp0087011
AT5G19610.1 FBpp0293612
AT5G39500.1 FBpp0087010
AT5G39500.1 FBpp0087011
AT5G39500.1 FBpp0293612
AT1G13980.1 FBpp0087010
AT1G13980.1 FBpp0087011
AT1G13980.1 FBpp0293612
AT1G14570.1 FBpp0297153
AT1G14570.1 FBpp0303670
AT1G14570.1 FBpp0078681
AT1G14570.1 FBpp0078682
AT5G06520.1 FBpp0082817
AT3G49130.1 FBpp0082817
AT5G06890.1 FBpp0082817
AT5G12280.1 FBpp0082817
AT3G27600.1 FBpp0082817
AT4G16200.1 FBpp0082817
AT1G14650.1 FBpp0082817
AT1G14640.1 FBpp0082817
AT1G15250.1 FBpp0071888
AT1G15250.1 FBpp0303429
AT1G15250.1 FBpp0073844
AT3G16080.1 FBpp0071888
AT3G16080.1 FBpp0303429
AT3G16080.1 FBpp0073844
AT1G52300.1 FBpp0071888
AT1G52300.1 FBpp0303429
AT1G52300.1 FBpp0073844
AT1G16890.3 FBpp0305066
AT1G16890.3 FBpp0305067
AT1G16890.3 FBpp0298297
AT1G16890.3 FBpp0073686
AT1G16890.3 FBpp0289793
AT1G16890.3 FBpp0080227
AT1G16890.3 FBpp0310283
AT1G78870.2 FBpp0305066
AT1G78870.2 FBpp0305067
AT1G78870.2 FBpp0298297
AT1G78870.2 FBpp0073686
AT1G78870.2 FBpp0289793
AT1G78870.2 FBpp0080227
AT1G78870.2 FBpp0310283
AT1G73030.1 FBpp0074859
AT1G73030.1 FBpp0311533
AT1G17730.1 FBpp0074859
AT1G17730.1 FBpp0311533
AT1G18040.1 FBpp0083530
AT1G18040.1 FBpp0070723
AT1G73690.1 FBpp0083530
AT1G73690.1 FBpp0070723
AT1G66750.1 FBpp0083530
AT1G66750.1 FBpp0070723
AT1G19140.2 FBpp0087999
AT1G22200.1 FBpp0075398
AT1G36050.1 FBpp0075398
AT5G63190.1 FBpp0304101
AT5G63190.1 FBpp0304100
AT5G63190.1 FBpp0073671
AT5G63190.1 FBpp0111894
AT3G48390.1 FBpp0304101
AT3G48390.1 FBpp0304100
AT3G48390.1 FBpp0073671
AT3G48390.1 FBpp0111894
AT4G24800.1 FBpp0304101
AT4G24800.1 FBpp0304100
AT4G24800.1 FBpp0073671
AT4G24800.1 FBpp0111894
AT1G22730.1 FBpp0304101
AT1G22730.1 FBpp0304100
AT1G22730.1 FBpp0073671
AT1G22730.1 FBpp0111894
AT1G67490.1 FBpp0298826
AT1G67490.1 FBpp0288666
AT1G24320.1 FBpp0298826
AT1G24320.1 FBpp0288666
AT5G51110.1 FBpp0084824
AT1G29810.1 FBpp0084824
AT1G30825.1 FBpp0312086
AT1G30825.1 FBpp0080890
AT2G33385.2 FBpp0312086
AT2G33385.2 FBpp0080890
AT4G26810.1 FBpp0072839
AT4G34290.1 FBpp0072839
AT2G14880.1 FBpp0072839
AT3G03590.1 FBpp0072839
AT2G35605.1 FBpp0072839
AT1G31760.1 FBpp0072839
AT3G48600.2 FBpp0072839
AT4G22360.1 FBpp0072839
AT1G49520.1 FBpp0072839
AT3G19080.3 FBpp0072839
AT4G35490.1 FBpp0082412
AT1G33980.2 FBpp0309967
AT1G33980.2 FBpp0072130
AT1G35660.1 FBpp0076297
AT1G35660.1 FBpp0306019
AT1G36980.1 FBpp0290000
AT1G42470.1 FBpp0079547
AT1G42470.1 FBpp0292910
AT1G42470.1 FBpp0292909
AT1G42470.1 FBpp0292908
AT1G42470.1 FBpp0310205
AT1G42470.1 FBpp0310204
AT1G42470.1 FBpp0310203
AT4G38350.2 FBpp0079547
AT4G38350.2 FBpp0292910
AT4G38350.2 FBpp0292909
AT4G38350.2 FBpp0292908
AT4G38350.2 FBpp0310205
AT4G38350.2 FBpp0310204
AT4G38350.2 FBpp0310203
AT1G48175.1 FBpp0082851
AT1G48175.1 FBpp0307971
AT1G49040.1 FBpp0082003
AT1G49040.1 FBpp0082004
AT1G49880.1 FBpp0304151
AT1G49880.1 FBpp0074563
AT1G51160.1 FBpp0084936
AT1G51310.1 FBpp0070168
AT1G51730.1 FBpp0086153
AT1G51730.1 FBpp0083959
AT1G51730.1 FBpp0083960
AT1G51730.1 FBpp0307396
AT1G51730.1 FBpp0311410
AT1G53900.2 FBpp0084874
AT1G53880.1 FBpp0084874
AT1G72340.2 FBpp0084874
AT1G55300.2 FBpp0113012
AT1G55300.2 FBpp0081253
AT4G09350.1 FBpp0073559
AT4G09350.1 FBpp0073560
AT1G56300.1 FBpp0073559
AT1G56300.1 FBpp0073560
AT2G33735.1 FBpp0073559
AT2G33735.1 FBpp0073560
AT5G16650.2 FBpp0073559
AT5G16650.2 FBpp0073560
AT1G59520.4 FBpp0309118
AT1G59520.4 FBpp0086128
AT1G60200.1 FBpp0070765
AT1G60200.1 FBpp0309405
AT3G54350.1 FBpp0073058
AT1G75530.1 FBpp0073058
AT1G60700.1 FBpp0073058
AT1G61050.2 FBpp0289406
AT1G61050.2 FBpp0077354
AT2G38150.1 FBpp0289406
AT2G38150.1 FBpp0077354
AT2G38152.1 FBpp0289406
AT2G38152.1 FBpp0077354
AT3G09020.1 FBpp0289406
AT3G09020.1 FBpp0077354
AT5G01250.1 FBpp0289406
AT5G01250.1 FBpp0077354
AT1G63800.1 FBpp0071068
AT1G63800.1 FBpp0071067
AT1G63800.1 FBpp0071069
AT5G41340.1 FBpp0071068
AT5G41340.1 FBpp0071067
AT5G41340.1 FBpp0071069
AT2G46030.3 FBpp0071068
AT2G46030.3 FBpp0071067
AT2G46030.3 FBpp0071069
AT1G64350.1 FBpp0087937
AT1G64350.1 FBpp0087936
AT1G64350.1 FBpp0087938
AT3G45950.1 FBpp0084787
AT1G65660.1 FBpp0084787
AT4G37120.1 FBpp0084787
AT1G66680.1 FBpp0310348
AT1G66680.1 FBpp0077359
AT1G68990.2 FBpp0304562
AT1G68990.2 FBpp0077654
AT5G15700.2 FBpp0304562
AT5G15700.2 FBpp0077654
AT2G24120.1 FBpp0304562
AT2G24120.1 FBpp0077654
AT3G27830.1 FBpp0076238
AT3G27850.1 FBpp0076238
AT3G27840.1 FBpp0076238
AT4G37660.1 FBpp0076238
AT3G06040.1 FBpp0076238
AT2G03130.1 FBpp0076238
AT1G70190.1 FBpp0076238
AT4G36420.1 FBpp0076238
AT1G71220.3 FBpp0074831
AT1G71350.1 FBpp0084779
AT1G71840.1 FBpp0301081
AT1G71840.1 FBpp0075377
AT1G71990.1 FBpp0312203
AT1G71990.1 FBpp0079411
AT1G71990.1 FBpp0310076
AT1G79915.1 FBpp0077983
AT1G80070.1 FBpp0087124
AT4G38780.1 FBpp0087124
AT5G35590.1 FBpp0087968
AT5G35590.1 FBpp0087969
AT5G35590.1 FBpp0087970
AT5G35590.1 FBpp0291433
AT2G05840.1 FBpp0087968
AT2G05840.1 FBpp0087969
AT2G05840.1 FBpp0087970
AT2G05840.1 FBpp0291433
ATMG00285.1 FBpp0100175
AT2G11000.1 FBpp0072187
AT2G11000.1 FBpp0099812
AT2G13440.1 FBpp0071745
AT4G34450.1 FBpp0303129
AT4G34450.1 FBpp0290505
AT4G34450.1 FBpp0085154
AT4G34450.1 FBpp0085155
AT2G16200.2 FBpp0303129
AT2G16200.2 FBpp0290505
AT2G16200.2 FBpp0085154
AT2G16200.2 FBpp0085155
AT2G16360.1 FBpp0081846
AT2G16360.1 FBpp0081845
AT4G34555.1 FBpp0081846
AT4G34555.1 FBpp0081845
AT4G39200.1 FBpp0081846
AT4G39200.1 FBpp0081845
AT2G21580.1 FBpp0081846
AT2G21580.1 FBpp0081845
AT2G27775.2 FBpp0311199
AT3G25210.1 FBpp0311199
AT5G27300.1 FBpp0311199
AT2G27790.1 FBpp0311199
AT2G27800.1 FBpp0311199
AT4G36800.1 FBpp0304448
AT4G36800.1 FBpp0304449
AT4G36800.1 FBpp0076445
AT2G18600.1 FBpp0304448
AT2G18600.1 FBpp0304449
AT2G18600.1 FBpp0076445
AT2G20635.1 FBpp0309714
AT2G20635.1 FBpp0312105
AT2G20635.1 FBpp0078704
AT2G20635.1 FBpp0085368
AT2G20930.1 FBpp0087278
AT4G38930.2 FBpp0075952
AT2G21270.3 FBpp0075952
AT2G29070.2 FBpp0075952
AT2G22010.2 FBpp0082488
AT2G22010.2 FBpp0297356
AT2G22425.1 FBpp0084801
AT4G40042.1 FBpp0084801
AT5G09470.1 FBpp0084813
AT5G09470.1 FBpp0073222
AT5G09470.1 FBpp0073223
AT4G24570.1 FBpp0084813
AT4G24570.1 FBpp0073222
AT4G24570.1 FBpp0073223
AT2G22500.1 FBpp0084813
AT2G22500.1 FBpp0073222
AT2G22500.1 FBpp0073223
AT5G19760.1 FBpp0084813
AT5G19760.1 FBpp0073222
AT5G19760.1 FBpp0073223
AT2G22690.1 FBpp0071476
AT4G37880.1 FBpp0071476
AT5G09630.1 FBpp0071476
AT2G23930.1 FBpp0074151
AT2G23930.1 FBpp0111906
AT3G11500.1 FBpp0074151
AT3G11500.1 FBpp0111906
AT2G24490.1 FBpp0305226
AT2G24490.1 FBpp0080967
AT3G02920.1 FBpp0305226
AT3G02920.1 FBpp0080967
AT3G02190.1 FBpp0072094
AT4G31985.1 FBpp0072094
AT2G25210.1 FBpp0072094
AT2G31740.1 FBpp0308603
AT2G31740.1 FBpp0080918
AT2G32080.1 FBpp0089039
AT2G32080.1 FBpp0302758
AT2G32080.1 FBpp0089037
AT2G32080.1 FBpp0089038
AT2G32080.1 FBpp0302759
AT2G32080.1 FBpp0089036
AT2G32080.1 FBpp0302760
AT2G34570.1 FBpp0077570
AT2G34570.1 FBpp0305723
AT2G35040.1 FBpp0084087
AT2G35040.1 FBpp0292528
AT5G56610.1 FBpp0083845
AT5G56610.1 FBpp0083844
AT2G35680.1 FBpp0083845
AT2G35680.1 FBpp0083844
AT2G36305.1 FBpp0076791
AT3G59980.1 FBpp0087757
AT2G42780.1 FBpp0083766
AT2G42780.1 FBpp0083767
AT2G44195.1 FBpp0077396
AT2G44200.1 FBpp0077396
AT2G44660.1 FBpp0070931
AT2G47610.1 FBpp0309987
AT2G47610.1 FBpp0070877
AT2G47610.1 FBpp0311460
AT2G47610.1 FBpp0070878
AT2G47610.1 FBpp0309986
AT3G62870.1 FBpp0309987
AT3G62870.1 FBpp0070877
AT3G62870.1 FBpp0311460
AT3G62870.1 FBpp0070878
AT3G62870.1 FBpp0309986
AT3G02680.1 FBpp0297182
AT3G02680.1 FBpp0297181
AT4G32900.2 FBpp0307782
AT4G32900.2 FBpp0082189
AT5G16870.1 FBpp0311968
AT5G16870.1 FBpp0290838
AT3G03010.1 FBpp0311968
AT3G03010.1 FBpp0290838
AT3G03100.1 FBpp0271901
AT3G03100.1 FBpp0307167
AT3G03100.1 FBpp0077425
AT3G04480.1 FBpp0311370
AT3G04480.1 FBpp0073444
AT3G04480.1 FBpp0308797
AT3G04600.1 FBpp0081461
AT5G39930.1 FBpp0086820
AT3G04680.1 FBpp0086820
AT5G39920.1 FBpp0086820
AT3G04820.1 FBpp0076346
AT3G06110.2 FBpp0305422
AT3G06110.2 FBpp0074802
AT3G06110.2 FBpp0303122
AT3G06110.2 FBpp0074803
AT3G07080.1 FBpp0086486
AT4G32140.1 FBpp0086486
AT3G22845.1 FBpp0071663
AT3G22845.1 FBpp0070643
AT3G22845.1 FBpp0310166
AT3G07680.1 FBpp0071663
AT3G07680.1 FBpp0070643
AT3G07680.1 FBpp0310166
AT3G08980.1 FBpp0085545
AT3G09470.2 FBpp0288563
AT3G09470.2 FBpp0087842
AT3G09470.2 FBpp0309738
AT3G09470.2 FBpp0074119
AT3G09470.2 FBpp0074118
AT3G11450.1 FBpp0077979
AT3G11450.1 FBpp0293954
AT5G06110.1 FBpp0077979
AT5G06110.1 FBpp0293954
AT3G11710.1 FBpp0071302
AT3G11710.1 FBpp0292593
AT3G11710.1 FBpp0071301
AT3G44200.1 FBpp0071094
AT3G63280.4 FBpp0071094
AT3G20860.1 FBpp0071094
AT3G12200.2 FBpp0071094
AT3G12210.2 FBpp0292399
AT3G12210.2 FBpp0305931
AT3G12210.2 FBpp0292401
