Orthogroup	arabidopsis	fly
OG0004294	AT5G42790.1, AT1G47250.1	FBpp0080028, FBpp0310201, FBpp0079538
OG0004296	AT1G47560.1, AT1G47550.2	FBpp0074993
OG0004297	AT1G48130.1	FBpp0077368, FBpp0087406, FBpp0087356, FBpp0087354
OG0004298	AT1G48520.1	FBpp0083969
OG0004299	AT3G18160.3, AT1G48635.2	FBpp0304214, FBpp0075393
OG0004300	AT1G48760.1	FBpp0304098, FBpp0304099, FBpp0073673
OG0004302	AT3G61960.1, AT3G53930.2, AT2G37840.1, AT1G49180.1	FBpp0081534, FBpp0081533
OG0004305	AT1G51650.1	FBpp0305957, FBpp0112320, FBpp0081658, FBpp0073964, FBpp0073963
OG0004306	AT1G51710.1, AT3G21280.1	FBpp0304059, FBpp0079650
OG0004307	AT1G51740.1	FBpp0084050
OG0004308	AT1G53030.1, AT3G15352.4	FBpp0073783
OG0004311	AT1G54100.1	FBpp0074784
OG0004312	AT1G54210.1, AT3G13970.1	FBpp0289288
OG0004313	AT5G35910.1, AT1G54440.2	FBpp0311911, FBpp0112147
OG0004314	AT1G55510.1, AT3G13450.1	FBpp0291601, FBpp0291602, FBpp0112484
OG0004316	AT1G55928.1, AT2G27280.1, AT2G27285.1	FBpp0312198, FBpp0073597
OG0004317	AT1G62850.2	FBpp0079680, FBpp0307934
OG0004318	AT1G66510.1	FBpp0083025, FBpp0312513
OG0004319	AT1G67680.1, AT1G67650.1	FBpp0083319
OG0004320	AT1G69340.1	FBpp0088011, FBpp0303359, FBpp0297349, FBpp0088010, FBpp0303360, FBpp0088009
OG0004322	AT1G71820.2	FBpp0085888
OG0004324	AT1G72550.1	FBpp0084021
OG0004325	AT1G78800.1	FBpp0072887
OG0004326	AT5G46180.1	FBpp0074729
OG0004327	AT2G01650.1	FBpp0085836, FBpp0085837, FBpp0309338
OG0004328	AT2G03870.1	FBpp0310328, FBpp0080488, FBpp0300961
OG0004329	AT2G05755.1	FBpp0081867
OG0004331	AT2G13540.1	FBpp0070651, FBpp0070652, FBpp0112173, FBpp0112174
OG0004332	AT2G15430.1, AT2G15400.1	FBpp0080121
OG0004333	AT2G17980.1, AT4G31740.1	FBpp0307162, FBpp0077461
OG0004334	AT3G28680.1, AT5G22860.1, AT4G36195.1, AT4G36190.1, AT2G18080.1	FBpp0076608
OG0004336	AT2G18840.1, AT4G30260.2	FBpp0077149
OG0004337	AT2G19430.1	FBpp0075751, FBpp0305576, FBpp0312410
OG0004338	AT2G20360.1	FBpp0303954, FBpp0077859
OG0004339	AT2G21070.3	FBpp0086548, FBpp0289552
OG0004340	AT4G16190.1, AT4G39090.1, AT2G21430.1, AT3G54940.2	FBpp0292963, FBpp0078465, FBpp0078464
OG0004345	AT4G40000.1, AT2G22400.1	FBpp0070637
OG0004346	AT2G25280.1	FBpp0082187
OG0004347	AT4G32150.1, AT2G25340.1, AT5G11150.2, AT5G22360.1	FBpp0312219, FBpp0088416
OG0004348	AT2G25840.2	FBpp0074907, FBpp0304196
OG0004349	AT2G26350.1	FBpp0072626, FBpp0305589
OG0004350	AT4G12030.2, AT4G22840.1, AT3G25410.1, AT2G26900.1	FBpp0074072, FBpp0073848
OG0004351	AT2G26990.1	FBpp0309805, FBpp0079381, FBpp0308633, FBpp0089195
OG0004352	AT2G30170.1, AT4G16580.1, AT5G66720.1	FBpp0084904, FBpp0071021, FBpp0072711, FBpp0305592
OG0004353	AT2G30350.2	FBpp0290511
OG0004354	AT2G30410.1	FBpp0073846, FBpp0085195
OG0004355	AT2G30910.1, AT2G31300.2	FBpp0080146, FBpp0080147
OG0004356	AT2G31865.2, AT2G31870.1	FBpp0298280, FBpp0298281
OG0004357	AT2G32170.2, AT2G32160.3	FBpp0304838, FBpp0304839, FBpp0070307, FBpp0070306, FBpp0070305
OG0004360	AT2G34357.1, AT4G23540.1	FBpp0309168, FBpp0073679
OG0004361	AT2G34980.1	FBpp0289977, FBpp0422629
OG0004362	AT2G36620.1, AT3G53020.1	FBpp0309565, FBpp0080102, FBpp0311573
OG0004363	AT2G36810.1	FBpp0071261, FBpp0310025
OG0004364	AT2G37975.1, AT3G54085.1	FBpp0075970
OG0004365	AT2G38700.1, AT3G54250.1	FBpp0073903, FBpp0312007
OG0004366	AT2G39970.1	FBpp0297229, FBpp0073143
OG0004367	AT2G40490.1, AT3G14930.1	FBpp0087607
OG0004368	AT3G57465.1, AT2G41790.1, AT3G57470.2	FBpp0271781
OG0004369	AT2G44520.1	FBpp0079582
OG0004370	AT3G62910.1, AT2G47020.3	FBpp0080024
OG0004371	AT2G47760.5	FBpp0072004
OG0004373	AT3G11540.1, AT3G04240.1	FBpp0085421, FBpp0085420, FBpp0085422
OG0004374	AT3G05040.2	FBpp0074528, FBpp0309478
OG0004375	AT5G19200.1, AT3G06060.2	FBpp0084241
OG0004376	AT4G34100.1, AT4G32670.1, AT3G06710.1	FBpp0311656, FBpp0289997, FBpp0072779
OG0004377	AT3G07370.1	FBpp0079617
OG0004378	AT3G07525.2	FBpp0112243, FBpp0309509
OG0004379	AT3G07530.4	FBpp0075250
OG0004380	AT5G02870.1, AT3G09630.1	FBpp0084617
OG0004381	AT5G02960.1, AT3G09680.1	FBpp0086701, FBpp0308991
OG0004382	AT3G11270.1, AT5G05780.1	FBpp0303270, FBpp0305141, FBpp0072197
OG0004383	AT3G12010.1	FBpp0292155
OG0004384	AT5G06660.1, AT3G12030.1	FBpp0080690
OG0004385	AT3G15380.1	FBpp0073088, FBpp0305743
OG0004386	AT3G16310.1	FBpp0074372
OG0004387	AT3G16650.1, AT4G15900.1	FBpp0073459
OG0004388	AT3G16980.1, AT4G16265.2	FBpp0312065, FBpp0082384, FBpp0301701
OG0004390	AT5G12980.1, AT3G20800.1	FBpp0074513, FBpp0074512, FBpp0306392
OG0004391	AT3G20920.1	FBpp0079522, FBpp0079521, FBpp0310307, FBpp0297128
OG0004392	AT3G21060.1	FBpp0077900
OG0004393	AT3G26410.1	FBpp0078565
OG0004394	AT3G28030.3	FBpp0099906, FBpp0311946
OG0004396	AT3G46180.1, AT5G59740.1	FBpp0293851, FBpp0082903
OG0004397	AT5G58640.1, AT3G47300.1	FBpp0078639, FBpp0304685, FBpp0304684
OG0004398	AT3G48190.2	FBpp0110174
OG0004399	AT3G48790.1, AT5G23670.1, AT3G48780.1	FBpp0310302, FBpp0080297
OG0004400	AT3G50380.2	FBpp0271898
OG0004401	AT3G51460.1, AT5G66020.1	FBpp0292309, FBpp0072546
OG0004403	AT3G54210.1, AT5G09770.1, AT5G64650.1	FBpp0302563, FBpp0072404
OG0004404	AT3G54670.1	FBpp0083926
OG0004406	AT4G27340.1, AT3G56120.1	FBpp0072898
OG0004407	AT3G57610.1	FBpp0083395
OG0004409	AT4G00100.1, AT3G60770.1	FBpp0079328, FBpp0312104, FBpp0099990
OG0004410	AT3G61650.1, AT5G05620.1	FBpp0080769, FBpp0304827, FBpp0077326
OG0004411	AT4G02460.1	FBpp0086520
OG0004412	AT4G02620.1	FBpp0078234, FBpp0301284, FBpp0301285, FBpp0086474
OG0004413	AT4G20360.1, AT4G02930.1	FBpp0088054, FBpp0086790, FBpp0290603
OG0004414	AT4G03200.1	FBpp0086674
OG0004415	AT4G04350.1	FBpp0073204
OG0004416	AT4G05450.1, AT4G21090.1	FBpp0292527, FBpp0076226
OG0004417	AT4G14385.1	FBpp0076832
OG0004418	AT5G05720.1, AT5G08695.1, AT4G19610.1	FBpp0076112
OG0004419	AT4G20910.1, AT4G20920.2	FBpp0087092
OG0004420	AT4G23660.3	FBpp0081347
OG0004422	AT4G24820.1	FBpp0083687
OG0004423	AT4G24880.1	FBpp0288961
OG0004424	AT4G26780.1, AT5G55200.1	FBpp0086795
OG0004425	AT4G26870.1, AT4G31180.1	FBpp0308483, FBpp0086897, FBpp0305104
OG0004426	AT4G27585.1, AT5G54100.1	FBpp0072054, FBpp0304305
OG0004427	AT5G52840.1, AT4G28005.1	FBpp0076005
OG0004428	AT4G30310.2	FBpp0073139, FBpp0073140, FBpp0301544, FBpp0301747
OG0004429	AT4G30930.1	FBpp0074789, FBpp0312166, FBpp0305426
OG0004430	AT5G10360.1, AT4G31700.1	FBpp0071088, FBpp0071087
OG0004431	AT4G31770.1	FBpp0076410
OG0004432	AT4G31790.1	FBpp0083673
OG0004433	AT4G32470.1, AT5G25450.1	FBpp0084648, FBpp0073995
OG0004435	AT4G36020.1	FBpp0076798
OG0004436	AT4G36390.1	FBpp0081735
OG0004437	AT4G37190.1	FBpp0076907, FBpp0312074
OG0004438	AT4G39280.1	FBpp0071138
OG0004440	AT5G03905.1	FBpp0084059, FBpp0306445
OG0004441	AT5G08290.1	FBpp0077125
OG0004442	AT5G08565.1, AT5G63670.1	FBpp0086953
OG0004443	AT5G09310.1	FBpp0088783, FBpp0309291
OG0004444	AT5G13520.1	FBpp0088357, FBpp0088356, FBpp0312552
OG0004445	AT5G13530.1	FBpp0080402, FBpp0089296, FBpp0308004, FBpp0080403, FBpp0080404
OG0004446	AT5G13570.2	FBpp0293514, FBpp0075293, FBpp0075294, FBpp0099969
OG0004447	AT5G14140.1	FBpp0087589
OG0004448	AT5G14240.1	FBpp0075794
OG0004449	AT5G15540.1	FBpp0307004, FBpp0110411, FBpp0110410, FBpp0290671, FBpp0290669, FBpp0290670
OG0004450	AT5G19820.1	FBpp0307568, FBpp0078500
OG0004451	AT5G19910.2	FBpp0293855, FBpp0078497, FBpp0078496, FBpp0307562, FBpp0311426
OG0004452	AT5G40470.1, AT5G21900.1	FBpp0110196, FBpp0078693
OG0004453	AT5G23550.1, AT5G24170.1	FBpp0077867
OG0004455	AT5G27730.1, AT5G47900.1	FBpp0310139, FBpp0070691
OG0004456	AT5G38890.1	FBpp0079813
OG0004457	AT5G40480.1	FBpp0307249, FBpp0085380
OG0004458	AT5G40660.1	FBpp0303527, FBpp0081011
OG0004460	AT5G47680.1	FBpp0077043
OG0004461	AT5G49400.1	FBpp0291705, FBpp0082666
OG0004464	AT5G55760.1	FBpp0293897
OG0004466	AT5G64730.1	FBpp0080383
OG0004838	AT3G60860.1, AT1G01960.1	FBpp0080114
OG0004839	AT1G02410.1	FBpp0078731
OG0004841	AT1G03475.1, AT4G03205.2	FBpp0312175, FBpp0078980
OG0004843	AT4G03380.1	FBpp0309810, FBpp0080647
OG0004846	AT1G03760.1	FBpp0072215
OG0004848	AT1G03910.2, AT2G36815.1	FBpp0309346
OG0004850	AT1G04130.1	FBpp0307645, FBpp0085479
OG0004851	AT1G04640.1	FBpp0078583, FBpp0312343
OG0004857	AT1G08110.4	FBpp0088085
OG0004858	AT1G08750.1	FBpp0070333
OG0004859	AT1G09150.1	FBpp0293887, FBpp0070832
OG0004860	AT1G09640.1, AT1G57720.1	FBpp0291632, FBpp0084761, FBpp0084762
OG0004861	AT1G09760.1	FBpp0088015
OG0004873	AT2G32060.1, AT1G15930.1	FBpp0075612
OG0004874	ATCG00660.1, AT1G16740.1	FBpp0075631
OG0004875	AT1G16810.1	FBpp0077128, FBpp0303852, FBpp0303851
OG0004876	AT1G53400.1, AT1G16960.1, AT5G45740.1	FBpp0078436, FBpp0301220, FBpp0305944
OG0004877	AT1G17130.2, AT2G32050.1, AT3G43250.1, AT2G29430.1	FBpp0086387
OG0004881	AT1G17680.1	FBpp0297722, FBpp0086164
OG0004882	AT1G18450.1	FBpp0086115
OG0004884	AT1G20220.1, AT1G76010.1, AT3G07030.5	FBpp0085454, FBpp0085455, FBpp0297249
OG0004889	AT1G76300.1, AT1G20580.1	FBpp0087094
OG0004895	AT1G25375.1	FBpp0079258
OG0004896	AT1G26550.1	FBpp0084190
OG0004897	AT5G41910.1, AT1G26665.1	FBpp0305737, FBpp0290696
OG0004898	AT1G26840.1	FBpp0087566
OG0004899	AT1G27752.1	FBpp0070475
OG0004900	AT1G28060.1, AT3G55930.1	FBpp0074660, FBpp0074661
OG0004901	AT1G29030.1, AT3G19515.2, AT2G34040.1	FBpp0080554
OG0004902	AT1G29150.1	FBpp0297513, FBpp0086604, FBpp0086603
OG0004905	AT1G31780.1	FBpp0087677, FBpp0087676
OG0004906	AT2G35520.2, AT1G32210.1	FBpp0079324
OG0004908	AT1G34150.1	FBpp0071700
OG0004909	AT1G34260.1, AT1G71010.1, AT3G14270.1, AT4G33240.1	FBpp0088523, FBpp0088952
OG0004910	AT1G69740.1, AT1G44318.1	FBpp0075743, FBpp0305549
OG0004912	AT1G47640.1	FBpp0080407
OG0004914	AT1G49015.1, AT5G25780.1, AT5G27640.2	FBpp0086098, FBpp0086097
OG0004917	AT2G32950.1, AT2G46340.1, AT4G11110.1, AT1G53090.1, AT3G15354.3	FBpp0087552
OG0004921	AT1G60490.1	FBpp0071973
OG0004922	AT1G60995.1	FBpp0309034, FBpp0086352
OG0004923	AT1G62730.1	FBpp0311993, FBpp0073416
OG0004925	AT1G65540.1, AT3G59820.2	FBpp0072256, FBpp0072255, FBpp0072254
OG0004926	AT5G37475.1, AT1G66070.1	FBpp0308512, FBpp0087475
OG0004927	AT1G69750.1, AT1G66590.2	FBpp0309729, FBpp0289852
OG0004929	AT1G67180.1, AT1G77320.3	FBpp0073648
OG0004930	AT1G67500.2	FBpp0087907
OG0004931	AT1G67630.1	FBpp0113035
OG0004932	AT5G27280.1, AT1G68730.1	FBpp0312006, FBpp0073901
OG0004932	AT3G54826.1	FBpp0271786
OG0004933	AT1G69070.2	FBpp0082928, FBpp0312516
OG0004935	AT2G01290.1, AT1G71100.1, AT3G04790.1	FBpp0296955, FBpp0291066
OG0004936	AT1G71340.1	FBpp0082742
OG0004937	AT1G72320.1	FBpp0088044
OG0004938	AT5G26200.1, AT1G72820.1, AT5G15640.1	FBpp0084118, FBpp0308362
OG0004939	AT1G73380.1	FBpp0290467
OG0004942	AT1G79190.2	FBpp0081644
OG0004944	AT1G80350.1	FBpp0078469
OG0004945	AT1G80420.1	FBpp0070730
OG0004949	AT5G24360.2, AT2G17520.1	FBpp0112160
OG0004950	AT5G45600.1, AT2G18000.2	FBpp0078992
OG0004952	AT2G18770.2, AT5G05670.1	FBpp0076325, FBpp0306023
OG0004953	AT2G19260.1, AT4G10930.1, AT3G05670.1	FBpp0088179
OG0004955	AT4G27090.1, AT2G20450.1	FBpp0076359
OG0004956	AT2G21150.1	FBpp0084639
OG0004957	AT2G21440.1	FBpp0072239
OG0004958	AT4G39220.1, AT2G21600.1	FBpp0084189, FBpp0312547
OG0004960	AT4G32175.1, AT2G25355.1	FBpp0311555, FBpp0077551
OG0004962	AT2G25910.2	FBpp0309937, FBpp0113078
OG0004963	AT2G26000.2, AT2G42160.1	FBpp0083160, FBpp0304474
OG0004965	AT2G28815.1, ATCG00790.1, ATMG00080.1	FBpp0304831, FBpp0070301
OG0004966	AT2G29020.1, AT5G59410.1	FBpp0087998
OG0004967	AT2G31660.1, AT3G59020.2	FBpp0076408
OG0004968	AT2G33820.3	FBpp0302592, FBpp0071439
OG0004969	AT2G34690.1, AT4G39670.1	FBpp0071544, FBpp0309690
OG0004970	AT2G35110.1	FBpp0078162
OG0004971	AT4G39380.2	FBpp0070473, FBpp0070472
OG0004972	AT3G53430.1, AT2G37190.1, AT5G60670.1	FBpp0072084, FBpp0072083, FBpp0072085
OG0004973	AT2G38270.1, AT3G54900.1, AT3G15660.1	FBpp0073806
OG0004974	AT2G38290.1	FBpp0112150
OG0004975	AT2G38730.1	FBpp0085477, FBpp0298837
OG0004976	AT2G39630.1	FBpp0079234
OG0004977	AT2G39800.1, AT3G55610.1	FBpp0301603, FBpp0078130
OG0004978	AT2G40190.1	FBpp0305584, FBpp0078076
OG0004979	AT2G40290.1, AT5G05470.1	FBpp0074075, FBpp0309768
OG0004980	AT2G42120.1	FBpp0072658
OG0004981	AT2G42810.2	FBpp0081606, FBpp0081607, FBpp0304082
OG0004982	AT2G43190.1	FBpp0076478
OG0004984	AT5G60460.1, AT3G60540.1, AT2G45070.1	FBpp0086627
OG0004985	AT2G45690.1	FBpp0077936
OG0004986	AT4G30600.1	FBpp0073336
OG0004987	AT2G47790.1	FBpp0087477, FBpp0087476
OG0004988	AT5G60590.2	FBpp0085562
OG0004989	AT3G03570.1, AT4G40050.1	FBpp0304374, FBpp0304373, FBpp0304371, FBpp0304372
OG0004990	AT3G03710.1, AT5G14580.1	FBpp0085172, FBpp0085173, FBpp0306620, FBpp0290103
OG0004991	AT3G04740.1	FBpp0072453, FBpp0311212
OG0004992	AT5G28220.1, AT3G04830.1	FBpp0082818, FBpp0307992, FBpp0082819, FBpp0307993
OG0004993	AT3G54380.1, AT3G06290.1	FBpp0074178
OG0004994	AT4G02840.2, AT3G07590.1	FBpp0075684
OG0004995	AT3G08800.1	FBpp0071178
OG0004996	AT3G10110.1	FBpp0083078
OG0004997	AT3G11400.2, AT5G06000.1	FBpp0070430, FBpp0083293
OG0005001	AT3G18730.1	FBpp0076526, FBpp0312411
OG0005002	AT3G20660.1	FBpp0306893, FBpp0083983, FBpp0306892, FBpp0083982
OG0005003	AT3G20810.2	FBpp0289936, FBpp0303819
OG0005004	AT3G22980.1	FBpp0075148
OG0005005	AT3G23620.1	FBpp0082984
OG0005006	AT3G24080.1	FBpp0075756
OG0005007	AT3G24495.1, AT4G02070.1	FBpp0075399
OG0005008	AT3G27325.2	FBpp0070812
OG0005009	AT3G28715.1, AT3G28710.1	FBpp0070584
OG0005011	AT5G20570.2, AT3G42830.1	FBpp0300874, FBpp0070117, FBpp0310165, FBpp0072446
OG0005014	AT3G51270.1	FBpp0084191
OG0005015	AT3G52140.4	FBpp0086380, FBpp0305372
OG0005016	AT3G53760.1	FBpp0079623
OG0005017	AT3G54470.1	FBpp0083440
OG0005020	AT4G01880.1	FBpp0081209
OG0005022	AT4G03120.1	FBpp0083134
OG0005023	AT4G03280.1, AT5G13430.1, AT5G13440.1	FBpp0077581, FBpp0306868, FBpp0306867
OG0005024	AT4G13780.1	FBpp0085809
OG0005025	AT5G67530.1, AT4G17070.1	FBpp0086323
OG0005026	AT4G17160.1, AT4G35860.1, AT4G17170.1	FBpp0085458, FBpp0307641
OG0005027	AT5G47190.1, AT4G17560.1	FBpp0081384
OG0005028	AT4G18372.1	FBpp0077315, FBpp0304730
OG0005029	AT4G19490.1	FBpp0079409
OG0005030	AT4G20350.2	FBpp0293077, FBpp0100020
OG0005031	AT4G21110.1	FBpp0073316
OG0005032	AT4G21520.1	FBpp0305599, FBpp0312024
OG0005033	AT4G24830.1	FBpp0307951, FBpp0081197
OG0005034	AT4G26750.1	FBpp0072691
OG0005035	AT4G29735.2	FBpp0075098, FBpp0293796
OG0005036	AT4G29830.1	FBpp0081650
OG0005037	AT4G34910.1	FBpp0310396, FBpp0076917
OG0005039	AT4G38240.1	FBpp0085571
OG0005040	AT4G38630.1	FBpp0305644, FBpp0078024
OG0005041	AT5G01960.1	FBpp0289929
OG0005042	AT5G03750.1	FBpp0075105, FBpp0305787
OG0005043	AT5G04600.1	FBpp0083659
OG0005044	AT5G05010.1	FBpp0291138, FBpp0070355
OG0005045	AT5G05080.1	FBpp0074250, FBpp0312005, FBpp0099891, FBpp0309497
OG0005046	AT5G06410.1	FBpp0111355
OG0005047	AT5G08180.1	FBpp0305289, FBpp0075448
OG0005048	AT5G08550.1, AT5G09210.1	FBpp0306728, FBpp0293858
OG0005049	AT5G39900.1	FBpp0099977
OG0005050	AT5G09860.1	FBpp0078316
OG0005051	AT5G09910.1, AT5G64813.1	FBpp0074107
OG0005052	AT5G11030.2	FBpp0088000
OG0005053	AT5G14600.1	FBpp0084342, FBpp0312340
OG0005054	AT5G15550.1	FBpp0079780, FBpp0305675
OG0005055	AT5G15920.1	FBpp0290815, FBpp0305646, FBpp0305647, FBpp0290816
OG0005056	AT5G16260.1	FBpp0078053, FBpp0078054
OG0005057	AT5G16690.1	FBpp0086881, FBpp0086882
OG0005058	AT5G19130.1	FBpp0070795
OG0005059	AT5G19460.1, AT5G19470.2	FBpp0289927, FBpp0112428, FBpp0289928, FBpp0289926, FBpp0112427, FBpp0311162
OG0005060	AT5G19990.1, AT5G20000.1	FBpp0085042, FBpp0076890
OG0005061	AT5G22100.1	FBpp0073651
OG0005062	AT5G22110.1	FBpp0076789
OG0005063	AT5G37340.2, AT5G22480.1	FBpp0071277
OG0005064	AT5G22820.2	FBpp0086467
OG0005066	AT5G23140.1	FBpp0079590, FBpp0304498
OG0005067	AT5G24670.2	FBpp0085884
OG0005068	AT5G38720.2	FBpp0078857, FBpp0078856
OG0005069	AT5G39410.1	FBpp0078470, FBpp0078471, FBpp0078472, FBpp0082055
OG0005070	AT5G41190.1	FBpp0309414, FBpp0071365
OG0005071	AT5G42850.1	FBpp0310197, FBpp0070484, FBpp0078728, FBpp0303003, FBpp0303002
OG0005072	AT5G43500.1	FBpp0074318
OG0005073	AT5G46280.1	FBpp0309417, FBpp0070729
OG0005075	AT5G51660.1	FBpp0089163, FBpp0088317
OG0005076	AT5G54440.1	FBpp0082592
OG0005077	AT5G56130.1	FBpp0081350
OG0005078	AT5G57160.1	FBpp0073678
OG0005079	AT5G58410.1	FBpp0074742
OG0005080	AT5G61220.1	FBpp0070415
OG0005081	AT5G61330.2	FBpp0078929
OG0005082	AT5G61540.1	FBpp0071652, FBpp0085745, FBpp0308484
OG0005083	AT5G63010.1	FBpp0070949
OG0005084	AT5G64050.1	FBpp0075169
OG0005085	AT5G64670.1	FBpp0077885
OG0005086	AT5G65490.1	FBpp0072781
OG0005567	AT1G01880.1	FBpp0076879
OG0005569	AT1G02140.1	FBpp0071497
OG0005570	AT1G02145.3	FBpp0081608
OG0005572	AT1G02970.1	FBpp0304607, FBpp0078999
OG0005576	AT1G04290.1, AT2G29590.1, AT3G61200.1	FBpp0291626, FBpp0072807, FBpp0072806
OG0005577	AT2G36310.1, AT1G05620.1	FBpp0311948, FBpp0073677, FBpp0309345, FBpp0073643, FBpp0079964
OG0005579	AT1G06560.1	FBpp0078203, FBpp0078204
OG0005584	AT1G07980.1	FBpp0308688, FBpp0073475
OG0005585	AT5G26110.1, AT1G08120.1	FBpp0076883
OG0005586	AT1G08190.1	FBpp0110417, FBpp0305699, FBpp0310509, FBpp0110415
OG0005591	AT1G11110.1, AT4G09300.4, AT1G61150.10	FBpp0086074, FBpp0074386
OG0005594	AT1G11520.1, AT4G21660.3	FBpp0307457, FBpp0077353
OG0005595	AT1G11890.1	FBpp0301847, FBpp0070136
OG0005596	AT1G12230.2	FBpp0072050
OG0005598	AT1G12270.1, AT1G62740.1, AT4G12400.2	FBpp0077790
OG0005599	AT1G12730.1, AT1G63110.1	FBpp0079294
OG0005603	AT1G15130.1	FBpp0084610
OG0005605	AT1G16020.1, AT1G80910.1	FBpp0073036
OG0005606	AT1G16040.1	FBpp0074714
OG0005608	AT1G16470.1, AT1G79210.1	FBpp0082062
OG0005609	AT1G19120.1, AT3G14080.1	FBpp0071553
OG0005611	AT1G19340.1	FBpp0307589
OG0005613	AT1G76860.1, AT1G21190.1	FBpp0289873, FBpp0083893
OG0005620	AT1G24510.1	FBpp0087096, FBpp0087095
OG0005622	AT2G46230.1, AT1G26530.1	FBpp0079470
OG0005624	AT5G01400.1, AT1G27595.1	FBpp0078372
OG0005625	AT1G27980.1	FBpp0086158, FBpp0086159
OG0005627	AT1G29260.1	FBpp0076295, FBpp0271836
OG0005628	AT1G29880.1	FBpp0306062, FBpp0075386, FBpp0075385
OG0005631	AT5G66470.1, AT1G30960.1	FBpp0082163
OG0005633	AT1G32270.1, AT5G16830.1, AT5G46860.1, AT4G17730.2	FBpp0078008, FBpp0078007
OG0005634	AT1G43690.1	FBpp0074418, FBpp0309678
OG0005637	AT1G48310.2	FBpp0078631
OG0005641	AT1G49170.1	FBpp0072970
OG0005642	AT1G49340.1, AT1G51040.1	FBpp0297987, FBpp0303977
OG0005643	AT1G49910.1, AT3G19590.1	FBpp0308293, FBpp0084831
OG0005644	AT1G50240.2	FBpp0074373
OG0005645	AT3G20060.1, AT1G50490.1	FBpp0075690
OG0005647	AT1G79990.1, AT3G15980.5, AT1G52360.2	FBpp0080048
OG0005649	AT2G28920.1, AT3G60220.1, AT1G53010.1, AT3G47990.1	FBpp0088192, FBpp0305836
OG0005650	AT1G53690.1, AT5G41010.1	FBpp0111294
OG0005654	AT1G55805.1	FBpp0084043
OG0005658	AT1G63660.1	FBpp0290556, FBpp0310411
OG0005659	AT1G63780.1	FBpp0084144
OG0005660	AT1G63980.1	FBpp0085566, FBpp0309594
OG0005662	AT1G64880.1	FBpp0110439, FBpp0110438, FBpp0110436
OG0005663	AT1G65270.1	FBpp0289334, FBpp0289335
OG0005664	AT1G65700.3	FBpp0072674
OG0005665	AT1G66520.1	FBpp0085129
OG0005666	AT1G67120.2	FBpp0302006
OG0005670	AT1G73430.1	FBpp0077262
OG0005672	AT1G74970.1, AT3G49080.1	FBpp0081263
OG0005674	AT1G77180.1	FBpp0071285, FBpp0305943
OG0005677	AT4G21180.1, AT1G79940.1	FBpp0076558
OG0005680	AT2G03667.1	FBpp0289202
OG0005682	AT5G46290.3, AT2G04540.1	FBpp0078358
OG0005685	AT2G18040.1	FBpp0076894
OG0005686	AT2G18740.1, AT4G30330.1	FBpp0079182
OG0005687	AT2G20980.1	FBpp0081004
OG0005688	AT5G10170.1, AT2G22240.1, AT4G39800.1	FBpp0088368
OG0005689	AT2G24500.1, AT4G31420.2	FBpp0074267, FBpp0306150
OG0005690	AT2G25740.1	FBpp0081652
OG0005691	AT2G25950.1	FBpp0309440, FBpp0079975
OG0005693	AT2G26780.1	FBpp0087116
OG0005694	AT2G28100.1	FBpp0312400, FBpp0100046
OG0005696	AT2G29530.3	FBpp0071594, FBpp0071593
OG0005697	AT2G29540.3	FBpp0080704, FBpp0304829, FBpp0307611
OG0005698	AT2G30200.1	FBpp0075038
OG0005699	AT2G30920.1	FBpp0290456, FBpp0081028
OG0005700	AT2G32320.2, AT2G31580.1	FBpp0292594, FBpp0080286
OG0005703	ATCG00330.1, AT2G34520.1	FBpp0311888, FBpp0074554
OG0005706	AT2G38020.1	FBpp0081459
OG0005707	AT2G39090.1	FBpp0070908, FBpp0070907
OG0005708	AT2G40430.2	FBpp0071193
OG0005711	AT2G43320.1, AT4G14000.1	FBpp0077335
OG0005712	AT2G43400.1	FBpp0087472, FBpp0300657
OG0005713	AT3G60150.1, AT2G44525.1	FBpp0072037
OG0005714	AT2G45790.1	FBpp0075693
OG0005715	AT2G47090.1, AT3G62240.1	FBpp0072214
OG0005716	AT2G47990.1	FBpp0070382
OG0005718	AT3G02530.1, AT5G16070.1	FBpp0073902
OG0005719	AT3G02660.1	FBpp0072334
OG0005720	AT3G02710.1	FBpp0081493
OG0005721	ATCG00160.1, AT3G03600.1	FBpp0077099
OG0005722	AT5G18180.1, AT3G03920.1	FBpp0071562
OG0005723	AT3G04500.1	FBpp0078402
OG0005724	AT3G04780.1	FBpp0076804
OG0005725	AT3G05070.1	FBpp0084929
OG0005726	AT5G27430.1, AT3G05230.1	FBpp0293581, FBpp0083949
OG0005727	AT3G05680.1	FBpp0071946
OG0005728	AT3G06530.4	FBpp0078971
OG0005729	AT3G07050.1	FBpp0082867
OG0005730	AT3G07300.3	FBpp0070457
OG0005732	AT3G09660.1	FBpp0082647, FBpp0306662
OG0005733	AT3G61010.1, AT3G11040.3, AT5G05460.1	FBpp0074206, FBpp0074205
OG0005734	AT3G20050.1	FBpp0083684, FBpp0083683
OG0005735	AT4G14040.1, AT4G14030.1, AT3G23800.1	FBpp0082183
OG0005736	AT3G27000.1	FBpp0302793, FBpp0074070, FBpp0111781
OG0005737	AT3G44330.1	FBpp0079578
OG0005738	AT3G45770.1	FBpp0086748, FBpp0308976
OG0005739	AT3G45880.1	FBpp0075567
