Orthogroup	fly	yeast
OG0001646	FBpp0075257, FBpp0306003, FBpp0306004, FBpp0306002, FBpp0112564	YKL160W_mRNA
OG0001651	FBpp0311990, FBpp0084939, FBpp0082095, FBpp0082098, FBpp0082099, FBpp0082097, FBpp0082096, FBpp0082064, FBpp0075926, FBpp0082205, FBpp0084937	YGL055W_mRNA
OG0001656	FBpp0071578, FBpp0071579	YDR017C_mRNA
OG0001659	FBpp0072640	YDR198C_mRNA
OG0001663	FBpp0306009, FBpp0074644, FBpp0074642, FBpp0074643	YOR344C_mRNA
OG0001672	FBpp0082246	YJL044C_mRNA
OG0001678	FBpp0088311, FBpp0084146	YCR065W_mRNA
OG0001684	FBpp0087939, FBpp0087940	YKL184W_mRNA
OG0001687	FBpp0305167, FBpp0112913, FBpp0290850, FBpp0112914	YPR015C_mRNA
OG0001717	FBpp0307198, FBpp0081906	YOR143C_mRNA
OG0001722	FBpp0070025	YER078C_mRNA
OG0001722	FBpp0311237, FBpp0082069	YFR006W_mRNA
OG0001723	FBpp0303728, FBpp0311640, FBpp0085314	YPL079W_mRNA, YBR191W_mRNA
OG0001724	FBpp0086320, FBpp0086317, FBpp0086319	YKL080W_mRNA
OG0001725	FBpp0088486, FBpp0310686, FBpp0088980, FBpp0310687, FBpp0310685, FBpp0088485	YHR002W_mRNA
OG0001728	FBpp0302818, FBpp0082929	YER100W_mRNA
OG0001729	FBpp0110309, FBpp0085679, FBpp0085678, FBpp0303281	YKR002W_mRNA
OG0001730	FBpp0306018, FBpp0312148, FBpp0076227	YGL216W_mRNA
OG0001731	FBpp0082692, FBpp0291706	YFR037C_mRNA, YJL176C_mRNA
OG0001733	FBpp0088409, FBpp0088411, FBpp0088410, FBpp0088408, FBpp0307859	YHL014C_mRNA, YBR025C_mRNA
OG0001734	FBpp0071849	YML014W_mRNA
OG0001737	FBpp0310399, FBpp0310400, FBpp0080853, FBpp0312559	YLR377C_mRNA
OG0001738	FBpp0073508, FBpp0083841, FBpp0083840, FBpp0083839, FBpp0083838	YER163C_mRNA
OG0001743	FBpp0073675, FBpp0073676, FBpp0310009	YHR074W_mRNA
OG0001744	FBpp0071596	YER148W_mRNA
OG0001745	FBpp0312575, FBpp0081284	YOR035C_mRNA
OG0001746	FBpp0077420, FBpp0303563, FBpp0077419, FBpp0303560, FBpp0303561, FBpp0303562, FBpp0306279	YCR012W_mRNA
OG0001747	FBpp0078633	YPR110C_mRNA
OG0001748	FBpp0311965, FBpp0078350, FBpp0078349	YOR332W_mRNA
OG0001750	FBpp0087082, FBpp0297204	YMR076C_mRNA
OG0001752	FBpp0077424, FBpp0307166	YKR001C_mRNA, YLL001W_mRNA
OG0001753	FBpp0292532, FBpp0084088	YOR274W_mRNA
OG0001758	FBpp0079838, FBpp0078078, FBpp0073667, FBpp0078079, FBpp0076771	YHR210C_mRNA, YNR071C_mRNA
OG0001759	FBpp0079949	YDR120C_mRNA
OG0001760	FBpp0077364, FBpp0077366, FBpp0304733, FBpp0077367, FBpp0304732	YEL042W_mRNA
OG0001761	FBpp0086578	YML095C_mRNA
OG0001763	FBpp0081343	YMR156C_mRNA
OG0001765	FBpp0306149, FBpp0070084, FBpp0070085, FBpp0099908, FBpp0099909	YML067C_mRNA
OG0001766	FBpp0290653, FBpp0304951	YBR296C_mRNA
OG0001768	FBpp0077501, FBpp0099923	YPR160W_mRNA
OG0001769	FBpp0075461, FBpp0300819, FBpp0075462, FBpp0085615, FBpp0309579, FBpp0309580	YER053C_mRNA
OG0001770	FBpp0301191, FBpp0072688, FBpp0072689, FBpp0292226, FBpp0072690, FBpp0311152	YDR482C_mRNA
OG0001771	FBpp0072061	YJL024C_mRNA
OG0001772	FBpp0074497, FBpp0074496, FBpp0303585	YLR396C_mRNA
OG0001773	FBpp0086468, FBpp0311750, FBpp0308493	YEL051W_mRNA
OG0001776	FBpp0080535, FBpp0296963	YOR007C_mRNA
OG0001778	FBpp0072158, FBpp0298003	YKL059C_mRNA
OG0001779	FBpp0303285	YOL008W_mRNA
OG0001780	FBpp0082065	YPR180W_mRNA
OG0001782	FBpp0304012, FBpp0304013, FBpp0080475	YPL104W_mRNA
OG0001783	FBpp0073387	YDL140C_mRNA
OG0001783	FBpp0290035	YOR116C_mRNA
OG0001785	FBpp0078020, FBpp0290416, FBpp0290415, FBpp0078022, FBpp0078017, FBpp0078015, FBpp0078019, FBpp0078021, FBpp0078018	YCL039W_mRNA
OG0001786	FBpp0072415, FBpp0305064, FBpp0072416, FBpp0072417	YNL267W_mRNA
OG0001790	FBpp0087463, FBpp0422664	YBR261C_mRNA
OG0001792	FBpp0089003, FBpp0088542, FBpp0305035, FBpp0305034	YKR092C_mRNA
OG0001793	FBpp0088511, FBpp0306196, FBpp0306195	YDR507C_mRNA, YCL024W_mRNA
OG0001794	FBpp0311253, FBpp0076020, FBpp0072855	YLR380W_mRNA
OG0001798	FBpp0071033, FBpp0298274	YOR090C_mRNA
OG0001800	FBpp0075916	YJR036C_mRNA
OG0001803	FBpp0077038, FBpp0077040, FBpp0077039, FBpp0301178, FBpp0301177, FBpp0077041, FBpp0308590, FBpp0308589, FBpp0352241	YER144C_mRNA, YDR069C_mRNA
OG0001822	FBpp0087535, FBpp0291386, FBpp0304288	YHR001W_mRNA
OG0001869	FBpp0294011, FBpp0080320	YDR435C_mRNA
OG0001870	FBpp0074532, FBpp0304759, FBpp0304760, FBpp0304758, FBpp0311700, FBpp0080033, FBpp0080059	YPR131C_mRNA
OG0001876	FBpp0078416	YOR234C_mRNA, YPL143W_mRNA
OG0001877	FBpp0080616, FBpp0111920, FBpp0076934, FBpp0305904, FBpp0305902	YER009W_mRNA
OG0001878	FBpp0077144	YBR212W_mRNA, YHR086W_mRNA
OG0001879	FBpp0072455, FBpp0297771	YBR019C_mRNA
OG0001880	FBpp0077832, FBpp0077833, FBpp0077834, FBpp0077835, FBpp0077836, FBpp0077831, FBpp0304201, FBpp0304202	YBR143C_mRNA
OG0001881	FBpp0074076, FBpp0310007	YNL323W_mRNA, YNR048W_mRNA, YCR094W_mRNA
OG0001883	FBpp0080675	YDR263C_mRNA, YOR033C_mRNA
OG0001886	FBpp0082139, FBpp0082140, FBpp0290875	YBR127C_mRNA
OG0001889	FBpp0083891, FBpp0300835, FBpp0300836	YML001W_mRNA
OG0001892	FBpp0312099, FBpp0312098, FBpp0088438	YML022W_mRNA, YDR441C_mRNA
OG0001894	FBpp0086103	YOR312C_mRNA, YMR242C_mRNA
OG0001895	FBpp0311691, FBpp0305165	YAL003W_mRNA
OG0001901	FBpp0077333	YKL012W_mRNA
OG0001905	FBpp0087307	YGR200C_mRNA
OG0001906	FBpp0085414, FBpp0085413, FBpp0311260, FBpp0110537	YDR430C_mRNA
OG0001907	FBpp0081743, FBpp0081742, FBpp0296942, FBpp0099494, FBpp0081741	YBR084W_mRNA, YGR204W_mRNA
OG0001908	FBpp0083774, FBpp0088988, FBpp0088990, FBpp0307192, FBpp0088496	YAL062W_mRNA, YOR375C_mRNA
OG0001911	FBpp0086676, FBpp0086677, FBpp0294063, FBpp0086678	YDR311W_mRNA
OG0001912	FBpp0072407, FBpp0312448, FBpp0070474, FBpp0085289	YPL063W_mRNA
OG0001913	FBpp0085201, FBpp0303146	YOL013C_mRNA
OG0001914	FBpp0072569, FBpp0304248, FBpp0072570	YKL192C_mRNA
OG0001915	FBpp0073874, FBpp0073875	YPR113W_mRNA
OG0001916	FBpp0079631, FBpp0307937, FBpp0079630, FBpp0079629, FBpp0079622, FBpp0307933, FBpp0293073, FBpp0307932	YGR169C_mRNA, YOL066C_mRNA, YDL036C_mRNA
OG0001917	FBpp0300988, FBpp0070443	YNR036C_mRNA
OG0001918	FBpp0075801, FBpp0085738, FBpp0085737, FBpp0085736	YJL045W_mRNA, YKL148C_mRNA
OG0001919	FBpp0076600, FBpp0305561	YBL084C_mRNA
OG0001921	FBpp0087583, FBpp0308600	YKL210W_mRNA
OG0001922	FBpp0303780, FBpp0303778, FBpp0084306, FBpp0303779	YHR010W_mRNA, YDR471W_mRNA
OG0001923	FBpp0072625	YGR202C_mRNA
OG0001924	FBpp0082803	YNL315C_mRNA
OG0001925	FBpp0071533, FBpp0088517, FBpp0070963	YGL205W_mRNA
OG0001928	FBpp0079462, FBpp0311454, FBpp0307472	YBL091C_mRNA
OG0001929	FBpp0292404	YJR033C_mRNA
OG0001930	FBpp0081412	YOR226C_mRNA, YPL135W_mRNA
OG0001932	FBpp0075245	YML054C_mRNA
OG0001933	FBpp0087733	YIL044C_mRNA
OG0001935	FBpp0077357	YBR073W_mRNA, YGL163C_mRNA
OG0001936	FBpp0088069	YBL058W_mRNA
OG0001937	FBpp0070057, FBpp0070058, FBpp0070059, FBpp0070060, FBpp0070061	YBR229C_mRNA
OG0001938	FBpp0080389, FBpp0080390	YLR026C_mRNA
OG0001939	FBpp0309143, FBpp0074058	YMR022W_mRNA
OG0001939	FBpp0082303, FBpp0303976, FBpp0303975, FBpp0110481	YDR054C_mRNA
OG0001941	FBpp0080564	YOL005C_mRNA
OG0001944	FBpp0084110	YIL097W_mRNA
OG0001945	FBpp0074609	YBL050W_mRNA
OG0001947	FBpp0099583, FBpp0072166, FBpp0289464, FBpp0290083	YLR175W_mRNA
OG0001949	FBpp0071283	YDL120W_mRNA
OG0001950	FBpp0079443, FBpp0307465	YEL026W_mRNA
OG0001951	FBpp0081812, FBpp0289654, FBpp0312178, FBpp0081002, FBpp0310408	YLR304C_mRNA
OG0001952	FBpp0303526, FBpp0077516, FBpp0292511	YJR099W_mRNA
OG0001955	FBpp0082832, FBpp0083432	YBR061C_mRNA
OG0001956	FBpp0309230, FBpp0289058, FBpp0099918	YHR018C_mRNA
OG0001957	FBpp0311225, FBpp0290343, FBpp0112554, FBpp0112552, FBpp0112553	YDR005C_mRNA
OG0001960	FBpp0309151, FBpp0309150, FBpp0073327, FBpp0073328	YLR293C_mRNA, YOR185C_mRNA
OG0001961	FBpp0099511, FBpp0078478	YOR217W_mRNA
OG0001963	FBpp0113091, FBpp0075982	YIL143C_mRNA
OG0001965	FBpp0304616, FBpp0077784, FBpp0304615	YDL234C_mRNA
OG0001969	FBpp0082048, FBpp0113057, FBpp0082042, FBpp0082046, FBpp0082045, FBpp0082041, FBpp0082044, FBpp0082043, FBpp0082047, FBpp0082078, FBpp0310668, FBpp0082077, FBpp0099824, FBpp0310669, FBpp0082079	YNL229C_mRNA
OG0001980	FBpp0074664	YDR517W_mRNA
OG0001986	FBpp0075680, FBpp0075681	YNL243W_mRNA
OG0001999	FBpp0099887, FBpp0087358, FBpp0297357, FBpp0312425, FBpp0087357, FBpp0303464	YGL227W_mRNA
OG0002000	FBpp0087546, FBpp0087543, FBpp0087539, FBpp0087545, FBpp0290074, FBpp0087542, FBpp0087544, FBpp0087540, FBpp0087541, FBpp0087547	YGL062W_mRNA, YBR218C_mRNA
OG0002006	FBpp0312189	YJR044C_mRNA
OG0002048	FBpp0070680, FBpp0070678, FBpp0070679, FBpp0070677, FBpp0070676	YER178W_mRNA
OG0002049	FBpp0111586, FBpp0291332, FBpp0293496, FBpp0111584, FBpp0111585, FBpp0308486	YCR093W_mRNA
OG0002050	FBpp0084691, FBpp0084692, FBpp0084694, FBpp0112211, FBpp0112213	YML046W_mRNA
OG0002054	FBpp0082547, FBpp0082546	YDR036C_mRNA
OG0002058	FBpp0082483, FBpp0075764	YPL220W_mRNA, YGL135W_mRNA
OG0002061	FBpp0082542, FBpp0306656	YHR011W_mRNA
OG0002062	FBpp0308325, FBpp0084940	YBL036C_mRNA
OG0002064	FBpp0073235	YHR163W_mRNA, YGR248W_mRNA
OG0002066	FBpp0076872	YPR088C_mRNA
OG0002067	FBpp0084907, FBpp0084906, FBpp0084905	YBR039W_mRNA
OG0002070	FBpp0080002, FBpp0080010, FBpp0307601, FBpp0080001, FBpp0294002, FBpp0307596, FBpp0080000, FBpp0079999, FBpp0307597	YDL185W_mRNA
OG0002071	FBpp0079809	YER081W_mRNA, YIL074C_mRNA
OG0002072	FBpp0302807, FBpp0083858	YLR207W_mRNA
OG0002073	FBpp0085165, FBpp0085166	YLR448W_mRNA, YML073C_mRNA
OG0002078	FBpp0309164, FBpp0082149, FBpp0292148	YLR097C_mRNA
OG0002079	FBpp0309476, FBpp0074518, FBpp0074517	YNL241C_mRNA
OG0002080	FBpp0087692, FBpp0291673, FBpp0291674	YIL134W_mRNA
OG0002083	FBpp0079612, FBpp0079613, FBpp0079611	YBL040C_mRNA
OG0002085	FBpp0084307	YNL003C_mRNA
OG0002086	FBpp0081823, FBpp0081822, FBpp0307759	YOR063W_mRNA
OG0002087	FBpp0076000, FBpp0076001	YER154W_mRNA
OG0002091	FBpp0086371, FBpp0086370	YLR027C_mRNA
OG0002092	FBpp0070368, FBpp0303827	YGR256W_mRNA, YHR183W_mRNA
OG0002093	FBpp0075422, FBpp0075068	YFR052W_mRNA
OG0002095	FBpp0308666, FBpp0070278, FBpp0070277, FBpp0308665	YLR048W_mRNA, YGR214W_mRNA
OG0002096	FBpp0078851, FBpp0078850, FBpp0078852	YGR061C_mRNA
OG0002097	FBpp0077740	YKL100C_mRNA
OG0002098	FBpp0076207	YML024W_mRNA, YDR447C_mRNA
OG0002099	FBpp0072802, FBpp0072801	YIL018W_mRNA, YFR031C-A_mRNA
OG0002105	FBpp0300391, FBpp0082464	YHR026W_mRNA
OG0002106	FBpp0081703, FBpp0307977	YMR189W_mRNA
OG0002107	FBpp0081447	YMR114C_mRNA
OG0002108	FBpp0309092, FBpp0070432	YBL063W_mRNA
OG0002108	FBpp0072616	YEL061C_mRNA
OG0002109	FBpp0293866, FBpp0290882	YNL250W_mRNA
OG0002111	FBpp0293342, FBpp0293341, FBpp0293343, FBpp0290694, FBpp0290695	YLR045C_mRNA
OG0002113	FBpp0076706, FBpp0304173	YLR247C_mRNA
OG0002114	FBpp0289843, FBpp0083457	YPL117C_mRNA
OG0002117	FBpp0082570	YOR115C_mRNA
OG0002118	FBpp0076281, FBpp0076280, FBpp0076282, FBpp0292326	YBR020W_mRNA, YDR009W_mRNA
OG0002121	FBpp0082705, FBpp0310460	YOL112W_mRNA, YNL293W_mRNA
OG0002122	FBpp0073967, FBpp0089398, FBpp0308531, FBpp0089397, FBpp0111709, FBpp0111710, FBpp0073966	YGL206C_mRNA
OG0002123	FBpp0087045	YNL061W_mRNA
OG0002125	FBpp0072169	YGL141W_mRNA
OG0002127	FBpp0298309, FBpp0401600, FBpp0072976	YBR058C_mRNA
OG0002128	FBpp0080257	YBR236C_mRNA
OG0002130	FBpp0082309, FBpp0100064, FBpp0099895, FBpp0099893	YPR073C_mRNA
OG0002131	FBpp0085529	YNR032C-A_mRNA
OG0002132	FBpp0079745, FBpp0303623, FBpp0303622, FBpp0079746	YBR252W_mRNA
OG0002133	FBpp0082457	YGR046W_mRNA
OG0002134	FBpp0311240, FBpp0309475, FBpp0074514, FBpp0087119, FBpp0085607	YDR086C_mRNA
OG0002135	FBpp0099759	YBR101C_mRNA
OG0002136	FBpp0298012, FBpp0307719, FBpp0307720	YBL055C_mRNA
OG0002137	FBpp0073017	YDL015C_mRNA
OG0002139	FBpp0076695	YAL002W_mRNA
OG0002140	FBpp0084044	YER014W_mRNA
OG0002142	FBpp0080513, FBpp0309160, FBpp0081589, FBpp0081587, FBpp0081588, FBpp0306718, FBpp0306719	YHR162W_mRNA, YGR243W_mRNA
OG0002143	FBpp0086290, FBpp0309065, FBpp0086293, FBpp0086292, FBpp0086291, FBpp0086289	YML126C_mRNA
OG0002144	FBpp0075348	YPL122C_mRNA
OG0002149	FBpp0072486, FBpp0305465, FBpp0305464	YER151C_mRNA
OG0002151	FBpp0312009, FBpp0300996, FBpp0074189	YGR184C_mRNA, YLR024C_mRNA
OG0002152	FBpp0087227	YOR253W_mRNA
OG0002154	FBpp0309891, FBpp0111637	YER183C_mRNA
OG0002155	FBpp0074544, FBpp0290523, FBpp0290522, FBpp0074546, FBpp0310187, FBpp0074545, FBpp0076535	YHR172W_mRNA
OG0002156	FBpp0080284	YKR071C_mRNA
OG0002157	FBpp0290701, FBpp0083650	YML094W_mRNA
OG0002158	FBpp0289671, FBpp0081376	YKL216W_mRNA
OG0002159	FBpp0305315, FBpp0086997	YMR208W_mRNA
OG0002161	FBpp0079802	YMR224C_mRNA
OG0002162	FBpp0079874	YCL017C_mRNA
OG0002165	FBpp0075971	YER152C_mRNA
OG0002173	FBpp0072660	YDR168W_mRNA
OG0002183	FBpp0308687, FBpp0076921, FBpp0308686, FBpp0087803	YHR004C_mRNA
OG0002190	FBpp0082111, FBpp0082110	YOR357C_mRNA
OG0002191	FBpp0082571	YGR284C_mRNA
OG0002201	FBpp0099993, FBpp0099992	YDR208W_mRNA
OG0002203	FBpp0100141, FBpp0100138, FBpp0100140	YDR372C_mRNA
OG0002204	FBpp0110594, FBpp0291582	YLR238W_mRNA, YDR200C_mRNA
OG0002279	FBpp0074691, FBpp0304464	YNL161W_mRNA
OG0002282	FBpp0305470, FBpp0074709	YGL112C_mRNA
OG0002283	FBpp0078205, FBpp0304361	YLR005W_mRNA
OG0002285	FBpp0079306, FBpp0310071	YKR060W_mRNA, YHR052W_mRNA
OG0002287	FBpp0310397, FBpp0080827	YBL021C_mRNA
OG0002288	FBpp0084133	YML012W_mRNA
OG0002292	FBpp0311693, FBpp0308504, FBpp0087520, FBpp0311694	YOR175C_mRNA
OG0002299	FBpp0081861, FBpp0306423	YMR284W_mRNA
OG0002300	FBpp0303906, FBpp0303909, FBpp0303908, FBpp0303910, FBpp0303907	YPR091C_mRNA
OG0002301	FBpp0076185	YGR208W_mRNA
OG0002305	FBpp0071047	YBR159W_mRNA
OG0002306	FBpp0291530, FBpp0290326, FBpp0290325, FBpp0291531, FBpp0290323, FBpp0290324	YBR187W_mRNA
OG0002309	FBpp0085308	YKL125W_mRNA
OG0002310	FBpp0308834, FBpp0078899, FBpp0078898	YDL103C_mRNA
OG0002312	FBpp0306724, FBpp0083508	YIR002C_mRNA
OG0002313	FBpp0080723, FBpp0309280, FBpp0291653	YGL030W_mRNA
OG0002316	FBpp0087187, FBpp0087186	YPR004C_mRNA
OG0002317	FBpp0084434, FBpp0306426	YOL012C_mRNA
OG0002320	FBpp0072694, FBpp0072693	YDL145C_mRNA
OG0002321	FBpp0312164, FBpp0076411	YBR029C_mRNA
OG0002324	FBpp0075999	YHR122W_mRNA
OG0002326	FBpp0086205	YCR024C_mRNA
OG0002328	FBpp0077549, FBpp0304020	YIL034C_mRNA
OG0002330	FBpp0074146	YBR086C_mRNA
OG0002332	FBpp0084012	YMR023C_mRNA
OG0002333	FBpp0072330	YPR162C_mRNA
OG0002336	FBpp0078433	YPR187W_mRNA
OG0002337	FBpp0070045	YMR231W_mRNA
OG0002338	FBpp0390634	Q0120_mRNA, Q0105_mRNA
OG0002339	FBpp0088055, FBpp0311783	YPR019W_mRNA
OG0002340	FBpp0071847	YDL167C_mRNA
OG0002341	FBpp0086107	YGL240W_mRNA
OG0002342	FBpp0081763, FBpp0291412	YDR183W_mRNA
OG0002343	FBpp0087437	YCR087C-A_mRNA
OG0002348	FBpp0293882, FBpp0307999, FBpp0081430, FBpp0079399	YBR135W_mRNA
OG0002349	FBpp0085209, FBpp0085208, FBpp0085210	YOR176W_mRNA
OG0002351	FBpp0070150, FBpp0070152, FBpp0070151, FBpp0311481, FBpp0070153	YPL249C-A_mRNA, YMR194W_mRNA
OG0002353	FBpp0070766, FBpp0311779, FBpp0070767	YDL136W_mRNA, YDL191W_mRNA
OG0002354	FBpp0073906	YGR220C_mRNA
OG0002357	FBpp0071461	YKL007W_mRNA
OG0002358	FBpp0081820, FBpp0312492	YKL056C_mRNA
OG0002360	FBpp0077316	YPR176C_mRNA
OG0002361	FBpp0310515, FBpp0074129	YDR280W_mRNA
OG0002362	FBpp0070543, FBpp0303999	YNL040W_mRNA
OG0002363	FBpp0088839, FBpp0088843, FBpp0290736, FBpp0289789, FBpp0088840, FBpp0088844, FBpp0088841	YNL128W_mRNA
OG0002364	FBpp0072557	YML097C_mRNA
OG0002365	FBpp0081640, FBpp0081639, FBpp0308776, FBpp0291086, FBpp0291087	YHR058C_mRNA
OG0002366	FBpp0071451	YGR135W_mRNA
OG0002367	FBpp0304598, FBpp0080825	YNL088W_mRNA
OG0002368	FBpp0078759	YGR255C_mRNA
OG0002369	FBpp0304879, FBpp0311121, FBpp0110424, FBpp0110421	YPL131W_mRNA
OG0002370	FBpp0312584, FBpp0078598	YKL041W_mRNA
OG0002371	FBpp0083371	YHL015W_mRNA
OG0002372	FBpp0077625	YHR012W_mRNA
OG0002374	FBpp0070670, FBpp0304569, FBpp0310168	YGR261C_mRNA
OG0002375	FBpp0085889, FBpp0311547	YAL012W_mRNA, YGL184C_mRNA
OG0002377	FBpp0306619, FBpp0306618, FBpp0085148	YDR283C_mRNA
OG0002378	FBpp0080062, FBpp0306796	YGR195W_mRNA
OG0002378	FBpp0074687	YGR158C_mRNA
OG0002380	FBpp0300435	YPL183C_mRNA
OG0002385	FBpp0083921, FBpp0083923, FBpp0083922	YNL169C_mRNA
OG0002386	FBpp0113047, FBpp0084960, FBpp0084958, FBpp0084959	YBL092W_mRNA
OG0002387	FBpp0070177, FBpp0083912	YKL058W_mRNA
OG0002388	FBpp0077609, FBpp0077143, FBpp0110109, FBpp0077611	YKL033W-A_mRNA
OG0002389	FBpp0087138	YPR085C_mRNA
OG0002390	FBpp0304873	YEL044W_mRNA
OG0002392	FBpp0083137, FBpp0306592	YGL080W_mRNA
OG0002395	FBpp0293054, FBpp0099642	YER112W_mRNA
OG0002396	FBpp0076756, FBpp0304369, FBpp0304370	YER146W_mRNA
OG0002398	FBpp0087004	YDL166C_mRNA
OG0002399	FBpp0076098	YPL042C_mRNA
OG0002400	FBpp0075277	YDL102W_mRNA
OG0002403	FBpp0310512, FBpp0074678, FBpp0291259, FBpp0074677	YGR019W_mRNA
OG0002406	FBpp0086072, FBpp0311789, FBpp0303028, FBpp0288492	YLR017W_mRNA
OG0002410	FBpp0071048, FBpp0309134	YML104C_mRNA
OG0002411	FBpp0071077, FBpp0290889	YML059C_mRNA
OG0002419	FBpp0072921, FBpp0072922, FBpp0072918, FBpp0072919, FBpp0072920, FBpp0303137, FBpp0303136	YMR243C_mRNA, YOR316C_mRNA
OG0002427	FBpp0303194, FBpp0075273, FBpp0305754	YOR034C_mRNA, YDR264C_mRNA
OG0002436	FBpp0079031	YDR363W-A_mRNA
OG0002440	FBpp0080775, FBpp0306291, FBpp0306292	YMR235C_mRNA
OG0002442	FBpp0100115, FBpp0292525, FBpp0292526, FBpp0100114, FBpp0082125, FBpp0309807, FBpp0306940	YOR286W_mRNA, YOR285W_mRNA
OG0002443	FBpp0082352	YGR080W_mRNA
OG0002444	FBpp0305475, FBpp0082478, FBpp0082479, FBpp0082480	YLR023C_mRNA
OG0002545	FBpp0271929, FBpp0088738, FBpp0088739	YLR242C_mRNA
OG0002546	FBpp0077716, FBpp0304265	YDL130W_mRNA, YDL081C_mRNA
OG0002550	FBpp0072312, FBpp0089141	YBR084C-A_mRNA, YBL027W_mRNA
OG0002553	FBpp0312075, FBpp0302582, FBpp0073490	YHR040W_mRNA
OG0002556	FBpp0088883	YAL015C_mRNA, YOL043C_mRNA
OG0002562	FBpp0307135, FBpp0077142, FBpp0311452	YGL103W_mRNA
OG0002563	FBpp0083420, FBpp0112171	YPL244C_mRNA
OG0002565	FBpp0084662	YOL023W_mRNA
OG0002573	FBpp0307140, FBpp0080445, FBpp0311164, FBpp0080446	YJR048W_mRNA, YEL039C_mRNA
OG0002574	FBpp0310528, FBpp0288499, FBpp0288498	YOR154W_mRNA
OG0002575	FBpp0311954, FBpp0311953, FBpp0073568	YML110C_mRNA
OG0002577	FBpp0078921, FBpp0078922, FBpp0078923	YBR242W_mRNA, YGL101W_mRNA
OG0002588	FBpp0074906, FBpp0304195	YFL018C_mRNA
OG0002592	FBpp0078086	YOR224C_mRNA
OG0002594	FBpp0074184, FBpp0306538, FBpp0112388, FBpp0289797, FBpp0306661	YLR370C_mRNA
OG0002597	FBpp0305960, FBpp0081249	YDR341C_mRNA, YHR091C_mRNA
OG0002598	FBpp0073516, FBpp0305898, FBpp0311375	YLR136C_mRNA, YDR151C_mRNA
OG0002600	FBpp0083075	YGL044C_mRNA
OG0002601	FBpp0099558, FBpp0305618, FBpp0292592, FBpp0099557, FBpp0099559, FBpp0099556, FBpp0099555, FBpp0292591, FBpp0099554	YOR208W_mRNA
OG0002602	FBpp0078095, FBpp0292338, FBpp0292339, FBpp0292337	YGR054W_mRNA
OG0002605	FBpp0303766, FBpp0082911	YDL028C_mRNA
OG0002607	FBpp0311887, FBpp0074480	YDL040C_mRNA
OG0002608	FBpp0075246	YBR254C_mRNA
OG0002609	FBpp0079536, FBpp0310250	YPL198W_mRNA, YGL076C_mRNA
OG0002610	FBpp0298344, FBpp0289097, FBpp0074989	YDR204W_mRNA
OG0002613	FBpp0071766, FBpp0309759	YMR143W_mRNA, YDL083C_mRNA
OG0002614	FBpp0311697, FBpp0077141, FBpp0307134	YNL005C_mRNA
OG0002615	FBpp0312080, FBpp0075618, FBpp0075619	YHR203C_mRNA, YJR145C_mRNA
OG0002616	FBpp0312589, FBpp0292385	YHR099W_mRNA
OG0002617	FBpp0076826	YGR277C_mRNA
OG0002619	FBpp0087978	YJL062W_mRNA
OG0002620	FBpp0298346, FBpp0083252, FBpp0310553	YMR281W_mRNA
OG0002622	FBpp0077079	YGL124C_mRNA
OG0002624	FBpp0080011	YGR172C_mRNA
OG0002625	FBpp0307012, FBpp0290295, FBpp0110188	YMR102C_mRNA, YKL121W_mRNA
OG0002626	FBpp0075088	YCL008C_mRNA
OG0002627	FBpp0083246, FBpp0083245	YJL068C_mRNA
OG0002628	FBpp0306998, FBpp0110412	YLR325C_mRNA
OG0002631	FBpp0301156, FBpp0074583	YDL104C_mRNA
OG0002633	FBpp0084267, FBpp0084266, FBpp0289954	YBR170C_mRNA
OG0002634	FBpp0074813, FBpp0082033, FBpp0077227, FBpp0077226	YPL110C_mRNA
OG0002636	FBpp0079584	YOL052C_mRNA
OG0002638	FBpp0087277, FBpp0304695	YOL087C_mRNA
OG0002639	FBpp0087536, FBpp0308496, FBpp0308497	YIL109C_mRNA, YNL049C_mRNA
OG0002640	FBpp0078688	YBR037C_mRNA, YBR024W_mRNA
OG0002641	FBpp0310057, FBpp0071295, FBpp0084966	YOR167C_mRNA, YLR264W_mRNA
OG0002642	FBpp0071142	YER082C_mRNA
OG0002643	FBpp0291625, FBpp0075516	YOL080C_mRNA
OG0002644	FBpp0087332, FBpp0304268	YBR154C_mRNA
OG0002646	FBpp0308781, FBpp0081305	YJR050W_mRNA
OG0002649	FBpp0072709, FBpp0072708	YLR427W_mRNA
OG0002650	FBpp0306740, FBpp0081614	YLR388W_mRNA, YDL061C_mRNA
OG0002651	FBpp0079484, FBpp0302626, FBpp0099517	YDL082W_mRNA, YMR142C_mRNA
OG0002652	FBpp0073720, FBpp0308524	YNR015W_mRNA
OG0002653	FBpp0300873, FBpp0288416	YMR259C_mRNA
OG0002654	FBpp0083436	YGL233W_mRNA
OG0002656	FBpp0086720	YPR047W_mRNA
OG0002657	FBpp0071993	YPR100W_mRNA
OG0002658	FBpp0083975	YPL120W_mRNA
OG0002659	FBpp0073530	YGL119W_mRNA
OG0002662	FBpp0074510, FBpp0304757	YIR026C_mRNA
OG0002663	FBpp0083861, FBpp0083860	YDR427W_mRNA
OG0002664	FBpp0076831	YGR098C_mRNA
OG0002665	FBpp0070165	YDR386W_mRNA
OG0002668	FBpp0070365, FBpp0070367, FBpp0070366	YDL178W_mRNA, YEL071W_mRNA
OG0002673	FBpp0081787	YOL135C_mRNA
