Orthogroup	fly	neurospora
OG0001684	FBpp0087939, FBpp0087940	EAA31513
OG0001687	FBpp0305167, FBpp0112913, FBpp0290850, FBpp0112914	EAA36070, EAA34812
OG0001715	FBpp0087366	EDO64970
OG0001715	FBpp0072463	EAA35503
OG0001717	FBpp0307198, FBpp0081906	EAA30156
OG0001722	FBpp0070025	EAA28656
OG0001722	FBpp0311237, FBpp0082069	ESA43463, ESA43290
OG0001723	FBpp0303728, FBpp0311640, FBpp0085314	EAA34996
OG0001724	FBpp0086320, FBpp0086317, FBpp0086319	EAA29386
OG0001725	FBpp0088486, FBpp0310686, FBpp0088980, FBpp0310687, FBpp0310685, FBpp0088485	EAA33303
OG0001728	FBpp0302818, FBpp0082929	EAA31318
OG0001729	FBpp0110309, FBpp0085679, FBpp0085678, FBpp0303281	EAA29775
OG0001730	FBpp0306018, FBpp0312148, FBpp0076227	EAA30770
OG0001731	FBpp0082692, FBpp0291706	EAA33437
OG0001733	FBpp0088409, FBpp0088411, FBpp0088410, FBpp0088408, FBpp0307859	EAA35430
OG0001736	FBpp0302956, FBpp0079978	ESA43398
OG0001737	FBpp0310399, FBpp0310400, FBpp0080853, FBpp0312559	EAA31187
OG0001738	FBpp0073508, FBpp0083841, FBpp0083840, FBpp0083839, FBpp0083838	EAA35886
OG0001743	FBpp0073675, FBpp0073676, FBpp0310009	ESA42395
OG0001744	FBpp0071596	EAA30983
OG0001745	FBpp0312575, FBpp0081284	EAA34426
OG0001746	FBpp0077420, FBpp0303563, FBpp0077419, FBpp0303560, FBpp0303561, FBpp0303562, FBpp0306279	EAA33194
OG0001747	FBpp0078633	EAA36428
OG0001748	FBpp0311965, FBpp0078350, FBpp0078349	ESA43772
OG0001750	FBpp0087082, FBpp0297204	EAA27452
OG0001752	FBpp0077424, FBpp0307166	EAA31626, EAA34832
OG0001753	FBpp0292532, FBpp0084088	EAA29598
OG0001758	FBpp0079838, FBpp0078078, FBpp0073667, FBpp0078079, FBpp0076771	EAA33930, EAA34001, EAA29708
OG0001759	FBpp0079949	EAA33134
OG0001760	FBpp0077364, FBpp0077366, FBpp0304733, FBpp0077367, FBpp0304732	EAA32253
OG0001761	FBpp0086578	EAA31095
OG0001763	FBpp0081343	EAA30326
OG0001764	FBpp0071010	EAA34865
OG0001765	FBpp0306149, FBpp0070084, FBpp0070085, FBpp0099908, FBpp0099909	EAA31847
OG0001766	FBpp0290653, FBpp0304951	ESA41860
OG0001767	FBpp0303744, FBpp0303743, FBpp0080785, FBpp0080786	EAA33049
OG0001768	FBpp0077501, FBpp0099923	EAA32930
OG0001769	FBpp0075461, FBpp0300819, FBpp0075462, FBpp0085615, FBpp0309579, FBpp0309580	ESA43769
OG0001770	FBpp0301191, FBpp0072688, FBpp0072689, FBpp0292226, FBpp0072690, FBpp0311152	EAA27902
OG0001771	FBpp0072061	EAA33980
OG0001772	FBpp0074497, FBpp0074496, FBpp0303585	EAA29657
OG0001773	FBpp0086468, FBpp0311750, FBpp0308493	EAA33469
OG0001775	FBpp0078636	EAA36030
OG0001776	FBpp0080535, FBpp0296963	EDO65234
OG0001778	FBpp0072158, FBpp0298003	EAA31662
OG0001780	FBpp0082065	ESA43421
OG0001782	FBpp0304012, FBpp0304013, FBpp0080475	EAA36480
OG0001783	FBpp0073387	EAA34861
OG0001783	FBpp0290035	EAA27335
OG0001785	FBpp0078020, FBpp0290416, FBpp0290415, FBpp0078022, FBpp0078017, FBpp0078015, FBpp0078019, FBpp0078021, FBpp0078018	EAA31627
OG0001786	FBpp0072415, FBpp0305064, FBpp0072416, FBpp0072417	EDO65106
OG0001790	FBpp0087463, FBpp0422664	EAA31785
OG0001792	FBpp0089003, FBpp0088542, FBpp0305035, FBpp0305034	EAA28426
OG0001793	FBpp0088511, FBpp0306196, FBpp0306195	EAA34556
OG0001794	FBpp0311253, FBpp0076020, FBpp0072855	ESA41826
OG0001798	FBpp0071033, FBpp0298274	EAA27954
OG0001804	FBpp0077329, FBpp0271738, FBpp0304043, FBpp0077330	EAA31426
OG0001822	FBpp0087535, FBpp0291386, FBpp0304288	ESA41908
OG0001869	FBpp0294011, FBpp0080320	EAA33427
OG0001870	FBpp0074532, FBpp0304759, FBpp0304760, FBpp0304758, FBpp0311700, FBpp0080033, FBpp0080059	EAA31518
OG0001876	FBpp0078416	EAA29082
OG0001877	FBpp0080616, FBpp0111920, FBpp0076934, FBpp0305904, FBpp0305902	EAA31056
OG0001878	FBpp0077144	EAA35688
OG0001879	FBpp0072455, FBpp0297771	EAA28283
OG0001880	FBpp0077832, FBpp0077833, FBpp0077834, FBpp0077835, FBpp0077836, FBpp0077831, FBpp0304201, FBpp0304202	EAA28060
OG0001881	FBpp0074076, FBpp0310007	EAA32295
OG0001883	FBpp0080675	EAA30315
OG0001886	FBpp0082139, FBpp0082140, FBpp0290875	EAA33929
OG0001889	FBpp0083891, FBpp0300835, FBpp0300836	EAA32251
OG0001892	FBpp0312099, FBpp0312098, FBpp0088438	EAA34491
OG0001894	FBpp0086103	ESA44130
OG0001895	FBpp0311691, FBpp0305165	EAA30389
OG0001897	FBpp0087562	EDO64916, ESA42859
OG0001899	FBpp0303858, FBpp0292146, FBpp0077468, FBpp0304015, FBpp0080485, FBpp0303517, FBpp0077469	EAA27674
OG0001900	FBpp0074426	ESA41848
OG0001901	FBpp0077333	EAA34634
OG0001902	FBpp0087313, FBpp0111977, FBpp0308551, FBpp0087311, FBpp0087314, FBpp0087312	EAA29658
OG0001903	FBpp0072056	EAA36103
OG0001904	FBpp0074548, FBpp0311859, FBpp0087318	EAA35429
OG0001905	FBpp0087307	EAA31900
OG0001906	FBpp0085414, FBpp0085413, FBpp0311260, FBpp0110537	EAA31514
OG0001907	FBpp0081743, FBpp0081742, FBpp0296942, FBpp0099494, FBpp0081741	ESA42228
OG0001908	FBpp0083774, FBpp0088988, FBpp0088990, FBpp0307192, FBpp0088496	EAA32325
OG0001910	FBpp0111743, FBpp0077985, FBpp0077984, FBpp0305479	EAA28365
OG0001911	FBpp0086676, FBpp0086677, FBpp0294063, FBpp0086678	EAA34010
OG0001912	FBpp0072407, FBpp0312448, FBpp0070474, FBpp0085289	EAA36389
OG0001913	FBpp0085201, FBpp0303146	EAA29940
OG0001914	FBpp0072569, FBpp0304248, FBpp0072570	EAA26699
OG0001915	FBpp0073874, FBpp0073875	EAA29900
OG0001916	FBpp0079631, FBpp0307937, FBpp0079630, FBpp0079629, FBpp0079622, FBpp0307933, FBpp0293073, FBpp0307932	ESA42211
OG0001917	FBpp0300988, FBpp0070443	EAA33013
OG0001918	FBpp0075801, FBpp0085738, FBpp0085737, FBpp0085736	EDO65095
OG0001919	FBpp0076600, FBpp0305561	EAA27362, EAA35971
OG0001921	FBpp0087583, FBpp0308600	EAA26907
OG0001922	FBpp0303780, FBpp0303778, FBpp0084306, FBpp0303779	EAA27375
OG0001923	FBpp0072625	EAA27317
OG0001924	FBpp0082803	EAA34986
OG0001926	FBpp0293575, FBpp0301888, FBpp0309610, FBpp0309611, FBpp0073417	ESA42964
OG0001928	FBpp0079462, FBpp0311454, FBpp0307472	EAA31716
OG0001929	FBpp0292404	ESA43653
OG0001930	FBpp0081412	EAA30802
OG0001932	FBpp0075245	EDO65219, EAA28754, EAA32664, EAA26743
OG0001933	FBpp0087733	EAA28293
OG0001935	FBpp0077357	EAA30234
OG0001936	FBpp0088069	EAA32476
OG0001937	FBpp0070057, FBpp0070058, FBpp0070059, FBpp0070060, FBpp0070061	EAA31927
OG0001938	FBpp0080389, FBpp0080390	EAA36302
OG0001939	FBpp0309143, FBpp0074058	EAA32114
OG0001939	FBpp0082303, FBpp0303976, FBpp0303975, FBpp0110481	EAA32882, EAA32318
OG0001941	FBpp0080564	ESA42468
OG0001944	FBpp0084110	EAA29792
OG0001945	FBpp0074609	EAA27644
OG0001947	FBpp0099583, FBpp0072166, FBpp0289464, FBpp0290083	EAA31591
OG0001948	FBpp0085539, FBpp0085540	EAA35274
OG0001949	FBpp0071283	EAA28958
OG0001950	FBpp0079443, FBpp0307465	EAA32181
OG0001951	FBpp0081812, FBpp0289654, FBpp0312178, FBpp0081002, FBpp0310408	EAA30551
OG0001952	FBpp0303526, FBpp0077516, FBpp0292511	ESA42897
OG0001953	FBpp0084388, FBpp0084387	EAA30651, EDO65138
OG0001954	FBpp0077934	ESA42929
OG0001955	FBpp0082832, FBpp0083432	EAA28419
OG0001956	FBpp0309230, FBpp0289058, FBpp0099918	EAA30418
OG0001957	FBpp0311225, FBpp0290343, FBpp0112554, FBpp0112552, FBpp0112553	EAA29604
OG0001960	FBpp0309151, FBpp0309150, FBpp0073327, FBpp0073328	ESA44396
OG0001961	FBpp0099511, FBpp0078478	EAA34303
OG0001963	FBpp0113091, FBpp0075982	EAA28093
OG0001964	FBpp0070006	EAA31644
OG0001965	FBpp0304616, FBpp0077784, FBpp0304615	EAA31505
OG0001969	FBpp0082048, FBpp0113057, FBpp0082042, FBpp0082046, FBpp0082045, FBpp0082041, FBpp0082044, FBpp0082043, FBpp0082047, FBpp0082078, FBpp0310668, FBpp0082077, FBpp0099824, FBpp0310669, FBpp0082079	EAA30804, EAA32029
OG0001976	FBpp0089168, FBpp0072987	EAA34872
OG0001980	FBpp0074664	EAA29925
OG0001984	FBpp0075400	EAA35404
OG0001986	FBpp0075680, FBpp0075681	EAA35004
OG0001991	FBpp0081294, FBpp0081293, FBpp0308676	EAA34293
OG0001999	FBpp0099887, FBpp0087358, FBpp0297357, FBpp0312425, FBpp0087357, FBpp0303464	EAA31596
OG0002000	FBpp0087546, FBpp0087543, FBpp0087539, FBpp0087545, FBpp0290074, FBpp0087542, FBpp0087544, FBpp0087540, FBpp0087541, FBpp0087547	EAA36400
OG0002006	FBpp0312189	EAA31657
OG0002047	FBpp0086061, FBpp0309192, FBpp0083717	EAA32662, EAA34302
OG0002048	FBpp0070680, FBpp0070678, FBpp0070679, FBpp0070677, FBpp0070676	EAA27886
OG0002049	FBpp0111586, FBpp0291332, FBpp0293496, FBpp0111584, FBpp0111585, FBpp0308486	EAA31063
OG0002050	FBpp0084691, FBpp0084692, FBpp0084694, FBpp0112211, FBpp0112213	EDO65276
OG0002054	FBpp0082547, FBpp0082546	EAA31887
OG0002058	FBpp0082483, FBpp0075764	EAA28529
OG0002061	FBpp0082542, FBpp0306656	EAA33936
OG0002062	FBpp0308325, FBpp0084940	EAA26782
OG0002064	FBpp0073235	EAA27975
OG0002066	FBpp0076872	EAA31407
OG0002067	FBpp0084907, FBpp0084906, FBpp0084905	EAA29655
OG0002069	FBpp0082645	ESA42320
OG0002070	FBpp0080002, FBpp0080010, FBpp0307601, FBpp0080001, FBpp0294002, FBpp0307596, FBpp0080000, FBpp0079999, FBpp0307597	EAA32337
OG0002071	FBpp0079809	EAA26763
OG0002072	FBpp0302807, FBpp0083858	EAA36464
OG0002073	FBpp0085165, FBpp0085166	EAA36244
OG0002074	FBpp0304872, FBpp0071164	EAA35784
OG0002078	FBpp0309164, FBpp0082149, FBpp0292148	EAA34959
OG0002079	FBpp0309476, FBpp0074518, FBpp0074517	EAA29084
OG0002080	FBpp0087692, FBpp0291673, FBpp0291674	EAA31904
OG0002081	FBpp0079577	EAA36499
OG0002083	FBpp0079612, FBpp0079613, FBpp0079611	EAA36078, EAA34376
OG0002085	FBpp0084307	EAA33207, EAA26969
OG0002086	FBpp0081823, FBpp0081822, FBpp0307759	EAA34081
OG0002087	FBpp0076000, FBpp0076001	EAA32478
OG0002090	FBpp0080423, FBpp0305671, FBpp0305670, FBpp0080424, FBpp0305672	EAA27447
OG0002091	FBpp0077537, FBpp0077536	ESA43709
OG0002091	FBpp0086371, FBpp0086370	EAA33221
OG0002092	FBpp0070368, FBpp0303827	EAA35723
OG0002093	FBpp0075422, FBpp0075068	EAA28646
OG0002095	FBpp0308666, FBpp0070278, FBpp0070277, FBpp0308665	EAA27604
OG0002096	FBpp0078851, FBpp0078850, FBpp0078852	EAA32798
OG0002097	FBpp0077740	EAA35493
OG0002098	FBpp0076207	EAA32599
OG0002099	FBpp0072802, FBpp0072801	EAA28063
OG0002105	FBpp0300391, FBpp0082464	EAA35213
OG0002106	FBpp0081703, FBpp0307977	EAA35833
OG0002107	FBpp0081447	EAA27334
OG0002108	FBpp0072616	EAA35517
OG0002109	FBpp0293866, FBpp0290882	EAA34582
OG0002111	FBpp0293342, FBpp0293341, FBpp0293343, FBpp0290694, FBpp0290695	EAA27710
OG0002112	FBpp0082508	EAA33733
OG0002113	FBpp0076706, FBpp0304173	EAA31496
OG0002114	FBpp0289843, FBpp0083457	EAA32733
OG0002117	FBpp0082570	EAA33692
OG0002118	FBpp0076281, FBpp0076280, FBpp0076282, FBpp0292326	EAA32530
OG0002121	FBpp0082705, FBpp0310460	EAA27689
OG0002122	FBpp0073967, FBpp0089398, FBpp0308531, FBpp0089397, FBpp0111709, FBpp0111710, FBpp0073966	EAA36405
OG0002123	FBpp0087045	EAA36406
OG0002125	FBpp0072169	EAA31190
OG0002127	FBpp0298309, FBpp0401600, FBpp0072976	EAA32310, EAA30801
OG0002128	FBpp0080257	EAA28374
OG0002130	FBpp0082309, FBpp0100064, FBpp0099895, FBpp0099893	EAA28803
OG0002131	FBpp0085529	ESA43509
OG0002132	FBpp0079745, FBpp0303623, FBpp0303622, FBpp0079746	EDO64923
OG0002133	FBpp0082457	EAA28270
OG0002134	FBpp0311240, FBpp0309475, FBpp0074514, FBpp0087119, FBpp0085607	EAA32047
OG0002135	FBpp0099759	EAA31494
OG0002136	FBpp0298012, FBpp0307719, FBpp0307720	EAA27581
OG0002137	FBpp0073017	EAA27061
OG0002138	FBpp0073103, FBpp0073102, FBpp0073101	EAA27887
OG0002139	FBpp0076695	EAA36449
OG0002140	FBpp0084044	ESA44110
OG0002142	FBpp0080513, FBpp0309160, FBpp0081589, FBpp0081587, FBpp0081588, FBpp0306718, FBpp0306719	EAA35325
OG0002143	FBpp0086290, FBpp0309065, FBpp0086293, FBpp0086292, FBpp0086291, FBpp0086289	EAA28325
OG0002144	FBpp0075348	EAA31249
OG0002146	FBpp0080532	EAA31738
OG0002147	FBpp0086296, FBpp0086295, FBpp0071465, FBpp0071466, FBpp0071464, FBpp0304696, FBpp0071467, FBpp0071468, FBpp0071469, FBpp0086297	EAA35900
OG0002149	FBpp0072486, FBpp0305465, FBpp0305464	EAA31344
OG0002151	FBpp0312009, FBpp0300996, FBpp0074189	EAA36098
OG0002152	FBpp0087227	EAA35501
OG0002153	FBpp0308934, FBpp0084806, FBpp0309363, FBpp0073949, FBpp0073950	EAA28356
OG0002154	FBpp0309891, FBpp0111637	EAA33151
OG0002155	FBpp0074544, FBpp0290523, FBpp0290522, FBpp0074546, FBpp0310187, FBpp0074545, FBpp0076535	EAA32831
OG0002156	FBpp0080284	EAA31725
OG0002157	FBpp0290701, FBpp0083650	EAA36114
OG0002158	FBpp0289671, FBpp0081376	EAA31728, EAA32568
OG0002159	FBpp0305315, FBpp0086997	EAA32124
OG0002161	FBpp0079802	EAA34355
OG0002162	FBpp0079874	EAA29943
OG0002165	FBpp0075971	EDO65426
OG0002173	FBpp0072660	EAA27555
OG0002181	FBpp0076348, FBpp0076376, FBpp0076378, FBpp0076377, FBpp0076349	EAA35474
OG0002183	FBpp0308687, FBpp0076921, FBpp0308686, FBpp0087803	ESA42704
OG0002184	FBpp0077975, FBpp0077974	EAA28279
OG0002190	FBpp0082111, FBpp0082110	EAA36309
OG0002191	FBpp0082571	EAA35260
OG0002203	FBpp0100141, FBpp0100138, FBpp0100140	EAA30317
OG0002204	FBpp0110594, FBpp0291582	EAA32010, EAA34844
OG0002205	FBpp0288688, FBpp0308994, FBpp0288689	EAA31091
OG0002279	FBpp0074691, FBpp0304464	EAA34498, EAA32914
OG0002282	FBpp0305470, FBpp0074709	EAA29314
OG0002283	FBpp0078205, FBpp0304361	EAA27379
OG0002284	FBpp0073656, FBpp0288742, FBpp0288741, FBpp0309251, FBpp0073657, FBpp0309252	EAA36296
OG0002285	FBpp0079306, FBpp0310071	EDO65101
OG0002287	FBpp0310397, FBpp0080827	ESA44398
OG0002288	FBpp0084133	EAA32192
OG0002292	FBpp0311693, FBpp0308504, FBpp0087520, FBpp0311694	EAA33770
OG0002299	FBpp0081861, FBpp0306423	EAA33267
OG0002300	FBpp0303906, FBpp0303909, FBpp0303908, FBpp0303910, FBpp0303907	EAA34995
OG0002301	FBpp0076185	EAA35633
OG0002305	FBpp0071047	EAA27795
OG0002306	FBpp0291530, FBpp0290326, FBpp0290325, FBpp0291531, FBpp0290323, FBpp0290324	EAA35619
OG0002309	FBpp0085308	EAA35446
OG0002310	FBpp0308834, FBpp0078899, FBpp0078898	EAA34867
OG0002312	FBpp0306724, FBpp0083508	EAA34786
OG0002313	FBpp0080723, FBpp0309280, FBpp0291653	EAA31549
OG0002316	FBpp0087187, FBpp0087186	EAA33438
OG0002317	FBpp0084434, FBpp0306426	ESA43531
OG0002319	FBpp0074330	EAA29035
OG0002320	FBpp0072694, FBpp0072693	EAA28645
OG0002321	FBpp0312164, FBpp0076411	EAA29473
OG0002322	FBpp0086535	EAA27756
OG0002323	FBpp0076200, FBpp0306000, FBpp0073471	EAA32244
OG0002324	FBpp0075999	ESA43916
OG0002326	FBpp0086205	EAA28839
OG0002328	FBpp0077549, FBpp0304020	EAA34514
OG0002330	FBpp0074146	EAA32665
OG0002332	FBpp0084012	EAA32069
OG0002333	FBpp0072330	EAA33294
OG0002334	FBpp0112127	EAA31616
OG0002335	FBpp0312597, FBpp0082549	EAA30586
OG0002336	FBpp0078433	EDO65394
OG0002337	FBpp0070045	EAA34009
OG0002338	FBpp0390634	AGG16002
OG0002339	FBpp0088055, FBpp0311783	EAA36434
OG0002340	FBpp0071847	ESA42587
OG0002341	FBpp0086107	ESA43705
OG0002343	FBpp0087437	ESA44083
OG0002347	FBpp0078979, FBpp0310331	EAA34006
OG0002348	FBpp0293882, FBpp0307999, FBpp0081430, FBpp0079399	EAA35370
OG0002349	FBpp0085209, FBpp0085208, FBpp0085210	EAA33268
OG0002350	FBpp0075935, FBpp0075934	EAA26553
OG0002351	FBpp0070150, FBpp0070152, FBpp0070151, FBpp0311481, FBpp0070153	EAA35243
OG0002353	FBpp0070766, FBpp0311779, FBpp0070767	EDO65318
OG0002354	FBpp0073906	EAA34285
OG0002355	FBpp0312505, FBpp0082731, FBpp0312506	EAA27436
OG0002356	FBpp0086322	EAA31161
OG0002357	FBpp0071461	EAA28314
OG0002358	FBpp0081820, FBpp0312492	EAA28119
OG0002360	FBpp0077316	EAA35820
OG0002361	FBpp0310515, FBpp0074129	EAA28569
OG0002362	FBpp0070543, FBpp0303999	EAA34851
OG0002363	FBpp0088839, FBpp0088843, FBpp0290736, FBpp0289789, FBpp0088840, FBpp0088844, FBpp0088841	EAA33373
OG0002364	FBpp0072557	ESA43165, ESA43016
OG0002365	FBpp0081640, FBpp0081639, FBpp0308776, FBpp0291086, FBpp0291087	EAA31962
OG0002366	FBpp0071451	EAA29550
OG0002367	FBpp0304598, FBpp0080825	ESA42912
OG0002368	FBpp0078759	EAA36431
OG0002369	FBpp0304879, FBpp0311121, FBpp0110424, FBpp0110421	EAA31342
OG0002370	FBpp0312584, FBpp0078598	EAA27233
OG0002371	FBpp0083371	EAA30003
OG0002372	FBpp0077625	EAA26683
OG0002373	FBpp0308780, FBpp0308779, FBpp0081290	EAA35590
OG0002374	FBpp0070670, FBpp0304569, FBpp0310168	EAA33040
OG0002375	FBpp0085889, FBpp0311547	EAA34571, EAA33421
OG0002376	FBpp0082332	EAA27208
OG0002377	FBpp0306619, FBpp0306618, FBpp0085148	EAA32317
OG0002378	FBpp0080062, FBpp0306796	EAA35119
OG0002378	FBpp0074687	EAA33460
OG0002380	FBpp0300435	EAA35803
OG0002383	FBpp0289862	EAA36042
OG0002385	FBpp0083921, FBpp0083923, FBpp0083922	EAA32235
OG0002386	FBpp0113047, FBpp0084960, FBpp0084958, FBpp0084959	EAA27547
OG0002387	FBpp0070177, FBpp0083912	EAA35214
OG0002388	FBpp0077609, FBpp0077143, FBpp0110109, FBpp0077611	EAA32779
OG0002389	FBpp0087138	EDO65236
OG0002390	FBpp0304873	EAA32997
OG0002391	FBpp0075599, FBpp0075598	EDO65137
OG0002392	FBpp0083137, FBpp0306592	EAA27001, EAA36402
OG0002393	FBpp0083849, FBpp0289905	ESA42834
OG0002395	FBpp0293054, FBpp0099642	EAA33089
OG0002396	FBpp0076756, FBpp0304369, FBpp0304370	ESA42458
OG0002397	FBpp0082392	EAA27958
OG0002398	FBpp0087004	EDO65439
OG0002399	FBpp0076098	ESA42736
OG0002400	FBpp0075277	EAA32322
OG0002401	FBpp0072975	EAA28453
OG0002403	FBpp0310512, FBpp0074678, FBpp0291259, FBpp0074677	ESA43413
OG0002404	FBpp0312210, FBpp0087038	EAA33224
OG0002406	FBpp0086072, FBpp0311789, FBpp0303028, FBpp0288492	EAA28366
OG0002407	FBpp0309184, FBpp0086082, FBpp0086083, FBpp0086084, FBpp0086085, FBpp0288788, FBpp0304658, FBpp0288787	EAA29489
OG0002410	FBpp0071048, FBpp0309134	EAA28340
OG0002411	FBpp0071077, FBpp0290889	EAA32668
OG0002419	FBpp0072921, FBpp0072922, FBpp0072918, FBpp0072919, FBpp0072920, FBpp0303137, FBpp0303136	EAA33059, EAA34958
OG0002423	FBpp0310192, FBpp0074034, FBpp0074035, FBpp0074036	EAA35987
OG0002427	FBpp0303194, FBpp0075273, FBpp0305754	EAA30072
OG0002436	FBpp0079031	EAA33193
OG0002439	FBpp0080722	EAA27016
OG0002440	FBpp0080775, FBpp0306291, FBpp0306292	EAA36071
OG0002441	FBpp0081544	EAA28780
OG0002442	FBpp0100115, FBpp0292525, FBpp0292526, FBpp0100114, FBpp0082125, FBpp0309807, FBpp0306940	EAA32680
OG0002443	FBpp0082352	ESA43439
OG0002444	FBpp0305475, FBpp0082478, FBpp0082479, FBpp0082480	ESA44072
OG0002464	FBpp0302536	EAA28243
OG0002545	FBpp0271929, FBpp0088738, FBpp0088739	ESA42857
OG0002546	FBpp0077716, FBpp0304265	EAA31448
OG0002550	FBpp0072312, FBpp0089141	EAA30828
OG0002553	FBpp0312075, FBpp0302582, FBpp0073490	EAA27064
OG0002554	FBpp0080395, FBpp0311643	EAA32279
OG0002555	FBpp0073091, FBpp0305744, FBpp0289998, FBpp0073093, FBpp0071192	ESA44113
OG0002556	FBpp0088883	EAA31463
OG0002562	FBpp0307135, FBpp0077142, FBpp0311452	EAA31959
OG0002563	FBpp0083420, FBpp0112171	EDO65118
OG0002565	FBpp0084662	EAA30729
OG0002573	FBpp0307140, FBpp0080445, FBpp0311164, FBpp0080446	EAA27250
OG0002574	FBpp0310528, FBpp0288499, FBpp0288498	EAA28007
OG0002575	FBpp0311954, FBpp0311953, FBpp0073568	EAA30943
OG0002577	FBpp0078921, FBpp0078922, FBpp0078923	EAA27803
OG0002578	FBpp0076647	ESA42780, EAA30082
OG0002586	FBpp0073672	EAA31729
OG0002588	FBpp0074906, FBpp0304195	EAA30299
OG0002592	FBpp0078086	EAA33464
OG0002594	FBpp0074184, FBpp0306538, FBpp0112388, FBpp0289797, FBpp0306661	EAA30447
OG0002595	FBpp0100079, FBpp0100080	EAA29991
OG0002597	FBpp0305960, FBpp0081249	EAA30049
OG0002600	FBpp0083075	EAA35252
OG0002601	FBpp0099558, FBpp0305618, FBpp0292592, FBpp0099557, FBpp0099559, FBpp0099556, FBpp0099555, FBpp0292591, FBpp0099554	EAA34119
OG0002602	FBpp0078095, FBpp0292338, FBpp0292339, FBpp0292337	EAA30725
OG0002605	FBpp0303766, FBpp0082911	EAA35935
OG0002606	FBpp0303404, FBpp0083632	EAA29184
OG0002607	FBpp0311887, FBpp0074480	EAA33216
OG0002608	FBpp0075246	EDO65406
OG0002609	FBpp0079536, FBpp0310250	EAA33714
OG0002610	FBpp0298344, FBpp0289097, FBpp0074989	EAA35280
OG0002613	FBpp0071766, FBpp0309759	EAA35592
OG0002614	FBpp0311697, FBpp0077141, FBpp0307134	EAA31755
OG0002615	FBpp0312080, FBpp0075618, FBpp0075619	EAA35015
OG0002616	FBpp0312589, FBpp0292385	EAA31700
OG0002617	FBpp0076826	EAA30383
OG0002619	FBpp0087978	EAA33695
OG0002620	FBpp0298346, FBpp0083252, FBpp0310553	EAA29269
OG0002622	FBpp0077079	EAA29928
OG0002624	FBpp0080011	EAA31240
OG0002625	FBpp0307012, FBpp0290295, FBpp0110188	ESA43121
OG0002626	FBpp0075088	EAA30492
OG0002627	FBpp0083246, FBpp0083245	EAA27160
OG0002628	FBpp0306998, FBpp0110412	EAA32126
OG0002631	FBpp0301156, FBpp0074583	EAA34714
OG0002632	FBpp0077726	EAA35221
OG0002633	FBpp0084267, FBpp0084266, FBpp0289954	ESA43954
OG0002634	FBpp0074813, FBpp0082033, FBpp0077227, FBpp0077226	EAA27934
OG0002635	FBpp0086705, FBpp0308985	EAA35233
OG0002636	FBpp0079584	EAA32459
OG0002638	FBpp0087277, FBpp0304695	EAA26970
OG0002639	FBpp0087536, FBpp0308496, FBpp0308497	EAA30475
OG0002640	FBpp0078688	EAA35347
OG0002641	FBpp0310057, FBpp0071295, FBpp0084966	EAA31325
OG0002642	FBpp0071142	EAA27715
OG0002643	FBpp0291625, FBpp0075516	EAA32980
OG0002644	FBpp0087332, FBpp0304268	EAA32840
OG0002645	FBpp0078901, FBpp0303613	EAA34290
OG0002646	FBpp0308781, FBpp0081305	EAA36568
OG0002649	FBpp0072709, FBpp0072708	ESA42226
OG0002650	FBpp0306740, FBpp0081614	EAA32278
OG0002651	FBpp0079484, FBpp0302626, FBpp0099517	EAA31280
OG0002652	FBpp0073720, FBpp0308524	EAA35907
OG0002653	FBpp0300873, FBpp0288416	EAA28022
OG0002654	FBpp0083436	EAA28005
OG0002656	FBpp0086720	EAA27725
OG0002657	FBpp0071993	EAA29826
OG0002658	FBpp0083975	ESA44038
OG0002659	FBpp0073530	EAA31976
OG0002660	FBpp0078810	EAA31373
OG0002662	FBpp0074510, FBpp0304757	EAA30414
OG0002663	FBpp0083861, FBpp0083860	EAA30559
OG0002664	FBpp0076831	EAA27354
OG0002665	FBpp0070165	EAA34672
OG0002666	FBpp0076412, FBpp0082131	EAA28950
OG0002668	FBpp0070365, FBpp0070367, FBpp0070366	EAA28096
OG0002673	FBpp0081787	EAA29552
OG0002674	FBpp0081116, FBpp0308786	EAA29247
OG0002675	FBpp0312454, FBpp0078227	EAA32655
OG0002676	FBpp0312097, FBpp0288698	EAA30560
OG0002679	FBpp0308771, FBpp0308772, FBpp0308770, FBpp0081262	EAA36518
OG0002681	FBpp0074918	EAA29488
OG0002682	FBpp0070063, FBpp0070064	ESA42827
OG0002683	FBpp0307273, FBpp0085325	ESA44291
OG0002684	FBpp0073338, FBpp0310233	EDO65121
OG0002685	FBpp0071229	ESA43345
OG0002686	FBpp0300905, FBpp0073822, FBpp0099689, FBpp0073823, FBpp0309379	ESA44117
OG0002688	FBpp0305004, FBpp0075862, FBpp0075861	ESA43685
OG0002690	FBpp0311514, FBpp0085408, FBpp0087139	EAA28287
OG0002691	FBpp0311123, FBpp0080666, FBpp0080659	EAA27071
OG0002693	FBpp0311839, FBpp0077032, FBpp0290783	EAA31124, EAA30852
OG0002697	FBpp0089170, FBpp0070589, FBpp0309607, FBpp0089169	EAA31444
OG0002700	FBpp0081325, FBpp0070912, FBpp0300816, FBpp0300817, FBpp0300818, FBpp0085111	ESA44088
OG0002708	FBpp0072778, FBpp0288404, FBpp0303833, FBpp0303832	EAA33306
OG0002709	FBpp0072928, FBpp0072927	ESA43675
OG0002711	FBpp0073263, FBpp0312076, FBpp0073264, FBpp0073262, FBpp0308868	ESA42747, EAA32510
