Orthogroup	human	yeast
OG0004398	ENSP00000435524	YBL088C_mRNA
OG0004399	ENSP00000216484, ENSP00000381968	YDR062W_mRNA
OG0004401	ENSP00000412883, ENSP00000389975, ENSP00000411966, ENSP00000396387, ENSP00000373713	YKL212W_mRNA
OG0004403	ENSP00000435294, ENSP00000288937	YJL063C_mRNA
OG0004404	ENSP00000476416, ENSP00000364489, ENSP00000323421, ENSP00000350036, ENSP00000385902, ENSP00000413509	YFL008W_mRNA
OG0004405	ENSP00000396437, ENSP00000310082, ENSP00000377809, ENSP00000219315, ENSP00000398033, ENSP00000412858	YDR257C_mRNA
OG0004406	ENSP00000452567, ENSP00000451666, ENSP00000261249	YHR070W_mRNA
OG0004407	ENSP00000355493, ENSP00000333019, ENSP00000331260	YNL220W_mRNA
OG0004409	ENSP00000228140, ENSP00000435777	YDR064W_mRNA
OG0004410	ENSP00000251413, ENSP00000251412, ENSP00000464867	YLR212C_mRNA
OG0004411	ENSP00000494497, ENSP00000265849, ENSP00000493814, ENSP00000495524, ENSP00000496392, ENSP00000392843	YNL082W_mRNA
OG0004412	ENSP00000417378, ENSP00000249289	YGR020C_mRNA
OG0004413	ENSP00000322439, ENSP00000455007	YOR187W_mRNA
OG0004415	ENSP00000265537, ENSP00000412893, ENSP00000495093, ENSP00000495707, ENSP00000408576	YLR382C_mRNA
OG0004416	ENSP00000377311, ENSP00000408510, ENSP00000488228, ENSP00000467188	YPL252C_mRNA
OG0004418	ENSP00000449604, ENSP00000376344, ENSP00000261741, ENSP00000442053	YPR112C_mRNA
OG0004420	ENSP00000495761, ENSP00000310873, ENSP00000426242, ENSP00000311835, ENSP00000427146	YNR041C_mRNA
OG0004422	ENSP00000295901, ENSP00000418695, ENSP00000418887, ENSP00000418303, ENSP00000419227, ENSP00000377952	YPR108W_mRNA
OG0004424	ENSP00000397302, ENSP00000426331, ENSP00000329558, ENSP00000264954	YOR232W_mRNA
OG0004425	ENSP00000387508, ENSP00000264161	YLL018C_mRNA
OG0004428	ENSP00000489446, ENSP00000403425, ENSP00000360262, ENSP00000305922	YDR109C_mRNA
OG0004429	ENSP00000389400, ENSP00000457859, ENSP00000354580, ENSP00000442243	YJL096W_mRNA
OG0004430	ENSP00000369745, ENSP00000369743, ENSP00000369757	YBR181C_mRNA, YPL090C_mRNA
OG0004431	ENSP00000417262, ENSP00000260803	YKL149C_mRNA
OG0004432	ENSP00000394364, ENSP00000339630, ENSP00000359127, ENSP00000418282	YLR172C_mRNA
OG0004433	ENSP00000429787, ENSP00000430560, ENSP00000427862, ENSP00000430494, ENSP00000287022	YDR529C_mRNA
OG0004437	ENSP00000476693	YMR211W_mRNA
OG0004438	ENSP00000468384, ENSP00000467384, ENSP00000468051, ENSP00000320309, ENSP00000396548	YFL022C_mRNA
OG0004439	ENSP00000333294, ENSP00000403278, ENSP00000384043, ENSP00000361625	YGR036C_mRNA
OG0004440	ENSP00000298818, ENSP00000450523, ENSP00000452007	YPR067W_mRNA
OG0004441	ENSP00000468493, ENSP00000347678, ENSP00000269601, ENSP00000468761, ENSP00000465572, ENSP00000465493	YPR082C_mRNA
OG0004442	ENSP00000225504, ENSP00000462100, ENSP00000464618, ENSP00000462670	YGR063C_mRNA
OG0004444	ENSP00000389602, ENSP00000407614, ENSP00000395051, ENSP00000449958, ENSP00000228740	YNL045W_mRNA
OG0004446	ENSP00000373715, ENSP00000424982, ENSP00000425770	YNL118C_mRNA
OG0004448	ENSP00000264254, ENSP00000390585, ENSP00000413936, ENSP00000295645	YOR281C_mRNA
OG0004449	ENSP00000406266, ENSP00000282516	YDR180W_mRNA
OG0004450	ENSP00000261574, ENSP00000350219, ENSP00000418393, ENSP00000419764, ENSP00000259569	YMR308C_mRNA
OG0004451	ENSP00000458248, ENSP00000459723, ENSP00000225728	YGL127C_mRNA
OG0004456	ENSP00000359921, ENSP00000473303, ENSP00000473660, ENSP00000359923, ENSP00000359939, ENSP00000359922	YNL232W_mRNA
OG0004458	ENSP00000463861, ENSP00000462899, ENSP00000463920, ENSP00000417190, ENSP00000397198	YJL180C_mRNA
OG0004460	ENSP00000378342, ENSP00000378343, ENSP00000273962, ENSP00000423628, ENSP00000397551	YOL093W_mRNA
OG0004462	ENSP00000474081	YKR087C_mRNA
OG0004478	ENSP00000271620, ENSP00000497847, ENSP00000392632, ENSP00000357931, ENSP00000357933, ENSP00000357930, ENSP00000357932, ENSP00000387696	YHR201C_mRNA
OG0004482	ENSP00000406442, ENSP00000396683, ENSP00000389059, ENSP00000294129	YDL146W_mRNA
OG0004485	ENSP00000379864, ENSP00000387956, ENSP00000497007, ENSP00000410883, ENSP00000379865, ENSP00000407115, ENSP00000428055	YGL256W_mRNA
OG0004499	ENSP00000451683, ENSP00000354204, ENSP00000355566	YGR082W_mRNA
OG0004503	ENSP00000363185, ENSP00000380561, ENSP00000338293, ENSP00000363190, ENSP00000363191	YPL098C_mRNA
OG0004522	ENSP00000403368, ENSP00000387724, ENSP00000414020, ENSP00000427038, ENSP00000422551, ENSP00000253699	YDR323C_mRNA
OG0004527	ENSP00000352167, ENSP00000452078, ENSP00000450913, ENSP00000452446, ENSP00000452324	YBR104W_mRNA
OG0004530	ENSP00000263904, ENSP00000366721, ENSP00000366746	YHL002W_mRNA
OG0004538	ENSP00000401583, ENSP00000453230, ENSP00000413796, ENSP00000410692, ENSP00000406560, ENSP00000443702, ENSP00000275730	YBR235W_mRNA
OG0004559	ENSP00000370140, ENSP00000370139, ENSP00000326579	YKL087C_mRNA
OG0004563	ENSP00000410537, ENSP00000365891, ENSP00000223023	YOR181W_mRNA
OG0004571	ENSP00000443072, ENSP00000441796, ENSP00000444843, ENSP00000391513, ENSP00000253233, ENSP00000390647	YLR281C_mRNA
OG0004572	ENSP00000380378, ENSP00000461087	YOR269W_mRNA
OG0004584	ENSP00000449861, ENSP00000401721, ENSP00000481859, ENSP00000257931, ENSP00000388231	YGL094C_mRNA
OG0004591	ENSP00000460130, ENSP00000458987, ENSP00000331201	YNR006W_mRNA
OG0004594	ENSP00000431858, ENSP00000433013, ENSP00000388340, ENSP00000433419, ENSP00000429345, ENSP00000429824	YJR125C_mRNA
OG0004602	ENSP00000467944, ENSP00000446443, ENSP00000467716, ENSP00000436773, ENSP00000463618	YPR117W_mRNA, YLR454W_mRNA
OG0004603	ENSP00000476469, ENSP00000404284, ENSP00000381657	YDR440W_mRNA
OG0004695	ENSP00000428076, ENSP00000358789, ENSP00000348215, ENSP00000395781, ENSP00000490082, ENSP00000430890, ENSP00000309714	YBR200W_mRNA
OG0004838	ENSP00000262215, ENSP00000428429, ENSP00000360985	YDR170C_mRNA
OG0004839	ENSP00000459901, ENSP00000460043, ENSP00000459302, ENSP00000492488, ENSP00000299335	YPL132W_mRNA
OG0004841	ENSP00000424924, ENSP00000264193, ENSP00000497326	YDR044W_mRNA
OG0004843	ENSP00000408963, ENSP00000274054, ENSP00000427518	YNL124W_mRNA
OG0004850	ENSP00000360329	YBR155W_mRNA
OG0004851	ENSP00000309463, ENSP00000431210	YLR239C_mRNA
OG0004853	ENSP00000287394, ENSP00000238789, ENSP00000370412	YGR270W_mRNA
OG0004857	ENSP00000362463	YML004C_mRNA
OG0004858	ENSP00000352041, ENSP00000359848	YDR331W_mRNA
OG0004859	ENSP00000496921, ENSP00000360365, ENSP00000360367	YER007C-A_mRNA
OG0004860	ENSP00000331901	YPL048W_mRNA, YGR201C_mRNA, YKL081W_mRNA
OG0004861	ENSP00000453521, ENSP00000453309, ENSP00000254193, ENSP00000452836, ENSP00000486896	YPL213W_mRNA
OG0004867	ENSP00000466031, ENSP00000465409, ENSP00000467952, ENSP00000466381, ENSP00000468188, ENSP00000377384, ENSP00000253789	YGL033W_mRNA
OG0004872	ENSP00000351513	YNL275W_mRNA
OG0004873	ENSP00000230050	YOR369C_mRNA
OG0004877	ENSP00000262962, ENSP00000472772	YKL095W_mRNA
OG0004881	ENSP00000394065, ENSP00000386465, ENSP00000398385, ENSP00000263956, ENSP00000391724	YGR047C_mRNA
OG0004882	ENSP00000376430, ENSP00000394014, ENSP00000397552, ENSP00000160382	YJL081C_mRNA
OG0004889	ENSP00000385266, ENSP00000456969, ENSP00000215829, ENSP00000456090	YLR147C_mRNA
OG0004892	ENSP00000431213, ENSP00000433373	YGL014W_mRNA, YGL178W_mRNA
OG0004897	ENSP00000255764	YPR168W_mRNA
OG0004899	ENSP00000412382, ENSP00000380877, ENSP00000437570, ENSP00000305502, ENSP00000414545	YGL110C_mRNA
OG0004902	ENSP00000393185, ENSP00000261712, ENSP00000497128	YDL097C_mRNA
OG0004905	ENSP00000445217	YNL041C_mRNA
OG0004906	ENSP00000440821, ENSP00000442074, ENSP00000440242, ENSP00000250498	YOR103C_mRNA
OG0004908	ENSP00000432386, ENSP00000481536, ENSP00000227474, ENSP00000432272, ENSP00000437077	YFL001W_mRNA
OG0004909	ENSP00000264380	YFR019W_mRNA
OG0004910	ENSP00000386284	YGL040C_mRNA
OG0004914	ENSP00000407785, ENSP00000354125, ENSP00000380206	YOR361C_mRNA
OG0004920	ENSP00000429916, ENSP00000428239, ENSP00000430331, ENSP00000265896	YGR175C_mRNA
OG0004921	ENSP00000381845, ENSP00000262039, ENSP00000492528	YLR240W_mRNA
OG0004925	ENSP00000305653	YOL027C_mRNA, YPR125W_mRNA
OG0004927	ENSP00000342015, ENSP00000413423	YLL018C-A_mRNA
OG0004929	ENSP00000458790	YJL090C_mRNA
OG0004930	ENSP00000402003, ENSP00000357792, ENSP00000351697, ENSP00000357795	YPL167C_mRNA
OG0004931	ENSP00000433952, ENSP00000434173, ENSP00000498025, ENSP00000265465, ENSP00000432536	YBL035C_mRNA
OG0004932	ENSP00000360804	YNL310C_mRNA
OG0004933	ENSP00000405068, ENSP00000427415, ENSP00000381146, ENSP00000315674	YDL148C_mRNA
OG0004935	ENSP00000283646	YOR095C_mRNA
OG0004942	ENSP00000477545, ENSP00000362547, ENSP00000362546, ENSP00000407270	YKL033W_mRNA
OG0004943	ENSP00000483425, ENSP00000356448, ENSP00000408103	YIL149C_mRNA, YKR095W_mRNA
OG0004947	ENSP00000242576, ENSP00000440784, ENSP00000337398	YML021C_mRNA
OG0004948	ENSP00000365601, ENSP00000403290, ENSP00000436381, ENSP00000365599	YDR248C_mRNA
OG0004949	ENSP00000401445, ENSP00000413812, ENSP00000256797	YHR079C_mRNA
OG0004950	ENSP00000446985, ENSP00000448106, ENSP00000247843, ENSP00000447199	YNL107W_mRNA
OG0004952	ENSP00000418401, ENSP00000417316, ENSP00000417096	YKL154W_mRNA
OG0004954	ENSP00000482526, ENSP00000488408, ENSP00000481559, ENSP00000478520	YOR201C_mRNA
OG0004955	ENSP00000391446, ENSP00000345156, ENSP00000379506	YKL006W_mRNA, YHL001W_mRNA
OG0004957	ENSP00000418071, ENSP00000420503, ENSP00000390517, ENSP00000419840, ENSP00000223073	YPL043W_mRNA
OG0004958	ENSP00000302088, ENSP00000417000, ENSP00000464222, ENSP00000475168	YCL001W_mRNA
OG0004960	ENSP00000418422, ENSP00000379775, ENSP00000323046	YOL142W_mRNA
OG0004963	ENSP00000330813, ENSP00000403524	YHL010C_mRNA
OG0004965	ENSP00000436592, ENSP00000300151	YBL038W_mRNA
OG0004967	ENSP00000444520, ENSP00000446232, ENSP00000256079, ENSP00000369042	YJR132W_mRNA
OG0004968	ENSP00000239451, ENSP00000342267, ENSP00000431429, ENSP00000415826	YOR130C_mRNA
OG0004972	ENSP00000354739	YDR418W_mRNA, YEL054C_mRNA
OG0004973	ENSP00000328570	YPL059W_mRNA
OG0004976	ENSP00000390533, ENSP00000239891	YPL227C_mRNA
OG0004977	ENSP00000360268, ENSP00000360265	YOR323C_mRNA
OG0004978	ENSP00000430236	YNL048W_mRNA
OG0004979	ENSP00000452034, ENSP00000451975, ENSP00000425299, ENSP00000256383	YJR007W_mRNA
OG0004980	ENSP00000386105, ENSP00000480186, ENSP00000223361, ENSP00000416203, ENSP00000395231	YJR006W_mRNA
OG0004981	ENSP00000434329, ENSP00000012443, ENSP00000375786	YGR123C_mRNA
OG0004982	ENSP00000221770, ENSP00000467990, ENSP00000468215, ENSP00000465213, ENSP00000468718	YBR257W_mRNA
OG0004984	ENSP00000223641, ENSP00000474122	YER019C-A_mRNA, YER087C-B_mRNA
OG0004986	ENSP00000328023, ENSP00000435508	YDR292C_mRNA
OG0004987	ENSP00000451702, ENSP00000378399, ENSP00000267522, ENSP00000480112	YNL035C_mRNA
OG0004991	ENSP00000392586, ENSP00000323720, ENSP00000411357	YLR071C_mRNA
OG0004993	ENSP00000408934, ENSP00000291688, ENSP00000380820	YDR159W_mRNA
OG0004994	ENSP00000463676	YGR074W_mRNA
OG0004996	ENSP00000482204, ENSP00000478463, ENSP00000320236	YDL217C_mRNA
OG0004997	ENSP00000467187, ENSP00000253108, ENSP00000466860, ENSP00000465882	YDR429C_mRNA
OG0005004	ENSP00000268206, ENSP00000352418, ENSP00000497919, ENSP00000452825	YNL163C_mRNA
OG0005005	ENSP00000414026, ENSP00000402338	YKR081C_mRNA
OG0005006	ENSP00000442213, ENSP00000445789, ENSP00000438000, ENSP00000412919, ENSP00000320917	YNL308C_mRNA
OG0005007	ENSP00000438580, ENSP00000477844, ENSP00000446475, ENSP00000480261, ENSP00000234420	YDR097C_mRNA
OG0005008	ENSP00000415405, ENSP00000390555, ENSP00000386802, ENSP00000363870, ENSP00000387028, ENSP00000346809	YFL025C_mRNA
OG0005009	ENSP00000285393, ENSP00000473515, ENSP00000441282, ENSP00000290949	YLR447C_mRNA
OG0005011	ENSP00000216225	YOL133W_mRNA
OG0005014	ENSP00000422772, ENSP00000421830, ENSP00000283109, ENSP00000420932	YNL207W_mRNA
OG0005015	ENSP00000464732, ENSP00000458986, ENSP00000388872, ENSP00000459540	YMR012W_mRNA
OG0005017	ENSP00000232607, ENSP00000420348, ENSP00000420754	YEL021W_mRNA
OG0005018	ENSP00000476919, ENSP00000261597, ENSP00000455969, ENSP00000461227, ENSP00000458236	YIL144W_mRNA
OG0005020	ENSP00000432616, ENSP00000359162, ENSP00000359158, ENSP00000359160	YOL125W_mRNA
OG0005021	ENSP00000430335, ENSP00000425022, ENSP00000424232, ENSP00000265140	YHR154W_mRNA
OG0005022	ENSP00000363130	YLR298C_mRNA
OG0005023	ENSP00000306397	YEL024W_mRNA
OG0005024	ENSP00000449071, ENSP00000262027, ENSP00000446168, ENSP00000447914	YGR264C_mRNA
OG0005029	ENSP00000386980, ENSP00000272322, ENSP00000346499, ENSP00000414725	YDR027C_mRNA
OG0005031	ENSP00000386023, ENSP00000395269, ENSP00000222969	YCR063W_mRNA
OG0005033	ENSP00000361469, ENSP00000361471, ENSP00000253004	YOL058W_mRNA
OG0005037	ENSP00000411456, ENSP00000392139, ENSP00000393488, ENSP00000390553, ENSP00000258772	YLR276C_mRNA
OG0005038	ENSP00000364126	YBL019W_mRNA
OG0005040	ENSP00000357879, ENSP00000357876, ENSP00000414499	YHR200W_mRNA
OG0005043	ENSP00000390174, ENSP00000406227, ENSP00000285814, ENSP00000398116	YNL110C_mRNA
OG0005044	ENSP00000482114, ENSP00000431676, ENSP00000352385, ENSP00000376599, ENSP00000264028	YFR051C_mRNA
OG0005046	ENSP00000216027, ENSP00000406284, ENSP00000416679, ENSP00000381914	YGL018C_mRNA
OG0005047	ENSP00000366276, ENSP00000423803, ENSP00000431126, ENSP00000423849, ENSP00000274606	YDL208W_mRNA
OG0005049	ENSP00000281543, ENSP00000422681	YLR289W_mRNA
OG0005053	ENSP00000299202, ENSP00000374399	YJL125C_mRNA
OG0005054	ENSP00000261015	YOR272W_mRNA
OG0005055	ENSP00000354957	YOL034W_mRNA
OG0005056	ENSP00000412420, ENSP00000411381, ENSP00000218364, ENSP00000442699	YNL286W_mRNA
OG0005058	ENSP00000435119, ENSP00000434544, ENSP00000434485, ENSP00000354316, ENSP00000347206	YLR088W_mRNA
OG0005060	ENSP00000463938, ENSP00000462495, ENSP00000364970, ENSP00000310572	YGL048C_mRNA
OG0005061	ENSP00000371169, ENSP00000412000, ENSP00000388096, ENSP00000371149, ENSP00000371147, ENSP00000413381	YOL010W_mRNA
OG0005062	ENSP00000475468	YPR175W_mRNA
OG0005063	ENSP00000394495, ENSP00000227322, ENSP00000415505, ENSP00000390391	YGR211W_mRNA
OG0005067	ENSP00000404502, ENSP00000332448	YLR316C_mRNA
OG0005068	ENSP00000405547	YCL031C_mRNA
OG0005070	ENSP00000268802, ENSP00000457760, ENSP00000456710	YOR056C_mRNA
OG0005072	ENSP00000417781, ENSP00000419429, ENSP00000417230, ENSP00000336842	YOR141C_mRNA
OG0005073	ENSP00000472940, ENSP00000470057, ENSP00000480987, ENSP00000388647, ENSP00000229854	YEL032W_mRNA
OG0005075	ENSP00000495020, ENSP00000484669, ENSP00000495102, ENSP00000478145	YDR301W_mRNA
OG0005077	ENSP00000425039, ENSP00000424967, ENSP00000394166, ENSP00000425781, ENSP00000422243, ENSP00000265097	YNL253W_mRNA
OG0005078	ENSP00000480814, ENSP00000402030, ENSP00000385955, ENSP00000484288, ENSP00000349393	YOR005C_mRNA
OG0005079	ENSP00000354977, ENSP00000478783, ENSP00000373846, ENSP00000373847, ENSP00000474690	YMR247C_mRNA
OG0005080	ENSP00000418321, ENSP00000420026, ENSP00000419928, ENSP00000417885, ENSP00000443900, ENSP00000418787	YER048W-A_mRNA
OG0005081	ENSP00000487925, ENSP00000477881, ENSP00000488221, ENSP00000480472, ENSP00000481894, ENSP00000477848	YDR299W_mRNA
OG0005083	ENSP00000277540	YBR246W_mRNA
OG0005084	ENSP00000457107, ENSP00000456218, ENSP00000456467, ENSP00000395196	YOL033W_mRNA
OG0005085	ENSP00000428581, ENSP00000429252, ENSP00000260102	YNL284C_mRNA
OG0005094	ENSP00000440272	YMR234W_mRNA
OG0005117	ENSP00000478278, ENSP00000473403, ENSP00000473550, ENSP00000325562, ENSP00000497006	YCL057C-A_mRNA
OG0005130	ENSP00000434222, ENSP00000436740, ENSP00000437177, ENSP00000434190, ENSP00000434052, ENSP00000279242	YCR071C_mRNA
OG0005131	ENSP00000395134, ENSP00000387011, ENSP00000315568, ENSP00000492594	YLR114C_mRNA
OG0005134	ENSP00000381674, ENSP00000340044, ENSP00000388653, ENSP00000378736, ENSP00000396527	YJL011C_mRNA
OG0005158	ENSP00000391521, ENSP00000401938, ENSP00000320688, ENSP00000306328	YBR192W_mRNA
OG0005161	ENSP00000442988, ENSP00000290597, ENSP00000364490	YHR037W_mRNA
OG0005165	ENSP00000025008, ENSP00000396067, ENSP00000430792	YPR049C_mRNA
OG0005189	ENSP00000428118, ENSP00000385127, ENSP00000402692, ENSP00000384823, ENSP00000385398	YML088W_mRNA
OG0005192	ENSP00000360513, ENSP00000490652, ENSP00000360515, ENSP00000436411, ENSP00000360514	YDR392W_mRNA
OG0005211	ENSP00000436907, ENSP00000436243, ENSP00000412620, ENSP00000396441, ENSP00000357215	YMR269W_mRNA
OG0005221	ENSP00000424733, ENSP00000316109, ENSP00000495089	YNL224C_mRNA
OG0005243	ENSP00000432280, ENSP00000346139	YFL027C_mRNA
OG0005452	ENSP00000418652, ENSP00000422941, ENSP00000347195, ENSP00000422189, ENSP00000418967, ENSP00000420219	YPL162C_mRNA
OG0005568	ENSP00000394359, ENSP00000321617, ENSP00000386337, ENSP00000386815	YDR049W_mRNA
OG0005570	ENSP00000417387, ENSP00000420630, ENSP00000333813	YNR030W_mRNA
OG0005585	ENSP00000361174, ENSP00000361186	YGR262C_mRNA
OG0005586	ENSP00000379297, ENSP00000309457	YDR080W_mRNA
OG0005591	ENSP00000266069	YMR135C_mRNA
OG0005594	ENSP00000436757, ENSP00000432655, ENSP00000318861	YMR240C_mRNA
OG0005595	ENSP00000463393	YLR268W_mRNA
OG0005596	ENSP00000437098, ENSP00000321259	YLR354C_mRNA, YGR043C_mRNA
OG0005598	ENSP00000445957, ENSP00000305958, ENSP00000351646	YOR027W_mRNA
OG0005599	ENSP00000395755, ENSP00000363953, ENSP00000217446	YLR459W_mRNA
OG0005603	ENSP00000307387, ENSP00000411825	YOR275C_mRNA, YPL084W_mRNA
OG0005606	ENSP00000413202, ENSP00000429355	YDR302W_mRNA
OG0005608	ENSP00000404858, ENSP00000223321, ENSP00000455744	YML092C_mRNA
OG0005609	ENSP00000310596, ENSP00000428307, ENSP00000430021	YJL124C_mRNA
OG0005613	ENSP00000302160	YLR438C-A_mRNA
OG0005620	ENSP00000423318, ENSP00000427297, ENSP00000280326, ENSP00000426923	YJR064W_mRNA
OG0005622	ENSP00000344393, ENSP00000444939, ENSP00000452497	YDR339C_mRNA
OG0005624	ENSP00000473136, ENSP00000478599, ENSP00000479480, ENSP00000245934	YAL043C_mRNA
OG0005625	ENSP00000362298	YDR294C_mRNA
OG0005627	ENSP00000356730, ENSP00000441004, ENSP00000315680	YDR142C_mRNA
OG0005628	ENSP00000373918	YPR081C_mRNA, YBR121C_mRNA
OG0005630	ENSP00000370239, ENSP00000280871	YDR497C_mRNA, YOL103W_mRNA
OG0005639	ENSP00000432539, ENSP00000459382, ENSP00000378360	YML070W_mRNA, YFL053W_mRNA
OG0005642	ENSP00000382162, ENSP00000255882	YLR305C_mRNA
OG0005645	ENSP00000361649, ENSP00000348838, ENSP00000333975	YOR339C_mRNA
OG0005647	ENSP00000329419, ENSP00000422295, ENSP00000426682	YGL137W_mRNA
OG0005650	ENSP00000342889, ENSP00000430106	YHR143W-A_mRNA
OG0005654	ENSP00000358149, ENSP00000358148, ENSP00000358146	YAL044W-A_mRNA
OG0005658	ENSP00000295920, ENSP00000419851	YMR217W_mRNA
OG0005659	ENSP00000386716, ENSP00000389701, ENSP00000409371, ENSP00000259239, ENSP00000386411	YNL075W_mRNA
OG0005660	ENSP00000428853, ENSP00000428242, ENSP00000428728, ENSP00000318966	YGR280C_mRNA
OG0005662	ENSP00000272418, ENSP00000341660	YBR251W_mRNA
OG0005664	ENSP00000395263, ENSP00000408267, ENSP00000403811, ENSP00000249299	YJR022W_mRNA
OG0005665	ENSP00000457257, ENSP00000443754, ENSP00000452646, ENSP00000220058	YBL013W_mRNA
OG0005666	ENSP00000469327, ENSP00000409664, ENSP00000486270, ENSP00000358400	YLR106C_mRNA
OG0005669	ENSP00000238146, ENSP00000443114, ENSP00000442332	YFL002C_mRNA
OG0005670	ENSP00000477882, ENSP00000482221, ENSP00000258654, ENSP00000481332	YER157W_mRNA
OG0005672	ENSP00000388885, ENSP00000258455	YBR146W_mRNA
OG0005673	ENSP00000352645, ENSP00000478959, ENSP00000482502, ENSP00000480534, ENSP00000484480	YPL207W_mRNA
OG0005674	ENSP00000452473, ENSP00000451129, ENSP00000261531, ENSP00000452059	YAL032C_mRNA
OG0005677	ENSP00000403144, ENSP00000357998	YOR254C_mRNA
OG0005678	ENSP00000404665, ENSP00000370645, ENSP00000263795	YDL156W_mRNA
OG0005680	ENSP00000475970, ENSP00000406790, ENSP00000260952	YML096W_mRNA
OG0005682	ENSP00000280701	YER061C_mRNA
OG0005683	ENSP00000431482, ENSP00000494449, ENSP00000494235, ENSP00000288087, ENSP00000493831, ENSP00000380045	YER134C_mRNA
OG0005685	ENSP00000247970, ENSP00000466656, ENSP00000466962, ENSP00000466780	YJR017C_mRNA
OG0005686	ENSP00000400591, ENSP00000356176	YOR159C_mRNA
OG0005687	ENSP00000367986, ENSP00000367966, ENSP00000418268, ENSP00000417094	YIL150C_mRNA
OG0005688	ENSP00000337746, ENSP00000415458	YJL153C_mRNA
OG0005689	ENSP00000310042	YLR387C_mRNA, YBR267W_mRNA
OG0005693	ENSP00000259335, ENSP00000339889, ENSP00000473399	YHL030W_mRNA
OG0005696	ENSP00000257245, ENSP00000433627, ENSP00000435678	YHR005C-A_mRNA
OG0005697	ENSP00000382603, ENSP00000495898, ENSP00000302478	YNL113W_mRNA
OG0005699	ENSP00000358243, ENSP00000254759	YOL096C_mRNA
OG0005700	ENSP00000428387, ENSP00000231198	YGR024C_mRNA
OG0005701	ENSP00000401227, ENSP00000415162, ENSP00000400774, ENSP00000407308, ENSP00000405237, ENSP00000240423	YBL097W_mRNA
OG0005703	ENSP00000420714	YPR166C_mRNA
OG0005705	ENSP00000365523, ENSP00000268719, ENSP00000466908, ENSP00000466085	YBR105C_mRNA, YGR066C_mRNA
OG0005706	ENSP00000369810, ENSP00000409840, ENSP00000417031, ENSP00000369836	YPL045W_mRNA
OG0005708	ENSP00000470773, ENSP00000470190, ENSP00000470263, ENSP00000468948, ENSP00000246802	YPL146C_mRNA
OG0005709	ENSP00000402249, ENSP00000365623, ENSP00000347928, ENSP00000383911, ENSP00000481260	YOL073C_mRNA
OG0005711	ENSP00000307975, ENSP00000402305, ENSP00000307077	YIL110W_mRNA
OG0005712	ENSP00000422735, ENSP00000303552, ENSP00000426638	YOR356W_mRNA
OG0005714	ENSP00000457956, ENSP00000268261, ENSP00000216259	YFL045C_mRNA
OG0005715	ENSP00000456128, ENSP00000455308, ENSP00000455882	YDR266C_mRNA
OG0005716	ENSP00000424902, ENSP00000296792, ENSP00000424609, ENSP00000421669, ENSP00000440796	YMR093W_mRNA
OG0005718	ENSP00000352019, ENSP00000275603, ENSP00000327191	YDR188W_mRNA
OG0005719	ENSP00000320658, ENSP00000447710	YPL097W_mRNA
OG0005721	ENSP00000400082, ENSP00000241600, ENSP00000360850	YHL004W_mRNA
OG0005722	ENSP00000378127, ENSP00000226796	YHR089C_mRNA
OG0005726	ENSP00000427463	YLR066W_mRNA
OG0005728	ENSP00000355540, ENSP00000355541, ENSP00000355538	YJL109C_mRNA
OG0005729	ENSP00000338573, ENSP00000354091	YER006W_mRNA
OG0005730	ENSP00000452311, ENSP00000451681, ENSP00000266126	YLR291C_mRNA
OG0005731	ENSP00000398092, ENSP00000362354, ENSP00000487971	YMR165C_mRNA
OG0005734	ENSP00000390159, ENSP00000376008, ENSP00000317334	YDR212W_mRNA
OG0005736	ENSP00000437383, ENSP00000367220, ENSP00000260641	YDL029W_mRNA
OG0005738	ENSP00000263702, ENSP00000362896, ENSP00000436831	YBR026C_mRNA
OG0005741	ENSP00000491200, ENSP00000339090	YIR005W_mRNA
OG0005742	ENSP00000378350	YHR166C_mRNA
OG0005746	ENSP00000225916, ENSP00000263754	YGR252W_mRNA
OG0005747	ENSP00000479546, ENSP00000480420, ENSP00000476966, ENSP00000470560	YLR186W_mRNA
OG0005748	ENSP00000398882	YJR070C_mRNA
OG0005749	ENSP00000315137, ENSP00000496280, ENSP00000247225	YKR053C_mRNA, YJL134W_mRNA
OG0005751	ENSP00000432411, ENSP00000434430, ENSP00000473479, ENSP00000303423	YKL019W_mRNA
OG0005754	ENSP00000368178, ENSP00000398724, ENSP00000415806, ENSP00000281141, ENSP00000391851	YLR215C_mRNA
OG0005756	ENSP00000447480, ENSP00000228827, ENSP00000442770, ENSP00000443068	YLR243W_mRNA
OG0005757	ENSP00000413282, ENSP00000382732, ENSP00000369456	YJR069C_mRNA
OG0005758	ENSP00000388169, ENSP00000380431, ENSP00000393764, ENSP00000412284	YKL013C_mRNA
OG0005761	ENSP00000493969, ENSP00000495845, ENSP00000366672, ENSP00000482916	YDL219W_mRNA
OG0005764	ENSP00000417215, ENSP00000365926	YDR236C_mRNA
OG0005766	ENSP00000461388	YOR280C_mRNA, YMR222C_mRNA, YHR049W_mRNA
OG0005768	ENSP00000429677, ENSP00000303088, ENSP00000380904, ENSP00000429821	YDL150W_mRNA
OG0005771	ENSP00000403768, ENSP00000377040, ENSP00000351834, ENSP00000414001	YNR050C_mRNA
OG0005772	ENSP00000362031, ENSP00000362036	YPL013C_mRNA
OG0005775	ENSP00000310120, ENSP00000266483, ENSP00000448819, ENSP00000444084	YGR227W_mRNA
