Orthogroup	human	neurospora
OG0003905	ENSP00000429180, ENSP00000369711, ENSP00000445558, ENSP00000428449, ENSP00000256398	EAA32359
OG0003908	ENSP00000410647, ENSP00000383581, ENSP00000304802, ENSP00000387379, ENSP00000408939	EAA29458
OG0003909	ENSP00000418267, ENSP00000487231, ENSP00000420089, ENSP00000418646, ENSP00000265388	EAA33153
OG0003910	ENSP00000424993, ENSP00000422177, ENSP00000425967	EAA32645
OG0003911	ENSP00000462506, ENSP00000463870, ENSP00000463683, ENSP00000463263, ENSP00000245539	EAA31196
OG0003912	ENSP00000354813	AGG16010, AGG16015, AGG15998, AGG16001, AGG16000, AGG15999
OG0003913	ENSP00000356972, ENSP00000376018	EAA36429
OG0003917	ENSP00000450040, ENSP00000448911, ENSP00000447032	ESA42461
OG0003919	ENSP00000428782, ENSP00000422745, ENSP00000425979, ENSP00000339845, ENSP00000424161, ENSP00000409335, ENSP00000430921	ESA43619
OG0003921	ENSP00000434918, ENSP00000435781, ENSP00000263182, ENSP00000433772, ENSP00000435369	ESA41830
OG0003924	ENSP00000497574, ENSP00000229416, ENSP00000495686, ENSP00000424211, ENSP00000495056, ENSP00000482756	EAA32287
OG0003934	ENSP00000432625, ENSP00000431479, ENSP00000436278, ENSP00000340409, ENSP00000435950, ENSP00000434353, ENSP00000435350	EAA31776
OG0003936	ENSP00000299543, ENSP00000075430, ENSP00000487949, ENSP00000487888, ENSP00000487989, ENSP00000465119, ENSP00000484525	ESA41793
OG0003955	ENSP00000376587, ENSP00000352456, ENSP00000496241, ENSP00000419066, ENSP00000419165	EAA35682
OG0003958	ENSP00000363054, ENSP00000392577, ENSP00000303437, ENSP00000429679, ENSP00000427770, ENSP00000428763, ENSP00000430789, ENSP00000429626	EAA34382
OG0003970	ENSP00000371469, ENSP00000340879, ENSP00000421007, ENSP00000423253, ENSP00000487478, ENSP00000313467	ESA44220
OG0003976	ENSP00000359683, ENSP00000359665, ENSP00000423373, ENSP00000264864	EAA26591
OG0003990	ENSP00000457974, ENSP00000456314, ENSP00000317780, ENSP00000455053, ENSP00000456253, ENSP00000456386	ESA42595
OG0003993	ENSP00000263276, ENSP00000317904, ENSP00000261195	ESA42591
OG0003997	ENSP00000467259, ENSP00000364086, ENSP00000465868, ENSP00000466617, ENSP00000301633, ENSP00000466675, ENSP00000466063, ENSP00000467336, ENSP00000324180	EAA33127
OG0003998	ENSP00000412092, ENSP00000397985, ENSP00000272983, ENSP00000234038, ENSP00000385657, ENSP00000385022, ENSP00000385498, ENSP00000392373, ENSP00000413360	EAA34696
OG0003999	ENSP00000437996, ENSP00000344230, ENSP00000301587	ESA44299
OG0004001	ENSP00000360817, ENSP00000360819, ENSP00000360809, ENSP00000413800, ENSP00000379412	EAA29919, EAA29700, EAA30616
OG0004002	ENSP00000425136, ENSP00000378294, ENSP00000426460, ENSP00000421890, ENSP00000424014, ENSP00000423662, ENSP00000427371, ENSP00000265195, ENSP00000426858	ESA44208
OG0004003	ENSP00000441752, ENSP00000306124, ENSP00000450981, ENSP00000329127	EAA33015
OG0004015	ENSP00000455468, ENSP00000457995, ENSP00000458075, ENSP00000457350, ENSP00000306752, ENSP00000482868, ENSP00000331127, ENSP00000457792	EAA30733
OG0004018	ENSP00000447553, ENSP00000448606, ENSP00000447308, ENSP00000449710, ENSP00000449855, ENSP00000446964, ENSP00000408910, ENSP00000448937, ENSP00000439376, ENSP00000447824	ESA44142
OG0004020	ENSP00000010132, ENSP00000441755, ENSP00000439697, ENSP00000438769	ESA42576
OG0004022	ENSP00000473443, ENSP00000492646, ENSP00000491328, ENSP00000343486, ENSP00000345878, ENSP00000378926, ENSP00000378929, ENSP00000337103	EAA33436
OG0004030	ENSP00000473724, ENSP00000470535, ENSP00000464522, ENSP00000363211, ENSP00000389331	ESA43351
OG0004033	ENSP00000286749, ENSP00000341629, ENSP00000443752, ENSP00000378074, ENSP00000315006	EAA30323
OG0004047	ENSP00000377170, ENSP00000398321	EAA34141
OG0004049	ENSP00000432695, ENSP00000495442, ENSP00000496345, ENSP00000466330, ENSP00000468715, ENSP00000431717, ENSP00000443288	EAA27675
OG0004050	ENSP00000337196, ENSP00000455149, ENSP00000456016, ENSP00000456111, ENSP00000457553, ENSP00000457258, ENSP00000457746	EAA34486
OG0004053	ENSP00000402354, ENSP00000285681, ENSP00000383044, ENSP00000442257, ENSP00000003302, ENSP00000444991, ENSP00000442431, ENSP00000440260	EAA30689
OG0004074	ENSP00000428245, ENSP00000431005, ENSP00000430477, ENSP00000428963, ENSP00000428832, ENSP00000429630, ENSP00000428323, ENSP00000427769, ENSP00000441351, ENSP00000256255, ENSP00000429538	EAA29822
OG0004092	ENSP00000407116, ENSP00000431158, ENSP00000377178, ENSP00000323663, ENSP00000389397, ENSP00000414083, ENSP00000265728	EAA28657
OG0004095	ENSP00000273158, ENSP00000493714, ENSP00000497638, ENSP00000394244, ENSP00000494342, ENSP00000495376, ENSP00000497532, ENSP00000494532, ENSP00000496690	EAA36124
OG0004100	ENSP00000384363, ENSP00000464351, ENSP00000464690, ENSP00000463273, ENSP00000462895, ENSP00000463818, ENSP00000284116, ENSP00000455508, ENSP00000454472	ESA42580
OG0004108	ENSP00000497842, ENSP00000417889, ENSP00000419421, ENSP00000418211, ENSP00000295612, ENSP00000374476, ENSP00000411762, ENSP00000410350, ENSP00000393324, ENSP00000497033	EAA32257
OG0004158	ENSP00000430357, ENSP00000430800, ENSP00000429647, ENSP00000430827, ENSP00000335287, ENSP00000430056, ENSP00000351881, ENSP00000429015, ENSP00000428388	EAA30857
OG0004172	ENSP00000427724, ENSP00000359520, ENSP00000430579, ENSP00000348536, ENSP00000351520, ENSP00000429455, ENSP00000408573	EAA33461
OG0004175	ENSP00000352830, ENSP00000476228, ENSP00000380509, ENSP00000368564	ESA42289
OG0004180	ENSP00000406809, ENSP00000357807	EAA36488, EAA29384
OG0004180	ENSP00000431288, ENSP00000433304, ENSP00000357804	EAA29141
OG0004213	ENSP00000419566, ENSP00000418900, ENSP00000418476, ENSP00000410759, ENSP00000420483	EAA29037
OG0004237	ENSP00000421754, ENSP00000427193, ENSP00000199320	EAA31554
OG0004245	ENSP00000443031, ENSP00000445435, ENSP00000227524, ENSP00000440266, ENSP00000446259	EDO65042
OG0004246	ENSP00000465129, ENSP00000452549, ENSP00000476093, ENSP00000468317, ENSP00000423673	EAA29209
OG0004247	ENSP00000309474, ENSP00000386932, ENSP00000362738, ENSP00000479986	EAA28800
OG0004252	ENSP00000429200, ENSP00000399102, ENSP00000359526	EAA30369
OG0004253	ENSP00000470527, ENSP00000384886	EAA33401
OG0004254	ENSP00000430946, ENSP00000428154, ENSP00000199814, ENSP00000412118	EAA36157
OG0004255	ENSP00000368458, ENSP00000368438	EAA35438
OG0004257	ENSP00000360473, ENSP00000432441	EAA27612
OG0004259	ENSP00000317695, ENSP00000368856	EAA35190
OG0004262	ENSP00000428885, ENSP00000427908, ENSP00000428669, ENSP00000428195, ENSP00000276682, ENSP00000429931, ENSP00000482724	EAA33209
OG0004265	ENSP00000456050, ENSP00000317579, ENSP00000398074, ENSP00000456602, ENSP00000457087, ENSP00000456775	EDO64976
OG0004268	ENSP00000387101, ENSP00000233893, ENSP00000386447	EAA27079
OG0004271	ENSP00000263974, ENSP00000362930	EAA30400
OG0004277	ENSP00000440345, ENSP00000269980, ENSP00000416000, ENSP00000443246	EAA30945
OG0004279	ENSP00000440437, ENSP00000309433, ENSP00000441279, ENSP00000438349	EAA32331
OG0004281	ENSP00000350512, ENSP00000428586, ENSP00000429774	EAA27550
OG0004282	ENSP00000366156	EAA31671
OG0004284	ENSP00000416639, ENSP00000419795, ENSP00000245838, ENSP00000347959	EAA33406
OG0004285	ENSP00000465776, ENSP00000466095, ENSP00000468544, ENSP00000221554, ENSP00000465392	EAA29339
OG0004286	ENSP00000376792, ENSP00000395017	EAA29337
OG0004293	ENSP00000394586, ENSP00000246868, ENSP00000483040	EAA27559
OG0004294	ENSP00000379676, ENSP00000441166, ENSP00000414359	EAA31656
OG0004296	ENSP00000334431, ENSP00000326514, ENSP00000370695	ESA42209
OG0004297	ENSP00000342026	EAA30385
OG0004298	ENSP00000420831, ENSP00000263985, ENSP00000426859	EAA29736
OG0004299	ENSP00000356564, ENSP00000356563	EAA33751
OG0004300	ENSP00000494100, ENSP00000347416, ENSP00000344055, ENSP00000494972, ENSP00000495274	EAA29959
OG0004302	ENSP00000457853, ENSP00000400312, ENSP00000456051	EAA27175
OG0004305	ENSP00000243997, ENSP00000379019, ENSP00000379023	EAA26885
OG0004306	ENSP00000383125, ENSP00000373083, ENSP00000464447, ENSP00000261601	EAA36314
OG0004307	ENSP00000422376, ENSP00000305810, ENSP00000426648	EAA33219
OG0004309	ENSP00000261296	ESA43366
OG0004312	ENSP00000425107, ENSP00000368913, ENSP00000425164, ENSP00000425277, ENSP00000425948, ENSP00000424529	EAA28720
OG0004313	ENSP00000307307, ENSP00000366135	EAA30664
OG0004314	ENSP00000318351, ENSP00000348880	EAA28316
OG0004316	ENSP00000465442, ENSP00000466463, ENSP00000468327, ENSP00000477862, ENSP00000247026	EAA33858
OG0004317	ENSP00000462256, ENSP00000301585, ENSP00000464192	ESA42008
OG0004318	ENSP00000380455	EAA33869
OG0004319	ENSP00000424576, ENSP00000342181, ENSP00000495128, ENSP00000473576, ENSP00000425190	EAA26607
OG0004322	ENSP00000424404, ENSP00000323377, ENSP00000423435, ENSP00000425587, ENSP00000422596	EAA27214
OG0004324	ENSP00000281828	EAA29590
OG0004325	ENSP00000417764, ENSP00000326609	EAA26604
OG0004326	ENSP00000439042, ENSP00000357838	ESA43295
OG0004328	ENSP00000467145, ENSP00000466556, ENSP00000252622, ENSP00000485007	EAA34878
OG0004329	ENSP00000473766, ENSP00000474294, ENSP00000474890, ENSP00000473862, ENSP00000360462, ENSP00000400932	ESA43494
OG0004331	ENSP00000364272, ENSP00000433007, ENSP00000487569	EAA31911
OG0004332	ENSP00000456367, ENSP00000219252	EAA27728
OG0004333	ENSP00000450546, ENSP00000390783, ENSP00000379870, ENSP00000443010	EAA32007
OG0004334	ENSP00000418710, ENSP00000419538, ENSP00000230582	ESA44253, EAA29065
OG0004336	ENSP00000401799, ENSP00000363751, ENSP00000417573	EAA33165
OG0004338	ENSP00000439818, ENSP00000440305, ENSP00000456318, ENSP00000497305, ENSP00000266544	EAA30558
OG0004339	ENSP00000263092, ENSP00000460207, ENSP00000460775, ENSP00000465733, ENSP00000461546	EDO65037
OG0004344	ENSP00000399820, ENSP00000478765	EAA30831
OG0004345	ENSP00000264670, ENSP00000420957	EAA32836
OG0004346	ENSP00000385557, ENSP00000295065, ENSP00000400795, ENSP00000368691	EAA30278
OG0004347	ENSP00000430039, ENSP00000262640, ENSP00000286448, ENSP00000427822	EAA33168
OG0004348	ENSP00000235521, ENSP00000358434	ESA43265
OG0004349	ENSP00000464289, ENSP00000497980, ENSP00000423051, ENSP00000288774, ENSP00000424291, ENSP00000407922	EAA34967
OG0004351	ENSP00000443664, ENSP00000299259, ENSP00000373553	EAA36497
OG0004352	ENSP00000346255	EAA35915
OG0004353	ENSP00000456372, ENSP00000328940, ENSP00000251303, ENSP00000333945, ENSP00000335316, ENSP00000455250	EAA32366
OG0004355	ENSP00000491073, ENSP00000262942, ENSP00000408711	EAA35040
OG0004357	ENSP00000396353, ENSP00000366030	EAA32232
OG0004359	ENSP00000348455, ENSP00000434082, ENSP00000436270, ENSP00000431256, ENSP00000436039, ENSP00000433613, ENSP00000433414	EAA34900
OG0004360	ENSP00000483365, ENSP00000324315, ENSP00000414863, ENSP00000360031, ENSP00000446184	EAA27645
OG0004361	ENSP00000356701, ENSP00000356702	EAA35059
OG0004362	ENSP00000419179, ENSP00000420380, ENSP00000377640	EAA34963
OG0004364	ENSP00000473358, ENSP00000473502, ENSP00000465194, ENSP00000256433, ENSP00000491049	ESA44139
OG0004365	ENSP00000455131, ENSP00000301012	EDO64977
OG0004366	ENSP00000438355, ENSP00000385303, ENSP00000390722, ENSP00000394539, ENSP00000388966, ENSP00000404200	EAA26883
OG0004367	ENSP00000490594, ENSP00000400253, ENSP00000490710, ENSP00000404489, ENSP00000246337	EAA35030
OG0004368	ENSP00000265986, ENSP00000497272	EAA26930
OG0004369	ENSP00000397750, ENSP00000462512, ENSP00000261643	EAA30767
OG0004370	ENSP00000415113, ENSP00000414383, ENSP00000356202, ENSP00000356200, ENSP00000356199	EAA31665
OG0004371	ENSP00000402744, ENSP00000397613, ENSP00000397326, ENSP00000380793	EAA33023
OG0004373	ENSP00000399729, ENSP00000362824, ENSP00000362805	EAA32165
OG0004374	ENSP00000381816	EAA30471
OG0004375	ENSP00000312939, ENSP00000494352, ENSP00000385083, ENSP00000468203	EAA28537, ESA42605, EAA27425
OG0004376	ENSP00000414643, ENSP00000425930, ENSP00000424512, ENSP00000274140	EAA29128
OG0004377	ENSP00000457090, ENSP00000219548, ENSP00000456591, ENSP00000457583, ENSP00000457228, ENSP00000456875, ENSP00000476751	EDO65444
OG0004380	ENSP00000457442, ENSP00000457268, ENSP00000311430, ENSP00000454281	EAA31868
OG0004381	ENSP00000427043, ENSP00000425865, ENSP00000296674	ESA43665
OG0004382	ENSP00000454999, ENSP00000457244, ENSP00000455953, ENSP00000219313	EAA27014
OG0004387	ENSP00000424417, ENSP00000423454, ENSP00000424616, ENSP00000303191	EAA36117
OG0004388	ENSP00000465755, ENSP00000221859	EAA33799
OG0004389	ENSP00000498012, ENSP00000497559, ENSP00000497084, ENSP00000498045, ENSP00000497612, ENSP00000416585, ENSP00000497151, ENSP00000360316, ENSP00000440191	EAA31101
OG0004390	ENSP00000295701, ENSP00000273064, ENSP00000486540, ENSP00000443687	EAA31100
OG0004391	ENSP00000419319, ENSP00000418342, ENSP00000337688, ENSP00000420331	EAA33359
OG0004392	ENSP00000264515, ENSP00000356132	EAA34862
OG0004393	ENSP00000496820, ENSP00000467035, ENSP00000415724, ENSP00000406230, ENSP00000433724, ENSP00000333934, ENSP00000357316	EAA28248
OG0004394	ENSP00000442117, ENSP00000492684, ENSP00000491742, ENSP00000473384, ENSP00000365121, ENSP00000347978	EAA35809
OG0004395	ENSP00000478931, ENSP00000362345, ENSP00000312370	EAA30588, ESA41799
OG0004398	ENSP00000388058, ENSP00000278616, ENSP00000435747, ENSP00000434327, ENSP00000435524	EAA28509
OG0004399	ENSP00000216484, ENSP00000381968	EAA27530
OG0004401	ENSP00000412883, ENSP00000389975, ENSP00000411966, ENSP00000396387, ENSP00000373713	EAA35576
OG0004402	ENSP00000479173	EAA32019
OG0004402	ENSP00000359692, ENSP00000431246, ENSP00000359691	EAA35837
OG0004403	ENSP00000435294, ENSP00000288937	EAA32399
OG0004404	ENSP00000476416, ENSP00000364489, ENSP00000323421, ENSP00000350036, ENSP00000385902, ENSP00000413509	EAA32173
OG0004405	ENSP00000396437, ENSP00000310082, ENSP00000377809, ENSP00000219315, ENSP00000398033, ENSP00000412858	EAA29290
OG0004406	ENSP00000452567, ENSP00000451666, ENSP00000261249	EAA34717
OG0004407	ENSP00000355493, ENSP00000333019, ENSP00000331260	EAA30951
OG0004409	ENSP00000228140, ENSP00000435777	EAA34807
OG0004410	ENSP00000251413, ENSP00000251412, ENSP00000464867	ESA42244
OG0004411	ENSP00000494497, ENSP00000265849, ENSP00000493814, ENSP00000495524, ENSP00000496392, ENSP00000392843	EAA33454
OG0004412	ENSP00000417378, ENSP00000249289	EAA28228
OG0004413	ENSP00000322439, ENSP00000455007	EAA32277
OG0004414	ENSP00000489476, ENSP00000424538, ENSP00000425271, ENSP00000483295, ENSP00000348878, ENSP00000489591, ENSP00000006658	EAA28727
OG0004415	ENSP00000265537, ENSP00000412893, ENSP00000495093, ENSP00000495707, ENSP00000408576	EAA31967
OG0004416	ENSP00000377311, ENSP00000408510, ENSP00000488228, ENSP00000467188	EAA28849
OG0004418	ENSP00000449604, ENSP00000376344, ENSP00000261741, ENSP00000442053	EAA35778
OG0004420	ENSP00000495761, ENSP00000310873, ENSP00000426242, ENSP00000311835, ENSP00000427146	EAA27020
OG0004422	ENSP00000295901, ENSP00000418695, ENSP00000418887, ENSP00000418303, ENSP00000419227, ENSP00000377952	EAA28375
OG0004424	ENSP00000397302, ENSP00000426331, ENSP00000329558, ENSP00000264954	EAA27729
OG0004425	ENSP00000387508, ENSP00000264161	EAA31111, EAA35505
OG0004426	ENSP00000395743, ENSP00000348886, ENSP00000481672	EAA30876
OG0004428	ENSP00000489446, ENSP00000403425, ENSP00000360262, ENSP00000305922	ESA43635
OG0004429	ENSP00000389400, ENSP00000457859, ENSP00000354580, ENSP00000442243	EAA35934
OG0004430	ENSP00000369745, ENSP00000369743, ENSP00000369757	ESA43687
OG0004431	ENSP00000417262, ENSP00000260803	EAA27620
OG0004432	ENSP00000394364, ENSP00000339630, ENSP00000359127, ENSP00000418282	EAA32884
OG0004433	ENSP00000429787, ENSP00000430560, ENSP00000427862, ENSP00000430494, ENSP00000287022	EAA31571
OG0004437	ENSP00000476353, ENSP00000498188, ENSP00000357325, ENSP00000245564, ENSP00000476693	EAA29773
OG0004438	ENSP00000468384, ENSP00000467384, ENSP00000468051, ENSP00000320309, ENSP00000396548	EAA27845
OG0004439	ENSP00000333294, ENSP00000403278, ENSP00000384043, ENSP00000361625	EAA32258
OG0004440	ENSP00000298818, ENSP00000450523, ENSP00000452007	EAA33713
OG0004441	ENSP00000468493, ENSP00000347678, ENSP00000269601, ENSP00000468761, ENSP00000465572, ENSP00000465493	ESA41866
OG0004442	ENSP00000225504, ENSP00000462100, ENSP00000464618, ENSP00000462670	EAA31361
OG0004444	ENSP00000389602, ENSP00000407614, ENSP00000395051, ENSP00000449958, ENSP00000228740	EAA31424
OG0004445	ENSP00000164227, ENSP00000393731	EAA33978
OG0004446	ENSP00000373715, ENSP00000424982, ENSP00000425770	EAA33586
OG0004447	ENSP00000416126, ENSP00000486265	EAA28066
OG0004448	ENSP00000264254, ENSP00000390585, ENSP00000413936, ENSP00000295645	EAA36521
OG0004449	ENSP00000406266, ENSP00000282516	EAA32551
OG0004450	ENSP00000261574, ENSP00000350219, ENSP00000418393, ENSP00000419764, ENSP00000259569	EAA30542
OG0004451	ENSP00000458248, ENSP00000459723, ENSP00000225728	EAA35494
OG0004454	ENSP00000357565, ENSP00000357562	EAA26728
OG0004456	ENSP00000359921, ENSP00000473303, ENSP00000473660, ENSP00000359923, ENSP00000359939, ENSP00000359922	EAA32075
OG0004458	ENSP00000463861, ENSP00000462899, ENSP00000463920, ENSP00000417190, ENSP00000397198	EAA36580
OG0004460	ENSP00000378342, ENSP00000378343, ENSP00000273962, ENSP00000423628, ENSP00000397551	EAA30408
OG0004461	ENSP00000427359, ENSP00000423276, ENSP00000347533, ENSP00000422111, ENSP00000421071, ENSP00000427430, ENSP00000324274	EAA32393
OG0004462	ENSP00000474081	EAA32417
OG0004464	ENSP00000305310, ENSP00000337332, ENSP00000470215, ENSP00000469001, ENSP00000472023, ENSP00000471837	EAA33563
OG0004465	ENSP00000428512, ENSP00000387654, ENSP00000264441, ENSP00000404327, ENSP00000408751, ENSP00000413178	EAA29713
OG0004466	ENSP00000449257, ENSP00000396530	EAA31710
OG0004469	ENSP00000465974, ENSP00000468811, ENSP00000464990, ENSP00000389126, ENSP00000250237, ENSP00000467394	ESA43046
OG0004471	ENSP00000425332, ENSP00000426730, ENSP00000424842, ENSP00000421884, ENSP00000425964, ENSP00000300441, ENSP00000401831	EAA30590, EAA36512
OG0004478	ENSP00000271620, ENSP00000497847, ENSP00000392632, ENSP00000357931, ENSP00000357933, ENSP00000357930, ENSP00000357932, ENSP00000387696	EAA33336
OG0004482	ENSP00000406442, ENSP00000396683, ENSP00000389059, ENSP00000294129	EAA30364
OG0004485	ENSP00000379864, ENSP00000387956, ENSP00000497007, ENSP00000410883, ENSP00000379865, ENSP00000407115, ENSP00000428055	EAA28457
OG0004499	ENSP00000451683, ENSP00000354204, ENSP00000355566	EAA32584
OG0004503	ENSP00000363185, ENSP00000380561, ENSP00000338293, ENSP00000363190, ENSP00000363191	EAA34843
OG0004522	ENSP00000403368, ENSP00000387724, ENSP00000414020, ENSP00000427038, ENSP00000422551, ENSP00000253699	EAA33728
OG0004527	ENSP00000352167, ENSP00000452078, ENSP00000450913, ENSP00000452446, ENSP00000452324	EAA31673
OG0004530	ENSP00000263904, ENSP00000366721, ENSP00000366746	EAA31164
OG0004538	ENSP00000401583, ENSP00000453230, ENSP00000413796, ENSP00000410692, ENSP00000406560, ENSP00000443702, ENSP00000275730	EAA31894
OG0004540	ENSP00000333751, ENSP00000367032, ENSP00000490816, ENSP00000420686, ENSP00000377511	EAA31112, ESA44124, EAA29774
OG0004559	ENSP00000370140, ENSP00000370139, ENSP00000326579	EAA30209
OG0004561	ENSP00000410559, ENSP00000381577	ESA43339
OG0004563	ENSP00000410537, ENSP00000365891, ENSP00000223023	EAA35389
OG0004571	ENSP00000443072, ENSP00000441796, ENSP00000444843, ENSP00000391513, ENSP00000253233, ENSP00000390647	EAA31898
OG0004572	ENSP00000380378, ENSP00000461087	EAA27709, EAA31722
OG0004584	ENSP00000449861, ENSP00000401721, ENSP00000481859, ENSP00000257931, ENSP00000388231	EDO65208
OG0004591	ENSP00000460130, ENSP00000458987, ENSP00000331201	EAA28394
OG0004594	ENSP00000431858, ENSP00000433013, ENSP00000388340, ENSP00000433419, ENSP00000429345, ENSP00000429824	EAA35142
OG0004602	ENSP00000467944, ENSP00000446443, ENSP00000467716, ENSP00000436773, ENSP00000463618	ESA43385
OG0004603	ENSP00000476469, ENSP00000404284, ENSP00000381657	EAA33634
OG0004694	ENSP00000424737, ENSP00000309095, ENSP00000426938, ENSP00000390505, ENSP00000404365	ESA44081
OG0004695	ENSP00000428076, ENSP00000358789, ENSP00000348215, ENSP00000395781, ENSP00000490082, ENSP00000430890, ENSP00000309714	EAA33099
OG0004754	ENSP00000404683, ENSP00000376501, ENSP00000355070, ENSP00000376504, ENSP00000407726	ESA44203
OG0004838	ENSP00000262215, ENSP00000428429, ENSP00000360985	EAA33549
OG0004839	ENSP00000459901, ENSP00000460043, ENSP00000459302, ENSP00000492488, ENSP00000299335	EAA27043
OG0004841	ENSP00000424924, ENSP00000264193, ENSP00000497326	EAA27013
OG0004843	ENSP00000408963, ENSP00000274054, ENSP00000427518	EAA26677
OG0004848	ENSP00000464898, ENSP00000467149, ENSP00000221899, ENSP00000415078, ENSP00000248420, ENSP00000465751	EAA35605
OG0004850	ENSP00000360329	EAA33138
OG0004851	ENSP00000431210	EAA36500
OG0004853	ENSP00000287394, ENSP00000238789, ENSP00000370412	EAA27888
OG0004857	ENSP00000362463	EAA31205
OG0004858	ENSP00000352041, ENSP00000359848	EAA32877
OG0004859	ENSP00000496921, ENSP00000360365, ENSP00000360367	EAA32791
OG0004860	ENSP00000331901	EAA31979
OG0004861	ENSP00000453521, ENSP00000453309, ENSP00000254193, ENSP00000452836, ENSP00000486896	EAA33128
OG0004862	ENSP00000481251, ENSP00000436361	EAA27571
OG0004872	ENSP00000351513	EAA35044, EAA27521
OG0004873	ENSP00000230050	EAA28087
OG0004875	ENSP00000466294, ENSP00000465969, ENSP00000263384, ENSP00000467027, ENSP00000464939	EAA31884
OG0004876	ENSP00000377381, ENSP00000359698	EAA28244
OG0004877	ENSP00000262962, ENSP00000472772	ESA42568
OG0004878	ENSP00000351052, ENSP00000309301, ENSP00000418533, ENSP00000353933	EAA28454
OG0004881	ENSP00000394065, ENSP00000386465, ENSP00000398385, ENSP00000263956, ENSP00000391724	EAA28545
OG0004882	ENSP00000376430, ENSP00000394014, ENSP00000397552, ENSP00000160382	EAA36450
OG0004883	ENSP00000358576, ENSP00000497882, ENSP00000498042	EAA29344
OG0004889	ENSP00000385266, ENSP00000456969, ENSP00000215829, ENSP00000456090	EAA32116
OG0004892	ENSP00000431213, ENSP00000433373	ESA43616
OG0004895	ENSP00000428801, ENSP00000276590	EAA30561
OG0004896	ENSP00000421392, ENSP00000362773, ENSP00000409154, ENSP00000421676, ENSP00000394066, ENSP00000402330, ENSP00000218432	ESA43163
OG0004897	ENSP00000255764	EAA27369
OG0004899	ENSP00000412382, ENSP00000380877, ENSP00000437570, ENSP00000305502, ENSP00000414545	EAA30004
OG0004900	ENSP00000315379	EAA26769
OG0004902	ENSP00000393185, ENSP00000261712, ENSP00000497128	EAA27271
OG0004905	ENSP00000445217	EAA30367
OG0004906	ENSP00000440821, ENSP00000442074, ENSP00000440242, ENSP00000250498	EAA29924
OG0004908	ENSP00000432386, ENSP00000481536, ENSP00000227474, ENSP00000432272, ENSP00000437077	ESA43611
OG0004909	ENSP00000264380	EAA35374
OG0004910	ENSP00000386284	EAA32389
OG0004914	ENSP00000407785, ENSP00000354125, ENSP00000380206	EAA30291
OG0004916	ENSP00000369785, ENSP00000369786	EAA27068
OG0004920	ENSP00000429916, ENSP00000428239, ENSP00000430331, ENSP00000265896	EAA32570
OG0004921	ENSP00000381845, ENSP00000262039, ENSP00000492528	EAA36560
OG0004923	ENSP00000430230, ENSP00000429585, ENSP00000428034, ENSP00000379417, ENSP00000379419, ENSP00000379430	EAA29276
OG0004925	ENSP00000305653	EAA36081
OG0004927	ENSP00000342015, ENSP00000413423	EAA34833
OG0004930	ENSP00000402003, ENSP00000357792, ENSP00000351697, ENSP00000357795	EAA34999
OG0004931	ENSP00000433952, ENSP00000434173, ENSP00000498025, ENSP00000265465, ENSP00000432536	EAA32088
OG0004932	ENSP00000360804	EAA35857
OG0004933	ENSP00000405068, ENSP00000427415, ENSP00000381146, ENSP00000315674	EAA29241
OG0004935	ENSP00000283646	ESA42757
OG0004940	ENSP00000464024, ENSP00000462015, ENSP00000302951, ENSP00000463974, ENSP00000464357, ENSP00000376168	EAA33966
OG0004942	ENSP00000477545, ENSP00000362547, ENSP00000362546, ENSP00000407270	EAA28580
OG0004943	ENSP00000483425, ENSP00000356448, ENSP00000408103	EAA28438
OG0004947	ENSP00000242576, ENSP00000440784, ENSP00000337398	EAA35793
OG0004948	ENSP00000365601, ENSP00000403290, ENSP00000436381, ENSP00000365599	EAA36239, EAA33565
OG0004949	ENSP00000401445, ENSP00000413812, ENSP00000256797	EAA30285
OG0004950	ENSP00000446985, ENSP00000448106, ENSP00000247843, ENSP00000447199	EAA28594
OG0004951	ENSP00000364269, ENSP00000294543	EAA35356, EAA27642
OG0004952	ENSP00000418401, ENSP00000417316, ENSP00000417096	EAA30071
OG0004953	ENSP00000340271	EAA26816, EAA29370
OG0004954	ENSP00000482526, ENSP00000488408, ENSP00000481559, ENSP00000478520	EAA31348
OG0004955	ENSP00000391446, ENSP00000345156, ENSP00000379506	EAA36538
OG0004956	ENSP00000158526, ENSP00000377225, ENSP00000369625, ENSP00000369627, ENSP00000496837	EAA33748
OG0004957	ENSP00000418071, ENSP00000420503, ENSP00000390517, ENSP00000419840, ENSP00000223073	EAA33697
OG0004958	ENSP00000302088, ENSP00000417000, ENSP00000464222, ENSP00000475168	EAA28102
OG0004960	ENSP00000418422, ENSP00000379775, ENSP00000323046	EAA36597
OG0004962	ENSP00000321029, ENSP00000415056	EAA32939
OG0004963	ENSP00000330813, ENSP00000403524	EDO65346
OG0004965	ENSP00000436592, ENSP00000300151	EAA34304
OG0004967	ENSP00000444520, ENSP00000446232, ENSP00000256079, ENSP00000369042	EAA34887
OG0004968	ENSP00000239451, ENSP00000342267, ENSP00000431429, ENSP00000415826	EAA35222
OG0004972	ENSP00000354739	EAA32167
OG0004973	ENSP00000328570	EAA31624
OG0004975	ENSP00000402836, ENSP00000306614	EAA35781
OG0004976	ENSP00000390533, ENSP00000239891	EAA32988
OG0004977	ENSP00000360268, ENSP00000360265	EAA31599
OG0004978	ENSP00000430236	EAA34384
