Orthogroup	fly	human
OG0006744	FBpp0078327	ENSP00000497684, ENSP00000263579
OG0006745	FBpp0078421, FBpp0306928, FBpp0078422	ENSP00000367318
OG0006746	FBpp0078521	ENSP00000313416, ENSP00000416054, ENSP00000366902, ENSP00000466390
OG0006747	FBpp0078559, FBpp0291543	ENSP00000417412, ENSP00000441812, ENSP00000305243, ENSP00000372394, ENSP00000417259
OG0006748	FBpp0309718, FBpp0078725, FBpp0312111, FBpp0309717	ENSP00000425569, ENSP00000423097, ENSP00000427033, ENSP00000264866
OG0006750	FBpp0089220, FBpp0078939, FBpp0078938, FBpp0304609	ENSP00000397561, ENSP00000226413
OG0006751	FBpp0302978, FBpp0079166	ENSP00000403061, ENSP00000265350, ENSP00000377795, ENSP00000386668, ENSP00000386816
OG0006752	FBpp0079304	ENSP00000471687, ENSP00000478132, ENSP00000482353, ENSP00000480329, ENSP00000478326, ENSP00000477598, ENSP00000229238
OG0006753	FBpp0079312	ENSP00000306983, ENSP00000406477
OG0006754	FBpp0084962, FBpp0084961, FBpp0089165, FBpp0079361, FBpp0084964, FBpp0084963	ENSP00000360724, ENSP00000247665.10
OG0006755	FBpp0312090, FBpp0080080, FBpp0079369, FBpp0081104, FBpp0303187, FBpp0303188, FBpp0084431	ENSP00000305200
OG0006756	FBpp0079410	ENSP00000430356, ENSP00000430525, ENSP00000381804, ENSP00000385738, ENSP00000474032, ENSP00000367850, ENSP00000260605
OG0006757	FBpp0079457, FBpp0293019, FBpp0293020, FBpp0079456, FBpp0111943	ENSP00000344590, ENSP00000284262
OG0006758	FBpp0079495, FBpp0401486	ENSP00000417530, ENSP00000420087, ENSP00000417306, ENSP00000265044, ENSP00000420641
OG0006760	FBpp0079501	ENSP00000496746, ENSP00000496012, ENSP00000494326, ENSP00000497629, ENSP00000309595, ENSP00000359248, ENSP00000494389
OG0006761	FBpp0297275, FBpp0079786	ENSP00000402440, ENSP00000395921, ENSP00000360642, ENSP00000284376
OG0006763	FBpp0079989, FBpp0309444	ENSP00000356778, ENSP00000236137, ENSP00000495500, ENSP00000494404
OG0006764	FBpp0080019, FBpp0305437	ENSP00000356482, ENSP00000318147, ENSP00000390536
OG0006765	FBpp0080087, FBpp0080088, FBpp0309702, FBpp0290626, FBpp0100122	ENSP00000260408
OG0006766	FBpp0312204, FBpp0080167	ENSP00000465581, ENSP00000466434, ENSP00000464938, ENSP00000466336, ENSP00000467755, ENSP00000465589
OG0006768	FBpp0303621, FBpp0080665, FBpp0271736	ENSP00000414313, ENSP00000405231, ENSP00000393888, ENSP00000334040
OG0006769	FBpp0080789	ENSP00000367468, ENSP00000394989, ENSP00000411927, ENSP00000367476, ENSP00000463605, ENSP00000395283
OG0006770	FBpp0110071, FBpp0310697, FBpp0081231, FBpp0312437, FBpp0082848	ENSP00000315013
OG0006771	FBpp0081331, FBpp0081330	ENSP00000440502, ENSP00000435284, ENSP00000432782, ENSP00000436941
OG0006772	FBpp0081491	ENSP00000410630, ENSP00000369899, ENSP00000364077, ENSP00000262850
OG0006773	FBpp0305491, FBpp0305490, FBpp0081529, FBpp0081530, FBpp0081531, FBpp0081532	ENSP00000394297, ENSP00000484767
OG0006774	FBpp0081549, FBpp0305029	ENSP00000311951, ENSP00000254653, ENSP00000390964, ENSP00000407213, ENSP00000387347
OG0006775	FBpp0081561	ENSP00000356785, ENSP00000431467, ENSP00000432753, ENSP00000433341
OG0006776	FBpp0081568, FBpp0308671	ENSP00000428693, ENSP00000220959, ENSP00000429084, ENSP00000427819
OG0006777	FBpp0081684, FBpp0271693	ENSP00000462033, ENSP00000383406, ENSP00000372574, ENSP00000391827
OG0006779	FBpp0289485, FBpp0081693, FBpp0297566	ENSP00000415835, ENSP00000410605, ENSP00000405181, ENSP00000324323
OG0006780	FBpp0081766	ENSP00000401305, ENSP00000295658, ENSP00000384100, ENSP00000412524, ENSP00000400798, ENSP00000413257
OG0006781	FBpp0082157, FBpp0082154, FBpp0082155	ENSP00000380524, ENSP00000380523, ENSP00000421018, ENSP00000424806
OG0006782	FBpp0306681, FBpp0082179, FBpp0306680, FBpp0082178	ENSP00000290399, ENSP00000392003
OG0006784	FBpp0082328	ENSP00000404732, ENSP00000392814, ENSP00000387079, ENSP00000395424, ENSP00000409786, ENSP00000376142, ENSP00000325423
OG0006785	FBpp0082389, FBpp0082388, FBpp0301702	ENSP00000384629, ENSP00000332995, ENSP00000413811
OG0006786	FBpp0082802	ENSP00000312399, ENSP00000450217, ENSP00000445881
OG0006787	FBpp0308614, FBpp0082889, FBpp0308615, FBpp0082888	ENSP00000408275, ENSP00000358464, ENSP00000265277
OG0006788	FBpp0082923	ENSP00000425335, ENSP00000305069, ENSP00000424590
OG0006789	FBpp0083070	ENSP00000478057, ENSP00000370730, ENSP00000497597, ENSP00000263150, ENSP00000350954
OG0006790	FBpp0083124	ENSP00000330361, ENSP00000497427, ENSP00000497608, ENSP00000496962, ENSP00000497694
OG0006791	FBpp0083133, FBpp0310441	ENSP00000392555, ENSP00000346466
OG0006792	FBpp0301765, FBpp0083159, FBpp0310907	ENSP00000321266.10, ENSP00000487693, ENSP00000405179, ENSP00000334738
OG0006794	FBpp0083506, FBpp0312515	ENSP00000280330, ENSP00000420876, ENSP00000427453, ENSP00000424210, ENSP00000422338
OG0006795	FBpp0083515	ENSP00000362600, ENSP00000481039, ENSP00000483675, ENSP00000413485, ENSP00000417677
OG0006796	FBpp0111675, FBpp0311689, FBpp0083520	ENSP00000453414, ENSP00000454135, ENSP00000286732
OG0006797	FBpp0111787, FBpp0303410, FBpp0083567	ENSP00000443431, ENSP00000360138, ENSP00000348298, ENSP00000360144
OG0006799	FBpp0293857, FBpp0308350, FBpp0083928	ENSP00000396723, ENSP00000396365, ENSP00000406036
OG0006801	FBpp0084017	ENSP00000450917, ENSP00000451389, ENSP00000451489, ENSP00000497757, ENSP00000452210, ENSP00000451638, ENSP00000450451
OG0006802	FBpp0304467, FBpp0084187	ENSP00000448054, ENSP00000251074, ENSP00000448086, ENSP00000449982
OG0006803	FBpp0084441, FBpp0290357	ENSP00000400085, ENSP00000202677
OG0006805	FBpp0084532, FBpp0084531, FBpp0084529, FBpp0084530, FBpp0306777	ENSP00000263921, ENSP00000421032, ENSP00000425238
OG0006806	FBpp0084673	ENSP00000439471, ENSP00000444594, ENSP00000261250, ENSP00000439996, ENSP00000440820, ENSP00000442806
OG0006808	FBpp0084839	ENSP00000453027, ENSP00000454083, ENSP00000453944, ENSP00000260361
OG0006809	FBpp0084849	ENSP00000444398, ENSP00000346862, ENSP00000318852, ENSP00000446828, ENSP00000410348
OG0006810	FBpp0290049, FBpp0084871	ENSP00000347281, ENSP00000430900, ENSP00000351346, ENSP00000349685, ENSP00000398472
OG0006811	FBpp0084910	ENSP00000327975, ENSP00000463591, ENSP00000463221, ENSP00000378887, ENSP00000468585, ENSP00000462139
OG0006813	FBpp0298836, FBpp0298835, FBpp0085347	ENSP00000417658, ENSP00000484143, ENSP00000479436, ENSP00000478346, ENSP00000495205
OG0006814	FBpp0085363	ENSP00000408102, ENSP00000438956, ENSP00000497087, ENSP00000265565, ENSP00000401819
OG0006815	FBpp0304298, FBpp0085370	ENSP00000407993, ENSP00000356746, ENSP00000356744, ENSP00000356745
OG0006817	FBpp0085543	ENSP00000423543, ENSP00000358575, ENSP00000426769, ENSP00000422494
OG0006818	FBpp0085567, FBpp0085568	ENSP00000426777, ENSP00000397598, ENSP00000421297
OG0006820	FBpp0085659	ENSP00000438242, ENSP00000477605, ENSP00000442879, ENSP00000337946, ENSP00000481001, ENSP00000355855, ENSP00000355854
OG0006821	FBpp0085698, FBpp0309412	ENSP00000449018, ENSP00000261735, ENSP00000412083
OG0006822	FBpp0085872, FBpp0304290	ENSP00000420034, ENSP00000334140
OG0006823	FBpp0085978	ENSP00000387420, ENSP00000386916, ENSP00000314669, ENSP00000388731, ENSP00000387319
OG0006824	FBpp0086008, FBpp0086009	ENSP00000355651, ENSP00000469872, ENSP00000470246, ENSP00000349560
OG0006826	FBpp0086345, FBpp0309029	ENSP00000391566, ENSP00000186436, ENSP00000386372
OG0006829	FBpp0308981, FBpp0086649	ENSP00000364902, ENSP00000364882
OG0006830	FBpp0086702	ENSP00000297316
OG0006832	FBpp0087126	ENSP00000426981, ENSP00000346216, ENSP00000396417, ENSP00000235532, ENSP00000349052, ENSP00000390820
OG0006833	FBpp0087251	ENSP00000471101, ENSP00000471444, ENSP00000472501, ENSP00000473181, ENSP00000481733, ENSP00000314343, ENSP00000471802
OG0006834	FBpp0308412, FBpp0087738	ENSP00000385203, ENSP00000482963, ENSP00000361970, ENSP00000351214
OG0006835	FBpp0302920, FBpp0087941, FBpp0087942	ENSP00000328596, ENSP00000260653
OG0006836	FBpp0088163, FBpp0088161, FBpp0088164	ENSP00000257868, ENSP00000448390, ENSP00000260950
OG0006838	FBpp0088273	ENSP00000308716, ENSP00000295228, ENSP00000397197, ENSP00000242208, ENSP00000490646
OG0006839	FBpp0088835, FBpp0088836, FBpp0088834, FBpp0297133	ENSP00000359540, ENSP00000496871
OG0006840	FBpp0312215, FBpp0088870, FBpp0312216, FBpp0308460, FBpp0088872, FBpp0088873, FBpp0088871	ENSP00000356465
OG0006841	FBpp0290716, FBpp0290715, FBpp0089045, FBpp0310241, FBpp0310184	ENSP00000297373, ENSP00000445440, ENSP00000441528
OG0006842	FBpp0099758	ENSP00000442563, ENSP00000464389, ENSP00000462071
OG0006843	FBpp0311517, FBpp0110413, FBpp0291451	ENSP00000312262, ENSP00000317578
OG0006844	FBpp0110498, FBpp0110554, FBpp0311259, FBpp0291580, FBpp0110582	ENSP00000357131
OG0006845	FBpp0111916, FBpp0288959	ENSP00000432079, ENSP00000335544, ENSP00000435534, ENSP00000437001, ENSP00000435675
OG0006846	FBpp0310922, FBpp0112714, FBpp0112713, FBpp0112712	ENSP00000459775, ENSP00000459943, ENSP00000343362, ENSP00000497187
OG0006847	FBpp0288481	ENSP00000420646, ENSP00000418196, ENSP00000417552, ENSP00000456272, ENSP00000312778
OG0006848	FBpp0288937, FBpp0288936, FBpp0288935	ENSP00000340707, ENSP00000357582, ENSP00000357583
OG0006850	FBpp0289247	ENSP00000380403, ENSP00000383895, ENSP00000380254, ENSP00000384331, ENSP00000384813
OG0006852	FBpp0309256, FBpp0290243, FBpp0290242	ENSP00000386853, ENSP00000263955, ENSP00000319192, ENSP00000497301
OG0006853	FBpp0290517, FBpp0290518, FBpp0307963	ENSP00000386770, ENSP00000489675, ENSP00000479072, ENSP00000488646
OG0006854	FBpp0305003, FBpp0290541	ENSP00000400252, ENSP00000308312, ENSP00000464197, ENSP00000461950
OG0006855	FBpp0310028, FBpp0310027, FBpp0310026, FBpp0291363	ENSP00000497617, ENSP00000496887, ENSP00000263816, ENSP00000496870
OG0006856	FBpp0292198	ENSP00000360253, ENSP00000483364, ENSP00000387567, ENSP00000265993, ENSP00000360261
OG0006857	FBpp0292328, FBpp0292327, FBpp0304807	ENSP00000433900, ENSP00000359503, ENSP00000359507
OG0006863	FBpp0298313, FBpp0298312, FBpp0298310, FBpp0298311	ENSP00000399903
OG0006864	FBpp0298338	ENSP00000488534, ENSP00000374303, ENSP00000422931, ENSP00000421809, ENSP00000422875, ENSP00000403465
OG0006865	FBpp0300160	ENSP00000482991, ENSP00000361577, ENSP00000480240, ENSP00000472558
OG0006866	FBpp0303326, FBpp0303327	ENSP00000394853, ENSP00000362770, ENSP00000311899
OG0006867	FBpp0304208, FBpp0304211, FBpp0304207, FBpp0304209, FBpp0304210	ENSP00000428151, ENSP00000262209
OG0006868	FBpp0304380, FBpp0304381	ENSP00000355836, ENSP00000355841, ENSP00000296946, ENSP00000453512
OG0006869	FBpp0312612, FBpp0305041, FBpp0312611	ENSP00000449057, ENSP00000388092, ENSP00000362995, ENSP00000363001, ENSP00000449450
OG0006871	FBpp0306263, FBpp0306265, FBpp0306266, FBpp0306264	ENSP00000412865, ENSP00000466345, ENSP00000402949, ENSP00000461135
OG0006874	FBpp0308243, FBpp0308242	ENSP00000360659, ENSP00000360660
OG0006875	FBpp0308345	ENSP00000478114, ENSP00000495897, ENSP00000420253, ENSP00000417554, ENSP00000420781, ENSP00000417988, ENSP00000418548
OG0006876	FBpp0309815	ENSP00000365566, ENSP00000451962, ENSP00000420138, ENSP00000419374, ENSP00000419021, ENSP00000273258
OG0007388	FBpp0085563	ENSP00000293860
OG0007397	FBpp0079640, FBpp0311560	ENSP00000438144, ENSP00000233114
OG0007403	FBpp0077883, FBpp0077884	ENSP00000289004, ENSP00000441677
OG0007406	FBpp0081599	ENSP00000417602, ENSP00000376427, ENSP00000259038
OG0007407	FBpp0083800	ENSP00000445753, ENSP00000322570
OG0007408	FBpp0076549	ENSP00000417954, ENSP00000257700
OG0007409	FBpp0308653, FBpp0070284	ENSP00000265245
OG0007411	FBpp0110275	ENSP00000462968, ENSP00000368318
OG0007413	FBpp0083581	ENSP00000357926, ENSP00000304370, ENSP00000357928
OG0007416	FBpp0402790, FBpp0089414	ENSP00000216489
OG0007418	FBpp0290353	ENSP00000476100
OG0007421	FBpp0082445	ENSP00000244496, ENSP00000475391
OG0007424	FBpp0087775	ENSP00000308622, ENSP00000361856
OG0007426	FBpp0086101	ENSP00000431714, ENSP00000361918, ENSP00000348904, ENSP00000312769
OG0007427	FBpp0074238, FBpp0292605, FBpp0308798	ENSP00000474781, ENSP00000412024, ENSP00000360398
OG0007431	FBpp0311844, FBpp0087322	ENSP00000482107, ENSP00000291576
OG0007435	FBpp0084013	ENSP00000163416
OG0007442	FBpp0079637, FBpp0312578, FBpp0310618	ENSP00000358106
OG0007443	FBpp0086721, FBpp0303475	ENSP00000420497, ENSP00000437325, ENSP00000367346
OG0007447	FBpp0311991, FBpp0071198	ENSP00000430403, ENSP00000353246
OG0007453	FBpp0072282	ENSP00000335673, ENSP00000287078
OG0007458	FBpp0084051	ENSP00000364594, ENSP00000260210
OG0007459	FBpp0070403, FBpp0309621	ENSP00000311135, ENSP00000439009
OG0007466	FBpp0077998	ENSP00000301364, ENSP00000459012, ENSP00000461192
OG0007471	FBpp0307598, FBpp0080003	ENSP00000354558
OG0007474	FBpp0077839	ENSP00000473950, ENSP00000368881
OG0007477	FBpp0073887, FBpp0309306	ENSP00000282251, ENSP00000434704, ENSP00000411736
OG0007480	FBpp0082727	ENSP00000297990, ENSP00000368784, ENSP00000313978
OG0007481	FBpp0073835, FBpp0073836	ENSP00000496482, ENSP00000368887
OG0007482	FBpp0082458	ENSP00000480028, ENSP00000350145, ENSP00000355211, ENSP00000432500, ENSP00000368447
OG0007483	FBpp0071172	ENSP00000465142
OG0007484	FBpp0301845, FBpp0072573	ENSP00000419370
OG0007485	FBpp0310956, FBpp0083043	ENSP00000423359, ENSP00000385347
OG0007489	FBpp0075937	ENSP00000234170, ENSP00000391881
OG0007493	FBpp0082297	ENSP00000398018, ENSP00000363753, ENSP00000363754
OG0007494	FBpp0075149	ENSP00000496450, ENSP00000272286, ENSP00000495423
OG0007495	FBpp0309371, FBpp0073777, FBpp0309370	ENSP00000473120, ENSP00000215565
OG0007497	FBpp0070409	ENSP00000307525, ENSP00000419004, ENSP00000417559
OG0007502	FBpp0390630	ENSP00000354632
OG0007503	FBpp0100181	ENSP00000355206
OG0007507	FBpp0070859	ENSP00000391114, ENSP00000271628
OG0007509	FBpp0077282, FBpp0304680	ENSP00000478564, ENSP00000426167, ENSP00000354676
OG0007510	FBpp0076457	ENSP00000246548, ENSP00000437484, ENSP00000468756
OG0007514	FBpp0086399	ENSP00000434496, ENSP00000434292, ENSP00000256545
OG0007515	FBpp0086590	ENSP00000418287
OG0007517	FBpp0081475	ENSP00000422641, ENSP00000424622, ENSP00000425564, ENSP00000426764, ENSP00000396301
OG0007521	FBpp0079735, FBpp0309447	ENSP00000491718, ENSP00000357887, ENSP00000346464
OG0007522	FBpp0087398	ENSP00000387263, ENSP00000374332, ENSP00000399735, ENSP00000437728
OG0007523	FBpp0082329	ENSP00000234296
OG0007527	FBpp0303558, FBpp0078630	ENSP00000404676, ENSP00000368935
OG0007528	FBpp0072144	ENSP00000363559, ENSP00000363574
OG0007529	FBpp0081096	ENSP00000425048, ENSP00000425016, ENSP00000424221, ENSP00000302892
OG0007532	FBpp0076481	ENSP00000401748, ENSP00000410516, ENSP00000391586, ENSP00000272638
OG0007533	FBpp0077778, FBpp0309501	ENSP00000263694
OG0007534	FBpp0081879	ENSP00000260443, ENSP00000455291
OG0007535	FBpp0078337	ENSP00000355185, ENSP00000358311
OG0007536	FBpp0078689	ENSP00000362688
OG0007537	FBpp0080484	ENSP00000379495, ENSP00000262982
OG0007539	FBpp0080537	ENSP00000460944, ENSP00000300145
OG0007540	FBpp0082333, FBpp0306412	ENSP00000394060, ENSP00000401155, ENSP00000384474
OG0007541	FBpp0073781	ENSP00000359151, ENSP00000359150
OG0007543	FBpp0075700	ENSP00000364119
OG0007544	FBpp0084016	ENSP00000474606
OG0007545	FBpp0082979, FBpp0307571	ENSP00000243903
OG0007546	FBpp0076990	ENSP00000405892, ENSP00000263657
OG0007547	FBpp0110310	ENSP00000472266, ENSP00000469581, ENSP00000252602, ENSP00000471820
OG0007548	FBpp0079885, FBpp0079886	ENSP00000420156, ENSP00000418560, ENSP00000351832
OG0007553	FBpp0081282	ENSP00000298532, ENSP00000490037
OG0007554	FBpp0079992	ENSP00000443061, ENSP00000377958
OG0007556	FBpp0075526	ENSP00000392011, ENSP00000389849, ENSP00000380376, ENSP00000384048
OG0007557	FBpp0304954, FBpp0075967	ENSP00000356989
OG0007558	FBpp0080490, FBpp0307141	ENSP00000362334
OG0007559	FBpp0085119	ENSP00000407323, ENSP00000236051
OG0007561	FBpp0071994	ENSP00000355958, ENSP00000443870
OG0007564	FBpp0072151	ENSP00000278412
OG0007565	FBpp0086732	ENSP00000353793, ENSP00000399349, ENSP00000413435
OG0007566	FBpp0071028	ENSP00000263208, ENSP00000345350
OG0007569	FBpp0075316	ENSP00000423657, ENSP00000425855, ENSP00000264689, ENSP00000421133
OG0007573	FBpp0310842, FBpp0290929	ENSP00000439924, ENSP00000265990
OG0007574	FBpp0085417, FBpp0085415, FBpp0085416	ENSP00000356919
OG0007575	FBpp0072494, FBpp0303821	ENSP00000305790
OG0007576	FBpp0080211	ENSP00000371101, ENSP00000439663, ENSP00000263837
OG0007578	FBpp0309827, FBpp0078844	ENSP00000372202, ENSP00000372206
OG0007579	FBpp0073888, FBpp0309307	ENSP00000447722, ENSP00000446478, ENSP00000449151, ENSP00000261318
OG0007580	FBpp0075119	ENSP00000262193
OG0007581	FBpp0290226	ENSP00000423283, ENSP00000423991, ENSP00000368688
OG0007582	FBpp0078761	ENSP00000464228, ENSP00000169551, ENSP00000462028
OG0007583	FBpp0086207	ENSP00000361845
OG0007584	FBpp0079946	ENSP00000359688
OG0007586	FBpp0076312	ENSP00000346171, ENSP00000483795, ENSP00000307288
OG0007587	FBpp0088636, FBpp0075763	ENSP00000470542, ENSP00000470562, ENSP00000245812
OG0007588	FBpp0074835, FBpp0312391	ENSP00000266079
OG0007589	FBpp0112463, FBpp0112462	ENSP00000282892, ENSP00000442126
OG0007591	FBpp0072744, FBpp0072743	ENSP00000216297
OG0007592	FBpp0081351	ENSP00000308067, ENSP00000367208
OG0007593	FBpp0081385	ENSP00000355672
OG0007594	FBpp0079711	ENSP00000408803, ENSP00000474771, ENSP00000245046
OG0007595	FBpp0071240	ENSP00000458903, ENSP00000458352, ENSP00000461090, ENSP00000301391
OG0007596	FBpp0113056	ENSP00000409324, ENSP00000414716, ENSP00000343103, ENSP00000454776
OG0007598	FBpp0073853	ENSP00000359224
OG0007600	FBpp0087169	ENSP00000368798, ENSP00000368796
OG0007601	FBpp0292854, FBpp0085822, FBpp0085821	ENSP00000265395, ENSP00000393365
OG0007602	FBpp0088565, FBpp0082019	ENSP00000216190, ENSP00000385812
OG0007603	FBpp0079567, FBpp0305601	ENSP00000371307, ENSP00000361338
OG0007604	FBpp0081834	ENSP00000335304
OG0007606	FBpp0086400	ENSP00000460811, ENSP00000485006, ENSP00000270586
OG0007607	FBpp0074348	ENSP00000249923, ENSP00000397873
OG0007608	FBpp0077415, FBpp0077401	ENSP00000480402, ENSP00000299424
OG0007610	FBpp0082172	ENSP00000363832, ENSP00000368727
OG0007611	FBpp0086844, FBpp0086842, FBpp0086843	ENSP00000262554
OG0007612	FBpp0083022	ENSP00000326534, ENSP00000335193
OG0007613	FBpp0075560	ENSP00000484968, ENSP00000367299, ENSP00000497484
OG0007614	FBpp0084252, FBpp0087069, FBpp0087070, FBpp0087071, FBpp0087068	ENSP00000364035
OG0007615	FBpp0080256	ENSP00000359295, ENSP00000359290
OG0007616	FBpp0077694	ENSP00000411740, ENSP00000229214
OG0007618	FBpp0071455	ENSP00000418563, ENSP00000422011
OG0007619	FBpp0086393	ENSP00000366934
OG0007623	FBpp0078120	ENSP00000457954, ENSP00000481088, ENSP00000457508, ENSP00000344223
OG0007624	FBpp0289451	ENSP00000424707
OG0007625	FBpp0077328	ENSP00000365063
OG0007626	FBpp0075595, FBpp0311496	ENSP00000363250
OG0007627	FBpp0075534	ENSP00000170564
OG0007628	FBpp0083629, FBpp0293863	ENSP00000366828
OG0007630	FBpp0110211, FBpp0309545	ENSP00000431476, ENSP00000419625, ENSP00000324263.10, ENSP00000367030
OG0007631	FBpp0076686, FBpp0076685	ENSP00000455677
OG0007632	FBpp0083665	ENSP00000479891, ENSP00000478397, ENSP00000483030, ENSP00000484903
OG0007633	FBpp0086749	ENSP00000351137
OG0007634	FBpp0082738, FBpp0082739	ENSP00000462642, ENSP00000462939, ENSP00000462962, ENSP00000245543
OG0007636	FBpp0082737	ENSP00000246166, ENSP00000447121
OG0007637	FBpp0070624, FBpp0310174	ENSP00000310520
OG0007638	FBpp0081659	ENSP00000390872, ENSP00000418324, ENSP00000328611, ENSP00000328829, ENSP00000410926
OG0007639	FBpp0086206	ENSP00000236412, ENSP00000363042, ENSP00000410206, ENSP00000311677
OG0007641	FBpp0082813	ENSP00000497023, ENSP00000207870, ENSP00000496840
OG0007642	FBpp0074568, FBpp0074567	ENSP00000285968, ENSP00000475318
OG0007643	FBpp0077582	ENSP00000411418, ENSP00000264158, ENSP00000444306
OG0007644	FBpp0072117	ENSP00000016171, ENSP00000359514, ENSP00000497114
OG0007645	FBpp0078318, FBpp0078319	ENSP00000264108
OG0007646	FBpp0087219, FBpp0308563, FBpp0293218	ENSP00000326411
OG0007647	FBpp0072143, FBpp0309943	ENSP00000244227, ENSP00000395144
OG0007648	FBpp0079699	ENSP00000379220, ENSP00000349906, ENSP00000400322, ENSP00000023939
OG0007649	FBpp0071049	ENSP00000223369, ENSP00000420805
OG0007650	FBpp0085224	ENSP00000217109, ENSP00000405171, ENSP00000409035, ENSP00000387968
OG0007652	FBpp0076244	ENSP00000312066, ENSP00000473613, ENSP00000446136
OG0007654	FBpp0077909	ENSP00000349016, ENSP00000465473
OG0007656	FBpp0081508	ENSP00000296603
OG0007657	FBpp0077982	ENSP00000355586, ENSP00000355587
OG0007658	FBpp0083514	ENSP00000368358, ENSP00000368349, ENSP00000478401
OG0007659	FBpp0290061, FBpp0079154, FBpp0310037	ENSP00000359505
OG0007660	FBpp0088833	ENSP00000317376, ENSP00000453116, ENSP00000318054
OG0007661	FBpp0390631	ENSP00000354687
OG0007664	FBpp0309229, FBpp0079391	ENSP00000446410, ENSP00000370734, ENSP00000370718
OG0007665	FBpp0088417	ENSP00000434688, ENSP00000280362
OG0007667	FBpp0070113, FBpp0070111, FBpp0070112	ENSP00000433836, ENSP00000318085, ENSP00000436815
OG0007668	FBpp0070370, FBpp0309795, FBpp0078167	ENSP00000471333, ENSP00000470609, ENSP00000470962, ENSP00000301457
OG0007669	FBpp0070385, FBpp0310458	ENSP00000419060, ENSP00000493543, ENSP00000288602, ENSP00000496776
OG0007670	FBpp0312228, FBpp0290017, FBpp0311475, FBpp0070396	ENSP00000267938, ENSP00000456324
OG0007671	FBpp0297988, FBpp0070429, FBpp0303183, FBpp0297595, FBpp0081765	ENSP00000483872
OG0007672	FBpp0070559, FBpp0070558	ENSP00000487037, ENSP00000393782, ENSP00000388975, ENSP00000005257
OG0007673	FBpp0311223, FBpp0070564, FBpp0310144	ENSP00000268699, ENSP00000440977, ENSP00000482877
OG0007674	FBpp0070620	ENSP00000381190, ENSP00000288050, ENSP00000455764, ENSP00000457916
OG0007675	FBpp0070653, FBpp0310135	ENSP00000306682, ENSP00000376720, ENSP00000486573, ENSP00000465168
OG0007676	FBpp0070886	ENSP00000384527, ENSP00000383098, ENSP00000496988, ENSP00000363782, ENSP00000364798
OG0007677	FBpp0070967, FBpp0070968	ENSP00000418000, ENSP00000417806
OG0007678	FBpp0309123, FBpp0071061, FBpp0309121, FBpp0309122	ENSP00000388694, ENSP00000379350, ENSP00000303351
OG0007679	FBpp0071144, FBpp0308525, FBpp0111875, FBpp0111874	ENSP00000261714
OG0007680	FBpp0071216, FBpp0304121	ENSP00000477829, ENSP00000484449, ENSP00000261731
OG0007682	FBpp0312440, FBpp0071404, FBpp0312441	ENSP00000366450, ENSP00000366460
OG0007683	FBpp0311721, FBpp0071450, FBpp0309629	ENSP00000480538, ENSP00000395396, ENSP00000242317
OG0007685	FBpp0300561, FBpp0071712	ENSP00000479460, ENSP00000484975, ENSP00000477931, ENSP00000478589
OG0007686	FBpp0071969	ENSP00000425577, ENSP00000427572, ENSP00000424222, ENSP00000380597, ENSP00000414363, ENSP00000369038
OG0007687	FBpp0072071	ENSP00000393989, ENSP00000405583, ENSP00000349179, ENSP00000409865, ENSP00000399422, ENSP00000309640
OG0007688	FBpp0288528, FBpp0072178, FBpp0309973	ENSP00000265354
OG0007691	FBpp0072630, FBpp0305551, FBpp0292962, FBpp0312460	ENSP00000490386, ENSP00000343686
OG0007692	FBpp0072696, FBpp0072695	ENSP00000262432, ENSP00000309610, ENSP00000479905, ENSP00000418402
OG0007694	FBpp0072828, FBpp0089215, FBpp0072827, FBpp0089205, FBpp0089216	ENSP00000252804
OG0007696	FBpp0292863, FBpp0072934, FBpp0089203, FBpp0089204, FBpp0304367, FBpp0304366, FBpp0289294	ENSP00000317790
OG0007698	FBpp0073081, FBpp0073082	ENSP00000456019, ENSP00000260324
OG0007699	FBpp0073083	ENSP00000378790, ENSP00000260363, ENSP00000497065, ENSP00000453386, ENSP00000304978
OG0007703	FBpp0081078, FBpp0312037, FBpp0073284	ENSP00000361207
OG0007704	FBpp0073325	ENSP00000237512, ENSP00000357968, ENSP00000376417, ENSP00000393191
OG0007705	FBpp0073457	ENSP00000452433, ENSP00000351057, ENSP00000353910, ENSP00000378087
OG0007706	FBpp0073526	ENSP00000446826, ENSP00000353042, ENSP00000431510, ENSP00000396052, ENSP00000434591, ENSP00000433740
OG0007707	FBpp0308969, FBpp0073627	ENSP00000488725, ENSP00000411189, ENSP00000439045, ENSP00000284031
OG0007709	FBpp0073782	ENSP00000423375, ENSP00000425347, ENSP00000351380, ENSP00000426933, ENSP00000423901
OG0007710	FBpp0309305, FBpp0073880	ENSP00000496160, ENSP00000302629, ENSP00000254190
OG0007712	FBpp0309956, FBpp0074161	ENSP00000418428, ENSP00000487006, ENSP00000384973, ENSP00000480602
OG0007713	FBpp0300670, FBpp0074285	ENSP00000364447, ENSP00000364453, ENSP00000168216
OG0007714	FBpp0074301, FBpp0074302, FBpp0301955	ENSP00000485994, ENSP00000354772, ENSP00000384751
OG0007715	FBpp0074314	ENSP00000383926, ENSP00000266263, ENSP00000393954, ENSP00000487369, ENSP00000347267
OG0007716	FBpp0307682, FBpp0074442	ENSP00000483235, ENSP00000471932, ENSP00000453399
OG0007717	FBpp0310228, FBpp0074458, FBpp0310227	ENSP00000296782, ENSP00000349959
