Orthogroup	fly	mouse
OG0004875	FBpp0077128, FBpp0303852, FBpp0303851	ENSMUSP00000003123
OG0004876	FBpp0078436, FBpp0301220, FBpp0305944	ENSMUSP00000056765, ENSMUSP00000026170
OG0004877	FBpp0086387	ENSMUSP00000084082, ENSMUSP00000156755
OG0004881	FBpp0297722, FBpp0086164	ENSMUSP00000039420
OG0004882	FBpp0086115	ENSMUSP00000029214, ENSMUSP00000119356, ENSMUSP00000031725
OG0004884	FBpp0085454, FBpp0085455, FBpp0297249	ENSMUSP00000041477, ENSMUSP00000079358
OG0004889	FBpp0087094	ENSMUSP00000151655, ENSMUSP00000020397
OG0004895	FBpp0079258	ENSMUSP00000027071
OG0004896	FBpp0084190	ENSMUSP00000109257
OG0004897	FBpp0305737, FBpp0290696	ENSMUSP00000152842, ENSMUSP00000152144, ENSMUSP00000152879, ENSMUSP00000022089
OG0004898	FBpp0087566	ENSMUSP00000034132, ENSMUSP00000126925, ENSMUSP00000147488, ENSMUSP00000147381, ENSMUSP00000147901
OG0004899	FBpp0070475	ENSMUSP00000105556, ENSMUSP00000063272
OG0004900	FBpp0074660, FBpp0074661	ENSMUSP00000124444, ENSMUSP00000015892, ENSMUSP00000124950, ENSMUSP00000124302
OG0004901	FBpp0080554	ENSMUSP00000028617
OG0004902	FBpp0297513, FBpp0086604, FBpp0086603	ENSMUSP00000017572, ENSMUSP00000133571
OG0004905	FBpp0087677, FBpp0087676	ENSMUSP00000048603, ENSMUSP00000141339, ENSMUSP00000141733
OG0004906	FBpp0079324	ENSMUSP00000022781, ENSMUSP00000122366
OG0004908	FBpp0071700	ENSMUSP00000034615, ENSMUSP00000113382
OG0004909	FBpp0088523, FBpp0088952	ENSMUSP00000079926, ENSMUSP00000095314
OG0004910	FBpp0075743, FBpp0305549	ENSMUSP00000103068, ENSMUSP00000030090
OG0004912	FBpp0080407	ENSMUSP00000147083, ENSMUSP00000146918, ENSMUSP00000006478, ENSMUSP00000146893, ENSMUSP00000146763, ENSMUSP00000146550
OG0004914	FBpp0086098, FBpp0086097	ENSMUSP00000098076
OG0004917	FBpp0087552	ENSMUSP00000076160, ENSMUSP00000141490
OG0004921	FBpp0071973	ENSMUSP00000128927, ENSMUSP00000111478, ENSMUSP00000089601, ENSMUSP00000111479
OG0004922	FBpp0309034, FBpp0086352	ENSMUSP00000056792, ENSMUSP00000119572
OG0004923	FBpp0311993, FBpp0073416	ENSMUSP00000062039
OG0004925	FBpp0072256, FBpp0072255, FBpp0072254	ENSMUSP00000143805, ENSMUSP00000005431
OG0004926	FBpp0308512, FBpp0087475	ENSMUSP00000028668, ENSMUSP00000054421
OG0004927	FBpp0309729, FBpp0289852	ENSMUSP00000138476, ENSMUSP00000062046, ENSMUSP00000143206
OG0004929	FBpp0073648	ENSMUSP00000035164, ENSMUSP00000139773, ENSMUSP00000140906
OG0004930	FBpp0087907	ENSMUSP00000115630, ENSMUSP00000019986, ENSMUSP00000131519
OG0004932	FBpp0271786	ENSMUSP00000028295
OG0004933	FBpp0082928, FBpp0312516	ENSMUSP00000143989, ENSMUSP00000038382
OG0004935	FBpp0296955, FBpp0291066	ENSMUSP00000064158
OG0004936	FBpp0082742	ENSMUSP00000147236, ENSMUSP00000147251, ENSMUSP00000046371, ENSMUSP00000122015
OG0004937	FBpp0088044	ENSMUSP00000019441
OG0004938	FBpp0084118, FBpp0308362	ENSMUSP00000130075, ENSMUSP00000057871, ENSMUSP00000141465, ENSMUSP00000141780
OG0004939	FBpp0290467	ENSMUSP00000041523, ENSMUSP00000136376, ENSMUSP00000152180
OG0004942	FBpp0081644	ENSMUSP00000116592, ENSMUSP00000029179, ENSMUSP00000105148
OG0004944	FBpp0078469	ENSMUSP00000155260, ENSMUSP00000155347, ENSMUSP00000132514, ENSMUSP00000019929, ENSMUSP00000043210
OG0004945	FBpp0070730	ENSMUSP00000070995, ENSMUSP00000146105
OG0004949	FBpp0112160	ENSMUSP00000001059, ENSMUSP00000033153, ENSMUSP00000145716
OG0004950	FBpp0078992	ENSMUSP00000151659, ENSMUSP00000020382
OG0004952	FBpp0076325, FBpp0306023	ENSMUSP00000035157, ENSMUSP00000151899
OG0004953	FBpp0088179	ENSMUSP00000110556, ENSMUSP00000110557, ENSMUSP00000110559, ENSMUSP00000026888
OG0004955	FBpp0076359	ENSMUSP00000131489, ENSMUSP00000150756
OG0004956	FBpp0084639	ENSMUSP00000109797, ENSMUSP00000152187, ENSMUSP00000046980
OG0004957	FBpp0072239	ENSMUSP00000127856, ENSMUSP00000007993
OG0004958	FBpp0084189, FBpp0312547	ENSMUSP00000030914
OG0004960	FBpp0311555, FBpp0077551	ENSMUSP00000115532, ENSMUSP00000030003
OG0004963	FBpp0083160, FBpp0304474	ENSMUSP00000143043, ENSMUSP00000107395, ENSMUSP00000031414
OG0004965	FBpp0304831, FBpp0070301	ENSMUSP00000128915
OG0004966	FBpp0087998	ENSMUSP00000029165
OG0004967	FBpp0076408	ENSMUSP00000046759, ENSMUSP00000081782
OG0004968	FBpp0302592, FBpp0071439	ENSMUSP00000052849, ENSMUSP00000033871
OG0004969	FBpp0071544, FBpp0309690	ENSMUSP00000136029, ENSMUSP00000049732, ENSMUSP00000030950, ENSMUSP00000115935
OG0004970	FBpp0078162	ENSMUSP00000154960, ENSMUSP00000035400, ENSMUSP00000107390, ENSMUSP00000028386
OG0004971	FBpp0070473, FBpp0070472	ENSMUSP00000156431, ENSMUSP00000073060, ENSMUSP00000156906
OG0004972	FBpp0072084, FBpp0072083, FBpp0072085	ENSMUSP00000117461
OG0004973	FBpp0073806	ENSMUSP00000152267, ENSMUSP00000021522
OG0004975	FBpp0085477, FBpp0298837	ENSMUSP00000118407, ENSMUSP00000051221, ENSMUSP00000142767, ENSMUSP00000101925, ENSMUSP00000101928
OG0004976	FBpp0079234	ENSMUSP00000118818, ENSMUSP00000119260, ENSMUSP00000035879
OG0004977	FBpp0301603, FBpp0078130	ENSMUSP00000025979, ENSMUSP00000135426
OG0004978	FBpp0305584, FBpp0078076	ENSMUSP00000106365, ENSMUSP00000072382
OG0004979	FBpp0074075, FBpp0309768	ENSMUSP00000071214
OG0004980	FBpp0072658	ENSMUSP00000122906, ENSMUSP00000099986
OG0004981	FBpp0081606, FBpp0081607, FBpp0304082	ENSMUSP00000003183, ENSMUSP00000122783
OG0004982	FBpp0076478	ENSMUSP00000032585
OG0004984	FBpp0086627	ENSMUSP00000067681, ENSMUSP00000126887
OG0004985	FBpp0077936	ENSMUSP00000028650
OG0004986	FBpp0073336	ENSMUSP00000034541
OG0004987	FBpp0087477, FBpp0087476	ENSMUSP00000050532, ENSMUSP00000140172
OG0004988	FBpp0085562	ENSMUSP00000099688
OG0004989	FBpp0304374, FBpp0304373, FBpp0304371, FBpp0304372	ENSMUSP00000037194, ENSMUSP00000145133
OG0004990	FBpp0085172, FBpp0085173, FBpp0306620, FBpp0290103	ENSMUSP00000020756
OG0004991	FBpp0072453, FBpp0311212	ENSMUSP00000094239, ENSMUSP00000075395
OG0004992	FBpp0082818, FBpp0307992, FBpp0082819, FBpp0307993	ENSMUSP00000022962
OG0004993	FBpp0074178	ENSMUSP00000151973, ENSMUSP00000151327, ENSMUSP00000125960
OG0004994	FBpp0075684	ENSMUSP00000157360, ENSMUSP00000157119, ENSMUSP00000002551
OG0004995	FBpp0071178	ENSMUSP00000026126, ENSMUSP00000146158
OG0004996	FBpp0083078	ENSMUSP00000113238, ENSMUSP00000021203, ENSMUSP00000132836, ENSMUSP00000123281
OG0004997	FBpp0070430, FBpp0083293	ENSMUSP00000004206
OG0005001	FBpp0076526, FBpp0312411	ENSMUSP00000126362, ENSMUSP00000131229, ENSMUSP00000129597, ENSMUSP00000131368
OG0005002	FBpp0306893, FBpp0083983, FBpp0306892, FBpp0083982	ENSMUSP00000081855, ENSMUSP00000134667, ENSMUSP00000020586
OG0005003	FBpp0289936, FBpp0303819	ENSMUSP00000033010, ENSMUSP00000114890
OG0005004	FBpp0075148	ENSMUSP00000137061, ENSMUSP00000046046, ENSMUSP00000121909
OG0005005	FBpp0082984	ENSMUSP00000035456, ENSMUSP00000138581, ENSMUSP00000138425, ENSMUSP00000138646, ENSMUSP00000138750
OG0005006	FBpp0075756	ENSMUSP00000139184, ENSMUSP00000039688
OG0005007	FBpp0075399	ENSMUSP00000005503
OG0005008	FBpp0070812	ENSMUSP00000095346
OG0005009	FBpp0070584	ENSMUSP00000029900, ENSMUSP00000013304
OG0005011	FBpp0300874, FBpp0070117, FBpp0310165	ENSMUSP00000154877
OG0005011	FBpp0072446	ENSMUSP00000023036, ENSMUSP00000155288
OG0005014	FBpp0084191	ENSMUSP00000156350, ENSMUSP00000024620
OG0005015	FBpp0086380, FBpp0305372	ENSMUSP00000113371, ENSMUSP00000090593
OG0005016	FBpp0079623	ENSMUSP00000140417, ENSMUSP00000106286, ENSMUSP00000106285, ENSMUSP00000044049
OG0005017	FBpp0083440	ENSMUSP00000023510
OG0005020	FBpp0081209	ENSMUSP00000138868, ENSMUSP00000143637, ENSMUSP00000139223, ENSMUSP00000047320
OG0005022	FBpp0083134	ENSMUSP00000156707, ENSMUSP00000156644, ENSMUSP00000156747, ENSMUSP00000063976
OG0005023	FBpp0077581, FBpp0306868, FBpp0306867	ENSMUSP00000045284
OG0005024	FBpp0085809	ENSMUSP00000130666, ENSMUSP00000037446
OG0005025	FBpp0086323	ENSMUSP00000023455, ENSMUSP00000155861, ENSMUSP00000131422
OG0005026	FBpp0085458, FBpp0307641	ENSMUSP00000131145, ENSMUSP00000022765, ENSMUSP00000057664
OG0005027	FBpp0081384	ENSMUSP00000032124
OG0005028	FBpp0077315, FBpp0304730	ENSMUSP00000123155
OG0005029	FBpp0079409	ENSMUSP00000105206, ENSMUSP00000006221, ENSMUSP00000116739
OG0005030	FBpp0293077, FBpp0100020	ENSMUSP00000115896, ENSMUSP00000121953, ENSMUSP00000051515
OG0005031	FBpp0073316	ENSMUSP00000124999, ENSMUSP00000125564, ENSMUSP00000125590, ENSMUSP00000125738
OG0005032	FBpp0305599, FBpp0312024	ENSMUSP00000047825, ENSMUSP00000121040
OG0005033	FBpp0307951, FBpp0081197	ENSMUSP00000099904
OG0005034	FBpp0072691	ENSMUSP00000020018, ENSMUSP00000118498, ENSMUSP00000119829
OG0005035	FBpp0075098, FBpp0293796	ENSMUSP00000128883, ENSMUSP00000044751
OG0005036	FBpp0081650	ENSMUSP00000113560, ENSMUSP00000112811, ENSMUSP00000056359
OG0005037	FBpp0310396, FBpp0076917	ENSMUSP00000004507
OG0005039	FBpp0085571	ENSMUSP00000126303, ENSMUSP00000080484, ENSMUSP00000098851, ENSMUSP00000104817
OG0005040	FBpp0305644, FBpp0078024	ENSMUSP00000102857, ENSMUSP00000071589, ENSMUSP00000113554
OG0005041	FBpp0289929	ENSMUSP00000020827, ENSMUSP00000120260, ENSMUSP00000113749, ENSMUSP00000112903
OG0005042	FBpp0075105, FBpp0305787	ENSMUSP00000043780
OG0005043	FBpp0083659	ENSMUSP00000125006, ENSMUSP00000108308, ENSMUSP00000027626
OG0005044	FBpp0291138, FBpp0070355	ENSMUSP00000034607
OG0005045	FBpp0074250, FBpp0312005, FBpp0099891, FBpp0309497	ENSMUSP00000146276, ENSMUSP00000146213, ENSMUSP00000078459, ENSMUSP00000146232
OG0005046	FBpp0111355	ENSMUSP00000120926, ENSMUSP00000062811, ENSMUSP00000118876
OG0005047	FBpp0305289, FBpp0075448	ENSMUSP00000120014
OG0005048	FBpp0306728, FBpp0293858	ENSMUSP00000023698, ENSMUSP00000113835
OG0005049	FBpp0099977	ENSMUSP00000031113, ENSMUSP00000084480, ENSMUSP00000133467
OG0005050	FBpp0078316	ENSMUSP00000157070, ENSMUSP00000025137
OG0005051	FBpp0074107	ENSMUSP00000122441, ENSMUSP00000023524
OG0005052	FBpp0088000	ENSMUSP00000123224, ENSMUSP00000122129, ENSMUSP00000098509, ENSMUSP00000077168, ENSMUSP00000080766
OG0005053	FBpp0084342, FBpp0312340	ENSMUSP00000152280, ENSMUSP00000152056, ENSMUSP00000082011, ENSMUSP00000133128
OG0005054	FBpp0079780, FBpp0305675	ENSMUSP00000117391, ENSMUSP00000117747, ENSMUSP00000027173, ENSMUSP00000113148, ENSMUSP00000113494
OG0005055	FBpp0290815, FBpp0305646, FBpp0305647, FBpp0290816	ENSMUSP00000084837, ENSMUSP00000153364, ENSMUSP00000153420
OG0005056	FBpp0078053, FBpp0078054	ENSMUSP00000110399, ENSMUSP00000086027
OG0005057	FBpp0086881, FBpp0086882	ENSMUSP00000119335, ENSMUSP00000103777, ENSMUSP00000048319
OG0005058	FBpp0070795	ENSMUSP00000132986, ENSMUSP00000023221
OG0005060	FBpp0085042, FBpp0076890	ENSMUSP00000021049
OG0005061	FBpp0073651	ENSMUSP00000067579
OG0005062	FBpp0076789	ENSMUSP00000152361, ENSMUSP00000152262, ENSMUSP00000021359
OG0005063	FBpp0071277	ENSMUSP00000110199, ENSMUSP00000117725
OG0005064	FBpp0086467	ENSMUSP00000120658
OG0005066	FBpp0079590, FBpp0304498	ENSMUSP00000002735
OG0005067	FBpp0085884	ENSMUSP00000152839, ENSMUSP00000136259, ENSMUSP00000040551, ENSMUSP00000151394, ENSMUSP00000152275
OG0005068	FBpp0078857, FBpp0078856	ENSMUSP00000129142, ENSMUSP00000128380, ENSMUSP00000018184
OG0005069	FBpp0078470, FBpp0078471, FBpp0078472, FBpp0082055	ENSMUSP00000136880, ENSMUSP00000040956, ENSMUSP00000121285, ENSMUSP00000115769
OG0005070	FBpp0309414, FBpp0071365	ENSMUSP00000003946, ENSMUSP00000126868, ENSMUSP00000129298
OG0005071	FBpp0310197, FBpp0070484, FBpp0078728, FBpp0303003, FBpp0303002	ENSMUSP00000021158
OG0005072	FBpp0074318	ENSMUSP00000153459, ENSMUSP00000153076, ENSMUSP00000016115
OG0005073	FBpp0309417, FBpp0070729	ENSMUSP00000059192
OG0005075	FBpp0089163, FBpp0088317	ENSMUSP00000155308, ENSMUSP00000071794
OG0005076	FBpp0082592	ENSMUSP00000151489, ENSMUSP00000000384, ENSMUSP00000152048
OG0005077	FBpp0081350	ENSMUSP00000026990
OG0005078	FBpp0073678	ENSMUSP00000130807, ENSMUSP00000093130
OG0005079	FBpp0074742	ENSMUSP00000038775, ENSMUSP00000156299
OG0005080	FBpp0070415	ENSMUSP00000060779
OG0005081	FBpp0078929	ENSMUSP00000018841
OG0005082	FBpp0071652, FBpp0085745, FBpp0308484	ENSMUSP00000147487, ENSMUSP00000148133, ENSMUSP00000033920
OG0005083	FBpp0070949	ENSMUSP00000142220, ENSMUSP00000142315, ENSMUSP00000142067, ENSMUSP00000141547, ENSMUSP00000028351, ENSMUSP00000141890
OG0005084	FBpp0075169	ENSMUSP00000033159
OG0005085	FBpp0077885	ENSMUSP00000048472, ENSMUSP00000114649, ENSMUSP00000141204, ENSMUSP00000115512
OG0005086	FBpp0072781	ENSMUSP00000022344, ENSMUSP00000153408
OG0005089	FBpp0072939	ENSMUSP00000099046, ENSMUSP00000118732
OG0005091	FBpp0308673, FBpp0070350, FBpp0072263	ENSMUSP00000108124, ENSMUSP00000143477, ENSMUSP00000057760
OG0005092	FBpp0077569	ENSMUSP00000152216, ENSMUSP00000062662, ENSMUSP00000013294
OG0005094	FBpp0087959, FBpp0089188	ENSMUSP00000152845, ENSMUSP00000020959
OG0005095	FBpp0071809	ENSMUSP00000100725
OG0005095	FBpp0070031	ENSMUSP00000058575
OG0005096	FBpp0070040, FBpp0070039, FBpp0303825	ENSMUSP00000042185, ENSMUSP00000031637, ENSMUSP00000145197, ENSMUSP00000145413, ENSMUSP00000144932
OG0005097	FBpp0070283	ENSMUSP00000151264, ENSMUSP00000151877, ENSMUSP00000151864, ENSMUSP00000020493
OG0005098	FBpp0300864, FBpp0307766, FBpp0084685, FBpp0070550, FBpp0305932	ENSMUSP00000054062, ENSMUSP00000060517, ENSMUSP00000123117, ENSMUSP00000115413
OG0005100	FBpp0070979	ENSMUSP00000103519, ENSMUSP00000004050, ENSMUSP00000039357
OG0005102	FBpp0071293	ENSMUSP00000145706, ENSMUSP00000146168, ENSMUSP00000101889, ENSMUSP00000113264, ENSMUSP00000106819, ENSMUSP00000106818
OG0005103	FBpp0301973, FBpp0303753, FBpp0271862, FBpp0071316	ENSMUSP00000088322, ENSMUSP00000026367.10, ENSMUSP00000130747, ENSMUSP00000099750
OG0005105	FBpp0071459	ENSMUSP00000156737, ENSMUSP00000156832, ENSMUSP00000002452
OG0005106	FBpp0071509	ENSMUSP00000128431, ENSMUSP00000127242, ENSMUSP00000131789, ENSMUSP00000091713, ENSMUSP00000137437, ENSMUSP00000146025, ENSMUSP00000130917
OG0005107	FBpp0071534	ENSMUSP00000144824, ENSMUSP00000145448, ENSMUSP00000131207, ENSMUSP00000145480, ENSMUSP00000145017, ENSMUSP00000144839
OG0005108	FBpp0071539, FBpp0071540	ENSMUSP00000136719, ENSMUSP00000099307, ENSMUSP00000048675, ENSMUSP00000057615, ENSMUSP00000075989
OG0005109	FBpp0302571, FBpp0071555, FBpp0071556, FBpp0303269, FBpp0303268	ENSMUSP00000125440, ENSMUSP00000030628, ENSMUSP00000124477
OG0005111	FBpp0071659	ENSMUSP00000098815, ENSMUSP00000000707
OG0005112	FBpp0071674, FBpp0290151, FBpp0290150	ENSMUSP00000119098, ENSMUSP00000028179, ENSMUSP00000112625, ENSMUSP00000028307
OG0005114	FBpp0099476, FBpp0311714, FBpp0071864	ENSMUSP00000139531, ENSMUSP00000007949, ENSMUSP00000040089
OG0005115	FBpp0071936	ENSMUSP00000124298, ENSMUSP00000095602, ENSMUSP00000102765
OG0005116	FBpp0072036, FBpp0309939	ENSMUSP00000012281, ENSMUSP00000009143, ENSMUSP00000126999
OG0005117	FBpp0073691, FBpp0291026, FBpp0072155	ENSMUSP00000117583
OG0005118	FBpp0072242	ENSMUSP00000053399, ENSMUSP00000105684, ENSMUSP00000109010, ENSMUSP00000105744, ENSMUSP00000062171
OG0005119	FBpp0072247, FBpp0072246	ENSMUSP00000039726, ENSMUSP00000125504
OG0005120	FBpp0310107, FBpp0072300	ENSMUSP00000152453, ENSMUSP00000113786, ENSMUSP00000113468, ENSMUSP00000112655, ENSMUSP00000062239, ENSMUSP00000117113, ENSMUSP00000152241
OG0005121	FBpp0072328	ENSMUSP00000022992, ENSMUSP00000124466
OG0005122	FBpp0072620, FBpp0072618, FBpp0072619	ENSMUSP00000102333, ENSMUSP00000107182
OG0005124	FBpp0073007	ENSMUSP00000118390, ENSMUSP00000069908, ENSMUSP00000105871, ENSMUSP00000105870, ENSMUSP00000034328
OG0005125	FBpp0311497, FBpp0073030	ENSMUSP00000137012, ENSMUSP00000153654, ENSMUSP00000135685, ENSMUSP00000096751
OG0005126	FBpp0073067	ENSMUSP00000110776, ENSMUSP00000110777, ENSMUSP00000110778, ENSMUSP00000110779
OG0005129	FBpp0073411, FBpp0303439	ENSMUSP00000113807, ENSMUSP00000114096, ENSMUSP00000138024, ENSMUSP00000137847, ENSMUSP00000025767, ENSMUSP00000137722
OG0005130	FBpp0309878, FBpp0073524	ENSMUSP00000007482
OG0005131	FBpp0311349, FBpp0073636	ENSMUSP00000145053, ENSMUSP00000031805, ENSMUSP00000144696
OG0005132	FBpp0289427, FBpp0075449, FBpp0073778	ENSMUSP00000043826, ENSMUSP00000132038, ENSMUSP00000065116, ENSMUSP00000127983, ENSMUSP00000127149
OG0005133	FBpp0302594, FBpp0074033, FBpp0290866, FBpp0302000	ENSMUSP00000155503, ENSMUSP00000036039, ENSMUSP00000061390
OG0005134	FBpp0074115, FBpp0309740	ENSMUSP00000144624, ENSMUSP00000143969, ENSMUSP00000026608
OG0005135	FBpp0306535, FBpp0306534, FBpp0074203, FBpp0074204	ENSMUSP00000084005, ENSMUSP00000109478, ENSMUSP00000109480, ENSMUSP00000053147
OG0005136	FBpp0074447, FBpp0304800	ENSMUSP00000157206, ENSMUSP00000040919, ENSMUSP00000157161, ENSMUSP00000157084, ENSMUSP00000055930
OG0005137	FBpp0309972, FBpp0074466	ENSMUSP00000028072, ENSMUSP00000129176
OG0005138	FBpp0074559	ENSMUSP00000140795, ENSMUSP00000118082, ENSMUSP00000050451, ENSMUSP00000116977, ENSMUSP00000109205, ENSMUSP00000057865
OG0005139	FBpp0311906, FBpp0074562	ENSMUSP00000023072, ENSMUSP00000102251, ENSMUSP00000102254, ENSMUSP00000033030
OG0005140	FBpp0075908, FBpp0074633, FBpp0075906	ENSMUSP00000144226, ENSMUSP00000031053, ENSMUSP00000144050, ENSMUSP00000143850
OG0005141	FBpp0074733, FBpp0074732, FBpp0074731, FBpp0291675	ENSMUSP00000127629, ENSMUSP00000133209, ENSMUSP00000023812
OG0005142	FBpp0303123, FBpp0074793	ENSMUSP00000154147, ENSMUSP00000154605, ENSMUSP00000055656
OG0005143	FBpp0074795, FBpp0303227, FBpp0304981, FBpp0288861, FBpp0111803, FBpp0074796	ENSMUSP00000039660, ENSMUSP00000111828, ENSMUSP00000067783
OG0005144	FBpp0074972	ENSMUSP00000025293, ENSMUSP00000121854, ENSMUSP00000137875
OG0005146	FBpp0075597, FBpp0302861	ENSMUSP00000151221
OG0005147	FBpp0075719, FBpp0305976, FBpp0305974, FBpp0305973, FBpp0305975, FBpp0305972	ENSMUSP00000111023
OG0005148	FBpp0075793	ENSMUSP00000129291, ENSMUSP00000132108, ENSMUSP00000131359, ENSMUSP00000040132, ENSMUSP00000104977, ENSMUSP00000132786
OG0005149	FBpp0075964, FBpp0290579	ENSMUSP00000019896
OG0005150	FBpp0303834, FBpp0076350, FBpp0311670, FBpp0303835	ENSMUSP00000122151, ENSMUSP00000064667, ENSMUSP00000120247
OG0005152	FBpp0077056, FBpp0305865	ENSMUSP00000124006, ENSMUSP00000124982, ENSMUSP00000066561, ENSMUSP00000002298
OG0005156	FBpp0077460, FBpp0078752, FBpp0078737, FBpp0082200	ENSMUSP00000079208, ENSMUSP00000142864
OG0005157	FBpp0303507, FBpp0077504, FBpp0077503	ENSMUSP00000110595, ENSMUSP00000041104
OG0005158	FBpp0077576, FBpp0294064, FBpp0297297	ENSMUSP00000082302, ENSMUSP00000101311
OG0005160	FBpp0077925	ENSMUSP00000026156, ENSMUSP00000031555
OG0005161	FBpp0078101, FBpp0078099, FBpp0305036, FBpp0292150, FBpp0078100	ENSMUSP00000043821
OG0005162	FBpp0078155	ENSMUSP00000124646, ENSMUSP00000125225, ENSMUSP00000124654, ENSMUSP00000124540, ENSMUSP00000125224, ENSMUSP00000083057
OG0005163	FBpp0298015, FBpp0110100, FBpp0078163	ENSMUSP00000057939, ENSMUSP00000152722
OG0005164	FBpp0312438, FBpp0308993, FBpp0306785, FBpp0078328	ENSMUSP00000048453, ENSMUSP00000135803, ENSMUSP00000021022, ENSMUSP00000103775, ENSMUSP00000132696
OG0005165	FBpp0078365, FBpp0306962	ENSMUSP00000125334, ENSMUSP00000125348, ENSMUSP00000027040, ENSMUSP00000124676
OG0005167	FBpp0078757	ENSMUSP00000115791, ENSMUSP00000038671, ENSMUSP00000066000
OG0005169	FBpp0078843, FBpp0078842	ENSMUSP00000144321, ENSMUSP00000144263, ENSMUSP00000074387, ENSMUSP00000143990
OG0005170	FBpp0307727, FBpp0112981, FBpp0078941, FBpp0112980, FBpp0078942, FBpp0078940, FBpp0078943	ENSMUSP00000003659
OG0005171	FBpp0303616, FBpp0078955, FBpp0303615, FBpp0303617, FBpp0303618, FBpp0112322, FBpp0303619, FBpp0303614	ENSMUSP00000060233
OG0005172	FBpp0079055, FBpp0079056, FBpp0301227, FBpp0079054	ENSMUSP00000102798, ENSMUSP00000032879
OG0005173	FBpp0297136, FBpp0079756, FBpp0110172, FBpp0079104	ENSMUSP00000047960, ENSMUSP00000136869
OG0005176	FBpp0079636, FBpp0305674	ENSMUSP00000022459, ENSMUSP00000154738, ENSMUSP00000154095, ENSMUSP00000154281
OG0005177	FBpp0079675	ENSMUSP00000135183, ENSMUSP00000135026, ENSMUSP00000134878, ENSMUSP00000033541, ENSMUSP00000141045, ENSMUSP00000155319, ENSMUSP00000026016
OG0005178	FBpp0079707, FBpp0079706, FBpp0309219	ENSMUSP00000149688, ENSMUSP00000045110, ENSMUSP00000072920, ENSMUSP00000064129
OG0005179	FBpp0079818, FBpp0079819	ENSMUSP00000113854, ENSMUSP00000114285, ENSMUSP00000039134, ENSMUSP00000114209, ENSMUSP00000118162
OG0005180	FBpp0080016	ENSMUSP00000111481, ENSMUSP00000138025, ENSMUSP00000117896, ENSMUSP00000113595, ENSMUSP00000093993
OG0005181	FBpp0080089, FBpp0309703, FBpp0309704	ENSMUSP00000141763, ENSMUSP00000117460, ENSMUSP00000125338, ENSMUSP00000110439, ENSMUSP00000028059
OG0005182	FBpp0080097	ENSMUSP00000044955
OG0005183	FBpp0080124, FBpp0080125, FBpp0080123	ENSMUSP00000140599, ENSMUSP00000074478, ENSMUSP00000027521
OG0005184	FBpp0080628	ENSMUSP00000113845, ENSMUSP00000002099, ENSMUSP00000122682
OG0005185	FBpp0310473, FBpp0080643, FBpp0401581, FBpp0080642	ENSMUSP00000039980
OG0005186	FBpp0080676	ENSMUSP00000079421, ENSMUSP00000029651
OG0005187	FBpp0081022, FBpp0081021, FBpp0081023	ENSMUSP00000032201, ENSMUSP00000086169
OG0005189	FBpp0081633, FBpp0306742	ENSMUSP00000005504, ENSMUSP00000157024, ENSMUSP00000121206
OG0005190	FBpp0081638, FBpp0112123	ENSMUSP00000103994, ENSMUSP00000103995, ENSMUSP00000043092, ENSMUSP00000146130
OG0005192	FBpp0082011	ENSMUSP00000120197, ENSMUSP00000121148, ENSMUSP00000050783
OG0005193	FBpp0082028, FBpp0307414	ENSMUSP00000062991, ENSMUSP00000110708, ENSMUSP00000110709, ENSMUSP00000030145
OG0005194	FBpp0303260, FBpp0082436, FBpp0306147	ENSMUSP00000067305, ENSMUSP00000035093, ENSMUSP00000126108, ENSMUSP00000150566
OG0005195	FBpp0082569	ENSMUSP00000068450, ENSMUSP00000150253
OG0005196	FBpp0082997	ENSMUSP00000120522, ENSMUSP00000106005, ENSMUSP00000034048, ENSMUSP00000133211, ENSMUSP00000115734
OG0005197	FBpp0083026	ENSMUSP00000019379, ENSMUSP00000152336
OG0005198	FBpp0303771, FBpp0083099	ENSMUSP00000156730, ENSMUSP00000086459
OG0005199	FBpp0083441, FBpp0297441, FBpp0297440, FBpp0297442	ENSMUSP00000127186, ENSMUSP00000023531
OG0005200	FBpp0301743, FBpp0083713, FBpp0308605, FBpp0083714	ENSMUSP00000038166
OG0005201	FBpp0290185, FBpp0083886, FBpp0112305, FBpp0083885, FBpp0112304, FBpp0303397, FBpp0293578	ENSMUSP00000057859
OG0005202	FBpp0083897	ENSMUSP00000152792, ENSMUSP00000068004
OG0005203	FBpp0308359, FBpp0084069, FBpp0084068	ENSMUSP00000025986, ENSMUSP00000125973, ENSMUSP00000022693, ENSMUSP00000070560
OG0005204	FBpp0084174, FBpp0084175, FBpp0290827, FBpp0290828	ENSMUSP00000124312, ENSMUSP00000107917, ENSMUSP00000076873
OG0005205	FBpp0084466, FBpp0084465	ENSMUSP00000071922, ENSMUSP00000152721, ENSMUSP00000152249, ENSMUSP00000152109, ENSMUSP00000021539, ENSMUSP00000082101
OG0005206	FBpp0402837, FBpp0402836, FBpp0084609, FBpp0084607, FBpp0084608, FBpp0084605	ENSMUSP00000003720
OG0005207	FBpp0084616	ENSMUSP00000035034
OG0005208	FBpp0084916, FBpp0084917	ENSMUSP00000155990, ENSMUSP00000136677, ENSMUSP00000136407, ENSMUSP00000099087, ENSMUSP00000067953
