Orthogroup	arabidopsis	human
OG0004857	AT1G08110.4	ENSP00000362463
OG0004858	AT1G08750.1	ENSP00000352041, ENSP00000359848
OG0004859	AT1G09150.1	ENSP00000496921, ENSP00000360365, ENSP00000360367
OG0004860	AT1G09640.1, AT1G57720.1	ENSP00000331901
OG0004861	AT1G09760.1	ENSP00000453521, ENSP00000453309, ENSP00000254193, ENSP00000452836, ENSP00000486896
OG0004862	AT1G09815.1	ENSP00000433408, ENSP00000481251, ENSP00000436361, ENSP00000479678, ENSP00000444780, ENSP00000480527, ENSP00000311368
OG0004867	AT1G13330.1	ENSP00000466031, ENSP00000465409, ENSP00000467952, ENSP00000466381, ENSP00000468188, ENSP00000377384, ENSP00000253789
OG0004872	AT1G15460.1, AT1G74810.1, AT5G25430.1, AT4G32510.2, AT3G06450.1, AT3G62270.1, AT2G47160.2	ENSP00000351513
OG0004873	AT2G32060.1, AT1G15930.1	ENSP00000230050
OG0004874	ATCG00660.1, AT1G16740.1	ENSP00000341082, ENSP00000460924, ENSP00000459994
OG0004875	AT1G16810.1	ENSP00000466294, ENSP00000465969, ENSP00000263384, ENSP00000467027, ENSP00000464939
OG0004876	AT1G53400.1, AT1G16960.1, AT5G45740.1	ENSP00000377381, ENSP00000359698
OG0004877	AT1G17130.2, AT2G32050.1, AT3G43250.1, AT2G29430.1	ENSP00000262962, ENSP00000472772
OG0004878	AT1G17210.1, AT1G48950.1	ENSP00000351052, ENSP00000309301, ENSP00000418533, ENSP00000353933
OG0004881	AT1G17680.1	ENSP00000394065, ENSP00000386465, ENSP00000398385, ENSP00000263956, ENSP00000391724
OG0004882	AT1G18450.1	ENSP00000376430, ENSP00000394014, ENSP00000397552, ENSP00000160382
OG0004883	AT1G27410.1, AT1G19025.1	ENSP00000358576, ENSP00000497882, ENSP00000498042
OG0004884	AT1G20220.1, AT1G76010.1, AT3G07030.5	ENSP00000368242, ENSP00000297613, ENSP00000317691
OG0004889	AT1G76300.1, AT1G20580.1	ENSP00000385266, ENSP00000456969, ENSP00000215829, ENSP00000456090
OG0004891	AT1G58936.1, AT1G59312.1, AT1G58643.1, AT1G22100.1, AT5G42810.1, AT1G59171.1	ENSP00000287996, ENSP00000364672
OG0004892	AT4G08840.1, AT1G35750.1, AT1G35730.2, AT1G78160.2, AT1G22240.1, AT5G56510.1	ENSP00000431213, ENSP00000433373
OG0004895	AT1G25375.1	ENSP00000428801, ENSP00000276590
OG0004896	AT1G26550.1	ENSP00000421392, ENSP00000362773, ENSP00000409154, ENSP00000421676, ENSP00000394066, ENSP00000402330, ENSP00000218432
OG0004897	AT5G41910.1, AT1G26665.1	ENSP00000255764
OG0004898	AT1G26840.1	ENSP00000219097, ENSP00000456981, ENSP00000457282, ENSP00000454299
OG0004899	AT1G27752.1	ENSP00000412382, ENSP00000380877, ENSP00000437570, ENSP00000305502, ENSP00000414545
OG0004900	AT1G28060.1, AT3G55930.1	ENSP00000315379
OG0004901	AT1G29030.1, AT3G19515.2, AT2G34040.1	ENSP00000399341, ENSP00000431391, ENSP00000436436, ENSP00000402540, ENSP00000434462, ENSP00000368129
OG0004902	AT1G29150.1	ENSP00000393185, ENSP00000261712, ENSP00000497128
OG0004905	AT1G31780.1	ENSP00000397441, ENSP00000403733, ENSP00000445217
OG0004906	AT2G35520.2, AT1G32210.1	ENSP00000440821, ENSP00000442074, ENSP00000440242, ENSP00000250498
OG0004908	AT1G34150.1	ENSP00000432386, ENSP00000481536, ENSP00000227474, ENSP00000432272, ENSP00000437077
OG0004909	AT1G34260.1, AT1G71010.1, AT3G14270.1, AT4G33240.1	ENSP00000264380
OG0004910	AT1G69740.1, AT1G44318.1	ENSP00000386284
OG0004912	AT1G47640.1	ENSP00000376040, ENSP00000222284, ENSP00000376041
OG0004914	AT1G49015.1, AT5G25780.1, AT5G27640.2	ENSP00000407785, ENSP00000354125, ENSP00000380206
OG0004916	AT3G59245.1, AT2G43120.2, AT3G59220.1, AT3G59260.1, AT1G50590.1	ENSP00000369785, ENSP00000369786
OG0004917	AT2G32950.1, AT2G46340.1, AT4G11110.1, AT1G53090.1, AT3G15354.3	ENSP00000310943, ENSP00000356641, ENSP00000356638
OG0004920	AT1G58440.1, AT4G37760.1, AT2G22830.1	ENSP00000429916, ENSP00000428239, ENSP00000430331, ENSP00000265896
OG0004921	AT1G60490.1	ENSP00000381845, ENSP00000262039, ENSP00000492528
OG0004922	AT1G60995.1	ENSP00000476127, ENSP00000475354, ENSP00000331423, ENSP00000475704, ENSP00000349087, ENSP00000475219
OG0004923	AT1G62730.1	ENSP00000430230, ENSP00000429585, ENSP00000428034, ENSP00000379417, ENSP00000379419, ENSP00000379430
OG0004925	AT1G65540.1, AT3G59820.2	ENSP00000305653
OG0004926	AT5G37475.1, AT1G66070.1	ENSP00000440221, ENSP00000414548, ENSP00000261868, ENSP00000453282, ENSP00000443563
OG0004927	AT1G69750.1, AT1G66590.2	ENSP00000342015, ENSP00000413423
OG0004929	AT1G67180.1	ENSP00000458790
OG0004930	AT1G67500.2	ENSP00000402003, ENSP00000357792, ENSP00000351697, ENSP00000357795
OG0004931	AT1G67630.1	ENSP00000433952, ENSP00000434173, ENSP00000498025, ENSP00000265465, ENSP00000432536
OG0004932	AT5G27280.1, AT1G68730.1	ENSP00000360804
OG0004932	AT3G54826.1	ENSP00000360803
OG0004933	AT1G69070.2	ENSP00000405068, ENSP00000427415, ENSP00000381146, ENSP00000315674
OG0004934	AT1G74370.1, AT3G29270.1, AT1G69330.1	ENSP00000466492, ENSP00000363095, ENSP00000408292, ENSP00000412603
OG0004935	AT2G01290.1, AT1G71100.1, AT3G04790.1	ENSP00000283646
OG0004936	AT1G71340.1	ENSP00000457431, ENSP00000261386, ENSP00000456295, ENSP00000454755
OG0004937	AT1G72320.1	ENSP00000451905, ENSP00000494702, ENSP00000380020, ENSP00000493692, ENSP00000497287, ENSP00000497752, ENSP00000495668, ENSP00000267425
OG0004938	AT5G26200.1, AT1G72820.1, AT5G15640.1	ENSP00000407560, ENSP00000352497
OG0004939	AT1G73380.1	ENSP00000416542, ENSP00000343364, ENSP00000396597, ENSP00000416290, ENSP00000413029, ENSP00000413106
OG0004940	AT1G78790.1	ENSP00000464024, ENSP00000462015, ENSP00000302951, ENSP00000463974, ENSP00000464357, ENSP00000376168
OG0004942	AT1G79190.2	ENSP00000477545, ENSP00000362547, ENSP00000362546, ENSP00000407270
OG0004943	AT1G79280.2	ENSP00000483425, ENSP00000356448, ENSP00000408103
OG0004944	AT1G80350.1	ENSP00000356381, ENSP00000335106, ENSP00000369991, ENSP00000369989
OG0004945	AT1G80420.1	ENSP00000472698, ENSP00000471159, ENSP00000470391, ENSP00000472128, ENSP00000470045, ENSP00000262887, ENSP00000443671
OG0004946	AT2G02500.1	ENSP00000385478, ENSP00000382249
OG0004947	AT3G18630.1, AT2G10550.1	ENSP00000242576, ENSP00000440784, ENSP00000337398
OG0004948	AT2G16790.3	ENSP00000365601, ENSP00000403290, ENSP00000436381, ENSP00000365599
OG0004949	AT5G24360.2, AT2G17520.1	ENSP00000401445, ENSP00000413812, ENSP00000256797
OG0004950	AT5G45600.1, AT2G18000.2	ENSP00000446985, ENSP00000448106, ENSP00000247843, ENSP00000447199
OG0004951	AT4G36210.3, AT2G18100.1	ENSP00000364269, ENSP00000294543
OG0004952	AT2G18770.2, AT5G05670.1	ENSP00000418401, ENSP00000417316, ENSP00000417096
OG0004953	AT2G19260.1, AT4G10930.1, AT3G05670.1	ENSP00000340271
OG0004954	AT2G19870.1	ENSP00000482526, ENSP00000488408, ENSP00000481559, ENSP00000478520
OG0004955	AT4G27090.1, AT2G20450.1	ENSP00000391446, ENSP00000345156, ENSP00000379506
OG0004956	AT2G21150.1	ENSP00000158526, ENSP00000377225, ENSP00000369625, ENSP00000369627, ENSP00000496837
OG0004957	AT2G21440.1	ENSP00000418071, ENSP00000420503, ENSP00000390517, ENSP00000419840, ENSP00000223073
OG0004958	AT4G39220.1, AT2G21600.1	ENSP00000302088, ENSP00000417000, ENSP00000464222, ENSP00000475168
OG0004960	AT4G32175.1, AT2G25355.1	ENSP00000418422, ENSP00000379775, ENSP00000323046
OG0004961	AT5G38747.1, AT2G25870.1	ENSP00000380808, ENSP00000340675, ENSP00000380813, ENSP00000329614, ENSP00000380805, ENSP00000380806
OG0004962	AT2G25910.2	ENSP00000452678
OG0004962	AT2G25920.1	ENSP00000321029, ENSP00000415056
OG0004963	AT2G26000.2, AT2G42160.1	ENSP00000330813, ENSP00000403524
OG0004965	AT2G28815.1, ATCG00790.1, ATMG00080.1	ENSP00000436592, ENSP00000300151
OG0004966	AT2G29020.1, AT5G59410.1	ENSP00000492776, ENSP00000454021, ENSP00000362958, ENSP00000341213, ENSP00000435871, ENSP00000432510, ENSP00000340164
OG0004967	AT2G31660.1, AT3G59020.2	ENSP00000444520, ENSP00000446232, ENSP00000256079, ENSP00000369042
OG0004968	AT2G33820.3	ENSP00000239451, ENSP00000342267, ENSP00000431429, ENSP00000415826
OG0004969	AT2G34690.1, AT4G39670.1	ENSP00000328070, ENSP00000462636, ENSP00000343890
OG0004970	AT2G35110.1	ENSP00000447246, ENSP00000293373, ENSP00000445596, ENSP00000354251, ENSP00000355348
OG0004971	AT2G36960.3	ENSP00000399172
OG0004971	AT4G39380.2	ENSP00000399780, ENSP00000293925, ENSP00000380559
OG0004972	AT3G53430.1, AT2G37190.1, AT5G60670.1	ENSP00000354739
OG0004973	AT2G38270.1, AT3G54900.1, AT3G15660.1	ENSP00000328570
OG0004975	AT2G38730.1	ENSP00000402836, ENSP00000306614
OG0004976	AT2G39630.1	ENSP00000390533, ENSP00000239891
OG0004977	AT2G39800.1, AT3G55610.1	ENSP00000360268, ENSP00000360265
OG0004978	AT2G40190.1	ENSP00000430236
OG0004979	AT2G40290.1, AT5G05470.1	ENSP00000452034, ENSP00000451975, ENSP00000425299, ENSP00000256383
OG0004980	AT2G42120.1	ENSP00000386105, ENSP00000480186, ENSP00000223361, ENSP00000416203, ENSP00000395231
OG0004981	AT2G42810.2	ENSP00000434329, ENSP00000012443, ENSP00000375786
OG0004982	AT2G43190.1	ENSP00000465456, ENSP00000221770, ENSP00000467990, ENSP00000468215, ENSP00000465213, ENSP00000468718
OG0004983	AT3G60070.1, AT2G44280.1	ENSP00000381566, ENSP00000467635, ENSP00000478456, ENSP00000347583, ENSP00000465302, ENSP00000467207, ENSP00000374046
OG0004984	AT5G60460.1, AT3G60540.1, AT2G45070.1	ENSP00000223641, ENSP00000474122
OG0004985	AT2G45690.1	ENSP00000431132, ENSP00000432486, ENSP00000368024, ENSP00000241041, ENSP00000433045, ENSP00000434654, ENSP00000431309
OG0004986	AT4G30600.1	ENSP00000328023, ENSP00000435508
OG0004987	AT2G47790.1	ENSP00000451702, ENSP00000378399, ENSP00000267522, ENSP00000480112
OG0004988	AT5G60590.2	ENSP00000362135
OG0004989	AT3G03570.1, AT4G40050.1	ENSP00000362650, ENSP00000336756, ENSP00000419576
OG0004990	AT3G03710.1, AT5G14580.1	ENSP00000393953, ENSP00000400646, ENSP00000411057
OG0004991	AT3G04740.1	ENSP00000392586, ENSP00000323720, ENSP00000411357
OG0004992	AT5G28220.1, AT3G04830.1	ENSP00000428040, ENSP00000430122, ENSP00000220853
OG0004993	AT3G54380.1, AT3G06290.1	ENSP00000408934, ENSP00000291688, ENSP00000380820
OG0004994	AT4G02840.2, AT3G07590.1	ENSP00000463676, ENSP00000463568, ENSP00000300413
OG0004995	AT3G08800.1	ENSP00000432776, ENSP00000436248, ENSP00000435758, ENSP00000433644, ENSP00000441084, ENSP00000434466, ENSP00000407787
OG0004996	AT3G10110.1	ENSP00000482204, ENSP00000478463, ENSP00000320236
OG0004997	AT3G11400.2, AT5G06000.1	ENSP00000467187, ENSP00000253108, ENSP00000466860, ENSP00000465882
OG0004998	AT3G15160.1	ENSP00000497144, ENSP00000497377, ENSP00000498142, ENSP00000497156, ENSP00000497815, ENSP00000496830, ENSP00000497395, ENSP00000297562
OG0004999	AT3G16730.1	ENSP00000410480, ENSP00000430944, ENSP00000299821.11, ENSP00000410088, ENSP00000379050, ENSP00000429025, ENSP00000379053
OG0005000	AT3G17611.1	ENSP00000410384, ENSP00000387269, ENSP00000397298, ENSP00000399694, ENSP00000388847, ENSP00000400765, ENSP00000344779, ENSP00000375914
OG0005001	AT3G18730.1	ENSP00000494329, ENSP00000386239, ENSP00000495150, ENSP00000484162
OG0005002	AT3G20660.1	ENSP00000497644, ENSP00000310241, ENSP00000200652
OG0005003	AT3G20810.2	ENSP00000454215, ENSP00000456107, ENSP00000456901, ENSP00000286096, ENSP00000398410
OG0005004	AT3G22980.1	ENSP00000268206, ENSP00000352418, ENSP00000497919, ENSP00000452825
OG0005005	AT3G23620.1	ENSP00000414026, ENSP00000402338
OG0005006	AT3G24080.1	ENSP00000442213, ENSP00000445789, ENSP00000438000, ENSP00000412919, ENSP00000320917
OG0005007	AT3G24495.1, AT4G02070.1	ENSP00000438580, ENSP00000477844, ENSP00000446475, ENSP00000480261, ENSP00000234420
OG0005008	AT3G27325.2	ENSP00000415405, ENSP00000390555, ENSP00000386802, ENSP00000363870, ENSP00000387028, ENSP00000346809
OG0005009	AT3G28715.1, AT3G28710.1	ENSP00000285393, ENSP00000473515, ENSP00000441282, ENSP00000290949
OG0005011	AT5G20570.2, AT3G42830.1	ENSP00000216225
OG0005014	AT3G51270.1	ENSP00000422772, ENSP00000421830, ENSP00000283109, ENSP00000420932
OG0005015	AT3G52140.4	ENSP00000464732, ENSP00000458986, ENSP00000388872, ENSP00000459540
OG0005016	AT3G53760.1	ENSP00000454915, ENSP00000456648, ENSP00000455474, ENSP00000455993, ENSP00000260383
OG0005017	AT3G54470.1	ENSP00000232607, ENSP00000420348, ENSP00000420754
OG0005018	AT3G54630.1	ENSP00000476919, ENSP00000261597, ENSP00000455969, ENSP00000461227, ENSP00000458236
OG0005019	AT4G00560.4	ENSP00000431071, ENSP00000428046, ENSP00000280969, ENSP00000325425, ENSP00000397371
OG0005020	AT4G01880.1	ENSP00000432616, ENSP00000359162, ENSP00000359158, ENSP00000359160
OG0005021	AT4G02110.1	ENSP00000430335, ENSP00000425022, ENSP00000424232, ENSP00000265140
OG0005022	AT4G03120.1	ENSP00000363129, ENSP00000244520, ENSP00000363130
OG0005023	AT4G03280.1, AT5G13430.1, AT5G13440.1	ENSP00000306397
OG0005024	AT4G13780.1	ENSP00000449071, ENSP00000262027, ENSP00000446168, ENSP00000447914
OG0005025	AT5G67530.1, AT4G17070.1	ENSP00000486725, ENSP00000381812, ENSP00000384299, ENSP00000334553
OG0005026	AT4G17160.1, AT4G35860.1, AT4G17170.1	ENSP00000497782, ENSP00000380869, ENSP00000262646
OG0005027	AT5G47190.1, AT4G17560.1	ENSP00000475090, ENSP00000406267, ENSP00000351639, ENSP00000377486, ENSP00000387284, ENSP00000474821
OG0005028	AT4G18372.1	ENSP00000460841, ENSP00000460085, ENSP00000459449, ENSP00000461545, ENSP00000332103, ENSP00000460172
OG0005029	AT4G19490.1	ENSP00000386980, ENSP00000272322, ENSP00000346499, ENSP00000414725
OG0005030	AT4G20350.2	ENSP00000436742, ENSP00000474158, ENSP00000368152, ENSP00000252984
OG0005031	AT4G21110.1	ENSP00000386023, ENSP00000395269, ENSP00000222969
OG0005032	AT4G21520.1	ENSP00000411061, ENSP00000432991, ENSP00000397219, ENSP00000379727, ENSP00000324203, ENSP00000434999
OG0005033	AT4G24830.1	ENSP00000361469, ENSP00000361471, ENSP00000253004
OG0005034	AT4G26750.1	ENSP00000395767, ENSP00000356593, ENSP00000356602, ENSP00000481525
OG0005035	AT4G29735.2	ENSP00000441836, ENSP00000437809, ENSP00000445404, ENSP00000443836, ENSP00000443216, ENSP00000257262
OG0005036	AT4G29830.1	ENSP00000453493, ENSP00000362825, ENSP00000453902, ENSP00000453589, ENSP00000453801, ENSP00000267973
OG0005037	AT4G34910.1	ENSP00000411456, ENSP00000392139, ENSP00000393488, ENSP00000390553, ENSP00000258772
OG0005038	AT4G36050.2	ENSP00000364126
OG0005039	AT4G38240.1	ENSP00000377010, ENSP00000311888, ENSP00000332073, ENSP00000404718, ENSP00000402838
OG0005040	AT4G38630.1	ENSP00000357879, ENSP00000357876, ENSP00000414499
OG0005041	AT5G01960.1	ENSP00000385669, ENSP00000321405, ENSP00000483051, ENSP00000257575, ENSP00000376332
OG0005042	AT5G03450.1	ENSP00000461285
OG0005042	AT5G03750.1	ENSP00000459515, ENSP00000459899, ENSP00000354361, ENSP00000460049, ENSP00000459465
OG0005043	AT5G04600.1	ENSP00000390174, ENSP00000406227, ENSP00000285814, ENSP00000398116
OG0005044	AT5G05010.1	ENSP00000482114, ENSP00000431676, ENSP00000352385, ENSP00000376599, ENSP00000264028
OG0005045	AT5G05080.1	ENSP00000467409, ENSP00000264552
OG0005046	AT5G06410.1	ENSP00000216027, ENSP00000406284, ENSP00000416679, ENSP00000381914
OG0005047	AT5G08180.1	ENSP00000366276, ENSP00000423803, ENSP00000431126, ENSP00000423849, ENSP00000274606
OG0005048	AT5G08550.1, AT5G09210.1	ENSP00000458892, ENSP00000393038, ENSP00000290178, ENSP00000328992, ENSP00000458262
OG0005049	AT5G39900.1	ENSP00000281543
OG0005049	AT5G08650.1	ENSP00000422681
OG0005050	AT5G09860.1	ENSP00000473499, ENSP00000261600, ENSP00000481599, ENSP00000462757, ENSP00000480460, ENSP00000473276
OG0005051	AT5G09910.1, AT5G64813.1	ENSP00000417266, ENSP00000418854, ENSP00000419310, ENSP00000420573, ENSP00000419986, ENSP00000273375
OG0005052	AT5G11030.2	ENSP00000468973, ENSP00000469157, ENSP00000359385, ENSP00000436829
OG0005053	AT5G14600.1	ENSP00000299202, ENSP00000374399
OG0005054	AT5G15550.1	ENSP00000261015
OG0005055	AT5G15920.1	ENSP00000354957
OG0005056	AT5G16260.1	ENSP00000412420, ENSP00000411381, ENSP00000218364, ENSP00000442699
OG0005057	AT5G16690.1	ENSP00000475988, ENSP00000444695, ENSP00000257789, ENSP00000376586
OG0005058	AT5G19130.1	ENSP00000435119, ENSP00000434544, ENSP00000434485, ENSP00000354316, ENSP00000347206
OG0005060	AT5G19990.1, AT5G20000.1	ENSP00000463938, ENSP00000462495, ENSP00000364970, ENSP00000310572
OG0005061	AT5G22100.1	ENSP00000371169, ENSP00000412000, ENSP00000388096, ENSP00000371149, ENSP00000371147, ENSP00000413381
OG0005062	AT5G22110.1	ENSP00000475468, ENSP00000451621, ENSP00000216367, ENSP00000446313
OG0005063	AT5G37340.2, AT5G22480.1	ENSP00000394495, ENSP00000227322, ENSP00000415505, ENSP00000390391
OG0005064	AT5G22820.2	ENSP00000433946, ENSP00000432044, ENSP00000436031, ENSP00000431160, ENSP00000431489, ENSP00000432216, ENSP00000432487, ENSP00000300013
OG0005065	AT5G23110.1	ENSP00000385844, ENSP00000371729, ENSP00000406565, ENSP00000390925
OG0005066	AT5G23140.1	ENSP00000245816, ENSP00000472227
OG0005067	AT5G24670.2	ENSP00000404502, ENSP00000332448
OG0005068	AT5G38720.2	ENSP00000321449, ENSP00000405547
OG0005069	AT5G39410.1	ENSP00000355467
OG0005070	AT5G41190.1	ENSP00000268802, ENSP00000457760, ENSP00000456710
OG0005071	AT5G42850.1	ENSP00000460577, ENSP00000458157, ENSP00000459868, ENSP00000250101
OG0005072	AT5G43500.1	ENSP00000417781, ENSP00000419429, ENSP00000417230, ENSP00000336842
OG0005073	AT5G46280.1	ENSP00000472940, ENSP00000470057, ENSP00000480987, ENSP00000388647, ENSP00000229854
OG0005074	AT5G47490.1, AT5G47480.1	ENSP00000435101, ENSP00000475522, ENSP00000431727, ENSP00000308339
OG0005075	AT5G51660.1	ENSP00000495020, ENSP00000484669, ENSP00000495102, ENSP00000478145
OG0005076	AT5G54440.1	ENSP00000369570, ENSP00000402221, ENSP00000485615, ENSP00000291574
OG0005077	AT5G56130.1	ENSP00000425039, ENSP00000424967, ENSP00000394166, ENSP00000425781, ENSP00000422243, ENSP00000265097
OG0005078	AT5G57160.1	ENSP00000480814, ENSP00000402030, ENSP00000385955, ENSP00000484288, ENSP00000349393
OG0005079	AT5G58410.1	ENSP00000354977, ENSP00000478783, ENSP00000373846, ENSP00000373847, ENSP00000474690
OG0005080	AT5G61220.1	ENSP00000418321, ENSP00000420026, ENSP00000419928, ENSP00000417885, ENSP00000443900, ENSP00000418787
OG0005081	AT5G61330.2	ENSP00000487925, ENSP00000477881, ENSP00000488221, ENSP00000480472, ENSP00000481894, ENSP00000477848
OG0005082	AT5G61540.1	ENSP00000421471, ENSP00000423798, ENSP00000264595
OG0005083	AT5G63010.1	ENSP00000277540
OG0005084	AT5G64050.1	ENSP00000457107, ENSP00000456218, ENSP00000456467, ENSP00000395196
OG0005085	AT5G64670.1	ENSP00000428581, ENSP00000429252, ENSP00000260102
OG0005086	AT5G65490.1	ENSP00000416288, ENSP00000401566, ENSP00000362070, ENSP00000395786, ENSP00000433778, ENSP00000391367
OG0005567	AT1G01880.1	ENSP00000435143, ENSP00000481385, ENSP00000318977, ENSP00000370653
OG0005568	AT1G01930.1	ENSP00000394359, ENSP00000321617, ENSP00000386337, ENSP00000386815
OG0005569	AT1G02140.1	ENSP00000360525, ENSP00000437462, ENSP00000319240, ENSP00000360521
OG0005570	AT1G02145.3	ENSP00000417387, ENSP00000420630, ENSP00000333813
OG0005572	AT1G02970.1	ENSP00000435945, ENSP00000434446, ENSP00000434148, ENSP00000432284, ENSP00000299613, ENSP00000402084
OG0005576	AT1G04290.1, AT2G29590.1, AT3G61200.1	ENSP00000445552, ENSP00000230048
OG0005579	AT1G06560.1	ENSP00000366519, ENSP00000476221
OG0005584	AT1G07980.1	ENSP00000428697, ENSP00000430484, ENSP00000430003, ENSP00000220913
OG0005585	AT5G26110.1, AT1G08120.1	ENSP00000361174, ENSP00000361186
OG0005586	AT1G08190.1	ENSP00000379297, ENSP00000309457
OG0005591	AT1G11110.1, AT4G09300.4, AT1G61150.10	ENSP00000266069
OG0005594	AT1G11520.1, AT4G21660.3	ENSP00000436757, ENSP00000432655, ENSP00000318861
OG0005595	AT1G11890.1	ENSP00000463393
OG0005596	AT1G12230.2	ENSP00000437098, ENSP00000321259
OG0005598	AT1G12270.1, AT1G62740.1, AT4G12400.2	ENSP00000445957, ENSP00000305958, ENSP00000351646
OG0005599	AT1G12730.1, AT1G63110.1	ENSP00000395755, ENSP00000363953, ENSP00000217446
OG0005603	AT1G15130.1	ENSP00000307387, ENSP00000411825
OG0005605	AT1G16020.1, AT1G80910.1	ENSP00000487253, ENSP00000486988, ENSP00000390078, ENSP00000314544, ENSP00000325681
OG0005606	AT1G16040.1	ENSP00000410361, ENSP00000302663, ENSP00000281382, ENSP00000413202, ENSP00000429355
OG0005608	AT1G16470.1, AT1G79210.1	ENSP00000404858, ENSP00000223321, ENSP00000455744
OG0005609	AT1G19120.1, AT3G14080.1	ENSP00000310596, ENSP00000428307, ENSP00000430021
OG0005611	AT1G19340.1	ENSP00000477089, ENSP00000460774, ENSP00000320349, ENSP00000458290, ENSP00000458415
OG0005613	AT1G76860.1, AT1G21190.1	ENSP00000302160
OG0005620	AT1G24510.1	ENSP00000423318, ENSP00000427297, ENSP00000280326, ENSP00000426923
OG0005622	AT2G46230.1, AT1G26530.1	ENSP00000344393, ENSP00000444939, ENSP00000452497
OG0005624	AT5G01400.1, AT1G27595.1	ENSP00000473136, ENSP00000478599, ENSP00000479480, ENSP00000245934
OG0005625	AT1G27980.1	ENSP00000362298
OG0005627	AT1G29260.1	ENSP00000356730, ENSP00000441004, ENSP00000315680
OG0005628	AT1G29880.1	ENSP00000373918
OG0005630	AT2G43330.1, AT2G35740.1, AT4G16480.1, AT1G30220.1	ENSP00000370239, ENSP00000280871
OG0005631	AT5G66470.1, AT1G30960.1	ENSP00000467860, ENSP00000464402, ENSP00000464607, ENSP00000396125, ENSP00000254928
OG0005633	AT1G32270.1, AT5G16830.1, AT5G46860.1, AT4G17730.2	ENSP00000356914, ENSP00000356918
OG0005634	AT1G43690.1	ENSP00000367275, ENSP00000277632, ENSP00000389883, ENSP00000388661
OG0005636	AT1G48170.1	ENSP00000415768, ENSP00000407702, ENSP00000418241, ENSP00000424330, ENSP00000392353, ENSP00000413353, ENSP00000369660
OG0005637	AT1G48310.2	ENSP00000390248, ENSP00000350940, ENSP00000392997, ENSP00000349823, ENSP00000375974
OG0005638	AT1G48360.2	ENSP00000457680, ENSP00000484956, ENSP00000354497, ENSP00000455573, ENSP00000455983, ENSP00000454544, ENSP00000454223
OG0005639	AT3G17770.1, AT1G48430.1	ENSP00000432539, ENSP00000459382, ENSP00000378360
OG0005641	AT1G49170.1	ENSP00000456006, ENSP00000423436, ENSP00000454502, ENSP00000441077, ENSP00000403987, ENSP00000307071
OG0005642	AT1G49340.1, AT1G51040.1	ENSP00000382162, ENSP00000255882
OG0005643	AT1G49910.1, AT3G19590.1	ENSP00000357851, ENSP00000357858, ENSP00000383941
OG0005644	AT1G50240.2	ENSP00000403527, ENSP00000375954, ENSP00000394095, ENSP00000295709, ENSP00000404719
OG0005645	AT3G20060.1, AT1G50490.1	ENSP00000361649, ENSP00000348838, ENSP00000333975
OG0005647	AT1G79990.1, AT3G15980.5, AT1G52360.2	ENSP00000329419, ENSP00000422295, ENSP00000426682
OG0005649	AT2G28920.1, AT3G60220.1, AT1G53010.1, AT3G47990.1	ENSP00000242719
OG0005650	AT1G53690.1, AT5G41010.1	ENSP00000342889, ENSP00000430106
OG0005654	AT1G55805.1	ENSP00000358149, ENSP00000358148, ENSP00000358146
OG0005656	AT1G61410.1, AT3G23100.1	ENSP00000282268, ENSP00000379344, ENSP00000342011, ENSP00000421491
OG0005658	AT1G63660.1	ENSP00000295920, ENSP00000419851
OG0005659	AT1G63780.1	ENSP00000386716, ENSP00000389701, ENSP00000409371, ENSP00000259239, ENSP00000386411
OG0005660	AT1G63980.1	ENSP00000428853, ENSP00000428242, ENSP00000428728, ENSP00000318966
OG0005662	AT1G64880.1	ENSP00000272418, ENSP00000341660
OG0005663	AT1G65270.1	ENSP00000470949, ENSP00000472420, ENSP00000334037, ENSP00000366117
OG0005664	AT1G65700.3	ENSP00000395263, ENSP00000408267, ENSP00000403811, ENSP00000249299
OG0005665	AT1G66520.1	ENSP00000457257, ENSP00000443754, ENSP00000452646, ENSP00000220058
OG0005666	AT1G67120.2	ENSP00000469327, ENSP00000409664, ENSP00000486270, ENSP00000358400
OG0005667	AT1G70150.1	ENSP00000465435, ENSP00000391742, ENSP00000459501, ENSP00000269289
OG0005669	AT1G71370.1, AT1G71280.1, AT5G05450.1	ENSP00000238146, ENSP00000443114, ENSP00000442332
OG0005670	AT1G73430.1	ENSP00000477882, ENSP00000482221, ENSP00000258654, ENSP00000481332
OG0005671	AT5G39970.1, AT5G62630.1, AT1G74790.1	ENSP00000342118, ENSP00000330601, ENSP00000349757
OG0005672	AT1G74970.1, AT3G49080.1	ENSP00000388885, ENSP00000258455
OG0005673	AT1G75200.1	ENSP00000352645, ENSP00000478959, ENSP00000482502, ENSP00000480534, ENSP00000484480
OG0005674	AT1G77180.1	ENSP00000452473, ENSP00000451129, ENSP00000261531, ENSP00000452059
OG0005675	AT1G77230.1	ENSP00000338533, ENSP00000490134, ENSP00000490389, ENSP00000490018
OG0005676	AT1G79220.1	ENSP00000400966, ENSP00000402175, ENSP00000395097, ENSP00000384986, ENSP00000414116, ENSP00000248643
OG0005677	AT4G21180.1, AT1G79940.1	ENSP00000403144, ENSP00000357998
OG0005678	AT1G80710.1	ENSP00000404665, ENSP00000370645, ENSP00000263795
OG0005679	AT2G03510.1	ENSP00000384900, ENSP00000410964, ENSP00000429621, ENSP00000276461, ENSP00000428112
