Orthogroup	neurospora	yeast
OG0003886	EAA35515	YGR103W_mRNA
OG0003887	EAA27180	YGL142C_mRNA
OG0003888	EAA32976	YDR108W_mRNA
OG0003889	ESA42154	YER162C_mRNA
OG0003891	EAA28339	YDL201W_mRNA
OG0003892	ESA43690	YER102W_mRNA, YBL072C_mRNA
OG0003894	EDO65264	YKL113C_mRNA
OG0003895	EAA32598	YDR066C_mRNA, YER139C_mRNA
OG0003896	EAA26729	YDR023W_mRNA
OG0003898	EAA31417	YCR075C_mRNA
OG0003899	EAA30409	YIR008C_mRNA
OG0003901	EAA28035	YDL004W_mRNA
OG0003903	EAA29899	YPL009C_mRNA
OG0003904	EAA29935	YPL263C_mRNA
OG0003905	EAA32359	YPL086C_mRNA
OG0003908	EAA29458	YJR057W_mRNA
OG0003909	EAA33153	YOR160W_mRNA
OG0003911	EAA31196	YJR113C_mRNA
OG0003919	ESA43619	YMR239C_mRNA
OG0003921	ESA41830	YHL021C_mRNA
OG0003924	EAA32287	YJL101C_mRNA
OG0003936	ESA41793	YMR277W_mRNA
OG0003955	EAA35682	YBR220C_mRNA, YBR219C_mRNA
OG0003958	EAA34382	YOR036W_mRNA
OG0003976	EAA26591	YJL100W_mRNA
OG0003990	ESA42595	YHR051W_mRNA
OG0003993	ESA42591	YLR258W_mRNA, YFR015C_mRNA
OG0003998	EAA34696	YKL193C_mRNA
OG0003999	ESA44299	YKL016C_mRNA
OG0004002	ESA44208	YOL031C_mRNA
OG0004003	EAA33015	YBL105C_mRNA
OG0004015	EAA30733	YGL220W_mRNA
OG0004022	EAA33436	YML042W_mRNA
OG0004030	ESA43351	YNR017W_mRNA
OG0004037	EAA31576	YLR107W_mRNA
OG0004050	EAA34486	YER049W_mRNA
OG0004053	EAA30689	YOR124C_mRNA
OG0004092	EAA28657	YDR052C_mRNA
OG0004095	EAA36124	YDL119C_mRNA
OG0004100	ESA42580	YPL206C_mRNA
OG0004158	EAA30857	YIL112W_mRNA
OG0004172	EAA33461	YER005W_mRNA
OG0004180	EAA36488, EAA29384	YBL095W_mRNA
OG0004180	EAA29141	YER182W_mRNA
OG0004213	EAA29037	YGL066W_mRNA
OG0004237	EAA31554	YPL266W_mRNA
OG0004239	EAA28948	YDR165W_mRNA
OG0004245	EDO65042	YLL036C_mRNA
OG0004247	EAA28800	YIL075C_mRNA
OG0004252	EAA30369	YJL133W_mRNA, YKR052C_mRNA
OG0004254	EAA36157	YBR065C_mRNA
OG0004255	EAA35438	YBR088C_mRNA
OG0004257	EAA27612	YNL153C_mRNA
OG0004259	EAA35190	YNL023C_mRNA
OG0004268	EAA27079	YOR020C_mRNA
OG0004269	EAA33945	YDR398W_mRNA
OG0004271	EAA30400	YDR145W_mRNA
OG0004278	ESA42745	YPR003C_mRNA
OG0004279	EAA32331	YNR046W_mRNA
OG0004281	EAA27550	YDL216C_mRNA
OG0004282	EAA31671	YLR146C_mRNA, YPR069C_mRNA
OG0004284	EAA33406	YNL139C_mRNA
OG0004286	EAA29337	YMR197C_mRNA
OG0004293	EAA27559	YLR022C_mRNA
OG0004294	EAA31656	YMR314W_mRNA
OG0004296	ESA42209	YER008C_mRNA
OG0004297	EAA30385	YBL064C_mRNA
OG0004298	EAA29736	YBL080C_mRNA
OG0004299	EAA33751	YDR329C_mRNA
OG0004300	EAA29959	YPL195W_mRNA
OG0004302	EAA27175	YGL180W_mRNA
OG0004305	EAA26885	YPL271W_mRNA
OG0004306	EAA36314	YFR010W_mRNA
OG0004312	EAA28720	YBR217W_mRNA
OG0004313	EAA30664	YOR001W_mRNA
OG0004317	ESA42008	YOL114C_mRNA
OG0004318	EAA33869	YBL074C_mRNA
OG0004319	EAA26607	YPL210C_mRNA
OG0004322	EAA27214	YIL068C_mRNA
OG0004324	EAA29590	YLR060W_mRNA
OG0004325	EAA26604	YGL065C_mRNA
OG0004326	ESA43295	YLR438W_mRNA
OG0004326	EAA34262	YOL140W_mRNA
OG0004328	EAA34878	YNL147W_mRNA
OG0004329	ESA43494	YMR253C_mRNA, YPL264C_mRNA
OG0004331	EAA31911	YMR125W_mRNA
OG0004332	EAA27728	YIL021W_mRNA
OG0004333	EAA32007	YDR189W_mRNA
OG0004336	EAA33165	YGL198W_mRNA
OG0004345	EAA32836	YBL024W_mRNA
OG0004346	EAA30278	YJR008W_mRNA
OG0004348	ESA43265	YDR268W_mRNA
OG0004349	EAA34967	YDR265W_mRNA
OG0004352	EAA35915	YHR076W_mRNA
OG0004353	EAA32366	YBR228W_mRNA
OG0004355	EAA35040	YBR234C_mRNA
OG0004357	EAA32232	YNL092W_mRNA
OG0004360	EAA27645	YPL012W_mRNA
OG0004361	EAA35059	YPL076W_mRNA
OG0004362	EAA34963	YGL031C_mRNA, YGR148C_mRNA
OG0004364	ESA44139	YER074W-A_mRNA
OG0004365	EDO64977	YNR043W_mRNA
OG0004367	EAA35030	YDR047W_mRNA
OG0004368	EAA26930	YLR389C_mRNA
OG0004369	EAA30767	YPL172C_mRNA
OG0004370	EAA31665	YGL143C_mRNA
OG0004371	EAA33023	YBL082C_mRNA
OG0004374	EAA30471	YDR335W_mRNA
OG0004375	EAA28537, ESA42605, EAA27425	YBR265W_mRNA
OG0004377	EDO65444	YCR060W_mRNA
OG0004380	EAA31868	YDR012W_mRNA, YBR031W_mRNA
OG0004381	ESA43665	YGR118W_mRNA, YPR132W_mRNA
OG0004382	EAA27014	YOR261C_mRNA
OG0004387	EAA36117	YPL151C_mRNA
OG0004388	EAA33799	YGL070C_mRNA
OG0004390	EAA31100	YNL288W_mRNA
OG0004391	EAA33359	YPL094C_mRNA
OG0004392	EAA34862	YAR003W_mRNA
OG0004393	EAA28248	YOL124C_mRNA
OG0004394	EAA35809	YGR258C_mRNA
OG0004398	EAA28509	YBL088C_mRNA
OG0004399	EAA27530	YDR062W_mRNA
OG0004401	EAA35576	YKL212W_mRNA
OG0004403	EAA32399	YJL063C_mRNA
OG0004404	EAA32173	YFL008W_mRNA
OG0004405	EAA29290	YDR257C_mRNA
OG0004406	EAA34717	YHR070W_mRNA
OG0004407	EAA30951	YNL220W_mRNA
OG0004409	EAA34807	YDR064W_mRNA
OG0004410	ESA42244	YLR212C_mRNA
OG0004411	EAA33454	YNL082W_mRNA
OG0004412	EAA28228	YGR020C_mRNA
OG0004413	EAA32277	YOR187W_mRNA
OG0004415	EAA31967	YLR382C_mRNA
OG0004416	EAA28849	YPL252C_mRNA
OG0004418	EAA35778	YPR112C_mRNA
OG0004420	EAA27020	YNR041C_mRNA
OG0004422	EAA28375	YPR108W_mRNA
OG0004424	EAA27729	YOR232W_mRNA
OG0004425	EAA31111, EAA35505	YLL018C_mRNA
OG0004428	ESA43635	YDR109C_mRNA
OG0004429	EAA35934	YJL096W_mRNA
OG0004430	ESA43687	YBR181C_mRNA, YPL090C_mRNA
OG0004431	EAA27620	YKL149C_mRNA
OG0004432	EAA32884	YLR172C_mRNA
OG0004433	EAA31571	YDR529C_mRNA
OG0004437	EAA29773	YMR211W_mRNA
OG0004438	EAA27845	YFL022C_mRNA
OG0004439	EAA32258	YGR036C_mRNA
OG0004440	EAA33713	YPR067W_mRNA
OG0004441	ESA41866	YPR082C_mRNA
OG0004442	EAA31361	YGR063C_mRNA
OG0004444	EAA31424	YNL045W_mRNA
OG0004446	EAA33586	YNL118C_mRNA
OG0004448	EAA36521	YOR281C_mRNA
OG0004449	EAA32551	YDR180W_mRNA
OG0004450	EAA30542	YMR308C_mRNA
OG0004451	EAA35494	YGL127C_mRNA
OG0004456	EAA32075	YNL232W_mRNA
OG0004458	EAA36580	YJL180C_mRNA
OG0004460	EAA30408	YOL093W_mRNA
OG0004462	EAA32417	YKR087C_mRNA
OG0004478	EAA33336	YHR201C_mRNA
OG0004482	EAA30364	YDL146W_mRNA
OG0004485	EAA28457	YGL256W_mRNA
OG0004499	EAA32584	YGR082W_mRNA
OG0004503	EAA34843	YPL098C_mRNA
OG0004522	EAA33728	YDR323C_mRNA
OG0004527	EAA31673	YBR104W_mRNA
OG0004530	EAA31164	YHL002W_mRNA
OG0004538	EAA31894	YBR235W_mRNA
OG0004559	EAA30209	YKL087C_mRNA
OG0004559	EAA31327	YAL039C_mRNA
OG0004563	EAA35389	YOR181W_mRNA
OG0004571	EAA31898	YLR281C_mRNA
OG0004572	EAA27709, EAA31722	YOR269W_mRNA
OG0004584	EDO65208	YGL094C_mRNA
OG0004591	EAA28394	YNR006W_mRNA
OG0004594	EAA35142	YJR125C_mRNA
OG0004602	ESA43385	YPR117W_mRNA, YLR454W_mRNA
OG0004603	EAA33634	YDR440W_mRNA
OG0004695	EAA33099	YBR200W_mRNA
OG0004835	EAA29913, EAA33271, EAA34351, ESA44036, EAA30595, EAA31262, EAA34263, EAA33375, EAA35064, ESA42756, EAA35641	YNR063W_mRNA
OG0004838	EAA33549	YDR170C_mRNA
OG0004839	EAA27043	YPL132W_mRNA
OG0004841	EAA27013	YDR044W_mRNA
OG0004843	EAA26677	YNL124W_mRNA
OG0004850	EAA29303, EAA33138	YBR155W_mRNA
OG0004851	EAA36500	YLR239C_mRNA
OG0004853	EAA27888	YGR270W_mRNA
OG0004856	EAA29374, EAA31281	YJL157C_mRNA
OG0004857	EAA31205	YML004C_mRNA
OG0004858	EAA32877	YDR331W_mRNA
OG0004859	EAA32791	YER007C-A_mRNA
OG0004860	EAA31979	YPL048W_mRNA, YGR201C_mRNA, YKL081W_mRNA
OG0004861	EAA33128	YPL213W_mRNA
OG0004872	EAA35044, EAA27521	YNL275W_mRNA
OG0004873	EAA28087	YOR369C_mRNA
OG0004877	ESA42568	YKL095W_mRNA
OG0004881	EAA28545	YGR047C_mRNA
OG0004882	EAA36450	YJL081C_mRNA
OG0004885	EAA36156	YML008C_mRNA
OG0004889	EAA32116	YLR147C_mRNA
OG0004892	ESA43616	YGL014W_mRNA, YGL178W_mRNA
OG0004894	ESA43300	YKL211C_mRNA
OG0004897	EAA27369	YPR168W_mRNA
OG0004899	EAA30004	YGL110C_mRNA
OG0004900	EAA26769	YDR473C_mRNA
OG0004902	EAA27271	YDL097C_mRNA
OG0004903	EAA33845	YHR082C_mRNA
OG0004905	EAA30367	YNL041C_mRNA
OG0004906	EAA29924	YOR103C_mRNA
OG0004908	ESA43611	YFL001W_mRNA
OG0004909	EAA35374	YFR019W_mRNA
OG0004910	EAA32389	YGL040C_mRNA
OG0004914	EAA30291	YOR361C_mRNA
OG0004919	EAA36317, EAA33122	YER175C_mRNA, YHR209W_mRNA
OG0004920	EAA32570	YGR175C_mRNA
OG0004921	EAA36560	YLR240W_mRNA
OG0004925	EAA36081	YOL027C_mRNA, YPR125W_mRNA
OG0004927	EAA34833	YLL018C-A_mRNA
OG0004930	EAA34999	YPL167C_mRNA
OG0004931	EAA32088	YBL035C_mRNA
OG0004932	EAA35857	YNL310C_mRNA
OG0004933	EAA29241	YDL148C_mRNA
OG0004935	ESA42757	YOR095C_mRNA
OG0004942	EAA28580	YKL033W_mRNA
OG0004943	EAA28438	YIL149C_mRNA, YKR095W_mRNA
OG0004947	EAA35793	YML021C_mRNA
OG0004948	EAA36239, EAA33565	YDR248C_mRNA
OG0004949	EAA30285	YHR079C_mRNA
OG0004950	EAA28594	YNL107W_mRNA
OG0004951	EAA35896	YFL034W_mRNA
OG0004952	EAA30071	YKL154W_mRNA
OG0004954	EAA31348	YOR201C_mRNA
OG0004955	EAA36538	YKL006W_mRNA, YHL001W_mRNA
OG0004957	EAA33697	YPL043W_mRNA
OG0004958	EAA28102	YCL001W_mRNA
OG0004959	EAA33337	YLR126C_mRNA
OG0004960	EAA36597	YOL142W_mRNA
OG0004963	EDO65346	YHL010C_mRNA
OG0004964	EAA31655	YJL055W_mRNA
OG0004965	EAA34304	YBL038W_mRNA
OG0004967	EAA34887	YJR132W_mRNA
OG0004968	EAA35222	YOR130C_mRNA
OG0004972	EAA32167	YDR418W_mRNA, YEL054C_mRNA
OG0004973	EAA31624	YPL059W_mRNA
OG0004974	EAA35174	YPR138C_mRNA, YGR121C_mRNA
OG0004974	EAA32441	YNL142W_mRNA
OG0004976	EAA32988	YPL227C_mRNA
OG0004977	EAA31599	YOR323C_mRNA
OG0004978	EAA34384	YNL048W_mRNA
OG0004979	EAA32669	YJR007W_mRNA
OG0004980	EAA31874	YJR006W_mRNA
OG0004981	EAA26757	YGR123C_mRNA
OG0004982	EAA32725	YBR257W_mRNA
OG0004984	EAA36046	YER019C-A_mRNA, YER087C-B_mRNA
OG0004986	EDO65366	YDR292C_mRNA
OG0004987	EAA36465	YNL035C_mRNA
OG0004988	EDO65325	YGL169W_mRNA
OG0004991	EAA29085	YLR071C_mRNA
OG0004993	ESA42544	YDR159W_mRNA
OG0004994	ESA44334	YGR074W_mRNA
OG0004996	EAA31951	YDL217C_mRNA
OG0004997	EAA33480	YDR429C_mRNA
OG0005004	ESA43223	YNL163C_mRNA
OG0005005	EAA34504	YKR081C_mRNA
OG0005006	EAA26715	YNL308C_mRNA
OG0005007	EAA30442	YDR097C_mRNA
OG0005008	EAA33455	YFL025C_mRNA
OG0005009	EAA27606	YLR447C_mRNA
OG0005012	EAA31322, ESA42215, EAA36417, EAA29075, EAA35730, EAA33074, ESA42910	YCR023C_mRNA
OG0005013	EAA33964	YIL164C_mRNA
OG0005013	EAA27465	YIL165C_mRNA
OG0005014	EAA32736	YNL207W_mRNA
OG0005015	EAA27772	YMR012W_mRNA
OG0005017	EAA26639	YEL021W_mRNA
OG0005018	EAA28302	YIL144W_mRNA
OG0005022	EAA32191	YLR298C_mRNA
OG0005023	EAA33112	YEL024W_mRNA
OG0005024	EAA35402	YGR264C_mRNA
OG0005029	EAA32302	YDR027C_mRNA
OG0005031	EAA28067	YCR063W_mRNA
OG0005033	ESA43942	YOL058W_mRNA
OG0005034	EAA35121	YLR181C_mRNA
OG0005037	EAA31099	YLR276C_mRNA
OG0005038	ESA43843	YBL019W_mRNA
OG0005040	EAA36132	YHR200W_mRNA
OG0005043	EAA33932	YNL110C_mRNA
OG0005044	EAA26942	YFR051C_mRNA
OG0005046	EAA28897	YGL018C_mRNA
OG0005047	EAA31439	YDL208W_mRNA
OG0005049	EAA28886	YLR289W_mRNA
OG0005053	EAA31920	YJL125C_mRNA
OG0005054	ESA42456	YOR272W_mRNA
OG0005055	EAA34557	YOL034W_mRNA
OG0005056	EAA34822	YNL286W_mRNA
OG0005058	EAA30553	YLR088W_mRNA
OG0005059	EAA33463, ESA42318	YJR142W_mRNA
OG0005060	EAA34118	YGL048C_mRNA
OG0005061	EAA36212	YOL010W_mRNA
OG0005062	EAA29052	YPR175W_mRNA
OG0005063	EAA34200	YGR211W_mRNA
OG0005067	EAA26803	YLR316C_mRNA
OG0005068	EAA29434	YCL031C_mRNA
OG0005070	EAA28740	YOR056C_mRNA
OG0005072	EAA33853	YOR141C_mRNA
OG0005073	EAA33443	YEL032W_mRNA
OG0005075	EAA35373	YDR301W_mRNA
OG0005076	EAA30402	YMR218C_mRNA
OG0005077	EAA34610	YNL253W_mRNA
OG0005078	EAA33632	YOR005C_mRNA
OG0005079	EAA32495	YMR247C_mRNA
OG0005080	EAA35636	YER048W-A_mRNA
OG0005081	EAA31177	YDR299W_mRNA
OG0005083	ESA41970	YBR246W_mRNA
OG0005084	EAA27549	YOL033W_mRNA
OG0005085	EAA33664	YNL284C_mRNA
OG0005094	EAA30489	YMR234W_mRNA
OG0005117	EAA27899	YCL057C-A_mRNA
OG0005130	EAA30645	YCR071C_mRNA
OG0005131	ESA43048	YLR114C_mRNA
OG0005158	EAA36311	YBR192W_mRNA
OG0005161	EAA34933	YHR037W_mRNA
OG0005165	EAA28680	YPR049C_mRNA
OG0005192	EAA33426	YDR392W_mRNA
OG0005221	EAA30203	YNL224C_mRNA
OG0005243	EAA32673	YFL027C_mRNA
OG0005452	EAA34888	YPL162C_mRNA
OG0005563	EAA32970, EAA29407	YIL120W_mRNA, YIL121W_mRNA, YNL065W_mRNA
OG0005563	EAA31598	YBR043C_mRNA
OG0005563	EAA35555, EAA28715, EAA33218	YBR180W_mRNA
OG0005565	ESA43109	YNR070W_mRNA, YDR011W_mRNA, YPL058C_mRNA
OG0005565	EAA28834, EAA35951, EAA29293, EAA31317	YOR328W_mRNA, YDR406W_mRNA, YOR153W_mRNA
OG0005568	EAA35270	YDR049W_mRNA
OG0005570	EAA34515	YNR030W_mRNA
OG0005577	ESA44020, EAA34775	YDR400W_mRNA
OG0005583	ESA44097	YKR066C_mRNA
OG0005585	EAA28627	YGR262C_mRNA
OG0005586	EAA30224	YDR080W_mRNA
OG0005587	ESA43369	YNL316C_mRNA
OG0005591	EAA32646	YMR135C_mRNA
OG0005594	EAA34207	YMR240C_mRNA
OG0005595	EAA31652	YLR268W_mRNA
OG0005596	EAA35058	YLR354C_mRNA, YGR043C_mRNA
OG0005597	EAA32020	YIL162W_mRNA
OG0005598	EAA35312	YOR027W_mRNA
OG0005599	EAA35514	YLR459W_mRNA
OG0005603	EAA30631	YOR275C_mRNA
OG0005603	EAA33435	YPL084W_mRNA
OG0005606	EAA31674	YDR302W_mRNA
OG0005608	EAA34300	YML092C_mRNA
OG0005609	EAA27276	YJL124C_mRNA
OG0005613	EAA29271	YLR438C-A_mRNA
OG0005617	EAA30991, EAA30440	YNL036W_mRNA
OG0005620	EAA27329	YJR064W_mRNA
OG0005622	EAA32079	YDR339C_mRNA
OG0005624	ESA44123	YAL043C_mRNA
OG0005625	EAA34297	YDR294C_mRNA
OG0005627	EAA33068	YDR142C_mRNA
OG0005628	EAA28055	YPR081C_mRNA, YBR121C_mRNA
OG0005630	EAA34084	YDR497C_mRNA, YOL103W_mRNA
OG0005639	EAA28241, EAA31889	YML070W_mRNA, YFL053W_mRNA
OG0005640	EAA26764	YDR127W_mRNA
OG0005642	EAA34541	YLR305C_mRNA
OG0005645	ESA44150	YOR339C_mRNA
OG0005647	EAA33241	YGL137W_mRNA
OG0005650	EAA27683	YHR143W-A_mRNA
OG0005652	ESA42901, ESA44231, EAA35715, EAA33061, ESA42105	YDL128W_mRNA
OG0005653	EAA28770	YIL096C_mRNA
OG0005654	EAA34866	YAL044W-A_mRNA
OG0005658	EAA30515	YMR217W_mRNA
OG0005659	EAA31998	YNL075W_mRNA
OG0005660	EAA36423	YGR280C_mRNA
OG0005662	EAA27242	YBR251W_mRNA
OG0005664	ESA44022	YJR022W_mRNA
OG0005665	EAA31723	YBL013W_mRNA
OG0005666	EAA28123	YLR106C_mRNA
OG0005669	EAA27591	YFL002C_mRNA
OG0005670	EAA30676	YER157W_mRNA
OG0005672	EAA31980	YBR146W_mRNA
OG0005673	ESA42825	YPL207W_mRNA
OG0005674	EAA31952	YAL032C_mRNA
OG0005677	EAA33660, EAA27446	YOR254C_mRNA
OG0005678	EAA29212	YDL156W_mRNA
OG0005680	EAA32918	YML096W_mRNA
OG0005682	EAA26563	YER061C_mRNA
OG0005683	EAA33243	YER134C_mRNA
OG0005685	EAA33800	YJR017C_mRNA
OG0005686	EAA33152	YOR159C_mRNA
OG0005687	EAA31137	YIL150C_mRNA
OG0005688	EAA31677	YJL153C_mRNA
OG0005689	EAA28401	YLR387C_mRNA, YBR267W_mRNA
OG0005693	EAA35690	YHL030W_mRNA
OG0005696	ESA44226	YHR005C-A_mRNA
OG0005697	EAA28069	YNL113W_mRNA
OG0005699	EAA29399	YOL096C_mRNA
OG0005700	ESA43814	YGR024C_mRNA
OG0005701	EAA34549	YBL097W_mRNA
OG0005703	EAA35489	YPR166C_mRNA
OG0005705	EAA28247	YBR105C_mRNA, YGR066C_mRNA
OG0005706	EAA33636	YPL045W_mRNA
OG0005708	EAA32657	YPL146C_mRNA
OG0005709	EAA26814	YOL073C_mRNA
OG0005711	EAA35913	YIL110W_mRNA
OG0005712	EAA30981	YOR356W_mRNA
OG0005714	EAA34550	YFL045C_mRNA
OG0005715	EAA30286	YDR266C_mRNA
OG0005716	EAA28805	YMR093W_mRNA
OG0005718	EAA29712	YDR188W_mRNA
OG0005719	EAA36180	YPL097W_mRNA
OG0005721	ESA41889	YHL004W_mRNA
OG0005722	ESA42808	YHR089C_mRNA
OG0005726	EAA31688	YLR066W_mRNA
OG0005728	EAA28571	YJL109C_mRNA
OG0005729	EAA34552	YER006W_mRNA
OG0005730	EAA31440	YLR291C_mRNA
OG0005731	EAA34950	YMR165C_mRNA
OG0005734	EAA26670	YDR212W_mRNA
OG0005736	EAA28160	YDL029W_mRNA
OG0005738	ESA44289	YBR026C_mRNA
OG0005741	EAA35825	YIR005W_mRNA
OG0005742	EAA32304	YHR166C_mRNA
OG0005746	EDO65389	YGR252W_mRNA
OG0005747	ESA41948	YLR186W_mRNA
OG0005748	EAA32553	YJR070C_mRNA
OG0005749	EAA26605	YKR053C_mRNA, YJL134W_mRNA
OG0005751	EAA32123	YKL019W_mRNA
OG0005754	EAA27901	YLR215C_mRNA
OG0005756	EAA36195	YLR243W_mRNA
OG0005757	EAA26727	YJR069C_mRNA
OG0005758	EAA36313	YKL013C_mRNA
OG0005761	EAA26628	YDL219W_mRNA
OG0005762	EAA30445, EAA26905	YKR076W_mRNA, YMR251W_mRNA, YGR154C_mRNA
OG0005763	EAA36369	YKL071W_mRNA
OG0005764	EAA26876, EAA28373	YDR236C_mRNA
OG0005766	EAA35989	YOR280C_mRNA, YMR222C_mRNA
OG0005766	EAA32534	YHR049W_mRNA
OG0005771	EAA31859	YNR050C_mRNA
OG0005772	EAA35966	YPL013C_mRNA
OG0005775	ESA43000	YGR227W_mRNA
OG0005776	EAA28010	YHR113W_mRNA
OG0005779	EAA30807	YBL020W_mRNA
OG0005780	EAA32357	YOR142W_mRNA
OG0005781	EAA36187	YDL147W_mRNA
OG0005783	EAA34719	YLR166C_mRNA
OG0005784	ESA43682	YLR384C_mRNA
OG0005785	EAA36168	YJL069C_mRNA
OG0005786	ESA43518	YDL190C_mRNA
OG0005788	EAA27912	YLL031C_mRNA
OG0005789	EAA36408	YKL151C_mRNA
OG0005790	EAA36501	YGR283C_mRNA, YMR310C_mRNA
OG0005791	EAA35672	YOR334W_mRNA, YPL060W_mRNA
OG0005794	EAA32828	YDR083W_mRNA
OG0005796	EAA32881	YOR100C_mRNA
OG0005797	EAA29667	YOL041C_mRNA
OG0005798	EAA35460	YDR489W_mRNA
OG0005804	EAA35153	YHR111W_mRNA
OG0005805	EAA31431	YDR472W_mRNA
OG0005808	EAA36035	YHR062C_mRNA
OG0005813	EAA36026	YLR245C_mRNA
OG0005814	EAA28983, EAA36577	YEL060C_mRNA, YOR003W_mRNA
OG0005814	EAA30582, EAA28148	YCR045C_mRNA
OG0005817	EAA33843	YEL038W_mRNA
OG0005819	EAA31160	YOR222W_mRNA, YPL134C_mRNA
OG0005830	ESA43787	YHR085W_mRNA
OG0005841	EAA28668	YMR027W_mRNA
OG0005853	EAA27286	YAR035W_mRNA
OG0005878	EAA33859	YGR181W_mRNA
OG0005889	ESA43260	YBL104C_mRNA
OG0005954	EAA36482	YDR460W_mRNA
OG0005956	EDO65328	YNL044W_mRNA
OG0005959	ESA43353	YGR163W_mRNA
OG0005985	EAA30701	YMR244C-A_mRNA
OG0005986	EAA31663	YLR193C_mRNA
OG0006003	EAA30035	YBL098W_mRNA
OG0006041	EAA32045	YDR495C_mRNA
OG0006079	EAA32445	YCR009C_mRNA
OG0006107	EAA26646	YCR079W_mRNA
OG0006165	EAA27475	YCR053W_mRNA
OG0006378	EAA35002	YLR323C_mRNA
OG0006380	EAA32087	YNL231C_mRNA, YNL264C_mRNA
OG0006384	ESA42829	YAL033W_mRNA
OG0006395	EAA35055	YJR104C_mRNA
OG0006397	EAA33982	YPL160W_mRNA
OG0006398	ESA43998	YMR194C-B_mRNA
OG0006402	EAA35772	YOR210W_mRNA
OG0006404	EAA33876	YMR038C_mRNA
OG0006405	EAA33976	YGR245C_mRNA
OG0006407	EAA29369	YNL252C_mRNA
OG0006413	EAA27605	YDR337W_mRNA
OG0006416	EAA35422	YLR430W_mRNA, YER176W_mRNA
OG0006418	EAA32398	YIL091C_mRNA
OG0006419	EAA29351	YMR061W_mRNA
OG0006422	ESA42191	YDL182W_mRNA, YDL131W_mRNA
OG0006424	EAA30401	YER021W_mRNA
OG0006428	EAA30579	YIR004W_mRNA
OG0006428	EAA35225	YER048C_mRNA
OG0006429	EAA33048	YDR166C_mRNA
OG0006430	EAA35245	YER094C_mRNA
OG0006432	EAA30358	YJL145W_mRNA
OG0006433	EAA32532	YNL325C_mRNA
OG0006435	EAA34331	YNL218W_mRNA
OG0006437	EAA32702	YGL241W_mRNA
OG0006440	EAA29312	YGR185C_mRNA
OG0006443	ESA44167	YPL157W_mRNA
OG0006448	EAA28516, EAA34516, ESA44283, ESA41790	YLR189C_mRNA
OG0006452	ESA41981	YFL044C_mRNA
OG0006454	EAA34894	YKL145W_mRNA
OG0006455	EAA32830	YGR253C_mRNA
OG0006456	EAA36526	YGR238C_mRNA
OG0006459	EAA27029	YOR048C_mRNA
OG0006461	EAA28003	YLR051C_mRNA
OG0006464	EAA30578	YMR073C_mRNA
OG0006465	EAA28359	YGL244W_mRNA
OG0006468	EAA29618	YGR116W_mRNA
OG0006473	EAA34408, EAA36582	YMR250W_mRNA
OG0006474	ESA43277	YKL205W_mRNA
OG0006475	ESA43826	YCR042C_mRNA
OG0006476	EAA27637	YJL088W_mRNA
OG0006477	EAA33310	YJL154C_mRNA
OG0006478	EAA30993	YGL211W_mRNA
OG0006479	EAA36436	YJL002C_mRNA
OG0006481	ESA42052	YKL174C_mRNA
OG0006481	EAA36552	YNR056C_mRNA, YGL077C_mRNA
OG0006481	ESA42733	YDL210W_mRNA
OG0006482	ESA44349	YFR047C_mRNA
OG0006488	AGG15992	Q0275_mRNA
OG0006489	EAA32301	YLR274W_mRNA
OG0006490	EAA26682	YFL030W_mRNA
OG0006494	EAA28705	YOR074C_mRNA
OG0006495	EAA35069	YPR144C_mRNA
OG0006496	EAA26753	YOR184W_mRNA
OG0006497	EAA29280	YMR131C_mRNA
OG0006499	EAA32735	YHR027C_mRNA
OG0006500	EAA27582	YER070W_mRNA, YIL066C_mRNA
OG0006501	EAA28177	YBL033C_mRNA
OG0006501	EAA29400	YDR487C_mRNA
OG0006502	EAA26880	YOR119C_mRNA
OG0006507	EAA27879	YER090W_mRNA
OG0006508	EAA32593	YER037W_mRNA, YGL224C_mRNA
OG0006510	ESA43018	YDL043C_mRNA
OG0006511	EAA26643	YMR272C_mRNA
OG0006513	EAA32521	YHR077C_mRNA
OG0006515	EDO65450	YBR243C_mRNA
OG0006516	EAA32740	YDR361C_mRNA
OG0006517	EAA31901	YIL008W_mRNA
OG0006518	EAA30446	YNL062C_mRNA
OG0006519	EAA36594	YNL221C_mRNA
OG0006521	EAA29376	YJL008C_mRNA
OG0006523	EAA32883	YDL098C_mRNA
OG0006528	EAA36525	YHR186C_mRNA
OG0006529	ESA43821	YPL125W_mRNA
OG0006530	EAA31914	YPR055W_mRNA
OG0006531	EAA26745	YDR486C_mRNA
OG0006535	ESA42918	YJL072C_mRNA
OG0006537	EAA32827	YER143W_mRNA
OG0006539	EDO65333	YOR308C_mRNA
OG0006542	EAA28310	YLR435W_mRNA
OG0006545	EAA36564	YMR293C_mRNA
OG0006546	EAA34520	YOR065W_mRNA
OG0006547	EAA27030	YDL058W_mRNA
OG0006550	ESA42173	YLR085C_mRNA
OG0006552	EAA30842, EAA35343, ESA42772	YKR070W_mRNA
OG0006555	EAA31870	YGR171C_mRNA
OG0006557	EAA26770	YOR341W_mRNA
OG0006558	EAA36215	YLR271W_mRNA
OG0006559	EAA29835	YCL001W-A_mRNA, YNL001W_mRNA
OG0006561	EAA28367	YCR054C_mRNA
OG0006563	EAA32596	YLR409C_mRNA
OG0006565	EAA30910	YBR282W_mRNA
