Orthogroup	mouse	yeast
OG0004297	ENSMUSP00000050703, ENSMUSP00000071636, ENSMUSP00000133276	YBL064C_mRNA
OG0004298	ENSMUSP00000103301, ENSMUSP00000103299, ENSMUSP00000119949	YBL080C_mRNA
OG0004299	ENSMUSP00000019945, ENSMUSP00000101180, ENSMUSP00000101178, ENSMUSP00000128512	YDR329C_mRNA
OG0004300	ENSMUSP00000020420	YPL195W_mRNA
OG0004302	ENSMUSP00000059947	YGL180W_mRNA
OG0004305	ENSMUSP00000016396	YPL271W_mRNA
OG0004306	ENSMUSP00000112368, ENSMUSP00000089728	YFR010W_mRNA
OG0004312	ENSMUSP00000038489	YBR217W_mRNA
OG0004313	ENSMUSP00000133336, ENSMUSP00000095388, ENSMUSP00000075401, ENSMUSP00000017408	YOR001W_mRNA
OG0004317	ENSMUSP00000102149, ENSMUSP00000116746, ENSMUSP00000099325, ENSMUSP00000116245	YOL114C_mRNA
OG0004318	ENSMUSP00000118090, ENSMUSP00000114728	YBL074C_mRNA
OG0004319	ENSMUSP00000113312, ENSMUSP00000098648	YPL210C_mRNA
OG0004321	ENSMUSP00000138898	YCR097W_mRNA
OG0004322	ENSMUSP00000152783, ENSMUSP00000039416, ENSMUSP00000152217	YIL068C_mRNA
OG0004324	ENSMUSP00000140934, ENSMUSP00000139933, ENSMUSP00000069508, ENSMUSP00000129828	YLR060W_mRNA
OG0004325	ENSMUSP00000043580	YGL065C_mRNA
OG0004326	ENSMUSP00000081544	YLR438W_mRNA
OG0004326	ENSMUSP00000147794	YOL140W_mRNA
OG0004328	ENSMUSP00000151340, ENSMUSP00000044993	YNL147W_mRNA
OG0004329	ENSMUSP00000061282	YMR253C_mRNA, YPL264C_mRNA
OG0004332	ENSMUSP00000148830, ENSMUSP00000148434, ENSMUSP00000148321, ENSMUSP00000105147	YIL021W_mRNA
OG0004333	ENSMUSP00000151347, ENSMUSP00000021335	YDR189W_mRNA
OG0004336	ENSMUSP00000115199	YGL198W_mRNA
OG0004345	ENSMUSP00000022087, ENSMUSP00000105321, ENSMUSP00000135455	YBL024W_mRNA
OG0004346	ENSMUSP00000156956, ENSMUSP00000077553, ENSMUSP00000156437, ENSMUSP00000156607	YJR008W_mRNA
OG0004348	ENSMUSP00000004343, ENSMUSP00000142470, ENSMUSP00000142723, ENSMUSP00000142361	YDR268W_mRNA
OG0004349	ENSMUSP00000099469	YDR265W_mRNA
OG0004352	ENSMUSP00000113194, ENSMUSP00000051838	YHR076W_mRNA
OG0004353	ENSMUSP00000118182, ENSMUSP00000117927	YBR228W_mRNA
OG0004354	ENSMUSP00000152268, ENSMUSP00000038781	YOR265W_mRNA
OG0004355	ENSMUSP00000031625, ENSMUSP00000114421, ENSMUSP00000143026	YBR234C_mRNA
OG0004357	ENSMUSP00000025632	YNL092W_mRNA
OG0004360	ENSMUSP00000039853	YPL012W_mRNA
OG0004361	ENSMUSP00000125562	YPL076W_mRNA
OG0004362	ENSMUSP00000023269	YGL031C_mRNA, YGR148C_mRNA
OG0004364	ENSMUSP00000026487, ENSMUSP00000118504	YER074W-A_mRNA
OG0004365	ENSMUSP00000006692	YNR043W_mRNA
OG0004367	ENSMUSP00000030446	YDR047W_mRNA
OG0004368	ENSMUSP00000150589, ENSMUSP00000121358	YLR389C_mRNA
OG0004369	ENSMUSP00000040138	YPL172C_mRNA
OG0004370	ENSMUSP00000019908	YGL143C_mRNA
OG0004371	ENSMUSP00000156158, ENSMUSP00000156241, ENSMUSP00000156269, ENSMUSP00000045272	YBL082C_mRNA
OG0004375	ENSMUSP00000010049	YBR265W_mRNA
OG0004380	ENSMUSP00000034966	YDR012W_mRNA, YBR031W_mRNA
OG0004381	ENSMUSP00000054490	YGR118W_mRNA, YPR132W_mRNA
OG0004382	ENSMUSP00000041968	YOR261C_mRNA
OG0004387	ENSMUSP00000029628, ENSMUSP00000114968, ENSMUSP00000113614	YPL151C_mRNA
OG0004388	ENSMUSP00000019882, ENSMUSP00000103827, ENSMUSP00000116741	YGL070C_mRNA
OG0004390	ENSMUSP00000084466	YNL288W_mRNA
OG0004391	ENSMUSP00000029256	YPL094C_mRNA
OG0004392	ENSMUSP00000141003, ENSMUSP00000139519, ENSMUSP00000027700, ENSMUSP00000141176, ENSMUSP00000140790, ENSMUSP00000140344	YAR003W_mRNA
OG0004393	ENSMUSP00000019927	YOL124C_mRNA
OG0004394	ENSMUSP00000027214	YGR258C_mRNA
OG0004399	ENSMUSP00000021424, ENSMUSP00000048313, ENSMUSP00000105710	YDR062W_mRNA
OG0004401	ENSMUSP00000026270	YKL212W_mRNA
OG0004403	ENSMUSP00000148082, ENSMUSP00000117971	YJL063C_mRNA
OG0004404	ENSMUSP00000044645, ENSMUSP00000023068	YFL008W_mRNA
OG0004405	ENSMUSP00000148466, ENSMUSP00000148785, ENSMUSP00000034096	YDR257C_mRNA
OG0004406	ENSMUSP00000152289, ENSMUSP00000152619, ENSMUSP00000112121	YHR070W_mRNA
OG0004407	ENSMUSP00000016105, ENSMUSP00000136572, ENSMUSP00000021726	YNL220W_mRNA
OG0004409	ENSMUSP00000146136, ENSMUSP00000126294	YDR064W_mRNA
OG0004410	ENSMUSP00000048036, ENSMUSP00000045901	YLR212C_mRNA
OG0004411	ENSMUSP00000119875, ENSMUSP00000133062	YNL082W_mRNA
OG0004412	ENSMUSP00000116986, ENSMUSP00000145062, ENSMUSP00000004396	YGR020C_mRNA
OG0004413	ENSMUSP00000095656, ENSMUSP00000102000	YOR187W_mRNA
OG0004415	ENSMUSP00000036710	YLR382C_mRNA
OG0004416	ENSMUSP00000010348, ENSMUSP00000150978	YPL252C_mRNA
OG0004418	ENSMUSP00000144339, ENSMUSP00000031590	YPR112C_mRNA
OG0004420	ENSMUSP00000031262, ENSMUSP00000119410	YNR041C_mRNA
OG0004422	ENSMUSP00000022256, ENSMUSP00000153591	YPR108W_mRNA
OG0004424	ENSMUSP00000053440, ENSMUSP00000031099	YOR232W_mRNA
OG0004425	ENSMUSP00000027602	YLL018C_mRNA
OG0004428	ENSMUSP00000078216	YDR109C_mRNA
OG0004429	ENSMUSP00000025743, ENSMUSP00000025745	YJL096W_mRNA
OG0004430	ENSMUSP00000099878	YBR181C_mRNA, YPL090C_mRNA
OG0004431	ENSMUSP00000115074, ENSMUSP00000115978, ENSMUSP00000114670, ENSMUSP00000115203, ENSMUSP00000119924, ENSMUSP00000070991	YKL149C_mRNA
OG0004432	ENSMUSP00000139249, ENSMUSP00000140958, ENSMUSP00000043730	YLR172C_mRNA
OG0004433	ENSMUSP00000021993	YDR529C_mRNA
OG0004438	ENSMUSP00000003906, ENSMUSP00000105376	YFL022C_mRNA
OG0004439	ENSMUSP00000116276, ENSMUSP00000115602, ENSMUSP00000109242, ENSMUSP00000119478, ENSMUSP00000028209	YGR036C_mRNA
OG0004440	ENSMUSP00000152379, ENSMUSP00000152880, ENSMUSP00000021667, ENSMUSP00000152679	YPR067W_mRNA
OG0004441	ENSMUSP00000025464, ENSMUSP00000115320	YPR082C_mRNA
OG0004442	ENSMUSP00000091487, ENSMUSP00000117762, ENSMUSP00000118619	YGR063C_mRNA
OG0004444	ENSMUSP00000016033	YNL045W_mRNA
OG0004446	ENSMUSP00000025350, ENSMUSP00000144010	YNL118C_mRNA
OG0004448	ENSMUSP00000027247, ENSMUSP00000142151, ENSMUSP00000113699, ENSMUSP00000031145	YOR281C_mRNA
OG0004449	ENSMUSP00000059385	YDR180W_mRNA
OG0004450	ENSMUSP00000032898, ENSMUSP00000100503	YMR308C_mRNA
OG0004451	ENSMUSP00000021157	YGL127C_mRNA
OG0004456	ENSMUSP00000107751, ENSMUSP00000074756	YNL232W_mRNA
OG0004458	ENSMUSP00000135761, ENSMUSP00000104361	YJL180C_mRNA
OG0004460	ENSMUSP00000042082, ENSMUSP00000125749, ENSMUSP00000125681	YOL093W_mRNA
OG0004462	ENSMUSP00000045269	YKR087C_mRNA
OG0004478	ENSMUSP00000015855	YHR201C_mRNA
OG0004482	ENSMUSP00000144069, ENSMUSP00000035218	YDL146W_mRNA
OG0004485	ENSMUSP00000140592, ENSMUSP00000116627	YGL256W_mRNA
OG0004499	ENSMUSP00000152608, ENSMUSP00000021482, ENSMUSP00000148566, ENSMUSP00000136493	YGR082W_mRNA
OG0004503	ENSMUSP00000085981, ENSMUSP00000105226, ENSMUSP00000105227, ENSMUSP00000113943	YPL098C_mRNA
OG0004522	ENSMUSP00000144749, ENSMUSP00000120883, ENSMUSP00000014694	YDR323C_mRNA
OG0004527	ENSMUSP00000021693	YBR104W_mRNA
OG0004530	ENSMUSP00000114620, ENSMUSP00000121898, ENSMUSP00000099820, ENSMUSP00000121228, ENSMUSP00000028050, ENSMUSP00000100025	YHL002W_mRNA
OG0004538	ENSMUSP00000038106	YBR235W_mRNA
OG0004559	ENSMUSP00000107743, ENSMUSP00000033717	YKL087C_mRNA
OG0004559	ENSMUSP00000133731	YAL039C_mRNA
OG0004563	ENSMUSP00000033505, ENSMUSP00000043968, ENSMUSP00000031695	YOR181W_mRNA
OG0004571	ENSMUSP00000076594, ENSMUSP00000107102	YLR281C_mRNA
OG0004572	ENSMUSP00000021091, ENSMUSP00000099578, ENSMUSP00000118231	YOR269W_mRNA
OG0004584	ENSMUSP00000151874, ENSMUSP00000151216, ENSMUSP00000005825	YGL094C_mRNA
OG0004591	ENSMUSP00000119396, ENSMUSP00000101809, ENSMUSP00000101811, ENSMUSP00000026900	YNR006W_mRNA
OG0004594	ENSMUSP00000104883, ENSMUSP00000104884	YJR125C_mRNA
OG0004602	ENSMUSP00000010421, ENSMUSP00000119105	YPR117W_mRNA, YLR454W_mRNA
OG0004603	ENSMUSP00000100973, ENSMUSP00000116581	YDR440W_mRNA
OG0004695	ENSMUSP00000107430, ENSMUSP00000080325, ENSMUSP00000044276	YBR200W_mRNA
OG0004838	ENSMUSP00000085986, ENSMUSP00000096677, ENSMUSP00000131572	YDR170C_mRNA
OG0004839	ENSMUSP00000097543, ENSMUSP00000020851	YPL132W_mRNA
OG0004841	ENSMUSP00000055455	YDR044W_mRNA
OG0004843	ENSMUSP00000148293, ENSMUSP00000112640	YNL124W_mRNA
OG0004850	ENSMUSP00000102384, ENSMUSP00000116620, ENSMUSP00000026480	YBR155W_mRNA
OG0004851	ENSMUSP00000032967	YLR239C_mRNA
OG0004853	ENSMUSP00000155413, ENSMUSP00000043691, ENSMUSP00000155138, ENSMUSP00000153936, ENSMUSP00000047445	YGR270W_mRNA
OG0004857	ENSMUSP00000126586, ENSMUSP00000024823	YML004C_mRNA
OG0004858	ENSMUSP00000123753, ENSMUSP00000123899, ENSMUSP00000142966, ENSMUSP00000045351, ENSMUSP00000123772	YDR331W_mRNA
OG0004859	ENSMUSP00000100534, ENSMUSP00000000365	YER007C-A_mRNA
OG0004860	ENSMUSP00000093955	YPL048W_mRNA, YGR201C_mRNA, YKL081W_mRNA
OG0004861	ENSMUSP00000117947, ENSMUSP00000032723	YPL213W_mRNA
OG0004867	ENSMUSP00000117100, ENSMUSP00000019447	YGL033W_mRNA
OG0004873	ENSMUSP00000151586, ENSMUSP00000151271, ENSMUSP00000151305, ENSMUSP00000083973, ENSMUSP00000073581	YOR369C_mRNA
OG0004877	ENSMUSP00000084082, ENSMUSP00000156755	YKL095W_mRNA
OG0004881	ENSMUSP00000039420	YGR047C_mRNA
OG0004882	ENSMUSP00000029214, ENSMUSP00000119356, ENSMUSP00000031725	YJL081C_mRNA
OG0004889	ENSMUSP00000151655, ENSMUSP00000020397	YLR147C_mRNA
OG0004897	ENSMUSP00000152842, ENSMUSP00000152144, ENSMUSP00000152879, ENSMUSP00000022089	YPR168W_mRNA
OG0004899	ENSMUSP00000105556, ENSMUSP00000063272	YGL110C_mRNA
OG0004900	ENSMUSP00000124302	YDR473C_mRNA
OG0004902	ENSMUSP00000017572, ENSMUSP00000133571	YDL097C_mRNA
OG0004905	ENSMUSP00000141733	YNL041C_mRNA
OG0004906	ENSMUSP00000022781, ENSMUSP00000122366	YOR103C_mRNA
OG0004908	ENSMUSP00000034615, ENSMUSP00000113382	YFL001W_mRNA
OG0004909	ENSMUSP00000079926, ENSMUSP00000095314	YFR019W_mRNA
OG0004910	ENSMUSP00000103068, ENSMUSP00000030090	YGL040C_mRNA
OG0004914	ENSMUSP00000098076	YOR361C_mRNA
OG0004920	ENSMUSP00000098205, ENSMUSP00000022977	YGR175C_mRNA
OG0004921	ENSMUSP00000128927, ENSMUSP00000111478, ENSMUSP00000089601, ENSMUSP00000111479	YLR240W_mRNA
OG0004925	ENSMUSP00000143805, ENSMUSP00000005431	YOL027C_mRNA, YPR125W_mRNA
OG0004927	ENSMUSP00000138476, ENSMUSP00000062046, ENSMUSP00000143206	YLL018C-A_mRNA
OG0004929	ENSMUSP00000139773	YJL090C_mRNA
OG0004930	ENSMUSP00000115630, ENSMUSP00000019986, ENSMUSP00000131519	YPL167C_mRNA
OG0004931	ENSMUSP00000128866, ENSMUSP00000025752	YBL035C_mRNA
OG0004933	ENSMUSP00000143989, ENSMUSP00000038382	YDL148C_mRNA
OG0004935	ENSMUSP00000064158	YOR095C_mRNA
OG0004942	ENSMUSP00000116592, ENSMUSP00000029179, ENSMUSP00000105148	YKL033W_mRNA
OG0004943	ENSMUSP00000121991, ENSMUSP00000112606, ENSMUSP00000117616, ENSMUSP00000116012	YIL149C_mRNA, YKR095W_mRNA
OG0004947	ENSMUSP00000107894, ENSMUSP00000114140, ENSMUSP00000031587, ENSMUSP00000099644	YML021C_mRNA
OG0004948	ENSMUSP00000060218, ENSMUSP00000153324, ENSMUSP00000105494	YDR248C_mRNA
OG0004949	ENSMUSP00000001059, ENSMUSP00000033153, ENSMUSP00000145716	YHR079C_mRNA
OG0004950	ENSMUSP00000151659, ENSMUSP00000020382	YNL107W_mRNA
OG0004951	ENSMUSP00000122817	YFL034W_mRNA
OG0004952	ENSMUSP00000035157, ENSMUSP00000151899	YKL154W_mRNA
OG0004954	ENSMUSP00000018549	YOR201C_mRNA
OG0004955	ENSMUSP00000131489, ENSMUSP00000150756	YKL006W_mRNA, YHL001W_mRNA
OG0004957	ENSMUSP00000127856, ENSMUSP00000007993	YPL043W_mRNA
OG0004958	ENSMUSP00000030914	YCL001W_mRNA
OG0004960	ENSMUSP00000115532, ENSMUSP00000030003	YOL142W_mRNA
OG0004963	ENSMUSP00000143043, ENSMUSP00000107395, ENSMUSP00000031414	YHL010C_mRNA
OG0004965	ENSMUSP00000128915	YBL038W_mRNA
OG0004967	ENSMUSP00000046759, ENSMUSP00000081782	YJR132W_mRNA
OG0004968	ENSMUSP00000052849, ENSMUSP00000033871	YOR130C_mRNA
OG0004972	ENSMUSP00000117461	YDR418W_mRNA, YEL054C_mRNA
OG0004973	ENSMUSP00000152267, ENSMUSP00000021522	YPL059W_mRNA
OG0004976	ENSMUSP00000118818, ENSMUSP00000119260, ENSMUSP00000035879	YPL227C_mRNA
OG0004977	ENSMUSP00000025979, ENSMUSP00000135426	YOR323C_mRNA
OG0004978	ENSMUSP00000106365, ENSMUSP00000072382	YNL048W_mRNA
OG0004979	ENSMUSP00000071214	YJR007W_mRNA
OG0004980	ENSMUSP00000122906, ENSMUSP00000099986	YJR006W_mRNA
OG0004981	ENSMUSP00000003183, ENSMUSP00000122783	YGR123C_mRNA
OG0004982	ENSMUSP00000032585	YBR257W_mRNA
OG0004984	ENSMUSP00000067681, ENSMUSP00000126887	YER019C-A_mRNA, YER087C-B_mRNA
OG0004986	ENSMUSP00000149923, ENSMUSP00000034541	YDR292C_mRNA
OG0004987	ENSMUSP00000050532, ENSMUSP00000140172	YNL035C_mRNA
OG0004988	ENSMUSP00000114150	YGL169W_mRNA
OG0004991	ENSMUSP00000094239, ENSMUSP00000075395, ENSMUSP00000111143	YLR071C_mRNA
OG0004993	ENSMUSP00000151973, ENSMUSP00000151327, ENSMUSP00000125960	YDR159W_mRNA
OG0004994	ENSMUSP00000157360, ENSMUSP00000157119	YGR074W_mRNA
OG0004996	ENSMUSP00000113238, ENSMUSP00000021203, ENSMUSP00000132836, ENSMUSP00000123281	YDL217C_mRNA
OG0004997	ENSMUSP00000004206	YDR429C_mRNA
OG0005004	ENSMUSP00000137061, ENSMUSP00000046046, ENSMUSP00000121909	YNL163C_mRNA
OG0005005	ENSMUSP00000035456, ENSMUSP00000138581, ENSMUSP00000138425, ENSMUSP00000138646, ENSMUSP00000138750	YKR081C_mRNA
OG0005006	ENSMUSP00000139184, ENSMUSP00000039688	YNL308C_mRNA
OG0005007	ENSMUSP00000005503	YDR097C_mRNA
OG0005008	ENSMUSP00000095346	YFL025C_mRNA
OG0005009	ENSMUSP00000029900, ENSMUSP00000013304	YLR447C_mRNA
OG0005011	ENSMUSP00000023036, ENSMUSP00000155288	YOL133W_mRNA
OG0005014	ENSMUSP00000156350, ENSMUSP00000024620	YNL207W_mRNA
OG0005015	ENSMUSP00000113371, ENSMUSP00000090593	YMR012W_mRNA
OG0005017	ENSMUSP00000023510	YEL021W_mRNA
OG0005018	ENSMUSP00000024851, ENSMUSP00000156492, ENSMUSP00000156954	YIL144W_mRNA
OG0005020	ENSMUSP00000138868, ENSMUSP00000143637, ENSMUSP00000139223, ENSMUSP00000047320	YOL125W_mRNA
OG0005021	ENSMUSP00000124946, ENSMUSP00000123982, ENSMUSP00000124543, ENSMUSP00000124865, ENSMUSP00000118312	YHR154W_mRNA
OG0005023	ENSMUSP00000045284	YEL024W_mRNA
OG0005024	ENSMUSP00000130666, ENSMUSP00000037446	YGR264C_mRNA
OG0005029	ENSMUSP00000105206, ENSMUSP00000006221, ENSMUSP00000116739	YDR027C_mRNA
OG0005031	ENSMUSP00000124999, ENSMUSP00000125564, ENSMUSP00000125590, ENSMUSP00000125738	YCR063W_mRNA
OG0005033	ENSMUSP00000099904	YOL058W_mRNA
OG0005034	ENSMUSP00000020018	YLR181C_mRNA
OG0005037	ENSMUSP00000004507	YLR276C_mRNA
OG0005038	ENSMUSP00000122554, ENSMUSP00000108345, ENSMUSP00000108347, ENSMUSP00000108339, ENSMUSP00000108341, ENSMUSP00000108340, ENSMUSP00000026303	YBL019W_mRNA
OG0005040	ENSMUSP00000102857, ENSMUSP00000071589, ENSMUSP00000113554	YHR200W_mRNA
OG0005043	ENSMUSP00000125006, ENSMUSP00000108308, ENSMUSP00000027626	YNL110C_mRNA
OG0005044	ENSMUSP00000034607	YFR051C_mRNA
OG0005046	ENSMUSP00000118876	YGL018C_mRNA
OG0005047	ENSMUSP00000120014	YDL208W_mRNA
OG0005049	ENSMUSP00000031113, ENSMUSP00000084480, ENSMUSP00000133467	YLR289W_mRNA
OG0005053	ENSMUSP00000152280, ENSMUSP00000152056, ENSMUSP00000082011, ENSMUSP00000133128	YJL125C_mRNA
OG0005054	ENSMUSP00000117391, ENSMUSP00000117747, ENSMUSP00000027173, ENSMUSP00000113148, ENSMUSP00000113494	YOR272W_mRNA
OG0005055	ENSMUSP00000084837, ENSMUSP00000153364, ENSMUSP00000153420	YOL034W_mRNA
OG0005056	ENSMUSP00000110399, ENSMUSP00000086027	YNL286W_mRNA
OG0005058	ENSMUSP00000132986, ENSMUSP00000023221	YLR088W_mRNA
OG0005060	ENSMUSP00000021049	YGL048C_mRNA
OG0005061	ENSMUSP00000067579	YOL010W_mRNA
OG0005062	ENSMUSP00000152361	YPR175W_mRNA
OG0005063	ENSMUSP00000110199, ENSMUSP00000117725	YGR211W_mRNA
OG0005067	ENSMUSP00000152839, ENSMUSP00000136259, ENSMUSP00000040551, ENSMUSP00000151394, ENSMUSP00000152275	YLR316C_mRNA
OG0005068	ENSMUSP00000127001	YCL031C_mRNA
OG0005070	ENSMUSP00000003946, ENSMUSP00000126868, ENSMUSP00000129298	YOR056C_mRNA
OG0005072	ENSMUSP00000153459, ENSMUSP00000153076, ENSMUSP00000016115	YOR141C_mRNA
OG0005073	ENSMUSP00000059192	YEL032W_mRNA
OG0005075	ENSMUSP00000155308, ENSMUSP00000071794	YDR301W_mRNA
OG0005076	ENSMUSP00000152048	YMR218C_mRNA
OG0005077	ENSMUSP00000026990	YNL253W_mRNA
OG0005078	ENSMUSP00000130807, ENSMUSP00000093130	YOR005C_mRNA
OG0005079	ENSMUSP00000038775, ENSMUSP00000156299	YMR247C_mRNA
OG0005080	ENSMUSP00000060779	YER048W-A_mRNA
OG0005081	ENSMUSP00000018841	YDR299W_mRNA
OG0005083	ENSMUSP00000142220, ENSMUSP00000142315, ENSMUSP00000142067, ENSMUSP00000141547, ENSMUSP00000028351, ENSMUSP00000141890	YBR246W_mRNA
OG0005084	ENSMUSP00000033159	YOL033W_mRNA
OG0005085	ENSMUSP00000048472, ENSMUSP00000114649, ENSMUSP00000141204, ENSMUSP00000115512	YNL284C_mRNA
OG0005117	ENSMUSP00000117583	YCL057C-A_mRNA
OG0005130	ENSMUSP00000007482	YCR071C_mRNA
OG0005131	ENSMUSP00000145053, ENSMUSP00000031805, ENSMUSP00000144696	YLR114C_mRNA
OG0005134	ENSMUSP00000144624, ENSMUSP00000143969, ENSMUSP00000026608	YJL011C_mRNA
OG0005158	ENSMUSP00000082302, ENSMUSP00000101311	YBR192W_mRNA
OG0005161	ENSMUSP00000043821	YHR037W_mRNA
OG0005165	ENSMUSP00000125334, ENSMUSP00000125348, ENSMUSP00000027040, ENSMUSP00000124676	YPR049C_mRNA
OG0005189	ENSMUSP00000005504, ENSMUSP00000157024, ENSMUSP00000121206	YML088W_mRNA
OG0005192	ENSMUSP00000120197, ENSMUSP00000121148, ENSMUSP00000050783	YDR392W_mRNA
OG0005211	ENSMUSP00000029707, ENSMUSP00000141786, ENSMUSP00000132699, ENSMUSP00000141477	YMR269W_mRNA
OG0005221	ENSMUSP00000022189	YNL224C_mRNA
OG0005243	ENSMUSP00000119209, ENSMUSP00000028963, ENSMUSP00000122542	YFL027C_mRNA
OG0005452	ENSMUSP00000154699, ENSMUSP00000006701, ENSMUSP00000154178	YPL162C_mRNA
OG0005568	ENSMUSP00000137179, ENSMUSP00000135971, ENSMUSP00000136163	YDR049W_mRNA
OG0005570	ENSMUSP00000123935, ENSMUSP00000043480, ENSMUSP00000125534	YNR030W_mRNA
OG0005585	ENSMUSP00000066907, ENSMUSP00000115353, ENSMUSP00000045141	YGR262C_mRNA
OG0005586	ENSMUSP00000072729	YDR080W_mRNA
OG0005591	ENSMUSP00000077753, ENSMUSP00000029090	YMR135C_mRNA
OG0005594	ENSMUSP00000025774	YMR240C_mRNA
OG0005595	ENSMUSP00000117579, ENSMUSP00000142976, ENSMUSP00000113502, ENSMUSP00000029476	YLR268W_mRNA
OG0005596	ENSMUSP00000026576, ENSMUSP00000147332	YLR354C_mRNA, YGR043C_mRNA
OG0005598	ENSMUSP00000025918	YOR027W_mRNA
OG0005599	ENSMUSP00000076816, ENSMUSP00000126236	YLR459W_mRNA
OG0005603	ENSMUSP00000107492, ENSMUSP00000035086	YOR275C_mRNA, YPL084W_mRNA
OG0005606	ENSMUSP00000024957	YDR302W_mRNA
OG0005608	ENSMUSP00000152327, ENSMUSP00000129767	YML092C_mRNA
OG0005609	ENSMUSP00000041022, ENSMUSP00000147348	YJL124C_mRNA
OG0005613	ENSMUSP00000044178, ENSMUSP00000145568	YLR438C-A_mRNA
OG0005620	ENSMUSP00000022842	YJR064W_mRNA
OG0005622	ENSMUSP00000021669, ENSMUSP00000131190	YDR339C_mRNA
OG0005624	ENSMUSP00000023882	YAL043C_mRNA
OG0005625	ENSMUSP00000090155, ENSMUSP00000112975, ENSMUSP00000117848	YDR294C_mRNA
OG0005627	ENSMUSP00000132996, ENSMUSP00000020182	YDR142C_mRNA
OG0005628	ENSMUSP00000003572	YPR081C_mRNA, YBR121C_mRNA
OG0005630	ENSMUSP00000104906	YDR497C_mRNA, YOL103W_mRNA
OG0005639	ENSMUSP00000044556	YML070W_mRNA, YFL053W_mRNA
OG0005642	ENSMUSP00000036162, ENSMUSP00000156049	YLR305C_mRNA
OG0005645	ENSMUSP00000001439, ENSMUSP00000085581	YOR339C_mRNA
OG0005647	ENSMUSP00000035033	YGL137W_mRNA
OG0005650	ENSMUSP00000051968, ENSMUSP00000136975	YHR143W-A_mRNA
OG0005654	ENSMUSP00000016087, ENSMUSP00000102716, ENSMUSP00000134765	YAL044W-A_mRNA
OG0005658	ENSMUSP00000029405	YMR217W_mRNA
OG0005659	ENSMUSP00000027303	YNL075W_mRNA
OG0005660	ENSMUSP00000022528	YGR280C_mRNA
OG0005662	ENSMUSP00000028852, ENSMUSP00000119674	YBR251W_mRNA
OG0005664	ENSMUSP00000144884, ENSMUSP00000057238	YJR022W_mRNA
OG0005665	ENSMUSP00000074347	YBL013W_mRNA
OG0005666	ENSMUSP00000136222, ENSMUSP00000071569	YLR106C_mRNA
OG0005669	ENSMUSP00000070279, ENSMUSP00000107065	YFL002C_mRNA
OG0005670	ENSMUSP00000154131, ENSMUSP00000045016	YER157W_mRNA
OG0005672	ENSMUSP00000143932, ENSMUSP00000056855	YBR146W_mRNA
OG0005673	ENSMUSP00000037173	YPL207W_mRNA
OG0005674	ENSMUSP00000021428	YAL032C_mRNA
OG0005677	ENSMUSP00000019937	YOR254C_mRNA
OG0005678	ENSMUSP00000097072, ENSMUSP00000106232, ENSMUSP00000028676, ENSMUSP00000106234	YDL156W_mRNA
OG0005680	ENSMUSP00000139025, ENSMUSP00000139404, ENSMUSP00000027264	YML096W_mRNA
OG0005682	ENSMUSP00000108244, ENSMUSP00000022311, ENSMUSP00000108243	YER061C_mRNA
OG0005683	ENSMUSP00000002400	YER134C_mRNA
OG0005685	ENSMUSP00000034689, ENSMUSP00000139143	YJR017C_mRNA
OG0005686	ENSMUSP00000132376, ENSMUSP00000127164, ENSMUSP00000128400	YOR159C_mRNA
OG0005687	ENSMUSP00000100050, ENSMUSP00000027980	YIL150C_mRNA
OG0005688	ENSMUSP00000019283, ENSMUSP00000148077	YJL153C_mRNA
OG0005689	ENSMUSP00000153839, ENSMUSP00000059678	YLR387C_mRNA, YBR267W_mRNA
OG0005693	ENSMUSP00000099953, ENSMUSP00000117585, ENSMUSP00000103182	YHL030W_mRNA
OG0005696	ENSMUSP00000107258, ENSMUSP00000028470	YHR005C-A_mRNA
OG0005697	ENSMUSP00000058355	YNL113W_mRNA
OG0005699	ENSMUSP00000029909	YOL096C_mRNA
OG0005700	ENSMUSP00000104877, ENSMUSP00000011398	YGR024C_mRNA
OG0005701	ENSMUSP00000106017	YBL097W_mRNA
OG0005703	ENSMUSP00000107285, ENSMUSP00000120075	YPR166C_mRNA
OG0005705	ENSMUSP00000135441, ENSMUSP00000064926	YBR105C_mRNA, YGR066C_mRNA
OG0005706	ENSMUSP00000115899, ENSMUSP00000028900	YPL045W_mRNA
OG0005708	ENSMUSP00000043981	YPL146C_mRNA
OG0005709	ENSMUSP00000043245	YOL073C_mRNA
OG0005711	ENSMUSP00000048636, ENSMUSP00000107116	YIL110W_mRNA
OG0005712	ENSMUSP00000113888, ENSMUSP00000029386	YOR356W_mRNA
OG0005714	ENSMUSP00000155554, ENSMUSP00000023396, ENSMUSP00000023112	YFL045C_mRNA
OG0005715	ENSMUSP00000038367, ENSMUSP00000157172	YDR266C_mRNA
OG0005716	ENSMUSP00000048204	YMR093W_mRNA
OG0005718	ENSMUSP00000021040, ENSMUSP00000098288	YDR188W_mRNA
OG0005719	ENSMUSP00000055277, ENSMUSP00000125252, ENSMUSP00000124606	YPL097W_mRNA
OG0005721	ENSMUSP00000036725	YHL004W_mRNA
OG0005722	ENSMUSP00000029643, ENSMUSP00000118752, ENSMUSP00000115191	YHR089C_mRNA
OG0005726	ENSMUSP00000051250, ENSMUSP00000062660, ENSMUSP00000136527	YLR066W_mRNA
