Orthogroup	mouse	neurospora
OG0003855	ENSMUSP00000116284, ENSMUSP00000122734, ENSMUSP00000118933, ENSMUSP00000015725	EAA35910
OG0003856	ENSMUSP00000041049	EAA35485
OG0003857	ENSMUSP00000119743, ENSMUSP00000119148, ENSMUSP00000123583	EAA35518
OG0003860	ENSMUSP00000021370, ENSMUSP00000152394	EAA33482
OG0003861	ENSMUSP00000044877	EAA27928
OG0003862	ENSMUSP00000030265, ENSMUSP00000138948	EAA30794
OG0003863	ENSMUSP00000026175, ENSMUSP00000038061	EAA34139
OG0003864	ENSMUSP00000059861, ENSMUSP00000120430, ENSMUSP00000113553	EAA31390
OG0003865	ENSMUSP00000052149, ENSMUSP00000121391, ENSMUSP00000079538	EAA30911
OG0003866	ENSMUSP00000109585	EAA34500
OG0003867	ENSMUSP00000148144, ENSMUSP00000147891, ENSMUSP00000147803, ENSMUSP00000066621	EAA34827
OG0003869	ENSMUSP00000151813, ENSMUSP00000152025, ENSMUSP00000001836	EAA35878
OG0003871	ENSMUSP00000076217	EAA27682
OG0003872	ENSMUSP00000124016, ENSMUSP00000124099, ENSMUSP00000124039, ENSMUSP00000006452, ENSMUSP00000125155	ESA42481
OG0003877	ENSMUSP00000120389, ENSMUSP00000123510, ENSMUSP00000036149	EAA28387, EAA27814
OG0003878	ENSMUSP00000112113, ENSMUSP00000133622, ENSMUSP00000119237, ENSMUSP00000119931	ESA43156
OG0003881	ENSMUSP00000123613, ENSMUSP00000003622	EAA33520, EAA26828
OG0003882	ENSMUSP00000020931, ENSMUSP00000151976	EAA30486
OG0003883	ENSMUSP00000026459	EAA34017
OG0003886	ENSMUSP00000105612, ENSMUSP00000020705	EAA35515
OG0003887	ENSMUSP00000139269, ENSMUSP00000138885, ENSMUSP00000096165, ENSMUSP00000139076	EAA27180
OG0003888	ENSMUSP00000153183, ENSMUSP00000095262, ENSMUSP00000152931	EAA32976
OG0003889	ENSMUSP00000032182, ENSMUSP00000145777, ENSMUSP00000145683	ESA42154
OG0003891	ENSMUSP00000113030, ENSMUSP00000006915	EAA28339
OG0003892	ENSMUSP00000099757	ESA43690
OG0003894	ENSMUSP00000119221, ENSMUSP00000025651, ENSMUSP00000117246, ENSMUSP00000112241	EAA26891, EDO65264
OG0003895	ENSMUSP00000121306	EAA32598
OG0003896	ENSMUSP00000120879, ENSMUSP00000118676, ENSMUSP00000088041, ENSMUSP00000099685	EAA26729
OG0003898	ENSMUSP00000006103, ENSMUSP00000104116	EAA31417
OG0003899	ENSMUSP00000026461, ENSMUSP00000136556	EAA30409
OG0003900	ENSMUSP00000048416, ENSMUSP00000119737, ENSMUSP00000114585, ENSMUSP00000121979	EAA28898
OG0003901	ENSMUSP00000101005, ENSMUSP00000003156, ENSMUSP00000101006	EAA28035
OG0003903	ENSMUSP00000021368, ENSMUSP00000152476, ENSMUSP00000152242	EAA29899
OG0003904	ENSMUSP00000134361, ENSMUSP00000043439.10, ENSMUSP00000134487	EAA29935
OG0003905	ENSMUSP00000153177, ENSMUSP00000153462, ENSMUSP00000022609	EAA32359
OG0003908	ENSMUSP00000108511, ENSMUSP00000027503, ENSMUSP00000108514	EAA29458
OG0003909	ENSMUSP00000133115, ENSMUSP00000110906, ENSMUSP00000012679	EAA33153
OG0003910	ENSMUSP00000155936, ENSMUSP00000153334	EAA32645
OG0003911	ENSMUSP00000053033	EAA31196
OG0003912	ENSMUSP00000081001	AGG16010, AGG16015, AGG15998, AGG16001, AGG16000, AGG15999
OG0003913	ENSMUSP00000106950, ENSMUSP00000013737, ENSMUSP00000141370	EAA36429
OG0003917	ENSMUSP00000152762, ENSMUSP00000078369, ENSMUSP00000152155	ESA42461
OG0003919	ENSMUSP00000087762, ENSMUSP00000129279	ESA43619
OG0003921	ENSMUSP00000046302, ENSMUSP00000116663	ESA41830
OG0003924	ENSMUSP00000034905	EAA32287
OG0003934	ENSMUSP00000042187	EAA31776
OG0003936	ENSMUSP00000123705, ENSMUSP00000038938	ESA41793
OG0003955	ENSMUSP00000029402, ENSMUSP00000125713, ENSMUSP00000123986	EAA35682
OG0003958	ENSMUSP00000030698	EAA34382
OG0003970	ENSMUSP00000126645, ENSMUSP00000128601, ENSMUSP00000098338, ENSMUSP00000022856, ENSMUSP00000132747	ESA44220
OG0003976	ENSMUSP00000142802, ENSMUSP00000031082, ENSMUSP00000069284, ENSMUSP00000031081	EAA26591
OG0003990	ENSMUSP00000000090	ESA42595
OG0003993	ENSMUSP00000148252, ENSMUSP00000003964, ENSMUSP00000032371	ESA42591
OG0003997	ENSMUSP00000079124, ENSMUSP00000091433	EAA33127
OG0003998	ENSMUSP00000027494	EAA34696
OG0003999	ENSMUSP00000137071, ENSMUSP00000086072, ENSMUSP00000046256, ENSMUSP00000102147, ENSMUSP00000121240	ESA44299
OG0004001	ENSMUSP00000072867, ENSMUSP00000121750, ENSMUSP00000121598, ENSMUSP00000049404	EAA29919, EAA29700, EAA30616
OG0004002	ENSMUSP00000025215	ESA44208
OG0004003	ENSMUSP00000094873, ENSMUSP00000094874, ENSMUSP00000021527	EAA33015
OG0004015	ENSMUSP00000114873, ENSMUSP00000101977	EAA30733
OG0004018	ENSMUSP00000026479	ESA44142
OG0004020	ENSMUSP00000077606	ESA42576
OG0004022	ENSMUSP00000070865	EAA33436
OG0004030	ENSMUSP00000137366, ENSMUSP00000154804, ENSMUSP00000013845, ENSMUSP00000126977, ENSMUSP00000129688	ESA43351
OG0004033	ENSMUSP00000026820, ENSMUSP00000112421, ENSMUSP00000106154, ENSMUSP00000028652, ENSMUSP00000106153, ENSMUSP00000106150	EAA30323
OG0004047	ENSMUSP00000119314, ENSMUSP00000157031, ENSMUSP00000147091, ENSMUSP00000141712, ENSMUSP00000001172	EAA34141
OG0004049	ENSMUSP00000127875, ENSMUSP00000119912, ENSMUSP00000120524, ENSMUSP00000119288	EAA27675
OG0004050	ENSMUSP00000090991, ENSMUSP00000051430, ENSMUSP00000105183	EAA34486
OG0004053	ENSMUSP00000047467, ENSMUSP00000149207, ENSMUSP00000150707	EAA30689
OG0004074	ENSMUSP00000033933	EAA29822
OG0004092	ENSMUSP00000129317, ENSMUSP00000132985, ENSMUSP00000132906, ENSMUSP00000002368	EAA28657
OG0004095	ENSMUSP00000035106, ENSMUSP00000121747	EAA36124
OG0004100	ENSMUSP00000032944, ENSMUSP00000020804	ESA42580
OG0004108	ENSMUSP00000032151, ENSMUSP00000135058	EAA32257
OG0004158	ENSMUSP00000052521, ENSMUSP00000154507	EAA30857
OG0004172	ENSMUSP00000079864, ENSMUSP00000138944, ENSMUSP00000065046, ENSMUSP00000139202	EAA33461
OG0004175	ENSMUSP00000129201, ENSMUSP00000152668, ENSMUSP00000152526, ENSMUSP00000152640, ENSMUSP00000152740, ENSMUSP00000152763, ENSMUSP00000152796, ENSMUSP00000071048	ESA42289
OG0004180	ENSMUSP00000142808, ENSMUSP00000029794	EAA36488, EAA29384
OG0004180	ENSMUSP00000062841	EAA29141
OG0004213	ENSMUSP00000153048, ENSMUSP00000151520, ENSMUSP00000122156, ENSMUSP00000122982, ENSMUSP00000088085, ENSMUSP00000118777	EAA29037
OG0004237	ENSMUSP00000022203	EAA31554
OG0004239	ENSMUSP00000132290	EAA28948
OG0004245	ENSMUSP00000136858, ENSMUSP00000025642	EDO65042
OG0004246	ENSMUSP00000105796	EAA29209
OG0004247	ENSMUSP00000027432	EAA28800
OG0004252	ENSMUSP00000039990, ENSMUSP00000036913	EAA30369
OG0004253	ENSMUSP00000149915, ENSMUSP00000155679	EAA33401
OG0004254	ENSMUSP00000025506	EAA36157
OG0004255	ENSMUSP00000137596, ENSMUSP00000028817	EAA35438
OG0004257	ENSMUSP00000131911, ENSMUSP00000104775, ENSMUSP00000074596, ENSMUSP00000104776, ENSMUSP00000130383, ENSMUSP00000070596	EAA27612
OG0004259	ENSMUSP00000030133, ENSMUSP00000089203, ENSMUSP00000095747	EAA35190
OG0004262	ENSMUSP00000022925	EAA33209
OG0004265	ENSMUSP00000114673, ENSMUSP00000033044	EDO64976
OG0004268	ENSMUSP00000074724, ENSMUSP00000157281	EAA27079
OG0004269	ENSMUSP00000157149	EAA33945
OG0004271	ENSMUSP00000101583, ENSMUSP00000030731	EAA30400
OG0004277	ENSMUSP00000071292	EAA30945
OG0004279	ENSMUSP00000134000, ENSMUSP00000112250, ENSMUSP00000085591	EAA32331
OG0004281	ENSMUSP00000027050, ENSMUSP00000140054, ENSMUSP00000140115	EAA27550
OG0004282	ENSMUSP00000006611	EAA31671
OG0004284	ENSMUSP00000130629, ENSMUSP00000044677	EAA33406
OG0004285	ENSMUSP00000128605, ENSMUSP00000096177, ENSMUSP00000005120	EAA29339
OG0004286	ENSMUSP00000153629, ENSMUSP00000093644, ENSMUSP00000153392	EAA29337
OG0004293	ENSMUSP00000117348, ENSMUSP00000026387, ENSMUSP00000115494	EAA27559
OG0004294	ENSMUSP00000147815, ENSMUSP00000033008	EAA31656
OG0004296	ENSMUSP00000109121, ENSMUSP00000084373, ENSMUSP00000046719, ENSMUSP00000121784	ESA42209
OG0004297	ENSMUSP00000050703, ENSMUSP00000071636, ENSMUSP00000133276	EAA30385
OG0004298	ENSMUSP00000103301, ENSMUSP00000103299, ENSMUSP00000119949	EAA29736
OG0004299	ENSMUSP00000019945, ENSMUSP00000101180, ENSMUSP00000101178, ENSMUSP00000128512	EAA33751
OG0004300	ENSMUSP00000020420	EAA29959
OG0004302	ENSMUSP00000059947	EAA27175
OG0004305	ENSMUSP00000016396	EAA26885
OG0004306	ENSMUSP00000112368, ENSMUSP00000089728	EAA36314
OG0004307	ENSMUSP00000118218, ENSMUSP00000143909, ENSMUSP00000031008, ENSMUSP00000038205, ENSMUSP00000109761, ENSMUSP00000144088	EAA33219
OG0004309	ENSMUSP00000153859, ENSMUSP00000154426, ENSMUSP00000022727	ESA43366
OG0004312	ENSMUSP00000038489	EAA28720
OG0004313	ENSMUSP00000133336, ENSMUSP00000095388, ENSMUSP00000075401, ENSMUSP00000017408	EAA30664
OG0004314	ENSMUSP00000140598, ENSMUSP00000034801, ENSMUSP00000139684	EAA28316
OG0004316	ENSMUSP00000099552	EAA33858
OG0004317	ENSMUSP00000102149, ENSMUSP00000116746, ENSMUSP00000099325, ENSMUSP00000116245	ESA42008
OG0004318	ENSMUSP00000118090, ENSMUSP00000114728	EAA33869
OG0004319	ENSMUSP00000113312, ENSMUSP00000098648	EAA26607
OG0004322	ENSMUSP00000152783, ENSMUSP00000039416, ENSMUSP00000152217	EAA27214
OG0004324	ENSMUSP00000140934, ENSMUSP00000139933, ENSMUSP00000069508, ENSMUSP00000129828	EAA29590
OG0004325	ENSMUSP00000043580	EAA26604
OG0004326	ENSMUSP00000081544	ESA43295
OG0004326	ENSMUSP00000147794	EAA34262
OG0004328	ENSMUSP00000151340, ENSMUSP00000044993	EAA34878
OG0004329	ENSMUSP00000061282	ESA43494
OG0004332	ENSMUSP00000148830, ENSMUSP00000148434, ENSMUSP00000148321, ENSMUSP00000105147	EAA27728
OG0004333	ENSMUSP00000151347, ENSMUSP00000021335	EAA32007
OG0004334	ENSMUSP00000006341	ESA44253, EAA29065
OG0004336	ENSMUSP00000109442, ENSMUSP00000117981, ENSMUSP00000056039, ENSMUSP00000115199	EAA33165
OG0004338	ENSMUSP00000144904, ENSMUSP00000085523	EAA30558
OG0004339	ENSMUSP00000010698, ENSMUSP00000114682, ENSMUSP00000090590	EDO65037
OG0004344	ENSMUSP00000142877	EAA30831
OG0004345	ENSMUSP00000022087, ENSMUSP00000105321, ENSMUSP00000135455	EAA32836
OG0004346	ENSMUSP00000156956, ENSMUSP00000077553, ENSMUSP00000156437, ENSMUSP00000156607	EAA30278
OG0004347	ENSMUSP00000052262	EAA33168
OG0004348	ENSMUSP00000004343, ENSMUSP00000142470, ENSMUSP00000142723, ENSMUSP00000142361	ESA43265
OG0004349	ENSMUSP00000099469	EAA34967
OG0004351	ENSMUSP00000106089, ENSMUSP00000106090, ENSMUSP00000028635	EAA36497
OG0004352	ENSMUSP00000113194, ENSMUSP00000051838	EAA35915
OG0004353	ENSMUSP00000118182, ENSMUSP00000117927	EAA32366
OG0004355	ENSMUSP00000031625, ENSMUSP00000114421, ENSMUSP00000143026	EAA35040
OG0004357	ENSMUSP00000025632	EAA32232
OG0004359	ENSMUSP00000146336, ENSMUSP00000045297, ENSMUSP00000146640	EAA34900
OG0004360	ENSMUSP00000039853	EAA27645
OG0004361	ENSMUSP00000125562, ENSMUSP00000125321, ENSMUSP00000028021, ENSMUSP00000141646, ENSMUSP00000107221	EAA35059
OG0004362	ENSMUSP00000023269	EAA34963
OG0004364	ENSMUSP00000026487, ENSMUSP00000118504	ESA44139
OG0004365	ENSMUSP00000006692	EDO64977
OG0004366	ENSMUSP00000023040, ENSMUSP00000155823	EAA26883
OG0004367	ENSMUSP00000030446	EAA35030
OG0004368	ENSMUSP00000150589, ENSMUSP00000121358	EAA26930
OG0004369	ENSMUSP00000040138	EAA30767
OG0004370	ENSMUSP00000019908	EAA31665
OG0004371	ENSMUSP00000156158, ENSMUSP00000156241, ENSMUSP00000156269, ENSMUSP00000045272	EAA33023
OG0004373	ENSMUSP00000045409, ENSMUSP00000113454	EAA32165
OG0004375	ENSMUSP00000010049	EAA28537, ESA42605, EAA27425
OG0004376	ENSMUSP00000087694	EAA29128
OG0004377	ENSMUSP00000040431	EDO65444
OG0004380	ENSMUSP00000034966	EAA31868
OG0004381	ENSMUSP00000054490	ESA43665
OG0004382	ENSMUSP00000041968	EAA27014
OG0004387	ENSMUSP00000029628, ENSMUSP00000114968, ENSMUSP00000113614	EAA36117
OG0004388	ENSMUSP00000019882, ENSMUSP00000103827, ENSMUSP00000116741	EAA33799
OG0004389	ENSMUSP00000038063	EAA31101
OG0004390	ENSMUSP00000084466	EAA31100
OG0004391	ENSMUSP00000029256	EAA33359
OG0004392	ENSMUSP00000141003, ENSMUSP00000139519, ENSMUSP00000027700, ENSMUSP00000141176, ENSMUSP00000140790, ENSMUSP00000140344	EAA34862
OG0004393	ENSMUSP00000019927	EAA28248
OG0004394	ENSMUSP00000027214	EAA35809
OG0004395	ENSMUSP00000101095, ENSMUSP00000078998, ENSMUSP00000097297, ENSMUSP00000070054	EAA30588, ESA41799
OG0004398	ENSMUSP00000156344, ENSMUSP00000113388, ENSMUSP00000118199	EAA28509
OG0004399	ENSMUSP00000021424, ENSMUSP00000048313, ENSMUSP00000105710	EAA27530
OG0004401	ENSMUSP00000026270	EAA35576
OG0004402	ENSMUSP00000140063	EAA32019
OG0004402	ENSMUSP00000059871	EAA35837
OG0004403	ENSMUSP00000148082, ENSMUSP00000117971	EAA32399
OG0004404	ENSMUSP00000044645, ENSMUSP00000023068	EAA32173
OG0004405	ENSMUSP00000148466, ENSMUSP00000148785, ENSMUSP00000034096	EAA29290
OG0004406	ENSMUSP00000152289, ENSMUSP00000152619, ENSMUSP00000112121	EAA34717
OG0004407	ENSMUSP00000016105, ENSMUSP00000136572, ENSMUSP00000021726	EAA30951
OG0004409	ENSMUSP00000146136, ENSMUSP00000126294	EAA34807
OG0004410	ENSMUSP00000048036, ENSMUSP00000045901	ESA42244
OG0004411	ENSMUSP00000119875, ENSMUSP00000133062	EAA33454
OG0004412	ENSMUSP00000116986, ENSMUSP00000145062, ENSMUSP00000004396	EAA28228
OG0004413	ENSMUSP00000095656, ENSMUSP00000102000	EAA32277
OG0004414	ENSMUSP00000042572	EAA28727
OG0004415	ENSMUSP00000036710	EAA31967
OG0004416	ENSMUSP00000010348, ENSMUSP00000150978	EAA28849
OG0004418	ENSMUSP00000144339, ENSMUSP00000031590	EAA35778
OG0004420	ENSMUSP00000031262, ENSMUSP00000119410	EAA27020
OG0004422	ENSMUSP00000022256, ENSMUSP00000153591	EAA28375
OG0004424	ENSMUSP00000053440, ENSMUSP00000031099	EAA27729
OG0004425	ENSMUSP00000027602	EAA31111, EAA35505
OG0004426	ENSMUSP00000118465, ENSMUSP00000030169, ENSMUSP00000123478, ENSMUSP00000117586	EAA30876
OG0004428	ENSMUSP00000078216	ESA43635
OG0004429	ENSMUSP00000025743, ENSMUSP00000025745	EAA35934
OG0004430	ENSMUSP00000099878	ESA43687
OG0004431	ENSMUSP00000115074, ENSMUSP00000115978, ENSMUSP00000114670, ENSMUSP00000115203, ENSMUSP00000119924, ENSMUSP00000070991	EAA27620
OG0004432	ENSMUSP00000139249, ENSMUSP00000140958, ENSMUSP00000043730	EAA32884
OG0004433	ENSMUSP00000021993	EAA31571
OG0004437	ENSMUSP00000115645, ENSMUSP00000103118	EAA29773
OG0004438	ENSMUSP00000003906, ENSMUSP00000105376	EAA27845
OG0004439	ENSMUSP00000116276, ENSMUSP00000115602, ENSMUSP00000109242, ENSMUSP00000119478, ENSMUSP00000028209	EAA32258
OG0004440	ENSMUSP00000152379, ENSMUSP00000152880, ENSMUSP00000021667, ENSMUSP00000152679	EAA33713
OG0004441	ENSMUSP00000025464, ENSMUSP00000115320	ESA41866
OG0004442	ENSMUSP00000091487, ENSMUSP00000117762, ENSMUSP00000118619	EAA31361
OG0004444	ENSMUSP00000016033	EAA31424
OG0004445	ENSMUSP00000117754, ENSMUSP00000113851, ENSMUSP00000140848	EAA33978
OG0004446	ENSMUSP00000025350, ENSMUSP00000144010	EAA33586
OG0004447	ENSMUSP00000026540	EAA28066
OG0004448	ENSMUSP00000027247, ENSMUSP00000142151, ENSMUSP00000113699, ENSMUSP00000031145	EAA36521
OG0004449	ENSMUSP00000059385	EAA32551
OG0004450	ENSMUSP00000032898, ENSMUSP00000100503	EAA30542
OG0004451	ENSMUSP00000021157	EAA35494
OG0004454	ENSMUSP00000151230, ENSMUSP00000151662, ENSMUSP00000037121, ENSMUSP00000151811, ENSMUSP00000151455, ENSMUSP00000151484, ENSMUSP00000151477, ENSMUSP00000151562	EAA26728
OG0004456	ENSMUSP00000107751, ENSMUSP00000074756	EAA32075
OG0004458	ENSMUSP00000135761, ENSMUSP00000104361	EAA36580
OG0004460	ENSMUSP00000042082, ENSMUSP00000125749, ENSMUSP00000125681	EAA30408
OG0004461	ENSMUSP00000018383	EAA32393
OG0004462	ENSMUSP00000045269	EAA32417
OG0004464	ENSMUSP00000118238, ENSMUSP00000113953, ENSMUSP00000048971	EAA33563
OG0004465	ENSMUSP00000032065, ENSMUSP00000122602, ENSMUSP00000145474, ENSMUSP00000119449	EAA29713
OG0004466	ENSMUSP00000122127	EAA31710
OG0004469	ENSMUSP00000149752, ENSMUSP00000002902	ESA43046
OG0004471	ENSMUSP00000099453	EAA30590, EAA36512
OG0004478	ENSMUSP00000015855	EAA33336
OG0004482	ENSMUSP00000144069, ENSMUSP00000035218	EAA30364
OG0004485	ENSMUSP00000140592, ENSMUSP00000116627	EAA28457
OG0004499	ENSMUSP00000152608, ENSMUSP00000021482, ENSMUSP00000148566, ENSMUSP00000136493	EAA32584
OG0004503	ENSMUSP00000085981, ENSMUSP00000105226, ENSMUSP00000105227, ENSMUSP00000113943	EAA34843
OG0004522	ENSMUSP00000144749, ENSMUSP00000120883, ENSMUSP00000014694	EAA33728
OG0004527	ENSMUSP00000021693	EAA31673
OG0004530	ENSMUSP00000114620, ENSMUSP00000121898, ENSMUSP00000099820, ENSMUSP00000121228, ENSMUSP00000028050, ENSMUSP00000100025	EAA31164
OG0004538	ENSMUSP00000038106	EAA31894
OG0004540	ENSMUSP00000053553, ENSMUSP00000114852	EAA31112, ESA44124, EAA29774
OG0004559	ENSMUSP00000107743, ENSMUSP00000033717	EAA30209
OG0004559	ENSMUSP00000133731	EAA31327
OG0004561	ENSMUSP00000115168, ENSMUSP00000137430, ENSMUSP00000120747	ESA43339
OG0004563	ENSMUSP00000033505, ENSMUSP00000043968, ENSMUSP00000031695	EAA35389
OG0004571	ENSMUSP00000076594, ENSMUSP00000107102	EAA31898
OG0004572	ENSMUSP00000021091, ENSMUSP00000099578, ENSMUSP00000118231	EAA27709, EAA31722
OG0004584	ENSMUSP00000151874, ENSMUSP00000151216, ENSMUSP00000005825	EDO65208
OG0004591	ENSMUSP00000119396, ENSMUSP00000101809, ENSMUSP00000101811, ENSMUSP00000026900	EAA28394
OG0004594	ENSMUSP00000104883, ENSMUSP00000104884	EAA35142
OG0004602	ENSMUSP00000010421, ENSMUSP00000119105	ESA43385
OG0004603	ENSMUSP00000100973, ENSMUSP00000116581	EAA33634
OG0004694	ENSMUSP00000142886, ENSMUSP00000142693, ENSMUSP00000143585, ENSMUSP00000044432, ENSMUSP00000143761, ENSMUSP00000143570	ESA44081
OG0004695	ENSMUSP00000107430, ENSMUSP00000080325, ENSMUSP00000044276	EAA33099
OG0004754	ENSMUSP00000121104, ENSMUSP00000001544, ENSMUSP00000113596, ENSMUSP00000117328, ENSMUSP00000042582, ENSMUSP00000113212	ESA44203
OG0004838	ENSMUSP00000085986, ENSMUSP00000096677, ENSMUSP00000131572	EAA33549
OG0004839	ENSMUSP00000097543, ENSMUSP00000020851	EAA27043
OG0004841	ENSMUSP00000055455	EAA27013
OG0004843	ENSMUSP00000148293, ENSMUSP00000112640	EAA26677
OG0004848	ENSMUSP00000059533	EAA35605
OG0004850	ENSMUSP00000102384, ENSMUSP00000116620, ENSMUSP00000026480	EAA33138
OG0004853	ENSMUSP00000155413, ENSMUSP00000043691, ENSMUSP00000155138, ENSMUSP00000153936, ENSMUSP00000047445	EAA27888
OG0004857	ENSMUSP00000126586, ENSMUSP00000024823	EAA31205
OG0004858	ENSMUSP00000123753, ENSMUSP00000123899, ENSMUSP00000142966, ENSMUSP00000045351, ENSMUSP00000123772	EAA32877
OG0004859	ENSMUSP00000100534, ENSMUSP00000000365	EAA32791
OG0004860	ENSMUSP00000093955	EAA31979
OG0004861	ENSMUSP00000117947, ENSMUSP00000032723	EAA33128
OG0004873	ENSMUSP00000151586, ENSMUSP00000151271, ENSMUSP00000151305, ENSMUSP00000083973, ENSMUSP00000073581	EAA28087
OG0004875	ENSMUSP00000003123	EAA31884
OG0004876	ENSMUSP00000056765, ENSMUSP00000026170	EAA28244
OG0004877	ENSMUSP00000084082, ENSMUSP00000156755	ESA42568
OG0004878	ENSMUSP00000110838, ENSMUSP00000135447, ENSMUSP00000079627, ENSMUSP00000100057	EAA28454
OG0004881	ENSMUSP00000039420	EAA28545
OG0004882	ENSMUSP00000029214, ENSMUSP00000119356, ENSMUSP00000031725	EAA36450
OG0004883	ENSMUSP00000143067, ENSMUSP00000102445, ENSMUSP00000067695, ENSMUSP00000029435, ENSMUSP00000102447	EAA29344
OG0004889	ENSMUSP00000151655, ENSMUSP00000020397	EAA32116
OG0004895	ENSMUSP00000027071	EAA30561
OG0004896	ENSMUSP00000109257	ESA43163
OG0004897	ENSMUSP00000152842, ENSMUSP00000152144, ENSMUSP00000152879, ENSMUSP00000022089	EAA27369
OG0004899	ENSMUSP00000105556, ENSMUSP00000063272	EAA30004
OG0004900	ENSMUSP00000124444, ENSMUSP00000015892, ENSMUSP00000124950, ENSMUSP00000124302	EAA26769
OG0004902	ENSMUSP00000017572, ENSMUSP00000133571	EAA27271
OG0004905	ENSMUSP00000141733	EAA30367
OG0004906	ENSMUSP00000022781, ENSMUSP00000122366	EAA29924
OG0004908	ENSMUSP00000034615, ENSMUSP00000113382	ESA43611
OG0004909	ENSMUSP00000079926, ENSMUSP00000095314	EAA35374
OG0004910	ENSMUSP00000103068, ENSMUSP00000030090	EAA32389
OG0004914	ENSMUSP00000098076	EAA30291
OG0004916	ENSMUSP00000033749, ENSMUSP00000118045	EAA27068
OG0004920	ENSMUSP00000098205, ENSMUSP00000022977	EAA32570
OG0004921	ENSMUSP00000128927, ENSMUSP00000111478, ENSMUSP00000089601, ENSMUSP00000111479	EAA36560
OG0004923	ENSMUSP00000062039	EAA29276
OG0004925	ENSMUSP00000143805, ENSMUSP00000005431	EAA36081
OG0004927	ENSMUSP00000138476, ENSMUSP00000062046, ENSMUSP00000143206	EAA34833
OG0004929	ENSMUSP00000140906	EAA29196
OG0004930	ENSMUSP00000115630, ENSMUSP00000019986, ENSMUSP00000131519	EAA34999
OG0004931	ENSMUSP00000128866, ENSMUSP00000025752	EAA32088
OG0004933	ENSMUSP00000143989, ENSMUSP00000038382	EAA29241
OG0004935	ENSMUSP00000064158	ESA42757
OG0004940	ENSMUSP00000026137, ENSMUSP00000050335, ENSMUSP00000101760	EAA33966
OG0004942	ENSMUSP00000116592, ENSMUSP00000029179, ENSMUSP00000105148	EAA28580
OG0004943	ENSMUSP00000121991, ENSMUSP00000112606, ENSMUSP00000117616, ENSMUSP00000116012	EAA28438
OG0004947	ENSMUSP00000107894, ENSMUSP00000114140, ENSMUSP00000031587, ENSMUSP00000099644	EAA35793
OG0004948	ENSMUSP00000060218, ENSMUSP00000153324, ENSMUSP00000105494	EAA36239, EAA33565
OG0004949	ENSMUSP00000001059, ENSMUSP00000033153, ENSMUSP00000145716	EAA30285
OG0004950	ENSMUSP00000151659, ENSMUSP00000020382	EAA28594
OG0004951	ENSMUSP00000122817	EAA35896
OG0004951	ENSMUSP00000041388, ENSMUSP00000059320	EAA35356, EAA27642
OG0004952	ENSMUSP00000035157, ENSMUSP00000151899	EAA30071
OG0004953	ENSMUSP00000110556, ENSMUSP00000110557, ENSMUSP00000110559, ENSMUSP00000026888	EAA26816, EAA29370
OG0004954	ENSMUSP00000018549	EAA31348
OG0004955	ENSMUSP00000131489, ENSMUSP00000150756	EAA36538
OG0004956	ENSMUSP00000109797, ENSMUSP00000152187, ENSMUSP00000046980	EAA33748
OG0004957	ENSMUSP00000127856, ENSMUSP00000007993	EAA33697
OG0004958	ENSMUSP00000030914	EAA28102
OG0004960	ENSMUSP00000115532, ENSMUSP00000030003	EAA36597
OG0004962	ENSMUSP00000116082, ENSMUSP00000126713, ENSMUSP00000054980	EAA32939
OG0004963	ENSMUSP00000143043, ENSMUSP00000107395, ENSMUSP00000031414	EDO65346
OG0004965	ENSMUSP00000128915	EAA34304
OG0004967	ENSMUSP00000046759, ENSMUSP00000081782	EAA34887
OG0004968	ENSMUSP00000052849, ENSMUSP00000033871	EAA35222
OG0004972	ENSMUSP00000117461	EAA32167
OG0004973	ENSMUSP00000152267, ENSMUSP00000021522	EAA31624
OG0004975	ENSMUSP00000118407, ENSMUSP00000051221, ENSMUSP00000142767, ENSMUSP00000101925, ENSMUSP00000101928	EAA35781
OG0004976	ENSMUSP00000118818, ENSMUSP00000119260, ENSMUSP00000035879	EAA32988
OG0004977	ENSMUSP00000025979, ENSMUSP00000135426	EAA31599
OG0004978	ENSMUSP00000106365, ENSMUSP00000072382	EAA34384
OG0004979	ENSMUSP00000071214	EAA32669
OG0004980	ENSMUSP00000122906, ENSMUSP00000099986	EAA31874
OG0004981	ENSMUSP00000003183, ENSMUSP00000122783	EAA26757
OG0004982	ENSMUSP00000032585	EAA32725
OG0004984	ENSMUSP00000067681, ENSMUSP00000126887	EAA36046
OG0004985	ENSMUSP00000028650	EAA34648
OG0004986	ENSMUSP00000149923, ENSMUSP00000034541	EDO65366
OG0004987	ENSMUSP00000050532, ENSMUSP00000140172	EAA36465
OG0004988	ENSMUSP00000114150	EDO65325
OG0004991	ENSMUSP00000094239, ENSMUSP00000075395, ENSMUSP00000111143	EAA29085
OG0004992	ENSMUSP00000022962	EAA29958
OG0004993	ENSMUSP00000151973, ENSMUSP00000151327, ENSMUSP00000125960	ESA42544
OG0004994	ENSMUSP00000157360, ENSMUSP00000157119	ESA44334
OG0004996	ENSMUSP00000113238, ENSMUSP00000021203, ENSMUSP00000132836, ENSMUSP00000123281	EAA31951
OG0004997	ENSMUSP00000004206	EAA33480
OG0005003	ENSMUSP00000033010, ENSMUSP00000114890	EDO65449
OG0005004	ENSMUSP00000137061, ENSMUSP00000046046, ENSMUSP00000121909	ESA43223
