Orthogroup	human	mouse
OG0011903	ENSP00000428749, ENSP00000429032, ENSP00000428937, ENSP00000429892, ENSP00000429790	ENSMUSP00000141854
OG0011905	ENSP00000429172	ENSMUSP00000130150, ENSMUSP00000130281, ENSMUSP00000127940, ENSMUSP00000126091, ENSMUSP00000129093
OG0011906	ENSP00000429275, ENSP00000429775	ENSMUSP00000063157, ENSMUSP00000115304, ENSMUSP00000117871, ENSMUSP00000117286
OG0011907	ENSP00000430848, ENSP00000430497, ENSP00000429495	ENSMUSP00000135289, ENSMUSP00000026284, ENSMUSP00000135827
OG0011909	ENSP00000430627	ENSMUSP00000131165, ENSMUSP00000113324, ENSMUSP00000002533, ENSMUSP00000113398, ENSMUSP00000117380
OG0011910	ENSP00000430785	ENSMUSP00000129119, ENSMUSP00000131313, ENSMUSP00000128356, ENSMUSP00000128667, ENSMUSP00000131509
OG0011911	ENSP00000432023, ENSP00000431134, ENSP00000431349, ENSP00000432164, ENSP00000435066	ENSMUSP00000138870
OG0011914	ENSP00000433099, ENSP00000436921, ENSP00000431470, ENSP00000437269	ENSMUSP00000144125, ENSMUSP00000114629
OG0011915	ENSP00000431499, ENSP00000434843, ENSP00000437126, ENSP00000434155, ENSP00000431514	ENSMUSP00000128835
OG0011916	ENSP00000436517, ENSP00000436784, ENSP00000431623, ENSP00000431919, ENSP00000436589	ENSMUSP00000114834
OG0011918	ENSP00000431661	ENSMUSP00000148095, ENSMUSP00000147894, ENSMUSP00000033909, ENSMUSP00000148049, ENSMUSP00000132090
OG0011919	ENSP00000433917, ENSP00000434981, ENSP00000431724, ENSP00000434641, ENSP00000433026	ENSMUSP00000146889
OG0011920	ENSP00000431759, ENSP00000490000	ENSMUSP00000129517, ENSMUSP00000148636
OG0011920	ENSP00000449035	ENSMUSP00000127637
OG0011921	ENSP00000495633, ENSP00000431875, ENSP00000495782, ENSP00000436484	ENSMUSP00000124701, ENSMUSP00000125482
OG0011922	ENSP00000432134, ENSP00000434455	ENSMUSP00000126404, ENSMUSP00000129512, ENSMUSP00000102223
OG0011923	ENSP00000432302, ENSP00000432499, ENSP00000437186, ENSP00000435845, ENSP00000435076	ENSMUSP00000118308
OG0011927	ENSP00000434046, ENSP00000434904, ENSP00000432977, ENSP00000432746	ENSMUSP00000120563, ENSMUSP00000137914
OG0011928	ENSP00000432750, ENSP00000434273, ENSP00000436120	ENSMUSP00000142152, ENSMUSP00000141323, ENSMUSP00000141502
OG0011930	ENSP00000470939, ENSP00000465833, ENSP00000487954, ENSP00000433313, ENSP00000486575	ENSMUSP00000146367
OG0011933	ENSP00000434004	ENSMUSP00000138665, ENSMUSP00000138410, ENSMUSP00000138669, ENSMUSP00000138573, ENSMUSP00000138625
OG0011934	ENSP00000435407, ENSP00000434319, ENSP00000436612, ENSP00000434469, ENSP00000434720	ENSMUSP00000157115
OG0011935	ENSP00000435150, ENSP00000434384, ENSP00000436178	ENSMUSP00000090291, ENSMUSP00000151062, ENSMUSP00000149712
OG0011936	ENSP00000434647, ENSP00000495849, ENSP00000493706, ENSP00000494085, ENSP00000435001	ENSMUSP00000147729
OG0011937	ENSP00000483490, ENSP00000434676, ENSP00000453946	ENSMUSP00000116873, ENSMUSP00000028842, ENSMUSP00000121578
OG0011938	ENSP00000435782, ENSP00000445725, ENSP00000434797	ENSMUSP00000118689, ENSMUSP00000147376, ENSMUSP00000014022
OG0011939	ENSP00000481026, ENSP00000440979, ENSP00000435235, ENSP00000439413, ENSP00000444050	ENSMUSP00000117365
OG0011940	ENSP00000436004, ENSP00000435416, ENSP00000493124	ENSMUSP00000059312, ENSMUSP00000059849, ENSMUSP00000149138
OG0011942	ENSP00000435951	ENSMUSP00000147219, ENSMUSP00000146389, ENSMUSP00000146384, ENSMUSP00000146825, ENSMUSP00000146863
OG0011943	ENSP00000436231	ENSMUSP00000154942, ENSMUSP00000155009, ENSMUSP00000023179, ENSMUSP00000155599, ENSMUSP00000155815
OG0011945	ENSP00000475589, ENSP00000439117	ENSMUSP00000106107, ENSMUSP00000116058, ENSMUSP00000040248, ENSMUSP00000153171
OG0011946	ENSP00000439165	ENSMUSP00000154316, ENSMUSP00000153745, ENSMUSP00000153737, ENSMUSP00000153906, ENSMUSP00000120015
OG0011947	ENSP00000439278, ENSP00000439991, ENSP00000467864, ENSP00000465419	ENSMUSP00000151601, ENSMUSP00000036438
OG0011948	ENSP00000467877, ENSP00000468782, ENSP00000468254, ENSP00000439781	ENSMUSP00000126808, ENSMUSP00000057856
OG0011949	ENSP00000445572, ENSP00000479875, ENSP00000480289, ENSP00000440404	ENSMUSP00000153781, ENSMUSP00000154120
OG0011950	ENSP00000441618	ENSMUSP00000140123, ENSMUSP00000032353, ENSMUSP00000141025, ENSMUSP00000141141, ENSMUSP00000140368
OG0011951	ENSP00000442083	ENSMUSP00000143698, ENSMUSP00000143318, ENSMUSP00000142745, ENSMUSP00000112701, ENSMUSP00000142965
OG0011952	ENSP00000443959, ENSP00000443468, ENSP00000443490, ENSP00000442801, ENSP00000442612	ENSMUSP00000145422
OG0011953	ENSP00000443209	ENSMUSP00000114664, ENSMUSP00000126554, ENSMUSP00000127096, ENSMUSP00000131970, ENSMUSP00000120896
OG0011954	ENSP00000481743, ENSP00000444742, ENSP00000486079, ENSP00000481299	ENSMUSP00000146234, ENSMUSP00000120807
OG0011956	ENSP00000446058, ENSP00000470181	ENSMUSP00000153605, ENSMUSP00000047656
OG0011956	ENSP00000472139	ENSMUSP00000153663
OG0011957	ENSP00000447732, ENSP00000448849, ENSP00000446633, ENSP00000448871	ENSMUSP00000151602, ENSMUSP00000151621
OG0011959	ENSP00000447008, ENSP00000448843, ENSP00000447878, ENSP00000447797	ENSMUSP00000142036, ENSMUSP00000141990
OG0011961	ENSP00000447282, ENSP00000450058, ENSP00000447441, ENSP00000448132	ENSMUSP00000150690, ENSMUSP00000149297
OG0011962	ENSP00000447339, ENSP00000449479, ENSP00000449793, ENSP00000448969, ENSP00000449009	ENSMUSP00000129301
OG0011963	ENSP00000473533, ENSP00000447750, ENSP00000448500, ENSP00000450303, ENSP00000447945	ENSMUSP00000151229
OG0011965	ENSP00000452180, ENSP00000451587, ENSP00000450657, ENSP00000452294, ENSP00000450521	ENSMUSP00000065858
OG0011966	ENSP00000452261, ENSP00000450612, ENSP00000452058, ENSP00000452595, ENSP00000450542	ENSMUSP00000154329
OG0011967	ENSP00000451400	ENSMUSP00000119678, ENSMUSP00000131601
OG0011967	ENSP00000450712	ENSMUSP00000121138, ENSMUSP00000114201
OG0011968	ENSP00000450767	ENSMUSP00000115043, ENSMUSP00000120166, ENSMUSP00000120248, ENSMUSP00000032396, ENSMUSP00000121986
OG0011969	ENSP00000452395, ENSP00000451164	ENSMUSP00000134887, ENSMUSP00000135179, ENSMUSP00000135694, ENSMUSP00000134972
OG0011970	ENSP00000453121, ENSP00000451229, ENSP00000453962	ENSMUSP00000098203, ENSMUSP00000154460, ENSMUSP00000153729
OG0011973	ENSP00000452087	ENSMUSP00000100409, ENSMUSP00000142447, ENSMUSP00000100382, ENSMUSP00000100357, ENSMUSP00000100420
OG0011975	ENSP00000452322, ENSP00000495638	ENSMUSP00000152500, ENSMUSP00000152312, ENSMUSP00000152733, ENSMUSP00000152766
OG0011979	ENSP00000453592	ENSMUSP00000150382
OG0011979	ENSP00000453498, ENSP00000452864, ENSP00000454136	ENSMUSP00000149375
OG0011980	ENSP00000453229, ENSP00000453143, ENSP00000452956	ENSMUSP00000128726
OG0011980	ENSP00000453539	ENSMUSP00000129641
OG0011981	ENSP00000453348, ENSP00000453069	ENSMUSP00000118287, ENSMUSP00000122281, ENSMUSP00000121369, ENSMUSP00000119526
OG0011983	ENSP00000453688, ENSP00000454197, ENSP00000453093, ENSP00000453228, ENSP00000453194	ENSMUSP00000115620
OG0011985	ENSP00000453247	ENSMUSP00000114720, ENSMUSP00000117953, ENSMUSP00000121485, ENSMUSP00000117555, ENSMUSP00000121633
OG0011988	ENSP00000456552, ENSP00000458024, ENSP00000454371, ENSP00000457029, ENSP00000455735	ENSMUSP00000114513
OG0011990	ENSP00000454520, ENSP00000457592, ENSP00000457937, ENSP00000456075, ENSP00000455047	ENSMUSP00000117575
OG0011993	ENSP00000455642, ENSP00000459612, ENSP00000456076, ENSP00000456063, ENSP00000454629	ENSMUSP00000157327
OG0011996	ENSP00000497403, ENSP00000455199, ENSP00000486917, ENSP00000457061, ENSP00000455395	ENSMUSP00000149623
OG0011997	ENSP00000455434	ENSMUSP00000140987, ENSMUSP00000140454, ENSMUSP00000130014, ENSMUSP00000140410, ENSMUSP00000140569
OG0011999	ENSP00000456419, ENSP00000456914, ENSP00000455803	ENSMUSP00000125277, ENSMUSP00000125186, ENSMUSP00000125549
OG0012000	ENSP00000457623, ENSP00000456310, ENSP00000457369, ENSP00000479240, ENSP00000469886	ENSMUSP00000011776
OG0012001	ENSP00000456704	ENSMUSP00000119779, ENSMUSP00000118143, ENSMUSP00000145630, ENSMUSP00000123143, ENSMUSP00000117376
OG0012002	ENSP00000457353, ENSP00000457966, ENSP00000456946	ENSMUSP00000113167, ENSMUSP00000118245, ENSMUSP00000113936
OG0012003	ENSP00000459998, ENSP00000461861, ENSP00000460278, ENSP00000483325, ENSP00000458214	ENSMUSP00000123725
OG0012006	ENSP00000458585	ENSMUSP00000114129, ENSMUSP00000005950, ENSMUSP00000120225, ENSMUSP00000116080, ENSMUSP00000065291
OG0012011	ENSP00000493271, ENSP00000493440, ENSP00000485634, ENSP00000460880	ENSMUSP00000150247, ENSMUSP00000097485
OG0012012	ENSP00000482585, ENSP00000461610, ENSP00000483808, ENSP00000485390, ENSP00000482410	ENSMUSP00000051842
OG0012013	ENSP00000462816, ENSP00000493845, ENSP00000495520, ENSP00000462010	ENSMUSP00000121286, ENSMUSP00000117641
OG0012014	ENSP00000463414, ENSP00000462112, ENSP00000463555	ENSMUSP00000108296, ENSMUSP00000054897, ENSMUSP00000108294
OG0012016	ENSP00000463153, ENSP00000462498, ENSP00000462165	ENSMUSP00000056641, ENSMUSP00000072626, ENSMUSP00000157123
OG0012018	ENSP00000462346, ENSP00000464531, ENSP00000462410, ENSP00000462997, ENSP00000463306	ENSMUSP00000127260
OG0012019	ENSP00000464209, ENSP00000464430, ENSP00000463500, ENSP00000463628, ENSP00000463271	ENSMUSP00000147836
OG0012020	ENSP00000463537	ENSMUSP00000127862, ENSMUSP00000129698, ENSMUSP00000132734, ENSMUSP00000126050, ENSMUSP00000130097
OG0012023	ENSP00000467029, ENSP00000465650, ENSP00000468002, ENSP00000464896	ENSMUSP00000034717, ENSMUSP00000151181
OG0012024	ENSP00000468323, ENSP00000466991, ENSP00000468092, ENSP00000464974, ENSP00000466396	ENSMUSP00000148924
OG0012027	ENSP00000467787, ENSP00000468459, ENSP00000468725, ENSP00000465204, ENSP00000465999	ENSMUSP00000099396
OG0012028	ENSP00000468475, ENSP00000466121, ENSP00000465569, ENSP00000465728	ENSMUSP00000115766, ENSMUSP00000032704
OG0012029	ENSP00000468125, ENSP00000468452, ENSP00000468584, ENSP00000465770, ENSP00000465618	ENSMUSP00000116584
OG0012030	ENSP00000479791, ENSP00000466766, ENSP00000467937, ENSP00000465658	ENSMUSP00000130951, ENSMUSP00000131629
OG0012031	ENSP00000467793, ENSP00000465840, ENSP00000476977, ENSP00000467649, ENSP00000476205	ENSMUSP00000138017
OG0012032	ENSP00000465896, ENSP00000466248, ENSP00000468376, ENSP00000493341	ENSMUSP00000100988, ENSMUSP00000044400
OG0012033	ENSP00000466803, ENSP00000466173, ENSP00000468199	ENSMUSP00000116795, ENSMUSP00000118171, ENSMUSP00000121324
OG0012037	ENSP00000488992, ENSP00000469568, ENSP00000489071, ENSP00000467107	ENSMUSP00000058447, ENSMUSP00000146576
OG0012039	ENSP00000471661, ENSP00000469325, ENSP00000468979, ENSP00000472217, ENSP00000469400	ENSMUSP00000122114
OG0012040	ENSP00000468980	ENSMUSP00000132572, ENSMUSP00000108692, ENSMUSP00000108693, ENSMUSP00000050337, ENSMUSP00000118095
OG0012042	ENSP00000471694, ENSP00000470977, ENSP00000471770, ENSP00000469296	ENSMUSP00000121540, ENSMUSP00000138740
OG0012044	ENSP00000472869, ENSP00000473090, ENSP00000471345, ENSP00000473025, ENSP00000470307	ENSMUSP00000133417
OG0012045	ENSP00000472590, ENSP00000472517, ENSP00000470688, ENSP00000472153, ENSP00000470589	ENSMUSP00000128348
OG0012049	ENSP00000476285, ENSP00000476661, ENSP00000476322, ENSP00000476914, ENSP00000476589	ENSMUSP00000131215
OG0012051	ENSP00000477533	ENSMUSP00000140048, ENSMUSP00000140182, ENSMUSP00000139834, ENSMUSP00000140074, ENSMUSP00000140752
OG0012052	ENSP00000477574	ENSMUSP00000099218, ENSMUSP00000111339, ENSMUSP00000068789, ENSMUSP00000116140, ENSMUSP00000116683
OG0012057	ENSP00000482975, ENSP00000479335, ENSP00000478246, ENSP00000480661	ENSMUSP00000123711, ENSMUSP00000125425
OG0012060	ENSP00000485199, ENSP00000478788, ENSP00000485524	ENSMUSP00000119257, ENSMUSP00000137853, ENSMUSP00000111024
OG0012061	ENSP00000482797	ENSMUSP00000071464
OG0012061	ENSP00000481551, ENSP00000482493, ENSP00000482245	ENSMUSP00000064970
OG0012064	ENSP00000482319, ENSP00000482228, ENSP00000483078	ENSMUSP00000096464, ENSMUSP00000066546, ENSMUSP00000122564
OG0012065	ENSP00000485221, ENSP00000482374	ENSMUSP00000135713, ENSMUSP00000133114, ENSMUSP00000135130, ENSMUSP00000135166
OG0012067	ENSP00000495649, ENSP00000483847, ENSP00000496202	ENSMUSP00000135839, ENSMUSP00000124618, ENSMUSP00000123884
OG0012068	ENSP00000488145, ENSP00000488774, ENSP00000483852, ENSP00000484948	ENSMUSP00000116295, ENSMUSP00000121274
OG0012070	ENSP00000485256	ENSMUSP00000148570, ENSMUSP00000131401, ENSMUSP00000047991, ENSMUSP00000140642, ENSMUSP00000139484
OG0012072	ENSP00000495065, ENSP00000493004, ENSP00000496442, ENSP00000485483	ENSMUSP00000052043, ENSMUSP00000150467
OG0012073	ENSP00000485947, ENSP00000486261, ENSP00000491823, ENSP00000490732, ENSP00000490611	ENSMUSP00000146832
OG0012074	ENSP00000488726, ENSP00000487706, ENSP00000488052, ENSP00000488905, ENSP00000490226	ENSMUSP00000143952
OG0012076	ENSP00000488429, ENSP00000488584, ENSP00000488299, ENSP00000488748	ENSMUSP00000150523, ENSMUSP00000149291
OG0012077	ENSP00000488635	ENSMUSP00000116156, ENSMUSP00000122751, ENSMUSP00000105762, ENSMUSP00000116457, ENSMUSP00000116949
OG0012079	ENSP00000489122, ENSP00000489337, ENSP00000489616, ENSP00000489079	ENSMUSP00000156094, ENSMUSP00000146705
OG0012080	ENSP00000490820, ENSP00000490102, ENSP00000489662, ENSP00000490048	ENSMUSP00000127102, ENSMUSP00000141822
OG0012081	ENSP00000490772, ENSP00000489730, ENSP00000490589, ENSP00000490333, ENSP00000490194	ENSMUSP00000124826
OG0012082	ENSP00000489797, ENSP00000490143	ENSMUSP00000126690, ENSMUSP00000109157, ENSMUSP00000146823, ENSMUSP00000137630
OG0012083	ENSP00000490299, ENSP00000490374, ENSP00000490764, ENSP00000489885, ENSP00000490659	ENSMUSP00000122921
OG0012084	ENSP00000496288, ENSP00000496151, ENSP00000490372, ENSP00000489989	ENSMUSP00000127953, ENSMUSP00000153486
OG0012085	ENSP00000490576, ENSP00000490960, ENSP00000490361, ENSP00000490943, ENSP00000490055	ENSMUSP00000073854
OG0012086	ENSP00000490064, ENSP00000490095	ENSMUSP00000116702, ENSMUSP00000120110, ENSMUSP00000139650, ENSMUSP00000140155
OG0012087	ENSP00000490631, ENSP00000490088, ENSP00000490518	ENSMUSP00000112901, ENSMUSP00000148495, ENSMUSP00000034033
OG0012089	ENSP00000491736, ENSP00000491892, ENSP00000492636, ENSP00000491293, ENSP00000492252	ENSMUSP00000127249
OG0012091	ENSP00000491767, ENSP00000492216, ENSP00000491401, ENSP00000492328	ENSMUSP00000122358, ENSMUSP00000153419
OG0012092	ENSP00000491516	ENSMUSP00000091520, ENSMUSP00000131905, ENSMUSP00000147864, ENSMUSP00000081497, ENSMUSP00000147699
OG0012094	ENSP00000495657, ENSP00000496227, ENSP00000495519, ENSP00000495793, ENSP00000496130	ENSMUSP00000132267
OG0012095	ENSP00000497067	ENSMUSP00000127943, ENSMUSP00000129700, ENSMUSP00000130054, ENSMUSP00000128241, ENSMUSP00000130517
OG0012098	ENSP00000497470	ENSMUSP00000123468, ENSMUSP00000112634, ENSMUSP00000137431, ENSMUSP00000116940, ENSMUSP00000121289
OG0012099	ENSP00000497592, ENSP00000497542, ENSP00000497929, ENSP00000497830	ENSMUSP00000136255, ENSMUSP00000155953
OG0012100	ENSP00000498052	ENSMUSP00000131354, ENSMUSP00000132154, ENSMUSP00000130550, ENSMUSP00000130968, ENSMUSP00000126045
OG0012253	ENSP00000361524	ENSMUSP00000028205
OG0012267	ENSP00000424984, ENSP00000348565	ENSMUSP00000035166
OG0012294	ENSP00000460217, ENSP00000240316	ENSMUSP00000047588, ENSMUSP00000103530
OG0012322	ENSP00000383563	ENSMUSP00000145957, ENSMUSP00000056916, ENSMUSP00000145876
OG0012327	ENSP00000479301, ENSP00000331965	ENSMUSP00000104074, ENSMUSP00000042958
OG0012333	ENSP00000421304, ENSP00000264883	ENSMUSP00000046540
OG0012339	ENSP00000356982	ENSMUSP00000078914, ENSMUSP00000106933
OG0012358	ENSP00000156109	ENSMUSP00000118248, ENSMUSP00000076178
OG0012381	ENSP00000374354	ENSMUSP00000118780, ENSMUSP00000115876, ENSMUSP00000029316
OG0012402	ENSP00000367049	ENSMUSP00000154225, ENSMUSP00000037557
OG0012408	ENSP00000463102, ENSP00000313171	ENSMUSP00000017694, ENSMUSP00000103874
OG0012409	ENSP00000239878	ENSMUSP00000118478
OG0012420	ENSP00000406576, ENSP00000480469, ENSP00000314505	ENSMUSP00000074978
OG0012431	ENSP00000348089	ENSMUSP00000066256
OG0012439	ENSP00000432472	ENSMUSP00000041644
OG0012442	ENSP00000389768, ENSP00000360437	ENSMUSP00000028995
OG0012444	ENSP00000427401	ENSMUSP00000022230, ENSMUSP00000122592
OG0012455	ENSP00000425330, ENSP00000421342, ENSP00000274192	ENSMUSP00000089097
OG0012457	ENSP00000368165	ENSMUSP00000096185
OG0012458	ENSP00000257181	ENSMUSP00000078207
OG0012470	ENSP00000330460, ENSP00000394367, ENSP00000391312	ENSMUSP00000027655
OG0012472	ENSP00000353735, ENSP00000369187	ENSMUSP00000154617, ENSMUSP00000046843
OG0012474	ENSP00000263256	ENSMUSP00000121504, ENSMUSP00000117613
OG0012477	ENSP00000398563, ENSP00000399036, ENSP00000354645	ENSMUSP00000030662
OG0012484	ENSP00000412587, ENSP00000374152	ENSMUSP00000048537
OG0012490	ENSP00000264230	ENSMUSP00000045948
OG0012495	ENSP00000444285	ENSMUSP00000138494
OG0012495	ENSP00000269439	ENSMUSP00000026494
OG0012504	ENSP00000298717	ENSMUSP00000022767
OG0012506	ENSP00000040877	ENSMUSP00000129815
OG0012508	ENSP00000367211, ENSP00000339723	ENSMUSP00000049834
OG0012509	ENSP00000346483, ENSP00000369548	ENSMUSP00000086988
OG0012513	ENSP00000452129	ENSMUSP00000152346
OG0012513	ENSP00000394574	ENSMUSP00000138615
OG0012515	ENSP00000237642	ENSMUSP00000144305, ENSMUSP00000144467, ENSMUSP00000054322
OG0012520	ENSP00000465781, ENSP00000467556	ENSMUSP00000120649
OG0012524	ENSP00000269967	ENSMUSP00000145855, ENSMUSP00000002683
OG0012527	ENSP00000305442	ENSMUSP00000146193, ENSMUSP00000058990
OG0012528	ENSP00000283871	ENSMUSP00000125492
OG0012529	ENSP00000430347	ENSMUSP00000123991
OG0012529	ENSP00000304854	ENSMUSP00000020578
OG0012530	ENSP00000436896, ENSP00000308548	ENSMUSP00000134031
OG0012547	ENSP00000465128, ENSP00000466799, ENSP00000225929	ENSMUSP00000019445
OG0012549	ENSP00000391140	ENSMUSP00000146220
OG0012549	ENSP00000244217	ENSMUSP00000047855
OG0012554	ENSP00000290868, ENSP00000373073	ENSMUSP00000040424, ENSMUSP00000127114
OG0012555	ENSP00000470413, ENSP00000468883, ENSP00000247706	ENSMUSP00000008094
OG0012560	ENSP00000477507	ENSMUSP00000057984
OG0012561	ENSP00000482639, ENSP00000265498, ENSP00000423008	ENSMUSP00000096705
OG0012566	ENSP00000378605	ENSMUSP00000094318
OG0012567	ENSP00000357088, ENSP00000357087, ENSP00000357089	ENSMUSP00000027826
OG0012569	ENSP00000422324, ENSP00000337224, ENSP00000426761	ENSMUSP00000029632
OG0012570	ENSP00000416917, ENSP00000264717	ENSMUSP00000072084, ENSMUSP00000144202
OG0012574	ENSP00000301738	ENSMUSP00000017090
OG0012577	ENSP00000468879, ENSP00000277541	ENSMUSP00000028288
OG0012581	ENSP00000362550	ENSMUSP00000024816, ENSMUSP00000157171
OG0012588	ENSP00000302441	ENSMUSP00000063895
OG0012589	ENSP00000400333	ENSMUSP00000102904
OG0012589	ENSP00000357836	ENSMUSP00000029783
OG0012592	ENSP00000083182	ENSMUSP00000018625
OG0012596	ENSP00000414375, ENSP00000497543, ENSP00000288710	ENSMUSP00000098992
OG0012604	ENSP00000369618	ENSMUSP00000105891, ENSMUSP00000137385, ENSMUSP00000114878
OG0012607	ENSP00000266712	ENSMUSP00000096921, ENSMUSP00000061470
OG0012608	ENSP00000428329, ENSP00000316605	ENSMUSP00000100064
OG0012611	ENSP00000420176	ENSMUSP00000124357, ENSMUSP00000093462
OG0012615	ENSP00000344855	ENSMUSP00000032094
OG0012620	ENSP00000410283, ENSP00000386520	ENSMUSP00000139687, ENSMUSP00000045454
OG0012621	ENSP00000297145, ENSP00000408654	ENSMUSP00000040578, ENSMUSP00000144704
OG0012622	ENSP00000386348	ENSMUSP00000097898, ENSMUSP00000109932, ENSMUSP00000028329
OG0012627	ENSP00000225525	ENSMUSP00000047410
OG0012627	ENSP00000484776	ENSMUSP00000104117
OG0012628	ENSP00000344331	ENSMUSP00000057697
OG0012628	ENSP00000383148	ENSMUSP00000124603
OG0012629	ENSP00000250018	ENSMUSP00000103296, ENSMUSP00000132489, ENSMUSP00000037752
OG0012630	ENSP00000291900	ENSMUSP00000109307, ENSMUSP00000046441
OG0012632	ENSP00000434762, ENSP00000403560, ENSP00000271526	ENSMUSP00000005015
OG0012633	ENSP00000433769, ENSP00000434470, ENSP00000387426	ENSMUSP00000080043
OG0012638	ENSP00000472376, ENSP00000326272	ENSMUSP00000137732
OG0012641	ENSP00000444788, ENSP00000460086	ENSMUSP00000029645, ENSMUSP00000141237
OG0012646	ENSP00000364515	ENSMUSP00000000206
OG0012647	ENSP00000262644	ENSMUSP00000082013
OG0012653	ENSP00000254260	ENSMUSP00000082692, ENSMUSP00000032705
OG0012655	ENSP00000367888	ENSMUSP00000028689
OG0012656	ENSP00000436783	ENSMUSP00000016397, ENSMUSP00000104703
OG0012662	ENSP00000462491, ENSP00000446205, ENSP00000314774	ENSMUSP00000024543
OG0012666	ENSP00000443988	ENSMUSP00000130535, ENSMUSP00000083662
OG0012668	ENSP00000485445, ENSP00000362392, ENSP00000478313	ENSMUSP00000099877
OG0012670	ENSP00000249442, ENSP00000414176, ENSP00000398757	ENSMUSP00000028511
OG0012673	ENSP00000264914, ENSP00000379455, ENSP00000456339	ENSMUSP00000088964
OG0012675	ENSP00000487373, ENSP00000369431, ENSP00000497400	ENSMUSP00000030313
OG0012677	ENSP00000177742, ENSP00000380531	ENSMUSP00000120985, ENSMUSP00000045111
OG0012681	ENSP00000457665, ENSP00000319918, ENSP00000441062	ENSMUSP00000034140
OG0012682	ENSP00000359727	ENSMUSP00000139538, ENSMUSP00000042009
OG0012684	ENSP00000284967, ENSP00000305682, ENSP00000404426	ENSMUSP00000112283
OG0012686	ENSP00000393687, ENSP00000231749, ENSP00000353289	ENSMUSP00000010188
OG0012688	ENSP00000393439, ENSP00000296351, ENSP00000296350	ENSMUSP00000023464
OG0012690	ENSP00000496805, ENSP00000354778	ENSMUSP00000110288
OG0012691	ENSP00000483356	ENSMUSP00000154931, ENSMUSP00000023067
OG0012695	ENSP00000258341	ENSMUSP00000124216, ENSMUSP00000027752
OG0012696	ENSP00000459305, ENSP00000225972	ENSMUSP00000021239
OG0012698	ENSP00000355827	ENSMUSP00000054718
OG0012698	ENSP00000416888	ENSMUSP00000141219
OG0012701	ENSP00000251047	ENSMUSP00000113326, ENSMUSP00000040140
OG0012704	ENSP00000339449, ENSP00000379521	ENSMUSP00000021287, ENSMUSP00000116496
OG0012707	ENSP00000377778, ENSP00000462998	ENSMUSP00000002655
OG0012711	ENSP00000438154, ENSP00000262395	ENSMUSP00000017530
OG0012712	ENSP00000388215, ENSP00000359376, ENSP00000359374	ENSMUSP00000091771
OG0012713	ENSP00000339004	ENSMUSP00000136372, ENSMUSP00000021333, ENSMUSP00000106374
OG0012715	ENSP00000357674	ENSMUSP00000139315, ENSMUSP00000139160, ENSMUSP00000122090
OG0012716	ENSP00000365760, ENSP00000365756, ENSP00000480577	ENSMUSP00000099522
OG0012726	ENSP00000406598	ENSMUSP00000119448, ENSMUSP00000118277, ENSMUSP00000047235
OG0012727	ENSP00000477665, ENSP00000475924	ENSMUSP00000127708, ENSMUSP00000001127
OG0012728	ENSP00000417610, ENSP00000320413	ENSMUSP00000110828, ENSMUSP00000085625
OG0012730	ENSP00000359669, ENSP00000441070, ENSP00000307636	ENSMUSP00000062887
OG0012733	ENSP00000376431	ENSMUSP00000107905
OG0012733	ENSP00000295240	ENSMUSP00000074494
OG0012739	ENSP00000445792, ENSP00000278826, ENSP00000371206	ENSMUSP00000025568
OG0012741	ENSP00000362121, ENSP00000362130	ENSMUSP00000018002, ENSMUSP00000121943
OG0012743	ENSP00000222567	ENSMUSP00000020877
OG0012745	ENSP00000388241, ENSP00000325452	ENSMUSP00000119482
OG0012748	ENSP00000287600	ENSMUSP00000027444
OG0012748	ENSP00000399098	ENSMUSP00000137820
OG0012749	ENSP00000368805	ENSMUSP00000153244, ENSMUSP00000021791
OG0012751	ENSP00000439208	ENSMUSP00000144643
OG0012751	ENSP00000233575	ENSMUSP00000031029
OG0012752	ENSP00000441637, ENSP00000360120, ENSP00000360121	ENSMUSP00000048171
OG0012753	ENSP00000318486	ENSMUSP00000120964, ENSMUSP00000099514
OG0012754	ENSP00000427084, ENSP00000477638, ENSP00000352565	ENSMUSP00000044983
OG0012758	ENSP00000417520, ENSP00000419946, ENSP00000323313	ENSMUSP00000023550
OG0012761	ENSP00000362946	ENSMUSP00000028238
OG0012767	ENSP00000418348	ENSMUSP00000047904
OG0012767	ENSP00000404581	ENSMUSP00000150859
OG0012768	ENSP00000317404, ENSP00000478416	ENSMUSP00000064897
OG0012769	ENSP00000361236	ENSMUSP00000024762
OG0012769	ENSP00000361238	ENSMUSP00000116960
OG0012773	ENSP00000467253, ENSP00000359582, ENSP00000359581	ENSMUSP00000043066
OG0012774	ENSP00000342609	ENSMUSP00000081473, ENSMUSP00000040048
OG0012776	ENSP00000476312, ENSP00000326391	ENSMUSP00000055493
OG0012777	ENSP00000476742, ENSP00000309336	ENSMUSP00000001709
OG0012779	ENSP00000324884, ENSP00000379640, ENSP00000484411	ENSMUSP00000110077
OG0012782	ENSP00000358953	ENSMUSP00000053469, ENSMUSP00000129589
OG0012784	ENSP00000365991, ENSP00000473631	ENSMUSP00000022734
OG0012785	ENSP00000352676	ENSMUSP00000033265, ENSMUSP00000148867, ENSMUSP00000101763
OG0012787	ENSP00000259154	ENSMUSP00000003857, ENSMUSP00000141861, ENSMUSP00000082821
