Orthogroup	arabidopsis	mouse
OG0005677	AT4G21180.1, AT1G79940.1	ENSMUSP00000019937
OG0005678	AT1G80710.1	ENSMUSP00000097072, ENSMUSP00000106232, ENSMUSP00000028676, ENSMUSP00000106234
OG0005679	AT2G03510.1	ENSMUSP00000129684, ENSMUSP00000071618, ENSMUSP00000107659, ENSMUSP00000033873
OG0005680	AT2G03667.1	ENSMUSP00000139025, ENSMUSP00000139404, ENSMUSP00000027264
OG0005682	AT5G46290.3, AT2G04540.1	ENSMUSP00000108244, ENSMUSP00000022311, ENSMUSP00000108243
OG0005683	AT2G14110.1	ENSMUSP00000002400
OG0005684	AT2G14660.1	ENSMUSP00000037614, ENSMUSP00000150823, ENSMUSP00000151200
OG0005685	AT2G18040.1	ENSMUSP00000034689, ENSMUSP00000139143
OG0005686	AT2G18740.1, AT4G30330.1	ENSMUSP00000132376, ENSMUSP00000127164, ENSMUSP00000128400
OG0005687	AT2G20980.1	ENSMUSP00000100050, ENSMUSP00000027980
OG0005688	AT5G10170.1, AT2G22240.1, AT4G39800.1	ENSMUSP00000019283, ENSMUSP00000148077
OG0005689	AT2G24500.1, AT4G31420.2	ENSMUSP00000153839, ENSMUSP00000059678
OG0005690	AT2G25740.1	ENSMUSP00000013882, ENSMUSP00000108865, ENSMUSP00000144723
OG0005691	AT2G25950.1	ENSMUSP00000101477, ENSMUSP00000117150, ENSMUSP00000119005
OG0005692	AT3G33530.3, AT2G26610.1	ENSMUSP00000145935, ENSMUSP00000146228, ENSMUSP00000146236, ENSMUSP00000081567
OG0005693	AT2G26780.1	ENSMUSP00000099953, ENSMUSP00000117585, ENSMUSP00000103182
OG0005694	AT2G28100.1	ENSMUSP00000114021, ENSMUSP00000113499, ENSMUSP00000055519, ENSMUSP00000030434
OG0005696	AT2G29530.3	ENSMUSP00000107258, ENSMUSP00000028470
OG0005697	AT2G29540.3	ENSMUSP00000058355
OG0005698	AT2G30200.1	ENSMUSP00000051569, ENSMUSP00000155738, ENSMUSP00000155224, ENSMUSP00000155428
OG0005699	AT2G30920.1	ENSMUSP00000029909
OG0005700	AT2G32320.2, AT2G31580.1	ENSMUSP00000104877, ENSMUSP00000011398
OG0005701	AT2G32590.1	ENSMUSP00000106017
OG0005702	AT2G33630.1	ENSMUSP00000133837, ENSMUSP00000133782, ENSMUSP00000044457, ENSMUSP00000146629
OG0005703	ATCG00330.1, AT2G34520.1	ENSMUSP00000107285, ENSMUSP00000120075
OG0005704	AT2G37240.1	ENSMUSP00000152323, ENSMUSP00000021938.10, ENSMUSP00000152675, ENSMUSP00000152238, ENSMUSP00000152062
OG0005705	AT2G37680.2	ENSMUSP00000135441, ENSMUSP00000064926
OG0005706	AT2G38020.1	ENSMUSP00000115899, ENSMUSP00000028900
OG0005707	AT2G39090.1	ENSMUSP00000113928, ENSMUSP00000031422, ENSMUSP00000112658
OG0005708	AT2G40430.2	ENSMUSP00000043981
OG0005709	AT3G56740.1, AT2G41160.1	ENSMUSP00000043245
OG0005710	AT2G42700.2	ENSMUSP00000075245, ENSMUSP00000072636, ENSMUSP00000109170, ENSMUSP00000121098, ENSMUSP00000144640
OG0005711	AT2G43320.1, AT4G14000.1	ENSMUSP00000048636, ENSMUSP00000107116
OG0005712	AT2G43400.1	ENSMUSP00000113888, ENSMUSP00000029386
OG0005713	AT3G60150.1, AT2G44525.1	ENSMUSP00000073832, ENSMUSP00000141291
OG0005714	AT2G45790.1	ENSMUSP00000155554, ENSMUSP00000023396, ENSMUSP00000023112
OG0005715	AT2G47090.1, AT3G62240.1	ENSMUSP00000038367, ENSMUSP00000157172
OG0005716	AT2G47990.1	ENSMUSP00000048204
OG0005718	AT3G02530.1, AT5G16070.1	ENSMUSP00000021040, ENSMUSP00000098288
OG0005719	AT3G02660.1	ENSMUSP00000055277, ENSMUSP00000125252, ENSMUSP00000124606
OG0005720	AT3G02710.1	ENSMUSP00000029178
OG0005721	ATCG00160.1, AT3G03600.1	ENSMUSP00000036725
OG0005722	AT5G18180.1, AT3G03920.1	ENSMUSP00000029643, ENSMUSP00000118752, ENSMUSP00000115191
OG0005723	AT3G04500.1	ENSMUSP00000040005, ENSMUSP00000103776
OG0005724	AT3G04780.1	ENSMUSP00000025476
OG0005725	AT3G05070.1	ENSMUSP00000143208, ENSMUSP00000142985, ENSMUSP00000019803
OG0005726	AT5G27430.1, AT3G05230.1	ENSMUSP00000051250, ENSMUSP00000062660, ENSMUSP00000136527
OG0005727	AT3G05680.1	ENSMUSP00000063188, ENSMUSP00000058078, ENSMUSP00000103943
OG0005728	AT3G06530.4	ENSMUSP00000054084, ENSMUSP00000152435, ENSMUSP00000152410
OG0005729	AT3G07050.1	ENSMUSP00000138737, ENSMUSP00000026297, ENSMUSP00000108311, ENSMUSP00000117281
OG0005730	AT3G07300.3	ENSMUSP00000122720, ENSMUSP00000122954, ENSMUSP00000004910
OG0005731	AT3G09560.1	ENSMUSP00000105083, ENSMUSP00000105082, ENSMUSP00000043053, ENSMUSP00000105081
OG0005732	AT3G09660.1	ENSMUSP00000066842, ENSMUSP00000028831
OG0005733	AT3G61010.1, AT3G11040.3, AT5G05460.1	ENSMUSP00000117538, ENSMUSP00000125886
OG0005734	AT3G20050.1	ENSMUSP00000086418, ENSMUSP00000116108
OG0005735	AT4G14040.1, AT4G14030.1, AT3G23800.1	ENSMUSP00000134270, ENSMUSP00000088349, ENSMUSP00000088358
OG0005736	AT3G27000.1	ENSMUSP00000000137
OG0005737	AT3G44330.1	ENSMUSP00000020463, ENSMUSP00000112744
OG0005738	AT3G45770.1	ENSMUSP00000030742, ENSMUSP00000114543
OG0005739	AT3G45880.1	ENSMUSP00000125329, ENSMUSP00000041220, ENSMUSP00000122869
OG0005740	AT3G46200.1	ENSMUSP00000041419, ENSMUSP00000137738
OG0005741	AT3G47120.1	ENSMUSP00000033433
OG0005742	AT3G48150.1	ENSMUSP00000025228, ENSMUSP00000122420
OG0005743	AT3G49600.1	ENSMUSP00000055016, ENSMUSP00000101466, ENSMUSP00000101465
OG0005744	AT3G49725.1	ENSMUSP00000117817, ENSMUSP00000076458
OG0005745	AT3G55580.1, AT3G53830.4	ENSMUSP00000121884, ENSMUSP00000048043, ENSMUSP00000113273
OG0005746	AT3G54610.1	ENSMUSP00000126232, ENSMUSP00000006973, ENSMUSP00000099407, ENSMUSP00000000724
OG0005747	AT3G57000.1	ENSMUSP00000004379, ENSMUSP00000144730
OG0005748	AT3G58180.1	ENSMUSP00000072534, ENSMUSP00000120386, ENSMUSP00000122952, ENSMUSP00000113112, ENSMUSP00000116074
OG0005749	AT3G58490.1	ENSMUSP00000036656, ENSMUSP00000151268, ENSMUSP00000021450
OG0005750	AT3G59310.2, AT3G59340.2, AT3G59330.3, AT3G59320.1	ENSMUSP00000046528
OG0005751	AT3G59380.1	ENSMUSP00000016138
OG0005752	AT3G60300.2	ENSMUSP00000115350, ENSMUSP00000116973, ENSMUSP00000109350, ENSMUSP00000027357, ENSMUSP00000120646, ENSMUSP00000117692
OG0005753	AT3G61800.1	ENSMUSP00000085170, ENSMUSP00000144025, ENSMUSP00000144400
OG0005754	AT4G05440.1	ENSMUSP00000141306, ENSMUSP00000043033
OG0005755	AT4G12230.1	ENSMUSP00000034955, ENSMUSP00000150052, ENSMUSP00000150034
OG0005756	AT4G12790.1	ENSMUSP00000143405, ENSMUSP00000031420
OG0005757	AT4G13720.2	ENSMUSP00000099482
OG0005758	AT4G14147.2	ENSMUSP00000131690, ENSMUSP00000114839
OG0005759	AT4G14970.1	ENSMUSP00000122091, ENSMUSP00000144928, ENSMUSP00000045667
OG0005760	AT4G17100.2	ENSMUSP00000023105, ENSMUSP00000097820, ENSMUSP00000155246
OG0005761	AT4G18460.1	ENSMUSP00000028917
OG0005764	AT4G21470.1	ENSMUSP00000025617
OG0005765	AT4G21530.1	ENSMUSP00000143745, ENSMUSP00000143055, ENSMUSP00000031072, ENSMUSP00000114475
OG0005766	AT4G24380.3, AT5G65400.2	ENSMUSP00000071493
OG0005767	AT4G24550.2	ENSMUSP00000019662
OG0005768	AT4G25180.1, AT5G09380.2	ENSMUSP00000000793, ENSMUSP00000137614
OG0005769	AT4G25550.1, AT4G29820.1	ENSMUSP00000034204, ENSMUSP00000148597, ENSMUSP00000148485
OG0005770	AT4G26850.1, AT5G55120.1	ENSMUSP00000061808
OG0005771	AT4G33150.1	ENSMUSP00000031707
OG0005772	ATCG00050.1, AT5G56940.1, AT4G34620.1	ENSMUSP00000055619
OG0005773	AT4G34700.1	ENSMUSP00000022980
OG0005774	AT5G02370.1	ENSMUSP00000032915, ENSMUSP00000145752
OG0005775	AT5G02410.1	ENSMUSP00000097882, ENSMUSP00000154997
OG0005776	AT5G60160.1, AT5G04710.1	ENSMUSP00000109235, ENSMUSP00000070821, ENSMUSP00000139739, ENSMUSP00000140864, ENSMUSP00000140035
OG0005777	AT5G05130.1	ENSMUSP00000002502, ENSMUSP00000116570, ENSMUSP00000118775
OG0005778	AT5G07350.2, AT5G61780.1	ENSMUSP00000001460, ENSMUSP00000128737, ENSMUSP00000127317
OG0005779	AT5G07630.1	ENSMUSP00000154050, ENSMUSP00000154587, ENSMUSP00000064153
OG0005780	AT5G08300.1, AT5G23250.1	ENSMUSP00000065113
OG0005781	AT5G09900.3, AT5G64760.1	ENSMUSP00000102361, ENSMUSP00000102363, ENSMUSP00000021063
OG0005782	AT5G11490.2	ENSMUSP00000075904, ENSMUSP00000102437, ENSMUSP00000143463, ENSMUSP00000143355, ENSMUSP00000044262, ENSMUSP00000102436
OG0005783	AT5G12370.1	ENSMUSP00000124012, ENSMUSP00000125434
OG0005784	AT5G13680.1	ENSMUSP00000030140
OG0005785	AT5G14050.1	ENSMUSP00000068103
OG0005786	AT5G15400.1	ENSMUSP00000099501, ENSMUSP00000134452, ENSMUSP00000134556
OG0005787	AT5G16210.1	ENSMUSP00000039178, ENSMUSP00000141162, ENSMUSP00000083926, ENSMUSP00000140699
OG0005788	AT5G17250.1	ENSMUSP00000114917, ENSMUSP00000095713, ENSMUSP00000069749
OG0005789	AT5G19150.1	ENSMUSP00000033901, ENSMUSP00000136363, ENSMUSP00000137488, ENSMUSP00000136535
OG0005790	AT5G19300.1	ENSMUSP00000097793
OG0005791	AT5G22830.1	ENSMUSP00000021772
OG0005792	AT5G23590.1	ENSMUSP00000041841
OG0005793	AT5G24350.2	ENSMUSP00000036082
OG0005794	AT5G40530.3	ENSMUSP00000095752, ENSMUSP00000033179
OG0005795	AT5G45760.1	ENSMUSP00000156278, ENSMUSP00000023474, ENSMUSP00000135908, ENSMUSP00000156152
OG0005796	AT5G46800.1	ENSMUSP00000035222
OG0005797	AT5G46840.1	ENSMUSP00000148473, ENSMUSP00000048450
OG0005798	AT5G49010.1	ENSMUSP00000033950
OG0005799	AT5G49480.1	ENSMUSP00000071191, ENSMUSP00000121692
OG0005800	AT5G51340.1	ENSMUSP00000148479, ENSMUSP00000054763, ENSMUSP00000131966, ENSMUSP00000148601, ENSMUSP00000148532
OG0005801	AT5G51720.1	ENSMUSP00000043559, ENSMUSP00000113842, ENSMUSP00000029815
OG0005802	AT5G52910.2	ENSMUSP00000132079, ENSMUSP00000100877, ENSMUSP00000100876, ENSMUSP00000100879, ENSMUSP00000058021, ENSMUSP00000100878
OG0005804	AT5G55130.1	ENSMUSP00000096670
OG0005805	AT5G58030.1	ENSMUSP00000146674, ENSMUSP00000036541
OG0005806	AT5G58070.1	ENSMUSP00000110885, ENSMUSP00000119827
OG0005807	AT5G59230.1	ENSMUSP00000068562, ENSMUSP00000021345
OG0005808	AT5G59980.2	ENSMUSP00000025714
OG0005809	AT5G60335.1	ENSMUSP00000136494
OG0005810	AT5G62290.1	ENSMUSP00000026506
OG0005811	AT5G63080.1	ENSMUSP00000043473, ENSMUSP00000123531, ENSMUSP00000104407
OG0006378	AT5G06420.1, AT1G01350.1	ENSMUSP00000138536, ENSMUSP00000042569
OG0006383	AT1G03750.1	ENSMUSP00000069488, ENSMUSP00000152142, ENSMUSP00000124912, ENSMUSP00000115796, ENSMUSP00000021925, ENSMUSP00000021926
OG0006384	AT1G04635.1	ENSMUSP00000118408, ENSMUSP00000080215
OG0006387	AT1G05460.1	ENSMUSP00000002297, ENSMUSP00000128246, ENSMUSP00000102387, ENSMUSP00000126897
OG0006391	AT1G07840.1	ENSMUSP00000022815
OG0006394	AT1G08600.2	ENSMUSP00000109203
OG0006395	AT1G08830.1, AT5G18100.1	ENSMUSP00000023707
OG0006397	AT1G09620.1	ENSMUSP00000095197
OG0006398	AT1G09794.1	ENSMUSP00000033543, ENSMUSP00000117381, ENSMUSP00000112753
OG0006399	AT1G10095.1	ENSMUSP00000097156
OG0006402	AT1G61700.1, AT1G11475.1	ENSMUSP00000043204
OG0006403	AT1G12050.1	ENSMUSP00000121439, ENSMUSP00000032865
OG0006404	AT1G12520.1	ENSMUSP00000035486
OG0006405	AT4G31520.1, AT1G13160.1	ENSMUSP00000031364, ENSMUSP00000144446
OG0006407	AT1G14620.1	ENSMUSP00000032841
OG0006409	AT1G15390.1	ENSMUSP00000138676
OG0006409	AT5G14660.1	ENSMUSP00000138756
OG0006411	AT3G15610.1, AT1G52730.1, AT1G15470.1	ENSMUSP00000068267
OG0006413	AT1G80620.1, AT1G15810.1, ATCG01120.1	ENSMUSP00000030675
OG0006416	AT4G15570.1, AT4G30100.1, AT2G19120.1, AT1G16800.2	ENSMUSP00000119176
OG0006418	AT1G17690.1	ENSMUSP00000141950, ENSMUSP00000141676, ENSMUSP00000082691
OG0006419	AT1G17760.1	ENSMUSP00000028599
OG0006421	AT2G42670.2, AT3G58670.1, AT1G18490.1, AT5G15120.1, AT5G39890.1	ENSMUSP00000154862, ENSMUSP00000075107
OG0006424	AT1G20200.1, AT1G75990.1	ENSMUSP00000116968, ENSMUSP00000017365
OG0006425	AT1G20410.1	ENSMUSP00000117934, ENSMUSP00000105151, ENSMUSP00000050395, ENSMUSP00000020520
OG0006426	AT5G55040.1, AT1G20670.1, AT1G76380.2	ENSMUSP00000096982, ENSMUSP00000152390, ENSMUSP00000152308, ENSMUSP00000152257
OG0006427	AT1G20920.1, AT3G09620.2	ENSMUSP00000097078, ENSMUSP00000153328, ENSMUSP00000133245
OG0006429	AT1G21170.2, AT1G76850.1	ENSMUSP00000021785, ENSMUSP00000100010
OG0006430	AT1G77440.1, AT1G21720.1	ENSMUSP00000089519, ENSMUSP00000099436
OG0006431	AT1G31350.2, AT2G24540.1, AT1G30090.1, AT3G61350.1, AT1G55270.1, AT1G27420.1, AT1G67480.1, AT1G22040.1	ENSMUSP00000140332
OG0006433	AT5G20840.1, AT3G43220.1, AT3G14205.1, AT1G22620.1	ENSMUSP00000039598
OG0006434	AT1G24050.1, AT1G70220.1	ENSMUSP00000021297, ENSMUSP00000102774
OG0006435	AT1G24290.1	ENSMUSP00000021832
OG0006437	AT1G26170.1	ENSMUSP00000124210, ENSMUSP00000124779, ENSMUSP00000036093
OG0006440	AT1G28350.1, AT2G33840.1	ENSMUSP00000101669
OG0006441	AT2G34080.1, AT1G29090.1, AT1G29110.1, AT1G29080.1, AT3G49340.1, AT2G27420.1	ENSMUSP00000015664
OG0006442	AT1G30070.2	ENSMUSP00000014370, ENSMUSP00000142252
OG0006443	AT1G30550.2, AT1G30545.2, AT1G45231.2	ENSMUSP00000054112
OG0006444	AT1G31170.4	ENSMUSP00000046196
OG0006446	AT1G33400.2	ENSMUSP00000047505
OG0006451	AT1G48550.1	ENSMUSP00000156097, ENSMUSP00000023615
OG0006452	AT1G50670.1	ENSMUSP00000055318
OG0006454	AT1G53780.2, AT1G53750.1	ENSMUSP00000030769
OG0006455	AT1G53850.1, AT3G14290.1	ENSMUSP00000088057
OG0006458	AT1G54150.1, AT1G63900.1, AT1G59560.1	ENSMUSP00000101441, ENSMUSP00000039604, ENSMUSP00000101439
OG0006459	AT1G54490.1, AT5G42540.2, AT1G75660.1	ENSMUSP00000028921
OG0006461	AT5G30495.1, AT1G54770.1	ENSMUSP00000045043
OG0006463	AT1G59600.1	ENSMUSP00000052042, ENSMUSP00000123406
OG0006464	AT1G60660.1, AT5G09680.3	ENSMUSP00000133918, ENSMUSP00000126119
OG0006465	AT1G61040.1	ENSMUSP00000028767
OG0006468	AT1G63210.1, AT1G65440.1	ENSMUSP00000002121
OG0006471	AT1G65820.3	ENSMUSP00000028005
OG0006474	AT1G72560.1	ENSMUSP00000043488, ENSMUSP00000151722, ENSMUSP00000151828
OG0006475	AT1G73960.1	ENSMUSP00000043733
OG0006476	AT1G75330.1	ENSMUSP00000111190, ENSMUSP00000056152
OG0006477	AT1G75850.1, AT3G51310.1, AT2G17790.1	ENSMUSP00000034131
OG0006478	AT1G76170.7, AT2G44270.1	ENSMUSP00000036770
OG0006479	AT2G01720.1, AT1G76400.1	ENSMUSP00000032143
OG0006480	AT1G79260.2	ENSMUSP00000139747, ENSMUSP00000143943, ENSMUSP00000140761, ENSMUSP00000108526
OG0006482	AT2G01350.1	ENSMUSP00000032912
OG0006483	AT2G02560.1	ENSMUSP00000075377, ENSMUSP00000020315
OG0006484	AT2G03390.1	ENSMUSP00000035506, ENSMUSP00000143873, ENSMUSP00000144071
OG0006488	ATMG00730.1, AT2G07687.1	ENSMUSP00000080997
OG0006489	AT2G07690.1	ENSMUSP00000126135, ENSMUSP00000148525, ENSMUSP00000148648
OG0006491	AT2G14825.1	ENSMUSP00000149020, ENSMUSP00000118675
OG0006492	AT2G15270.1	ENSMUSP00000120639, ENSMUSP00000117902, ENSMUSP00000120659
OG0006494	AT2G16370.1, AT2G21550.1, AT4G34570.1	ENSMUSP00000026846
OG0006495	AT2G17250.1	ENSMUSP00000038263
OG0006496	AT2G17630.1, AT4G35630.1	ENSMUSP00000025542, ENSMUSP00000125340
OG0006497	AT2G19540.1	ENSMUSP00000103351, ENSMUSP00000116252
OG0006499	AT2G20580.1, AT4G28470.1	ENSMUSP00000007212
OG0006500	AT2G21790.1	ENSMUSP00000033283
OG0006502	AT2G24990.1, AT5G37350.1	ENSMUSP00000021866
OG0006503	AT2G25730.2	ENSMUSP00000151290, ENSMUSP00000021547, ENSMUSP00000151280
OG0006505	AT5G64370.1	ENSMUSP00000049342
OG0006506	AT2G27900.1	ENSMUSP00000128323, ENSMUSP00000125872, ENSMUSP00000001412
OG0006510	AT2G32600.1	ENSMUSP00000116478, ENSMUSP00000114164, ENSMUSP00000117160
OG0006511	AT4G20870.1, AT2G34770.1	ENSMUSP00000043597
OG0006512	AT2G35720.1	ENSMUSP00000051643, ENSMUSP00000122140, ENSMUSP00000119604
OG0006513	AT2G39260.1	ENSMUSP00000119348, ENSMUSP00000058375
OG0006514	AT2G39990.1	ENSMUSP00000033342
OG0006515	AT2G41490.1, AT3G57220.1	ENSMUSP00000056282
OG0006516	AT2G44510.1, AT5G03830.1	ENSMUSP00000033282
OG0006517	AT2G45695.1, AT3G61113.1	ENSMUSP00000088676
OG0006518	AT2G45730.1	ENSMUSP00000044687
OG0006519	AT2G47300.2	ENSMUSP00000052654, ENSMUSP00000078037
OG0006520	AT3G03750.2	ENSMUSP00000048225
OG0006521	AT3G03960.1	ENSMUSP00000026704, ENSMUSP00000135651
OG0006522	AT3G05480.3	ENSMUSP00000137976, ENSMUSP00000025740
OG0006523	AT3G05760.1	ENSMUSP00000001419
OG0006524	AT5G18800.1, AT3G06310.1	ENSMUSP00000065352
OG0006525	AT5G49020.1, AT3G06930.2	ENSMUSP00000111053, ENSMUSP00000034703, ENSMUSP00000111052
OG0006526	AT5G23070.1, AT3G07800.1	ENSMUSP00000026661
OG0006527	AT3G07930.3	ENSMUSP00000144930
OG0006528	AT3G08850.1, AT5G01770.1	ENSMUSP00000026671
OG0006529	AT3G08960.1	ENSMUSP00000079667, ENSMUSP00000140046
OG0006530	AT3G10380.1	ENSMUSP00000087859, ENSMUSP00000110732, ENSMUSP00000051965
OG0006531	AT3G10640.1, AT5G04850.2	ENSMUSP00000030128
OG0006533	AT3G12040.1	ENSMUSP00000121960, ENSMUSP00000118208, ENSMUSP00000020528
OG0006534	AT3G12170.2, AT5G06910.1	ENSMUSP00000112703, ENSMUSP00000022345
OG0006535	AT3G12530.1	ENSMUSP00000034278
OG0006537	AT3G13235.1	ENSMUSP00000053223, ENSMUSP00000099542
OG0006538	AT3G14400.1	ENSMUSP00000102427, ENSMUSP00000075822, ENSMUSP00000102505, ENSMUSP00000078323, ENSMUSP00000073107, ENSMUSP00000068997, ENSMUSP00000051716, ENSMUSP00000147776
OG0006539	AT3G14700.1, AT5G16780.1	ENSMUSP00000047397
OG0006540	AT3G18940.1	ENSMUSP00000025418
OG0006542	AT5G27990.1, AT3G22510.1	ENSMUSP00000108303, ENSMUSP00000026295, ENSMUSP00000131835
OG0006544	AT3G22990.1	ENSMUSP00000135829, ENSMUSP00000093969
OG0006545	AT3G25660.1	ENSMUSP00000020012
OG0006546	AT3G27240.1, AT5G40810.1	ENSMUSP00000155655, ENSMUSP00000023210
OG0006547	AT3G27530.1	ENSMUSP00000031355, ENSMUSP00000144592
OG0006548	AT3G28670.2	ENSMUSP00000107544, ENSMUSP00000006167, ENSMUSP00000095152, ENSMUSP00000095153, ENSMUSP00000092050
OG0006549	AT3G29390.1	ENSMUSP00000142760, ENSMUSP00000029696, ENSMUSP00000142353, ENSMUSP00000142773
OG0006550	AT3G33520.1	ENSMUSP00000020109
OG0006551	AT3G44050.1	ENSMUSP00000150678, ENSMUSP00000035490
OG0006552	AT3G45740.1	ENSMUSP00000074775
OG0006554	AT3G49100.1	ENSMUSP00000106647, ENSMUSP00000027792
OG0006555	AT3G55400.1	ENSMUSP00000049770
OG0006556	AT3G55830.1	ENSMUSP00000102110, ENSMUSP00000102111, ENSMUSP00000029575
OG0006557	AT3G57660.1	ENSMUSP00000145553, ENSMUSP00000146166, ENSMUSP00000060858
OG0006558	AT3G57910.1	ENSMUSP00000156550, ENSMUSP00000126814
OG0006559	AT4G27650.1, AT3G58390.1	ENSMUSP00000104849
OG0006560	AT3G62080.2	ENSMUSP00000047700
OG0006561	AT4G00231.1	ENSMUSP00000132450
OG0006562	AT4G00590.1	ENSMUSP00000039546, ENSMUSP00000096907, ENSMUSP00000105706
OG0006563	AT4G04940.1	ENSMUSP00000132189, ENSMUSP00000052465
OG0006564	AT4G08900.1, AT4G08870.1	ENSMUSP00000040853
OG0006565	AT4G09012.1, AT5G39800.1, AT5G40080.1	ENSMUSP00000141974, ENSMUSP00000043561
OG0006566	AT4G09980.1	ENSMUSP00000029759, ENSMUSP00000134198, ENSMUSP00000087848, ENSMUSP00000133741
OG0006567	AT4G10050.1	ENSMUSP00000146716, ENSMUSP00000032963
OG0006568	AT4G10110.1	ENSMUSP00000149397, ENSMUSP00000150767
OG0006569	AT4G10180.1	ENSMUSP00000032839, ENSMUSP00000103054, ENSMUSP00000145597
OG0006570	AT4G23330.1, AT4G11420.1	ENSMUSP00000025955
OG0006571	AT4G14110.1	ENSMUSP00000035884, ENSMUSP00000139836
OG0006572	AT4G14790.1, AT5G39840.1	ENSMUSP00000137905, ENSMUSP00000020273
OG0006573	AT4G15890.1	ENSMUSP00000072871, ENSMUSP00000150938, ENSMUSP00000083374
OG0006575	AT4G28450.1	ENSMUSP00000144194, ENSMUSP00000022909
OG0006576	AT4G28830.1	ENSMUSP00000050907
OG0006577	AT4G29380.1	ENSMUSP00000067400, ENSMUSP00000139427
OG0006578	AT4G30480.2	ENSMUSP00000104901, ENSMUSP00000040779
OG0006579	AT4G30840.1	ENSMUSP00000155325, ENSMUSP00000046732
OG0006580	AT4G31160.1	ENSMUSP00000123865, ENSMUSP00000060025, ENSMUSP00000125730
OG0006581	AT4G31200.1	ENSMUSP00000148273, ENSMUSP00000078469
OG0006582	AT4G32050.1	ENSMUSP00000030637, ENSMUSP00000101722
OG0006584	AT4G34270.1	ENSMUSP00000141708, ENSMUSP00000037514, ENSMUSP00000142327
OG0006585	AT4G38890.1	ENSMUSP00000007747
OG0006587	AT5G05560.2	ENSMUSP00000014499, ENSMUSP00000105962
OG0006588	AT5G05660.1	ENSMUSP00000114355, ENSMUSP00000074481, ENSMUSP00000084467
OG0006589	AT5G05920.1	ENSMUSP00000077733
OG0006590	AT5G07370.1, AT5G61760.1	ENSMUSP00000113083, ENSMUSP00000120073, ENSMUSP00000112568, ENSMUSP00000078240
OG0006591	AT5G07590.1	ENSMUSP00000030895, ENSMUSP00000118548
OG0006592	AT5G08335.1, AT5G23320.2	ENSMUSP00000043390
OG0006593	AT5G23575.1, AT5G08500.1	ENSMUSP00000051293
OG0006594	AT5G09230.7	ENSMUSP00000107698, ENSMUSP00000107697
OG0006596	AT5G09920.1	ENSMUSP00000157052, ENSMUSP00000025106
OG0006597	AT5G10940.1	ENSMUSP00000101526, ENSMUSP00000040647
OG0006598	AT5G11900.1	ENSMUSP00000126174, ENSMUSP00000023869
OG0006599	AT5G12220.1	ENSMUSP00000078901, ENSMUSP00000109495
OG0006600	AT5G12410.1	ENSMUSP00000033236
OG0006601	AT5G14530.1, AT5G66240.2	ENSMUSP00000020490
OG0006602	AT5G16750.1	ENSMUSP00000117818, ENSMUSP00000120911
OG0006603	AT5G16850.1	ENSMUSP00000152646, ENSMUSP00000152750, ENSMUSP00000022104
OG0006604	AT5G18420.2	ENSMUSP00000003219, ENSMUSP00000125638, ENSMUSP00000141388
OG0006605	AT5G19180.1	ENSMUSP00000130954, ENSMUSP00000086701
OG0006606	AT5G19680.1	ENSMUSP00000021822, ENSMUSP00000020094, ENSMUSP00000100922
OG0006607	AT5G20600.1	ENSMUSP00000123044, ENSMUSP00000058785, ENSMUSP00000080085
OG0006608	AT5G23395.1	ENSMUSP00000130711, ENSMUSP00000041380
OG0006609	AT5G25754.1, AT5G25757.1	ENSMUSP00000038839
OG0006610	AT5G26180.1	ENSMUSP00000000940
OG0006611	AT5G27740.1	ENSMUSP00000039621
OG0006612	AT5G37055.1	ENSMUSP00000120331, ENSMUSP00000106720, ENSMUSP00000106719, ENSMUSP00000115929, ENSMUSP00000034953, ENSMUSP00000083103
OG0006613	AT5G37370.1	ENSMUSP00000029480, ENSMUSP00000142929, ENSMUSP00000143724
OG0006614	AT5G37630.1	ENSMUSP00000112871
OG0006615	AT5G37830.1	ENSMUSP00000131967, ENSMUSP00000129100, ENSMUSP00000023222
OG0006616	AT5G37850.1	ENSMUSP00000038540
OG0006617	AT5G40820.2	ENSMUSP00000149953, ENSMUSP00000034980
OG0006618	AT5G44740.2	ENSMUSP00000024749, ENSMUSP00000156401
OG0006619	AT5G47010.1	ENSMUSP00000075089, ENSMUSP00000148927
OG0006620	AT5G47720.2, AT5G48230.2	ENSMUSP00000034547
OG0006621	AT5G49030.3	ENSMUSP00000027921, ENSMUSP00000106603, ENSMUSP00000106601
OG0006622	AT5G49510.1	ENSMUSP00000033540, ENSMUSP00000109704
OG0006623	AT5G51130.1	ENSMUSP00000143201, ENSMUSP00000031740, ENSMUSP00000118688
OG0006624	AT5G51410.1	ENSMUSP00000103451, ENSMUSP00000021226, ENSMUSP00000129919, ENSMUSP00000103450
OG0006625	AT5G51540.1	ENSMUSP00000153502, ENSMUSP00000153184, ENSMUSP00000153374, ENSMUSP00000069840
OG0006626	AT5G52820.1	ENSMUSP00000099502
OG0006627	AT5G53000.1	ENSMUSP00000050818, ENSMUSP00000033570
OG0006628	AT5G53850.5	ENSMUSP00000011055
OG0006629	AT5G58220.1	ENSMUSP00000147522, ENSMUSP00000026554, ENSMUSP00000140559, ENSMUSP00000101665, ENSMUSP00000147888, ENSMUSP00000147435
OG0006630	AT5G58450.1	ENSMUSP00000120970, ENSMUSP00000038977, ENSMUSP00000134345
OG0006631	AT5G61500.1	ENSMUSP00000023343
