Orthogroup	arabidopsis	neurospora
OG0002054	AT4G13360.1, AT3G24360.1, AT4G31810.1, AT3G60510.3, AT2G30650.1, AT2G30660.1, AT5G65940.1, AT1G06550.1	EAA31887
OG0002058	AT5G22440.1, AT1G08360.1, AT2G27530.1	EAA28529
OG0002060	AT1G10520.1	EAA34676, EAA32171
OG0002061	AT1G11870.2	EAA33936
OG0002062	AT1G11930.1, AT4G26860.2	EAA26782
OG0002064	AT1G13700.1, AT5G24400.1, AT5G24410.1, AT5G24420.1, AT3G49360.1	EAA27975
OG0002066	AT1G15310.1, AT1G48900.1, AT5G49500.1	EAA31407
OG0002067	AT4G04640.1, AT1G15700.1, AT2G33040.1	EAA29655
OG0002069	AT1G79010.1, AT1G16700.1	ESA42320
OG0002070	AT1G16820.1, AT1G78900.1	EAA32337
OG0002071	AT4G34200.1, AT3G19480.1, AT1G17745.2	EAA26763
OG0002072	AT1G73570.1, AT1G18260.1	EAA36464
OG0002073	AT1G18540.1, AT1G74050.1, AT1G74060.1	EAA36244
OG0002074	AT2G36360.4, AT5G04420.1, AT5G27630.3, AT3G05420.2, AT5G18590.1, AT1G74150.1, AT1G18610.1	EAA35784
OG0002076	AT5G47510.4, AT1G55690.1, AT5G56160.1, AT3G24840.3, AT1G75370.2, AT1G19650.1, AT4G39170.1, AT2G21520.2, AT4G36490.1, AT2G18180.1, AT4G39180.1, AT2G21540.1, AT4G34580.1, AT2G16380.1	EAA33242, EAA30671
OG0002078	AT1G21760.1	EAA34959
OG0002079	AT5G35790.1, AT1G24280.1, AT5G13110.1, AT3G27300.4, AT5G40760.1	EAA29084
OG0002080	AT1G25380.1, AT2G47490.1	EAA31572
OG0002080	AT5G66380.1	EAA31904
OG0002081	AT1G28120.1	EAA36499
OG0002082	AT1G28260.1	EAA36515
OG0002083	AT3G25040.1, AT1G29330.1	EAA36078, EAA34376
OG0002085	AT1G34065.1, AT4G39460.1	EAA33207, EAA26969
OG0002086	AT1G61580.1, AT1G43170.1	EAA34081
OG0002087	AT2G46470.1, AT5G62050.1	EAA32478
OG0002089	AT1G55310.3, AT3G13570.1	ESA42256
OG0002090	AT5G03160.1	EAA27447
OG0002091	AT2G30970.1	ESA43709
OG0002091	AT4G31990.3, AT5G11520.1, AT1G62800.2, AT5G19550.1	EAA33221
OG0002092	AT1G64190.1, AT5G41670.1, AT3G02360.1	EAA35723
OG0002093	AT5G42040.1, AT1G64520.1	EAA28646
OG0002095	AT1G72370.1, AT3G04770.1	EAA27604
OG0002096	AT1G74260.1	EAA32798
OG0002097	AT2G03120.1	EAA35493
OG0002098	AT2G04390.1, AT5G04800.1, AT2G05220.1, AT3G10610.1	EAA32599
OG0002099	AT3G51190.1, AT2G18020.1, AT4G36130.1	EAA28063
OG0002102	AT2G22870.1, AT5G11480.1, AT5G58370.2	EAA26841
OG0002105	AT4G32530.2, AT2G25610.2	EAA35213
OG0002106	AT4G33010.1, AT2G26080.1	EAA35833
OG0002107	AT2G26470.1	EAA27334
OG0002108	AT2G36200.2, AT3G45850.1, AT2G28620.1, AT2G37420.1	EAA35517
OG0002109	AT2G31970.1	EAA34582
OG0002111	AT3G28155.1, AT2G35630.1	EAA27710
OG0002112	AT2G39030.1, AT2G39020.1	EAA33733
OG0002113	AT2G40770.1	EAA31496
OG0002114	AT5G16440.1, AT3G02780.1	EAA32733
OG0002117	AT3G05000.1	EAA33692
OG0002118	AT3G06580.1	EAA32530
OG0002121	AT3G07890.1	EAA27689, EAA26658
OG0002122	AT3G08530.1, AT3G11130.1	EAA36405
OG0002123	AT4G26600.5, AT5G55920.1	EAA36406
OG0002124	AT3G15290.1	EAA29536
OG0002125	AT3G17205.1	EAA31190
OG0002127	AT3G20630.1	EAA32310, EAA30801
OG0002128	AT3G20650.1	EAA28374
OG0002130	AT3G44620.2	EAA28803
OG0002131	AT5G42300.1, AT3G45180.1	ESA43509
OG0002132	AT3G46940.2	EDO64923
OG0002133	AT3G47630.2	EAA28270
OG0002134	AT3G48570.1, AT5G50460.1	EAA32047
OG0002135	AT3G51980.1	EAA31494
OG0002136	AT3G52390.2	EAA27581
OG0002137	AT3G55360.1	EAA27061
OG0002138	AT4G00755.1	EAA27887, EAA33589
OG0002139	AT4G00800.1	EAA36449
OG0002140	AT5G14220.4, AT4G01690.1	ESA44110
OG0002141	AT4G02030.2	EAA30310
OG0002142	AT4G05590.2, AT4G14695.1, AT4G22310.1	EAA35325
OG0002143	AT4G11820.2	EAA28325
OG0002144	AT4G17020.3	EAA31249
OG0002145	AT4G22330.1	EAA36120
OG0002146	AT4G23860.1	EAA31738
OG0002147	AT4G24040.1	EAA35900
OG0002149	AT4G30890.1	EAA31344
OG0002151	AT5G02310.1	EAA36098
OG0002152	AT5G11340.1	EAA35501
OG0002153	AT5G11770.1	EAA28356
OG0002154	AT5G13050.1	EAA33151
OG0002155	AT5G17410.2	EAA32831
OG0002156	AT5G18400.2	EAA31725
OG0002157	AT5G23290.1	EAA36114
OG0002158	AT5G23300.1	EAA31728, EAA32568
OG0002159	AT5G27450.1	EAA32124
OG0002161	AT5G54260.2	EAA34355
OG0002162	AT5G65720.1	EAA29943
OG0002279	AT5G09890.2, AT4G33080.1, AT1G30640.1, AT1G03920.1, AT2G20470.1	EAA34498, EAA32914
OG0002282	AT1G04950.1, AT1G54360.6	EAA29314
OG0002283	AT1G05055.1	EAA27379
OG0002284	AT2G42450.1, AT1G05790.3	EAA36296
OG0002285	AT2G42650.1, AT3G58660.1, AT1G06380.1	EDO65101
OG0002287	AT2G47810.1, AT1G09030.1, AT2G13570.1, AT5G47640.1, AT4G14540.1, AT3G53340.1, AT2G37060.1, AT2G38880.11	ESA44398
OG0002288	AT1G26690.1, AT1G69460.1, AT2G03290.1, AT2G03040.1, AT1G14010.1, AT3G29070.1, AT1G09580.1, AT1G57620.1, AT1G21900.1, AT3G10780.1	EAA32192
OG0002289	AT1G09730.1, AT4G33620.1, AT3G48480.1	ESA42561
OG0002290	AT4G16370.1, AT5G64410.1, AT1G09930.1, AT4G27730.1, AT5G53510.1, AT5G53520.1, AT4G10770.1, AT4G26590.1, AT5G55930.1	EDO65397, EAA35341, EAA33150, EAA34000, EAA32547, ESA42039
OG0002291	AT1G30360.1, AT1G58520.1, AT1G10090.1, AT1G69450.3, AT3G01100.4, AT3G54510.2, AT4G04340.1, AT4G22120.1, AT1G62320.3, AT1G11960.1, AT3G21620.1, AT4G15430.1, AT4G02900.1, AT1G32090.1	EAA32868, EAA35709
OG0002292	AT1G63050.1, AT1G12640.1	EAA33770
OG0002299	AT1G16970.1	EAA33267
OG0002300	AT1G17820.1, AT1G73200.1	EAA34995
OG0002301	AT1G18640.2	EAA35633
OG0002305	AT1G24470.1, AT1G67730.1	EAA27795
OG0002306	AT4G13590.1, AT5G36290.1, AT1G68650.1, AT1G25520.1	EAA35619
OG0002309	AT1G30590.2, AT2G34750.1, AT2G39240.1	EAA35446
OG0002310	AT2G35020.1, AT1G31070.2	EAA34867
OG0002312	AT1G36020.1, AT1G35530.2	EAA34786
OG0002313	AT1G36240.1, AT1G77940.1, AT3G18740.1	EAA31549
OG0002316	AT1G50940.1	EAA33438
OG0002317	AT3G54560.1, AT2G38810.1, AT1G52740.1	ESA43531
OG0002318	AT2G39445.1, AT1G61280.1	ESA43912
OG0002319	AT1G61620.1	EAA29035
OG0002320	AT2G21390.1, AT1G62020.1	EAA28645
OG0002321	AT4G22340.3, AT1G62430.1, AT4G26770.1	EAA29473
OG0002322	AT4G27630.3, AT1G64990.1	EAA27756
OG0002323	AT1G65650.1, AT5G16310.1	EAA32244
OG0002324	AT1G68310.1, AT3G09380.1, AT3G50845.1	ESA43916
OG0002325	AT1G69770.1, AT1G80740.1, AT4G19020.1, AT4G13610.1, AT4G08990.1, AT4G14140.2, AT5G49160.1	ESA43828, EAA30655
OG0002326	AT4G17300.2, AT3G07420.1, AT1G70980.1, AT5G56680.1, AT5G38750.1	EAA28839
OG0002328	AT1G71790.1	EAA34514
OG0002330	AT1G73020.1	EAA32665
OG0002332	AT1G78010.1	EAA32069
OG0002333	AT2G01120.2	EAA33294
OG0002334	AT2G01490.1	EAA31616
OG0002335	AT2G03780.1	EAA30586
OG0002336	AT2G04630.1, AT5G51940.1	EDO65394
OG0002337	AT2G05170.1	EAA34009
OG0002338	ATMG00220.1, AT2G07727.1	AGG16002
OG0002339	AT2G16440.1	EAA36434
OG0002340	AT2G17975.1, AT3G15680.1, AT5G25490.1, AT2G26695.1	ESA42587
OG0002341	AT2G18290.1	ESA43705
OG0002343	AT2G19385.1	ESA44083
OG0002345	AT4G16690.1, AT5G58310.1, AT3G10870.1, AT4G37140.1, AT5G10300.1, AT3G50440.1, AT2G23620.1, AT2G23600.2, AT2G23590.1, AT2G23610.1, AT2G23570.1, AT2G23550.4, AT2G23580.1, AT2G23560.1, AT4G37150.1	EAA28807
OG0002347	AT2G26800.2	EAA34006
OG0002348	AT2G27970.1, AT2G27960.1	EAA35370
OG0002349	AT5G26030.1, AT2G30390.2	EAA33268
OG0002350	AT2G31955.1	EAA26553
OG0002351	AT2G37600.1, AT3G53740.2, AT5G02450.1	EAA35243
OG0002352	AT5G45920.1, AT5G62930.2, AT3G11210.1, AT2G38180.1	EAA28047
OG0002353	AT5G02610.2, AT2G39390.1, AT3G09500.1, AT3G55170.1	EDO65318
OG0002354	AT2G43030.1, AT3G17465.1	EAA34285
OG0002355	AT2G45640.1	EAA27436
OG0002356	AT3G03790.3	EAA31161
OG0002357	AT3G05520.2	EAA28314
OG0002358	AT3G05540.1, AT3G16640.1	EAA28119
OG0002360	AT5G12210.1, AT3G12070.1	EAA35820
OG0002361	AT3G60500.1, AT3G12990.1	EAA28569
OG0002362	AT3G16565.3	EAA34851
OG0002363	AT5G39400.1, AT3G50110.1, AT3G19420.1	EAA33373
OG0002364	AT5G09320.1, AT3G19770.1	ESA43165, ESA43016
OG0002365	AT3G21350.2	EAA31962
OG0002366	AT4G15165.1, AT3G22110.1	EAA29550
OG0002367	AT3G23890.1	ESA42912
OG0002368	AT3G24200.2	EAA36431
OG0002369	AT5G39740.1, AT3G25520.1	EAA31342
OG0002370	AT5G22950.1, AT3G45000.1	EAA27233
OG0002371	AT3G47370.1, AT5G62300.1, AT3G45030.1	EAA30003
OG0002372	AT3G47810.1	EAA26683
OG0002373	AT5G37680.1, AT3G49860.1, AT3G49870.1, AT5G67560.1	EAA35590
OG0002374	AT3G55480.2	EAA33040
OG0002375	AT3G57050.1	EAA34571, EAA33421
OG0002376	AT5G49060.1, AT5G05750.1, AT3G57340.1	EAA27208
OG0002377	AT3G59410.2	EAA32317
OG0002378	AT3G61620.1	EAA35119
OG0002378	AT4G27490.1	EAA33460
OG0002380	AT4G01860.1	EAA35803
OG0002383	AT4G10100.1	EAA36042
OG0002385	AT4G16700.1	EAA32235
OG0002386	AT4G18100.1, AT5G46430.1	EAA27547
OG0002387	AT4G24440.1	EAA35214
OG0002388	AT5G57440.1, AT4G25840.1	EAA32779
OG0002389	AT4G29860.1	EDO65236
OG0002390	AT4G38495.1	EAA32997
OG0002391	AT5G19930.1	EDO65137
OG0002392	AT5G20090.1	EAA27001, EAA36402
OG0002393	AT5G22080.1	ESA42834
OG0002395	AT5G27720.1	EAA33089
OG0002396	AT5G48870.1	ESA42458
OG0002397	AT5G57450.1	EAA27958
OG0002398	AT5G60340.1	EDO65439
OG0002399	AT5G63610.1	ESA42736
OG0002400	AT5G63960.2	EAA32322
OG0002401	ATMG00070.1	EAA28453
OG0002545	AT1G01020.1, AT4G01510.5	ESA42857
OG0002546	AT5G47700.1, AT4G00810.1, AT1G01100.1, AT5G24510.1	EAA31448
OG0002549	AT3G04720.1, AT4G01700.1, AT1G02360.3, AT3G12500.1, AT3G16920.2, AT1G05850.1, AT3G47540.2, AT2G43580.1, AT2G43590.1, AT3G54420.1, AT2G43570.1, AT2G43610.1, AT2G43620.1, AT2G43600.2, AT1G56680.2	ESA43749
OG0002550	AT4G16030.1, AT1G02780.1, AT4G02230.1, AT3G16780.1	EAA30828
OG0002553	AT4G03320.1, AT1G04940.1, AT1G04945.3	EAA27064
OG0002554	AT1G04980.1, AT2G32920.1, AT2G47470.1	EAA32279
OG0002555	AT1G05590.1	ESA44113
OG0002556	AT3G47830.1	EAA35421
OG0002556	AT1G05900.2, AT2G31450.1	EAA31463
OG0002557	AT4G21490.1, AT4G05020.2, AT2G20800.1, AT4G28220.1	EAA32649
OG0002557	AT1G07180.1, AT2G29990.1	EAA27430
OG0002559	AT1G60750.1, AT1G10810.1, AT1G60710.1, AT1G60730.3, AT1G60690.1, AT1G60680.1	EAA29677, EAA36376, EAA29250, EAA32737
OG0002562	AT1G12960.1, AT1G70600.1, AT1G23290.1	EAA31959
OG0002563	AT1G14360.1, AT2G02810.1	EDO65118
OG0002564	AT1G64170.1, AT4G23700.1, AT5G41610.1, AT3G17630.1, AT3G53720.1, AT2G13620.1, AT1G79400.1, AT1G16380.1, AT3G52080.1	EAA31097
OG0002565	AT1G17220.1, AT4G11160.2	EAA30729
OG0002573	AT1G22840.1, AT4G10040.1	EAA27250
OG0002574	AT1G22882.1, AT1G71360.2, AT4G23950.2	EAA28007
OG0002575	AT5G57300.1	EAA30943
OG0002577	AT1G26160.1, AT2G23820.2	EAA27803
OG0002578	AT1G26570.1, AT5G39320.1, AT3G29360.1, AT5G15490.1, AT3G01010.1	ESA42780, EAA30082
OG0002579	AT1G27520.1	EAA34492
OG0002583	AT4G10360.1, AT4G19645.1, AT1G31300.1	EAA36128
OG0002586	AT5G06680.1, AT1G37010.1	EAA31729
OG0002588	AT1G48030.1, AT3G17240.1	EAA30299
OG0002588	AT4G16155.1, AT3G16950.2	ESA42370
OG0002589	AT1G48510.3, AT3G17910.1	EAA35285
OG0002592	AT1G54250.1, AT3G59600.1	EAA33464
OG0002594	AT1G60430.1	EAA30447
OG0002595	AT3G06050.1	EAA34964
OG0002595	AT3G52960.1, AT1G60740.1, AT1G65970.1, AT1G65980.1	EAA29991
OG0002600	AT1G71800.1	EAA35252
OG0002601	AT1G71860.1	EAA34119
OG0002602	AT1G73180.1	EAA30725
OG0002605	AT1G77720.1	EAA35935
OG0002606	AT1G78280.1, AT5G06550.1	EAA29184
OG0002607	AT1G80410.2	EAA33216
OG0002608	AT1G80500.1	EDO65406
OG0002609	AT3G13580.1, AT2G44120.2, AT2G01250.1	EAA33714
OG0002610	AT2G03690.1	EAA35280
OG0002611	AT2G04900.1	ESA42324
OG0002613	AT5G18380.1, AT2G09990.1, AT3G04230.1	EAA35592
OG0002614	AT5G40950.1, AT5G15220.1, AT2G16930.1	EAA31755
OG0002615	AT5G07090.1, AT2G17360.1, AT5G58420.1	EAA35015
OG0002616	AT2G17930.1, AT4G36080.1	EAA31700
OG0002617	AT2G18250.1	EAA30383
OG0002618	AT3G47610.1	EAA29876
OG0002619	AT2G22530.1	EAA33695
OG0002620	AT3G58130.1, AT2G27340.2	EAA29269
OG0002622	AT2G28390.1	EAA29928
OG0002624	AT2G36300.1, AT3G52760.1	EAA31240
OG0002625	AT5G54200.1, AT3G15470.1, AT5G02430.1, AT2G37670.2	ESA43121
OG0002626	AT5G13860.1, AT3G12400.2, AT2G38830.1	EAA30492
OG0002627	AT2G41530.1	EAA27160
OG0002628	AT3G59540.1, AT2G43460.1	EAA32126
OG0002631	AT2G45270.1	EAA34714
OG0002632	AT2G47770.1	EAA35221
OG0002633	AT3G63000.1, AT2G47970.1	ESA43954
OG0002634	AT3G02040.1, AT5G41080.1, AT5G43300.1	EAA27934
OG0002635	AT3G02200.2, AT5G15610.1	EAA35233
OG0002636	AT5G18930.1, AT3G02470.1, AT5G15950.1, AT3G25570.1, AT3G17717.1	EAA32459
OG0002637	AT3G04970.1	EAA26840
OG0002638	AT3G05090.1	EAA26970
OG0002639	AT3G07100.1	EAA30475
OG0002640	AT3G08950.1	EAA35347
OG0002641	AT3G10090.1, AT5G03850.1, AT5G64140.1	EAA31325
OG0002642	AT3G10530.1	EAA27715
OG0002643	AT3G15080.1	EAA32980
OG0002644	AT3G16680.1, AT5G57980.1, AT3G22320.1	EAA32840
OG0002645	AT3G18290.1, AT3G62970.1, AT5G18650.1, AT5G25560.3, AT5G22920.1	EAA34290
OG0002646	AT3G18790.1	EAA36568
OG0002649	AT3G26730.1	ESA42226
OG0002650	AT4G33865.1, AT3G44010.1, AT3G43980.1	EAA32278
OG0002651	AT3G49010.1, AT3G48960.1, AT5G23900.1	EAA31280
OG0002652	AT3G49640.1	EAA35907
OG0002653	AT3G55160.1	EAA28022
OG0002654	AT4G02350.1, AT3G56640.1	EAA28005
OG0002655	AT3G57110.1, AT5G60370.1	EAA26672
OG0002656	AT3G58140.1	EAA27725
OG0002657	AT3G59650.2	EAA29826
OG0002658	AT3G61710.1	ESA44038
OG0002659	AT4G01660.1	EAA31976
OG0002660	AT4G04930.1	EAA31373
OG0002662	AT4G18593.1	EAA30414
OG0002663	AT4G19006.2, AT5G45620.1	EAA30559
OG0002664	AT4G22440.1, AT4G24300.1	EAA27354
OG0002665	AT5G39770.1, AT4G30870.1	EAA34672
OG0002666	AT4G32700.2	EAA28950
OG0002667	AT4G35520.2	EAA33962
OG0002668	AT4G36400.1	EAA28096
OG0002669	AT4G38090.1	EAA29525, EDO65206
OG0002671	AT4G39690.1	EAA35574
OG0002673	AT5G03500.6, AT5G03220.1	EAA29552
OG0002674	AT5G08160.1	EAA29247
OG0002675	AT5G10780.2	EAA32655
OG0002676	AT5G10790.1	EAA30560
OG0002679	AT5G11560.1	EAA36518
OG0002681	AT5G37130.1, AT5G17270.1	EAA29488
OG0002682	AT5G20990.1	ESA42827
OG0002683	AT5G49570.1	ESA44291
OG0002684	AT5G50810.1	EDO65121
OG0002685	AT5G52210.1	ESA43345
OG0002686	AT5G55310.1, AT5G55300.2	ESA44117
OG0002687	AT5G58240.1	EAA33270
OG0002688	AT5G62030.1	ESA43685
OG0002887	AT5G60730.1, AT3G10350.2, AT1G01910.1	EAA31661
OG0002889	AT2G06530.1, AT1G03950.1, AT5G44560.1	EAA27463
OG0002890	AT2G18720.1, AT4G18330.2, AT1G04170.1	EAA35230
OG0002891	AT1G04730.1	EAA33235
OG0002898	AT1G09770.1	EAA33398
OG0002899	AT1G10500.1, AT2G36260.1, AT2G16710.3	EAA34332
OG0002908	AT1G80670.1, AT1G15850.1	EAA31842
OG0002909	AT5G62130.2, AT1G16560.1	EAA35581
OG0002910	AT1G16590.1	EAA32701
OG0002911	AT1G78510.1, AT1G17050.1, AT2G34630.2, AT1G36623.1	EAA30713
OG0002912	AT1G17470.1, AT1G72660.1	EAA32313
OG0002912	AT4G39520.1	EAA28039
OG0002913	AT1G18340.1	EAA26981
OG0002914	AT5G16140.1, AT5G38290.2, AT5G19830.1, AT1G18440.1	EAA32446
OG0002917	AT4G35090.1, AT1G20630.1, AT1G20620.6	EAA26998, EAA28590
OG0002918	AT1G76430.1, AT1G20860.2, AT5G43350.1, AT5G43370.1, AT5G43360.1, AT3G54700.1, AT2G38940.1, AT2G32830.1, AT4G08878.1, AT5G43340.1	EAA33302
OG0002918	AT4G08895.1	EAA29632
OG0002919	AT5G61140.2	EAA32659
OG0002919	AT1G20960.1, AT2G42270.1	EAA36222
OG0002920	AT1G76720.2, AT1G76810.1, AT1G21160.1, AT2G27700.2	EAA32491
OG0002921	AT1G71410.1, AT1G22870.1	EAA31052
OG0002924	AT3G58150.1, AT1G28510.1	EAA35456
OG0002925	AT5G45940.1, AT2G33980.3, AT1G28960.1	EAA34970
OG0002927	AT1G30460.1	EAA36020
OG0002928	AT1G31220.1	EAA34727
OG0002928	AT5G47435.1, AT4G17360.1	EAA29074
OG0002929	AT1G33410.2	EAA35891
OG0002930	AT1G47570.1	EAA28092
OG0002931	AT1G48160.1	EAA26541
OG0002934	AT1G50200.2	EAA36461
OG0002936	AT4G27130.1, AT5G54760.1, AT1G54290.1, AT5G54940.1	EAA35109
OG0002938	AT1G57550.1, AT2G38905.1, AT3G05890.1, AT3G05880.1, AT2G24040.1, AT4G28088.1, AT4G30660.1, AT4G30650.1	EAA31761, EAA31469, EAA33343, EAA33259
OG0002939	AT1G60830.1, AT4G36690.1, AT1G60900.1	EAA34808
OG0002940	AT5G61410.1, AT1G63290.1, AT3G01850.1	EAA34485
OG0002941	AT5G02820.1, AT1G63990.1, AT3G13170.1	EAA31791
OG0002943	AT2G07050.1, AT3G45130.2, AT1G78950.2, AT1G78955.1, AT1G78970.1, AT1G78960.1, AT1G66960.2, AT1G78480.1	EAA31790
OG0002945	AT1G71270.1, AT1G71300.1	EAA32674
OG0002946	AT1G73820.2	EAA35737
OG0002948	AT1G76630.2	EAA29354
OG0002949	AT1G78650.1	EAA33432
OG0002951	AT1G79880.1, AT4G32720.1	EAA33272
OG0002953	AT2G06510.1, AT4G19130.2, AT5G45400.1, AT5G61000.1, AT5G08020.1	EAA32097
OG0002958	AT2G19450.1	ESA43238, EAA27340, EAA32064
OG0002959	AT2G19560.1	ESA42830, ESA44132
OG0002960	AT4G23600.1, AT4G23590.1, AT2G24850.1, AT2G20610.1, AT4G28420.2, AT4G28410.1, AT5G36160.1, AT5G53970.1	EAA36438
OG0002961	AT3G55440.1, AT2G21170.1	EAA29827
OG0002962	AT2G22310.1, AT4G39910.1	ESA44137
OG0002964	AT2G25100.1	EAA34136
OG0002965	AT2G26200.1	EAA29954
OG0002967	AT2G26970.1	ESA43994
OG0002968	AT3G28500.1, AT5G40040.1, AT2G27710.1, AT2G27720.2, AT3G44590.1	EAA35936
OG0002969	AT2G28560.1	EAA32757
OG0002971	AT2G29210.1	ESA44091
OG0002973	AT4G08360.1, AT4G08350.1, AT2G34210.1	EAA30040
OG0002974	AT2G38710.1	EAA30739
OG0002975	AT2G39100.1	EAA32973
OG0002976	AT5G16740.1, AT2G41190.1, AT3G09340.1, AT3G09330.1, AT5G02170.1, AT5G02180.1, AT3G54830.1, AT2G39130.1, AT5G15240.1, AT3G28960.1	EAA33846
OG0002977	AT3G55280.1, AT2G39460.1	EAA33841
OG0002979	AT2G40590.1, AT2G40510.1, AT3G56340.1	EAA26707
OG0002980	AT2G40730.1	EAA31833
OG0002981	AT2G40780.1	EAA33024
OG0002982	AT4G10650.1, AT2G41670.1	EAA35045
OG0002983	AT2G42680.1, AT3G58680.1, AT3G24500.1	EAA31454
OG0002984	AT2G42740.1, AT5G45775.2, AT3G58700.1, AT4G18730.1	EAA36404
OG0002985	ATCG01310.1, ATCG00830.1, AT2G44065.1	EAA34614
OG0002986	AT5G09550.1, AT3G59920.1, AT2G44100.1	EAA32823
OG0002987	AT5G23600.1, AT2G45330.1	ESA43214
OG0002988	AT2G47510.1, AT5G50950.1	EAA30218
OG0002989	AT3G29160.1, AT3G01090.2, AT5G39440.1	EAA29429
OG0002990	AT3G02820.2	EAA36253
OG0002991	AT3G03250.2, AT5G17310.2	EAA35217
OG0002992	AT5G49460.1, AT3G06650.1	EAA34390
OG0002993	AT3G09820.1, AT5G03300.1	EAA28064
OG0002994	AT3G10950.1, AT3G60245.1	EAA29371
OG0002995	AT5G08100.1, AT3G16150.1	EAA30932
OG0002996	AT3G19190.2	EAA31372
OG0003001	AT3G42050.1	EAA35895
OG0003002	AT5G60230.2, AT3G45590.1, AT3G45577.1	EAA31786
OG0003004	AT5G23740.1, AT3G48930.1, AT4G30800.1	EAA35725
OG0003005	AT3G49410.1, AT5G24450.1	ESA42470
OG0003007	AT5G27700.1, AT3G53890.1	ESA44410
OG0003009	AT5G28350.1, AT3G61480.2, AT5G28442.1	EDO65316
OG0003010	AT5G58040.1, AT3G66652.1	EAA33545
OG0003011	AT4G01710.1, AT5G65274.1	EAA27488
OG0003012	AT4G04880.2	EAA27466
OG0003013	AT4G04910.1	EAA27598
OG0003015	AT5G13450.1	EAA27281
OG0003017	AT4G10320.1	EAA26778
OG0003018	AT4G10920.1, AT5G09240.2, AT5G09250.4	EAA29049
OG0003019	AT4G16970.1	EDO65431
OG0003021	AT5G53530.1, AT4G27690.1	EAA35892
OG0003022	AT4G31120.1	ESA43657
OG0003024	AT4G32930.2	EAA34198
OG0003026	AT4G34412.1	EAA36381
OG0003027	AT4G35530.1	EAA27970
OG0003030	AT4G38440.1	EAA28789
OG0003033	AT5G09880.1	EAA26642
OG0003034	AT5G59770.1, AT5G10480.3	EAA29777
OG0003035	AT5G11500.1	EAA34286
OG0003036	AT5G11980.1	EAA36125
OG0003037	AT5G18200.1	EAA27793
OG0003039	AT5G27970.2	EAA30877
OG0003041	AT5G36790.1, AT5G36700.1, AT5G47760.1	EAA27976
OG0003042	AT5G38460.1	EAA35258
OG0003043	AT5G42890.1	EAA31640
OG0003044	AT5G43430.4	EAA32747
OG0003045	AT5G44200.1	EAA27359
OG0003046	AT5G49880.1	EAA28269
OG0003047	AT5G50870.2	EAA32355
OG0003048	AT5G50930.1	EAA32120
OG0003049	AT5G51970.1	EAA32925, EAA36300, EAA36547, EAA35571
OG0003051	AT5G53480.1	EAA35640
OG0003052	AT5G54750.2	ESA42059
OG0003054	AT5G57950.2	EDO64929
OG0003057	AT5G60190.1	EAA35151
OG0003058	AT5G61770.2	EAA27678
OG0003059	AT5G63220.1	EAA32320
OG0003272	AT4G00520.2, AT1G01710.1	EAA36484
OG0003274	AT1G54590.1, AT1G03140.1	EAA27435
OG0003275	AT4G13110.1, AT1G03350.1	EAA28309
OG0003276	AT1G03360.1	EAA28388
OG0003283	AT1G06790.1	EDO65390
OG0003286	AT1G08840.3	ESA42127
OG0003288	AT3G57940.1, AT1G10490.1	ESA42009
OG0003289	AT1G11880.1	EAA29338
OG0003290	AT5G24520.1, AT1G12910.1, AT3G26640.1	EAA30393
OG0003291	AT2G45240.1	EAA30034
OG0003292	AT5G19610.1, AT5G39500.1, AT1G13980.1	EAA33457
OG0003293	AT1G14570.1	EAA35691
OG0003294	AT5G06520.1, AT3G49130.1, AT5G06890.1, AT5G12280.1, AT3G27600.1, AT4G16200.1, AT1G14650.1, AT1G14640.1	EAA36308
OG0003296	AT1G15250.1, AT3G16080.1, AT1G52300.1	ESA43839
OG0003297	AT1G16890.3, AT1G78870.2	EAA34871
OG0003298	AT1G73030.1, AT1G17730.1	ESA43881
OG0003299	AT1G18040.1, AT1G73690.1, AT1G66750.1	EAA28267, EAA31503
OG0003300	AT1G19140.2	EAA30487
OG0003302	AT1G22200.1, AT1G36050.1	EAA35579
OG0003305	AT1G67490.1, AT1G24320.1	ESA42430
OG0003306	AT3G61990.1, AT3G62000.2, AT1G24735.2, AT1G67990.1, AT1G67980.1, AT4G34050.3, AT4G26220.1	EAA31528
OG0003308	AT5G51110.1, AT1G29810.1	EAA33003
OG0003309	AT1G30825.1, AT2G33385.2	ESA44338
OG0003310	AT4G26810.1, AT4G34290.1, AT2G14880.1, AT3G03590.1, AT2G35605.1, AT1G31760.1, AT3G48600.2, AT4G22360.1, AT1G49520.1, AT3G19080.3	EAA30287
OG0003312	AT4G35490.1	EAA27081
OG0003314	AT1G33980.2	EAA27485
OG0003318	AT1G42470.1, AT4G38350.2	EAA26850
OG0003321	AT1G48175.1	ESA43869
OG0003322	AT1G49040.1	ESA43514
OG0003325	AT1G49880.1	EAA30480
OG0003327	AT1G51160.1	ESA43190
OG0003329	AT1G51730.1	EAA34591
OG0003330	AT1G52500.2	EAA29401
OG0003331	AT1G53900.2, AT1G53880.1, AT1G72340.2	EAA27089
OG0003332	AT1G55300.2	EAA34629
OG0003333	AT1G56300.1	EAA35849
OG0003333	AT2G33735.1, AT5G16650.2	ESA41899
OG0003335	AT1G60200.1	EAA33363
OG0003337	AT1G61000.1	EAA33039
OG0003339	AT1G63800.1, AT5G41340.1, AT2G46030.3	EAA28717
OG0003340	AT1G64350.1	ESA42960
