Orthogroup	arabidopsis	yeast
OG0002309	AT1G30590.2, AT2G34750.1, AT2G39240.1	YKL125W_mRNA
OG0002310	AT2G35020.1, AT1G31070.2	YDL103C_mRNA
OG0002312	AT1G36020.1, AT1G35530.2	YIR002C_mRNA
OG0002313	AT1G36240.1, AT1G77940.1, AT3G18740.1	YGL030W_mRNA
OG0002316	AT1G50940.1	YPR004C_mRNA
OG0002317	AT3G54560.1, AT2G38810.1, AT1G52740.1	YOL012C_mRNA
OG0002318	AT2G39445.1, AT1G61280.1	YDR437W_mRNA
OG0002320	AT2G21390.1, AT1G62020.1	YDL145C_mRNA
OG0002321	AT4G22340.3, AT1G62430.1, AT4G26770.1	YBR029C_mRNA
OG0002324	AT1G68310.1, AT3G09380.1, AT3G50845.1	YHR122W_mRNA
OG0002326	AT4G17300.2, AT3G07420.1, AT1G70980.1, AT5G56680.1, AT5G38750.1	YCR024C_mRNA
OG0002328	AT1G71790.1	YIL034C_mRNA
OG0002330	AT1G73020.1	YBR086C_mRNA
OG0002332	AT1G78010.1	YMR023C_mRNA
OG0002333	AT2G01120.2	YPR162C_mRNA
OG0002336	AT2G04630.1, AT5G51940.1	YPR187W_mRNA
OG0002337	AT2G05170.1	YMR231W_mRNA
OG0002338	ATMG00220.1, AT2G07727.1	Q0120_mRNA, Q0105_mRNA
OG0002339	AT2G16440.1	YPR019W_mRNA
OG0002340	AT2G17975.1, AT3G15680.1, AT5G25490.1, AT2G26695.1	YDL167C_mRNA
OG0002341	AT2G18290.1	YGL240W_mRNA
OG0002342	AT2G18990.1, AT3G25580.1, AT3G50960.1, AT5G66410.1	YDR183W_mRNA
OG0002343	AT2G19385.1	YCR087C-A_mRNA
OG0002348	AT2G27970.1, AT2G27960.1	YBR135W_mRNA
OG0002349	AT5G26030.1, AT2G30390.2	YOR176W_mRNA
OG0002351	AT2G37600.1, AT3G53740.2, AT5G02450.1	YPL249C-A_mRNA, YMR194W_mRNA
OG0002352	AT5G45920.1, AT5G62930.2, AT3G11210.1, AT2G38180.1	YOR126C_mRNA
OG0002353	AT5G02610.2, AT2G39390.1, AT3G09500.1, AT3G55170.1	YDL136W_mRNA, YDL191W_mRNA
OG0002354	AT2G43030.1, AT3G17465.1	YGR220C_mRNA
OG0002357	AT3G05520.2	YKL007W_mRNA
OG0002358	AT3G05540.1, AT3G16640.1	YKL056C_mRNA
OG0002360	AT5G12210.1, AT3G12070.1	YPR176C_mRNA
OG0002361	AT3G60500.1, AT3G12990.1	YDR280W_mRNA
OG0002362	AT3G16565.3	YNL040W_mRNA
OG0002363	AT5G39400.1, AT3G50110.1, AT3G19420.1	YNL128W_mRNA
OG0002364	AT5G09320.1, AT3G19770.1	YML097C_mRNA
OG0002365	AT3G21350.2	YHR058C_mRNA
OG0002366	AT4G15165.1, AT3G22110.1	YGR135W_mRNA
OG0002367	AT3G23890.1	YNL088W_mRNA
OG0002368	AT3G24200.2	YGR255C_mRNA
OG0002369	AT5G39740.1, AT3G25520.1	YPL131W_mRNA
OG0002370	AT5G22950.1, AT3G45000.1	YKL041W_mRNA
OG0002371	AT3G47370.1, AT5G62300.1, AT3G45030.1	YHL015W_mRNA
OG0002372	AT3G47810.1	YHR012W_mRNA
OG0002374	AT3G55480.2	YGR261C_mRNA
OG0002375	AT3G57050.1	YAL012W_mRNA, YGL184C_mRNA
OG0002377	AT3G59410.2	YDR283C_mRNA
OG0002378	AT3G61620.1	YGR195W_mRNA
OG0002378	AT4G27490.1	YGR158C_mRNA
OG0002380	AT4G01860.1	YPL183C_mRNA
OG0002385	AT4G16700.1	YNL169C_mRNA
OG0002386	AT4G18100.1, AT5G46430.1	YBL092W_mRNA
OG0002387	AT4G24440.1	YKL058W_mRNA
OG0002388	AT5G57440.1, AT4G25840.1	YKL033W-A_mRNA
OG0002389	AT4G29860.1	YPR085C_mRNA
OG0002390	AT4G38495.1	YEL044W_mRNA
OG0002392	AT5G20090.1	YGL080W_mRNA
OG0002395	AT5G27720.1	YER112W_mRNA
OG0002396	AT5G48870.1	YER146W_mRNA
OG0002398	AT5G60340.1	YDL166C_mRNA
OG0002399	AT5G63610.1	YPL042C_mRNA
OG0002400	AT5G63960.2	YDL102W_mRNA
OG0002545	AT1G01020.1, AT4G01510.5	YLR242C_mRNA
OG0002546	AT5G47700.1, AT4G00810.1, AT1G01100.1, AT5G24510.1	YDL130W_mRNA, YDL081C_mRNA
OG0002550	AT4G16030.1, AT1G02780.1, AT4G02230.1, AT3G16780.1	YBR084C-A_mRNA, YBL027W_mRNA
OG0002553	AT4G03320.1, AT1G04940.1, AT1G04945.3	YHR040W_mRNA
OG0002556	AT1G05900.2, AT2G31450.1	YAL015C_mRNA, YOL043C_mRNA
OG0002557	AT4G21490.1, AT4G05020.2, AT2G20800.1, AT4G28220.1	YML120C_mRNA
OG0002559	AT1G60750.1, AT1G10810.1, AT1G60710.1, AT1G60730.3, AT1G60690.1, AT1G60680.1	YPR127W_mRNA, YOL165C_mRNA, YCR107W_mRNA, YJR155W_mRNA, YNL331C_mRNA, YDL243C_mRNA
OG0002562	AT1G12960.1, AT1G70600.1, AT1G23290.1	YGL103W_mRNA
OG0002563	AT1G14360.1, AT2G02810.1	YPL244C_mRNA
OG0002564	AT1G64170.1, AT4G23700.1, AT5G41610.1, AT3G17630.1, AT3G53720.1, AT2G13620.1, AT1G79400.1, AT1G16380.1, AT3G52080.1	YJL094C_mRNA
OG0002565	AT1G17220.1, AT4G11160.2	YOL023W_mRNA
OG0002573	AT1G22840.1, AT4G10040.1	YJR048W_mRNA, YEL039C_mRNA
OG0002574	AT1G22882.1, AT1G71360.2, AT4G23950.2	YOR154W_mRNA
OG0002575	AT5G57300.1	YML110C_mRNA
OG0002577	AT1G26160.1, AT2G23820.2	YBR242W_mRNA, YGL101W_mRNA
OG0002579	AT1G27520.1	YHR204W_mRNA
OG0002583	AT4G10360.1, AT4G19645.1, AT1G31300.1	YPR114W_mRNA, YJR116W_mRNA
OG0002586	AT1G37010.1	YNL126W_mRNA
OG0002588	AT1G48030.1, AT3G17240.1	YFL018C_mRNA
OG0002589	AT1G48510.3, AT3G17910.1	YGR112W_mRNA
OG0002592	AT1G54250.1, AT3G59600.1	YOR224C_mRNA
OG0002594	AT1G60430.1	YLR370C_mRNA
OG0002595	AT3G06050.1	YLR109W_mRNA
OG0002598	AT1G66810.1, AT1G68200.1	YLR136C_mRNA, YDR151C_mRNA
OG0002600	AT1G71800.1	YGL044C_mRNA
OG0002601	AT1G71860.1	YOR208W_mRNA
OG0002602	AT1G73180.1	YGR054W_mRNA
OG0002605	AT1G77720.1	YDL028C_mRNA
OG0002607	AT1G80410.2	YDL040C_mRNA
OG0002608	AT1G80500.1	YBR254C_mRNA
OG0002609	AT3G13580.1, AT2G44120.2, AT2G01250.1	YPL198W_mRNA, YGL076C_mRNA
OG0002610	AT2G03690.1	YDR204W_mRNA
OG0002613	AT5G18380.1, AT2G09990.1, AT3G04230.1	YMR143W_mRNA, YDL083C_mRNA
OG0002614	AT5G40950.1, AT5G15220.1, AT2G16930.1	YNL005C_mRNA
OG0002615	AT5G07090.1, AT2G17360.1, AT5G58420.1	YHR203C_mRNA, YJR145C_mRNA
OG0002616	AT2G17930.1, AT4G36080.1	YHR099W_mRNA
OG0002617	AT2G18250.1	YGR277C_mRNA
OG0002618	AT3G47610.1	YKR023W_mRNA
OG0002619	AT2G22530.1	YJL062W_mRNA
OG0002620	AT3G58130.1, AT2G27340.2	YMR281W_mRNA
OG0002622	AT2G28390.1	YGL124C_mRNA
OG0002624	AT2G36300.1, AT3G52760.1	YGR172C_mRNA
OG0002625	AT5G54200.1, AT3G15470.1, AT5G02430.1, AT2G37670.2	YMR102C_mRNA, YKL121W_mRNA
OG0002626	AT5G13860.1, AT3G12400.2, AT2G38830.1	YCL008C_mRNA
OG0002627	AT2G41530.1	YJL068C_mRNA
OG0002628	AT3G59540.1, AT2G43460.1	YLR325C_mRNA
OG0002631	AT2G45270.1	YDL104C_mRNA
OG0002633	AT3G63000.1, AT2G47970.1	YBR170C_mRNA
OG0002634	AT3G02040.1, AT5G41080.1, AT5G43300.1	YPL110C_mRNA
OG0002636	AT5G18930.1, AT3G02470.1, AT5G15950.1, AT3G25570.1, AT3G17717.1	YOL052C_mRNA
OG0002638	AT3G05090.1	YOL087C_mRNA
OG0002639	AT3G07100.1	YIL109C_mRNA, YNL049C_mRNA
OG0002640	AT3G08950.1	YBR037C_mRNA, YBR024W_mRNA
OG0002641	AT3G10090.1, AT5G03850.1, AT5G64140.1	YOR167C_mRNA, YLR264W_mRNA
OG0002642	AT3G10530.1	YER082C_mRNA
OG0002643	AT3G15080.1	YOL080C_mRNA
OG0002644	AT3G16680.1, AT5G57980.1, AT3G22320.1	YBR154C_mRNA
OG0002646	AT3G18790.1	YJR050W_mRNA
OG0002649	AT3G26730.1	YLR427W_mRNA
OG0002650	AT4G33865.1, AT3G44010.1, AT3G43980.1	YLR388W_mRNA, YDL061C_mRNA
OG0002651	AT3G49010.1, AT3G48960.1, AT5G23900.1	YDL082W_mRNA, YMR142C_mRNA
OG0002652	AT3G49640.1	YNR015W_mRNA
OG0002653	AT3G55160.1	YMR259C_mRNA
OG0002654	AT4G02350.1, AT3G56640.1	YGL233W_mRNA
OG0002656	AT3G58140.1	YPR047W_mRNA
OG0002657	AT3G59650.2	YPR100W_mRNA
OG0002658	AT3G61710.1	YPL120W_mRNA
OG0002659	AT4G01660.1	YGL119W_mRNA
OG0002662	AT4G18593.1	YIR026C_mRNA
OG0002663	AT4G19006.2, AT5G45620.1	YDR427W_mRNA
OG0002664	AT4G22440.1, AT4G24300.1	YGR098C_mRNA
OG0002665	AT5G39770.1, AT4G30870.1	YDR386W_mRNA
OG0002667	AT4G35520.2	YPL164C_mRNA
OG0002668	AT4G36400.1	YDL178W_mRNA, YEL071W_mRNA
OG0002669	AT4G38090.1	YCR059C_mRNA, YDL177C_mRNA
OG0002671	AT4G39690.1	YKR016W_mRNA
OG0002673	AT5G03500.6, AT5G03220.1	YOL135C_mRNA
OG0002674	AT5G08160.1	YPL236C_mRNA
OG0002675	AT5G10780.2	YGL231C_mRNA
OG0002676	AT5G10790.1	YMR223W_mRNA
OG0002679	AT5G11560.1	YCL045C_mRNA
OG0002681	AT5G37130.1, AT5G17270.1	YNL313C_mRNA
OG0002683	AT5G49570.1	YPL096W_mRNA
OG0002684	AT5G50810.1	YJR135W-A_mRNA
OG0002685	AT5G52210.1	YPL051W_mRNA
OG0002686	AT5G55310.1, AT5G55300.2	YOL006C_mRNA
OG0002687	AT5G58240.1	YDR305C_mRNA
OG0002688	AT5G62030.1	YIL103W_mRNA
OG0002887	AT5G60730.1, AT3G10350.2, AT1G01910.1	YDL100C_mRNA
OG0002889	AT2G06530.1, AT1G03950.1, AT5G44560.1	YKL002W_mRNA
OG0002890	AT2G18720.1, AT4G18330.2, AT1G04170.1	YER025W_mRNA
OG0002891	AT1G04730.1	YMR078C_mRNA
OG0002896	AT4G17585.1, AT5G46600.1, AT5G46610.1, AT4G17970.1, AT1G08440.1, AT1G08430.1, AT2G27240.1, AT3G11680.2, AT4G00910.1, AT1G25480.1, AT1G68600.1, AT2G17470.2, AT1G18420.1, AT3G18440.1	YGL140C_mRNA
OG0002898	AT1G09770.1	YMR213W_mRNA
OG0002899	AT1G10500.1, AT2G36260.1, AT2G16710.3	YLL027W_mRNA
OG0002908	AT1G80670.1, AT1G15850.1	YER107C_mRNA
OG0002909	AT5G62130.2, AT1G16560.1	YCR044C_mRNA
OG0002911	AT1G78510.1, AT1G17050.1, AT2G34630.2, AT1G36623.1	YBR003W_mRNA
OG0002912	AT1G17470.1, AT1G72660.1	YGR173W_mRNA
OG0002912	AT4G39520.1	YAL036C_mRNA
OG0002913	AT1G18340.1	YPR056W_mRNA
OG0002914	AT5G16140.1, AT5G38290.2, AT5G19830.1, AT1G18440.1	YHR189W_mRNA
OG0002917	AT4G35090.1, AT1G20630.1, AT1G20620.6	YGR088W_mRNA
OG0002918	AT1G76430.1, AT1G20860.2, AT5G43350.1, AT5G43370.1, AT5G43360.1, AT3G54700.1, AT2G38940.1, AT2G32830.1, AT4G08878.1, AT5G43340.1	YML123C_mRNA
OG0002919	AT5G61140.2	YGR271W_mRNA
OG0002919	AT1G20960.1, AT2G42270.1	YER172C_mRNA
OG0002920	AT1G76720.2, AT1G76810.1, AT1G21160.1, AT2G27700.2	YAL035W_mRNA
OG0002921	AT1G71410.1, AT1G22870.1	YGL083W_mRNA
OG0002925	AT5G45940.1, AT2G33980.3, AT1G28960.1	YLR151C_mRNA
OG0002926	AT1G29320.2	YGL111W_mRNA
OG0002927	AT1G30460.1	YPR107C_mRNA
OG0002928	AT1G31220.1	YDR408C_mRNA
OG0002931	AT1G48160.1	YML105C_mRNA
OG0002934	AT1G50200.2	YOR335C_mRNA
OG0002936	AT4G27130.1, AT5G54760.1, AT1G54290.1, AT5G54940.1	YNL244C_mRNA
OG0002938	AT1G57550.1, AT2G38905.1, AT3G05890.1, AT3G05880.1, AT2G24040.1, AT4G28088.1, AT4G30660.1, AT4G30650.1	YDR525W-A_mRNA, YJL151C_mRNA, YDR276C_mRNA
OG0002940	AT5G61410.1, AT1G63290.1, AT3G01850.1	YJL121C_mRNA
OG0002941	AT5G02820.1, AT1G63990.1, AT3G13170.1	YHL022C_mRNA
OG0002943	AT2G07050.1, AT3G45130.2, AT1G78950.2, AT1G78955.1, AT1G78970.1, AT1G78960.1, AT1G66960.2, AT1G78480.1	YHR072W_mRNA
OG0002945	AT1G71270.1, AT1G71300.1	YDR484W_mRNA
OG0002946	AT1G73820.2	YNL222W_mRNA
OG0002948	AT1G76630.2	YPR189W_mRNA
OG0002951	AT1G79880.1, AT4G32720.1	YDL051W_mRNA
OG0002953	AT2G06510.1, AT4G19130.2, AT5G45400.1, AT5G61000.1, AT5G08020.1	YAR007C_mRNA
OG0002958	AT2G19450.1	YCR048W_mRNA, YNR019W_mRNA
OG0002959	AT2G19560.1	YJR084W_mRNA
OG0002961	AT3G55440.1, AT2G21170.1	YDR050C_mRNA
OG0002962	AT2G22310.1, AT4G39910.1	YBL067C_mRNA, YER098W_mRNA
OG0002963	AT2G24830.1	YLR424W_mRNA
OG0002964	AT2G25100.1	YNL072W_mRNA
OG0002967	AT2G26970.1	YLR059C_mRNA
OG0002968	AT3G28500.1, AT5G40040.1, AT2G27710.1, AT2G27720.2, AT3G44590.1	YDR382W_mRNA, YOL039W_mRNA
OG0002969	AT2G28560.1	YDR076W_mRNA, YDR004W_mRNA
OG0002973	AT4G08360.1, AT4G08350.1, AT2G34210.1	YML010W_mRNA
OG0002974	AT2G38710.1	YOR289W_mRNA
OG0002975	AT2G39100.1	YCR066W_mRNA
OG0002976	AT5G16740.1, AT2G41190.1, AT3G09340.1, AT3G09330.1, AT5G02170.1, AT5G02180.1, AT3G54830.1, AT2G39130.1, AT5G15240.1, AT3G28960.1	YJR001W_mRNA
OG0002977	AT3G55280.1, AT2G39460.1	YOL127W_mRNA
OG0002978	AT3G50290.1, AT5G38130.1, AT3G50300.1, AT3G50280.1, AT3G50270.1, AT5G67160.1, AT5G67150.1, AT5G07850.1, AT5G07870.1, AT5G07860.1, AT5G42830.1, AT5G01210.1, AT2G39980.1, AT5G23940.1	YLL063C_mRNA
OG0002979	AT2G40590.1, AT2G40510.1, AT3G56340.1	YER131W_mRNA, YGL189C_mRNA
OG0002980	AT2G40730.1	YOR112W_mRNA
OG0002982	AT4G10650.1, AT2G41670.1	YMR097C_mRNA
OG0002983	AT2G42680.1, AT3G58680.1, AT3G24500.1	YOR298C-A_mRNA
OG0002984	AT2G42740.1, AT5G45775.2, AT3G58700.1, AT4G18730.1	YPR102C_mRNA, YGR085C_mRNA
OG0002985	ATCG01310.1, ATCG00830.1, AT2G44065.1	YEL050C_mRNA
OG0002986	AT5G09550.1, AT3G59920.1, AT2G44100.1	YER136W_mRNA
OG0002987	AT5G23600.1, AT2G45330.1	YOL102C_mRNA
OG0002988	AT2G47510.1, AT5G50950.1	YPL262W_mRNA
OG0002989	AT3G29160.1, AT3G01090.2, AT5G39440.1	YDR477W_mRNA
OG0002990	AT3G02820.2	YMR048W_mRNA
OG0002991	AT3G03250.2, AT5G17310.2	YKL035W_mRNA
OG0002993	AT3G09820.1, AT5G03300.1	YJR105W_mRNA
OG0002994	AT3G10950.1, AT3G60245.1	YJR094W-A_mRNA, YPR043W_mRNA
OG0002996	AT3G19190.2	YNL242W_mRNA
OG0003001	AT3G42050.1	YPR036W_mRNA
OG0003002	AT5G60230.2, AT3G45590.1, AT3G45577.1	YLR105C_mRNA
OG0003004	AT5G23740.1, AT3G48930.1, AT4G30800.1	YBR048W_mRNA, YDR025W_mRNA
OG0003005	AT3G49410.1, AT5G24450.1	YBR123C_mRNA
OG0003007	AT5G27700.1, AT3G53890.1	YKR057W_mRNA, YJL136C_mRNA
OG0003009	AT5G28350.1, AT3G61480.2, AT5G28442.1	YLR039C_mRNA
OG0003010	AT5G58040.1, AT3G66652.1	YJR093C_mRNA
OG0003011	AT4G01710.1, AT5G65274.1	YIL062C_mRNA
OG0003013	AT4G04910.1	YBR080C_mRNA
OG0003015	AT5G13450.1	YDR298C_mRNA
OG0003017	AT4G10320.1	YBL076C_mRNA
OG0003018	AT4G10920.1	YMR039C_mRNA
OG0003019	AT4G16970.1	YDL017W_mRNA
OG0003021	AT5G53530.1, AT4G27690.1	YJL053W_mRNA
OG0003022	AT4G31120.1	YBR133C_mRNA
OG0003023	AT4G31400.1	YFR027W_mRNA
OG0003024	AT4G32930.2	YCR090C_mRNA
OG0003026	AT4G34412.1	YML036W_mRNA
OG0003027	AT4G35530.1	YNL038W_mRNA
OG0003030	AT4G38440.1	YDR527W_mRNA
OG0003034	AT5G59770.1, AT5G10480.3	YJL097W_mRNA
OG0003035	AT5G11500.1	YMR132C_mRNA
OG0003036	AT5G11980.1	YML071C_mRNA
OG0003037	AT5G18200.1	YBR018C_mRNA
OG0003039	AT5G27970.2	YNL297C_mRNA
OG0003041	AT5G36790.1, AT5G36700.1, AT5G47760.1	YDL236W_mRNA
OG0003042	AT5G38460.1	YOR002W_mRNA
OG0003044	AT5G43430.4	YGR207C_mRNA
OG0003045	AT5G44200.1	YPL178W_mRNA
OG0003046	AT5G49880.1	YGL086W_mRNA
OG0003048	AT5G50930.1	YOL086W-A_mRNA
OG0003049	AT5G51970.1	YLR070C_mRNA, YDL246C_mRNA, YJR159W_mRNA
OG0003051	AT5G53480.1	YLR347C_mRNA
OG0003052	AT5G54750.2	YKR068C_mRNA
OG0003054	AT5G57950.2	YIL007C_mRNA
OG0003056	AT5G58575.1	YPL047W_mRNA
OG0003058	AT5G61770.2	YHR066W_mRNA, YDR312W_mRNA
OG0003059	AT5G63220.1	YOR164C_mRNA
OG0003272	AT4G00520.2, AT1G01710.1	YJR019C_mRNA
OG0003273	AT2G30860.1, AT2G30870.1, AT3G03190.1, AT5G17220.1, AT2G47730.1, AT2G02930.1, AT4G02520.1, AT1G02920.1, AT1G02930.1, AT1G02950.5, AT1G02940.2, AT1G49860.1, AT3G62760.1	YLL060C_mRNA
OG0003274	AT1G54590.1, AT1G03140.1	YGR006W_mRNA
OG0003275	AT4G13110.1, AT1G03350.1	YDR068W_mRNA
OG0003276	AT1G03360.1	YHR069C_mRNA
OG0003283	AT1G06790.1	YKL144C_mRNA
OG0003286	AT1G08840.3	YHR164C_mRNA
OG0003288	AT3G57940.1, AT1G10490.1	YNL132W_mRNA
OG0003289	AT1G11880.1	YBR004C_mRNA
OG0003290	AT5G24520.1, AT1G12910.1, AT3G26640.1	YPL247C_mRNA
OG0003291	AT2G45240.1	YLR244C_mRNA
OG0003292	AT5G19610.1, AT5G39500.1, AT1G13980.1	YJR031C_mRNA, YEL022W_mRNA
OG0003293	AT1G14570.1	YDR330W_mRNA
OG0003294	AT5G06520.1, AT3G49130.1, AT5G06890.1, AT5G12280.1, AT3G27600.1, AT4G16200.1, AT1G14650.1, AT1G14640.1	YJL203W_mRNA
OG0003296	AT1G15250.1, AT3G16080.1, AT1G52300.1	YDR500C_mRNA, YLR185W_mRNA
OG0003297	AT1G16890.3, AT1G78870.2	YDR092W_mRNA
OG0003298	AT1G73030.1, AT1G17730.1	YKR035W-A_mRNA
OG0003299	AT1G18040.1, AT1G73690.1, AT1G66750.1	YDL108W_mRNA
OG0003302	AT1G22200.1, AT1G36050.1	YAL042W_mRNA
OG0003305	AT1G67490.1, AT1G24320.1	YGL027C_mRNA
OG0003309	AT1G30825.1, AT2G33385.2	YNR035C_mRNA
OG0003310	AT4G26810.1, AT4G34290.1, AT2G14880.1, AT3G03590.1, AT2G35605.1, AT1G31760.1, AT3G48600.2	YOR295W_mRNA, YMR233W_mRNA
OG0003312	AT4G35490.1	YNL185C_mRNA
OG0003318	AT1G42470.1, AT4G38350.2	YPL006W_mRNA
OG0003321	AT1G48175.1	YJL035C_mRNA
OG0003325	AT1G49880.1	YGR029W_mRNA
OG0003327	AT1G51160.1	YML077W_mRNA
OG0003328	AT1G51310.1	YDL033C_mRNA
OG0003329	AT1G51730.1	YDR152W_mRNA
OG0003331	AT1G53900.2, AT1G53880.1, AT1G72340.2	YKR026C_mRNA
OG0003332	AT1G55300.2	YMR227C_mRNA
OG0003335	AT1G60200.1	YGR013W_mRNA
OG0003337	AT1G61000.1	YOL069W_mRNA
OG0003339	AT1G63800.1, AT5G41340.1, AT2G46030.3	YEL012W_mRNA
OG0003340	AT1G64350.1	YGL100W_mRNA
OG0003341	AT3G45950.1, AT1G65660.1, AT4G37120.1	YDR088C_mRNA
OG0003343	AT1G66680.1	YIL064W_mRNA
OG0003345	AT1G68990.2, AT5G15700.2, AT2G24120.1	YFL036W_mRNA
OG0003346	AT3G27830.1, AT3G27850.1, AT3G27840.1, AT4G37660.1, AT3G06040.1, AT2G03130.1, AT1G70190.1, AT4G36420.1	YGL068W_mRNA
OG0003347	AT1G71220.3	YOR336W_mRNA
OG0003348	AT1G71350.1	YDR117C_mRNA
OG0003349	AT1G71840.1	YIR012W_mRNA
OG0003351	AT1G79900.1	YPR058W_mRNA
OG0003353	AT1G80070.1, AT4G38780.1	YHR165C_mRNA
OG0003354	AT5G35590.1, AT2G05840.1	YGL011C_mRNA
OG0003356	AT2G11000.1	YEL053C_mRNA
OG0003357	AT2G13440.1	YGL236C_mRNA
OG0003358	AT2G16200.2	YNL287W_mRNA
OG0003359	AT2G16360.1, AT4G34555.1, AT4G39200.1, AT2G21580.1	YGR027C_mRNA, YLR333C_mRNA
OG0003360	AT3G51090.1, AT2G16460.1	YFL046W_mRNA
OG0003362	AT4G36800.1, AT2G18600.1	YLR306W_mRNA
OG0003363	AT2G20635.1	YGR188C_mRNA
OG0003365	AT4G38930.2, AT2G21270.3, AT2G29070.2	YGR048W_mRNA
OG0003367	AT2G22425.1, AT4G40042.1	YJR010C-A_mRNA
OG0003369	AT2G22690.1, AT4G37880.1, AT5G09630.1	YDR255C_mRNA
OG0003370	AT2G23930.1, AT3G11500.1	YFL017W-A_mRNA
OG0003371	AT2G24490.1, AT3G02920.1	YNL312W_mRNA
OG0003372	AT3G02190.1, AT4G31985.1, AT2G25210.1	YJL189W_mRNA
OG0003375	AT2G34570.1	YOR004W_mRNA
OG0003376	AT2G35040.1	YLR028C_mRNA, YMR120C_mRNA
OG0003378	AT2G36305.1	YMR274C_mRNA
OG0003379	AT3G59980.1, AT2G40660.1	YGL105W_mRNA
OG0003381	AT2G42780.1	YNL230C_mRNA
OG0003382	AT2G44195.1, AT2G44200.1	YNL245C_mRNA
OG0003383	AT2G44660.1	YOR067C_mRNA
OG0003384	AT3G05327.1, AT3G63120.1, AT3G60550.1, AT2G45080.1, AT3G21870.1, AT2G44740.1, AT5G61650.1, AT5G07450.1	YOL001W_mRNA, YIL050W_mRNA, YER059W_mRNA
OG0003385	AT2G47610.1, AT3G62870.1	YLL045C_mRNA, YHL033C_mRNA
OG0003387	AT4G32900.2	YBL057C_mRNA
OG0003389	AT3G04480.1	YLR143W_mRNA
OG0003390	AT3G04600.1	YOL097C_mRNA
OG0003391	AT5G39930.1, AT3G04680.1, AT5G39920.1	YOR250C_mRNA
OG0003392	AT3G04820.1	YOR243C_mRNA
OG0003393	AT3G06110.2	YBR276C_mRNA
OG0003394	AT3G07080.1, AT4G32140.1	YDR438W_mRNA, YML018C_mRNA
OG0003395	AT3G22845.1, AT3G07680.1	YGL200C_mRNA
OG0003396	AT3G08980.1	YMR035W_mRNA
OG0003398	AT3G11450.1, AT5G06110.1	YGR285C_mRNA
OG0003399	AT3G11710.1	YDR037W_mRNA
OG0003400	AT3G44200.1, AT3G63280.4, AT3G20860.1, AT3G12200.2	YAR018C_mRNA
OG0003402	AT3G12480.1, AT5G19490.1	YER159C_mRNA
OG0003406	AT3G22590.1	YLR418C_mRNA
OG0003407	AT3G56150.1, AT3G22860.1	YMR309C_mRNA
OG0003408	AT3G25100.1	YLR103C_mRNA
OG0003409	AT5G65165.1, AT3G27380.1, AT5G40650.1	YLL041C_mRNA
OG0003410	AT3G27430.2, AT5G40580.1	YOR157C_mRNA
OG0003413	AT4G32640.1, AT3G44340.1	YHR098C_mRNA
OG0003414	AT5G62410.1, AT3G47460.2	YFR031C_mRNA
OG0003416	AT5G52240.1, AT3G48890.1	YPL170W_mRNA
OG0003417	AT5G41970.1, AT3G49320.1	YER156C_mRNA
OG0003418	AT3G51260.1, AT5G66140.1	YOL038W_mRNA
OG0003419	AT3G51800.2	YDR101C_mRNA
OG0003421	AT3G56160.1	YDR182W-A_mRNA, YMR034C_mRNA
OG0003422	AT3G57090.1, AT5G12390.1	YIL065C_mRNA
OG0003424	AT5G26710.1	YGL245W_mRNA
OG0003428	AT4G04870.1	YDL142C_mRNA
OG0003429	AT4G10790.1	YDL091C_mRNA, YML013W_mRNA
OG0003432	AT4G17190.1, AT5G47770.1	YJL167W_mRNA
OG0003433	AT4G17910.4	YJL091C_mRNA
OG0003434	AT4G19003.1	YJR102C_mRNA
OG0003435	AT4G21150.1	YMR149W_mRNA
OG0003436	AT4G22350.2, AT4G22285.1, AT4G22410.1	YFR005C_mRNA
OG0003438	AT4G27040.1	YPL002C_mRNA
OG0003439	AT5G53540.1, AT4G27680.1	YGR028W_mRNA
OG0003441	AT4G34340.1	YML114C_mRNA
OG0003445	AT5G06580.1	YDL174C_mRNA
OG0003447	AT5G09260.1, AT5G63880.2	YMR077C_mRNA
OG0003448	AT5G09390.1	YHR156C_mRNA
OG0003449	AT5G13480.2	YNL317W_mRNA
OG0003453	AT5G17290.1	YPL149W_mRNA
OG0003454	AT5G18070.1	YEL058W_mRNA
OG0003455	AT5G19485.1	YOR260W_mRNA
OG0003458	AT5G27620.2	YPR025C_mRNA
OG0003460	AT5G45900.1	YHR171W_mRNA
OG0003465	AT5G64150.1	YNL063W_mRNA
OG0003713	AT1G79330.1, AT1G79340.1, AT1G79320.1, AT1G79310.1, AT1G16420.1, AT5G04200.1, AT5G64240.2, AT1G02170.1, AT4G25110.1	YOR197W_mRNA
OG0003715	AT1G03330.1	YBL026W_mRNA
OG0003725	AT2G29390.1, AT1G07420.1, AT4G22755.1, AT4G22756.1, AT4G12110.1	YGR060W_mRNA
OG0003729	AT1G17990.1, AT1G18020.1, AT1G76680.2, AT1G76690.1, AT1G09400.1, AT2G06050.1	YPL171C_mRNA, YHR179W_mRNA
OG0003732	AT1G79890.1, AT1G09995.1	YPL008W_mRNA
OG0003733	AT1G50920.1, AT1G10300.1	YPL093W_mRNA
OG0003734	AT1G11390.1, AT1G61640.1	YPL109C_mRNA
OG0003737	AT1G12350.1, AT5G02080.5	YIL083C_mRNA
OG0003738	AT1G13180.1	YJR065C_mRNA
